股票代码,股票简称,最新价,最新涨跌幅,涨停封单量[20260428],{(}涨停封单量[20260428]{*}100.0{)},自由流通股[20260428],fenglu_ratio,zt_first_time,涨停原因类别[20260428],涨停[20260428],涨停明细数据[20260428],zt_last_time,涨停封单额[20260428],涨停开板次数[20260428],自由流通市值[20260428],实际换手率[20260428],a股市值(不含限售股)[20260428],market_code,code,date
002210.SZ,飞马国际,2.98,-9.969788519637465,75779079,7577907900,1859594992,4.075031354999476, 09:42:44,一季度扭亏+固废处理+黄金供应链,涨停,"[{""code"":""002210.SZ"",""time"":1777340564945,""openTime"":null,""duration"":13592769,""updatedTime"":1777359600000,""firstVol"":1.7508549E8,""highestVol"":1.7765599E8,""firstVolDivLTGB"":0.06593891839045124,""firstVolDivVol"":1.198110469054984,""highestVolDivLTGB"":0.06690699398439483,""highestVolDivVol"":1.209936152395191}]", 09:42:44,228095027.79,0,5597380925.92,9.10571364885672,7992356225.49,33,002210,20260428
600744.SH,华银电力,8.54,-4.15263748597083,24337938,2433793800,911173802,2.671053310200418, 13:22:05,火电盈利+新能源装机+央企,涨停,"[{""code"":""600744.SH"",""time"":1777353725700,""openTime"":null,""duration"":5874300,""updatedTime"":1777359600000,""firstVol"":1.9914563E8,""highestVol"":2.2174587E8,""firstVolDivLTGB"":0.09804699424314989,""firstVolDivVol"":1.4624054060325713,""highestVolDivLTGB"":0.10917395495614071,""highestVolDivVol"":1.4899050084719558}]", 13:22:05,211009922.46,0,7899876863.34,21.650989917289127,17609847455.58,17,600744,20260428
002218.SZ,拓日新能,5.46,-2.6737967914438565,22752579,2275257900,861504437,2.641028649745654, 09:30:00,光储融合+商业航天+钙钛矿,涨停,"[{""code"":""002218.SZ"",""time"":1777339800000,""openTime"":null,""duration"":14357714,""updatedTime"":1777359600000,""firstVol"":1.3857031E8,""highestVol"":1.5102336E8,""firstVolDivLTGB"":0.09985769398845538,""firstVolDivVol"":11.287547281822635,""highestVolDivLTGB"":0.1088317148744802,""highestVolDivVol"":2.67723596480699}]", 09:30:00,129917226.09,0,4919190335.27,9.266970147943649,7923640517.79,33,002218,20260428
601789.SH,宁波建工,5.89,-2.3217247097844207,20639700,2063970000,794798590,2.596846579710213, 09:34:19,一季报净利增77%+中标4.99亿+参股中经云+宁波国资,涨停,"[{""code"":""601789.SH"",""time"":1777340059646,""openTime"":null,""duration"":14098068,""updatedTime"":1777359600000,""firstVol"":5.7141241E7,""highestVol"":9.7304741E7,""firstVolDivLTGB"":0.05257758109531592,""firstVolDivVol"":1.0554123404058278,""highestVolDivLTGB"":0.08953337066806463,""highestVolDivVol"":1.6875355798153038}]", 09:34:19,123425406.00000001,0,4752895568.2,9.482849862629978,6499055568.2,17,601789,20260428
600770.SH,综艺股份,7.62,-3.422053231939158,16823465,1682346500,723174821,2.326334450739955, 09:57:32,参股神州龙芯（CPU）+功率半导体+芯片设计+并购吉莱微,涨停,"[{""code"":""600770.SH"",""time"":1777341452897,""openTime"":null,""duration"":12704817,""updatedTime"":1777359600000,""firstVol"":8.2843416E7,""highestVol"":1.08060916E8,""firstVolDivLTGB"":0.06372570461538461,""firstVolDivVol"":0.5053455349768383,""highestVolDivLTGB"":0.08312378153846153,""highestVolDivVol"":0.6377672080894118}]", 09:57:32,128867741.9,0,5539519128.86,26.403552979895576,9958000000.0,17,600770,20260428
601828.SH,美凯龙,2.67,2.692307692307686,14900241,1490024100,1483327199,1.0045147833900132, 09:33:28,一季度扭亏+REITs+厦门国资,涨停,"[{""code"":""601828.SH"",""time"":1777340008015,""openTime"":null,""duration"":14149699,""updatedTime"":1777359600000,""firstVol"":1.315539E7,""highestVol"":3.957279E7,""firstVolDivLTGB"":0.0036417290018183938,""firstVolDivVol"":0.35581678967293684,""highestVolDivLTGB"":0.01095470199103705,""highestVolDivVol"":0.9985369953700117}]", 09:33:28,40230650.7,0,4004983437.3,4.526804271186292,9753486045.3,17,601828,20260428
600726.SH,华电能源,6.59,-7.183098591549293,14851364,1485136400,1046761352,1.4187917782428787, 14:10:32,绿电转型+热电联产+央企,涨停,"[{""code"":""600726.SH"",""time"":1777356632779,""openTime"":null,""duration"":2967221,""updatedTime"":1777359600000,""firstVol"":1.2711095E7,""highestVol"":3.9343E7,""firstVolDivLTGB"":0.0017004044562432877,""firstVolDivVol"":0.02365260520399573,""highestVolDivLTGB"":0.00526304087271629,""highestVolDivVol"":0.0718482954369475}]", 14:10:32,104256575.27999999,0,7348264691.04,53.85359823640107,52476860180.16,17,600726,20260428
000967.SZ,盈峰环境,13.57,-3.8270729978738425,12962097,1296209700,1425547621,0.9092714132487055, 10:37:59,算力租赁+智慧环卫+机器人+业绩预增,涨停,"[{""code"":""000967.SZ"",""time"":1777343879737,""openTime"":null,""duration"":10277977,""updatedTime"":1777359600000,""firstVol"":9.0575126E7,""highestVol"":9.0575126E7,""firstVolDivLTGB"":0.028133349866453574,""firstVolDivVol"":0.49909439083706403,""highestVolDivLTGB"":0.028133349866453574,""highestVolDivVol"":0.49909439083706403}]", 10:37:59,183802535.46,0,20214265265.78,13.879092854240048,45652412271.44,33,000967,20260428
600243.SH,*ST海华,4.16,3.740648379052378,11825100,1182510000,395616125,2.9890338772212584, 09:30:00,电梯配件+天然气+退市博弈,涨停,"[{""code"":""600243.SH"",""time"":1777339800000,""openTime"":null,""duration"":14357714,""updatedTime"":1777359600000,""firstVol"":4.13944E7,""highestVol"":4.13944E7,""firstVolDivLTGB"":0.09432471231628119,""firstVolDivVol"":310.0704119850187,""highestVolDivLTGB"":0.09432471231628119,""highestVolDivVol"":310.0704119850187}]", 09:30:00,45171882.0,0,1511253597.5,0.30451236030887263,1676407000.0,22,600243,20260428
002412.SZ,汉森制药,6.99,-0.28530670470755454,11208100,1120810000,278743811,4.020932324843618, 09:36:52,一季报增长+四磨汤中选集采+中药独家品种,涨停,"[{""code"":""002412.SZ"",""time"":1777340212310,""openTime"":null,""duration"":13945404,""updatedTime"":1777359600000,""firstVol"":5.53492E7,""highestVol"":5.72517E7,""firstVolDivLTGB"":0.11117757534975746,""firstVolDivVol"":3.15872692391079,""highestVolDivLTGB"":0.11499904588777632,""highestVolDivVol"":3.105576315739369}]", 09:36:52,80025834.0,0,1990230810.54,9.67552567472072,3554613300.0,33,002412,20260428
