股票代码,股票简称,最新价,chg_pct,p_close,p_open,涨跌幅:前复权[20260429],p_high,区间最低价:前复权[20000104-20001229],区间最低价:前复权日[20000104-20001229],区间最低价:前复权排名[20000104-20001229],p_low,区间最高价:前复权[20000104-20001229],区间最高价:前复权日[20000104-20001229],开盘价:前复权[20260429],最高价:前复权[20260429],最低价:前复权[20260429],收盘价:前复权[20260429],振幅[20260429],成交量[20260429],market_code,code,date
600345.SH,长江通信,48.66,-5.952841128720537,51.74,51.55,-1.50390253,53.9,22.20880952,20001222,1/870,51.55,25.95880952,20001222,51.55,53.9,51.55,51.74,4.473634,1.289622E7,17,600345,20260429
000633.SZ,合金投资,6.83,0.14662756598240156,6.82,6.67,2.4024024,6.9,16.86616162,20000104,2/870,6.6,23.84848485,20001229,6.67,6.9,6.6,6.82,4.504504,1.06064E7,33,000633,20260429
000931.SZ,中关村,4.75,0.21097046413501658,4.74,4.68,1.28205128,4.76,15.68965517,20000119,3/870,4.64,22.4137931,20001221,4.68,4.76,4.64,4.74,2.564102,1.0320844E7,33,000931,20260429
600198.SH,大唐电信,8.4,-0.8264462809917388,8.47,7.88,6.67506297,8.7,14.82061402,20000114,4/870,7.87,23.73134328,20001221,7.88,8.7,7.87,8.47,10.4534,4.7913614E7,17,600198,20260429
600243.SH,*ST海华,4.16,3.740648379052378,4.01,4.01,4.97382199,4.01,13.47725806,20001218,5/870,4.01,15.5933871,20001201,4.01,4.01,4.01,4.01,0,3583032,22,600243,20260429
000985.SZ,大庆华科,20.23,-0.2957121734844688,20.29,20.1,1.55155155,20.4,13.45506452,20001204,6/870,19.81,15.92146237,20001221,20.1,20.4,19.81,20.29,2.952952,1819100,33,000985,20260429
600259.SH,中稀有色,92.01,-1.772178926016864,93.67,87.55,8.91860465,94.5,13.25952381,20001212,7/870,87,14.65952381,20001225,87.55,94.5,87,93.67,8.72093,2.1878973E7,17,600259,20260429
600265.SH,*ST景谷,22.02,-0.13605442176871263,22.05,23.79,-2.69196823,23.79,11.61777778,20001212,8/870,21.99,13.03753086,20001227,23.79,23.79,21.99,22.05,7.943512,4182601,22,600265,20260429
600727.SH,鲁北化工,8.07,-0.12376237623762112,8.08,7.94,2.14917826,8.09,11.58571429,20001218,9/870,7.85,13.83956044,20000107,7.94,8.09,7.85,8.08,3.034134,2.5263238E7,17,600727,20260429
000156.SZ,华数传媒,7.41,-0.9358288770053513,7.48,7.39,1.49253731,7.51,11.51323928,20001212,10/870,7.37,13.26578047,20001205,7.39,7.51,7.37,7.48,1.899592,1.0709449E7,33,000156,20260429
000990.SZ,诚志股份,12.6,-2.6275115919629046,12.94,12.8,-1.74639332,13.42,11.26912106,20001208,11/870,12.7,12.78008476,20001226,12.8,13.42,12.7,12.94,5.46697,8.0462535E7,33,000990,20260429
000697.SZ,ST炼石,,,10.17,9.96,1.5984016,10.2,11.25851641,20000104,12/870,9.9,15.17259323,20000128,9.96,10.2,9.9,10.17,2.997002,7377683,33,000697,20260429
000948.SZ,南天信息,14.49,0.48543689320388544,14.42,14.28,0.83916084,14.49,10.47909775,20001211,13/870,14.23,14.44735759,20000128,14.28,14.49,14.23,14.42,1.818181,3669934,33,000948,20260429
000409.SZ,云鼎科技,10.16,0.2961500493583352,10.13,10.05,0.5958292,10.2,9.95525526,20000124,14/870,10.05,19.04796133,20001227,10.05,10.2,10.05,10.13,1.489572,4643230,33,000409,20260429
