股票代码,股票简称,最新价,最新涨跌幅,p_925,p_open,p_close,chg_pct,涨跌幅:前复权排名[20260421],p_high,p_low,p_high,p_low,分时开盘价:不复权[20260430 09:25],分时最高价:不复权[20260430 09:25],分时最低价:不复权[20260430 09:25],分时振幅[20260430 09:25],开盘价:前复权[20260421],最高价:前复权[20260421],最低价:前复权[20260421],收盘价:前复权[20260421],振幅[20260421],成交量[20260421],market_code,code,date
600261.SH,阳光照明,3.56,-9.644670050761418,3.81,3.81,4.07,10,43/5521,3.82,3.55,4.07,3.72,3.81,3.81,3.81,0,3.74,4.07,3.72,4.07,9.459459,7.7719963E7,17,600261,20260421
600699.SH,均胜电子,28.52,0.17562346329469866,28.36,28.36,28.71,10,43/5521,29.07,28.12,28.71,25.55,28.36,28.36,28.36,0,26.04,28.71,25.55,28.71,12.107279,1.03871336E8,17,600699,20260421
600961.SH,株冶集团,26.49,-4.402742692168901,27.47,27.47,26.73,10,43/5521,27.92,26.42,26.73,26.73,27.47,27.47,27.47,0,26.73,26.73,26.73,26.73,0,1.18545E7,17,600961,20260421
603335.SH,迪生力,7.07,-2.4827586206896513,7.4,7.4,7.37,10,43/5521,7.42,7.07,7.37,6.55,7.4,7.4,7.4,0,6.67,7.37,6.55,7.37,12.238805,2.0367989E7,17,603335,20260421
605298.SH,必得科技,58.67,-0.8952702702702722,60.06,60.06,59.62,10,43/5521,60.06,57.13,59.62,54,60.06,60.06,60.06,0,54.73,59.62,54,59.62,10.369003,3144547,17,605298,20260421
603016.SH,新宏泰,54.94,-8.249832999332005,58.5,58.5,55.23,9.99800836,49/5521,60.86,54.13,55.23,50,58.5,58.5,58.5,0,50.01,55.23,50,55.23,10.416251,4658402,17,603016,20260421
001268.SZ,联合精密,38.41,9.994272623138587,34.92,34.92,37.19,9.9970423,50/5521,38.41,34.92,37.19,33.75,34.92,34.92,34.92,0,33.92,37.19,33.75,37.19,10.174504,9613749,33,001268,20260421
002952.SZ,亚世光电,27.6,-2.1970233876683114,28.0,28,27.29,9.99596937,51/5521,28,27.09,27.29,24.62,28.0,28.0,28.0,0,24.81,27.29,24.62,27.29,10.761789,1.10802E7,33,002952,20260421
603738.SH,泰晶科技,38.32,-3.7669512807634353,40.3,40.3,34.67,9.99365482,52/5521,40.8,37.31,34.67,30.95,40.3,40.3,40.3,0,31.44,34.67,30.95,34.67,11.80203,4.7706465E7,17,603738,20260421
002846.SZ,英联股份,15.4,-0.9646302250803881,15.45,15.45,16.29,9.99324781,53/5521,15.65,15.38,16.29,14.66,15.45,15.45,15.45,0,14.83,16.29,14.66,16.29,11.006076,1.8852292E7,33,002846,20260421
002338.SZ,奥普光电,61.06,-0.31020408163264934,61.08,61.08,64.06,9.99313187,54/5521,61.58,60.11,64.06,57.98,61.08,61.08,61.08,0,58.28,64.06,57.98,64.06,10.43956,2.3997255E7,33,002338,20260421
603017.SH,中衡设计,15.4,0.7194244604316626,15.22,15.22,15.63,9.9929627,55/5521,15.87,14.92,15.63,15.26,15.22,15.22,15.22,0,15.53,15.63,15.26,15.63,2.6038,1.4739187E7,17,603017,20260421
003018.SZ,金富科技,53.2,-3.3781329458772236,54.0,54,47.45,9.99072786,56/5521,54.95,52.1,47.45,43.55,54.0,54.0,54.0,0,44,47.45,43.55,47.45,9.040333,1.2966119E7,33,003018,20260421
600520.SH,三佳科技,29.46,-1.1409395973154357,29.61,29.61,30.5,9.98918139,57/5521,30.18,29.27,30.5,27.6,29.61,29.61,29.61,0,27.73,30.5,27.6,30.5,10.457987,2.9308957E7,17,600520,20260421
002361.SZ,神剑股份,20.55,2.493765586034913,20.41,20.41,22.69,9.98545807,58/5521,20.82,19.91,22.69,21.35,20.41,20.41,20.41,0,21.47,22.69,21.35,22.69,6.495395,3.57333572E8,33,002361,20260421
605365.SH,立达信,29.47,0.20401224073443971,29.0,29,27.65,9.9840891,59/5521,29.61,28.67,27.65,25.14,29.0,29.0,29.0,0,25.14,27.65,25.14,27.65,9.984089,1.67912E7,17,605365,20260421
000539.SZ,粤电力A,6.53,-6.71428571428571,6.96,6.96,6.39,9.9827883,60/5521,6.98,6.52,6.39,5.69,6.96,6.96,6.96,0,5.82,6.39,5.69,6.39,12.048192,1.17025658E8,33,000539,20260421
000819.SZ,岳阳兴长,16.34,-0.5477784540474733,16.41,16.41,17.08,9.98068255,61/5521,16.68,16.25,17.08,15.4,16.41,16.41,16.41,0,15.52,17.08,15.4,17.08,10.817772,2.5457857E7,33,000819,20260421
002982.SZ,湘佳股份,14.5,1.4695591322603279,14.28,14.28,15.54,9.97876858,62/5521,14.62,14.18,15.54,14.06,14.28,14.28,14.28,0,14.09,15.54,14.06,15.54,10.474168,1.4757916E7,33,002982,20260421
603815.SH,交建股份,7.28,3.5561877667140824,7.04,7.04,7.07,9.9533437,63/5521,7.42,7.02,7.07,6.24,7.04,7.04,7.04,0,6.41,7.07,6.24,7.07,12.908242,6.8762078E7,17,603815,20260421
600103.SH,青山纸业,4.46,-4.086021505376352,4.61,4.61,5.2,9.93657505,64/5521,4.64,4.43,5.2,4.63,4.61,4.61,4.61,0,4.71,5.2,4.63,5.2,12.050739,4.02869926E8,17,600103,20260421
600979.SH,广安爱众,4.99,-2.9182879377431803,5.14,5.14,5.32,9.91735537,65/5521,5.14,4.95,5.32,4.81,5.14,5.14,5.14,0,4.84,5.32,4.81,5.32,10.53719,1.8934775E8,17,600979,20260421
600715.SH,文投控股,2.04,-0.48780487804877015,2.03,2.03,2.22,9.9009901,66/5521,2.06,2.02,2.22,2.01,2.03,2.03,2.03,0,2.01,2.22,2.01,2.22,10.396039,1.50410917E8,17,600715,20260421
603030.SH,全筑股份,2.65,9.958506224066381,2.62,2.62,2.57,9.82905983,67/5521,2.65,2.62,2.57,2.33,2.62,2.62,2.62,0,2.35,2.57,2.33,2.57,10.25641,4.51462E7,17,603030,20260421
300758.SZ,七彩化学,13.32,-2.7027027027026973,13.66,13.66,15.34,9.72818312,68/5521,13.81,13.23,15.78,13.94,13.66,13.66,13.66,0,14,15.78,13.94,15.34,13.161659,5.384527E7,33,300758,20260421
300916.SZ,朗特智能,37.37,2.9760264535684717,36.28,36.28,34.4,9.62396431,69/5521,37.95,36.02,34.95,31.2,36.28,36.28,36.28,0,31.2,34.95,31.2,34.4,11.950286,1.4656225E7,33,300916,20260421
300131.SZ,英唐智控,16.25,-2.1084337349397675,16.75,16.75,17.72,9.51792336,70/5521,16.99,16.2,17.97,15.5,16.75,16.75,16.75,0,15.7,17.97,15.5,17.72,15.26576,2.08499054E8,33,300131,20260421
301099.SZ,雅创电子,58.47,-1.1161846778285196,59.3,59.3,59.93,9.46118721,71/5521,59.76,58.1,59.93,54.3,59.3,59.3,59.3,0,54.3,59.93,54.3,59.93,10.283105,1.5732052E7,33,301099,20260421
688150.SH,莱特光电,52.66,2.891754591637352,49.45,49.45,55.0,9.43095901,72/5521,56,49.45,55.37,49.78,49.45,49.45,49.45,0,50,55.37,49.78,55.0,11.122164,1.4838386E7,17,688150,20260421
000552.SZ,甘肃能化,2.88,-1.7064846416382342,2.92,2.92,2.77,9.05511811,73/5521,2.94,2.85,2.79,2.52,2.92,2.92,2.92,0,2.54,2.79,2.52,2.77,10.629921,2.53180151E8,33,000552,20260421
688811.SH,有研复材,24.08,12.052117263843648,21.48,21.48,25.97,9.02602855,74/5521,24.8,21.46,26.58,23.66,21.48,21.48,21.48,0,24.4,26.58,23.66,25.97,12.258606,5.6066666E7,17,688811,20260421
300342.SZ,天银机电,68.31,0.07324934075592902,67.1,67.1,68.68,8.98127579,75/5521,70.52,65.66,69,63.02,67.1,67.1,67.1,0,63.55,69,63.02,68.68,9.489051,7.7693641E7,33,300342,20260421
300093.SZ,*ST金刚,22.08,2.793296089385465,21.6,21.6,23.28,8.93776322,76/5521,22.57,21.41,24.33,21.03,21.6,21.6,21.6,0,21.3,24.33,21.03,23.28,15.442208,1.0722114E7,33,300093,20260421
688313.SH,仕佳光子,131.82,0.5032021957913972,135.0,135,136.35,8.7754288,77/5521,135.9,130.5,139.33,123.93,135.0,135.0,135.0,0,124.15,139.33,123.93,136.35,12.2856,4.8357288E7,17,688313,20260421
300788.SZ,中信出版,35.58,0.9361702127659526,35.45,35.45,40.0,8.75475802,78/5521,36.65,34.77,40.36,35.5,35.45,35.45,35.45,0,36.22,40.36,35.5,40.0,13.213703,1.46167E7,33,300788,20260421
603778.SH,国晟科技,26.6,-2.813299232736571,26.6,26.6,29.0,8.69565217,79/5521,27.3,26.31,29.35,27.6,26.6,26.6,26.6,0,27.94,29.35,27.6,29.0,6.55922,1.19832185E8,17,603778,20260421
300137.SZ,先河环保,16.66,-1.361752516281826,16.8,16.8,16.55,8.52459016,80/5521,17.07,16,16.68,15.11,16.8,16.8,16.8,0,15.28,16.68,15.11,16.55,10.295081,4.807842E7,33,300137,20260421
300461.SZ,田中精机,52.78,-0.41509433962263936,53.04,53.04,62.7,8.47750865,81/5521,56.03,51.37,63.88,58.01,53.04,53.04,53.04,0,59,63.88,58.01,62.7,10.155709,1.585166E7,33,300461,20260421
300453.SZ,三鑫医疗,10.08,-2.0408163265306034,10.24,10.24,10.14,8.44919786,82/5521,10.28,9.97,10.66,9.38,10.24,10.24,10.24,0,9.41,10.66,9.38,10.14,13.689839,2.9335621E7,33,300453,20260421
603286.SH,日盈电子,64.52,6.57416584076643,60.4,60.4,69.5,8.07028456,83/5521,65.66,60.4,70.74,64.01,60.4,60.4,60.4,0,64.7,70.74,64.01,69.5,10.464935,1.0852732E7,17,603286,20260421
000683.SZ,博源化工,8.96,-1.5384615384615252,9.1,9.1,8.99,8.05288462,84/5521,9.29,8.88,9.1,8.5,9.1,9.1,9.1,0,8.56,9.1,8.5,8.99,7.211538,8.8972816E7,33,000683,20260421
301295.SZ,美硕科技,44.57,0.9970541581690407,44.13,44.13,45.99,7.93241023,85/5521,45.1,44,45.99,42.09,44.13,44.13,44.13,0,42.61,45.99,42.09,45.99,9.152781,3987000,33,301295,20260421
000767.SZ,晋控电力,3.78,-3.5714285714285747,3.92,3.92,4.23,7.90816327,86/5521,3.96,3.77,4.31,3.81,3.92,3.92,3.92,0,3.92,4.31,3.81,4.23,12.755102,3.94277114E8,33,000767,20260421
002384.SZ,东山精密,186.73,1.3459972862957883,189.78,189.78,169.4,7.89808917,87/5521,191.95,181.83,172.68,156.01,189.78,189.78,189.78,0,157.19,172.68,156.01,169.4,10.617834,9.6468875E7,33,002384,20260421
688379.SH,华光新材,65.76,-0.8593396653098043,69.0,69,59.12,7.82418384,88/5521,70.66,65.01,59.8,53.26,69.0,69.0,69.0,0,54.05,59.8,53.26,59.12,11.927776,8140351,17,688379,20260421
920181.BJ,赛英电子,84.12,7.873813798409849,77.98,77.98,78.38,7.78327833,89/5521,85.86,77.87,79.78,70.85,77.98,77.98,77.98,0,71.01,79.78,70.85,78.38,12.279977,3723159,151,920181,20260421
301198.SZ,喜悦智行,18.9,8.371559633027505,17.55,17.55,15.64,7.71349862,90/5521,19.36,17.4,15.7,14.4,17.55,17.55,17.55,0,14.56,15.7,14.4,15.64,8.953168,7339611,33,301198,20260421
002992.SZ,宝明科技,52.44,3.1268436578171017,50.49,50.49,56.8,7.67772512,91/5521,53.49,50.1,56.87,52.3,50.49,50.49,50.49,0,52.89,56.87,52.3,56.8,8.663507,5952795,33,002992,20260421
000890.SZ,法尔胜,15.66,-8.953488372093018,16.5,16.5,14.59,7.67527675,92/5521,16.53,15.48,14.8,12.85,16.5,16.5,16.5,0,13.08,14.8,12.85,14.59,14.391143,9.204835E7,33,000890,20260421
688035.SH,德邦科技,73.83,-0.8993288590604049,73.9,73.9,70.38,7.46678882,93/5521,75.49,72.6,72.45,64.33,73.9,73.9,73.9,0,65.49,72.45,64.33,70.38,12.398839,1.1192916E7,17,688035,20260421
000049.SZ,德赛电池,29.04,-2.3208879919273504,29.59,29.59,29.64,7.23589001,94/5521,30.06,28.93,29.78,27.37,29.59,29.59,29.59,0,27.63,29.78,27.37,29.64,8.719247,3.2377105E7,33,000049,20260421
301070.SZ,开勒股份,90.68,-2.494623655913971,94.55,94.55,99.83,7.1942446,95/5521,94.55,89.98,101.45,89,94.55,94.55,94.55,0,92,101.45,89,99.83,13.368409,9154069,33,301070,20260421
301292.SZ,海科新源,84.83,-6.574889867841408,89.56,89.56,97.95,7.04918033,96/5521,91.88,84.66,99.97,89.29,89.56,89.56,89.56,0,92,99.97,89.29,97.95,11.672131,2.478162E7,33,301292,20260421
300686.SZ,智动力,17.8,-1.9823788546255474,18.39,18.39,19.05,7.02247191,97/5521,18.5,17.4,19.27,17.42,18.39,18.39,18.39,0,17.51,19.27,17.42,19.05,10.393258,1.6669E7,33,300686,20260421
688612.SH,威迈斯,32.82,0.15257857796764465,32.62,32.62,33.05,6.99255422,98/5521,33.46,32.14,33.91,30.46,32.62,32.62,32.62,0,31.6,33.91,30.46,33.05,11.168662,1.5533572E7,17,688612,20260421
301150.SZ,中一科技,68.52,3.8653933606184587,65.0,65,67.89,6.98077529,99/5521,70.27,64.28,71.5,60.77,65.0,65.0,65.0,0,62.88,71.5,60.77,67.89,16.908288,1.9883309E7,33,301150,20260421
605098.SH,行动教育,61.75,-1.5151515151515196,62.69,62.69,67.1,6.93227092,100/5521,63.2,61.67,67.68,62.8,62.69,62.69,62.69,0,62.85,67.68,62.8,67.1,7.776892,3449130,17,605098,20260421
688195.SH,腾景科技,332.0,2.5450951321966917,331.23,331.23,378.1,6.92268537,101/5521,338.23,320.07,388.8,346.35,331.23,331.23,331.23,0,346.35,388.8,346.35,378.1,12.004411,1.0964412E7,17,688195,20260421
001389.SZ,广合科技,163.25,-0.4573170731707317,165.02,165.02,158.3,6.74308833,102/5521,169.18,161.6,159.8,147.8,165.02,165.02,165.02,0,148.3,159.8,147.8,158.3,8.091706,1.190002E7,33,001389,20260421
688655.SH,迅捷兴,45.53,18.59859338369367,39.2,39.2,38.2,6.7337245,103/5521,46.07,39.2,38.8,35,39.2,39.2,39.2,0,35.87,38.8,35,38.2,10.61749,1.1588261E7,17,688655,20260421
688597.SH,煜邦电力,8.36,-0.8303677342823285,8.44,8.44,9.7,6.71067107,104/5521,8.48,8.26,9.76,9.05,8.44,8.44,8.44,0,9.07,9.76,9.05,9.7,7.810781,1.0980709E7,17,688597,20260421
002986.SZ,宇新股份,14.39,-3.874415497661991,14.88,14.88,14.62,6.63749088,105/5521,14.98,14.2,15,13.61,14.88,14.88,14.88,0,13.72,15,13.61,14.62,10.138584,1.6073746E7,33,002986,20260421
001286.SZ,陕西能源,11.8,-0.25359256128486357,11.82,11.82,11.77,6.61231884,106/5521,11.89,11.68,11.94,11.05,11.82,11.82,11.82,0,11.09,11.94,11.05,11.77,8.061594,5.8317351E7,33,001286,20260421
603105.SH,芯能科技,9.73,-2.6026026026026003,9.99,9.99,11.96,6.59536542,107/5521,10,9.63,12.34,11,9.99,9.99,9.99,0,11.25,12.34,11,11.96,11.942959,5.1878473E7,17,603105,20260421
301183.SZ,东田微,180.99,2.1445905525142566,179.65,179.65,205.9,6.57901548,108/5521,185.84,175.5,208.02,185.01,179.65,179.65,179.65,0,189.33,208.02,185.01,205.9,11.910554,1.0376334E7,33,301183,20260421
002392.SZ,北京利尔,9.21,-0.32467532467531773,9.24,9.24,8.28,6.56370656,109/5521,9.38,9.19,8.36,7.83,9.24,9.24,9.24,0,8,8.36,7.83,8.28,6.821106,7.1236861E7,33,002392,20260421
688511.SH,天微电子,21.17,-7.473776223776212,21.8,21.8,23.92,6.54788419,110/5521,22.12,21.02,25.55,22.08,21.8,21.8,21.8,0,23.1,25.55,22.08,23.92,15.45657,1.3003705E7,17,688511,20260421
002458.SZ,益生股份,11.21,0.9909909909910019,11.08,11.08,11.12,6.51340996,111/5521,11.28,11,11.36,10.44,11.08,11.08,11.08,0,10.5,11.36,10.44,11.12,8.81226,3.6323612E7,33,002458,20260421
000911.SZ,*ST广糖,5.73,-4.97512437810945,5.73,5.73,6.25,6.47359455,112/5521,5.73,5.73,6.46,5.91,5.73,5.73,5.73,0,5.91,6.46,5.91,6.25,9.369676,3.2692802E7,33,000911,20260421
301608.SZ,博实结,93.3,-0.21390374331551107,92.9,92.9,92.37,6.46611342,113/5521,93.5,92.1,95,90.56,92.9,92.9,92.9,0,93.22,95,90.56,92.37,5.117565,3729106,33,301608,20260421
688450.SH,光格科技,46.38,4.10774410774412,47.23,47.23,46.87,6.45014763,114/5521,47.7,44.62,46.96,43,47.23,47.23,47.23,0,43,46.96,43,46.87,8.993867,3165601,17,688450,20260421
301389.SZ,隆扬电子,62.49,-4.023959453232987,64.0,64,62.79,6.44176979,115/5521,64.28,61.16,64.2,57.92,64.0,64.0,64.0,0,58.86,64.2,57.92,62.79,10.645872,1.5007707E7,33,301389,20260421
300225.SZ,*ST金泰,6.54,1.8691588785046747,6.35,6.35,6.63,6.42054575,116/5521,6.8,6.35,6.73,6.24,6.35,6.35,6.35,0,6.24,6.73,6.24,6.63,7.865168,3.0045718E7,33,300225,20260421
603608.SH,天创时尚,13.17,1.2298232129131448,12.96,12.96,12.94,6.41447368,117/5521,13.42,12.96,13.1,11.95,12.96,12.96,12.96,0,12.17,13.1,11.95,12.94,9.457236,2.8113289E7,17,603608,20260421
300529.SZ,健帆生物,19.04,-0.10493179433368087,19.06,19.06,18.7,6.370876,118/5521,19.28,18.98,18.92,17.52,19.06,19.06,19.06,0,17.57,18.92,17.52,18.7,7.963594,1.4368212E7,33,300529,20260421
