股票代码,股票简称,最新价,chg_pct,p_close,p_open,涨跌幅:前复权[20260424],p_high,区间最低价:前复权[20000104-20001229],区间最低价:前复权日[20000104-20001229],区间最低价:前复权排名[20000104-20001229],p_low,区间最高价:前复权[20000104-20001229],区间最高价:前复权日[20000104-20001229],开盘价:前复权[20260424],最高价:前复权[20260424],最低价:前复权[20260424],收盘价:前复权[20260424],振幅[20260424],成交量[20260424],market_code,code,date
600345.SH,长江通信,48.66,-5.952841128720537,50.4,51.3,-2.72148234,51.78,22.20880952,20001222,1/870,49.13,25.95880952,20001222,51.3,51.78,49.13,50.4,5.114842,1.2860012E7,17,600345,20260424
000633.SZ,合金投资,6.83,0.14662756598240156,6.55,6.38,2.50391236,6.57,16.86616162,20000104,2/870,6.27,23.84848485,20001229,6.38,6.57,6.27,6.55,4.694835,9506511,33,000633,20260424
000931.SZ,中关村,4.75,0.21097046413501658,4.99,4.96,0,5.01,15.68965517,20000119,3/870,4.9,22.4137931,20001221,4.96,5.01,4.9,4.99,2.204408,8613312,33,000931,20260424
600198.SH,大唐电信,8.4,-0.8264462809917388,8.15,8.08,0.36945813,8.26,14.82061402,20000114,4/870,8.05,23.73134328,20001221,8.08,8.26,8.05,8.15,2.586206,1.7190817E7,17,600198,20260424
600243.SH,*ST海华,4.16,3.740648379052378,3.51,3.51,-4.87804878,3.51,13.47725806,20001218,5/870,3.51,15.5933871,20001201,3.51,3.51,3.51,3.51,0,4430600,22,600243,20260424
000985.SZ,大庆华科,20.23,-0.2957121734844688,19.09,18.95,1.11228814,19.18,13.45506452,20001204,6/870,18.75,15.92146237,20001221,18.95,19.18,18.75,19.09,2.277542,1381900,33,000985,20260424
600259.SH,中稀有色,92.01,-1.772178926016864,90.97,90.21,-3.73544974,92.87,13.25952381,20001212,7/870,87.08,14.65952381,20001225,90.21,92.87,87.08,90.97,6.126984,2.457426E7,17,600259,20260424
600265.SH,*ST景谷,22.02,-0.13605442176871263,21.25,21.25,,21.25,11.61777778,20001212,8/870,21.25,13.03753086,20001227,21.25,21.25,21.25,21.25,,,22,600265,20260424
600727.SH,鲁北化工,8.07,-0.12376237623762112,8.02,7.86,0.75376884,8.09,11.58571429,20001218,9/870,7.81,13.83956044,20000107,7.86,8.09,7.81,8.02,3.517587,2.955037E7,17,600727,20260424
000156.SZ,华数传媒,7.41,-0.9358288770053513,7.42,7.49,-1.46082337,7.52,11.51323928,20001212,10/870,7.32,13.26578047,20001205,7.49,7.52,7.32,7.42,2.656042,1.1878055E7,33,000156,20260424
000990.SZ,诚志股份,12.6,-2.6275115919629046,12.09,12.34,-2.5,12.55,11.26912106,20001208,11/870,11.95,12.78008476,20001226,12.34,12.55,11.95,12.09,4.838709,8.9571611E7,33,000990,20260424
000697.SZ,ST炼石,,,10.13,9.99,1.4014014,10.15,11.25851641,20000104,12/870,9.85,15.17259323,20000128,9.99,10.15,9.85,10.13,3.003003,6046763,33,000697,20260424
000948.SZ,南天信息,14.49,0.48543689320388544,15.19,15.2,-0.06578947,15.29,10.47909775,20001211,13/870,14.92,14.44735759,20000128,15.2,15.29,14.92,15.19,2.43421,3475297,33,000948,20260424
000409.SZ,云鼎科技,10.16,0.2961500493583352,10.34,10.17,1.67158309,10.5,9.95525526,20000124,14/870,9.98,19.04796133,20001227,10.17,10.5,9.98,10.34,5.113077,9866336,33,000409,20260424
600661.SH,昂立教育,10.2,1.1904761904761827,10.11,10.05,0.79760718,10.15,9.84925926,20000114,15/870,9.86,19.98506173,20001221,10.05,10.15,9.86,10.11,2.891326,8376646,17,600661,20260424
600262.SH,北方股份,24.51,1.030502885408079,23.33,23.78,-2.38493724,23.78,9.22633333,20001218,16/870,23.08,10.643,20001205,23.78,23.78,23.08,23.33,2.92887,6778081,17,600262,20260424
