股票代码,股票简称,最新价,chg_pct,分时买二量[20260430 09:15],{(}分时买二量[20260430 09:15]{*}100.0{)},自由流通股[20260423],yedan_pct,分时买一量[20260430 09:25],{(}分时买一量[20260430 09:25]{*}100.0{)},自由流通股[20260430],open_seal_pct,分时涨跌幅:前复权[20260430 09:25],涨停次数[20260428-20260430],涨停次数排名[20260428-20260430],区间成交额[20260428-20260430],区间振幅[20260428-20260430],分时买三量[20260430 09:15],分时买四量[20260430 09:15],分时买五量[20260430 09:15],分时成交量[20260430 09:25],分时成交额[20260430 09:25],分时换手率[20260430 09:25],分时收盘价:不复权[20260430 09:25],free_mkt_cap,free_mkt_cap,real_turnover,real_turnover,分时买三量[20260430 09:25],分时买四量[20260430 09:25],分时买五量[20260430 09:25],market_code,code,date
002832.SZ,比音勒芬,20.24,2.897813929842383,7100.0,710000,314078634,0.0022605803870122537,31900.0,3190000,314078634,0.010156692161364915,1.9827147941026801,1,38/248,1474415185.0,16.285554935861693,0.0,0.0,0.0,812600,16300756.0,0.20867022258256368,20.06,5684823275.4,6356951552.16,2.428276289561295,12.351794359879953,500.0,4100.0,76200.0,33,002832,20260423
002867.SZ,周大生,13.26,-0.8968609865470926,2300.0,230000,391244912,0.0005878670698214729,3850.0,385000,391244912,0.000984038356005509,1.195814648729443,1,38/248,1263898807.0,15.245901639344272,0.0,0.0,0.0,758050,10263997.0,0.07024856316783235,13.54,4917948543.84,5187907533.12,2.014077310224548,14.975255703772577,10300.0,40000.0,1800.0,33,002867,20260423
002903.SZ,宇环数控,37.37,1.9923580786026116,500.0,50000,91018465,0.0005493390819104673,14700.0,1470000,91018465,0.016150569008167737,5.349344978165949,1,38/248,1536391921.0,20.74726609963547,0.0,0.0,0.0,309000,11927400.0,0.2896902638261733,38.6,2888015894.45,3401360037.05,9.918213848146088,20.597734756348615,7100.0,20000.0,1300.0,33,002903,20260423
300438.SZ,鹏辉能源,86.1,6.29629629629629,1000.0,100000,344721386,0.00029008934188956873,3100.0,310000,344721386,0.0008992769598576631,2.4691358024691468,1,38/248,13877931100.0,30.228191796649327,0.0,0.0,0.0,1245000,103335000.0,0.3080430881665488,83.0,23472079172.74,29680511334.6,11.569521828274386,21.112441222315113,400.0,6600.0,5600.0,33,300438,20260423
300982.SZ,苏文电能,23.15,-2.608329827513677,100.0,10000,82502706,0.00012120814558494603,300.0,30000,82502706,0.0003636244367548381,-1.6407236011779625,1,38/248,1012515921.0,22.808716707021798,0.0,0.0,0.0,323300,7558754.0,0.16673788483714969,23.38,1817534613.18,1909937643.9,5.811602106723627,19.969758325260266,9400.0,24500.0,1000.0,33,300982,20260423
603013.SH,亚普股份,20.41,1.8971542685970992,5184700.0,518470000,101495864,5.108286974137193,57800.0,5780000,101495864,0.0569481333741836,2.845731402895657,1,38/248,541117808.0,14.907161803713539,0.0,0.0,0.0,354200,7296520.0,0.06969428670006887,20.6,1937556043.76,2071530584.24,2.706021597096804,18.760580234087175,200.0,600.0,2800.0,17,603013,20260423
603026.SH,石大胜华,114.92,-3.6310272536687616,800.0,80000,155440835,0.0005146652744113219,13403.0,1340300,155440835,0.008622573341168683,0.6289308176100628,1,38/248,8771709300.0,17.987191216834397,0.0,0.0,0.0,511497,61379640.0,0.2198086683025799,120.0,15973100204.6,17863260758.2,13.43023022232221,17.630060337748443,400.0,3000.0,1600.0,17,603026,20260423
603083.SH,剑桥科技,174.97,2.4954601370745655,700.0,70000,237712162,0.0002944737846437996,91202.0,9120200,237712162,0.03836656872440544,4.856188858297683,1,38/248,18305028800.0,21.811315840875057,0.0,0.0,0.0,575098,102942542.0,0.20868006648451748,179.0,39063239581.46,41592496985.14,20.217372807370285,16.23391276042494,300.0,7800.0,100.0,17,603083,20260423
603508.SH,思维列控,26.16,0.0,1600.0,160000,163449096,0.000978898041748729,700.0,70000,163449096,0.0004282678932650689,0.0764525993883769,1,38/248,970449376.0,11.990008326394682,0.0,0.0,0.0,553600,14493248.0,0.14519727351098655,26.18,3965275068.96,4275828351.36,1.6350044542308144,10.559775748163208,70900.0,500.0,400.0,17,603508,20260423
603738.SH,泰晶科技,38.32,-3.7669512807634353,1200.0,120000,277280906,0.0004327741196864093,3800.0,380000,277280906,0.0013704513790069627,1.2054244098443023,1,38/248,7318692170.0,14.872848702799896,0.0,0.0,0.0,813700,32792110.0,0.2108645698212991,40.3,10259393522.0,10625404317.92,29.306859304621575,21.725002947011433,1100.0,900.0,1000.0,17,603738,20260423
603803.SH,瑞斯康达,14.3,-3.8332212508406087,1144955.0,114495500,239492352,0.47807580928513327,300.0,30000,239492352,0.00012526496044433185,2.219233355749828,1,38/248,1683114573.0,14.913544668587896,0.0,0.0,0.0,1871400,28445280.0,0.44045008783430045,15.2,3561251274.24,3424740633.6,24.970979866613863,23.649449148171545,9300.0,25500.0,6000.0,17,603803,20260423
603906.SH,龙蟠科技,33.17,0.5456198848135789,200369.0,20036900,326896851,0.06129425823071021,500.0,50000,326896851,0.000152953446468042,1.5459230069718055,1,38/248,6860492120.0,16.153602031101247,0.0,0.0,0.0,1820600,60990100.0,0.3221850949193904,33.5,9954009112.95,10843168547.67,32.2820619645553,25.3973599764043,1000.0,100.0,700.0,17,603906,20260423
605006.SH,山东玻纤,11.69,-3.6273701566364487,663330.0,66333000,193492650,0.3428192233658488,1000.0,100000,193492650,0.0005168154966093027,-0.41220115416323866,1,38/248,1985190510.0,13.756613756613762,0.0,0.0,0.0,1917200,23159776.0,0.3195075735677271,12.08,2058761796.0,2261929078.5,31.513716412483884,40.7656745617986,1200.0,100.0,100.0,17,605006,20260423
605158.SH,华达新材,8.01,2.29885057471264,13600.0,1360000,147273940,0.00923449185918432,1000.0,100000,147273940,0.0006790067543517882,0.0,1,38/248,320284763.0,15.716272600834492,0.0,0.0,0.0,183600,1437588.0,0.03590004301748074,7.83,1053008671.0,1179664259.4,3.8128945283870315,15.853919573279564,1400.0,9500.0,11600.0,17,605158,20260423
000553.SZ,安道麦A,6.82,10.000000000000002,23226600,2322660000,348934000,6.656445058377802,18121700,1812170000,348934000,5.193446325092998,10.000000000000009,1,38/248,192168346.0,12.258064516129043,0.0,0.0,0.0,1705000,11628100.0,0.0783161985705258,6.82,2125008060.0,2379729880.0,2.185489232920839,3.455148251531808,1400.0,12800.0,50000.0,33,000553,20260423
001218.SZ,丽臣实业,27.63,9.992038216560502,3603460.0,360346000,77573170,4.645240100411005,675412.0,67541200,77573170,0.870677323100242,9.992038216560495,1,38/248,195448239.60000002,15.283483976992601,0.0,0.0,0.0,534188,14759614.0,0.4524671405509534,27.63,1869513397.0,2143346687.1,4.238353286323093,3.222621945190586,18000.0,100.0,100.0,33,001218,20260423
001268.SZ,联合精密,38.41,9.994272623138587,600.0,60000,49324584,0.0012164319520667423,1500.0,150000,49324584,0.0030410798801668555,0.0,1,38/248,343230353.0,12.64563796533105,0.0,0.0,0.0,5900,206028.0,0.008749382019284409,34.92,1860030062.64,1894557271.44,12.568783144729615,9.674080576128123,3000.0,600.0,100.0,33,001268,20260423
001270.SZ,*ST铖昌,140.35,4.997381611431142,17800.0,1780000,107398291,0.016573820527553833,50600.0,5060000,107398291,0.04711434374686651,0.0,1,38/248,2574275351.0,12.424037812288999,0.0,0.0,0.0,228100,30490127.0,0.11208869389158044,133.67,17108547756.3,15073350141.85,7.328057017220134,5.402097133929254,500.0,100.0,500.0,33,001270,20260423
001316.SZ,润贝航科,51.9,10.004239084357776,5800.0,580000,41212825,0.014073289079309657,2900.0,290000,41212825,0.0070366445396548285,8.096651123357358,1,38/248,349525308.8,10.611326927008788,0.0,0.0,0.0,124900,6369900.0,0.1122276620340783,51.0,2068471686.75,2138945617.5,6.3077937510956845,6.703835517220671,2300.0,7800.0,500.0,33,001316,20260423
002181.SZ,粤传媒,16.49,10.00667111407604,8900.0,890000,370053722,0.002405056204244853,5520.0,552000,370053722,0.0014916753087001783,1.4009339559706513,1,38/248,4542262510.0,16.387726638772648,0.0,0.0,0.0,2481680,37721536.0,0.21873943049111597,15.2,4855104832.64,6102185875.78,22.974893899324165,20.35364395010733,6000.0,400.0,55900.0,33,002181,20260423
002207.SZ,*ST准油,6.87,5.045871559633029,666400.0,66640000,182195622,0.3657607096618381,1900.0,190000,182195622,0.0010428351565988782,3.3639143730886722,1,38/248,689285942.0,4.941860465116276,0.0,0.0,0.0,4791900,32393244.0,1.8373011354159836,6.76,1268081529.12,1251683923.14,20.32145426633797,21.250905249523505,52700.0,7000.0,1300.0,33,002207,20260423
002591.SZ,恒大高新,8.36,9.999999999999996,47642300,4764230000,191952622,24.81982246640007,39172200,3917220000,191952622,20.407223194898584,9.999999999999986,1,38/248,367984570.29999995,16.828929068150195,0.0,0.0,0.0,1530400,12794144.0,0.684704551283588,8.36,1312955934.48,1604723919.92,3.94555694060798,11.199586531305625,500.0,200.0,1000.0,33,002591,20260423
002640.SZ,跨境通,3.65,9.939759036144581,8901200.0,890120000,1424252005,0.6249736681957488,1163400.0,116340000,1424252005,0.08168498242696874,9.93975903614459,1,38/248,533836029.0,13.069908814589656,0.0,0.0,0.0,5659800,20658270.0,0.36555828288248926,3.65,4757001696.7,5198519818.25,2.2757138404028434,4.948632668416009,23800.0,2600.0,251700.0,33,002640,20260423
002685.SZ,华东重机,9.15,9.975961538461538,37400.0,3740000,884305947,0.00422930549397289,100.0,10000,884305947,1.1308303459820563e-05,0.36057692307691624,1,38/248,2628392197.0,16.25310173697271,0.0,0.0,0.0,385900,3222265.0,0.03830061715921283,8.35,7012546159.71,8091399415.05,6.379794254623508,15.679018610060304,9400.0,2200.0,200000.0,33,002685,20260423
002763.SZ,汇洁股份,9.41,10.058479532163735,2200.0,220000,163627850,0.0013445143965406868,41200.0,4120000,163627850,0.02517908778976195,3.625730994152021,1,38/248,379664988.2,13.516746411483263,0.0,0.0,0.0,309300,2740398.0,0.10187270555856742,8.86,1353202319.5,1539738068.5,8.802547977010025,14.228036364225282,9400.0,300.0,43600.0,33,002763,20260423
002785.SZ,万里石,51.16,9.997849924747364,500.0,50000,159786662,0.00031291723210288976,4100.0,410000,159786662,0.0025659213032436963,3.9776392173726194,1,38/248,2386028396.0,17.08193041526375,0.0,0.0,0.0,140000,6770400.0,0.0723532821823536,48.36,6602384873.84,8174685627.92,4.451603100639276,14.705289982213909,6000.0,100.0,3000.0,33,002785,20260423
002856.SZ,*ST美芝,13.78,5.03048780487805,29228780,2922878000,79521355,36.755887773793596,21345240,2134524000,79521355,26.84214825061771,5.030487804878048,1,38/248,214125702.8,8.079268292682917,0.0,0.0,0.0,1127260,15533643.0,0.9097817420477812,13.78,942328056.75,1095804271.9,6.866293965941601,6.107554379575147,300.0,2000.0,200.0,33,002856,20260423
002870.SZ,香山股份,39.58,10.005558643690943,700.0,70000,72299980,0.0009681883729428418,1100.0,110000,72299980,0.0015214388717673228,0.6670372429127269,1,38/248,584284947.0,11.404463799673374,0.0,0.0,0.0,4700,170234.0,0.003674069079424704,36.22,2669315261.6,2861633208.4,3.1608584124089663,14.495542045793098,50800.0,2800.0,15000.0,33,002870,20260423
300083.SZ,创世纪,10.19,20.023557126030617,16707.0,1670700,1411549994,0.0011835925097244554,292907.0,29290700,1411549994,0.02075073509581978,8.00942285041224,1,38/248,4761158342.0,23.93867924528301,0.0,0.0,0.0,3744193,34334250.0,0.2508612838664991,9.17,11857019949.6,14383694438.86,4.440850502387519,28.36038246619836,32900.0,52300.0,6800.0,33,300083,20260423
300885.SZ,海昌新材,28.64,19.98324256388772,7000.0,700000,88608775,0.007899894790329738,2700.0,270000,88608775,0.0030471022762700423,2.639296187683282,1,38/248,1171911353.0,25.179552175749897,0.0,0.0,0.0,93400,2288300.0,0.05592219151524441,24.5,2146104530.5,2537755316.0,6.792546223554044,31.497798045396745,200.0,100.0,8200.0,33,300885,20260423
600246.SH,万通发展,11.28,10.048780487804873,4200.0,420000,1540528287,0.0002726337474905451,76320.0,7632000,1540528287,0.004954144668685334,0.6829268292682933,1,38/248,3758996283.0,11.340206185567002,0.0,0.0,0.0,1379580,14237266.0,0.07297772404248563,10.32,15451498718.61,17377159077.36,6.007397642806152,10.64263119239952,29300.0,62600.0,486700.0,17,600246,20260423
600322.SH,津投城开,2.73,10.080645161290322,18800.0,1880000,841513560,0.002234069763534173,30000.0,3000000,841513560,0.0035650049418098502,2.8225806451612767,1,38/248,276733702.0,14.644351464435148,0.0,0.0,0.0,797500,2033625.0,0.07212625486117391,2.55,1985972001.6,2297332018.8,1.7703588757381403,8.117600386617656,6900.0,20000.0,50100.0,17,600322,20260423
600540.SH,新赛股份,5.58,10.059171597633132,100500.0,10050000,382774001,0.026255701729334537,1000.0,100000,382774001,0.00026125076347596553,4.930966469428011,1,38/248,444734462.0,15.139442231075694,0.0,0.0,0.0,881900,4691708.0,0.15169159782320923,5.32,1867937124.88,2135878925.58,4.401879687748176,12.307308196723632,5000.0,1800.0,20000.0,17,600540,20260423
601106.SH,中国一重,4.54,9.927360774818405,19100.0,1910000,2751530356,0.0006941591597690518,37200.0,3720000,2751530356,0.0013519749080318705,0.7263922518159882,1,38/248,1181392052.0,11.722488038277518,0.0,0.0,0.0,249200,1036672.0,0.0036338274724162906,4.16,11528912191.64,12491947816.24,2.302387609929752,5.991253799563751,16400.0,66600.0,70300.0,17,601106,20260423
603045.SH,福达合金,46.68,9.990574929311975,52843600,5284360000,101226949,52.20309465219583,17932860,1793286000,101226949,17.715499851724267,9.990574929311968,1,38/248,727028056.0,18.756194251734392,0.0,0.0,0.0,443040,20681107.0,0.32709918638285734,46.68,3675550518.19,4725273979.32,6.813806074506898,2.401238033954772,3000.0,200.0,100.0,17,603045,20260423
603119.SH,浙江荣泰,82.51,9.998666844420743,1100.0,110000,203879483,0.0005395344268162579,1400.0,140000,203879483,0.0006866801795843283,1.8930809225436551,1,38/248,3444304612.0,11.157293154955195,0.0,0.0,0.0,62800,4799804.0,0.030802510912782726,76.43,15855707392.91,16822096142.33,6.957611325706569,11.23473125542505,200.0,3000.0,100.0,17,603119,20260423
603190.SH,亚通精工,28.33,10.01941747572815,89400.0,8940000,40519480,0.22063461821326433,37500.0,3750000,40519480,0.09254807810959075,7.2233009708737805,1,38/248,223505227.0,13.111545988258309,0.0,0.0,0.0,158800,4384468.0,0.3862282674242578,27.61,1025953233.6,1147916868.4,2.5851763151945684,13.284950843396805,200.0,600.0,600.0,17,603190,20260423
603398.SH,*ST沐邦,12.45,4.974704890387858,1432200.0,143220000,281053440,0.509582803896654,1864400.0,186440000,281053440,0.6633613877844726,4.974704890387849,1,38/248,268926603.0,12.857142857142852,0.0,0.0,0.0,545200,6787740.0,0.12572596714700227,12.45,3344535936.0,3499115328.0,3.1437000023910042,0.8551341695017147,1000.0,50300.0,500.0,22,603398,20260423
603580.SH,*ST艾艾,21.21,5.000000000000008,1628400.0,162840000,42632200,3.819648059448023,1740800.0,174080000,42632200,4.083298539601522,5.000000000000004,1,38/248,76401443.0,10.131712259371835,0.0,0.0,0.0,44600,945966.0,0.034130946513898794,21.21,809159156.0,904228962.0,3.1658417815641697,0.6145777135592345,100.0,1600.0,100.0,22,603580,20260423
603687.SH,大胜达,17.18,9.987195902688864,400.0,40000,277459753,0.0001441650530122111,3200.0,320000,277459753,0.0011533204240976888,-0.1280409731113874,1,38/248,3040974991.0,13.531553398058255,0.0,0.0,0.0,429500,6700200.0,0.07808638519167682,15.6,5149653015.68,4766758556.54,30.177625077032342,25.05770629731657,5400.0,200.0,9200.0,17,603687,20260423
603698.SH,航天工程,43.97,10.007505629221917,1853.0,185300,215062250,0.0008616109986759648,100.0,10000,215062250,4.649816506616108e-05,2.001501125844385,1,38/248,3873892667.0,13.586686537506207,0.0,0.0,0.0,330100,13458177.0,0.06158696990615497,40.77,9269182975.0,9456287132.5,26.72474364980372,22.56022384216663,600.0,300.0,200.0,17,603698,20260423
603711.SH,香飘飘,14.28,10.015408320493057,1460300.0,146030000,76806253,1.9012774910396943,4000.0,400000,76806253,0.005207909309154816,8.705701078582418,1,38/248,275214108.0,14.971977582065646,0.0,0.0,0.0,689200,9724612.0,0.16692739990229466,14.11,950861412.14,1096793292.84,1.736056568206758,18.30324413820838,7400.0,3500.0,200.0,17,603711,20260423
603717.SH,天域生物,7.54,10.072992700729934,1100.0,110000,220555611,0.0004987404287801139,500.0,50000,220555611,0.00022670019490005175,0.7299270072992803,1,38/248,259134264.0,12.922173274596183,0.0,0.0,0.0,41700,287730.0,0.01437206286043893,6.9,1475517037.59,1662989306.94,2.8197877042448036,8.600461314040203,22100.0,8100.0,10100.0,17,603717,20260423
605376.SH,博迁新材,131.58,9.998328038789507,200.0,20000,164785200,0.00012137012304503075,300.0,30000,164785200,0.00018205518456754612,0.06687844841999357,1,38/248,4885489620.0,13.789915966386564,0.0,0.0,0.0,16600,1987020.0,0.006345565749235474,119.7,18983255040.0,21682436616.0,10.511498605457286,9.960298012200125,9000.0,1000.0,1900.0,17,605376,20260423
688155.SH,先惠技术,103.57,19.997682771405387,194343.0,19434300,67344830,0.28857894510981763,500.0,50000,67344830,0.0007424474900300439,15.861429730042875,1,38/248,1363826808.0,26.593380891123836,0.0,0.0,0.0,442283,44228300.0,0.34980778576938304,100.0,5822634001.8,6974904043.1,6.589280869815842,10.479211247544912,500.0,400.0,707.0,17,688155,20260423
688400.SH,凌云光,59.32,20.008092251669026,4789.0,478900,237199148,0.002018978584189518,2888.0,288800,237199148,0.0012175423159614385,2.9941331175399544,1,38/248,4169001380.0,30.320512820512818,0.0,0.0,0.0,197547,10057117.8,0.042854006690181475,50.91,11172079870.8,14070653459.36,8.93107255174458,16.932088643083997,3160.0,200.0,2000.0,17,688400,20260423
