股票代码,股票简称,最新价,最新涨跌幅,p_925,p_open,p_close,chg_pct,涨跌幅:前复权排名[20260408],p_high,p_low,p_high,p_low,分时开盘价:不复权[20260430 09:25],分时最高价:不复权[20260430 09:25],分时最低价:不复权[20260430 09:25],分时振幅[20260430 09:25],开盘价:前复权[20260408],最高价:前复权[20260408],最低价:前复权[20260408],收盘价:前复权[20260408],振幅[20260408],成交量[20260408],market_code,code,date
603459.SH,红板科技,61.73,0.016202203499672732,62.63,62.63,57.7,225.98870056,1/5521,64,61.15,67.59,49,62.63,62.63,62.63,0,52,67.59,49,57.7,105.028248,6.4078803E7,17,603459,20260408
920011.BJ,晨光电机,24.89,1.1788617886178827,24.5,24.5,29.04,87.35483871,2/5521,25.46,24.5,32.05,28.5,24.5,24.5,24.5,0,30,32.05,28.5,29.04,22.903225,1.7254633E7,151,920011,20260408
920171.BJ,志晟信息,20.45,2.3523523523523466,19.98,19.98,21.09,29.94454713,3/5521,21.7,19.95,21.09,16.83,19.98,19.98,19.98,0,16.86,21.09,16.83,21.09,26.247689,8165342,151,920171,20260408
300209.SZ,行云科技,17.47,2.583675866118601,16.63,16.63,11.69,20.02053388,4/5521,17.5,16.36,11.69,10.3,16.63,16.63,16.63,0,10.66,11.69,10.3,11.69,14.271047,7.5031098E7,33,300209,20260408
300058.SZ,蓝色光标,17.12,-1.552616446233465,17.22,17.22,16.31,20.0147167,5/5521,17.58,17.02,16.31,14.16,17.22,17.22,17.22,0,14.16,16.31,14.16,16.31,15.820456,5.84131639E8,33,300058,20260408
300475.SZ,香农芯创,174.7,0.22948938611587907,173.76,173.76,148.18,20.00323939,6/5521,178.78,170.41,148.18,136.67,173.76,173.76,173.76,0,145.71,148.18,136.67,148.18,9.321347,5.9699081E7,33,300475,20260408
301070.SZ,开勒股份,90.68,-2.494623655913971,94.55,94.55,91.2,20,7/5521,94.55,89.98,91.2,75.01,94.55,94.55,94.55,0,75.01,91.2,75.01,91.2,21.302631,1.1201315E7,33,301070,20260408
301232.SZ,飞沃科技,217.72,7.782178217821782,202.02,202.02,184.74,20,7/5521,222.4,198.8,184.74,157,202.02,202.02,202.02,0,159,184.74,157,184.74,18.018837,1.0783677E7,33,301232,20260408
688630.SH,芯碁微装,257.75,-2.7174938667673105,266.74,266.74,240.0,20,7/5521,268.8,251.99,240,210,266.74,266.74,266.74,0,209.3,239.3,209.3,239.3,15,1.2231047E7,17,688630,20260408
688655.SH,迅捷兴,45.53,18.59859338369367,39.2,39.2,29.04,20,7/5521,46.07,39.2,29.04,24.8,39.2,39.2,39.2,0,25,29.04,24.8,29.04,17.520661,1.1991661E7,17,688655,20260408
