股票代码,股票简称,最新价,最新涨跌幅,涨停封单量[20260424],{(}涨停封单量[20260424]{*}100.0{)},自由流通股[20260424],fenglu_ratio,zt_first_time,涨停原因类别[20260424],涨停[20260424],涨停明细数据[20260424],zt_last_time,涨停封单额[20260424],涨停开板次数[20260424],自由流通市值[20260424],实际换手率[20260424],a股市值(不含限售股)[20260424],market_code,code,date
600208.SH,衢州发展,4.55,9.903381642512082,24566532,2456653200,3673477791,0.6687540635249754, 10:04:36,拟并购先导电科+半导体靶材+回购+衢州国资,涨停,"[{""code"":""600208.SH"",""time"":1776996276734,""openTime"":1776996326562,""duration"":49828,""updatedTime"":1776996326562,""firstVol"":1.05480839E8,""highestVol"":1.05480839E8,""firstVolDivLTGB"":0.012397876395269057,""firstVolDivVol"":0.37694797430313065,""highestVolDivLTGB"":0.012397876395269057,""highestVolDivVol"":0.37694797430313065},{""code"":""600208.SH"",""time"":1776996949723,""openTime"":null,""duration"":11627175,""updatedTime"":1777014000000,""firstVol"":8.8625944E7,""highestVol"":9.5339244E7,""firstVolDivLTGB"":0.01041680659295891,""firstVolDivVol"":0.26306459553948713,""highestVolDivLTGB"":0.011205866145323295,""highestVolDivVol"":0.28287921819088613}]", 10:15:49,116199696.36000001,1,17375549951.43,9.763400363511277,40242728074.01,17,600208,20260425
000925.SZ,众合科技,9.19,-5.840163934426233,20678440,2067844000,673244308,3.0714615414171464, 09:30:15,算力租赁+商业航天+智慧交通,涨停,"[{""code"":""000925.SZ"",""time"":1776994215138,""openTime"":null,""duration"":14361760,""updatedTime"":1777014000000,""firstVol"":5.8247064E7,""highestVol"":6.3291564E7,""firstVolDivLTGB"":0.08651697950931656,""firstVolDivVol"":2.2549605050375066,""highestVolDivLTGB"":0.09400980186229811,""highestVolDivVol"":2.3780021488282213}]", 09:30:15,190241648.0,0,6193847633.6,6.1815687864679285,6193847633.6,33,000925,20260425
600545.SH,卓郎智能,4.89,-9.94475138121547,19340367,1934036700,964976549,2.004231814756775, 14:41:45,玻璃纤维纱线+华为合作+AI智慧工厂+纺织机械,涨停,"[{""code"":""600545.SH"",""time"":1777012905475,""openTime"":null,""duration"":1094525,""updatedTime"":1777014000000,""firstVol"":7.1069993E7,""highestVol"":8.3226892E7,""firstVolDivLTGB"":0.0397502696863381,""firstVolDivVol"":0.46146118872076286,""highestVolDivLTGB"":0.046549764007374185,""highestVolDivVol"":0.5201291628370053}]", 14:41:45,91673339.58,0,4573988842.26,18.91828337063557,8474703932.28,17,600545,20260425
600537.SH,*ST亿晶,3.2,-5.044510385756674,18271600,1827160000,1183715018,1.543580990538721, 14:18:28,预重整推进+TOPCon电池+光伏组件,涨停,"[{""code"":""600537.SH"",""time"":1777011508319,""openTime"":null,""duration"":2491681,""updatedTime"":1777014000000,""firstVol"":5.85329E7,""highestVol"":5.85329E7,""firstVolDivLTGB"":0.04944847290938063,""firstVolDivVol"":0.3020010746227134,""highestVolDivLTGB"":0.04944847290938063,""highestVolDivVol"":0.3020010746227134}]", 14:18:28,67970352.0,0,4403419866.96,17.695286011822823,4403419866.96,22,600537,20260425
600770.SH,综艺股份,7.62,-3.422053231939158,17730128,1773012800,723174821,2.451707040281481, 09:30:00,参股CPU+功率半导体+吉莱微并购+芯片设计,涨停,"[{""code"":""600770.SH"",""time"":1776994200000,""openTime"":1776994410138,""duration"":210138,""updatedTime"":1776994410138,""firstVol"":1.503007E8,""highestVol"":1.503007E8,""firstVolDivLTGB"":0.11561592307692307,""firstVolDivVol"":33.736016340456096,""highestVolDivLTGB"":0.11561592307692307,""highestVolDivVol"":33.736016340456096},{""code"":""600770.SH"",""time"":1776994425138,""openTime"":null,""duration"":14151760,""updatedTime"":1777014000000,""firstVol"":1.7563028E7,""highestVol"":3.9352528E7,""firstVolDivLTGB"":0.013510021538461538,""firstVolDivVol"":0.23244362566161889,""highestVolDivLTGB"":0.030271175384615386,""highestVolDivVol"":0.503649013053411}]", 09:33:45,123578992.16,1,5040528502.37,12.499443201715122,9061000000.0,17,600770,20260425
000889.SZ,中嘉博创,4.42,-8.108108108108103,13714920,1371492000,643753128,2.1304626577286316, 10:15:02,算力+诉讼和解+5G消息+通信运维,涨停,"[{""code"":""000889.SZ"",""time"":1776996902478,""openTime"":1776997482096,""duration"":579618,""updatedTime"":1776997482096,""firstVol"":1.597675E8,""highestVol"":1.644343E8,""firstVolDivLTGB"":0.18367349721349138,""firstVolDivVol"":1.3983759924187351,""highestVolDivLTGB"":0.18903859009405796,""highestVolDivVol"":1.4095720632951685},{""code"":""000889.SZ"",""time"":1776997902967,""openTime"":1776998322962,""duration"":419995,""updatedTime"":1776998322962,""firstVol"":3.4423653E7,""highestVol"":4.0917553E7,""firstVolDivLTGB"":0.0395744612225496,""firstVolDivVol"":0.16782432851309675,""highestVolDivLTGB"":0.04704004291816787,""highestVolDivVol"":0.19443700610308307},{""code"":""000889.SZ"",""time"":1776998571874,""openTime"":null,""duration"":10005024,""updatedTime"":1777014000000,""firstVol"":5.141478E7,""highestVol"":5.159048E7,""firstVolDivLTGB"":0.05910796908671834,""firstVolDivVol"":0.2216253086452215,""highestVolDivLTGB"":0.059309959062529505,""highestVolDivVol"":0.2222658793900657}]", 10:42:51,65694466.8,2,3083577483.12,38.14234561668802,4166558249.34,33,000889,20260425
600527.SH,江南高纤,2.95,4.609929078014197,12725040,1272504000,1214288896,1.0479417247343419, 09:47:30,复合短纤维+涤纶毛条,涨停,"[{""code"":""600527.SH"",""time"":1776995250334,""openTime"":1776995265335,""duration"":15001,""updatedTime"":1776995265335,""firstVol"":1122900.0,""highestVol"":1122900.0,""firstVolDivLTGB"":6.484151470928636E-4,""firstVolDivVol"":0.01763875379824621,""highestVolDivLTGB"":6.484151470928636E-4,""highestVolDivVol"":0.01763875379824621},{""code"":""600527.SH"",""time"":1776995545810,""openTime"":null,""duration"":13031088,""updatedTime"":1777014000000,""firstVol"":1.1444792E8,""highestVol"":1.1566292E8,""firstVolDivLTGB"":0.06608759896809357,""firstVolDivVol"":0.9494731717725663,""highestVolDivLTGB"":0.0667891969765697,""highestVolDivVol"":0.951023290355555}]", 09:52:25,34993860.0,1,3339294464.0,12.888496346754042,4762342480.5,17,600527,20260425
300422.SZ,博世科,5.6,-2.0979020979020997,10996148,1099614800,315242693,3.48815317346626, 09:31:45,一季报扭亏+工业环境治理+海外订单+广西国资,涨停,"[{""code"":""300422.SZ"",""time"":1776994305138,""openTime"":null,""duration"":14271760,""updatedTime"":1777014000000,""firstVol"":5.8356766E7,""highestVol"":6.965035E7,""firstVolDivLTGB"":0.11294390843198819,""firstVolDivVol"":3.7907544766477947,""highestVolDivLTGB"":0.1348015541617904,""highestVolDivVol"":3.964814370487129}]", 09:31:45,61138582.879999995,0,1752749373.08,12.276433953696747,2872785469.04,33,300422,20260425
002176.SZ,江特电机,16.05,-0.24860161591049812,10516246,1051624600,1414921427,0.7432388682032448, 10:36:13,锂矿+机器人+低空经济,涨停,"[{""code"":""002176.SZ"",""time"":1776998173357,""openTime"":null,""duration"":10403541,""updatedTime"":1777014000000,""firstVol"":1.5756218E8,""highestVol"":1.7362318E8,""firstVolDivLTGB"":0.09235663218676385,""firstVolDivVol"":1.0021954366009482,""highestVolDivLTGB"":0.10177094639307664,""highestVolDivVol"":1.0882012241632155}]", 10:36:13,143231270.51999998,0,19271229835.74,12.688886292482445,23200675195.2,33,002176,20260425
603318.SH,水发燃气,14.26,-1.9931271477663293,10461820,1046182000,262594238,3.984024965543989, 09:30:00,燃气轮机掺氢+氦气+山东国资,涨停,"[{""code"":""603318.SH"",""time"":1776994200000,""openTime"":null,""duration"":14376898,""updatedTime"":1777014000000,""firstVol"":2.010309E7,""highestVol"":3.248702E7,""firstVolDivLTGB"":0.043790815207455834,""firstVolDivVol"":4.487186698540884,""highestVolDivLTGB"":0.07076688655629168,""highestVolDivVol"":2.9749800367762873}]", 09:30:00,119160129.80000001,0,2990948370.82,6.145747950493872,5228817824.36,17,603318,20260425
