股票代码,股票简称,最新价,chg_pct,p_close,p_open,涨跌幅:前复权[20260423],p_high,区间最低价:前复权[20000104-20001229],区间最低价:前复权日[20000104-20001229],区间最低价:前复权排名[20000104-20001229],p_low,区间最高价:前复权[20000104-20001229],区间最高价:前复权日[20000104-20001229],开盘价:前复权[20260423],最高价:前复权[20260423],最低价:前复权[20260423],收盘价:前复权[20260423],振幅[20260423],成交量[20260423],market_code,code,date
000733.SZ,振华科技,42.61,-2.135966926963711,46.8,47.74,-1.86621933,48.17,6.31858755,20000104,77/870,46.52,15.10457977,20000128,47.74,48.17,46.52,46.8,3.459844,9633200,33,000733,20260423
600638.SH,新黄浦,6.25,1.957585644371943,6.48,6.34,1.4084507,6.68,6.28206706,20000104,78/870,6.34,7.9240789,20001205,6.34,6.68,6.34,6.48,5.320813,3.4423425E7,17,600638,20260423
000159.SZ,国际实业,6.5,0.0,6.7,6.54,2.13414634,6.86,6.25084469,20001211,79/870,6.49,6.87754768,20001204,6.54,6.86,6.49,6.7,5.640243,3.7721301E7,33,000159,20260423
600751.SH,海航科技,3.68,-2.6455026455026363,3.67,3.78,-2.65251989,3.78,6.2460324,20000124,80/870,3.65,9.18274406,20001229,3.78,3.78,3.65,3.67,3.448275,4.06415E7,17,600751,20260423
000972.SZ,*ST中基,3.86,2.93333333333333,3.94,3.94,0,4,6.22979886,20001218,81/870,3.91,7.04272862,20001204,3.94,4,3.91,3.94,2.284263,9108300,33,000972,20260423
000035.SZ,中国天楹,6.53,-2.53731343283582,6.95,7.04,-0.997151,7.18,6.2188,20000104,82/870,6.92,10.01046667,20000124,7.04,7.18,6.92,6.95,3.703703,4.3666106E7,33,000035,20260423
000155.SZ,川能动力,17.42,-9.506493506493497,16.73,17.13,-2.27803738,17.18,6.16848485,20001218,83/870,16.35,7.14575758,20001225,17.13,17.18,16.35,16.73,4.84813,7.8008384E7,33,000155,20260423
000862.SZ,银星能源,6.47,-3.143712574850299,7.03,6.68,5.23952096,7.09,6.16814241,20000104,84/870,6.68,8.84292566,20000128,6.68,7.09,6.68,7.03,6.137724,9.9301932E7,33,000862,20260423
600229.SH,城市传媒,6.32,2.931596091205222,5.95,5.97,-0.50167224,6,6.168,20001218,85/870,5.92,7.184,20001208,5.97,6,5.92,5.95,1.337792,2398200,17,600229,20260423
600192.SH,长城电工,8.26,0.36452004860266535,8.15,8.21,-0.73081608,8.27,6.16766999,20000104,86/870,8.08,8.29822392,20001227,8.21,8.27,8.08,8.15,2.31425,5493502,17,600192,20260423
600121.SH,郑州煤电,4.25,-0.9324009324009332,4.18,4.13,0.72289157,4.2,6.14019055,20000114,87/870,4.1,15.03176329,20001215,4.13,4.2,4.1,4.18,2.409638,4.41807E7,17,600121,20260423
000752.SZ,*ST西发,10.0,-1.1857707509881346,9.86,10.15,-1.10330993,10.18,6.11017309,20000104,88/870,9.86,9.08444444,20001227,10.15,10.18,9.86,9.86,3.209628,4103101,33,000752,20260423
600080.SH,ST金花,7.62,-4.9875311720698186,7.93,7.92,0,8.03,6.09953673,20000104,89/870,7.84,8.41894948,20001205,7.92,8.03,7.84,7.93,2.395964,5458000,22,600080,20260423
000020.SZ,深华发A,15.96,0.1883239171374836,15.49,15.88,-2.4559194,15.88,6.08695652,20000128,90/870,15.39,20.86956522,20001207,15.88,15.88,15.39,15.49,3.085642,5852100,33,000020,20260423
600218.SH,全柴动力,9.66,2.439024390243907,9.48,9.61,-1.25,9.7,6.07659544,20000118,91/870,9.43,7.31306268,20001214,9.61,9.7,9.43,9.48,2.8125,6092800,17,600218,20260423
600615.SH,鑫源智造,11.87,1.1935208866155054,11.21,11.36,-0.8841733,11.41,6.07136345,20000124,92/870,11.08,10.87570682,20001208,11.36,11.41,11.08,11.21,2.917771,2581140,17,600615,20260423
000021.SZ,深科技,29.22,-0.034211426616495254,28.73,29.8,-2.47793618,29.88,6.06042735,20001219,93/870,28.3,10.74846154,20000128,29.8,29.88,28.3,28.73,5.363204,7.2193772E7,33,000021,20260423
600136.SH,ST明诚,1.79,0.0,1.79,1.83,-4.27807487,1.84,6.03462238,20000104,94/870,1.78,9.77972727,20001229,1.83,1.84,1.78,1.79,3.208556,3.88069E7,22,600136,20260423
600107.SH,ST尔雅,6.01,0.0,5.7,5.71,-0.86956522,5.85,6.0,20000104,95/870,5.64,8.12857143,20001205,5.71,5.85,5.64,5.7,3.652173,3547710,22,600107,20260423
000048.SZ,京基智农,14.74,0.1358695652173884,14.55,14.66,-1.55615697,14.75,5.99985305,20001229,96/870,14.41,15.88827837,20001204,14.66,14.75,14.41,14.55,2.300405,1.1388501E7,33,000048,20260423
600689.SH,上海三毛,13.54,0.4451038575667561,13.25,13.37,-1.34028295,13.43,5.99700549,20000104,97/870,13.14,10.63871795,20001208,13.37,13.43,13.14,13.25,2.159344,2253726,17,600689,20260423
000590.SZ,古汉医药,11.16,0.540540540540545,10.77,11,-1.73357664,11,5.96423494,20000106,98/870,10.75,20.24107744,20001201,11,11,10.75,10.77,2.281021,3583000,33,000590,20260423
000977.SZ,浪潮信息,69.75,-3.5002767017155523,73.83,74.32,-0.49865229,75.15,5.95745345,20001211,99/870,72.48,6.23501893,20001221,74.32,75.15,72.48,73.83,3.598382,6.940479E7,33,000977,20260423
600302.SH,标准股份,9.54,0.0,10.63,10.57,-0.93196645,10.76,5.93076923,20001218,100/870,10.39,6.67975709,20001214,10.57,10.76,10.39,10.63,3.448275,9456920,17,600302,20260423
600292.SH,电投水电,15.32,-1.3522215067611016,15.81,15.76,0.63653724,15.91,5.8951655,20001211,101/870,15.54,6.55075991,20001205,15.76,15.91,15.54,15.81,2.355187,1.4566045E7,17,600292,20260423
600076.SH,康欣新材,3.33,-5.397727272727271,3.29,3.4,-3.23529412,3.41,5.88825911,20000104,102/870,3.28,11.34574899,20001219,3.4,3.41,3.28,3.29,3.823529,2.15268E7,17,600076,20260423
001896.SZ,豫能控股,15.24,-9.982279976373299,17.97,17.7,2.68571429,18.46,5.87,20000104,103/870,16.42,11.81,20001221,17.7,18.46,16.42,17.97,11.657142,2.34670027E8,33,001896,20260423
000988.SZ,华工科技,119.53,0.41162634408601717,117.65,121.93,-2.72840017,123.5,5.81089464,20001215,104/870,116,6.46948263,20001201,121.93,123.5,116,117.65,6.200909,1.00627972E8,33,000988,20260423
600058.SH,五矿发展,11.12,-1.3309671694764895,11.21,11.23,-0.17809439,11.35,5.78185177,20000104,105/870,11.06,11.77183811,20001204,11.23,11.35,11.06,11.21,2.582368,1.02185E7,17,600058,20260423
000526.SZ,学大教育,34.76,4.7619047619047565,34.54,34.42,1.40927775,35,5.77455504,20000104,106/870,33.72,12.42584047,20001227,34.42,35,33.72,34.54,3.758073,3965400,33,000526,20260423
600819.SH,耀皮玻璃,6.83,-0.726744186046509,7.08,7.14,-0.84033613,7.2,5.75151235,20000104,107/870,7.05,8.19595679,20000124,7.14,7.2,7.05,7.08,2.10084,5811701,17,600819,20260423
000062.SZ,深圳华强,36.92,3.562412342215998,31.22,33.1,-4.3504902,33.1,5.73271141,20001225,108/870,30.89,9.03244615,20000128,33,33,30.79,31.12,6.770833,7.6647891E7,33,000062,20260423
600630.SH,龙头股份,8.33,0.8474576271186476,7.93,8.05,0.89058524,8.15,5.71667091,20000104,109/870,7.88,9.70163331,20001208,8.05,8.15,7.88,7.93,3.435114,9921863,17,600630,20260423
600156.SH,华升股份,10.8,-3.3124440465532605,9.84,9.4,-2.67062315,10.62,5.69315618,20000124,110/870,9.2,8.54624088,20001213,9.4,10.62,9.2,9.84,14.045499,7.5749486E7,17,600156,20260423
000885.SZ,城发环境,14.11,-0.28268551236749767,14.39,14.13,5.42124542,14.47,5.66863595,20000112,111/870,14.12,10.45438275,20001205,14.13,14.47,14.12,14.39,2.564102,2.4415098E7,33,000885,20260423
000301.SZ,东方盛虹,13.27,0.07541478129713264,12.47,12.93,-3.48297214,12.95,5.66647059,20001212,112/870,12.39,6.24294118,20001201,12.93,12.95,12.39,12.47,4.334365,2.9488369E7,33,000301,20260423
000881.SZ,中广核技,7.8,0.7751937984496073,7.66,7.8,-2.42038217,7.84,5.64836999,20000119,113/870,7.61,12.88848047,20001201,7.8,7.84,7.61,7.66,2.929936,1.1422112E7,33,000881,20260423
600793.SH,宜宾纸业,16.31,-8.576233183856509,18.2,18.79,-2.98507463,18.79,5.60687433,20000104,114/870,18.02,9.47905478,20001214,18.79,18.79,18.02,18.2,4.104477,4203200,17,600793,20260423
000032.SZ,深桑达A,17.34,-2.5295109612141613,18.32,18.42,-0.59685296,18.63,5.58602435,20000112,115/870,18.18,7.72277648,20000128,18.42,18.63,18.18,18.32,2.441671,1.5272831E7,33,000032,20260423
600279.SH,重庆港,4.88,-0.40816326530613184,4.8,4.86,-1.03092784,4.86,5.58434343,20001201,116/870,4.78,6.32676768,20001229,4.86,4.86,4.78,4.8,1.649484,7767250,17,600279,20260423
600129.SH,太极集团,15.56,0.0,15.96,16.06,-0.56074766,16.1,5.54529317,20000114,117/870,15.85,11.71707011,20001229,16.06,16.1,15.85,15.96,1.557632,4842300,17,600129,20260423
000929.SZ,*ST兰黄,10.33,0.4863813229572054,10.66,10.42,2.40153698,10.78,5.53353995,20000118,118/870,10.38,7.50690557,20001221,10.42,10.78,10.38,10.66,3.842459,3153500,33,000929,20260423
600155.SH,华创云信,6.27,1.4563106796116483,6.25,6.29,-0.79365079,6.3,5.52986373,20000117,119/870,6.23,7.4969005,20001222,6.29,6.3,6.23,6.25,1.111111,1.6845702E7,17,600155,20260423
600776.SH,东方通信,16.62,-2.4647887323943554,16.89,17.05,-2.3699422,17.3,5.5023985,20000117,120/870,16.65,9.83322556,20001221,17.05,17.3,16.65,16.89,3.757225,5.1571767E7,17,600776,20260423
600333.SH,长春燃气,5.77,-1.3675213675213689,5.35,5.34,0.18726592,5.37,5.49014925,20001212,121/870,5.26,6.71929763,20001211,5.34,5.37,5.26,5.35,2.059925,9288622,17,600333,20260423
600152.SH,维科技术,14.85,2.4137931034482736,11.78,12.11,-6.06060606,12.25,5.47889632,20000120,122/870,11.62,7.77153846,20001208,12.11,12.25,11.62,11.78,5.023923,8.98446E7,17,600152,20260423
600745.SH,闻泰科技,28.12,0.0,28.35,29,-2.84441398,29.18,5.45133934,20000124,123/870,28.27,11.12968301,20001204,29,29.18,28.27,28.35,3.118574,3.6786256E7,17,600745,20260423
600749.SH,西藏旅游,16.24,-2.8126870137642275,20.0,20.21,-3.7072701,20.77,5.43141026,20000117,124/870,19.7,10.59038462,20001201,20.21,20.77,19.7,20.0,5.151661,2.9059782E7,17,600749,20260423
600753.SH,*ST海钦,13.04,1.4785992217898793,12.3,12.46,-2.99684543,12.65,5.41125541,20000117,125/870,12.3,8.93759019,20001221,12.46,12.65,12.3,12.3,2.760252,2480000,22,600753,20260423
600359.SH,新农开发,7.62,4.670329670329668,7.08,7.06,0.28328612,7.1,5.35940171,20000124,126/870,6.92,8.9491453,20001226,7.06,7.1,6.92,7.08,2.549575,8811900,17,600359,20260423
