股票代码,股票简称,最新涨跌幅,涨停封单量[20260430],{(}涨停封单量[20260430]{*}100.0{)},自由流通股[20260430],fenglu_ratio,p_open,p_close,p_high,p_low,最低价:不复权排名[20260430],自由流通市值[20260430],实际换手率[20260430],涨停[20260430],zt_first_time,涨停明细数据[20260430],最终涨停时间[20260430],涨停封单额[20260430],涨停开板次数[20260430],market_code,code
605222.SH,起帆电缆,10.012099213551105,1347400,134740000,124276427,1.0841959593833512,32.84,36.37,36.37,32.76,1356/5521,4519933649.99,16.946315973503165,涨停, 13:41:13,"[{""code"":""605222.SH"",""time"":1777527673756,""openTime"":null,""duration"":4726244,""updatedTime"":1777532400000,""firstVol"":9412650.0,""highestVol"":9412650.0,""firstVolDivLTGB"":0.02279625613188629,""firstVolDivVol"":0.4881649186448851,""highestVolDivLTGB"":0.02279625613188629,""highestVolDivVol"":0.4881649186448851}]", 13:41:13,49004938.0,0,17,605222
000833.SZ,粤桂股份,9.986130374479885,3332451,333245100,370758377,0.8988201499220609,29.25,31.72,31.72,28.93,1589/5521,11760455718.44,17.581306059067142,涨停, 13:41:43,"[{""code"":""000833.SZ"",""time"":1777527703438,""openTime"":null,""duration"":4696562,""updatedTime"":1777532400000,""firstVol"":2.9545671E7,""highestVol"":3.1685571E7,""firstVolDivLTGB"":0.06512131158083037,""firstVolDivVol"":0.4918315452373618,""highestVolDivLTGB"":0.06983784330731642,""highestVolDivVol"":0.5256368555953023}]", 13:41:43,105705345.72,0,33,000833
001218.SZ,丽臣实业,9.992038216560502,1671910,167191000,77573170,2.155268374361909,27.63,27.63,27.63,27.63,1677/5521,2143346687.1,3.222621945190586,涨停, 09:30:00,"[{""code"":""001218.SZ"",""time"":1777512600000,""openTime"":null,""duration"":14383644,""updatedTime"":1777532400000,""firstVol"":675412.0,""highestVol"":2632038.0,""firstVolDivLTGB"":0.005720864870304098,""firstVolDivVol"":1.264371344919766,""highestVolDivLTGB"":0.02229384987460314,""highestVolDivVol"":1.2841327009038563}]", 09:30:00,46194873.3,0,33,001218
002989.SZ,中天精装,10.018832391713747,2426941,242694100,97335462,2.4933780044111775,27.62,29.21,29.21,27.55,1683/5521,2843168845.02,9.239183556759611,涨停, 13:27:17,"[{""code"":""002989.SZ"",""time"":1777526837656,""openTime"":null,""duration"":5562344,""updatedTime"":1777532400000,""firstVol"":1.3217195E7,""highestVol"":1.3217195E7,""firstVolDivLTGB"":0.0720925098907288,""firstVolDivVol"":1.803275590800415,""highestVolDivLTGB"":0.0720925098907288,""highestVolDivVol"":1.803275590800415}]", 13:27:17,70890946.61,0,33,002989
603190.SH,亚通精工,10.01941747572815,375600,37560000,40519480,0.9269615503456609,27.61,28.33,28.33,27.5,1689/5521,1147916868.4,13.284950843396805,涨停, 09:32:00,"[{""code"":""603190.SH"",""time"":1777512720073,""openTime"":1777512758522,""duration"":38449,""updatedTime"":1777512758522,""firstVol"":1212100.0,""highestVol"":1212100.0,""firstVolDivLTGB"":0.029480307490235697,""firstVolDivVol"":0.7256780219122313,""highestVolDivLTGB"":0.029480307490235697,""highestVolDivVol"":0.7256780219122313},{""code"":""603190.SH"",""time"":1777512788522,""openTime"":1777512849642,""duration"":61120,""updatedTime"":1777512849642,""firstVol"":2400.0,""highestVol"":31600.0,""firstVolDivLTGB"":5.837203034119765E-5,""firstVolDivVol"":9.491042828330763E-4,""highestVolDivLTGB"":7.685650661591024E-4,""highestVolDivVol"":0.010423882566386277},{""code"":""603190.SH"",""time"":1777512864642,""openTime"":1777513500914,""duration"":636272,""updatedTime"":1777513500914,""firstVol"":37100.0,""highestVol"":835600.0,""firstVolDivLTGB"":9.023343023576803E-4,""firstVolDivVol"":0.011439671918843082,""highestVolDivLTGB"":0.020323195230460316,""highestVolDivVol"":0.2298572332407229},{""code"":""603190.SH"",""time"":1777513557879,""openTime"":1777513587469,""duration"":29590,""updatedTime"":1777513587469,""firstVol"":52100.0,""highestVol"":52100.0,""firstVolDivLTGB"":0.0012671594919901657,""firstVolDivVol"":0.012249801910592904,""highestVolDivLTGB"":0.0012671594919901657,""highestVolDivVol"":0.012249801910592904},{""code"":""603190.SH"",""time"":1777513643880,""openTime"":1777513761578,""duration"":117698,""updatedTime"":1777513761578,""firstVol"":69037.0,""highestVol"":84137.0,""firstVolDivLTGB"":0.0016790957744438593,""firstVolDivVol"":0.01566604104163731,""highestVolDivLTGB"":0.002046353132007228,""highestVolDivVol"":0.0190295230485053},{""code"":""603190.SH"",""time"":1777513777557,""openTime"":null,""duration"":13206087,""updatedTime"":1777532400000,""firstVol"":4700.0,""highestVol"":846300.0,""firstVolDivLTGB"":1.1431189275151206E-4,""firstVolDivVol"":0.0010334910469989949,""highestVolDivLTGB"":0.020583437199064823,""highestVolDivVol"":0.17819869607320654}]", 09:49:37,10640748.0,5,17,603190
603272.SH,*ST联翔,5.015673981191227,2152620,215262000,45163500,4.766282506891627,26.8,26.8,26.8,26.8,1741/5521,1210381800.0,0.6958716662791856,涨停, 09:30:00,"[{""code"":""603272.SH"",""time"":1777512600000,""openTime"":null,""duration"":14383644,""updatedTime"":1777532400000,""firstVol"":3331500.0,""highestVol"":3331500.0,""firstVolDivLTGB"":0.032148957318073476,""firstVolDivVol"":75.20316027088036,""highestVolDivLTGB"":0.032148957318073476,""highestVolDivVol"":75.20316027088036}]", 09:30:00,57690216.0,0,22,603272
002977.SZ,*ST天箭,4.99612703330751,233092,23309200,48902170,0.476649604710793,25.65,27.11,27.11,25.56,1830/5521,1325737828.7,11.825193033356188,涨停, 13:45:57,"[{""code"":""002977.SZ"",""time"":1777527957874,""openTime"":1777528011823,""duration"":53949,""updatedTime"":1777528011823,""firstVol"":229000.0,""highestVol"":289476.0,""firstVolDivLTGB"":0.003436004859621196,""firstVolDivVol"":0.05274742689298768,""highestVolDivLTGB"":0.004343410230321858,""highestVolDivVol"":0.06284666227246319},{""code"":""002977.SZ"",""time"":1777528047166,""openTime"":1777528248784,""duration"":201618,""updatedTime"":1777528248784,""firstVol"":499676.0,""highestVol"":599076.0,""firstVolDivLTGB"":0.007497332594917383,""firstVolDivVol"":0.10390071629853646,""highestVolDivLTGB"":0.008988768765425448,""highestVolDivVol"":0.12368230027326398},{""code"":""002977.SZ"",""time"":1777528869459,""openTime"":null,""duration"":3530541,""updatedTime"":1777532400000,""firstVol"":203700.0,""highestVol"":389600.0,""firstVolDivLTGB"":0.003056393842379204,""firstVolDivVol"":0.03651605630894197,""highestVolDivLTGB"":0.0058457095777660175,""highestVolDivVol"":0.06929957623380283}]", 14:01:09,6319124.12,2,33,002977
603095.SH,越剑智能,10.017346053772776,5648180,564818000,79177144,7.133599059849898,25.37,25.37,25.37,25.37,1838/5521,2008724143.28,4.750386045750779,涨停, 09:30:00,"[{""code"":""603095.SH"",""time"":1777512600000,""openTime"":null,""duration"":14383644,""updatedTime"":1777532400000,""firstVol"":2786176.0,""highestVol"":1.089364E7,""firstVolDivLTGB"":0.01078787559647066,""firstVolDivVol"":2.192071904228402,""highestVolDivLTGB"":0.042179400408565944,""highestVolDivVol"":4.399053449417694}]", 09:30:00,143294326.6,0,17,603095
002158.SZ,汉钟精机,9.999999999999991,3841300,384130000,205589334,1.8684335054074352,25.15,27.61,27.61,25.03,1860/5521,5676321511.74,7.490186723402684,涨停, 13:33:05,"[{""code"":""002158.SZ"",""time"":1777527185075,""openTime"":null,""duration"":5214925,""updatedTime"":1777532400000,""firstVol"":2.39077E7,""highestVol"":2.39077E7,""firstVolDivLTGB"":0.04480732107886828,""firstVolDivVol"":1.8341826802280865,""highestVolDivLTGB"":0.04480732107886828,""highestVolDivVol"":1.8341826802280865}]", 13:33:05,106058293.0,0,33,002158
002645.SZ,华宏科技,9.98719590268886,1999503,199950300,328551719,0.6085808974263806,24.88,25.77,25.77,24.66,1888/5521,8466777798.63,13.930625333297982,涨停, 09:31:24,"[{""code"":""002645.SZ"",""time"":1777512684424,""openTime"":1777512705073,""duration"":20649,""updatedTime"":1777512705073,""firstVol"":395886.0,""highestVol"":395886.0,""firstVolDivLTGB"":7.082957340208123E-4,""firstVolDivVol"":0.032515147510564925,""highestVolDivLTGB"":7.082957340208123E-4,""highestVolDivVol"":0.032515147510564925},{""code"":""002645.SZ"",""time"":1777512758522,""openTime"":1777514455901,""duration"":1697379,""updatedTime"":1777514455901,""firstVol"":2.0613686E7,""highestVol"":2.1276986E7,""firstVolDivLTGB"":0.036880783498897514,""firstVolDivVol"":1.162890402651435,""highestVolDivLTGB"":0.03806752048978885,""highestVolDivVol"":1.1933284165126654},{""code"":""002645.SZ"",""time"":1777514657672,""openTime"":null,""duration"":12325972,""updatedTime"":1777532400000,""firstVol"":8079568.0,""highestVol"":1.1170211E7,""firstVolDivLTGB"":0.014455483515787541,""firstVolDivVol"":0.2152833390803025,""highestVolDivLTGB"":0.019985078531224523,""highestVolDivVol"":0.27079692623900165}]", 10:04:17,51527192.31,2,33,002645
300885.SZ,海昌新材,19.98324256388772,3318331,331833100,88608775,3.744923682784239,24.5,28.64,28.64,24.33,1922/5521,2537755316.0,31.497798045396745,涨停, 10:36:10,"[{""code"":""300885.SZ"",""time"":1777516570007,""openTime"":null,""duration"":10413637,""updatedTime"":1777532400000,""firstVol"":2.7685836E7,""highestVol"":2.7809637E7,""firstVolDivLTGB"":0.16576580546591524,""firstVolDivVol"":1.1831044201172873,""highestVolDivLTGB"":0.16650704992327914,""highestVolDivVol"":1.1629648203358993}]", 10:36:10,95036999.84,0,33,300885
605299.SH,舒华体育,9.991532599491952,1385400,138540000,123555437,1.1212780543198597,24.16,25.98,25.98,24.16,1936/5521,3209970253.26,18.738335246226356,涨停, 09:34:24,"[{""code"":""605299.SH"",""time"":1777512864642,""openTime"":1777512879642,""duration"":15000,""updatedTime"":1777512879642,""firstVol"":840600.0,""highestVol"":840600.0,""firstVolDivLTGB"":0.0020541190581628063,""firstVolDivVol"":0.07016225961538461,""highestVolDivLTGB"":0.0020541190581628063,""highestVolDivVol"":0.07016225961538461},{""code"":""605299.SH"",""time"":1777512897877,""openTime"":1777512923315,""duration"":25438,""updatedTime"":1777512923315,""firstVol"":637300.0,""highestVol"":637300.0,""firstVolDivLTGB"":0.0015573281891115352,""firstVolDivVol"":0.0464629674183271,""highestVolDivLTGB"":0.0015573281891115352,""highestVolDivVol"":0.0464629674183271},{""code"":""605299.SH"",""time"":1777513068320,""openTime"":null,""duration"":13915324,""updatedTime"":1777532400000,""firstVol"":1548600.0,""highestVol"":7499700.0,""firstVolDivLTGB"":0.0037842121978002878,""firstVolDivVol"":0.0829090441849633,""highestVolDivLTGB"":0.018326524744829407,""highestVolDivVol"":0.3531514138393803}]", 09:37:48,35992692.0,2,17,605299
300632.SZ,光莆股份,20.009808729769485,2742595,274259500,191668694,1.4309039952033065,24.47,24.47,24.47,24,1952/5521,4690132942.18,19.214302154111824,涨停, 09:30:15,"[{""code"":""300632.SZ"",""time"":1777512615914,""openTime"":null,""duration"":14367730,""updatedTime"":1777532400000,""firstVol"":1.8495545E7,""highestVol"":2.6730234E7,""firstVolDivLTGB"":0.08361625869539388,""firstVolDivVol"":1.0568309752802547,""highestVolDivLTGB"":0.12084435257963001,""highestVolDivVol"":1.4446854093996149}]", 09:30:15,67111299.64999999,0,33,300632
603726.SH,朗迪集团,10.004426737494475,3492500,349250000,82838824,4.216018324934212,23.22,24.85,24.85,23.15,2009/5521,2058544776.4,9.403923937886901,涨停, 09:47:23,"[{""code"":""603726.SH"",""time"":1777513643880,""openTime"":null,""duration"":13339764,""updatedTime"":1777532400000,""firstVol"":1.1959E7,""highestVol"":1.1959E7,""firstVolDivLTGB"":0.06474606699720963,""firstVolDivVol"":1.8606858352003983,""highestVolDivLTGB"":0.06474606699720963,""highestVolDivVol"":1.8606858352003983}]", 09:47:23,86788625.0,0,17,603726
002805.SZ,丰元股份,10.014443909484843,4009737,400973700,194198691,2.06476005546299,22.68,22.85,22.85,22.22,2098/5521,4437440089.35,6.716099337662373,涨停, 09:30:15,"[{""code"":""002805.SZ"",""time"":1777512615914,""openTime"":null,""duration"":14367730,""updatedTime"":1777532400000,""firstVol"":997040.0,""highestVol"":6490040.0,""firstVolDivLTGB"":0.003575987170116672,""firstVolDivVol"":0.11129079643062206,""highestVolDivLTGB"":0.023277200286391724,""highestVolDivVol"":0.5430371436790448}]", 09:30:15,91622490.45,0,33,002805
603580.SH,*ST艾艾,5.000000000000008,1884392,188439200,42632200,4.420114373642458,21.21,21.21,21.21,21.21,2178/5521,904228962.0,0.6145777135592345,涨停, 09:30:00,"[{""code"":""603580.SH"",""time"":1777512600000,""openTime"":null,""duration"":14383644,""updatedTime"":1777532400000,""firstVol"":1740800.0,""highestVol"":2551892.0,""firstVolDivLTGB"":0.013321782890447314,""firstVolDivVol"":39.03139013452915,""highestVolDivLTGB"":0.019528809273822022,""highestVolDivVol"":15.8889470013947}]", 09:30:00,39967954.32,0,22,603580
600714.SH,金瑞矿业,10.004977600796424,4154300,415430000,186655189,2.225654707086659,20.95,22.1,22.1,20.6,2236/5521,4125079676.9,25.416491903688787,涨停, 13:13:39,"[{""code"":""600714.SH"",""time"":1777526019702,""openTime"":null,""duration"":6380298,""updatedTime"":1777532400000,""firstVol"":1.8533E7,""highestVol"":1.85892E7,""firstVolDivLTGB"":0.06431133211303625,""firstVolDivVol"":0.4088759956300371,""highestVolDivLTGB"":0.06450635163846401,""highestVolDivVol"":0.40997568688824787}]", 13:13:39,91810030.0,0,17,600714
603360.SH,百傲化学,9.999999999999995,4332436,433243600,312230475,1.3875762767872035,20.63,22.66,22.66,20.49,2246/5521,7075142563.5,13.758623017179858,涨停, 13:02:38,"[{""code"":""603360.SH"",""time"":1777525358819,""openTime"":null,""duration"":7041181,""updatedTime"":1777532400000,""firstVol"":1.6085735E7,""highestVol"":1.6085735E7,""firstVolDivLTGB"":0.022777111625887286,""firstVolDivVol"":0.39223249338617966,""highestVolDivLTGB"":0.022777111625887286,""highestVolDivVol"":0.39223249338617966}]", 13:02:38,98172999.76,0,17,603360
603131.SH,上海沪工,10.014655593551542,7006088,700608800,202457922,3.460515612720751,20.45,22.52,22.52,20.43,2251/5521,4559352403.44,7.325687655729273,涨停, 10:29:30,"[{""code"":""603131.SH"",""time"":1777516170951,""openTime"":null,""duration"":10812693,""updatedTime"":1777532400000,""firstVol"":2.3769789E7,""highestVol"":2.5433389E7,""firstVolDivLTGB"":0.07055292255238697,""firstVolDivVol"":2.4650466351140663,""highestVolDivLTGB"":0.07549078051814978,""highestVolDivVol"":2.228255934755407}]", 10:29:30,157777101.76,0,17,603131
603399.SH,永杉锂业,9.98298355076575,10415231,1041523100,383610176,2.715055973906177,19.39,19.39,19.39,19.39,2367/5521,7438201312.64,2.2653906344757653,涨停, 09:30:00,"[{""code"":""603399.SH"",""time"":1777512600000,""openTime"":null,""duration"":14383644,""updatedTime"":1777532400000,""firstVol"":2.4025756E7,""highestVol"":2.6588256E7,""firstVolDivLTGB"":0.04689868153341991,""firstVolDivVol"":8.23351395660929,""highestVolDivLTGB"":0.05190072481686075,""highestVolDivVol"":5.470672473902008}]", 09:30:00,201951329.09,0,17,603399
000066.SZ,中国长城,9.988901220865708,27388551,2738855100,1925146982,1.4226732429306013,19,19.82,19.82,18.39,2472/5521,38156413183.24,22.417602709568072,涨停, 10:16:57,"[{""code"":""000066.SZ"",""time"":1777515417586,""openTime"":null,""duration"":11566058,""updatedTime"":1777532400000,""firstVol"":2.496776E8,""highestVol"":2.530442E8,""firstVolDivLTGB"":0.07740621368132772,""firstVolDivVol"":0.6706401024234788,""highestVolDivLTGB"":0.07844994271020159,""highestVolDivVol"":0.6764074602997459}]", 10:16:57,542841080.82,0,33,000066
603178.SH,圣龙股份,10.005652911249289,2289800,228980000,93560739,2.4473940933707246,17.52,19.46,19.46,17.4,2588/5521,1820691980.94,25.93254741179417,涨停, 10:00:55,"[{""code"":""603178.SH"",""time"":1777514455901,""openTime"":null,""duration"":12527743,""updatedTime"":1777532400000,""firstVol"":1.5134149E7,""highestVol"":1.60718E7,""firstVolDivLTGB"":0.06401602548900662,""firstVolDivVol"":0.7962977412863896,""highestVolDivLTGB"":0.06798220094530698,""highestVolDivVol"":0.7652239295813817}]", 10:00:55,44559508.0,0,17,603178
600379.SH,宝光股份,10.032786885245908,9215629,921562900,184284480,5.000762408207137,16.5,16.78,16.78,16.48,2738/5521,3092293574.4,23.78625047535202,涨停, 09:30:15,"[{""code"":""600379.SH"",""time"":1777512615914,""openTime"":null,""duration"":14367730,""updatedTime"":1777532400000,""firstVol"":5723766.0,""highestVol"":2.667122E7,""firstVolDivLTGB"":0.01733415775099115,""firstVolDivVol"":0.5013619839610162,""highestVolDivLTGB"":0.08077254291866406,""highestVolDivVol"":1.5074384473834224}]", 09:30:15,154638254.62,0,17,600379
603687.SH,大胜达,9.987195902688864,8886100,888610000,277459753,3.202662693929523,15.6,17.18,17.18,15.6,2870/5521,4766758556.54,25.05770629731657,涨停, 14:26:11,"[{""code"":""603687.SH"",""time"":1777530371387,""openTime"":null,""duration"":2028613,""updatedTime"":1777532400000,""firstVol"":2.7729E7,""highestVol"":2.7729E7,""firstVolDivLTGB"":0.050413442956461156,""firstVolDivVol"":0.4099306433836981,""highestVolDivLTGB"":0.050413442956461156,""highestVolDivVol"":0.4099306433836981}]", 14:26:11,152663198.0,0,17,603687
002181.SZ,粤传媒,10.00667111407604,7014040,701404000,370053722,1.8954112830136594,15.2,16.49,16.49,15.08,2946/5521,6102185875.78,20.35364395010733,涨停, 09:54:17,"[{""code"":""002181.SZ"",""time"":1777514057824,""openTime"":null,""duration"":12925820,""updatedTime"":1777532400000,""firstVol"":6.1182187E7,""highestVol"":6.1182187E7,""firstVolDivLTGB"":0.05392700404798749,""firstVolDivVol"":0.9215042731839883,""highestVolDivLTGB"":0.05392700404798749,""highestVolDivVol"":0.9215042731839883}]", 09:54:17,115661519.6,0,33,002181
000609.SZ,*ST中迪,5.0254916241806225,7218500,721850000,219913472,3.282427372162084,14.42,14.42,14.42,14.42,3039/5521,3171152266.24,1.33538885694097,涨停, 09:30:00,"[{""code"":""000609.SZ"",""time"":1777512600000,""openTime"":null,""duration"":14383644,""updatedTime"":1777532400000,""firstVol"":2.09794E7,""highestVol"":2.09794E7,""firstVolDivLTGB"":0.07207972429658346,""firstVolDivVol"":30.631333041319902,""highestVolDivLTGB"":0.07207972429658346,""highestVolDivVol"":30.631333041319902}]", 09:30:00,104090770.0,0,33,000609
000007.SZ,全新好,10.0,2615902,261590200,230074655,1.136979646888963,14.11,15.51,15.51,14.08,3101/5521,3568457899.05,5.039353856686214,涨停, 13:33:05,"[{""code"":""000007.SZ"",""time"":1777527185075,""openTime"":null,""duration"":5214925,""updatedTime"":1777532400000,""firstVol"":1.3279952E7,""highestVol"":1.3279952E7,""firstVolDivLTGB"":0.038331727455214036,""firstVolDivVol"":1.329267841031003,""highestVolDivLTGB"":0.038331727455214036,""highestVolDivVol"":1.329267841031003}]", 13:33:05,40572640.019999996,0,33,000007
603937.SH,丽岛新材,10.028860028860034,338300,33830000,77155124,0.4384673142382611,14.14,15.25,15.25,14.03,3109/5521,1176615641.0,31.190151414959814,涨停, 09:51:25,"[{""code"":""603937.SH"",""time"":1777513885891,""openTime"":1777517607688,""duration"":3721797,""updatedTime"":1777517607688,""firstVol"":32400.0,""highestVol"":3740000.0,""firstVolDivLTGB"":1.5510517035330115E-4,""firstVolDivVol"":0.0021841420501274083,""highestVolDivLTGB"":0.01790411534325143,""highestVolDivVol"":0.24263813830373884},{""code"":""603937.SH"",""time"":1777517643872,""openTime"":1777517804264,""duration"":160392,""updatedTime"":1777517804264,""firstVol"":366900.0,""highestVol"":366900.0,""firstVolDivLTGB"":0.00175642243835266,""firstVolDivVol"":0.01816966275441985,""highestVolDivLTGB"":0.00175642243835266,""highestVolDivVol"":0.01816966275441985},{""code"":""603937.SH"",""time"":1777517846423,""openTime"":1777517881310,""duration"":34887,""updatedTime"":1777517881310,""firstVol"":2700.0,""highestVol"":2700.0,""firstVolDivLTGB"":1.2925430862775096E-5,""firstVolDivVol"":1.2762698885390963E-4,""highestVolDivLTGB"":1.2925430862775096E-5,""highestVolDivVol"":1.2762698885390963E-4},{""code"":""603937.SH"",""time"":1777517916271,""openTime"":1777518243539,""duration"":327268,""updatedTime"":1777518243539,""firstVol"":78800.0,""highestVol"":198400.0,""firstVolDivLTGB"":3.7723109332839905E-4,""firstVolDivVol"":0.003712060900410305,""highestVolDivLTGB"":9.497798085831774E-4,""highestVolDivVol"":0.009306951129124564},{""code"":""603937.SH"",""time"":1777518269832,""openTime"":null,""duration"":8713812,""updatedTime"":1777532400000,""firstVol"":241700.0,""highestVol"":774000.0,""firstVolDivLTGB"":0.001157065422049163,""firstVolDivVol"":0.011219265386454257,""highestVolDivLTGB"":0.003705290180662194,""highestVolDivVol"":0.035689748188998886}]", 11:04:29,5159075.0,4,17,603937
002856.SZ,*ST美芝,5.03048780487805,7971390,797139000,79521355,10.024212992849531,13.78,13.78,13.78,13.78,3153/5521,1095804271.9,6.107554379575147,涨停, 09:30:00,"[{""code"":""002856.SZ"",""time"":1777512600000,""openTime"":null,""duration"":14383644,""updatedTime"":1777532400000,""firstVol"":2.134524E7,""highestVol"":2.134524E7,""firstVolDivLTGB"":0.17227178851044106,""firstVolDivVol"":18.935507336373153,""highestVolDivLTGB"":0.17227178851044106,""highestVolDivVol"":18.935507336373153}]", 09:30:00,109845754.19999999,0,33,002856
603711.SH,香飘飘,10.015408320493057,3791501,379150100,76806253,4.936448338392449,14.11,14.28,14.28,13.7,3172/5521,1096793292.84,18.30324413820838,涨停, 09:41:06,"[{""code"":""603711.SH"",""time"":1777513266813,""openTime"":null,""duration"":13716831,""updatedTime"":1777532400000,""firstVol"":2.3085701E7,""highestVol"":2.3085701E7,""firstVolDivLTGB"":0.05591462627469245,""firstVolDivVol"":2.2171703561079483,""highestVolDivLTGB"":0.05591462627469245,""highestVolDivVol"":2.2171703561079483}]", 09:41:06,54142634.28,0,17,603711
603398.SH,*ST沐邦,4.974704890387858,2173216,217321600,281053440,0.7732394237907211,12.45,12.45,12.45,12.45,3401/5521,3499115328.0,0.8551341695017147,涨停, 09:30:00,"[{""code"":""603398.SH"",""time"":1777512600000,""openTime"":null,""duration"":14383644,""updatedTime"":1777532400000,""firstVol"":1864400.0,""highestVol"":2757900.0,""firstVolDivLTGB"":0.0042994037628186176,""firstVolDivVol"":3.4196625091709465,""highestVolDivLTGB"":0.006359861423233998,""highestVolDivVol"":1.2725049600885896}]", 09:30:00,27056539.2,0,22,603398
600158.SH,中体产业,10.027855153203342,5788557,578855700,692394885,0.8360196075105321,11.54,11.85,11.85,11.54,3553/5521,8204879387.25,9.740008983457468,涨停, 09:31:45,"[{""code"":""600158.SH"",""time"":1777512705073,""openTime"":1777512737567,""duration"":32494,""updatedTime"":1777512737567,""firstVol"":3088900.0,""highestVol"":3264100.0,""firstVolDivLTGB"":0.003219237034111178,""firstVolDivVol"":0.1071646260494381,""highestVolDivLTGB"":0.0034018296490797035,""highestVolDivVol"":0.1089374098661496},{""code"":""600158.SH"",""time"":1777512803522,""openTime"":1777512849642,""duration"":46120,""updatedTime"":1777512849642,""firstVol"":1.0281476E7,""highestVol"":1.0281476E7,""firstVolDivLTGB"":0.010715305870868354,""firstVolDivVol"":0.24169017224558187,""highestVolDivLTGB"":0.010715305870868354,""highestVolDivVol"":0.24169017224558187},{""code"":""600158.SH"",""time"":1777512864642,""openTime"":null,""duration"":14119002,""updatedTime"":1777532400000,""firstVol"":7323600.0,""highestVol"":1.73259E7,""firstVolDivLTGB"":0.007632621432554185,""firstVolDivVol"":0.15423689937752408,""highestVolDivLTGB"":0.018056971390885707,""highestVolDivVol"":0.3010420936456903}]", 09:34:24,68594400.45,2,17,600158
600476.SH,*ST湘邮,4.995458673932795,1135872,113587200,97712280,1.1624659664066788,10.85,11.56,11.56,10.77,3710/5521,1129553956.8,8.360204060328957,涨停, 10:20:44,"[{""code"":""600476.SH"",""time"":1777515644935,""openTime"":null,""duration"":11338709,""updatedTime"":1777532400000,""firstVol"":1817072.0,""highestVol"":2544272.0,""firstVolDivLTGB"":0.011281256596510834,""firstVolDivVol"":0.24768754602212115,""highestVolDivLTGB"":0.015796063823182466,""highestVolDivVol"":0.33822852604759207}]", 10:20:44,13130680.32,0,22,600476
600246.SH,万通发展,10.048780487804873,5176100,517610000,1540528287,0.33599512866328823,10.32,11.28,11.28,10.31,3782/5521,17377159077.36,10.64263119239952,涨停, 10:19:05,"[{""code"":""600246.SH"",""time"":1777515545592,""openTime"":1777515719510,""duration"":173918,""updatedTime"":1777515719510,""firstVol"":6.9436621E7,""highestVol"":6.9436621E7,""firstVolDivLTGB"":0.03673093670378422,""firstVolDivVol"":0.6881036343222698,""highestVolDivLTGB"":0.03673093670378422,""highestVolDivVol"":0.6881036343222698},{""code"":""600246.SH"",""time"":1777518056326,""openTime"":null,""duration"":8927318,""updatedTime"":1777532400000,""firstVol"":4.38482E7,""highestVol"":4.38482E7,""firstVolDivLTGB"":0.023195043704313766,""firstVolDivVol"":0.3125078174705527,""highestVolDivLTGB"":0.023195043704313766,""highestVolDivVol"":0.3125078174705527}]", 11:00:56,58386408.0,1,17,600246
002235.SZ,安妮股份,10.019646365422393,8709127,870912700,458285245,1.9003725507243856,10.21,11.2,11.2,10.21,3794/5521,5132794744.0,23.126123338315203,涨停, 09:45:57,"[{""code"":""002235.SZ"",""time"":1777513557879,""openTime"":1777516789696,""duration"":3231817,""updatedTime"":1777516789696,""firstVol"":7.276905E7,""highestVol"":7.365775E7,""firstVolDivLTGB"":0.13145213556437405,""firstVolDivVol"":1.6672811270866748,""highestVolDivLTGB"":0.13305750917961376,""highestVolDivVol"":1.66089083967722},{""code"":""002235.SZ"",""time"":1777526729771,""openTime"":null,""duration"":5670229,""updatedTime"":1777532400000,""firstVol"":5.05571E7,""highestVol"":5.05571E7,""firstVolDivLTGB"":0.09132782086534888,""firstVolDivVol"":0.5026753986869119,""highestVolDivLTGB"":0.09132782086534888,""highestVolDivVol"":0.5026753986869119}]", 13:25:29,97542222.39999999,1,33,002235
