股票代码,股票简称,最新价,最新涨跌幅,涨停封单量[20260410],{(}涨停封单量[20260410]{*}100.0{)},自由流通股[20260410],fenglu_ratio,zt_first_time,涨停原因类别[20260410],涨停[20260410],涨停明细数据[20260410],zt_last_time,涨停封单额[20260410],涨停开板次数[20260410],自由流通市值[20260410],实际换手率[20260410],a股市值(不含限售股)[20260410],market_code,code,date
600103.SH,青山纸业,4.46,-4.086021505376352,47787014,4778701400,1615386823,2.958239681022828, 09:30:00,光模块+林浆纸+福建国资,涨停,"[{""code"":""600103.SH"",""time"":1775784600000,""openTime"":null,""duration"":14394128,""updatedTime"":1775804400000,""firstVol"":2.7841311E8,""highestVol"":2.7841311E8,""firstVolDivLTGB"":0.12584615763985854,""firstVolDivVol"":14.116887291799662,""highestVolDivLTGB"":0.12584615763985854,""highestVolDivVol"":14.116887291799662}]", 09:30:00,186847224.74,0,6316162477.93,5.700225152820873,8650206573.77,17,600103,20260410
002364.SZ,中恒电气,40.79,2.6163522012578593,31359250,3135925000,330215056,9.496614230696979, 09:30:00,宁德时代入股+HVDC+数据中心电源,涨停,"[{""code"":""002364.SZ"",""time"":1775784600000,""openTime"":null,""duration"":14394128,""updatedTime"":1775804400000,""firstVol"":9.31982E7,""highestVol"":9.31982E7,""firstVolDivLTGB"":0.1669908118877393,""firstVolDivVol"":102.10144609991235,""highestVolDivLTGB"":0.1669908118877393,""highestVolDivVol"":102.10144609991235}]", 09:30:00,1101336860.0,0,11597152766.72,1.0263462971839783,19600604051.2,33,002364,20260410
600743.SH,华远控股,2.47,2.9166666666666785,31246653,3124665300,1068870535,2.923333741256138, 09:30:36,实控人筹划重组+物业管理+北京国资,涨停,"[{""code"":""600743.SH"",""time"":1775784636920,""openTime"":null,""duration"":14357208,""updatedTime"":1775804400000,""firstVol"":3202067.0,""highestVol"":9.23392E7,""firstVolDivLTGB"":0.0013648462585245174,""firstVolDivVol"":0.05624014665409129,""highestVolDivLTGB"":0.03935858045292216,""highestVolDivVol"":0.7206524188271163}]", 09:30:36,82803630.45,0,2832506917.75,15.29140009458676,6217167316.1,17,600743,20260410
601010.SH,ST文峰,2.21,-5.150214592274683,17423100,1742310000,1403275433,1.2416022963326545, 10:25:28,南通零售龙头+数字化升级,涨停,"[{""code"":""601010.SH"",""time"":1775787928978,""openTime"":1775788127087,""duration"":198109,""updatedTime"":1775788127087,""firstVol"":1.137964E8,""highestVol"":1.137964E8,""firstVolDivLTGB"":0.06157813852813853,""firstVolDivVol"":1.6019002911088385,""highestVolDivLTGB"":0.06157813852813853,""highestVolDivVol"":1.6019002911088385},{""code"":""601010.SH"",""time"":1775788162085,""openTime"":null,""duration"":10832043,""updatedTime"":1775804400000,""firstVol"":8.94848E7,""highestVol"":8.94848E7,""firstVolDivLTGB"":0.048422510822510825,""firstVolDivVol"":0.918070793516876,""highestVolDivLTGB"":0.048422510822510825,""highestVolDivVol"":0.918070793516876}]", 10:29:22,42163902.0,1,3395926547.86,7.969278615597341,4472160000.0,22,601010,20260410
002263.SZ,大东南,4.03,-3.818615751789979,16942969,1694296900,1354187080,1.2511542349082225, 09:37:55,特高压电容膜+国企改革,涨停,"[{""code"":""002263.SZ"",""time"":1775785075529,""openTime"":null,""duration"":13918599,""updatedTime"":1775804400000,""firstVol"":1.8669941E8,""highestVol"":2.7338031E8,""firstVolDivLTGB"":0.09939569145201273,""firstVolDivVol"":1.404637803668587,""highestVolDivLTGB"":0.14554317521311713,""highestVolDivVol"":1.5070014464727894}]", 09:37:55,83020548.10000001,0,6635516692.0,31.10558121703539,9203890990.0,33,002263,20260410
600707.SH,彩虹股份,8.09,-8.068181818181827,16621415,1662141500,1207574074,1.3764302627782319, 09:30:21,玻璃基板+ITC胜诉+国企改革,涨停,"[{""code"":""600707.SH"",""time"":1775784621920,""openTime"":1775784651920,""duration"":30000,""updatedTime"":1775784651920,""firstVol"":3506115.0,""highestVol"":3506115.0,""firstVolDivLTGB"":9.772680491538623E-4,""firstVolDivVol"":0.11272998405080592,""highestVolDivLTGB"":9.772680491538623E-4,""highestVolDivVol"":0.11272998405080592},{""code"":""600707.SH"",""time"":1775784786922,""openTime"":null,""duration"":14207206,""updatedTime"":1775804400000,""firstVol"":2.8252253E7,""highestVol"":4.9512753E7,""firstVolDivLTGB"":0.007874819899949474,""firstVolDivVol"":0.38470369338927235,""highestVolDivLTGB"":0.013800811306117182,""highestVolDivVol"":0.6298291061187898}]", 09:33:06,116682333.3,1,8477169999.48,7.652874965581614,25185441518.64,17,600707,20260410
000793.SZ,*ST华闻,2.73,-0.727272727272728,15497800,1549780000,1718838300,0.9016438602746983, 09:30:00,海南国资入主+重整计划+文旅传媒,涨停,"[{""code"":""000793.SZ"",""time"":1775784600000,""openTime"":null,""duration"":14394128,""updatedTime"":1775804400000,""firstVol"":9020200.0,""highestVol"":1.894E7,""firstVolDivLTGB"":0.004599775814855357,""firstVolDivVol"":1.0411847542535264,""highestVolDivLTGB"":0.009658295152364743,""highestVolDivVol"":1.2983896951457774}]", 09:30:00,45873488.0,0,5087761368.0,0.9212792151536302,5804585500.4,33,000793,20260410
002418.SZ,康盛股份,5.64,-3.754266211604106,14905600,1490560000,879217038,1.6953265639513233, 09:36:55,液冷+算力租赁+家电制冷,涨停,"[{""code"":""002418.SZ"",""time"":1775785015528,""openTime"":1775804083814,""duration"":13662414,""updatedTime"":1775804083814,""firstVol"":1.683138E8,""highestVol"":1.693209E8,""firstVolDivLTGB"":0.14811175138462002,""firstVolDivVol"":2.98941269872281,""highestVolDivLTGB"":0.1489979731015526,""highestVolDivVol"":2.909823782338364},{""code"":""002418.SZ"",""time"":1775804098815,""openTime"":null,""duration"":301185,""updatedTime"":1775804400000,""firstVol"":1.32748E7,""highestVol"":1.96405E7,""firstVolDivLTGB"":0.011681477557280233,""firstVolDivVol"":0.10141112710956753,""highestVolDivLTGB"":0.01728312742668533,""highestVolDivVol"":0.1395599652729074}]", 14:54:58,84812864.0,1,5002744946.22,16.34580732499408,6466099146.22,33,002418,20260410
300561.SZ,*ST汇科,17.06,-3.5613340870548473,14244505,1424450500,142222872,10.015621819252813, 09:30:00,摘帽申请+金融科技+内控整改,涨停,"[{""code"":""300561.SZ"",""time"":1775784600000,""openTime"":null,""duration"":14394128,""updatedTime"":1775804400000,""firstVol"":4.8814805E7,""highestVol"":4.8814805E7,""firstVolDivLTGB"":0.20250268095703974,""firstVolDivVol"":86.30699528814787,""highestVolDivLTGB"":0.20250268095703974,""highestVolDivVol"":86.30699528814787}]", 09:30:00,193297932.85,0,1929964373.04,0.9826091825792971,3271151279.18,33,300561,20260410
603101.SH,汇嘉时代,11.06,0.2719854941069913,13274919,1327491900,186000200,7.137045551563923, 14:14:28,零售+胖东来调改+大消费+新疆,涨停,"[{""code"":""603101.SH"",""time"":1775801668348,""openTime"":null,""duration"":2731652,""updatedTime"":1775804400000,""firstVol"":2.59572E7,""highestVol"":2.59572E7,""firstVolDivLTGB"":0.05518112244897959,""firstVolDivVol"":1.3111049791652745,""highestVolDivLTGB"":0.05518112244897959,""highestVolDivVol"":1.3111049791652745}]", 14:14:28,117217534.77,0,1642381766.0,11.408502786556143,4153632000.0,17,603101,20260410
601999.SH,出版传媒,7.31,-1.8791946308724907,12410902,1241090200,178914700,6.9367704274718625, 10:35:36,年报增长+出版+数据确权+辽宁国资,涨停,"[{""code"":""601999.SH"",""time"":1775788536401,""openTime"":null,""duration"":10457727,""updatedTime"":1775804400000,""firstVol"":3.54079E7,""highestVol"":3.54601E7,""firstVolDivLTGB"":0.06427111129908132,""firstVolDivVol"":2.1041062514856193,""highestVolDivLTGB"":0.06436586280961462,""highestVolDivVol"":2.085777811762907}]", 10:35:36,104996230.92000002,0,1513618362.0,11.998621689553737,4660738362.0,17,601999,20260410
600156.SH,华升股份,10.8,-3.3124440465532605,10945331,1094533100,240006390,4.5604331618004, 10:37:41,算力租赁+拟收购易信科技+湖南国资,涨停,"[{""code"":""600156.SH"",""time"":1775788661529,""openTime"":null,""duration"":10332599,""updatedTime"":1775804400000,""firstVol"":4.14726E7,""highestVol"":4.14726E7,""firstVolDivLTGB"":0.10313726989539314,""firstVolDivVol"":3.763618212083969,""highestVolDivLTGB"":0.10313726989539314,""highestVolDivVol"":3.763618212083969}]", 10:37:41,89204447.65,0,1956052078.5,7.347226046773171,3277202221.3,17,600156,20260410
