股票代码,股票简称,最新价,chg_pct,p_close,p_open,涨跌幅:前复权[20260402],p_high,区间最低价:前复权[20000104-20001229],区间最低价:前复权日[20000104-20001229],区间最低价:前复权排名[20000104-20001229],p_low,区间最高价:前复权[20000104-20001229],区间最高价:前复权日[20000104-20001229],开盘价:前复权[20260402],最高价:前复权[20260402],最低价:前复权[20260402],收盘价:前复权[20260402],振幅[20260402],成交量[20260402],market_code,code,date
000990.SZ,诚志股份,12.6,-2.6275115919629046,9.63,9.67,-2.034588,9.89,11.26912106,20001208,11/870,9.48,12.78008476,20001226,9.67,9.89,9.48,9.63,4.170905,4.9420653E7,33,000990,20260402
000697.SZ,ST炼石,,,9.35,9.38,-0.31982942,9.46,11.25851641,20000104,12/870,9.24,15.17259323,20000128,9.38,9.46,9.24,9.35,2.345415,4181700,33,000697,20260402
000948.SZ,南天信息,14.49,0.48543689320388544,14.92,15.2,-1.90664037,15.2,10.47909775,20001211,13/870,14.86,14.44735759,20000128,15.2,15.2,14.86,14.92,2.235371,2960218,33,000948,20260402
000409.SZ,云鼎科技,10.16,0.2961500493583352,10.23,10.41,-1.63461538,10.41,9.95525526,20000124,14/870,10.19,19.04796133,20001227,10.41,10.41,10.19,10.23,2.115384,4145209,33,000409,20260402
600661.SH,昂立教育,10.2,1.1904761904761827,9.59,9.78,-1.84237462,9.8,9.84925926,20000114,15/870,9.51,19.98506173,20001221,9.78,9.8,9.51,9.59,2.96827,3050767,17,600661,20260402
600262.SH,北方股份,24.51,1.030502885408079,24.32,24.82,-1.97501008,24.89,9.22633333,20001218,16/870,24.15,10.643,20001205,24.82,24.89,24.15,24.32,2.982668,2934401,17,600262,20260402
600671.SH,天目药业,19.91,1.3747454175152727,21.72,22,-1.09289617,22.23,9.07407407,20000119,17/870,21.5,14.41666667,20001206,22,22.23,21.5,21.72,3.324225,1869130,17,600671,20260402
600135.SH,乐凯胶片,11.43,4.098360655737698,10.49,10.9,-3.93772894,10.93,8.97388889,20000104,18/870,10.42,13.57858974,20001201,10.9,10.93,10.42,10.49,4.670329,2.7013501E7,17,600135,20260402
600722.SH,金牛化工,13.61,0.5169867060561321,14.33,14.48,-0.13937282,14.83,8.93656716,20001212,19/870,14.1,12.47485399,20000110,14.48,14.83,14.1,14.33,5.087108,9.7362121E7,17,600722,20260402
600640.SH,国脉文化,12.4,-1.5873015873015817,11.76,12.02,-2,12.04,8.91125926,20000104,20/870,11.71,18.68230303,20001207,12.02,12.04,11.71,11.76,2.75,4045768,17,600640,20260402
000995.SZ,皇台酒业,13.48,-0.148148148148145,13.53,13.9,-3.2880629,14.05,8.90102065,20001215,21/870,13.5,10.44386423,20001226,13.9,14.05,13.5,13.53,3.931379,2.4973527E7,33,000995,20260402
000925.SZ,众合科技,9.19,-5.840163934426233,7.05,7.13,-1.94714882,7.19,8.72891101,20000104,22/870,6.99,13.88113583,20001221,7.13,7.19,6.99,7.05,2.781641,1.5058843E7,33,000925,20260402
600854.SH,春兰股份,5.42,1.3084112149532765,5.0,5.1,-2.34375,5.12,8.72833175,20000104,23/870,4.96,12.70484803,20001201,5.1,5.12,4.96,5.0,3.125,7675500,17,600854,20260402
600258.SH,首旅酒店,15.65,-2.3705552089831614,15.57,16.1,-4.00739827,16.12,8.70342308,20001218,24/870,15.36,10.34338034,20001201,16.1,16.12,15.36,15.57,4.685573,2.1993365E7,17,600258,20260402
600180.SH,*ST瑞茂,2.91,-4.901960784313722,3.38,3.45,-2.59365994,3.47,8.63033945,20000104,25/870,3.33,11.33744004,20000128,3.45,3.47,3.33,3.38,4.034582,1.29246E7,22,600180,20260402
600234.SH,科新发展,24.4,1.6666666666666607,15.0,14.96,-0.66225166,15.32,8.53741497,20001212,26/870,14.94,9.375,20001205,14.96,15.32,14.94,15.0,2.516556,2129600,17,600234,20260402
600241.SH,时代万恒,9.76,0.7223942208462362,9.16,9.57,-5.07772021,9.59,8.50759516,20001215,27/870,8.93,9.2082872,20001206,9.57,9.59,8.93,9.16,6.839378,1.4528902E7,17,600241,20260402
000663.SZ,永安林业,6.88,1.624815361890699,6.71,6.8,-1.17820324,6.87,8.275,20001229,28/870,6.67,10.63125,20000110,6.8,6.87,6.67,6.71,2.945508,6861902,33,000663,20260402
000701.SZ,厦门信达,5.93,0.3384094754653058,5.88,5.96,-1.6722408,6.04,8.12566667,20000119,29/870,5.84,10.75233333,20000128,5.96,6.04,5.84,5.88,3.344481,1.0091E7,33,000701,20260402
000962.SZ,东方钽业,43.87,-1.1714350078846658,42.07,44.2,-5.16230839,44.36,8.0963361,20000120,30/870,41.58,25.97914428,20001206,44.2,44.36,41.58,42.07,6.266907,2.1968296E7,33,000962,20260402
000978.SZ,桂林旅游,6.67,-1.9117647058823515,7.49,7.66,-2.34680574,7.79,8.02863636,20001211,31/870,7.43,10.08768842,20001213,7.66,7.79,7.43,7.49,4.693611,2.4955762E7,33,000978,20260402
000682.SZ,东方电子,13.05,-2.320359281437116,12.04,12.34,-2.35198702,12.45,8.01247154,20000104,32/870,11.97,17.20962602,20000128,12.34,12.45,11.97,12.04,3.892944,1.4394181E7,33,000682,20260402
000058.SZ,深赛格,8.2,0.8610086100860824,7.95,8.08,-1.85185185,8.12,8.01010231,20000114,33/870,7.88,12.4730939,20000128,8.08,8.12,7.88,7.95,2.962962,5219300,33,000058,20260402
600278.SH,东方创业,7.06,-0.5633802816901414,7.32,7.53,-2.52996005,7.53,8.00883034,20001218,34/870,7.27,8.5672349,20001229,7.53,7.53,7.27,7.32,3.46205,5915894,17,600278,20260402
600768.SH,宁波富邦,18.88,3.2258064516129026,17.06,17.47,-2.34688037,17.61,7.99885389,20000104,35/870,16.83,14.1340245,20000128,17.47,17.61,16.83,17.06,4.464796,4587100,17,600768,20260402
600288.SH,大恒科技,15.18,4.043865661411925,14.08,14.25,-1.26227209,14.35,7.75457406,20001211,36/870,13.99,8.7256092,20001204,14.25,14.35,13.99,14.08,2.524544,4694396,17,600288,20260402
600338.SH,西藏珠峰,27.58,-0.10865628395509286,17.16,16.82,1.23893805,17.58,7.74785714,20001227,37/870,16.63,9.15357143,20001229,16.82,17.58,16.63,17.16,5.604719,5.4299243E7,17,600338,20260402
600171.SH,上海贝岭,28.7,1.6648955012398117,26.39,27.2,-3.22698937,27.23,7.73419254,20000117,38/870,26.32,11.06479946,20001221,27.2,27.23,26.32,26.39,3.337,9019177,17,600171,20260402
600207.SH,安彩高科,5.59,-2.101576182136604,7.1,6.87,-0.6993007,7.7,7.65671642,20000104,39/870,6.74,20.20895522,20001226,6.87,7.7,6.74,7.1,13.426573,1.17484688E8,17,600207,20260402
600232.SH,金鹰股份,8.58,0.3508771929824486,8.06,8.13,-0.86100861,8.18,7.62474628,20001213,40/870,7.92,9.84368119,20001205,8.13,8.18,7.92,8.06,3.198031,7875100,17,600232,20260402
000921.SZ,海信家电,24.03,2.124946876328092,21.82,22.31,-2.37136465,22.35,7.5908686,20001226,41/870,21.73,13.47122574,20000110,22.31,22.35,21.73,21.82,2.774049,1.1715187E7,33,000921,20260402
000938.SZ,紫光股份,31.99,-1.3263417643430082,24.2,25.05,-4.31000395,25.15,7.56762877,20000104,42/870,24.02,12.37508746,20001201,25.05,25.15,24.02,24.2,4.468169,8.5165957E7,33,000938,20260402
600289.SH,ST信通,6.21,-4.900459418070448,7.16,7.32,-2.31923602,7.37,7.5433309,20001212,43/870,7.15,8.03652677,20001221,7.32,7.37,7.15,7.16,3.001364,3959000,22,600289,20260402
600800.SH,渤海化学,4.59,1.3245033112582694,4.67,4.79,-1.68421053,4.84,7.51028807,20000104,44/870,4.63,12.48148148,20001201,4.79,4.84,4.63,4.67,4.421052,3.6165375E7,17,600800,20260402
000628.SZ,高新发展,66.18,10.00664893617023,50.04,51.51,-2.83495146,51.75,7.45869231,20000117,45/870,49.66,11.48176923,20001225,51.51,51.75,49.66,50.04,4.058252,4919948,33,000628,20260402
000722.SZ,湖南发展,14.24,-1.7931034482758605,13.67,13.9,-2.56593015,14.25,7.33431953,20000106,46/870,13.47,11.04733728,20000124,13.9,14.25,13.47,13.67,5.559515,4.3888564E7,33,000722,20260402
000070.SZ,特发信息,18.08,-6.466632177961718,19.37,17.82,4.98644986,20.3,7.2516401,20001212,47/870,17.77,8.00647101,20001221,17.82,20.3,17.77,19.37,13.712737,2.02174319E8,33,000070,20260402
600706.SH,曲江文旅,9.54,0.5268703898840773,9.42,9.75,-3.87755102,9.78,7.24678205,20000126,48/870,9.2,13.33011538,20001205,9.75,9.78,9.2,9.42,5.918367,7900899,17,600706,20260402
600052.SH,东望时代,4.44,9.90099009900991,3.94,4,-1.74563591,4.02,7.24521718,20000104,49/870,3.9,9.7131659,20001201,4,4.02,3.9,3.94,2.992518,7953700,17,600052,20260402
000993.SZ,闽东电力,12.24,-1.2903225806451624,14.55,14.87,-3.96039604,15.89,7.23930058,20001226,50/870,14.4,7.69594798,20001221,14.87,15.89,14.4,14.55,9.834983,4.8975845E7,33,000993,20260402
600648.SH,外高桥,10.03,-5.37735849056604,10.27,10.39,-1.53403643,10.41,7.1888556,20000119,51/870,10.25,13.21652358,20001227,10.39,10.41,10.25,10.27,1.534036,2249988,17,600648,20260402
000586.SZ,汇源通信,17.71,-1.6657412548584158,17.15,15.59,10.00641437,17.15,7.16666667,20000117,52/870,15.59,10.95652174,20001225,15.59,17.15,15.59,17.15,10.006414,1.3493425E7,33,000586,20260402
000151.SZ,中成股份,11.84,0.1692047377326529,11.67,11.83,-1.10169492,12.04,7.0639599,20001218,53/870,11.61,8.53764411,20001226,11.83,12.04,11.61,11.67,3.644067,8265500,33,000151,20260402
600613.SH,神奇制药,5.88,0.1703577512776795,6.65,6.33,5.22151899,6.85,7.02110656,20000124,54/870,6.27,17.12356557,20001208,6.33,6.85,6.27,6.65,9.177215,6.0460332E7,17,600613,20260402
600301.SH,华锡有色,50.53,1.1206724034420699,46.9,48.8,-5.3481332,48.92,7.01142857,20001211,55/870,46.3,7.56142857,20001204,48.8,48.92,46.3,46.9,5.287588,9240600,17,600301,20260402
600215.SH,派斯林,6.84,5.718701700154562,6.57,6.7,-2.52225519,6.76,6.9619053,20000117,56/870,6.56,9.01773901,20001204,6.7,6.76,6.56,6.57,2.967359,3805000,17,600215,20260402
600707.SH,彩虹股份,8.09,-8.068181818181827,5.55,5.65,-1.9434629,5.66,6.94490791,20000104,57/870,5.52,9.57112676,20001204,5.65,5.66,5.52,5.55,2.473498,1.6139701E7,17,600707,20260402
600721.SH,百花医药,8.43,-1.0563380281690125,10.18,10.18,,10.18,6.80630173,20000128,58/870,10.18,13.42202701,20001205,10.18,10.18,10.18,10.18,,,17,600721,20260402
000681.SZ,视觉中国,21.82,5.207328833172623,19.87,20.41,-3.2148076,20.41,6.78343342,20000104,59/870,19.78,11.48566667,20001201,20.41,20.41,19.78,19.87,3.068679,2.0374595E7,33,000681,20260402
600857.SH,宁波中百,12.71,2.7485852869846537,11.81,11.98,-0.92281879,12.03,6.74935185,20000104,60/870,11.73,12.3187963,20000126,11.98,12.03,11.73,11.81,2.516778,2362200,17,600857,20260402
600775.SH,南京熊猫,12.35,0.40650406504064174,13.2,13.83,-3.15480558,13.97,6.74812963,20000120,61/870,13.12,13.65183333,20001222,13.83,13.97,13.12,13.2,6.236243,3.5053853E7,17,600775,20260402
000980.SZ,众泰汽车,2.52,10.043668122270741,2.18,2.36,-7.23404255,2.36,6.73197531,20001218,62/870,2.15,7.46777778,20001206,2.36,2.36,2.15,2.18,8.93617,2.19462623E8,33,000980,20260402
000909.SZ,*ST数源,4.66,-5.091649694501018,5.85,6.05,-2.17391304,6.05,6.7316326,20001212,63/870,5.78,10.6586399,20000128,6.05,6.05,5.78,5.85,4.51505,4601693,33,000909,20260402
600148.SH,长春一东,19.13,0.3146303093864642,17.99,18.16,-2.1218716,18.46,6.72332274,20000106,64/870,17.78,9.54887752,20001226,18.16,18.46,17.78,17.99,3.699673,1381595,17,600148,20260402
600847.SH,万里股份,14.77,0.06775067750677362,12.59,12.88,-2.40310078,12.94,6.688,20000105,65/870,12.38,16.0,20001204,12.88,12.94,12.38,12.59,4.341085,4244100,17,600847,20260402
600281.SH,华阳新材,5.6,-0.8849557522124019,5.26,5.33,-1.49812734,5.37,6.66180021,20001218,66/870,5.21,7.49165818,20001206,5.33,5.37,5.21,5.26,2.996254,7298518,17,600281,20260402
600137.SH,浪莎股份,23.4,-2.1739130434782736,21.5,22.74,-5.53602812,23.08,6.646,20000118,67/870,21.22,17.182,20001205,22.74,23.08,21.22,21.5,8.172231,4765500,17,600137,20260402
000004.SZ,*ST国华,,,4.12,4.12,-5.06912442,4.12,6.624,20000104,68/870,4.12,27.328,20001225,4.12,4.12,4.12,4.12,0,677300,33,000004,20260402
000969.SZ,安泰科技,21.37,1.0879848628193018,20.45,20.83,-2.29335882,20.98,6.60243363,20001205,69/870,20.27,7.55227962,20001220,20.83,20.98,20.27,20.45,3.392259,1.6994372E7,33,000969,20260402
600095.SH,湘财股份,8.88,0.3389830508474705,9.23,9.35,-1.70394036,9.35,6.57028181,20001214,70/870,9.18,8.61847458,20000128,9.35,9.35,9.18,9.23,1.810436,1.5711601E7,17,600095,20260402
600235.SH,民丰特纸,6.95,1.0174418604651205,6.6,6.71,-1.93164933,6.75,6.55940212,20001211,71/870,6.53,7.09908466,20001229,6.71,6.75,6.53,6.6,3.268945,6547300,17,600235,20260402
000636.SZ,风华高科,25.09,-0.7515822784810177,18.62,19.39,-4.61065574,19.4,6.54474519,20000104,72/870,18.41,14.08178222,20001204,19.39,19.4,18.41,18.62,5.071721,3.850791E7,33,000636,20260402
000668.SZ,*ST荣控,15.85,1.5374759769378619,14.4,14.65,-2.8340081,14.89,6.51079772,20000104,73/870,14.2,10.4937037,20001201,14.65,14.89,14.2,14.4,4.65587,1638900,33,000668,20260402
600237.SH,铜峰电子,8.88,-2.417582417582405,8.61,8.9,-3.90625,9.03,6.45181818,20001211,74/870,8.53,7.41141414,20001221,8.9,9.03,8.53,8.61,5.580357,2.8699767E7,17,600237,20260402
600718.SH,东软集团,8.84,-0.2257336343115076,9.0,9.11,-1.20746432,9.26,6.43132281,20000104,75/870,8.96,10.89259829,20001221,9.11,9.26,8.96,9.0,3.293084,1.85834E7,17,600718,20260402
600248.SH,陕建股份,3.48,-1.4164305949008449,3.45,3.48,-0.86206897,3.49,6.37952948,20001201,76/870,3.42,7.04086744,20001208,3.48,3.49,3.42,3.45,2.011494,1.5121767E7,17,600248,20260402
000733.SZ,振华科技,42.61,-2.135966926963711,44.88,45.86,-2.41356817,45.89,6.31858755,20000104,77/870,44.62,15.10457977,20000128,45.86,45.89,44.62,44.88,2.761469,8377891,33,000733,20260402
600638.SH,新黄浦,6.25,1.957585644371943,5.87,5.96,-2.0033389,5.99,6.28206706,20000104,78/870,5.83,7.9240789,20001205,5.96,5.99,5.83,5.87,2.671118,5146400,17,600638,20260402
000159.SZ,国际实业,6.5,0.0,6.52,6.52,-0.15313936,6.6,6.25084469,20001211,79/870,6.46,6.87754768,20001204,6.52,6.6,6.46,6.52,2.14395,1.18613E7,33,000159,20260402
600751.SH,海航科技,3.68,-2.6455026455026363,3.99,4.02,-1.48148148,4.1,6.2460324,20000124,80/870,3.94,9.18274406,20001229,4.02,4.1,3.94,3.99,3.950617,4.3786533E7,17,600751,20260402
000972.SZ,*ST中基,3.86,2.93333333333333,3.85,3.88,-1.02827763,3.94,6.22979886,20001218,81/870,3.8,7.04272862,20001204,3.88,3.94,3.8,3.85,3.598971,9844800,33,000972,20260402
000035.SZ,中国天楹,6.53,-2.53731343283582,6.69,6.94,-3.60230548,7.03,6.2188,20000104,82/870,6.66,10.01046667,20000124,6.94,7.03,6.66,6.69,5.331412,5.57942E7,33,000035,20260402
000155.SZ,川能动力,17.42,-9.506493506493497,16.97,15.67,9.98055736,16.97,6.16848485,20001218,83/870,15.28,7.14575758,20001225,15.67,16.97,15.28,16.97,10.952689,8.9722529E7,33,000155,20260402
000862.SZ,银星能源,6.47,-3.143712574850299,6.49,6.69,-3.27868852,6.77,6.16814241,20000104,84/870,6.43,8.84292566,20000128,6.69,6.77,6.43,6.49,5.067064,5.2225906E7,33,000862,20260402
600229.SH,城市传媒,6.32,2.931596091205222,5.92,6.02,-1.66112957,6.04,6.168,20001218,85/870,5.88,7.184,20001208,6.02,6.04,5.88,5.92,2.657807,2430401,17,600229,20260402
600192.SH,长城电工,8.26,0.36452004860266535,8.45,8.65,-2.08574739,8.88,6.16766999,20000104,86/870,8.39,8.29822392,20001227,8.65,8.88,8.39,8.45,5.677867,9072500,17,600192,20260402
600121.SH,郑州煤电,4.25,-0.9324009324009332,4.6,4.59,0.43668122,4.75,6.14019055,20000114,87/870,4.56,15.03176329,20001215,4.59,4.75,4.56,4.6,4.148471,8.9027943E7,17,600121,20260402
000752.SZ,*ST西发,10.0,-1.1857707509881346,9.67,9.67,-5.00982318,9.67,6.11017309,20000104,88/870,9.67,9.08444444,20001227,9.67,9.67,9.67,9.67,0,1700200,33,000752,20260402
600080.SH,ST金花,7.62,-4.9875311720698186,8.79,8.81,-0.22701476,8.97,6.09953673,20000104,89/870,8.71,8.41894948,20001205,8.81,8.97,8.71,8.79,2.951191,9842600,22,600080,20260402
000020.SZ,深华发A,15.96,0.1883239171374836,15.47,15.94,-4.3881335,15.99,6.08695652,20000128,90/870,15.4,20.86956522,20001207,15.94,15.99,15.4,15.47,3.646477,1.1758721E7,33,000020,20260402
600218.SH,全柴动力,9.66,2.439024390243907,8.94,9.15,-2.93159609,9.21,6.07659544,20000118,91/870,8.88,7.31306268,20001214,9.15,9.21,8.88,8.94,3.583061,7740126,17,600218,20260402
600615.SH,鑫源智造,11.87,1.1935208866155054,11.1,11.5,-3.64583333,11.52,6.07136345,20000124,92/870,10.97,10.87570682,20001208,11.5,11.52,10.97,11.1,4.774305,3247779,17,600615,20260402
000021.SZ,深科技,29.22,-0.034211426616495254,25.65,27.01,-3.82452193,27.09,6.06042735,20001219,93/870,25.5,10.74846154,20000128,27.01,27.09,25.5,25.65,5.961754,6.3096389E7,33,000021,20260402
600136.SH,ST明诚,1.79,0.0,1.81,1.87,-3.72340426,1.88,6.03462238,20000104,94/870,1.8,9.77972727,20001229,1.87,1.88,1.8,1.81,4.255319,4.8591869E7,22,600136,20260402
600107.SH,ST尔雅,6.01,0.0,6.21,6.4,-4.46153846,6.54,6.0,20000104,95/870,6.19,8.12857143,20001205,6.4,6.54,6.19,6.21,5.384615,8528010,22,600107,20260402
000048.SZ,京基智农,14.74,0.1358695652173884,19.16,20,-10.00469704,20.6,5.99985305,20001229,96/870,19.16,15.88827837,20001204,20,20.6,19.16,19.16,6.763738,1.36262E7,33,000048,20260402
600689.SH,上海三毛,13.54,0.4451038575667561,13.0,13.17,-1.29081245,13.23,5.99700549,20000104,97/870,12.9,10.63871795,20001208,13.17,13.23,12.9,13.0,2.505694,2480200,17,600689,20260402
000590.SZ,古汉医药,11.16,0.540540540540545,11.97,11.96,0.08361204,12.21,5.96423494,20000106,98/870,11.88,20.24107744,20001201,11.96,12.21,11.88,11.97,2.759197,4080301,33,000590,20260402
000977.SZ,浪潮信息,69.75,-3.5002767017155523,56.65,58.01,-3.12927497,58.37,5.95745345,20001211,99/870,56.26,6.23501893,20001221,58.01,58.37,56.26,56.65,3.608071,3.0100497E7,33,000977,20260402
600302.SH,标准股份,9.54,0.0,11.15,11.07,0.63176895,11.2,5.93076923,20001218,100/870,10.92,6.67975709,20001214,11.07,11.2,10.92,11.15,2.527075,7032300,17,600302,20260402
600292.SH,电投水电,15.32,-1.3522215067611016,14.3,14.22,0.21023125,14.61,5.8951655,20001211,101/870,13.69,6.55075991,20001205,14.22,14.61,13.69,14.3,6.447091,3.1165242E7,17,600292,20260402
600076.SH,康欣新材,3.33,-5.397727272727271,3.46,3.54,-2.53521127,3.58,5.88825911,20000104,102/870,3.44,11.34574899,20001219,3.54,3.58,3.44,3.46,3.943661,1.5000556E7,17,600076,20260402
001896.SZ,豫能控股,15.24,-9.982279976373299,12.66,13.86,-8.59205776,14.12,5.87,20000104,103/870,12.6,11.81,20001221,13.86,14.12,12.6,12.66,10.974729,1.44014116E8,33,001896,20260402
000988.SZ,华工科技,119.53,0.41162634408601717,100.34,104.05,-4.20087837,105.4,5.81089464,20001215,104/870,99.87,6.46948263,20001201,104.05,105.4,99.87,100.34,5.27974,5.9441756E7,33,000988,20260402
600058.SH,五矿发展,11.12,-1.3309671694764895,10.95,11.1,-1.44014401,11.14,5.78185177,20000104,105/870,10.88,11.77183811,20001204,11.1,11.14,10.88,10.95,2.340234,7193901,17,600058,20260402
000526.SZ,学大教育,34.76,4.7619047619047565,30.9,31.7,-2.52365931,31.7,5.77455504,20000104,106/870,30.63,12.42584047,20001227,31.7,31.7,30.63,30.9,3.375394,1865900,33,000526,20260402
600819.SH,耀皮玻璃,6.83,-0.726744186046509,7.09,7.2,-2.20689655,7.24,5.75151235,20000104,107/870,7.02,8.19595679,20000124,7.2,7.24,7.02,7.09,3.034482,6194300,17,600819,20260402
000062.SZ,深圳华强,36.92,3.562412342215998,24.33,25.06,-6.7101227,25.3,5.73271141,20001225,108/870,24.28,9.03244615,20000128,24.96,25.2,24.18,24.23,3.911042,4.0183931E7,33,000062,20260402
600630.SH,龙头股份,8.33,0.8474576271186476,7.83,7.92,-1.63316583,7.98,5.71667091,20000104,109/870,7.78,9.70163331,20001208,7.92,7.98,7.78,7.83,2.512562,3877900,17,600630,20260402
600156.SH,华升股份,10.8,-3.3124440465532605,7.27,7.47,-3.32446809,7.51,5.69315618,20000124,110/870,7.22,8.54624088,20001213,7.47,7.51,7.22,7.27,3.856382,1.0130351E7,17,600156,20260402
000885.SZ,城发环境,14.11,-0.28268551236749767,13.68,13.75,-0.65359477,13.8,5.66863595,20000112,111/870,13.6,10.45438275,20001205,13.75,13.8,13.6,13.68,1.452432,3084040,33,000885,20260402
000301.SZ,东方盛虹,13.27,0.07541478129713264,11.04,10.88,1.37741047,11.11,5.66647059,20001212,112/870,10.81,6.24294118,20001201,10.88,11.11,10.81,11.04,2.75482,2.3659921E7,33,000301,20260402
000881.SZ,中广核技,7.8,0.7751937984496073,7.56,7.73,-2.8277635,7.81,5.64836999,20000119,113/870,7.53,12.88848047,20001201,7.73,7.81,7.53,7.56,3.598971,1.12229E7,33,000881,20260402
600793.SH,宜宾纸业,16.31,-8.576233183856509,18.26,18.4,-0.70690593,18.52,5.60687433,20000104,114/870,18.07,9.47905478,20001214,18.4,18.52,18.07,18.26,2.446982,1621800,17,600793,20260402
000032.SZ,深桑达A,17.34,-2.5295109612141613,17.5,18.11,-4.3715847,18.18,5.58602435,20000112,115/870,17.4,7.72277648,20000128,18.11,18.18,17.4,17.5,4.262295,2.4452671E7,33,000032,20260402
600279.SH,重庆港,4.88,-0.40816326530613184,5.23,5.23,0,5.27,5.58434343,20001201,116/870,5.19,6.32676768,20001229,5.23,5.27,5.19,5.23,1.529636,4979950,17,600279,20260402
600129.SH,太极集团,15.56,0.0,16.88,16.81,0.17804154,17.05,5.54529317,20000114,117/870,16.8,11.71707011,20001229,16.81,17.05,16.8,16.88,1.483679,1.0403627E7,17,600129,20260402
000929.SZ,*ST兰黄,10.33,0.4863813229572054,9.23,9.5,-2.73972603,9.5,5.53353995,20000118,118/870,9.14,7.50690557,20001221,9.5,9.5,9.14,9.23,3.793466,2345800,33,000929,20260402
600155.SH,华创云信,6.27,1.4563106796116483,6.2,6.31,-2.05371248,6.33,5.52986373,20000117,119/870,6.18,7.4969005,20001222,6.31,6.33,6.18,6.2,2.369668,1.8105856E7,17,600155,20260402
600776.SH,东方通信,16.62,-2.4647887323943554,14.88,15.08,-1.8469657,15.2,5.5023985,20000117,120/870,14.73,9.83322556,20001221,15.08,15.2,14.73,14.88,3.100263,1.1593321E7,17,600776,20260402
600333.SH,长春燃气,5.77,-1.3675213675213689,5.51,5.5,-0.18115942,5.58,5.49014925,20001212,121/870,5.46,6.71929763,20001211,5.5,5.58,5.46,5.51,2.173913,1.15091E7,17,600333,20260402
600152.SH,维科技术,14.85,2.4137931034482736,9.99,10.35,-3.94230769,10.53,5.47889632,20000120,122/870,9.92,7.77153846,20001208,10.35,10.53,9.92,9.99,5.865384,5.48865E7,17,600152,20260402
600745.SH,闻泰科技,28.12,0.0,30.82,31.5,-2.62243286,31.55,5.45133934,20000124,123/870,30.75,11.12968301,20001204,31.5,31.55,30.75,30.82,2.527646,1.6046942E7,17,600745,20260402
600749.SH,西藏旅游,16.24,-2.8126870137642275,16.07,16.29,-1.41104294,16.29,5.43141026,20000117,124/870,15.91,10.59038462,20001201,16.29,16.29,15.91,16.07,2.331288,2986700,17,600749,20260402
600753.SH,*ST海钦,13.04,1.4785992217898793,12.25,12.16,0.82304527,12.63,5.41125541,20000117,125/870,12.02,8.93759019,20001221,12.16,12.63,12.02,12.25,5.020576,5212842,22,600753,20260402
600359.SH,新农开发,7.62,4.670329670329668,7.24,7.27,0.41608877,7.41,5.35940171,20000124,126/870,7.19,8.9491453,20001226,7.27,7.41,7.19,7.24,3.051317,1.5760194E7,17,600359,20260402
