股票代码,股票简称,最新价,chg_pct,分时买二量[20260408 09:15],{(}分时买二量[20260408 09:15]{*}100.0{)},自由流通股[20260408],yedan_pct,分时买一量[20260430 09:25],{(}分时买一量[20260430 09:25]{*}100.0{)},自由流通股[20260430],open_seal_pct,分时涨跌幅:前复权[20260430 09:25],涨停次数[20260428-20260430],涨停次数排名[20260428-20260430],区间成交额[20260428-20260430],区间振幅[20260428-20260430],分时买三量[20260408 09:15],分时买四量[20260408 09:15],分时买五量[20260408 09:15],分时成交量[20260430 09:25],分时成交额[20260430 09:25],分时换手率[20260430 09:25],分时收盘价:不复权[20260430 09:25],分时买三量[20260430 09:25],分时买四量[20260430 09:25],分时买五量[20260430 09:25],market_code,code,date
002645.SZ,华宏科技,25.77,9.98719590268886,2000.0,200000,328551719,0.000608732167369972,100.0,10000.0,328551719,3.0436608368498598e-05,6.188647033717443,2,9/248,2216210328.0,20.84277299501585,0.0,0.0,0.0,1608400,40016992.0,0.2877653815995197,24.88,2100.0,600.0,1400.0,33,002645,20260408
002805.SZ,丰元股份,22.85,10.014443909484843,7900.0,790000,194198691,0.004067998583986336,7100.0,710000.0,194198691,0.0036560493602915173,9.19595570534424,2,9/248,1282484502.0,24.346405228758183,0.0,0.0,0.0,3078200,69813576.0,1.1040282944569064,22.68,5200.0,100.0,100.0,33,002805,20260408
600730.SH,*ST高科,8.97,5.0351288056206265,111400.0,11140000,469173018,0.02374390592086436,13490800,1349080000.0,469173018,2.8754424236732214,5.035128805620626,2,9/248,496521399.0,13.15468940316688,0.0,0.0,0.0,349500,3135015.0,0.059574946614114756,8.97,1000.0,55900.0,3000.0,22,600730,20260408
603272.SH,*ST联翔,26.8,5.015673981191227,7200.0,720000,45163500,0.015942077119798066,3331500.0,333150000.0,45163500,7.37653193397323,5.0156739811912265,2,9/248,144448209.0,10.2880658436214,0.0,0.0,0.0,44300,1187240.0,0.04274947648778793,26.8,500.0,800.0,1700.0,22,603272,20260408
603937.SH,丽岛新材,15.25,10.028860028860034,1000.0,100000,77155124,0.0012960901987533581,700.0,70000.0,77155124,0.0009072631391273508,2.020202020202033,2,9/248,714244432.0,23.73696872493986,0.0,0.0,0.0,587100,8301594.0,0.2810563133161207,14.14,300.0,1500.0,100.0,17,603937,20260408
605099.SH,共创草坪,48.42,9.995456610631528,1700.0,170000,51141822,0.0033240896266855725,4100.0,410000.0,51141822,0.00801692204082991,1.9990913221263007,2,9/248,753988306.0,23.698113207547173,0.0,0.0,0.0,203300,9128170.0,0.05064105623822063,44.9,22000.0,5200.0,1600.0,17,605099,20260408
605299.SH,舒华体育,25.98,9.991532599491952,7000.0,700000,123555437,0.005665473062104099,600.0,60000.0,123555437,0.0004856119767517799,2.28619813717188,2,9/248,2130647599.0,22.222222222222232,0.0,0.0,0.0,856100,20683376.0,0.20919953910221015,24.16,4300.0,900.0,2300.0,17,605299,20260408
688531.SH,日联科技,120.6,19.999999999999996,10847.0,1084700,106963834,0.010140810771610899,1232.0,123200.0,106963834,0.001151791174575885,9.45273631840795,2,9/248,3069010917.0,43.99999999999999,0.0,0.0,0.0,1819482,200143020.0,1.5852069998938045,110.0,400.0,1947.0,200.0,17,688531,20260408
000967.SZ,盈峰环境,13.57,-3.8270729978738425,68900.0,6890000,1325088544,0.005199652529785964,19098.0,1909800.0,1425547621,0.0013396956873740241,0.850460666194186,1,38/248,9744670810.0,14.817688130333591,0.0,0.0,0.0,3545402,50451070.0,0.1101229877209602,14.23,2100.0,53300.0,1000.0,33,000967,20260408
001298.SZ,好上好,23.16,1.3566739606126859,11600.0,1160000,155286251,0.007470075377117579,21925.0,2192500.0,225165063,0.009737301030577732,0.043763676148778075,1,38/248,2528976254.0,7.873644507307881,0.0,0.0,0.0,468775,10716196.5,0.1964070557902962,22.86,100.0,5500.0,7200.0,33,001298,20260408
002218.SZ,拓日新能,5.46,-2.6737967914438565,29800.0,2980000,861504437,0.0034590651794867075,195500.0,19550000.0,861504437,0.022692860489585614,-1.0695187165775444,1,38/248,1795692916.0,6.16570327552987,0.0,0.0,0.0,1006800,5587740.0,0.07255286237548064,5.55,60200.0,97400.0,69100.0,33,002218,20260408
002412.SZ,汉森制药,6.99,-0.28530670470755454,5700.0,570000,278743811,0.0020448884513529163,72821.0,7282100.0,278743811,0.02612470559929311,-0.28530670470755526,1,38/248,750609849.0,5.084745762711865,0.0,0.0,0.0,720779,5038245.2,0.14477980094206028,6.99,34700.0,13800.0,31100.0,33,002412,20260408
002647.SZ,仁东控股,12.41,-0.9577015163607281,9800.0,980000,864910699,0.0011330649524084566,9300.0,930000.0,864910699,0.0010752555160610864,-0.23942537909017458,1,38/248,2836515378.0,11.955593509820668,0.0,0.0,0.0,1071200,13390000.0,0.10550662882084531,12.5,7600.0,100.0,65300.0,33,002647,20260408
002733.SZ,雄韬股份,27.66,-6.68016194331984,10100.0,1010000,231122674,0.004369973670346164,15200.0,1520000.0,231122674,0.0065765940385407624,1.1133603238866252,1,38/248,5040011370.0,19.568936024632222,0.0,0.0,0.0,747300,22396581.0,0.20259567597063927,29.97,100.0,1700.0,6200.0,33,002733,20260408
002821.SZ,凯莱英,125.56,-0.9779179810725512,1200.0,120000,198343515,0.0006050109578828428,100.0,10000.0,198343515,5.0417579823570235e-05,-0.0552050473186072,1,38/248,4077500732.0,8.002038735983703,0.0,0.0,0.0,36500,4625645.0,0.011512602776868807,126.73,100.0,1100.0,3700.0,33,002821,20260408
002902.SZ,铭普光磁,30.39,-1.9361084220716291,15804000,1580400000,157312278,10.046259707713341,72500.0,7250000.0,157312278,0.046086676082587784,1.0003226847370206,1,38/248,4093409934.0,11.045089129674952,0.0,0.0,0.0,704400,22047720.0,0.3965500684487978,31.3,2400.0,300.0,4700.0,33,002902,20260408
002923.SZ,润都股份,13.22,-0.45180722891565306,91600.0,9160000,148104023,0.06184842122755842,13000.0,1300000.0,148104023,0.008777614366356544,-1.0542168674698704,1,38/248,789872398.0,6.937799043062196,0.0,0.0,0.0,362700,4765878.0,0.14053518596344636,13.14,6000.0,2000.0,200.0,33,002923,20260408
300540.SZ,蜀道装备,33.49,-1.673517322372285,3000.0,300000,135119976,0.002220249062211201,2100.0,210000.0,135119976,0.0015541743435478407,0.7046388725777897,1,38/248,3679354840.0,15.98006644518272,0.0,0.0,0.0,368200,12629260.0,0.17810911814005861,34.3,100.0,300.0,100.0,33,300540,20260408
600227.SH,赤天化,4.09,-2.8503562945368195,241700.0,24170000,1055400845,0.022901251325035656,81700.0,8170000.0,1055400845,0.0077411346018014604,-0.9501187648456089,1,38/248,3544558138.0,18.206521739130423,0.0,0.0,0.0,5784400,24120948.0,0.45275523574888965,4.17,1163900.0,674300.0,352800.0,17,600227,20260408
600265.SH,*ST景谷,22.02,-0.13605442176871263,1000.0,100000,46331947,0.0021583379606300596,5200.0,520000.0,46331947,0.01122335739527631,-2.539682539682553,1,38/248,155973149.0,12.928637627432805,0.0,0.0,0.0,124200,2669058.0,0.09568567026194146,21.49,100.0,300.0,3000.0,22,600265,20260408
600320.SH,振华重工,5.42,0.9310986964618216,43100.0,4310000,1803232242,0.002390152471552802,137400.0,13740000.0,1803232242,0.007619650802583642,-0.7448789571694592,1,38/248,2592741655.0,9.34959349593496,0.0,0.0,0.0,871100,4642963.0,0.02622217379098871,5.33,185100.0,228300.0,22100.0,17,600320,20260408
600496.SH,精工钢构,4.15,0.0,1800.0,180000,1399056447,0.00012865813983844212,6800.0,680000.0,1399056447,0.0004860418616118925,-0.7228915662650715,1,38/248,1209114041.0,13.440860215053775,0.0,0.0,0.0,1317700,5428924.0,0.0662119156059738,4.12,85500.0,62800.0,46900.0,17,600496,20260408
600623.SH,华谊集团,10.88,0.18416206261511373,3200.0,320000,649844001,0.0004924258737598163,176300.0,17630000.0,649844001,0.027129587982454885,0.0,1,38/248,1338537921.0,11.597151576805704,0.0,0.0,0.0,259700,2820342.0,0.01384302728685141,10.86,3000.0,200.0,90400.0,17,600623,20260408
600726.SH,华电能源,6.59,-7.183098591549293,6300.0,630000,1046761352,0.000601856381873755,54700.0,5470000.0,1046761352,0.005225641918808634,-0.28169014084505895,1,38/248,10358939890.0,21.316614420062702,0.0,0.0,0.0,6006400,42525312.0,0.08034956332227619,7.08,95700.0,17800.0,51400.0,17,600726,20260408
600770.SH,综艺股份,7.62,-3.422053231939158,1300.0,130000,723174821,0.00017976289581022345,1057061.0,105706100.0,723174821,0.14616949723696201,0.0,1,38/248,5262784170.0,25.43103448275863,0.0,0.0,0.0,5515239,43515236.0,0.42424915384615386,7.89,7600.0,8400.0,45900.0,17,600770,20260408
601789.SH,宁波建工,5.89,-2.3217247097844207,943600.0,94360000,794798590,0.1187219016078023,209800.0,20980000.0,794798590,0.026396624583845826,-0.8291873963515717,1,38/248,3235627082.0,8.455882352941176,0.0,0.0,0.0,4551100,27215578.0,0.4187620449525979,5.98,80000.0,281000.0,173100.0,17,601789,20260408
601828.SH,美凯龙,2.67,2.692307692307686,175200.0,17520000,1483764359,0.011807804853735539,551100.0,55110000.0,1483327199,0.03715296263504975,0.38461538461538325,1,38/248,698923642.0,7.755102040816324,0.0,0.0,0.0,2893400,7551774.0,0.08009628520219728,2.61,134600.0,80900.0,579200.0,17,601828,20260408
603215.SH,比依股份,18.29,-8.550000000000004,30000.0,3000000,71032530,0.042234170738392675,627100.0,62710000.0,71032530,0.8828349490015349,-9.999999999999998,1,38/248,932390145.0,20.891089108910887,0.0,0.0,0.0,1512300,27221400.0,0.807730110146763,18.0,0.0,0.0,0.0,17,603215,20260408
603259.SH,药明康德,109.55,-1.466091023565398,300.0,30000,2116013644,1.4177602344420422e-05,16700.0,1670000.0,2116013644,0.0007892198638394035,-1.0613419679798564,1,38/248,24029271490.0,7.839235972940704,0.0,0.0,0.0,1153500,126885000.0,0.04663846734980958,110.0,100.0,2700.0,46000.0,17,603259,20260408
603283.SH,赛腾股份,53.83,0.05576208178438873,1200.0,120000,168457675,0.0007123451038962755,300.0,30000.0,172740815,0.0001736705942946952,0.33457249070631967,1,38/248,3014576871.0,5.533199195171026,0.0,0.0,0.0,106500,5748870.0,0.03927367190058349,53.98,800.0,200.0,900.0,17,603283,20260408
603336.SH,宏辉果蔬,11.75,-4.081632653061225,900.0,90000,321862352,0.000279622638189135,8100.0,810000.0,321862352,0.0025166037437022145,-2.28571428571428,1,38/248,1637911646.0,13.850174216027872,0.0,0.0,0.0,620300,7424991.0,0.10190252908918417,11.97,4700.0,500.0,19700.0,17,603336,20260408
603557.SH,ST起步,4.26,0.0,43800.0,4380000,419266552,0.010446814750917693,,,419266552,,,1,38/248,133556603.0,6.9408740359897285,0.0,0.0,0.0,0,0.0,0.0,,,,,22,603557,20260408
603779.SH,威龙股份,7.45,7.194244604316546,18600.0,1860000,221582560,0.008394162428667671,92900.0,9290000.0,221582560,0.04192568223780788,2.0143884892086295,1,38/248,758538296.0,18.43750000000001,0.0,0.0,0.0,529600,3754864.0,0.15947832087660896,7.09,11200.0,900.0,7800.0,17,603779,20260408
603813.SH,*ST原尚,37.0,1.36986301369863,1276600.0,127660000,36812000,3.4678909051396283,4500.0,450000.0,36812000,0.01222427469303488,-2.73972602739726,1,38/248,159982380.0,9.802800800228635,0.0,0.0,0.0,24000,852000.0,0.022853878017426082,35.5,3300.0,600.0,28900.0,22,603813,20260408
605287.SH,德才股份,55.32,-0.5572532806039947,1300.0,130000,79206273,0.0016412841442495344,5800.0,580000.0,79651173,0.007281750891477769,-0.35951824555097156,1,38/248,2313648542.0,15.685876623376615,0.0,0.0,0.0,118200,6551826.0,0.08442857142857142,55.43,100000.0,1000.0,500.0,17,605287,20260408
000039.SZ,中集集团,12.39,-0.3218020917135893,1300.0,130000,2026388546,6.415354067047712e-05,500.0,50000.0,2026388546,2.4674438719414277e-05,0.7240547063555924,1,38/248,2401000786.0,14.068100358422942,0.0,0.0,0.0,636000,7962720.0,0.0276352666448948,12.52,5300.0,1000.0,55700.0,33,000039,20260408
000692.SZ,惠天热电,5.0,0.8064516129032265,44100.0,4410000,373036368,0.011821903648815281,2400.0,240000.0,373036368,0.0006433689060579745,4.0322580645161255,1,38/248,508772494.29999995,18.243243243243253,0.0,0.0,0.0,2578700,13306092.0,0.4839602870224759,5.16,300.0,200.0,10000.0,33,000692,20260408
000820.SZ,*ST节能,3.75,-3.1007751937984525,3200.0,320000,296966877,0.0010775612527318997,2620644.0,262064400.0,296966877,0.8824701348763553,4.909560723514206,1,38/248,191180348.7,11.51685393258426,0.0,0.0,0.0,860156,3492233.4,0.28964711778276875,4.06,114100.0,4400.0,10000.0,33,000820,20260408
000831.SZ,中国稀土,54.44,0.7588376827688258,14100.0,1410000,657573396,0.0021442473320499116,1400.0,140000.0,657573396,0.00021290399041630327,0.5922635572829904,1,38/248,7341710730.0,12.777001397484538,0.0,0.0,0.0,1056500,57420775.0,0.0995551531812361,54.35,1200.0,1300.0,200.0,33,000831,20260408
000973.SZ,佛塑科技,20.99,-1.4091122592766592,17100.0,1710000,708662659,0.0024129957720828636,3500.0,350000.0,708662659,0.0004938880235257323,3.804603100046977,1,38/248,5746980050.0,20.03042596348884,0.0,0.0,0.0,1834700,40546870.0,0.18964813485948642,22.1,200.0,400.0,3900.0,33,000973,20260408
001336.SZ,楚环科技,28.92,-0.5159958720330189,200.0,20000,32134435,0.0006223853010018692,4400.0,440000.0,32134435,0.013692476622041122,-2.6831785345717285,1,38/248,374016670.0,11.560044893378226,0.0,0.0,0.0,119300,3374997.0,0.24187371232152943,28.29,100.0,200.0,2300.0,33,001336,20260408
002136.SZ,安纳达,15.09,-1.4369693011103895,1500.0,150000,149949976,0.0010003336045882394,66800.0,6680000.0,149949976,0.04454818985766293,0.1306335728282093,1,38/248,837974150.0,12.110481586402273,0.0,0.0,0.0,535000,8201550.0,0.24946870161006635,15.33,16900.0,200.0,1500.0,33,002136,20260408
002174.SZ,游族网络,10.24,0.5893909626719106,3600.0,360000,798311452,0.00045095181723636354,9500.0,950000.0,798311452,0.0011900117399292927,-0.09823182711198308,1,38/248,1160689331.0,12.205567451820116,0.0,0.0,0.0,1720200,17494434.0,0.17566342777767274,10.17,700.0,16400.0,1200.0,33,002174,20260408
002199.SZ,*ST东晶,10.56,3.225806451612904,7200.0,720000,152245658,0.0047291989108812545,60300.0,6030000.0,152245658,0.03960704087863051,2.639296187683282,1,38/248,265836320.10000002,11.220472440944887,0.0,0.0,0.0,238500,2504250.0,0.10327711358853878,10.5,200.0,1000.0,73800.0,33,002199,20260408
002498.SZ,汉缆股份,8.72,-3.3259423503325825,6700.0,670000,1112387984,0.0006023078365075184,18200.0,1820000.0,1112387984,0.0016361197946920649,0.0,1,38/248,4276434420.0,10.19698725376594,0.0,0.0,0.0,2932300,26449346.0,0.08814186382333032,9.02,1300.0,13700.0,3500.0,33,002498,20260408
002512.SZ,ST达华,4.31,4.866180048661783,8994.0,899400,790141200,0.0011382775635544633,7200.0,720000.0,790141200,0.0009112295372017053,2.1897810218977964,1,38/248,667611114.0,9.708737864077657,0.0,0.0,0.0,3907200,16410240.0,0.35700065222242927,4.2,7900.0,5300.0,8300.0,33,002512,20260408
002520.SZ,日发精机,5.93,3.130434782608691,6200.0,620000,539025573,0.0011502237204615894,200.0,20000.0,539025573,3.710399098263191e-05,3.4782608695652195,1,38/248,762399824.6,14.471243042671619,0.0,0.0,0.0,2127100,12656245.0,0.29648465279483216,5.95,20200.0,3500.0,20500.0,33,002520,20260408
002522.SZ,浙江众成,6.35,-1.397515527950322,2000.0,200000,678575032,0.00029473527696786814,3800.0,380000.0,678575032,0.0005599970262389495,0.46583850931676274,1,38/248,1064476773.0,11.12929623567921,0.0,0.0,0.0,1359700,8797259.0,0.15023979379352395,6.47,137700.0,1600.0,3500.0,33,002522,20260408
002568.SZ,百润股份,19.06,4.381161007667016,9500.0,950000,497834325,0.0019082653651895135,600.0,60000.0,497834325,0.00012052202306460086,3.9978094194961455,1,38/248,1140984521.1,17.237308146399062,0.0,0.0,0.0,908000,17242920.0,0.11899124968883887,18.99,100.0,600.0,2200.0,33,002568,20260408
002655.SZ,共达电声,31.52,2.671009771986972,12200.0,1220000,316090792,0.0038596505525539003,117100.0,11710000.0,314787985,0.03719964089480734,0.03257328990229347,1,38/248,6333452850.0,25.057915057915054,0.0,0.0,0.0,1918600,58920206.0,0.5284149012671657,30.71,9300.0,63300.0,100.0,33,002655,20260408
002756.SZ,永兴材料,87.24,4.105011933174222,9000.0,900000,338940389,0.002655334180312161,500.0,50000.0,338940389,0.00014751856557289783,2.3269689737470234,1,38/248,6317078130.0,20.03441494591937,0.0,0.0,0.0,369500,31684625.0,0.09545881096851241,85.75,700.0,100.0,100.0,33,002756,20260408
002818.SZ,富森美,12.15,-0.6541291905151273,3100.0,310000,148431824,0.0020885009133890316,16000.0,1600000.0,148431824,0.010779359552975648,1.4717906786590351,1,38/248,667494055.7,15.384615384615383,0.0,0.0,0.0,785900,9753019.0,0.2634287965906877,12.41,13000.0,70600.0,1700.0,33,002818,20260408
002847.SZ,盐津铺子,58.72,-1.5095605501509537,900.0,90000,98602779,0.000912753179096504,3000.0,300000.0,98602779,0.0030425105969883464,2.314659510231465,1,38/248,814580878.0,13.392533526640088,0.0,0.0,0.0,133900,8167900.0,0.05491289740000431,61.0,300.0,1500.0,21100.0,33,002847,20260408
002872.SZ,ST天圣,5.42,-0.3676470588235379,5100.0,510000,213289334,0.0023911181606483894,6300.0,630000.0,213289334,0.0029537341984480106,0.9191176470588092,1,38/248,108335788.4,8.720930232558143,0.0,0.0,0.0,222000,1218780.0,0.10329514586237754,5.49,36900.0,107600.0,62100.0,33,002872,20260408
002903.SZ,宇环数控,37.37,1.9923580786026116,11200.0,1120000,91018465,0.012305195434794467,14700.0,1470000.0,91018465,0.016150569008167737,5.349344978165949,1,38/248,1536391921.0,20.74726609963547,0.0,0.0,0.0,309000,11927400.0,0.2896902638261733,38.6,7100.0,20000.0,1300.0,33,002903,20260408
002969.SZ,嘉美包装,22.6,-0.5281690140844958,17300.0,1730000,539138442,0.003208823309987604,1900.0,190000.0,539138442,0.0003524141207500837,0.5281690140845008,1,38/248,4422723100.0,12.816966343937302,0.0,0.0,0.0,1246600,28472344.0,0.1141273091066904,22.84,8500.0,3800.0,4900.0,33,002969,20260408
300438.SZ,鹏辉能源,86.1,6.29629629629629,8500.0,850000,344721386,0.0024657594060613344,3100.0,310000.0,344721386,0.0008992769598576631,2.4691358024691468,1,38/248,13877931100.0,30.228191796649327,0.0,0.0,0.0,1245000,103335000.0,0.3080430881665488,83.0,400.0,6600.0,5600.0,33,300438,20260408
300769.SZ,德方纳米,71.95,12.9158819836786,1300.0,130000,221580288,0.0005866947875796605,42000.0,4200000.0,221580288,0.01895475467565057,9.761456371625865,1,38/248,10767878720.0,43.29384791746275,0.0,0.0,0.0,1600000,111904000.0,0.635532264110145,69.94,700.0,800.0,4700.0,33,300769,20260408
301217.SZ,铜冠铜箔,78.34,10.369118061425754,1000.0,100000,229015544,0.0004366515837894392,12981.0,1298100.0,229015544,0.00566817420917071,1.887855734009558,1,38/248,14487285320.0,58.76047554083023,0.0,0.0,0.0,1077819,77947870.0,0.1300119168815006,72.32,200.0,500.0,100.0,33,301217,20260408
600082.SH,ST海泰,3.34,0.0,43000.0,4300000,445666480,0.00964847075777384,5000.0,500000.0,445666480,0.001121915204392307,2.6946107784431295,1,38/248,205505291.0,11.74603174603175,0.0,0.0,0.0,933800,3202934.0,0.14720918654940235,3.43,8000.0,2000.0,3000.0,22,600082,20260408
600135.SH,乐凯胶片,11.43,4.098360655737698,200.0,20000,300530656,6.654895133227274e-05,5900.0,590000.0,300530656,0.0019631940643020456,0.0,1,38/248,963894880.0,15.965583173996173,0.0,0.0,0.0,451500,4957470.0,0.08160025432820264,10.98,5500.0,28500.0,1100.0,17,600135,20260408
600367.SH,红星发展,23.47,1.0766580534022394,18600.0,1860000,216905846,0.008575149237794172,1200.0,120000.0,216905846,0.0005532354346963981,0.7751937984496138,1,38/248,2475849732.0,13.870967741935491,0.0,0.0,0.0,631900,14786460.0,0.19625858156099474,23.4,500.0,200.0,1500.0,17,600367,20260408
600397.SH,江钨装备,14.35,-1.1707988980716248,1400.0,140000,600473792,0.00023314922626964542,100.0,10000.0,600473792,1.665351616211753e-05,1.2396694214876103,1,38/248,2018326811.0,14.210526315789476,0.0,0.0,0.0,610500,8974350.0,0.06166916570059553,14.7,15200.0,5000.0,200.0,17,600397,20260408
600545.SH,卓郎智能,4.89,-9.94475138121547,30700.0,3070000,964976549,0.0031814244638187577,6200.0,620000.0,964976549,0.0006425026604454819,-3.4990791896869156,1,38/248,2634852515.0,13.939393939393947,0.0,0.0,0.0,6628600,34733864.0,0.3707452702898968,5.24,154900.0,152300.0,7900.0,17,600545,20260408
600654.SH,中安科,3.92,-3.4482758620689578,5096912.0,509691200,1779876245,0.28636328027401703,30500.0,3050000.0,1779876245,0.0017136022847476118,0.0,1,38/248,2353800860.0,10.31746031746031,0.0,0.0,0.0,10005100,40620706.0,0.4317322261954629,4.06,68200.0,24900.0,147900.0,17,600654,20260408
601233.SH,桐昆股份,24.21,4.986990459670435,12900.0,1290000,1404988289,0.0009181571192441448,409000.0,40900000.0,1404988289,0.029110562927973274,-1.0841283607979202,1,38/248,3936673497.0,20.216428922774224,0.0,0.0,0.0,779800,17787238.0,0.032838216299174126,22.81,100.0,100.0,1000.0,17,601233,20260408
603013.SH,亚普股份,20.41,1.8971542685970992,1400.0,140000,101495864,0.0013793665523158657,57800.0,5780000.0,101495864,0.0569481333741836,2.845731402895657,1,38/248,541117808.0,14.907161803713539,0.0,0.0,0.0,354200,7296520.0,0.06969428670006887,20.6,200.0,600.0,2800.0,17,603013,20260408
603139.SH,康惠股份,36.3,-1.3050570962479717,23300.0,2330000,50530963,0.04611034228656992,100.0,10000.0,50530963,0.00019789846474922712,-0.5165851005981437,1,38/248,591365991.0,12.518718179095536,0.0,0.0,0.0,56600,2070994.0,0.056668001601922306,36.59,2400.0,100.0,2400.0,17,603139,20260408
603256.SH,宏和科技,119.1,-1.2601558613828636,22500.0,2250000,140700337,0.015991432913199065,100.0,10000.0,140700337,7.107303516977362e-05,3.6312386005637576,1,38/248,9115932030.0,20.016915703411332,0.0,0.0,0.0,405200,50650000.0,0.046059717355658426,125.0,100.0,2200.0,400.0,17,603256,20260408
603345.SH,安井食品,109.39,-0.39154980877799367,600.0,60000,219973013,0.00027276073179031285,1300.0,130000.0,219973013,0.0005909815855456778,0.8923693316335912,1,38/248,2691833831.0,13.075376884422116,0.0,0.0,0.0,258600,28652880.0,0.08817084408260711,110.8,900.0,100.0,300.0,17,603345,20260408
603738.SH,泰晶科技,38.32,-3.7669512807634353,1300.0,130000,277280906,0.00046883862966027673,3800.0,380000.0,277280906,0.0013704513790069627,1.2054244098443023,1,38/248,7318692170.0,14.872848702799896,0.0,0.0,0.0,813700,32792110.0,0.2108645698212991,40.3,1100.0,900.0,1000.0,17,603738,20260408
603773.SH,沃格光电,69.35,-0.5592199598508756,31200.0,3120000,150718835,0.02070079695082569,100.0,10000.0,150718835,6.634870817572335e-05,2.9968454258675115,1,38/248,5045069730.0,15.484172774052707,0.0,0.0,0.0,548400,39391572.0,0.24410368418826797,71.83,100.0,600.0,100.0,17,603773,20260408
603906.SH,龙蟠科技,33.17,0.5456198848135789,2400.0,240000,326896851,0.0007341765430466016,500.0,50000.0,326896851,0.000152953446468042,1.5459230069718055,1,38/248,6860492120.0,16.153602031101247,0.0,0.0,0.0,1820600,60990100.0,0.3221850949193904,33.5,1000.0,100.0,700.0,17,603906,20260408
605006.SH,山东玻纤,11.69,-3.6273701566364487,52300.0,5230000,193492650,0.027029450472666534,1000.0,100000.0,193492650,0.0005168154966093027,-0.41220115416323866,1,38/248,1985190510.0,13.756613756613762,0.0,0.0,0.0,1917200,23159776.0,0.3195075735677271,12.08,1200.0,100.0,100.0,17,605006,20260408
