股票代码,股票简称,最新价,chg_pct,p_close,p_open,涨跌幅:前复权[20260324],p_high,p_low,p_low,开盘价:前复权[20260324],最高价:前复权[20260324],最低价:前复权[20260324],收盘价:前复权[20260324],振幅[20260324],成交量[20260324],market_code,code,date
600519.SH,贵州茅台,1384.79,-1.1690230307528786,1407.33,1416,-0.05255421,1417.59,1400.18,1/5521,1416,1417.59,1400.18,1407.33,1.236444,2856179,17,600519,20260324
688498.SH,源杰科技,1571.0,3.6963696369636962,1065.0,1047,3.59922179,1084.88,1002,2/5521,1047,1084.88,1002,1065.0,8.062256,3355603,17,688498,20260324
688256.SH,寒武纪,1699.96,20.00028236024932,1028.5,985,5.88901472,1037.8,970.02,3/5521,985,1037.8,970.02,1028.5,6.978276,9059606,17,688256,20260324
688027.SH,国盾量子,572.19,2.385212754536027,593.98,598,1.4656645,603.88,580.08,4/5521,598,603.88,580.08,593.98,4.065596,2092071,17,688027,20260324
300308.SZ,中际旭创,857.5,1.4792899408284024,603.19,599,0.59537707,605,577,5/5521,598,604,576,602.19,4.669624,2.8263565E7,33,300308,20260324
688802.SH,沐曦股份,758.03,6.261915442413362,601.0,537,13.48830183,620.44,527,6/5521,537,620.44,527,601.0,17.644504,3618018,17,688802,20260324
688795.SH,摩尔线程,715.7,3.784802784222741,548.96,515.99,8.63611177,555,506.03,7/5521,515.99,555,506.03,548.96,9.690888,2873212,17,688795,20260324
300502.SZ,新易盛,525.79,-2.0875232774674184,468.0,459,1.64190774,468.33,438,8/5521,459,468.33,438,468.0,6.587177,4.0686069E7,33,300502,20260324
002371.SZ,北方华创,536.99,5.145777447083478,444.0,449.59,-0.08776075,453.45,437.79,9/5521,449.59,453.45,437.79,444.0,3.523931,4730933,33,002371,20260324
300750.SZ,宁德时代,436.0,-2.0224719101123596,396.99,405,-1.24381204,411.9,388,10/5521,398.043,404.943,381.043,390.03,5.945421,3.6410525E7,33,300750,20260324
603444.SH,吉比特,406.61,-2.163137632338789,364.5,360,2.56049522,364.78,358,11/5521,360,364.78,358,364.5,1.907709,1322829,17,603444,20260324
688072.SH,拓荆科技,445.0,5.034578799537371,357.9,356,2.25714286,362.38,345.69,12/5521,356,362.38,345.69,357.9,4.768571,5544647,17,688072,20260324
688809.SH,强一股份,423.25,3.8650306748466257,340.3,338.5,2.19219219,341,332.15,13/5521,338.5,341,332.15,340.3,2.657657,1163326,17,688809,20260324
920045.BJ,蘅东光,551.02,-3.41793451588025,345.0,341,3.91566265,345,331.61,14/5521,341,345,331.61,345.0,4.033132,1097572,151,920045,20260324
300757.SZ,罗博特科,482.1,-1.2737549148099547,345.19,343,1.86201605,346.99,328.5,15/5521,343,346.99,328.5,345.19,5.456208,6460155,33,300757,20260324
001309.SZ,德明利,524.81,0.3595127454917476,349.63,317.79,8.91900312,351.8,306.1,16/5521,317.39,351.4,305.7,349.23,14.23676,2.2242779E7,33,001309,20260324
300033.SZ,同花顺,235.0,0.6639537374170107,305.99,311,-0.35820118,311.5,300,17/5521,218.5,218.85714286,210.64285714,214.92,3.74483,8393962,33,300033,20260324
688012.SH,中微公司,376.3,4.597509450744947,300.45,302,0.99159664,304.5,293.67,18/5521,302,304.5,293.67,300.45,3.640336,8429718,17,688012,20260324
301308.SZ,江波龙,401.12,-3.1812696113927124,323.5,310,5.64990202,325.87,291.4,19/5521,310,325.87,291.4,323.5,11.257348,1.7098226E7,33,301308,20260324
300394.SZ,天孚通信,307.5,-1.1540068790382125,298.71,298.49,0.07370431,308.88,290.5,20/5521,298.49,308.88,290.5,298.71,6.15766,3.0854779E7,33,300394,20260324
688502.SH,茂莱光学,474.5,-0.08422825858074906,297.52,296.58,2.59310345,297.6,288.39,21/5521,296.58,297.6,288.39,297.52,3.175862,577189,17,688502,20260324
688167.SH,炬光科技,357.98,2.4556382369776877,302.26,294,6.20146868,306.96,287.99,22/5521,294,306.96,287.99,302.26,6.665261,4866225,17,688167,20260324
688785.SH,恒运昌,325.05,3.4861509073543417,285.07,273.1,5.33959057,285.65,269.73,23/5521,273.1,285.65,269.73,285.07,5.882787,828027,17,688785,20260324
300751.SZ,迈为股份,238.88,7.914709071196233,280.0,285.3,-2.33693757,286.84,262.88,24/5521,285.3,286.84,262.88,280.0,8.357167,1.4591475E7,33,300751,20260324
688506.SH,百利天恒,272.74,0.64206642066421,265.71,261.33,2.90859799,276.66,260.93,25/5521,261.33,276.66,260.93,265.71,6.092176,1353800,17,688506,20260324
300476.SZ,胜宏科技,328.49,-1.6114056369245502,266.06,263.23,1.77492158,266.5,259.18,26/5521,261.2350623,264.5050623,257.1850623,264.07,2.800091,2.022791E7,33,300476,20260324
603986.SH,兆易创新,312.99,1.327333354915997,273.71,277.99,0.13169929,278,256.88,27/5521,277.99,278,256.88,273.71,7.726358,3.3691468E7,17,603986,20260324
