股票代码,股票简称,最新价,最新涨跌幅,竞价涨幅[20260416],p_open,p_close,chg_pct,涨跌幅:前复权排名[20260416],p_high,p_low,竞价匹配价[20260416],竞价异动类型[20260416],竞价异动说明[20260416],集合竞价评级[20260416],竞价量[20260416],竞价金额[20260416],竞价未匹配量[20260416],竞价未匹配金额[20260416],开盘价:前复权[20260416],最高价:前复权[20260416],最低价:前复权[20260416],收盘价:前复权[20260416],振幅[20260416],成交量[20260416],market_code,code,date
603598.SH,引力传媒,20.8,2.1109474717722128,0.721,20.97,21.31,2.35350624,1221/5521,21.44,20.95,20.97,,,,83500,1750995.0,2800,58716.0,20.97,21.44,20.95,21.31,2.353506,1.8073942E7,17,603598,20260416
301045.SZ,天禄科技,48.4,5.67685589519651,0.767,39.4,40.02,2.35294118,1222/5521,40.2,38.55,39.4,,,,3300,130020.0,-300,-11820.0,39.4,40.2,38.55,40.02,4.219948,1923170,33,301045,20260416
002272.SZ,川润股份,17.3,-0.6318207926479003,0.418,19.21,19.58,2.35232619,1225/5521,19.89,19.06,19.21,竞价抢筹,单笔放量10%以上抢筹,看多,376200,7226802.0,9400,180574.0,19.21,19.89,19.06,19.58,4.338734,7.1497812E7,33,002272,20260416
920932.BJ,科达自控,14.58,2.1723896285914543,0.47,14.95,15.23,2.35215054,1226/5521,15.36,14.95,14.95,,,,2071,30961.45,1049,15682.55,14.95,15.36,14.95,15.23,2.755376,1137295,151,920932,20260416
002242.SZ,九阳股份,10.88,1.8726591760299727,0.102,9.79,10.01,2.35173824,1227/5521,10.45,9.78,9.79,,,,4100,40139.0,3900,38181.0,9.79,10.45,9.78,10.01,6.850715,1.2603894E7,33,002242,20260416
002188.SZ,中天服务,7.22,4.941860465116277,0.314,6.4,6.53,2.35109718,1228/5521,6.56,6.32,6.4,,,,73400,469760.0,-13300,-85120.0,6.4,6.56,6.32,6.53,3.761755,1.3871E7,33,002188,20260416
300465.SZ,高伟达,14.22,0.779588944011348,0.738,15.01,15.25,2.34899329,1231/5521,15.28,14.91,15.01,,,,54700,821047.0,400,6004.0,15.01,15.28,14.91,15.25,2.483221,1.12773E7,33,300465,20260416
688560.SH,明冠新材,16.87,0.6563245823388987,0.414,14.54,14.82,2.3480663,1232/5521,14.9,14.41,14.54,,,,1500,21810.0,-1530,-22246.2,14.54,14.9,14.41,14.82,3.383977,3542849,17,688560,20260416
300369.SZ,绿盟科技,7.34,-1.6085790884718514,0.494,8.14,8.29,2.34567901,1233/5521,8.34,8.12,8.14,跌停试盘,第1次跌停试盘,-,79400,646316.0,2300,18722.0,8.14,8.34,8.12,8.29,2.716049,2.4275398E7,33,300369,20260416
300612.SZ,宣亚国际,15.19,0.6626905235255113,0.402,14.99,15.28,2.34427328,1234/5521,15.35,14.93,14.99,,,,17200,257828.0,-1200,-17988.0,14.99,15.35,14.93,15.28,2.813127,6874396,33,300612,20260416
301083.SZ,百胜智能,17.49,0.2866972477064057,0.644,17.2,17.49,2.34055003,1235/5521,17.56,17.08,17.2,,,,1700,29240.0,900,15480.0,17.2,17.56,17.08,17.49,2.80866,1893000,33,301083,20260416
601168.SH,西部矿业,29.59,-2.4719841793012525,0.956,28.51,28.9,2.33711048,1237/5521,29.14,28.36,28.51,竞价抢筹,单笔放量10%以上抢筹,看多,192100,5476771.0,6400,182464.0,28.51,29.14,28.36,28.9,2.762039,4.8435185E7,17,601168,20260416
600569.SH,安阳钢铁,2.09,-3.6866359447004644,0.467,2.15,2.19,2.3364486,1238/5521,2.19,2.13,2.15,,,,16800,36120.0,-316800,-681120.0,2.15,2.19,2.13,2.19,2.803738,2.4526874E7,17,600569,20260416
000665.SZ,湖北广电,4.79,0.8421052631578955,0.425,4.73,4.82,2.33545648,1239/5521,4.88,4.69,4.73,,,,11500,54395.0,-7000,-33110.0,4.73,4.88,4.69,4.82,4.03397,1.7999462E7,33,000665,20260416
300971.SZ,博亚精工,24.36,0.7444168734491303,0.734,23.32,23.69,2.33261339,1242/5521,23.76,23.04,23.32,,,,24000,559680.0,900,20988.0,23.32,23.76,23.04,23.69,3.110151,2473080,33,300971,20260416
600141.SH,兴发集团,32.64,-2.741358760429087,0.063,31.75,32.47,2.33217775,1243/5521,32.86,31.6,31.75,,,,84500,2682875.0,8200,260350.0,31.75,32.86,31.6,32.47,3.971005,2.1428802E7,17,600141,20260416
301025.SZ,读客文化,11.25,0.5361930294906211,0.56,10.78,10.97,2.33208955,1244/5521,11.03,10.72,10.78,,,,22100,238238.0,1800,19404.0,10.78,11.03,10.72,10.97,2.891791,5938500,33,301025,20260416
603565.SH,中谷物流,10.85,0.18467220683286772,0.431,11.65,11.87,2.32758621,1246/5521,11.9,11.62,11.65,,,,37300,434545.0,-700,-8155.0,11.65,11.9,11.62,11.87,2.413793,1.7221157E7,17,603565,20260416
300925.SZ,法本信息,18.57,-0.6420545746388496,0.443,18.15,18.49,2.32429441,1248/5521,18.57,18.15,18.15,,,,8400,152460.0,10400,188760.0,18.15,18.57,18.15,18.49,2.324294,8251810,33,300925,20260416
002114.SZ,罗平锌电,9.0,-1.746724890829696,0.465,8.65,8.81,2.32288037,1250/5521,8.84,8.57,8.65,,,,33600,290640.0,-16500,-142725.0,8.65,8.84,8.57,8.81,3.135888,9381500,33,002114,20260416
603617.SH,君禾股份,7.59,-0.13157894736841824,0.82,7.38,7.49,2.32240437,1251/5521,7.51,7.31,7.38,,,,13100,96678.0,21700,160146.0,7.38,7.51,7.31,7.49,2.73224,5914100,17,603617,20260416
300329.SZ,海伦钢琴,14.02,1.1544011544011554,0.546,14.74,15.0,2.31923602,1252/5521,15.02,14.42,14.74,,,,1500,22110.0,800,11792.0,14.74,15.02,14.42,15.0,4.092769,5560101,33,300329,20260416
000548.SZ,湖南投资,5.33,-0.559701492537318,0.386,5.2,5.3,2.31660232,1253/5521,5.32,5.15,5.2,跌停试盘,第1次跌停试盘,-,26400,137280.0,-500,-2600.0,5.2,5.32,5.15,5.3,3.281853,7845200,33,000548,20260416
688203.SH,海正生材,13.55,-1.8115942028985506,0.496,12.16,12.38,2.31404959,1256/5521,12.4,12.09,12.16,,,,4665,56726.4,3266,39714.56,12.16,12.4,12.09,12.38,2.561983,1662271,17,688203,20260416
301059.SZ,金三江,14.56,0.4830917874396155,0.361,13.9,14.17,2.31046931,1258/5521,14.18,13.79,13.9,,,,1900,26410.0,-798,-11092.2,13.9,14.18,13.79,14.17,2.815884,2538288,33,301059,20260416
688215.SH,瑞晟智能,74.8,0.5376344086021391,1.469,75.98,76.61,2.31036325,1259/5521,77.2,74.87,75.98,急速上涨,一分钟涨幅大于3%,-,2229,169359.42,-630,-47867.4,75.98,77.2,74.87,76.61,3.111645,853964,17,688215,20260416
002721.SZ,金一文化,3.07,4.42176870748299,0.33,3.04,3.1,2.31023102,1260/5521,3.11,3.02,3.04,,,,185700,564528.0,-141000,-428640.0,3.04,3.11,3.02,3.1,2.970297,5.11879E7,33,002721,20260416
001283.SZ,豪鹏科技,74.88,1.766784452296816,0.477,69.59,70.86,2.31013572,1262/5521,71.06,69.31,69.59,,,,13000,904670.0,-2400,-167016.0,69.59,71.06,69.31,70.86,2.52671,5688454,33,001283,20260416
002986.SZ,宇新股份,14.39,-3.874415497661991,0.204,14.75,15.06,2.30978261,1263/5521,15.33,14.65,14.75,,,,11100,163725.0,-1300,-19175.0,14.75,15.33,14.65,15.06,4.619565,7305701,33,002986,20260416
688343.SH,云天励飞,88.0,5.087174588010515,0.639,89.77,91.26,2.30941704,1264/5521,92.29,88.18,89.77,,,,22372,2008334.4,190,17056.3,89.77,92.29,88.18,91.26,4.607623,1.5214015E7,17,688343,20260416
688132.SH,邦彦技术,17.92,4.428904428904438,0.888,17.05,17.29,2.30769231,1266/5521,17.38,16.8,17.05,,,,6412,109324.6,188,3205.4,17.05,17.38,16.8,17.29,3.431952,1263999,17,688132,20260416
300399.SZ,天利科技,22.03,1.6143911439114458,0.048,20.82,21.29,2.30658337,1267/5521,21.4,20.77,20.82,,,,4800,99936.0,-100,-2082.0,20.82,21.4,20.77,21.29,3.02739,3903980,33,300399,20260416
688695.SH,中创股份,25.37,1.9694533762057957,0.335,23.93,24.4,2.30607966,1268/5521,24.52,23.6,23.93,,,,3023,72340.39,-2194,-52502.42,23.93,24.52,23.6,24.4,3.857442,1194971,17,688695,20260416
300503.SZ,昊志机电,62.65,-2.717391304347837,1.488,55.92,56.37,2.30490018,1270/5521,57,54.7,55.92,,,,55900,3125928.0,1400,78288.0,55.92,57,54.7,56.37,4.174228,1.9798865E7,33,300503,20260416
001696.SZ,宗申动力,17.36,0.05763688760805769,0.471,19.21,19.56,2.30125523,1272/5521,19.76,19.02,19.21,,,,55100,1058471.0,-21600,-414936.0,19.21,19.76,19.02,19.56,3.870292,3.4263037E7,33,001696,20260416
003011.SZ,海象新材,23.8,1.4060502769493048,0.085,23.57,24.09,2.29299363,1275/5521,24.27,23.42,23.57,,,,6300,148491.0,600,14142.0,23.57,24.27,23.42,24.09,3.609341,2738600,33,003011,20260416
002609.SZ,捷顺科技,8.6,3.9903264812575583,0.362,8.32,8.48,2.29191797,1276/5521,8.5,8.29,8.32,,,,33700,280384.0,2700,22464.0,8.32,8.5,8.29,8.48,2.533172,8107533,33,002609,20260416
300566.SZ,激智科技,19.05,0.5807814149947171,0.436,18.43,18.77,2.28882834,1279/5521,18.91,18.3,18.43,,,,8300,152969.0,-100,-1843.0,18.43,18.91,18.3,18.77,3.32425,6088769,33,300566,20260416
688262.SH,国芯科技,38.97,3.8646055437100095,1.974,35.65,35.76,2.28832952,1280/5521,37,35.5,35.65,,,,76048,2711111.2,4233,150906.45,35.65,37,35.5,35.76,4.290617,1.3788883E7,17,688262,20260416
002749.SZ,国光股份,12.74,-0.39093041438623094,0.305,13.16,13.42,2.28658537,1281/5521,13.5,13.13,13.16,,,,2900,38164.0,-4700,-61852.0,13.16,13.5,13.13,13.42,2.820121,2792854,33,002749,20260416
688502.SH,茂莱光学,474.5,-0.08422825858074906,2.787,355.13,353.4,2.28654124,1282/5521,358.5,347,355.13,,,,7177,2548768.0,3336,1184713.68,355.13,358.5,347,353.4,3.328509,996931,17,688502,20260416
300528.SZ,幸福蓝海,15.7,0.9646302250803767,2.341,17.05,17.04,2.28091236,1288/5521,17.52,16.82,17.05,,,,96700,1648735.0,-1000,-17050.0,17.05,17.52,16.82,17.04,4.20168,1.6442502E7,33,300528,20260416
301066.SZ,万事利,14.92,0.8789722785666044,0.712,14.14,14.36,2.27920228,1289/5521,14.4,14.01,14.14,,,,6000,84840.0,-3800,-53732.0,14.14,14.4,14.01,14.36,2.777777,4378433,33,301066,20260416
301571.SZ,国科天成,69.32,-0.5451936872310038,0.475,71.96,73.25,2.27590059,1291/5521,75.17,71.69,71.96,,,,63000,4533480.0,22300,1604708.0,71.96,75.17,71.69,73.25,4.858977,5161463,33,301571,20260416
605180.SH,华生科技,15.85,1.2779552715654907,0.069,14.55,14.87,2.2696011,1293/5521,14.98,14.41,14.55,急速上涨,一分钟涨幅大于3%,-,16800,244440.0,1800,26190.0,14.55,14.98,14.41,14.87,3.92022,1370500,17,605180,20260416
300890.SZ,翔丰华,40.6,-4.358068315665492,0.16,31.39,32.05,2.26547543,1296/5521,32.51,31.36,31.39,,,,19100,599549.0,1600,50224.0,31.39,32.51,31.36,32.05,3.669432,7124765,33,300890,20260416
603359.SH,*ST东珠,4.32,-5.054945054945045,0.697,5.78,5.87,2.26480836,1297/5521,5.91,5.72,5.78,,,,8700,50286.0,4900,28322.0,5.78,5.91,5.72,5.87,3.310104,8160034,22,603359,20260416
002370.SZ,亚太药业,6.73,1.6616314199395819,0.133,7.53,7.69,2.2606383,1298/5521,7.75,7.41,7.53,竞价砸盘,单笔放量10%以上砸盘,偏空,1812400,13647372.0,24100,181473.0,7.53,7.75,7.41,7.69,4.521276,1.01213907E8,33,002370,20260416
000032.SZ,深桑达A,17.34,-2.5295109612141613,0.054,18.61,19.02,2.25806452,1300/5521,19.2,18.61,18.61,,,,55400,1030994.0,200,3722.0,18.61,19.2,18.61,19.02,3.172043,2.4363596E7,33,000032,20260416
300371.SZ,汇中股份,13.44,2.2053231939163433,0.403,12.45,12.68,2.25806452,1300/5521,12.74,12.25,12.45,,,,7600,94620.0,-2400,-29880.0,12.45,12.74,12.25,12.68,3.951612,2207600,33,300371,20260416
002052.SZ,同洲电子,10.09,6.210526315789473,0.49,10.25,10.43,2.25490196,1302/5521,10.5,10.23,10.25,,,,13300,136325.0,29300,300325.0,10.25,10.5,10.23,10.43,2.647058,1.15035E7,33,002052,20260416
002448.SZ,中原内配,15.11,-0.9829619921363064,0.796,15.2,15.42,2.25464191,1303/5521,15.46,15.02,15.2,,,,34400,522880.0,-1500,-22800.0,15.2,15.46,15.02,15.42,2.917771,1.33668E7,33,002448,20260416
920014.BJ,特瑞斯,12.02,2.647309991460279,0.403,12.47,12.7,2.25442834,1304/5521,12.77,12.32,12.47,,,,4900,61103.0,-252,-3142.44,12.47,12.77,12.32,12.7,3.623188,2923974,151,920014,20260416
002590.SZ,万安科技,11.89,-0.5852842809364572,0.965,12.56,12.72,2.25080386,1307/5521,12.81,12.5,12.56,,,,20300,254968.0,-12700,-159512.0,12.56,12.81,12.5,12.72,2.491961,8981600,33,002590,20260416
300061.SZ,旗天科技,9.59,-0.6217616580310932,0.125,8.01,8.18,2.25,1308/5521,8.22,7.99,8.01,,,,37000,296370.0,-700,-5607.0,8.01,8.22,7.99,8.18,2.875,1.162547E7,33,300061,20260416
002855.SZ,捷荣技术,12.58,1.8623481781376554,0.173,11.58,11.82,2.24913495,1309/5521,11.83,11.4,11.58,,,,7100,82218.0,4600,53268.0,11.58,11.83,11.4,11.82,3.719723,3315117,33,002855,20260416
300195.SZ,长荣股份,6.98,-0.8522727272727217,0.396,7.6,7.74,2.24570674,1311/5521,7.75,7.51,7.6,跌停试盘,第1次跌停试盘,-,36300,275880.0,5000,38000.0,7.6,7.75,7.51,7.74,3.170409,9324600,33,300195,20260416
603518.SH,锦泓集团,9.95,2.26104830421376,0.561,8.96,9.11,2.24466891,1313/5521,9.14,8.88,8.96,,,,6500,58240.0,-2400,-21504.0,8.96,9.14,8.88,9.11,2.918069,4406538,17,603518,20260416
920021.BJ,流金科技,10.03,5.801687763713069,1.558,10.43,10.5,2.23953262,1316/5521,10.79,10.37,10.43,,,,63515,662461.45,-296,-3087.28,10.43,10.79,10.37,10.5,4.089581,2.1511587E7,151,920021,20260416
600527.SH,江南高纤,2.95,4.609929078014197,0.373,2.69,2.74,2.23880597,1317/5521,2.86,2.63,2.69,,,,1192820,3208685.8,133880,360137.2,2.69,2.86,2.63,2.74,8.582089,2.358693E8,17,600527,20260416
002295.SZ,精艺股份,11.23,1.3537906137184148,0.466,10.79,10.98,2.23463687,1319/5521,11.01,10.66,10.79,,,,12800,138112.0,-7000,-75530.0,10.79,11.01,10.66,10.98,3.258845,3614664,33,002295,20260416
002343.SZ,慈文传媒,6.2,-1.7432646592709895,0.479,6.3,6.41,2.23285486,1321/5521,6.45,6.28,6.3,,,,22700,143010.0,-15300,-96390.0,6.3,6.45,6.28,6.41,2.711323,1.306382E7,33,002343,20260416
605398.SH,新炬网络,26.61,-0.8199776369735329,0.334,27,27.51,2.2296544,1322/5521,27.65,26.95,27.0,,,,3800,102600.0,3800,102600.0,27,27.65,26.95,27.51,2.601263,2665337,17,605398,20260416
002931.SZ,锋龙股份,57.38,0.5431925705274264,1.122,69.4,70.16,2.22934577,1323/5521,70.92,68.51,69.4,,,,68500,4753900.0,400,27760.0,69.4,70.92,68.51,70.16,3.511583,9433784,33,002931,20260416
600281.SH,华阳新材,5.6,-0.8849557522124019,0.371,5.41,5.51,2.22634508,1324/5521,5.53,5.37,5.41,,,,17500,94675.0,-100,-541.0,5.41,5.53,5.37,5.51,2.96846,9384714,17,600281,20260416
301587.SZ,中瑞股份,29.0,-5.104712041884813,0.482,27.11,27.58,2.22386953,1326/5521,27.94,26.82,27.11,,,,29200,791612.0,2100,56931.0,27.11,27.94,26.82,27.58,4.151223,9271658,33,301587,20260416
300331.SZ,苏大维格,53.01,0.7794676806083585,0.764,43.5,44.13,2.2237665,1327/5521,44.28,43.03,43.5,,,,56800,2470800.0,300,13050.0,43.5,44.28,43.03,44.13,2.895529,6934835,33,300331,20260416
688622.SH,*ST禾信,74.97,-7.169390787518582,1.837,98.1,98.47,2.22153016,1330/5521,100.5,93.03,98.1,,,,26992,2647915.2,302,29626.2,98.1,100.5,93.03,98.47,7.754593,2283133,22,688622,20260416
000938.SZ,紫光股份,31.99,-1.3263417643430082,0.291,27.56,28.09,2.21979622,1332/5521,28.68,27.5,27.56,竞价抢筹,单笔放量10%以上抢筹,看多,396500,10927540.0,-1900,-52364.0,27.56,28.68,27.5,28.09,4.294032,1.50701407E8,33,000938,20260416
002696.SZ,百洋股份,6.82,1.1869436201780426,0.295,6.79,6.92,2.21565731,1334/5521,6.96,6.7,6.79,,,,24200,164318.0,-5100,-34629.0,6.79,6.96,6.7,6.92,3.840472,6456600,33,002696,20260416
600463.SH,空港股份,10.79,0.6529850746268517,0.504,9.98,10.15,2.21550856,1335/5521,10.21,9.88,9.98,,,,3700,36926.0,-2000,-19960.0,9.98,10.21,9.88,10.15,3.323262,2851400,17,600463,20260416
603880.SH,南卫股份,7.45,4.781997187060476,0.317,6.34,6.46,2.21518987,1336/5521,6.51,6.25,6.34,急速上涨,一分钟涨幅大于3%,-,91900,582646.0,7900,50086.0,6.34,6.51,6.25,6.46,4.113924,6460706,17,603880,20260416
300226.SZ,上海钢联,24.81,1.017915309446254,0.685,25,25.38,2.21506242,1337/5521,25.43,24.8,25.0,跌停试盘,第1次跌停试盘,-,13200,330000.0,-7100,-177500.0,25,25.43,24.8,25.38,2.537253,7248637,33,300226,20260416
001298.SZ,好上好,23.16,1.3566739606126859,0.034,29.82,30.47,2.21402214,1339/5521,30.54,29.5,29.82,,,,27300,814086.0,1800,53676.0,20.51724138,21.0137931,20.29655172,20.97,3.488762,5930199,33,001298,20260416
300134.SZ,大富科技,11.0,-0.4524886877828118,0.184,10.9,11.12,2.20588235,1341/5521,11.15,10.71,10.9,,,,46500,506850.0,-4100,-44690.0,10.9,11.15,10.71,11.12,4.044117,2.1322414E7,33,300134,20260416
300894.SZ,火星人,10.46,0.5769230769230816,0.401,10.02,10.2,2.20440882,1342/5521,10.23,9.94,10.02,,,,3900,39078.0,-400,-4008.0,10.02,10.23,9.94,10.2,2.905811,3985536,33,300894,20260416
300269.SZ,联建光电,6.3,0.6389776357827482,0.138,7.28,7.43,2.20082531,1343/5521,7.45,7.15,7.28,,,,60300,438984.0,-3800,-27664.0,7.28,7.45,7.15,7.43,4.126547,2.70026E7,33,300269,20260416
603334.SH,丰倍生物,48.55,-3.498310475054671,0.634,54,54.84,2.19903094,1344/5521,54.99,53.41,54.0,,,,9800,529200.0,-700,-37800.0,54,54.99,53.41,54.84,2.944465,1481865,17,603334,20260416
300031.SZ,宝通科技,23.13,0.4778453518679385,0.956,21.12,21.38,2.19885277,1345/5521,21.48,21.07,21.12,,,,20500,432960.0,-1600,-33792.0,21.12,21.48,21.07,21.38,1.959847,8303081,33,300031,20260416
300333.SZ,兆日科技,9.27,1.311475409836057,1.099,9.2,9.3,2.1978022,1346/5521,9.35,9.06,9.2,,,,37100,341320.0,-48700,-448040.0,9.2,9.35,9.06,9.3,3.186813,7649659,33,300333,20260416
603025.SH,大豪科技,16.36,0.24509803921568105,0.618,14.66,14.89,2.19629375,1347/5521,14.96,14.58,14.66,,,,59200,867872.0,-300,-4398.0,14.66,14.96,14.58,14.89,2.608098,1.1780026E7,17,603025,20260416
603997.SH,继峰股份,12.17,0.0822368421052614,0.784,12.85,13.03,2.19607843,1348/5521,13.15,12.67,12.85,,,,31400,403490.0,-5800,-74530.0,12.85,13.15,12.67,13.03,3.764705,9947003,17,603997,20260416
600497.SH,驰宏锌锗,8.98,-0.9922822491730965,0.487,8.25,8.39,2.19244823,1350/5521,8.42,8.24,8.25,,,,353471,2916135.8,111029,915989.25,8.25,8.42,8.24,8.39,2.192448,7.5665356E7,17,600497,20260416
002156.SZ,通富微电,51.77,4.585858585858592,1.064,47.49,48.02,2.19195574,1351/5521,48.36,46.45,47.49,竞价砸盘,单笔放量10%以上砸盘,偏空,422900,20083521.0,-17300,-821577.0,47.49,48.36,46.45,48.02,4.064694,7.6726874E7,33,002156,20260416
301063.SZ,海锅股份,24.06,0.0,0.083,24.21,24.72,2.19098801,1352/5521,24.85,24.05,24.21,,,,14100,341361.0,1800,43578.0,24.21,24.85,24.05,24.72,3.307151,2250199,33,301063,20260416
300213.SZ,佳讯飞鸿,8.36,3.082614056720099,0.516,7.8,7.93,2.19072165,1353/5521,7.96,7.75,7.8,,,,20500,159900.0,-1100,-8580.0,7.8,7.96,7.75,7.93,2.706185,1.0648539E7,33,300213,20260416
300645.SZ,正元智慧,16.6,-0.6582884500299188,0.177,16.96,17.3,2.18546958,1354/5521,17.37,16.88,16.96,,,,3700,62752.0,300,5088.0,16.96,17.37,16.88,17.3,2.89427,3030500,33,300645,20260416
300257.SZ,开山股份,30.77,3.8124156545209145,0.331,30.3,30.86,2.18543046,1355/5521,31.73,30.05,30.3,,,,47500,1439250.0,200,6060.0,30.3,31.73,30.05,30.86,5.562913,1.373468E7,33,300257,20260416
600459.SH,贵研铂业,20.09,-2.0477815699658786,0.68,20.74,21.05,2.18446602,1356/5521,21.12,20.63,20.74,,,,21100,437614.0,900,18666.0,20.74,21.12,20.63,21.05,2.37864,1.5287919E7,17,600459,20260416
002160.SZ,常铝股份,4.88,-1.214574898785435,0.397,5.06,5.15,2.18253968,1357/5521,5.19,5.06,5.06,,,,90200,456412.0,-49500,-250470.0,5.06,5.19,5.06,5.15,2.579365,2.8727409E7,33,002160,20260416
000029.SZ,深深房A,21.26,1.4797136038186267,0.406,19.81,20.16,2.1794222,1358/5521,20.25,19.71,19.81,,,,2200,43582.0,900,17829.0,19.81,20.25,19.71,20.16,2.736948,3646701,33,000029,20260416
300504.SZ,天邑股份,17.26,0.4656577415599642,0.192,15.64,15.95,2.17809097,1359/5521,15.97,15.41,15.64,,,,8500,132940.0,-300,-4692.0,15.64,15.97,15.41,15.95,3.587443,6991710,33,300504,20260416
301273.SZ,瑞晨环保,37.59,3.925905446502631,1.775,30.39,30.51,2.17682518,1360/5521,30.73,29.56,30.39,急速下跌,一分钟跌幅大于3%,-,22700,689853.0,-1300,-39507.0,30.39,30.73,29.56,30.51,3.918285,1386708,33,301273,20260416
000626.SZ,远大控股,9.35,1.6304347826086996,0.605,8.32,8.45,2.17654172,1361/5521,8.54,8.25,8.32,,,,106300,884416.0,-8400,-69888.0,8.32,8.54,8.25,8.45,3.50665,1.97708E7,33,000626,20260416
300125.SZ,*ST聆达,9.82,2.9350104821803056,0.544,9.25,9.4,2.17391304,1363/5521,9.43,9.15,9.25,,,,63400,586450.0,5000,46250.0,9.25,9.43,9.15,9.4,3.043478,8047271,33,300125,20260416
600180.SH,*ST瑞茂,2.91,-4.901960784313722,0.311,3.23,3.29,2.17391304,1363/5521,3.31,3.21,3.23,,,,87800,283594.0,-4100,-13243.0,3.23,3.31,3.21,3.29,3.10559,1.484644E7,22,600180,20260416
301081.SZ,严牌股份,15.89,-2.215384615384612,0.068,14.75,15.06,2.17096336,1365/5521,15.12,14.47,14.75,,,,24100,355475.0,2000,29500.0,14.75,15.12,14.47,15.06,4.409769,4785840,33,301081,20260416
003008.SZ,开普检测,23.5,2.485826428259923,0.521,23.17,23.55,2.1691974,1367/5521,23.63,22.79,23.17,,,,4600,106582.0,0,0.0,23.17,23.63,22.79,23.55,3.644251,1913540,33,003008,20260416
600262.SH,北方股份,24.51,1.030502885408079,0.271,25.9,26.39,2.16802168,1368/5521,26.72,25.63,25.9,,,,9300,240870.0,100,2590.0,25.9,26.72,25.63,26.39,4.219899,5456199,17,600262,20260416
003003.SZ,天元股份,13.86,2.061855670103088,0.232,12.95,13.2,2.16718266,1370/5521,13.26,12.83,12.95,,,,16000,207200.0,2900,37555.0,12.95,13.26,12.83,13.2,3.328173,3474000,33,003003,20260416
301257.SZ,普蕊斯,52.4,-2.9988893002591714,0.433,57.95,58.95,2.16637782,1371/5521,60.26,57.01,57.95,,,,32900,1906555.0,4700,272365.0,57.95,60.26,57.01,58.95,5.632582,2645747,33,301257,20260416
002247.SZ,聚力文化,2.88,-0.3460207612456827,0.722,2.79,2.83,2.16606498,1372/5521,2.84,2.75,2.79,,,,255400,712566.0,-90900,-253611.0,2.79,2.84,2.75,2.83,3.249097,1.95046E7,33,002247,20260416
300614.SZ,百川畅银,13.84,1.1695906432748548,0.155,12.95,13.21,2.16550657,1373/5521,13.33,12.75,12.95,,,,9300,120435.0,1800,23310.0,12.95,13.33,12.75,13.21,4.485692,2969900,33,300614,20260416
603119.SH,浙江荣泰,82.51,9.998666844420743,5.047,82,79.75,2.16500128,1374/5521,83.56,79.09,82.0,大卖单试盘,大卖单试盘535万元,-,667369,54724258.0,14931,1224342.0,82,83.56,79.09,79.75,5.726364,2.2508959E7,17,603119,20260416
688275.SH,万润新能,154.77,-5.0490797546012205,0.758,129,130.8,2.16355542,1375/5521,131.45,126.75,129.0,竞价抢筹,单笔放量10%以上抢筹,看多,41184,5312736.0,841,108489.0,129,131.45,126.75,130.8,3.671014,5862429,17,688275,20260416
688004.SH,博汇科技,23.21,1.4423076923077005,0.721,22.36,22.68,2.16216216,1376/5521,22.84,22.19,22.36,,,,4900,109564.0,1550,34658.0,22.36,22.84,22.19,22.68,2.927927,1824950,17,688004,20260416
300906.SZ,日月明,35.63,1.8000000000000074,0.616,32.65,33.15,2.15716487,1379/5521,33.43,32.4,32.65,,,,1800,58770.0,-200,-6530.0,32.65,33.43,32.4,33.15,3.174114,1493200,33,300906,20260416
002877.SZ,智能自控,9.13,0.772626931567332,1.018,8.93,9.03,2.14932127,1380/5521,9.08,8.82,8.93,,,,33000,294690.0,1400,12502.0,8.93,9.08,8.82,9.03,2.941176,7146260,33,002877,20260416
300721.SZ,怡达股份,20.0,-9.049567985447924,0.072,13.98,14.27,2.14745884,1381/5521,14.36,13.92,13.98,,,,6700,93666.0,6100,85278.0,13.98,14.36,13.92,14.27,3.149606,3606610,33,300721,20260416
300082.SZ,奥克股份,11.63,-5.906148867313904,0.537,11.24,11.42,2.14669052,1382/5521,11.88,11.24,11.24,,,,144000,1618560.0,2600,29224.0,11.24,11.88,11.24,11.42,5.724508,3.6229177E7,33,300082,20260416
300795.SZ,米奥会展,10.89,0.18399264029440066,0.772,11.75,11.91,2.14408233,1383/5521,11.96,11.56,11.75,,,,7500,88125.0,0,0.0,11.55,11.76,11.36,11.71,3.430531,3618770,33,300795,20260416
600167.SH,联美控股,6.67,-0.5961251862891213,0.766,6.58,6.67,2.143951,1384/5521,6.74,6.51,6.58,,,,63200,415856.0,-3200,-21056.0,6.58,6.74,6.51,6.67,3.522205,1.4969186E7,17,600167,20260416
002817.SZ,黄山胶囊,8.27,1.4723926380368002,0.252,7.95,8.1,2.14375788,1385/5521,8.11,7.87,7.95,,,,26800,213060.0,-1700,-13515.0,7.95,8.11,7.87,8.1,3.026481,5475786,33,002817,20260416
301607.SZ,富特科技,50.53,-3.568702290076331,0.462,47.82,48.62,2.14285714,1386/5521,48.88,47.5,47.82,,,,23100,1104642.0,800,38256.0,47.82,48.88,47.5,48.62,2.899159,2924254,33,301607,20260416
300688.SZ,创业黑马,25.99,0.5804953560371462,0.485,24.86,25.27,2.14227971,1388/5521,25.34,24.75,24.86,,,,2400,59664.0,-3100,-77066.0,24.86,25.34,24.75,25.27,2.384801,3521028,33,300688,20260416
