股票代码,股票简称,最新价,最新涨跌幅,竞价涨幅[20260416],p_open,p_close,chg_pct,涨跌幅:前复权排名[20260416],p_high,p_low,竞价匹配价[20260416],竞价异动类型[20260416],竞价异动说明[20260416],集合竞价评级[20260416],竞价量[20260416],竞价金额[20260416],竞价未匹配量[20260416],竞价未匹配金额[20260416],开盘价:前复权[20260416],最高价:前复权[20260416],最低价:前复权[20260416],收盘价:前复权[20260416],振幅[20260416],成交量[20260416],market_code,code,date
688478.SH,晶升股份,41.94,0.5996641880546895,0.137,36.5,38.11,4.55418381,418/5521,38.8,35.89,36.5,,,,21913,799824.5,-1477,-53910.5,36.5,38.8,35.89,38.11,7.983539,6081274,17,688478,20260416
688433.SH,华曙高科,79.31,1.2899106002554344,0.013,78.91,82.49,4.55006337,420/5521,83.47,78.91,78.91,,,,9924,783102.84,4270,336945.7,78.91,83.47,78.91,82.49,5.779467,7693521,17,688433,20260416
002838.SZ,道恩股份,30.04,-2.308943089430897,0.149,26.9,28.07,4.50483991,425/5521,28.64,26.6,26.9,,,,2800,75320.0,300,8070.0,26.9,28.64,26.6,28.07,7.594936,8434015,33,002838,20260416
688078.SH,龙软科技,27.25,3.1806134040136307,0.417,24.1,25.08,4.5,426/5521,25.08,23.96,24.1,,,,7971,192101.1,2816,67865.6,24.1,25.08,23.96,25.08,4.666666,1079940,17,688078,20260416
920564.BJ,天润科技,24.24,1.0421008753647354,0.461,26.13,27.18,4.4982699,427/5521,28.1,25.52,26.13,,,,94035,2457134.6,3013,78729.69,26.13,28.1,25.52,27.18,9.919261,4366622,151,920564,20260416
300418.SZ,昆仑万维,48.86,-2.6305300916699887,1.024,50.3,52.02,4.47881101,428/5521,53.31,50.25,50.3,竞价抢筹,单笔放量10%以上抢筹,看多,182700,9189810.0,600,30180.0,50.3,53.31,50.25,52.02,6.145812,7.786942E7,33,300418,20260416
002556.SZ,辉隆股份,6.33,0.3169572107765525,0.497,6.07,6.31,4.47019868,430/5521,6.45,5.96,6.07,,,,65100,395157.0,-20300,-123221.0,6.07,6.45,5.96,6.31,8.112582,3.5448885E7,33,002556,20260416
002685.SZ,华东重机,9.15,9.975961538461538,0.124,8.09,8.44,4.45544554,433/5521,8.49,7.98,8.09,,,,233000,1884970.0,4600,37214.0,8.09,8.49,7.98,8.44,6.311881,8.7843041E7,33,002685,20260416
600845.SH,宝信软件,22.68,-0.7005253940455348,0.579,22.58,23.45,4.45434298,434/5521,23.65,22.5,22.58,,,,10600,239348.0,-700,-15806.0,22.58,23.65,22.5,23.45,5.122494,3.6769874E7,17,600845,20260416
301169.SZ,零点有数,70.02,3.228659885006631,1.009,56.06,57.97,4.45045045,435/5521,58.5,55.5,56.06,,,,1700,95302.0,200,11212.0,56.06,58.5,55.5,57.97,5.405405,1222401,33,301169,20260416
002181.SZ,粤传媒,16.49,10.00667111407604,0.69,13.13,13.62,4.44785276,436/5521,13.71,12.9,13.13,竞价砸盘,单笔放量10%以上砸盘,偏空,922400,12111112.0,162600,2134938.0,13.13,13.71,12.9,13.62,6.211656,1.18584455E8,33,002181,20260416
002154.SZ,报喜鸟,4.16,1.2165450121654457,0.556,3.62,3.76,4.44444444,437/5521,3.8,3.6,3.62,,,,334200,1209804.0,-334600,-1211252.0,3.62,3.8,3.6,3.76,5.555555,5.3705836E7,33,002154,20260416
603881.SH,数据港,36.91,-0.832885545405702,1.613,40.95,42.08,4.41687345,438/5521,42.62,40.6,40.95,竞价抢筹,单笔放量10%以上抢筹,看多,246800,10106460.0,-10400,-425880.0,40.95,42.62,40.6,42.08,5.012406,8.7139245E7,17,603881,20260416
605366.SH,宏柏新材,13.34,3.0911901081916566,2.461,13.74,14.0,4.39970172,441/5521,14.34,13.18,13.74,急速下跌,一分钟跌幅大于3%,偏空,576400,7919736.0,-48100,-660894.0,13.74,14.34,13.18,14.0,8.65026,5.7764845E7,17,605366,20260416
300846.SZ,首都在线,26.75,-0.9992598075499615,0.334,30.01,31.22,4.37980608,443/5521,31.62,30,30.01,,,,101000,3031010.0,-4300,-129043.0,30.01,31.62,30,31.22,5.416248,5.5413312E7,33,300846,20260416
301085.SZ,亚康股份,70.09,-1.9034289713086066,7.076,69,67.26,4.37616387,444/5521,70.7,66.38,69.0,大幅高开,大幅高开7.10%,偏多,358500,24736500.0,-4700,-324300.0,69,70.7,66.38,67.26,6.70391,1.1536369E7,33,301085,20260416
001358.SZ,兴欣新材,28.71,-0.8290155440414454,0.232,25.9,26.97,4.37306502,445/5521,27.55,25.75,25.9,,,,3200,82880.0,-200,-5180.0,25.65,27.3,25.5,26.72,6.965944,2116538,33,001358,20260416
688696.SH,极米科技,90.04,-0.19951230325869276,0.033,91,94.92,4.3420908,447/5521,95.66,90.01,91.0,,,,2339,212849.0,-791,-71981.0,91,95.66,90.01,94.92,6.210838,1277558,17,688696,20260416
000612.SZ,焦作万方,13.29,-0.968703427719827,1.596,13.37,13.73,4.33130699,448/5521,13.77,13.32,13.37,竞价抢筹,单笔放量10%以上抢筹,看多,435300,5819961.0,9500,127015.0,13.37,13.77,13.32,13.73,3.419452,6.8870957E7,33,000612,20260416
301238.SZ,瑞泰新材,22.29,0.08980691513246329,0.777,20.75,21.48,4.32248664,449/5521,21.75,20.57,20.75,,,,13800,286350.0,-1000,-20750.0,20.75,21.75,20.57,21.48,5.730937,1.8414247E7,33,301238,20260416
002655.SZ,共达电声,31.52,2.671009771986972,0.779,22,22.77,4.30600092,450/5521,23.02,21.75,22.0,,,,306500,6743000.0,300,6600.0,22,23.02,21.75,22.77,5.817682,4.327095E7,33,002655,20260416
688301.SH,奕瑞科技,114.59,1.8577777777777809,0.844,107.5,111.18,4.29643527,452/5521,111.99,106.3,107.5,,,,4773,513097.5,8,860.0,107.5,111.99,106.3,111.18,5.337711,3409142,17,688301,20260416
688718.SH,唯赛勃,17.02,1.1890606420927425,0.781,15.49,16.03,4.29407938,453/5521,16.07,15.16,15.49,,,,7753,120093.97,-143,-2215.07,15.49,16.07,15.16,16.03,5.920624,1868319,17,688718,20260416
002497.SZ,雅化集团,30.67,1.2879788639365937,0.612,26.3,27.26,4.28462127,454/5521,27.83,26.16,26.3,,,,113800,2992940.0,4000,105200.0,26.3,27.83,26.16,27.26,6.388676,6.5951883E7,33,002497,20260416
300448.SZ,浩云科技,8.11,3.841229193341867,0.153,6.55,6.82,4.28134557,455/5521,6.83,6.5,6.55,,,,26000,170300.0,700,4585.0,6.55,6.83,6.5,6.82,5.045871,2.645244E7,33,300448,20260416
002816.SZ,*ST和科,23.3,-2.632678646050978,1.11,24.6,25.37,4.27455816,456/5521,25.46,24.41,24.6,,,,31200,767520.0,-16900,-415740.0,24.6,25.46,24.41,25.37,4.315659,4238300,33,002816,20260416
002756.SZ,永兴材料,87.24,4.105011933174222,1.758,77,78.9,4.26853443,457/5521,80.1,75.9,77.0,,,,141300,10880100.0,-20300,-1563100.0,77,80.1,75.9,78.9,5.550416,1.7718974E7,33,002756,20260416
002538.SZ,ST司特,7.33,0.13661202185792057,0.146,6.84,7.12,4.24597365,459/5521,7.16,6.81,6.84,,,,248200,1697688.0,17700,121068.0,6.84,7.16,6.81,7.12,5.12445,2.1158654E7,33,002538,20260416
001311.SZ,多利科技,30.26,2.3680649526387105,0.35,31.5,32.72,4.23701816,460/5521,33.45,31.5,31.5,,,,6800,214200.0,100,3150.0,31.5,33.45,31.5,32.72,6.212169,4875057,33,001311,20260416
301279.SZ,金道科技,29.18,-0.5114217524718669,0.904,27.9,28.82,4.23146474,461/5521,29.07,27.22,27.9,,,,5100,142290.0,-1700,-47430.0,27.9,29.07,27.22,28.82,6.690777,2472539,33,301279,20260416
603496.SH,恒为科技,30.51,1.026490066225173,0.381,28.97,30.08,4.22730423,463/5521,30.3,28.97,28.97,,,,32700,947319.0,-100,-2897.0,28.97,30.3,28.97,30.08,4.608454,2.1154186E7,17,603496,20260416
300264.SZ,佳创视讯,9.36,5.286839145106849,0.603,8.34,8.64,4.22195416,464/5521,8.78,8.26,8.34,,,,17100,142614.0,-11900,-99246.0,8.34,8.78,8.26,8.64,6.272617,2.13518E7,33,300264,20260416
300578.SZ,会畅科技,21.6,1.6949152542373023,0.047,21.19,22.07,4.20207743,467/5521,22.25,21.17,21.19,,,,10400,220376.0,200,4238.0,21.19,22.25,21.17,22.07,5.09915,9224700,33,300578,20260416
300184.SZ,力源信息,13.35,1.2898330804248856,0.437,11.5,11.93,4.19213974,470/5521,11.97,11.45,11.5,,,,729733,8391929.5,52767,606820.5,11.5,11.97,11.45,11.93,4.541484,1.07378918E8,33,300184,20260416
000700.SZ,模塑科技,12.04,6.172839506172833,3.665,11.88,11.94,4.18848168,472/5521,12.08,11.69,11.88,竞价抢筹,单笔放量10%以上抢筹,看多,502000,5963760.0,4700,55836.0,11.88,12.08,11.69,11.94,3.403141,5.6223947E7,33,000700,20260416
920808.BJ,曙光数创,78.73,2.472992320708064,0.431,76.83,79.7,4.18300654,473/5521,79.9,75.45,76.83,,,,13666,1049958.78,65,4993.95,76.83,79.9,75.45,79.7,5.816993,3781988,151,920808,20260416
688156.SH,路德科技,25.48,2.4115755627009703,0.528,24.76,25.66,4.181892,474/5521,25.98,24.6,24.76,竞价抢筹,单笔放量10%以上抢筹,看多,269370,6669601.2,21492,532141.92,24.76,25.98,24.6,25.66,5.602923,6852309,17,688156,20260416
002460.SZ,赣锋锂业,88.68,2.0483314154200243,1.412,83.33,85.6,4.17427285,475/5521,86.7,82.36,83.33,竞价抢筹,单笔放量10%以上抢筹,看多,498338,41526506.0,27462,2288408.5,83.33,86.7,82.36,85.6,5.281732,8.5382271E7,33,002460,20260416
603725.SH,天安新材,9.81,0.0,0.448,8.96,9.29,4.14798206,477/5521,9.33,8.86,8.96,,,,71000,636160.0,-800,-7168.0,8.96,9.33,8.86,9.29,5.269058,9062716,17,603725,20260416
002870.SZ,香山股份,39.58,10.005558643690943,0.615,36,37.26,4.13638904,478/5521,37.75,35.78,36.0,,,,1100,39600.0,-400,-14400.0,36,37.75,35.78,37.26,5.505869,3658305,33,002870,20260416
600410.SH,华胜天成,21.92,-2.621057307863171,0.819,27.1,27.99,4.12946429,480/5521,28.17,26.91,27.1,竞价抢筹,单笔放量10%以上抢筹,看多,344900,9346790.0,3000,81300.0,27.1,28.17,26.91,27.99,4.6875,2.09213923E8,17,600410,20260416
300769.SZ,德方纳米,71.95,12.9158819836786,1.891,46.89,47.92,4.12863972,481/5521,49.2,46.42,46.89,,,,133300,6250437.0,6100,286029.0,46.89,49.2,46.42,47.92,6.040851,2.6071953E7,33,300769,20260416
603311.SH,金海高科,19.75,-1.594419531639264,0.423,19,19.7,4.12262156,482/5521,19.7,18.46,19.0,,,,99100,1882900.0,5100,96900.0,19,19.7,18.46,19.7,6.553911,1.34349E7,17,603311,20260416
300766.SZ,每日互动,29.22,-1.7484868863483511,0.278,36.1,37.48,4.11111111,483/5521,37.52,36.1,36.1,,,,112100,4046810.0,4900,176890.0,36.1,37.52,36.1,37.48,3.944444,3.692138E7,33,300766,20260416
920010.BJ,凯添燃气,11.83,0.6808510638297879,0.087,11.46,11.92,4.10480349,485/5521,12.06,11.2,11.46,,,,4506,51638.76,1205,13809.3,11.46,12.06,11.2,11.92,7.510917,1.6735243E7,151,920010,20260416
300991.SZ,创益通,50.68,3.8099139696845543,0.828,52.38,54.08,4.10009625,486/5521,56.55,51.45,52.38,,,,22600,1183788.0,-400,-20952.0,52.38,56.55,51.45,54.08,9.817131,5294281,33,300991,20260416
002245.SZ,蔚蓝锂芯,20.66,-2.9135338345864707,1.471,19.32,19.82,4.09663866,487/5521,20.08,19.21,19.32,竞价抢筹,单笔放量10%以上抢筹,看多,427400,8257368.0,-10100,-195132.0,19.32,20.08,19.21,19.82,4.569327,9.467541E7,33,002245,20260416
000408.SZ,藏格矿业,89.26,-1.9228656191627294,0.213,84.66,87.94,4.09564394,488/5521,88.17,84.3,84.66,,,,28300,2395878.0,600,50796.0,83.16,86.67,82.8,86.44,4.580965,1.9283146E7,33,000408,20260416
301662.SZ,宏工科技,182.26,5.048991354466853,0.021,140,145.68,4.0794456,493/5521,146.88,139.99,140.0,,,,1600,224000.0,-100,-14000.0,140,146.88,139.99,145.68,4.922483,2350043,33,301662,20260416
600531.SH,豫光金铅,14.73,-3.4098360655737676,0.519,13.56,14.04,4.07709414,494/5521,14.19,13.55,13.56,,,,276500,3749340.0,-4000,-54240.0,13.56,14.19,13.55,14.04,4.744255,6.5477765E7,17,600531,20260416
688228.SH,开普云,105.51,0.9375298957237195,0.3,106.9,110.92,4.07205855,495/5521,111.88,106.9,106.9,,,,3400,363460.0,-55,-5879.5,106.9,111.88,106.9,110.92,4.672546,2668016,17,688228,20260416
000962.SZ,东方钽业,43.87,-1.1714350078846658,0.045,44.5,46.29,4.0692446,496/5521,46.64,43.25,44.5,,,,97800,4352100.0,-100,-4450.0,44.5,46.64,43.25,46.29,7.621402,2.5603786E7,33,000962,20260416
603378.SH,亚士创能,5.21,0.0,0.37,5.43,5.63,4.06654344,497/5521,5.67,5.35,5.43,涨停试盘,第1次涨停试盘,-,9100,49413.0,-2300,-12489.0,5.43,5.67,5.35,5.63,5.914972,7926793,17,603378,20260416
601600.SH,中国铝业,11.65,-2.183039462636438,1.951,12.54,12.8,4.06504065,498/5521,12.8,12.54,12.54,竞价抢筹,单笔放量10%以上抢筹,看多,1682500,21098550.0,16400,205656.0,12.54,12.8,12.54,12.8,2.113821,3.04362934E8,17,601600,20260416
000792.SZ,盐湖股份,39.29,-0.5316455696202553,0.594,37.23,38.51,4.05295866,501/5521,38.93,37.22,37.23,竞价抢筹,单笔放量10%以上抢筹,看多,303800,11310474.0,2000,74460.0,37.23,38.93,37.22,38.51,4.620372,1.11767046E8,33,000792,20260416
300571.SZ,平治信息,44.35,4.352941176470591,1.665,35.42,36.25,4.04707233,502/5521,36.8,35.42,35.42,竞价抢筹,单笔放量10%以上抢筹,看多,240800,8529136.0,18900,669438.0,35.42,36.8,35.42,36.25,3.960964,2.2001816E7,33,300571,20260416
600356.SH,恒丰纸业,9.93,1.0172939979654083,1.638,9.31,9.53,4.03930131,503/5521,9.8,9.31,9.31,竞价抢筹,单笔放量10%以上抢筹,看多,256500,2388015.0,48600,452466.0,9.31,9.8,9.31,9.53,5.349344,2.3404915E7,17,600356,20260416
000703.SZ,恒逸石化,17.65,2.675974403723079,1.303,15.55,15.97,4.03908795,504/5521,16.16,15.22,15.55,急速上涨,一分钟涨幅大于3%,偏多,939800,14613890.0,-4000,-62200.0,15.55,16.16,15.22,15.97,6.123778,7.8937794E7,33,000703,20260416
600520.SH,三佳科技,29.46,-1.1409395973154357,1.482,24.66,25.28,4.03292181,506/5521,25.5,24.44,24.66,竞价抢筹,单笔放量10%以上抢筹,看多,159600,3935736.0,3600,88776.0,24.66,25.5,24.44,25.28,4.362139,6767302,17,600520,20260416
688244.SH,永信至诚,19.74,1.334702258726889,0.531,18.95,19.61,4.03183024,507/5521,19.71,18.75,18.95,,,,7235,137103.25,-1208,-22891.6,18.95,19.71,18.75,19.61,5.092838,2682858,17,688244,20260416
301075.SZ,多瑞医药,83.45,2.4554941682013505,0.502,68.14,70.53,4.02654867,508/5521,71.38,66.1,68.14,涨停试盘,第1次涨停试盘,-,34600,2357644.0,500,34070.0,68.14,71.38,66.1,70.53,7.78761,3380200,33,301075,20260416
300170.SZ,汉得信息,19.82,-0.9990009990009955,1.126,20.66,21.25,4.01370534,510/5521,21.36,20.63,20.66,,,,322100,6654586.0,21700,448322.0,20.66,21.36,20.63,21.25,3.573176,7.7152948E7,33,300170,20260416
002909.SZ,集泰股份,6.69,-0.1492537313432804,0.161,6.24,6.48,4.01284109,511/5521,6.5,6.2,6.24,,,,18900,117936.0,-4200,-26208.0,6.24,6.5,6.2,6.48,4.815409,9779931,33,002909,20260416
002119.SZ,康强电子,21.01,1.0096153846153886,0.461,21.81,22.58,4.00736988,512/5521,22.58,21.5,21.81,,,,143800,3136278.0,11900,259539.0,21.81,22.58,21.5,22.58,4.974666,4.7831381E7,33,002119,20260416
001300.SZ,三柏硕,18.05,3.4383954154727876,0.766,17.1,17.65,4.0070713,513/5521,18.54,17.1,17.1,,,,3800,64980.0,400,6840.0,17.1,18.54,17.1,17.65,8.485562,1.4742678E7,33,001300,20260416
601339.SH,百隆东方,9.29,5.688282138794085,0.388,7.77,8.05,4.00516796,514/5521,8.28,7.67,7.77,急速上涨,一分钟涨幅大于3%,-,342700,2662779.0,-16000,-124320.0,7.77,8.28,7.67,8.05,7.881136,2.3506813E7,17,601339,20260416
002572.SZ,索菲亚,11.99,-6.4742589703588145,0.636,12.66,13.08,3.9745628,516/5521,13.1,12.58,12.66,,,,37300,472218.0,-1600,-20256.0,12.66,13.1,12.58,13.08,4.133545,1.8993288E7,33,002572,20260416
688059.SH,华锐精密,142.24,0.8865877012554081,0.017,121.11,125.9,3.97225204,517/5521,127.5,121.11,121.11,,,,11237,1360913.1,5792,701469.12,121.11,127.5,121.11,125.9,5.277066,3073410,17,688059,20260416
301098.SZ,金埔园林,9.45,0.5319148936170099,0.718,8.42,8.69,3.94736842,522/5521,8.74,8.3,8.42,,,,33300,280386.0,-17000,-143140.0,8.42,8.74,8.3,8.69,5.263157,5073900,33,301098,20260416
688003.SH,天准科技,72.08,3.2664756446991423,4.74,72.48,71.93,3.94508671,523/5521,76,70.59,72.48,竞价砸盘,单笔放量10%以上砸盘,混战,85210,6176020.8,-5893,-427124.64,72.48,76,70.59,71.93,7.817919,5715245,17,688003,20260416
688327.SH,云从科技,13.78,-0.43352601156069726,0.464,13,13.45,3.94126739,524/5521,13.54,12.98,13.0,,,,15135,196755.0,-6773,-88049.0,13,13.54,12.98,13.45,4.327666,2.8269378E7,17,688327,20260416
605289.SH,罗曼股份,150.05,-2.2602918186555487,0.308,127,131.59,3.9333386,526/5521,133.63,127,127.0,竞价砸盘,单笔放量10%以上砸盘,偏空,69100,8775700.0,-500,-63500.0,127,133.63,127,131.59,5.236553,8668860,17,605289,20260416
600318.SH,新力金融,7.85,-0.2541296060991164,1.043,7.75,7.97,3.91134289,528/5521,8,7.75,7.75,,,,51000,395250.0,-12500,-96875.0,7.75,8,7.75,7.97,3.259452,2.0030301E7,17,600318,20260416
300751.SZ,迈为股份,238.88,7.914709071196233,0.82,225,231.89,3.90733522,531/5521,237.72,215.05,225.0,竞价抢筹,单笔放量10%以上抢筹,看多,64500,14512500.0,-8600,-1935000.0,225,237.72,215.05,231.89,10.158175,1.4272554E7,33,300751,20260416
301010.SZ,晶雪节能,22.12,1.1431184270690442,0.53,20.86,21.56,3.90361446,532/5521,21.69,20.54,20.86,,,,10500,219030.0,200,4172.0,20.86,21.69,20.54,21.56,5.542168,2096731,33,301010,20260416
000960.SZ,锡业股份,35.25,-1.5638089919017097,2.7,35,35.41,3.90258216,533/5521,35.66,34.2,35.0,竞价抢筹,单笔放量10%以上抢筹,看多,800000,28000000.0,-47400,-1659000.0,34.75,35.41,33.95,35.16,4.284037,6.0682062E7,33,000960,20260416
002995.SZ,天地在线,22.4,2.611085661933121,1.758,23.73,24.23,3.90222985,534/5521,24.39,23.29,23.73,竞价抢筹,单笔放量10%以上抢筹,看多,150200,3564246.0,44700,1060731.0,23.73,24.39,23.29,24.23,4.716981,1.76267E7,33,002995,20260416
300969.SZ,恒帅股份,122.4,2.641509433962269,6.235,133.59,130.65,3.89662028,537/5521,134.69,128.01,133.59,竞价抢筹,单笔放量10%以上抢筹,看多,50200,6706218.0,200,26718.0,133.59,134.69,128.01,130.65,5.312127,2606935,33,300969,20260416
600540.SH,新赛股份,5.58,10.059171597633132,0.645,4.68,4.83,3.87096774,541/5521,4.86,4.6,4.68,,,,62000,290160.0,2100,9828.0,4.68,4.86,4.6,4.83,5.591397,1.960707E7,17,600540,20260416
603289.SH,泰瑞机器,11.66,1.6564952048822972,0.421,11.94,12.35,3.86879731,543/5521,12.41,11.82,11.94,,,,62400,745056.0,-17800,-212532.0,11.94,12.41,11.82,12.35,4.962153,1.0590422E7,17,603289,20260416
300025.SZ,华星创业,5.75,1.4109347442680789,0.193,5.18,5.37,3.86847195,544/5521,5.39,5.14,5.18,,,,41500,214970.0,-3300,-17094.0,5.18,5.39,5.14,5.37,4.835589,1.2811192E7,33,300025,20260416
002905.SZ,金逸影视,9.53,-3.7373737373737472,0.313,9.61,9.95,3.86221294,546/5521,9.97,9.61,9.61,跌停试盘,第1次跌停试盘,-,77200,741892.0,132100,1269481.0,9.61,9.97,9.61,9.95,3.757828,1.065474E7,33,002905,20260416
605580.SH,恒盛能源,21.47,0.7981220657276908,4.982,23.39,23.14,3.85996409,547/5521,23.87,22.29,23.39,竞价抢筹,单笔放量10%以上抢筹,看多,175197,4097857.8,15303,357937.17,23.39,23.87,22.29,23.14,7.091561,8932517,17,605580,20260416
603090.SH,宏盛股份,64.15,-4.110612855007473,1.024,68.08,69.99,3.85813919,548/5521,70.29,66.71,68.08,,,,23900,1627112.0,-400,-27232.0,68.08,70.29,66.71,69.99,5.31236,5045364,17,603090,20260416
002881.SZ,美格智能,39.07,0.6439979392065945,0.88,39,40.15,3.85411278,549/5521,40.57,38.81,39.0,涨停试盘,第1次涨停试盘,-,23500,916500.0,1300,50700.0,39,40.57,38.81,40.15,4.552509,5817141,33,002881,20260416
688293.SH,奥浦迈,50.24,-2.9366306027820634,2.152,54.6,55.51,3.85406922,550/5521,56.72,52.53,54.6,,,,200,10920.0,-300,-16380.0,54.6,56.72,52.53,55.51,7.839101,2274828,17,688293,20260416
301446.SZ,福事特,42.87,6.827809618739085,1.132,37.51,38.51,3.82852521,554/5521,38.75,37.08,37.51,急速上涨,一分钟涨幅大于3%,混战,9000,337590.0,0,0.0,37.51,38.75,37.08,38.51,4.502561,935733,33,301446,20260416
688323.SH,瑞华泰,23.99,-9.642184557438803,0.242,20.7,21.44,3.82566586,556/5521,21.94,20.21,20.7,,,,6302,130451.4,-1525,-31567.5,20.7,21.94,20.21,21.44,8.377723,8530667,17,688323,20260416
600797.SH,浙大网新,8.76,-0.680272108843543,0.765,9.22,9.5,3.82513661,557/5521,9.58,9.15,9.22,涨停试盘,第1次涨停试盘,-,145000,1336900.0,-49600,-457312.0,9.22,9.58,9.15,9.5,4.699453,5.130297E7,17,600797,20260416
688002.SH,睿创微纳,146.01,0.35051546391751953,0.835,122,125.6,3.81023225,560/5521,126.66,120.71,122.0,,,,22157,2703154.0,-421,-51362.0,122,126.66,120.71,125.6,4.917761,9896755,17,688002,20260416
002558.SZ,巨人网络,32.82,-2.059086839749322,0.562,32.23,33.27,3.80655226,561/5521,33.33,32.2,32.23,,,,369600,11912208.0,8100,261063.0,32.23,33.33,32.2,33.27,3.525741,6.4417181E7,33,002558,20260416
688401.SH,路维光电,65.28,2.1436394930370906,1.331,53.3,54.6,3.80228137,562/5521,54.9,52.54,53.3,,,,14262,760164.6,7438,396445.4,53.3,54.9,52.54,54.6,4.486692,4503378,17,688401,20260416
600561.SH,江西长运,6.94,-0.8571428571428515,1.108,6.39,6.56,3.79746835,565/5521,6.57,6.23,6.39,急速上涨,一分钟涨幅大于3%,-,83100,531009.0,1500,9585.0,6.39,6.57,6.23,6.56,5.379746,5308151,17,600561,20260416
603383.SH,顶点软件,32.46,-1.5468607825295664,0.98,31.94,32.83,3.79386658,566/5521,33.7,31.94,31.94,涨停试盘,第1次涨停试盘,-,112500,3593250.0,22400,715456.0,31.94,33.7,31.94,32.83,5.564337,1.201557E7,17,603383,20260416
000751.SZ,锌业股份,6.11,0.0,0.189,5.29,5.48,3.78787879,569/5521,5.49,5.29,5.29,,,,62500,330625.0,2500,13225.0,5.29,5.49,5.29,5.48,3.787878,5.7575892E7,33,000751,20260416
600633.SH,浙数文化,13.12,-2.526002971768214,0.158,12.71,13.17,3.78250591,572/5521,13.26,12.7,12.71,,,,18300,232593.0,200,2542.0,12.71,13.26,12.7,13.17,4.412923,4.1691543E7,17,600633,20260416
002920.SZ,德赛西威,103.07,-0.8560984994228555,1.455,105.97,108.39,3.77213978,574/5521,108.48,105.81,105.97,竞价抢筹,单笔放量10%以上抢筹,看多,76300,8085511.0,1700,180149.0,105.97,108.48,105.81,108.39,2.556247,1.0721292E7,33,002920,20260416
001288.SZ,运机集团,28.11,1.7004341534008642,0.075,26.6,27.58,3.76222724,575/5521,27.82,26.32,26.6,,,,3100,82460.0,200,5320.0,26.6,27.82,26.32,27.58,5.64334,6187832,33,001288,20260416
300609.SZ,汇纳科技,42.99,6.8871208354052795,1.49,36.78,37.6,3.75275938,576/5521,38.1,36.3,36.78,竞价砸盘,单笔放量10%以上砸盘,偏空,122400,4501872.0,600,22068.0,36.78,38.1,36.3,37.6,4.966887,6609300,33,300609,20260416
300487.SZ,蓝晓科技,63.75,-1.9381633594831642,0.275,69.22,71.62,3.75199189,578/5521,71.91,69.05,69.22,,,,3500,242270.0,13900,962158.0,69.22,71.91,69.05,71.62,4.143126,2548364,33,300487,20260416
300698.SZ,万马科技,37.68,-0.44914134742404677,0.226,35.56,36.81,3.74859076,579/5521,36.89,35.48,35.56,,,,5100,181356.0,0,0.0,35.56,36.89,35.48,36.81,3.974069,3554240,33,300698,20260416
001208.SZ,华菱线缆,19.16,1.3220518244315178,2.009,21.83,22.2,3.73831776,580/5521,22.78,20.91,21.83,竞价砸盘,单笔放量10%以上砸盘,偏空,1277000,27876910.0,-74500,-1626335.0,21.83,22.78,20.91,22.2,8.738317,8.4977194E7,33,001208,20260416
600773.SH,西藏城投,27.2,-3.2028469750889754,1.424,20.65,21.12,3.73280943,581/5521,21.49,20.52,20.65,,,,142600,2944690.0,7000,144550.0,20.65,21.49,20.52,21.12,4.764243,4.5620237E7,17,600773,20260416
603338.SH,浙江鼎力,55.12,-4.965517241379314,0.625,49.88,51.42,3.73209603,582/5521,52.16,49.81,49.88,,,,11900,593572.0,1400,69832.0,49.88,52.16,49.81,51.42,4.74077,7734789,17,603338,20260416
688659.SH,元琛科技,11.53,2.488888888888883,1.347,9.78,10.01,3.73056995,583/5521,10.18,9.6,9.78,,,,4500,44010.0,-3700,-36186.0,9.78,10.18,9.6,10.01,6.010362,3031938,17,688659,20260416
300520.SZ,科大国创,34.9,1.7789442986293365,4.754,38.78,38.4,3.72771475,584/5521,39.24,37.98,38.78,竞价抢筹,单笔放量10%以上抢筹,看多,483244,18740202.0,45556,1766661.7,38.78,39.24,37.98,38.4,3.403565,2.7296363E7,33,300520,20260416
301187.SZ,欧圣电气,20.37,1.545363908275186,0.932,19.5,20.04,3.72670807,585/5521,20.07,19.35,19.5,,,,7900,154050.0,-4200,-81900.0,19.5,20.07,19.35,20.04,3.726708,3369853,33,301187,20260416
002715.SZ,登云股份,17.5,2.1003500583430537,0.133,15.05,15.59,3.72588157,586/5521,15.72,14.96,15.05,,,,3200,48160.0,-100,-1505.0,15.05,15.72,14.96,15.59,5.056553,4079700,33,002715,20260416
300133.SZ,华策影视,8.74,-0.6818181818181874,2.483,7.43,7.52,3.72413793,587/5521,7.6,7.38,7.43,竞价抢筹,单笔放量10%以上抢筹,看多,1807971,13433225.0,82029,609475.47,7.43,7.6,7.38,7.52,3.034482,8.7655868E7,33,300133,20260416
603887.SH,城地香江,15.19,-4.465408805031452,0.488,16.48,17.01,3.7195122,588/5521,17.16,16.41,16.48,,,,53800,886624.0,3500,57680.0,16.48,17.16,16.41,17.01,4.57317,2.5718252E7,17,603887,20260416
600259.SH,中稀有色,92.01,-1.772178926016864,0.293,92.35,95.5,3.7141616,589/5521,98.65,91.36,92.35,,,,43779,4042990.7,121,11174.35,92.2,98.5,91.21,95.35,7.917028,1.8668349E7,17,600259,20260416
