股票代码,股票简称,最新价,chg_pct,分时买二量[20260429 09:15],{(}分时买二量[20260429 09:15]{*}100.0{)},自由流通股[20260429],yedan_pct,分时买一量[20260430 09:25],{(}分时买一量[20260430 09:25]{*}100.0{)},自由流通股[20260430],open_seal_pct,分时涨跌幅:前复权[20260430 09:25],涨停次数[20260428-20260430],涨停次数排名[20260428-20260430],区间成交额[20260428-20260430],区间振幅[20260428-20260430],分时买三量[20260429 09:15],分时买四量[20260429 09:15],分时买五量[20260429 09:15],分时成交量[20260430 09:25],分时成交额[20260430 09:25],分时换手率[20260430 09:25],分时收盘价:不复权[20260430 09:25],分时买三量[20260430 09:25],分时买四量[20260430 09:25],分时买五量[20260430 09:25],market_code,code,date
600243.SH,*ST海华,4.16,3.740648379052378,30644700,3064470000,395616125,7.746069501085175,13500.0,1350000.0,395616125,0.003412398824744568,1.2468827930174564,2,9/248,160713541.0,10.439560439560449,0.0,0.0,0.0,3828500,15543710.0,0.8723937564087957,4.06,84400.0,205900.0,100.0,22,600243,20260429
600289.SH,ST信通,6.21,-4.900459418070448,549700.0,54970000,389562787,0.14110690711328133,1000.0,100000.0,389562787,0.0002566980300405336,1.6845329249617125,2,9/248,183040303.0,19.08783783783784,0.0,0.0,0.0,1063000,7058320.0,0.18783484565181346,6.64,15200.0,166500.0,30400.0,22,600289,20260429
600735.SH,ST新华锦,7.4,-5.0064184852374805,64228000,6422800000,239919475,26.770648777053218,29772600,2977260000.0,239919475,12.409413616797886,5.006418485237485,2,9/248,540511483.0,11.032531824611024,0.0,0.0,0.0,424200,3469956.0,0.0997057652780981,8.18,8100.0,6100.0,2700.0,22,600735,20260429
603317.SH,天味食品,17.13,-0.8680555555555678,6532.0,653200,369072392,0.0017698424866198065,3400.0,340000.0,369072392,0.0009212284835436838,-2.083333333333326,2,9/248,2328771344.0,11.204481792717097,0.0,0.0,0.0,1373300,23236236.0,0.12898289830656753,16.92,5800.0,4700.0,5900.0,17,603317,20260429
603629.SH,利通电子,144.41,9.993144946302083,2918080.0,291808000,139932820,2.0853435241282208,300.0,30000.0,139932820,0.0002143885901820602,8.401249143118283,2,9/248,8981480700.0,23.10599078341013,0.0,0.0,0.0,1648700,234642980.0,0.6418871568062542,142.32,1000.0,100.0,4200.0,17,603629,20260429
605168.SH,三人行,47.06,-2.969072164948449,15600.0,1560000,97221698,0.016045800804672224,4499.0,449900.0,97221698,0.004627567808988483,0.5360824742268067,2,9/248,2903414226.0,27.095808383233532,0.0,0.0,0.0,652201,31801321.0,0.309368335244106,48.76,100.0,600.0,1400.0,17,605168,20260429
000402.SZ,金融街,3.17,10.069444444444446,5624100.0,562410000,1913531211,0.2939121122075076,55700.0,5570000.0,1913531211,0.0029108487846870035,7.986111111111116,2,9/248,514481120.1,21.969696969696972,0.0,0.0,0.0,13246900,41197859.0,0.443239673609492,3.11,24000.0,20000.0,20400.0,33,000402,20260429
000567.SZ,海德股份,6.67,10.06600660066007,77752800,7775280000,477073040,16.297881766699707,51800.0,5180000.0,477073040,0.01085787618600288,3.300330033003296,2,9/248,1418192094.9,23.24723247232472,0.0,0.0,0.0,2915700,18252282.0,0.14963512424126052,6.26,400400.0,4800.0,14900.0,33,000567,20260429
002192.SZ,融捷股份,109.22,10.001007150770462,5300.0,530000,191495620,0.0027676873236056262,59269.0,5926900.0,191495620,0.03095057735524186,4.5926075133447375,2,9/248,10456218730.0,24.563149745631492,0.0,0.0,0.0,1043631,108381079.0,0.40276333442599005,103.85,8700.0,94600.0,68200.0,33,002192,20260429
002634.SZ,*ST棒杰,5.31,4.940711462450594,19400.0,1940000,334905233,0.005792683448454805,800.0,80000.0,334905233,0.00023887354426617752,1.976284584980248,2,9/248,430097850.0,11.881188118811876,0.0,0.0,0.0,1530800,7898928.0,0.3461506354538077,5.16,18000.0,6000.0,256700.0,33,002634,20260429
002645.SZ,华宏科技,25.77,9.98719590268886,1100.0,110000,328551719,0.0003348026920534846,100.0,10000.0,328551719,3.0436608368498598e-05,6.188647033717443,2,9/248,2216210328.0,20.84277299501585,0.0,0.0,0.0,1608400,40016992.0,0.2877653815995197,24.88,2100.0,600.0,1400.0,33,002645,20260429
002842.SZ,翔鹭钨业,38.49,10.002857959416975,4738000.0,473800000,222595587,2.1285237788653912,77100.0,7710000.0,222595587,0.0346368052660451,4.344098313803935,2,9/248,6424710450.0,28.29380764163374,0.0,0.0,0.0,1649600,60226896.0,0.6144623053096244,36.51,700.0,500.0,1400.0,33,002842,20260429
300632.SZ,光莆股份,24.47,20.009808729769485,59115800,5911580000,191668694,30.842699851651307,5300.0,530000.0,191668694,0.002765188142827331,20.009808729769496,2,9/248,1418907303.0,43.068181818181806,0.0,0.0,0.0,6495900,158954670.0,2.9367226262292303,24.47,100.0,1200.0,100.0,33,300632,20260429
600714.SH,金瑞矿业,22.1,10.004977600796424,16400.0,1640000,186655189,0.008786254530539732,5000.0,500000.0,186655189,0.0026787361373596746,4.280736684917863,2,9/248,1591993394.0,23.375204806116884,0.0,0.0,0.0,595200,12469440.0,0.20654025184092792,20.95,1000.0,1000.0,700.0,17,600714,20260429
603272.SH,*ST联翔,26.8,5.015673981191227,5883800.0,588380000,45163500,13.02777685520387,3331500.0,333150000.0,45163500,7.37653193397323,5.0156739811912265,2,9/248,144448209.0,10.2880658436214,0.0,0.0,0.0,44300,1187240.0,0.04274947648778793,26.8,500.0,800.0,1700.0,22,603272,20260429
688531.SH,日联科技,120.6,19.999999999999996,44897473,4489747300,106963834,41.974442501752506,1232.0,123200.0,106963834,0.001151791174575885,9.45273631840795,2,9/248,3069010917.0,43.99999999999999,0.0,0.0,0.0,1819482,200143020.0,1.5852069998938045,110.0,400.0,1947.0,200.0,17,688531,20260429
920125.BJ,鸿仕达,87.2,29.994036970781163,804.0,80400,16481539,0.004878185222872694,21350.0,2135000.0,16481539,0.1295388737665821,5.068574836016704,2,9/248,1198658335.0,69.1007060572278,0.0,0.0,0.0,162697,11466885.0,0.9871468920469139,70.48,106.0,713.0,2229.0,151,920125,20260429
000711.SZ,ST京蓝,4.92,2.9288702928870225,7638800.0,763880000,2222009423,0.34377892014907085,282300.0,28230000.0,2222009423,0.01270471659921489,-2.5104602510460317,1,38/248,1825522209.0,11.899313501144155,0.0,0.0,0.0,3855700,17967562.0,0.1619166112570402,4.66,27500.0,119000.0,161000.0,33,000711,20260429
000752.SZ,*ST西发,10.0,-1.1857707509881346,406976.0,40697600,214073042,0.19011081273839234,70100.0,7010000.0,214073042,0.03274583261165598,-3.162055335968361,1,38/248,233177949.2,13.116370808678502,0.0,0.0,0.0,339300,3325140.0,0.1286404083954211,9.8,300.0,13900.0,1200.0,33,000752,20260429
000889.SZ,中嘉博创,4.42,-8.108108108108103,119700.0,11970000,643753128,0.018594084408083838,62099.0,6209900.0,643753128,0.009646399729804498,-2.494802494802484,1,38/248,3121807235.0,13.677130044843056,0.0,0.0,0.0,2860601,13416218.7,0.3288632480338058,4.69,168800.0,922400.0,47900.0,33,000889,20260429
000908.SZ,ST景峰,7.12,-3.3921302578018997,1482800.0,148280000,654409176,0.22658606486288022,55450.0,5545000.0,654409176,0.008473291945405118,-1.4925373134328401,1,38/248,517337452.0,10.845070422535217,0.0,0.0,0.0,612250,4444935.0,0.06959172411511326,7.26,4000.0,21500.0,77600.0,33,000908,20260429
001298.SZ,好上好,23.16,1.3566739606126859,2730830.0,273083000,225165063,1.2128124868110646,21925.0,2192500.0,225165063,0.009737301030577732,0.043763676148778075,1,38/248,2528976254.0,7.873644507307881,0.0,0.0,0.0,468775,10716196.5,0.1964070557902962,22.86,100.0,5500.0,7200.0,33,001298,20260429
002412.SZ,汉森制药,6.99,-0.28530670470755454,1314300.0,131430000,278743811,0.4715082265987961,72821.0,7282100.0,278743811,0.02612470559929311,-0.28530670470755526,1,38/248,750609849.0,5.084745762711865,0.0,0.0,0.0,720779,5038245.2,0.14477980094206028,6.99,34700.0,13800.0,31100.0,33,002412,20260429
002569.SZ,*ST步森,14.41,1.4788732394366257,182600.0,18260000,118676240,0.1538639916465166,2200.0,220000.0,118676240,0.0018537830318857422,2.1126760563380254,1,38/248,218291127.0,6.746626686656675,0.0,0.0,0.0,79000,1145500.0,0.05642454110420684,14.5,3600.0,7900.0,8000.0,33,002569,20260429
002715.SZ,登云股份,17.5,2.1003500583430537,188200.0,18820000,90449575,0.20807173499709644,800.0,80000.0,90449575,0.0008844707119961592,-0.17502917152859565,1,38/248,798657134.0,13.808606294155418,0.0,0.0,0.0,142900,2445019.0,0.10355072463768115,17.11,800.0,5100.0,3300.0,33,002715,20260429
002733.SZ,雄韬股份,27.66,-6.68016194331984,1400.0,140000,231122674,0.0006057389246024386,15200.0,1520000.0,231122674,0.0065765940385407624,1.1133603238866252,1,38/248,5040011370.0,19.568936024632222,0.0,0.0,0.0,747300,22396581.0,0.20259567597063927,29.97,100.0,1700.0,6200.0,33,002733,20260429
002902.SZ,铭普光磁,30.39,-1.9361084220716291,811300.0,81130000,157312278,0.5157257973214271,72500.0,7250000.0,157312278,0.046086676082587784,1.0003226847370206,1,38/248,4093409934.0,11.045089129674952,0.0,0.0,0.0,704400,22047720.0,0.3965500684487978,31.3,2400.0,300.0,4700.0,33,002902,20260429
003026.SZ,中晶科技,49.99,5.419654154365246,1114950.0,111495000,73599327,1.5148915695927492,35400.0,3540000.0,73599327,0.04809826589854551,-0.4639392661324293,1,38/248,3314455958.0,28.08551992225461,0.0,0.0,0.0,710200,33521440.0,0.7337504545905379,47.2,3600.0,100.0,100.0,33,003026,20260429
300187.SZ,永清环保,5.62,-3.436426116838491,17200.0,1720000,315689956,0.005448383666663123,39400.0,3940000.0,315689956,0.012480599794565526,0.1718213058419238,1,38/248,1181287859.0,11.328125000000002,0.0,0.0,0.0,853500,4975905.0,0.1329694644839978,5.83,8900.0,12100.0,2000.0,33,300187,20260429
300905.SZ,宝丽迪,68.12,0.029368575624097257,445600.0,44560000,86805009,0.5133344321178517,4400.0,440000.0,86805009,0.005068831914987763,0.9985315712188081,1,38/248,3714162995.0,14.145031333930156,0.0,0.0,0.0,455700,31343046.0,0.32632459661585855,68.78,200.0,2600.0,100.0,33,300905,20260429
600238.SH,*ST椰岛,5.64,2.5454545454545396,102500.0,10250000,362235725,0.028296491186781757,1775000.0,177500000.0,362235725,0.4900124083564646,5.0909090909091015,1,38/248,296537145.0,10.707456978967505,0.0,0.0,0.0,2216600,12811948.0,0.49780855090729126,5.78,37000.0,41300.0,2000.0,22,600238,20260429
600265.SH,*ST景谷,22.02,-0.13605442176871263,889900.0,88990000,46331947,1.9207049511646899,5200.0,520000.0,46331947,0.01122335739527631,-2.539682539682553,1,38/248,155973149.0,12.928637627432805,0.0,0.0,0.0,124200,2669058.0,0.09568567026194146,21.49,100.0,300.0,3000.0,22,600265,20260429
600488.SH,津药药业,5.7,-2.730375426621163,6300.0,630000,479150231,0.0013148277079720327,37800.0,3780000.0,479150231,0.007888966247832196,0.17064846416381396,1,38/248,2100300024.0,13.167259786476857,0.0,0.0,0.0,1994100,11705367.0,0.1826288420333143,5.87,25400.0,308800.0,61000.0,17,600488,20260429
600623.SH,华谊集团,10.88,0.18416206261511373,3577.0,357700,649844001,0.0005504397970121448,176300.0,17630000.0,649844001,0.027129587982454885,0.0,1,38/248,1338537921.0,11.597151576805704,0.0,0.0,0.0,259700,2820342.0,0.01384302728685141,10.86,3000.0,200.0,90400.0,17,600623,20260429
600726.SH,华电能源,6.59,-7.183098591549293,969305.0,96930500,1046761352,0.09260038098922857,54700.0,5470000.0,1046761352,0.005225641918808634,-0.28169014084505895,1,38/248,10358939890.0,21.316614420062702,0.0,0.0,0.0,6006400,42525312.0,0.08034956332227619,7.08,95700.0,17800.0,51400.0,17,600726,20260429
600770.SH,综艺股份,7.62,-3.422053231939158,1889281.0,188928100,723174821,0.26124817196864214,1057061.0,105706100.0,723174821,0.14616949723696201,0.0,1,38/248,5262784170.0,25.43103448275863,0.0,0.0,0.0,5515239,43515236.0,0.42424915384615386,7.89,7600.0,8400.0,45900.0,17,600770,20260429
601789.SH,宁波建工,5.89,-2.3217247097844207,29971000,2997100000,794798590,3.770892447104115,209800.0,20980000.0,794798590,0.026396624583845826,-0.8291873963515717,1,38/248,3235627082.0,8.455882352941176,0.0,0.0,0.0,4551100,27215578.0,0.4187620449525979,5.98,80000.0,281000.0,173100.0,17,601789,20260429
603283.SH,赛腾股份,53.83,0.05576208178438873,1074437.0,107443700,172740815,0.6219937077406981,300.0,30000.0,172740815,0.0001736705942946952,0.33457249070631967,1,38/248,3014576871.0,5.533199195171026,0.0,0.0,0.0,106500,5748870.0,0.03927367190058349,53.98,800.0,200.0,900.0,17,603283,20260429
603338.SH,浙江鼎力,55.12,-4.965517241379314,1900.0,190000,221194099,0.0008589740904435249,13300.0,1330000.0,221194099,0.006012818633104674,-0.5000000000000004,1,38/248,2274383170.0,9.104938271604937,0.0,0.0,0.0,90800,5240068.0,0.017932335409269088,57.71,300.0,300.0,3700.0,17,603338,20260429
603557.SH,ST起步,4.26,0.0,1495600.0,149560000,419266552,0.3567181767459475,,,419266552,,,1,38/248,133556603.0,6.9408740359897285,0.0,0.0,0.0,0,0.0,0.0,,,,,22,603557,20260429
603779.SH,威龙股份,7.45,7.194244604316546,23400.0,2340000,221582560,0.010560397894130297,92900.0,9290000.0,221582560,0.04192568223780788,2.0143884892086295,1,38/248,758538296.0,18.43750000000001,0.0,0.0,0.0,529600,3754864.0,0.15947832087660896,7.09,11200.0,900.0,7800.0,17,603779,20260429
603931.SH,格林达,38.82,-0.9441183975503891,1900.0,190000,103967115,0.0018275009362335387,1500.0,150000.0,103967115,0.001442763897026478,-2.2965042102577105,1,38/248,2173270778.0,17.7835799245721,0.0,0.0,0.0,347100,13290459.0,0.17393406380629067,38.29,200.0,100.0,1000.0,17,603931,20260429
605289.SH,罗曼股份,150.05,-2.2602918186555487,1600.0,160000,54404000,0.002940960223512977,200.0,20000.0,54404000,0.00036762002793912213,0.0,1,38/248,3851209398.0,11.033804202684651,0.0,0.0,0.0,79700,12235544.0,0.07356640129225799,153.52,200.0,4500.0,9500.0,17,605289,20260429
000039.SZ,中集集团,12.39,-0.3218020917135893,4280.0,428000,2026388546,0.00021121319543818622,500.0,50000.0,2026388546,2.4674438719414277e-05,0.7240547063555924,1,38/248,2401000786.0,14.068100358422942,0.0,0.0,0.0,636000,7962720.0,0.0276352666448948,12.52,5300.0,1000.0,55700.0,33,000039,20260429
000551.SZ,创元科技,16.28,3.299492385786811,67300.0,6730000,312105938,0.021563191149538464,1000.0,100000.0,312105938,0.00032040402896788207,1.0152284263959421,1,38/248,1471812075.0,16.242257398485886,0.0,0.0,0.0,1222500,19462200.0,0.25229740156460545,15.92,600.0,200.0,1100.0,33,000551,20260429
000691.SZ,*ST亚太,7.65,1.7287234042553297,2300.0,230000,279628205,0.0008225207467894736,1300.0,130000.0,279628205,0.00046490303079405027,0.7978723404255428,1,38/248,131833268.0,8.479138627187078,0.0,0.0,0.0,185200,1403816.0,0.05728957218424227,7.58,1300.0,3000.0,79700.0,33,000691,20260429
000692.SZ,惠天热电,5.0,0.8064516129032265,1865300.0,186530000,373036368,0.5000316751958083,2400.0,240000.0,373036368,0.0006433689060579745,4.0322580645161255,1,38/248,508772494.29999995,18.243243243243253,0.0,0.0,0.0,2578700,13306092.0,0.4839602870224759,5.16,300.0,200.0,10000.0,33,000692,20260429
000716.SZ,黑芝麻,5.14,-0.7722007722007729,4300.0,430000,475569522,0.0009041790529208892,6900.0,690000.0,475569522,0.0014508919686404967,0.38610038610038533,1,38/248,663400991.0,16.557734204793043,0.0,0.0,0.0,1798200,9350640.0,0.243431157041326,5.2,108300.0,2100.0,33400.0,33,000716,20260429
000820.SZ,*ST节能,3.75,-3.1007751937984525,7272100.0,727210000,296966877,2.4487916206223903,2620644.0,262064400.0,296966877,0.8824701348763553,4.909560723514206,1,38/248,191180348.7,11.51685393258426,0.0,0.0,0.0,860156,3492233.4,0.28964711778276875,4.06,114100.0,4400.0,10000.0,33,000820,20260429
000831.SZ,中国稀土,54.44,0.7588376827688258,300.0,30000,657573396,4.5622283660636414e-05,1400.0,140000.0,657573396,0.00021290399041630327,0.5922635572829904,1,38/248,7341710730.0,12.777001397484538,0.0,0.0,0.0,1056500,57420775.0,0.0995551531812361,54.35,1200.0,1300.0,200.0,33,000831,20260429
000901.SZ,航天科技,24.0,3.359173126614992,900.0,90000,519579676,0.00017321693699196965,100.0,10000.0,519579676,1.9246326332441072e-05,-0.5167958656330685,1,38/248,3310641715.0,14.683082535339729,0.0,0.0,0.0,1628300,37613730.0,0.2039981837433954,23.1,100.0,1400.0,7300.0,33,000901,20260429
001203.SZ,大中矿业,52.31,1.9688109161793472,4200.0,420000,489158298,0.000858617755677938,1100.0,110000.0,489158298,0.00022487607886803137,1.3645224171540127,1,38/248,4909272187.0,17.791411042944777,0.0,0.0,0.0,379700,19744400.0,0.029074082985543263,52.0,300.0,14400.0,100.0,33,001203,20260429
001396.SZ,誉帆科技,46.85,-1.8025571159086133,100.0,10000,22207144,0.00045030554131589366,1000.0,100000.0,22207144,0.0045030554131589365,0.586879060993506,1,38/248,437991655.2,11.312217194570135,0.0,0.0,0.0,111700,5360483.0,0.5029912896498532,47.99,3100.0,800.0,700.0,33,001396,20260429
002079.SZ,苏州固锝,11.7,0.08554319931565259,602587.0,60258700,620639650,0.0970912831624599,500.0,50000.0,620639650,8.056204594727392e-05,1.6253207869974418,1,38/248,2497861542.0,13.459715639810424,0.0,0.0,0.0,3155200,37483776.0,0.3892522580951951,11.88,20200.0,600.0,1200.0,33,002079,20260429
002227.SZ,*ST特迅,8.78,-3.938730853391698,28100.0,2810000,118365830,0.02373995941227295,1000.0,100000.0,118365830,0.0008448384132481477,0.6564551422319376,1,38/248,391538380.0,8.383233532934124,0.0,0.0,0.0,215400,1981680.0,0.08758348883875297,9.2,3500.0,300.0,600.0,33,002227,20260429
002497.SZ,雅化集团,30.67,1.2879788639365937,1100.0,110000,988307780,0.00011130135998727036,6800.0,680000.0,988307780,0.0006880447708303986,0.26420079260236484,1,38/248,6833283820.0,13.841905419399383,0.0,0.0,0.0,640100,19433436.0,0.060410294622026135,30.36,600.0,8300.0,80000.0,33,002497,20260429
002498.SZ,汉缆股份,8.72,-3.3259423503325825,77300.0,7730000,1112387984,0.006949014292840474,18200.0,1820000.0,1112387984,0.0016361197946920649,0.0,1,38/248,4276434420.0,10.19698725376594,0.0,0.0,0.0,2932300,26449346.0,0.08814186382333032,9.02,1300.0,13700.0,3500.0,33,002498,20260429
002512.SZ,ST达华,4.31,4.866180048661783,6521900.0,652190000,790141200,0.8254094331494168,7200.0,720000.0,790141200,0.0009112295372017053,2.1897810218977964,1,38/248,667611114.0,9.708737864077657,0.0,0.0,0.0,3907200,16410240.0,0.35700065222242927,4.2,7900.0,5300.0,8300.0,33,002512,20260429
002520.SZ,日发精机,5.93,3.130434782608691,319100.0,31910000,539025573,0.05919941761278922,200.0,20000.0,539025573,3.710399098263191e-05,3.4782608695652195,1,38/248,762399824.6,14.471243042671619,0.0,0.0,0.0,2127100,12656245.0,0.29648465279483216,5.95,20200.0,3500.0,20500.0,33,002520,20260429
002522.SZ,浙江众成,6.35,-1.397515527950322,39000.0,3900000,678575032,0.005747337900873429,3800.0,380000.0,678575032,0.0005599970262389495,0.46583850931676274,1,38/248,1064476773.0,11.12929623567921,0.0,0.0,0.0,1359700,8797259.0,0.15023979379352395,6.47,137700.0,1600.0,3500.0,33,002522,20260429
002627.SZ,三峡旅游,7.49,-0.9259259259259179,7300.0,730000,477435800,0.0015290013861549553,66200.0,6620000.0,477435800,0.013865738597733978,0.1322751322751392,1,38/248,819872759.0,13.911845730027544,0.0,0.0,0.0,402200,3044654.0,0.05608851936424893,7.57,300.0,1400.0,8400.0,33,002627,20260429
002756.SZ,永兴材料,87.24,4.105011933174222,100.0,10000,338940389,2.9503713114579565e-05,500.0,50000.0,338940389,0.00014751856557289783,2.3269689737470234,1,38/248,6317078130.0,20.03441494591937,0.0,0.0,0.0,369500,31684625.0,0.09545881096851241,85.75,700.0,100.0,100.0,33,002756,20260429
002786.SZ,银宝山新,7.84,0.9009009009009046,856400.0,85640000,308698400,0.27742288265828396,1300.0,130000.0,308698400,0.0004211230119754427,1.4157014157014203,1,38/248,573532612.0,16.525423728813557,0.0,0.0,0.0,935900,7374892.0,0.18941049802473933,7.88,2000.0,4000.0,31600.0,33,002786,20260429
002818.SZ,富森美,12.15,-0.6541291905151273,7500.0,750000,148431824,0.005052824790457335,16000.0,1600000.0,148431824,0.010779359552975648,1.4717906786590351,1,38/248,667494055.7,15.384615384615383,0.0,0.0,0.0,785900,9753019.0,0.2634287965906877,12.41,13000.0,70600.0,1700.0,33,002818,20260429
002867.SZ,周大生,13.26,-0.8968609865470926,152902.0,15290200,391244912,0.03908089161297515,3850.0,385000.0,391244912,0.000984038356005509,1.195814648729443,1,38/248,1263898807.0,15.245901639344272,0.0,0.0,0.0,758050,10263997.0,0.07024856316783235,13.54,10300.0,40000.0,1800.0,33,002867,20260429
002956.SZ,西麦食品,33.15,1.9686250384497097,7039360.0,703936000,99708688,7.059926412831748,14180.0,1418000.0,99708688,0.014221428728457443,5.013841894801607,1,38/248,832526158.0,19.81891348088531,0.0,0.0,0.0,265820,9075094.8,0.11908201697090318,34.14,3800.0,2000.0,2500.0,33,002956,20260429
301217.SZ,铜冠铜箔,78.34,10.369118061425754,700.0,70000,229015544,0.00030565610865260743,12981.0,1298100.0,229015544,0.00566817420917071,1.887855734009558,1,38/248,14487285320.0,58.76047554083023,0.0,0.0,0.0,1077819,77947870.0,0.1300119168815006,72.32,200.0,500.0,100.0,33,301217,20260429
600111.SH,北方稀土,53.04,4.102060843964664,15500.0,1550000,2240266051,0.0006918821089611735,400.0,40000.0,2240266051,1.785502216673996e-05,1.8253189401373993,1,38/248,25897193890.0,15.097159940209268,0.0,0.0,0.0,5139800,266652820.0,0.14217721680987297,51.88,200.0,400.0,16500.0,17,600111,20260429
600186.SH,莲花控股,10.72,-0.9242144177449135,25800.0,2580000,1441962096,0.0017892287232493245,2300.0,230000.0,1441962096,0.00015950488618114134,4.71349353049908,1,38/248,11488020200.0,24.839400428265527,0.0,0.0,0.0,8436800,95588944.0,0.4715566170843302,11.33,155300.0,400.0,104600.0,17,600186,20260429
600338.SH,西藏珠峰,27.58,-0.10865628395509286,8300.0,830000,844780672,0.0009825035390961217,500.0,50000.0,844780672,5.918696018651336e-05,1.1590003621876122,1,38/248,11521224250.0,15.102698348771648,0.0,0.0,0.0,1815200,50698536.0,0.19855390626108196,27.93,21400.0,9300.0,5500.0,17,600338,20260429
600392.SH,盛和资源,26.03,-0.6109201985490651,76200.0,7620000,1292883760,0.005893801311264053,174201.0,17420100.0,1292883760,0.013473833100046056,0.0,1,38/248,6472286750.0,11.77924217462932,0.0,0.0,0.0,1835899,48082195.0,0.10473934109750516,26.19,600.0,1400.0,200.0,17,600392,20260429
