股票代码,股票简称,最新价,最新涨跌幅,竞价涨幅[20260429],分时开盘价:不复权[20260429 09:25],p_925,chg_pct,分时涨跌幅:前复权排名[20260429 09:25],分时最高价:不复权[20260429 09:25],分时最低价:不复权[20260429 09:25],分时振幅[20260429 09:25],竞价匹配价[20260429],竞价异动类型[20260429],竞价异动说明[20260429],集合竞价评级[20260429],竞价量[20260429],竞价金额[20260429],竞价未匹配量[20260429],竞价未匹配金额[20260429],分时成交量[20260429 09:25],分时成交额[20260429 09:25],分时换手率[20260429 09:25],market_code,code,date
920186.BJ,中科仪,76.4,6.140594609613784,276.311,61.0,61.0,276.31091918568785,1/5521,61.0,61.0,0,61.0,,,,3611248,220286130.0,18494,1128134.0,3611248,220286130.0,3.7802050985236355,151,920186,20260429
300632.SZ,光莆股份,24.47,20.009808729769485,20.012,20.39,20.39,20.011771630370824,2/5521,20.39,20.39,0,20.39,涨停试盘,第1次涨停试盘,-,2332309,47555781.0,41318991,842494230.0,2332309,47555781.0,1.0544104145165518,33,300632,20260429
688531.SH,日联科技,120.6,19.999999999999996,20.0,100.5,100.5,19.999999999999996,3/5521,100.5,100.5,0,100.5,大幅高开,大幅高开20.00%,看多,419164,42125982.0,12209794,1227084300.0,419164,42125982.0,0.365192789433194,17,688531,20260429
920425.BJ,乐创技术,25.25,13.228699551569504,19.195,23.1,23.1,19.195046439628506,4/5521,23.1,23.1,0,23.1,,,,263895,6095974.5,-14787,-341579.7,263895,6095975.0,0.4456684712950797,151,920425,20260429
920167.BJ,同享科技,19.3,0.6781429316640532,12.845,18.8,18.8,12.845138055222094,5/5521,18.8,18.8,0,18.8,,,,287638,5407594.4,4616,86780.8,287638,5407594.0,0.44005695383861637,151,920167,20260429
001266.SZ,宏英智能,40.59,2.7074898785425106,9.992,39.52,39.52,9.991650431394383,6/5521,39.52,39.52,0,39.52,大幅高开,大幅高开10.00%,看多,150300,5939856.0,4267300,168643700.0,150300,5939856.0,0.25852059277344297,33,001266,20260429
000402.SZ,金融街,3.17,10.069444444444446,9.924,2.88,2.88,9.923664122137389,7/5521,2.88,2.88,0,2.88,大幅高开,大幅高开9.90%,看多,9152606,26359505.0,196612790,566244840.0,9152606,26359505.0,0.30624509101120095,33,000402,20260429
603629.SH,利通电子,144.41,9.993144946302083,9.753,130.99,130.99,9.752827817343967,8/5521,130.99,130.99,0,130.99,大幅高开,大幅高开9.80%,看多,2246700,294295230.0,-1548950,-202896960.0,2246700,294295230.0,0.8747060564060237,17,603629,20260429
002867.SZ,周大生,13.26,-0.8968609865470926,9.622,13.33,13.33,9.621710526315796,9/5521,13.33,13.33,0,13.33,大幅高开,大幅高开9.60%,看多,1919100,25581603.0,-49451,-659181.83,1919100,25581603.0,0.17784317337297942,33,002867,20260429
002780.SZ,三夫户外,16.77,2.56880733944953,9.552,16.63,16.63,9.552042160737816,10/5521,16.63,16.63,0,16.63,大幅高开,大幅高开9.60%,看多,599000,9961370.0,-4700,-78161.0,599000,9961370.0,0.4584706739386494,33,002780,20260429
002210.SZ,飞马国际,2.98,-9.969788519637465,9.302,3.29,3.29,9.302325581395365,11/5521,3.29,3.29,0,3.29,大幅高开,大幅高开9.30%,看多,14226200,46804198.0,-1969088,-6478299.5,14226200,46804198.0,0.5357726907045451,33,002210,20260429
002111.SZ,威海广泰,11.02,4.554079696394691,9.29,10.47,10.47,9.290187891440516,12/5521,10.47,10.47,0,10.47,竞价抢筹,单笔放量10%以上抢筹,看多,1746800,18288996.0,79600,833412.0,1746800,18288996.0,0.35740085007223393,33,002111,20260429
920033.BJ,康普化学,17.55,5.3421368547419,9.159,17.4,17.4,9.15934755332497,13/5521,17.4,17.4,0,17.4,,,,137893,2399338.2,1667,29005.8,137893,2399338.0,0.16661600268087762,151,920033,20260429
002354.SZ,天娱数科,6.2,4.201680672268908,9.057,5.9,5.9,9.057301293900188,14/5521,5.9,5.9,0,5.9,竞价抢筹,单笔放量10%以上抢筹,看多,3343800,19728420.0,-116400,-686760.0,3343800,19728420.0,0.2056844925651893,33,002354,20260429
300098.SZ,高新兴,5.51,-0.8992805755395652,8.858,5.53,5.53,8.85826771653544,15/5521,5.53,5.53,0,5.53,竞价抢筹,单笔放量10%以上抢筹,看多,3214349,17775350.0,489251,2705558.0,3214349,17775350.0,0.20848796322437102,33,300098,20260429
301666.SZ,大普微,318.0,7.4324324324324325,8.777,275.0,275.0,8.777342668407107,16/5521,275.0,275.0,0,275.0,急速下跌,一分钟跌幅大于3%,-,463200,127380000.0,-5416,-1489400.0,463200,127380000.0,1.7468472179591281,33,301666,20260429
600816.SH,建元信托,2.94,6.5217391304347885,8.745,2.86,2.86,8.745247148288971,17/5521,2.86,2.86,0,2.86,大幅高开,大幅高开8.70%,看多,7097300,20298278.0,-325200,-930072.0,7097300,20298278.0,0.12976999492632468,17,600816,20260429
000567.SZ,海德股份,6.67,10.06600660066007,8.711,5.99,5.99,8.711433756805809,18/5521,5.99,5.99,0,5.99,竞价抢筹,单笔放量10%以上抢筹,看多,2143400,12838966.0,-33100,-198269.0,2143400,12838966.0,0.11000031735045367,33,000567,20260429
000551.SZ,创元科技,16.28,3.299492385786811,7.816,15.45,15.45,7.815771109560354,19/5521,15.45,15.45,0,15.45,大幅高开,大幅高开7.80%,看多,1072800,16574760.0,-51960,-802782.0,1072800,16574760.0,0.2214025786490869,33,000551,20260429
000425.SZ,徐工机械,9.95,-3.398058252427198,7.669,10.81,10.81,7.669322709163362,20/5521,10.81,10.81,0,10.81,竞价抢筹,单笔放量10%以上抢筹,看多,4344755,46966802.0,10645,115072.45,4344755,46966802.0,0.048225635264137846,33,000425,20260429
300477.SZ,ST合纵,2.76,12.653061224489779,7.623,2.4,2.4,7.623318385650224,21/5521,2.4,2.4,0,2.4,,,,1290100,3096240.0,-45900,-110160.0,1290100,3096240.0,0.13017993238976402,33,300477,20260429
002568.SZ,百润股份,19.06,4.381161007667016,7.53,17.85,17.85,7.530120481927716,22/5521,17.85,17.85,0,17.85,竞价抢筹,单笔放量10%以上抢筹,看多,473500,8451975.0,2400,42840.0,473500,8451975.0,0.06205105366482952,33,002568,20260429
300366.SZ,ST创意,5.61,3.888888888888888,7.422,5.5,5.5,7.421875,23/5521,5.5,5.5,0,5.5,急速下跌,一分钟跌幅大于3%,-,1477000,8123500.0,27600,151800.0,1477000,8123500.0,0.27841528133072474,33,300366,20260429
603013.SH,亚普股份,20.41,1.8971542685970992,6.919,19.47,19.47,6.919275123558477,24/5521,19.47,19.47,0,19.47,竞价抢筹,单笔放量10%以上抢筹,看多,266600,5190702.0,700,13629.0,266600,5190702.0,0.05245764210682767,17,603013,20260429
002948.SZ,青岛银行,6.08,0.49586776859504544,6.726,6.03,6.03,6.725663716814156,25/5521,6.03,6.03,0,6.03,竞价抢筹,单笔放量10%以上抢筹,看多,2722700,16417881.0,-150688,-908648.64,2722700,16417881.0,0.0874762653963476,33,002948,20260429
002174.SZ,游族网络,10.24,0.5893909626719106,6.487,9.85,9.85,6.486486486486487,26/5521,9.85,9.85,0,9.85,竞价抢筹,单笔放量10%以上抢筹,看多,836900,8243465.0,-476500,-4693525.0,836900,8243465.0,0.08546257569302076,33,002174,20260429
000692.SZ,惠天热电,5.0,0.8064516129032265,6.43,4.8,4.8,6.430155210643007,27/5521,4.8,4.8,0,4.8,涨停试盘,第1次涨停试盘,-,891200,4277760.0,47000,225600.0,891200,4277760.0,0.1672569154203399,33,000692,20260429
603329.SH,上海雅仕,11.25,0.17809439002671035,6.375,11.18,11.18,6.374881065651761,28/5521,11.18,11.18,0,11.18,急速下跌,一分钟跌幅大于3%,偏空,651500,7283770.0,-5870,-65626.6,651500,7283770.0,0.3156751441214507,17,603329,20260429
002832.SZ,比音勒芬,20.24,2.897813929842383,6.208,18.99,18.99,6.208053691275173,29/5521,18.99,18.99,0,18.99,竞价抢筹,单笔放量10%以上抢筹,看多,484700,9204453.0,-8900,-169011.0,484700,9204453.0,0.12446770475728355,33,002832,20260429
300428.SZ,立中集团,21.34,1.5223596574690785,6.096,20.71,20.71,6.096311475409832,30/5521,20.71,20.71,0,20.71,急速上涨,一分钟涨幅大于3%,偏多,349800,7244358.0,15700,325147.0,349800,7244358.0,0.058616411486900305,33,300428,20260429
301329.SZ,信音电子,25.24,2.062272543469462,6.022,24.65,24.65,6.021505376344072,31/5521,24.65,24.65,0,24.65,,,,76500,1885725.0,-876,-21593.4,76500,1885725.0,0.12761911117042574,33,301329,20260429
301060.SZ,兰卫医学,10.33,-1.8060836501901094,6.006,10.06,10.06,6.006322444678602,32/5521,10.06,10.06,0,10.06,,,,239600,2410376.0,20500,206230.0,239600,2410376.0,0.06652480501880899,33,301060,20260429
600606.SH,绿地控股,1.57,6.80272108843538,5.97,1.42,1.42,5.970149253731338,33/5521,1.42,1.42,0,1.42,竞价抢筹,单笔放量10%以上抢筹,看多,9796849,13911526.0,587151,833754.42,9796849,13911526.0,0.06970753393122509,17,600606,20260429
603345.SH,安井食品,109.39,-0.39154980877799367,5.769,105.6,105.6,5.769230769230771,34/5521,105.6,105.6,0,105.6,竞价抢筹,单笔放量10%以上抢筹,看多,273500,28881600.0,22500,2376000.0,273500,28881600.0,0.09325106673083158,17,603345,20260429
000709.SZ,河钢股份,2.33,-4.115226337448563,5.752,2.39,2.39,5.752212389380551,35/5521,2.39,2.39,0,2.39,竞价抢筹,单笔放量10%以上抢筹,看多,23823200,56937448.0,-638238,-1525388.8,23823200,56937448.0,0.23050072007392772,33,000709,20260429
300168.SZ,万达信息,5.78,3.7701974865350083,5.714,5.55,5.55,5.714285714285716,36/5521,5.55,5.55,0,5.55,竞价抢筹,单笔放量10%以上抢筹,看多,1059200,5878560.0,-16391,-90970.05,1059200,5878560.0,0.07359733507607265,33,300168,20260429
