股票代码,股票简称,最新价,最新涨跌幅,涨停封单量[20260402],{(}涨停封单量[20260402]{*}100.0{)},自由流通股[20260402],fenglu_ratio,zt_first_time,涨停原因类别[20260402],涨停[20260402],涨停明细数据[20260402],zt_last_time,涨停封单额[20260402],涨停开板次数[20260402],自由流通市值[20260402],实际换手率[20260402],a股市值(不含限售股)[20260402],market_code,code,date
600488.SH,津药药业,5.7,-2.730375426621163,48481403,4848140300,479150231,10.118205077104513, 09:30:00,创新药+原料药+出口,涨停,"[{""code"":""600488.SH"",""time"":1775093400000,""openTime"":null,""duration"":14389010,""updatedTime"":1775113200000,""firstVol"":9.895605E7,""highestVol"":9.895605E7,""firstVolDivLTGB"":0.09062849818810868,""firstVolDivVol"":25.237774008849897,""highestVolDivLTGB"":0.09062849818810868,""highestVolDivVol"":25.237774008849897}]", 09:30:00,307372095.02,0,3037812464.54,3.105351106467483,6922561551.2,17,600488,20260402
002309.SZ,中利集团,4.29,-4.878048780487799,24026700,2402670000,2406132308,0.9985610483727397, 09:31:00,光纤概念+光伏储能+线缆+厦门国资,涨停,"[{""code"":""002309.SZ"",""time"":1775093460654,""openTime"":1775093475654,""duration"":15000,""updatedTime"":1775093475654,""firstVol"":2.25902E7,""highestVol"":2.25902E7,""firstVolDivLTGB"":0.00938859427010362,""firstVolDivVol"":0.28735559809415345,""highestVolDivLTGB"":0.00938859427010362,""highestVolDivVol"":0.28735559809415345},{""code"":""002309.SZ"",""time"":1775093580670,""openTime"":1775093595670,""duration"":15000,""updatedTime"":1775093595670,""firstVol"":1.3945761E8,""highestVol"":1.3945761E8,""firstVolDivLTGB"":0.05795924419298392,""firstVolDivVol"":0.6370067623633547,""highestVolDivLTGB"":0.05795924419298392,""highestVolDivVol"":0.6370067623633547},{""code"":""002309.SZ"",""time"":1775093625670,""openTime"":1775093640670,""duration"":15000,""updatedTime"":1775093640670,""firstVol"":1.5758E7,""highestVol"":1.5758E7,""firstVolDivLTGB"":0.006549099543531835,""firstVolDivVol"":0.05033325739797949,""highestVolDivLTGB"":0.006549099543531835,""highestVolDivVol"":0.05033325739797949},{""code"":""002309.SZ"",""time"":1775093655670,""openTime"":1775094331477,""duration"":675807,""updatedTime"":1775094331477,""firstVol"":1.440215E8,""highestVol"":1.981013E8,""firstVolDivLTGB"":0.05985601852448091,""firstVolDivVol"":0.4009009237215578,""highestVolDivLTGB"":0.08233183991642741,""highestVolDivVol"":0.5094747013394545},{""code"":""002309.SZ"",""time"":1775094346477,""openTime"":1775094586508,""duration"":240031,""updatedTime"":1775094586508,""firstVol"":1.472532E8,""highestVol"":1.486053E8,""firstVolDivLTGB"":0.06119912837311854,""firstVolDivVol"":0.27329387593748433,""highestVolDivLTGB"":0.06176106754641524,""highestVolDivVol"":0.2743811550074529},{""code"":""002309.SZ"",""time"":1775094601508,""openTime"":null,""duration"":13187502,""updatedTime"":1775113200000,""firstVol"":1.02757E8,""highestVol"":1.686087E8,""firstVolDivLTGB"":0.04270629659821683,""firstVolDivVol"":0.17458035186545298,""highestVolDivLTGB"":0.07007457546677853,""highestVolDivVol"":0.26467072955563353}]", 09:50:01,119652966.00000001,5,11982538893.84,30.041535646093823,11982538893.84,33,002309,20260402
000950.SZ,重药控股,5.8,-1.6949152542372972,13704701,1370470100,780989493,1.7547868598534397, 09:30:00,回购+连锁药房+创新药+央企,涨停,"[{""code"":""000950.SZ"",""time"":1775093400000,""openTime"":null,""duration"":14389010,""updatedTime"":1775113200000,""firstVol"":8.0810934E7,""highestVol"":8.6673434E7,""firstVolDivLTGB"":0.046760588834655434,""firstVolDivVol"":10.035551097017981,""highestVolDivLTGB"":0.050152876715441067,""highestVolDivVol"":9.204747877214569}]", 09:30:00,88943509.49000001,0,5068621809.57,9.591088442466408,11215918677.04,33,000950,20260402
600339.SH,中油工程,4.07,0.24630541871922848,13616216,1361621600,1552180662,0.8772313902207345, 13:01:35,油气储运+一带一路+央企,涨停,"[{""code"":""600339.SH"",""time"":1775106095495,""openTime"":1775108600535,""duration"":2505040,""updatedTime"":1775108600535,""firstVol"":1.19216492E8,""highestVol"":1.4810139E8,""firstVolDivLTGB"":0.021352918334906008,""firstVolDivVol"":1.2713822564928465,""highestVolDivLTGB"":0.026526505124442556,""highestVolDivVol"":1.5442381605382849},{""code"":""600339.SH"",""time"":1775108915538,""openTime"":null,""duration"":4284462,""updatedTime"":1775113200000,""firstVol"":5.8902886E7,""highestVol"":5.8982986E7,""firstVolDivLTGB"":0.01055012182750922,""firstVolDivVol"":0.29761191529197584,""highestVolDivLTGB"":0.01056446857375156,""highestVolDivVol"":0.2963012643556673}]", 13:48:35,60728323.36,1,6922725752.52,13.861389673723432,24900837720.66,17,600339,20260402
002263.SZ,大东南,4.03,-3.818615751789979,13029708,1302970800,1354187080,0.9621793172033513, 14:30:07,特高压电容膜+光伏背板膜+算电协同应用潜力+国企改革,涨停,"[{""code"":""002263.SZ"",""time"":1775111407784,""openTime"":1775111857788,""duration"":450004,""updatedTime"":1775111857788,""firstVol"":1.3576733E8,""highestVol"":1.3576733E8,""firstVolDivLTGB"":0.07228029077297883,""firstVolDivVol"":0.28004491697753875,""highestVolDivLTGB"":0.07228029077297883,""highestVolDivVol"":0.28004491697753875},{""code"":""002263.SZ"",""time"":1775111872788,""openTime"":1775111887789,""duration"":15001,""updatedTime"":1775111887789,""firstVol"":2330900.0,""highestVol"":2330900.0,""firstVolDivLTGB"":0.001240932776410469,""firstVolDivVol"":0.004331069405494064,""highestVolDivLTGB"":0.001240932776410469,""highestVolDivVol"":0.004331069405494064},{""code"":""002263.SZ"",""time"":1775111902789,""openTime"":null,""duration"":1297211,""updatedTime"":1775113200000,""firstVol"":4.19019E7,""highestVol"":4.20453E7,""firstVolDivLTGB"":0.022307881549561898,""firstVolDivVol"":0.07708100019817565,""highestVolDivLTGB"":0.02238422534815354,""highestVolDivVol"":0.07724448750287909}]", 14:38:22,61630518.84,2,6405304888.4,41.76396506456109,8884572323.0,33,002263,20260402
600594.SH,益佰制药,4.05,-1.699029126213599,13020600,1302060000,606469764,2.1469495715865565, 10:29:03,阿扎胞苷获批+抗肿瘤药+民营医院,涨停,"[{""code"":""600594.SH"",""time"":1775096943968,""openTime"":null,""duration"":10845042,""updatedTime"":1775113200000,""firstVol"":4.6929163E7,""highestVol"":4.6929163E7,""firstVolDivLTGB"":0.059259425800900434,""firstVolDivVol"":0.3173576639354351,""highestVolDivLTGB"":0.059259425800900434,""highestVolDivVol"":0.3173576639354351}]", 10:29:03,62498880.0,0,2911054867.2,26.43909218860909,3801251520.0,17,600594,20260402
000968.SZ,蓝焰控股,9.15,0.32894736842106514,12290192,1229019200,450594752,2.7275488552516474, 09:35:15,煤层气+山西国资,涨停,"[{""code"":""000968.SZ"",""time"":1775093715674,""openTime"":null,""duration"":14073336,""updatedTime"":1775113200000,""firstVol"":8.39609E7,""highestVol"":8.39609E7,""firstVolDivLTGB"":0.08678105339782735,""firstVolDivVol"":3.672146121157917,""highestVolDivLTGB"":0.08678105339782735,""highestVolDivVol"":3.672146121157917}]", 09:35:15,134085994.72,0,4915988744.32,8.41308333746417,10555454020.6,33,000968,20260402
000788.SZ,北大医药,6.12,-2.0799999999999983,10700840,1070084000,396388429,2.699584351388824, 09:30:00,创新药+右酮洛芬+帕利哌酮获批,涨停,"[{""code"":""000788.SZ"",""time"":1775093400653,""openTime"":1775093745674,""duration"":345021,""updatedTime"":1775093745674,""firstVol"":2795510.0,""highestVol"":2.431171E7,""firstVolDivLTGB"":0.004690551986059102,""firstVolDivVol"":0.1755390325702075,""highestVolDivLTGB"":0.040792320408438144,""highestVolDivVol"":0.5909263814879748},{""code"":""000788.SZ"",""time"":1775094166476,""openTime"":1775094316477,""duration"":150001,""updatedTime"":1775094316477,""firstVol"":1.87697E7,""highestVol"":2.33455E7,""firstVolDivLTGB"":0.0314934497149835,""firstVolDivVol"":0.18588647502755537,""highestVolDivLTGB"":0.039171128484799825,""highestVolDivVol"":0.23019816783142932},{""code"":""000788.SZ"",""time"":1775094331477,""openTime"":1775094376477,""duration"":45000,""updatedTime"":1775094376477,""firstVol"":1227456.0,""highestVol"":2116356.0,""firstVolDivLTGB"":0.0020595333869670154,""firstVolDivVol"":0.011162898408462848,""highestVolDivLTGB"":0.0035510078085959616,""highestVolDivVol"":0.018932355579036317},{""code"":""000788.SZ"",""time"":1775094421506,""openTime"":1775094436507,""duration"":15001,""updatedTime"":1775094436507,""firstVol"":844800.0,""highestVol"":844800.0,""firstVolDivLTGB"":0.0014174795718215028,""firstVolDivVol"":0.007122277799538888,""highestVolDivLTGB"":0.0014174795718215028,""highestVolDivVol"":0.007122277799538888},{""code"":""000788.SZ"",""time"":1775094481507,""openTime"":1775094556508,""duration"":75001,""updatedTime"":1775094556508,""firstVol"":16600.0,""highestVol"":638000.0,""firstVolDivLTGB"":2.7852936662212294E-5,""firstVolDivVol"":1.3545818039989164E-4,""highestVolDivLTGB"":0.001070492384969364,""highestVolDivVol"":0.005181963806224541},{""code"":""000788.SZ"",""time"":1775094571508,""openTime"":null,""duration"":13217502,""updatedTime"":1775113200000,""firstVol"":127900.0,""highestVol"":2.01236E7,""firstVolDivLTGB"":2.146018433190935E-4,""firstVolDivVol"":0.001004081903031485,""highestVolDivLTGB"":0.03376514194070454,""highestVolDivVol"":0.15633605514760637}]", 09:49:31,77260064.8,5,2861924457.38,34.7909517308337,4303029208.5,33,000788,20260402
000711.SZ,ST京蓝,4.92,2.9288702928870225,9165247,916524700,2222009423,0.41247561352038425, 13:46:35,固危废资源化+铟靶材+ST炒作,涨停,"[{""code"":""000711.SZ"",""time"":1775108795538,""openTime"":null,""duration"":4404462,""updatedTime"":1775113200000,""firstVol"":7393547.0,""highestVol"":1.2788047E7,""firstVolDivLTGB"":0.003151748323616995,""firstVolDivVol"":0.049975260932944014,""highestVolDivLTGB"":0.00545133556256359,""highestVolDivVol"":0.0850820984675964}]", 13:46:35,36019420.71,0,8732497032.39,6.979616620644727,9358459816.05,33,000711,20260402
603122.SH,合富中国,15.05,-1.3114754098360608,7749400,774940000,183094748,4.232453461745391, 13:21:05,海峡两岸+AI医疗+6亿合同,涨停,"[{""code"":""603122.SH"",""time"":1775107265525,""openTime"":null,""duration"":5934475,""updatedTime"":1775113200000,""firstVol"":2.44544E7,""highestVol"":4.04107E7,""firstVolDivLTGB"":0.06143509167542675,""firstVolDivVol"":0.3953205699286789,""highestVolDivLTGB"":0.10152099659644759,""highestVolDivVol"":0.6313247576097062}]", 13:21:05,144836286.0,0,3422040840.12,39.10594966929363,7439603710.77,17,603122,20260402
