股票代码,股票简称,最新价,chg_pct,p_close,p_open,涨跌幅:前复权[20260326],p_high,p_low,p_low,开盘价:前复权[20260326],最高价:前复权[20260326],最低价:前复权[20260326],收盘价:前复权[20260326],振幅[20260326],成交量[20260326],market_code,code,date
600519.SH,贵州茅台,1384.79,-1.1690230307528786,1401.18,1409,-0.64455743,1413.9,1400.3,1/5521,1409,1413.9,1400.3,1401.18,0.964354,2309289,17,600519,20260326
688498.SH,源杰科技,1571.0,3.6963696369636962,1140.01,1118.18,-0.08676599,1212.49,1103,2/5521,1118.18,1212.49,1103,1140.01,9.595968,3529443,17,688498,20260326
688256.SH,寒武纪,1699.96,20.00028236024932,1024.9,1040,-1.35707411,1068.68,1018.18,3/5521,1040,1068.68,1018.18,1024.9,4.860442,4994724,17,688256,20260326
300308.SZ,中际旭创,857.5,1.4792899408284024,614.2,626.89,-2.25970719,645,612.83,4/5521,625.89,644,611.83,613.2,5.11935,2.6276923E7,33,300308,20260326
688802.SH,沐曦股份,758.03,6.261915442413362,605.81,601,-0.41424885,615,594.01,5/5521,601,615,594.01,605.81,3.450429,1982014,17,688802,20260326
688027.SH,国盾量子,572.19,2.385212754536027,557.98,597.38,-6.5360134,597.9,556,6/5521,597.38,597.9,556,557.98,7.018425,3081286,17,688027,20260326
688795.SH,摩尔线程,715.7,3.784802784222741,558.5,559.01,-0.91896111,570.99,555.66,7/5521,559.01,570.99,555.66,558.5,2.719628,1666373,17,688795,20260326
300502.SZ,新易盛,525.79,-2.0875232774674184,457.0,469.02,-4.03191936,480,455.12,8/5521,469.02,480,455.12,457.0,5.224695,3.650986E7,33,300502,20260326
002371.SZ,北方华创,536.99,5.145777447083478,446.11,459.56,-3.89702714,461.6,445.7,9/5521,459.56,461.6,445.7,446.11,3.425247,6101129,33,002371,20260326
300750.SZ,宁德时代,436.0,-2.0224719101123596,402.5,393.84,1.17895478,413.72,392,10/5521,386.883,406.763,385.043,395.54,5.459892,2.6763697E7,33,300750,20260326
300757.SZ,罗博特科,482.1,-1.2737549148099547,382.41,400.02,4.70388522,404,381.02,11/5521,400.02,404,381.02,382.41,6.291925,1.189277E7,33,300757,20260326
603444.SH,吉比特,406.61,-2.163137632338789,364.58,374,-2.28357009,375,363.13,12/5521,374,375,363.13,364.58,3.181452,1359909,17,603444,20260326
001309.SZ,德明利,524.81,0.3595127454917476,378.86,361.02,0.98355412,383,361.02,13/5521,360.62,382.6,360.62,378.46,5.858677,1.645371E7,33,001309,20260326
688072.SH,拓荆科技,445.0,5.034578799537371,367.43,361,-0.21725552,373.87,356.52,14/5521,361,373.87,356.52,367.43,4.711729,4428999,17,688072,20260326
920045.BJ,蘅东光,551.02,-3.41793451588025,338.51,340.46,-3.00573066,351.66,338,15/5521,340.46,351.66,338,338.51,3.91404,930259,151,920045,20260326
688167.SH,炬光科技,357.98,2.4556382369776877,336.79,333,1.29327198,352.64,332,16/5521,333,352.64,332,336.79,6.207705,6115878,17,688167,20260326
301308.SZ,江波龙,401.12,-3.1812696113927124,327.0,325.12,-3.30021292,334.58,318.1,17/5521,325.12,334.58,318.1,327.0,4.873432,1.4229661E7,33,301308,20260326
300394.SZ,天孚通信,307.5,-1.1540068790382125,325.0,318.17,2.1691292,339,316.79,18/5521,318.17,339,316.79,325.0,6.982081,4.0107683E7,33,300394,20260326
688809.SH,强一股份,423.25,3.8650306748466257,315.0,335,-7.07964602,335,312.01,19/5521,335,335,312.01,315.0,6.78171,2450571,17,688809,20260326
688012.SH,中微公司,376.3,4.597509450744947,306.0,308.52,-1.79087233,311.58,305.01,20/5521,308.52,311.58,305.01,306.0,2.108607,5902627,17,688012,20260326
300033.SZ,同花顺,235.0,0.6639537374170107,296.84,309.95,-4.73989923,309.95,295.18,21/5521,217.75,217.75,207.2,208.39,4.739899,9841486,33,300033,20260326
688502.SH,茂莱光学,474.5,-0.08422825858074906,292.56,300.8,-2.78137773,300.8,290.61,22/5521,300.8,300.8,290.61,292.56,3.386169,422698,17,688502,20260326
688785.SH,恒运昌,325.05,3.4861509073543417,292.79,292.99,-0.44542673,293,284.12,23/5521,292.99,293,284.12,292.79,3.019381,552549,17,688785,20260326
300751.SZ,迈为股份,238.88,7.914709071196233,289.2,294.07,-1.64937936,294.07,278.03,24/5521,294.07,294.07,278.03,289.2,5.454854,1.1400231E7,33,300751,20260326
688411.SH,海博思创,257.3,0.6611634912562097,294.0,279.99,4.92505353,295.63,275,25/5521,279.99,295.63,275,294.0,7.362598,9399782,17,688411,20260326
688195.SH,腾景科技,332.0,2.5450951321966917,265.79,270.5,-4.73476703,278.78,263,26/5521,270.5,278.78,263,265.79,5.655913,8049845,17,688195,20260326
300476.SZ,胜宏科技,328.49,-1.6114056369245502,268.89,265.11,0.9195316,274,262.43,27/5521,263.1150623,272.0050623,260.4350623,266.9,4.342441,2.9253126E7,33,300476,20260326
603986.SH,兆易创新,312.99,1.327333354915997,262.0,268,-5.8908046,268.7,260,28/5521,268,268.7,260,262.0,3.125,3.5077307E7,17,603986,20260326
688200.SH,华峰测控,349.5,4.315902578796555,260.56,263.63,-2.59439252,266.41,257.63,29/5521,263.63,266.41,257.63,260.56,3.282242,1896109,17,688200,20260326
601869.SH,长飞光纤,353.9,-4.485587822519704,268.88,258.44,4.76932668,276.5,254.07,30/5521,258.44,276.5,254.07,268.88,8.739869,2.1681184E7,17,601869,20260326
