股票代码,股票简称,最新价,最新涨跌幅,p_925,p_open,p_close,chg_pct,涨跌幅:前复权排名[20260415],p_high,p_low,p_high,p_low,分时开盘价:不复权[20260430 09:25],分时最高价:不复权[20260430 09:25],分时最低价:不复权[20260430 09:25],分时振幅[20260430 09:25],开盘价:前复权[20260415],最高价:前复权[20260415],最低价:前复权[20260415],收盘价:前复权[20260415],振幅[20260415],成交量[20260415],market_code,code,date
688618.SH,三旺通信,35.99,-1.559080962800876,35.0,35,39.37,12.61441648,12/5521,36.58,34.72,41.95,35.1,35.0,35.0,35.0,0,35.1,41.95,35.1,39.37,19.593821,1.1375369E7,17,688618,20260415
300857.SZ,协创数据,259.7,-4.441255473378222,267.55,267.55,280.69,12.45592949,13/5521,270,258.79,288.68,268.98,267.55,267.55,267.55,0,199.89285714,205.95714286,191.88571429,200.25,7.892628,4.07281E7,33,300857,20260415
301631.SZ,壹连科技,107.92,-0.9181050312155711,113.84,113.84,102.99,12.18954248,14/5521,113.99,107.71,108,91.87,113.84,113.84,113.84,0,93.6,108,91.87,102.99,17.570806,5639145,33,301631,20260415
300798.SZ,锦鸡股份,10.19,-4.048964218455741,10.66,10.66,11.18,11.57684631,15/5521,10.7,10.11,11.58,9.69,10.66,10.66,10.66,0,10.12,11.58,9.69,11.18,18.862275,7.5594712E7,33,300798,20260415
300444.SZ,双杰电气,15.77,-4.250151791135393,16.47,16.47,15.37,10.97472924,16/5521,16.48,15.68,15.54,13.89,16.47,16.47,16.47,0,14.07,15.54,13.89,15.37,11.913357,1.35974618E8,33,300444,20260415
301232.SZ,飞沃科技,217.72,7.782178217821782,202.02,202.02,216.12,10.80803938,17/5521,222.4,198.8,228,196,202.02,202.02,202.02,0,196.66,228,196,216.12,16.40689,1.1678523E7,33,301232,20260415
688802.SH,沐曦股份,758.03,6.261915442413362,713.01,713.01,679.9,10.75093663,18/5521,777,713.01,707.77,610.01,713.01,713.01,713.01,0,615.01,707.77,610.01,679.9,15.924417,4651973,17,688802,20260415
301055.SZ,张小泉,29.47,-1.7666666666666704,29.92,29.92,33.0,10.22044088,19/5521,30.43,29.33,33.1,29.5,29.92,29.92,29.92,0,30.38,33.1,29.5,33.0,12.024048,1.1812094E7,33,301055,20260415
000785.SZ,居然智家,2.58,-1.5267175572519096,2.6,2.6,2.7,10.20408163,20/5521,2.62,2.57,2.7,2.46,2.6,2.6,2.6,0,2.46,2.7,2.46,2.7,9.795918,1.31510843E8,33,000785,20260415
002124.SZ,天邦食品,2.61,-1.5094339622641524,2.61,2.61,3.14,10.1754386,21/5521,2.68,2.59,3.14,2.9,2.61,2.61,2.61,0,2.99,3.14,2.9,3.14,8.421052,3.89417791E8,33,002124,20260415
002589.SZ,瑞康医药,3.18,-2.153846153846149,3.24,3.24,3.59,10.12269939,22/5521,3.25,3.16,3.59,3.31,3.24,3.24,3.24,0,3.32,3.59,3.31,3.59,8.588957,9.3969804E7,33,002589,20260415
600572.SH,康恩贝,4.48,0.2237136465324536,4.45,4.45,4.8,10.09174312,23/5521,4.51,4.43,4.8,4.35,4.45,4.45,4.45,0,4.37,4.8,4.35,4.8,10.3211,2.07486572E8,17,600572,20260415
000788.SZ,北大医药,6.12,-2.0799999999999983,6.21,6.21,6.77,10.08130081,24/5521,6.25,6.12,6.77,6.09,6.21,6.21,6.21,0,6.21,6.77,6.09,6.77,11.05691,1.15594311E8,33,000788,20260415
002798.SZ,帝欧水华,7.93,0.5069708491761729,7.97,7.97,6.67,10.0660066,25/5521,8.17,7.88,6.67,6.07,7.97,7.97,7.97,0,6.1,6.67,6.07,6.67,9.90099,2.0268047E7,33,002798,20260415
605388.SH,均瑶健康,7.01,2.6354319180087806,6.71,6.71,7.33,10.06006006,26/5521,7.08,6.71,7.33,6.5,6.71,6.71,6.71,0,6.6,7.33,6.5,7.33,12.462462,3.9534834E7,17,605388,20260415
600267.SH,海正药业,11.32,-1.3077593722755043,11.44,11.44,11.39,10.04830918,27/5521,11.53,11.32,11.39,10.4,11.44,11.44,11.44,0,10.4,11.39,10.4,11.39,9.565217,4.933322E7,17,600267,20260415
603815.SH,交建股份,7.28,3.5561877667140824,7.04,7.04,6.36,10.03460208,28/5521,7.42,7.02,6.36,5.82,7.04,7.04,7.04,0,5.82,6.36,5.82,6.36,9.34256,2.17388E7,17,603815,20260415
002361.SZ,神剑股份,20.55,2.493765586034913,20.41,20.41,18.54,10.02967359,29/5521,20.82,19.91,18.54,16.6,20.41,20.41,20.41,0,16.85,18.54,16.6,18.54,11.513353,3.08768619E8,33,002361,20260415
001896.SZ,豫能控股,15.24,-9.982279976373299,16.2,16.2,16.57,10.02656042,30/5521,16.3,15.24,16.57,14.2,16.2,16.2,16.2,0,15.06,16.57,14.2,16.57,15.737051,2.66222299E8,33,001896,20260415
002787.SZ,华源控股,19.4,0.9890681936491292,19.69,19.69,16.68,10.02638522,31/5521,19.98,18.9,16.68,15.18,19.69,19.69,19.69,0,15.18,16.68,15.18,16.68,9.894459,2.7881352E7,33,002787,20260415
001208.SZ,华菱线缆,19.16,1.3220518244315178,18.92,18.92,21.4,10.02570694,32/5521,19.25,18.75,21.4,19.5,18.92,18.92,18.92,0,19.6,21.4,19.5,21.4,9.768637,4.4558336E7,33,001208,20260415
002705.SZ,新宝股份,15.13,-5.437499999999995,16.01,16.01,17.34,10.02538071,33/5521,16.07,15.02,17.34,15.71,16.01,16.01,16.01,0,16.11,17.34,15.71,17.34,10.342639,4.9706714E7,33,002705,20260415
605222.SH,起帆电缆,36.37,10.012099213551105,32.84,32.84,25.8,10.02132196,34/5521,36.37,32.76,25.8,23.3,32.84,32.84,32.84,0,23.48,25.8,23.3,25.8,10.66098,2.3589985E7,17,605222,20260415
603327.SH,福蓉科技,10.8,-1.0989010989010917,10.8,10.8,10.54,10.02087683,35/5521,10.95,10.76,10.54,9.61,10.8,10.8,10.8,0,9.61,10.54,9.61,10.54,9.707724,4.8302674E7,17,603327,20260415
600135.SH,乐凯胶片,11.43,4.098360655737698,10.98,10.98,11.2,10.01964637,36/5521,11.58,10.9,11.2,10.12,10.98,10.98,10.98,0,10.18,11.2,10.12,11.2,10.609037,2.5043367E7,17,600135,20260415
603216.SH,梦天家居,29.6,0.06761325219744127,29.62,29.62,33.17,10.01658375,37/5521,29.95,29.25,33.17,29.9,29.62,29.62,29.62,0,30.26,33.17,29.9,33.17,10.845771,1.1090795E7,17,603216,20260415
002580.SZ,圣阳股份,27.48,-3.9160839160839194,28.5,28.5,25.27,10.01306051,38/5521,29.18,27.01,25.27,24.48,28.5,28.5,28.5,0,24.48,25.27,24.48,25.27,3.439268,1.07906558E8,33,002580,20260415
603063.SH,禾望电气,43.88,4.153809636838357,42.42,42.42,38.03,10.00867804,39/5521,45.05,42.27,38.03,35.61,42.42,42.42,42.42,0,35.61,38.03,35.61,38.03,7.000289,6.6480753E7,17,603063,20260415
605366.SH,宏柏新材,13.34,3.0911901081916566,12.82,12.82,13.41,10.00820345,40/5521,13.78,12.7,13.41,12.08,12.82,12.82,12.82,0,12.2,13.41,12.08,13.41,10.910582,4.1602515E7,17,605366,20260415
002297.SZ,博云新材,24.5,5.557949159844891,23.44,23.44,14.62,10.00752445,41/5521,25.4,22.5,14.62,14.62,23.44,23.44,23.44,0,14.62,14.62,14.62,14.62,0,9814151,33,002297,20260415
603629.SH,利通电子,144.41,9.993144946302083,142.32,142.32,87.95,10.00625391,42/5521,144.42,136.72,87.95,79.95,142.32,142.32,142.32,0,81.55,87.95,79.95,87.95,10.006253,4.4220895E7,17,603629,20260415
002990.SZ,盛视科技,53.83,9.991826726604007,49.01,49.01,42.11,10.00522466,43/5521,53.83,48.5,42.11,37.38,49.01,49.01,49.01,0,37.96,42.11,37.38,42.11,12.356321,2.9725494E7,33,002990,20260415
605098.SH,行动教育,61.75,-1.5151515151515196,62.69,62.69,60.15,10.00365764,44/5521,63.2,61.67,60.15,57.67,62.69,62.69,62.69,0,58,60.15,57.67,60.15,4.535479,2170333,17,605098,20260415
600605.SH,汇通能源,31.6,-1.7718371153248376,32.86,32.86,32.33,10.00340252,45/5521,32.86,31.21,32.33,30.12,32.86,32.86,32.86,0,31.26,32.29,30.08,32.29,7.519564,1.8900532E7,17,600605,20260415
603459.SH,红板科技,61.73,0.016202203499672732,62.63,62.63,68.4,10.00321647,46/5521,64,61.15,68.4,60.33,62.63,62.63,62.63,0,60.36,68.4,60.33,68.4,12.978449,2.5653801E7,17,603459,20260415
603444.SH,吉比特,406.61,-2.163137632338789,413.2,413.2,393.34,10.00055932,47/5521,414.88,406.6,393.34,369.99,413.2,413.2,413.2,0,369.99,393.34,369.99,393.34,6.530007,3714885,17,603444,20260415
000026.SZ,飞亚达,18.13,0.2211166390270821,17.93,17.93,17.82,10,48/5521,18.27,17.7,17.82,15.91,17.93,17.93,17.93,0,16.12,17.82,15.91,17.82,11.790123,3.6613569E7,33,000026,20260415
002468.SZ,申通快递,16.35,-1.327700663850325,16.58,16.58,16.39,10,48/5521,16.63,16.17,16.39,16.39,16.58,16.58,16.58,0,16.39,16.39,16.39,16.39,0,9687456,33,002468,20260415
002788.SZ,鹭燕医药,13.66,-0.726744186046509,13.72,13.72,15.95,10,48/5521,13.83,13.57,15.95,14.62,13.72,13.72,13.72,0,14.62,15.95,14.62,15.95,9.172413,7.1458028E7,33,002788,20260415
003036.SZ,泰坦股份,32.75,-6.562054208273887,34.3,34.3,29.7,10,48/5521,35.82,32.08,29.7,26.11,34.3,34.3,34.3,0,26.76,29.7,26.11,29.7,13.296296,1.3617402E7,33,003036,20260415
603150.SH,万朗磁塑,60.63,-0.8665794637017562,61.77,61.77,57.53,10,48/5521,62.79,60.35,57.53,52.31,61.77,61.77,61.77,0,53.87,57.53,52.31,57.53,9.980879,3486700,17,603150,20260415
603285.SH,键邦股份,43.59,1.7507002801120446,42.63,42.63,34.65,10,48/5521,44.4,42.12,34.65,31.56,42.63,42.63,42.63,0,31.99,34.65,31.56,34.65,9.809523,7216806,17,603285,20260415
603687.SH,大胜达,17.18,9.987195902688864,15.6,15.6,18.04,10,48/5521,17.18,15.6,18.04,18.04,15.6,15.6,15.6,0,18.04,18.04,18.04,18.04,0,2.10358E7,17,603687,20260415
603950.SH,长源东谷,55.65,-1.0490753911806603,56.2,56.2,59.84,10,48/5521,58.38,55.3,59.84,56.91,56.2,56.2,56.2,0,57.66,59.84,56.91,59.84,5.386029,1.0453204E7,17,603950,20260415
605289.SH,罗曼股份,150.05,-2.2602918186555487,153.52,153.52,126.61,10,48/5521,155.49,146.3,126.61,115,153.52,153.52,153.52,0,115,126.61,115,126.61,10.08688,5682800,17,605289,20260415
603773.SH,沃格光电,69.35,-0.5592199598508756,71.83,71.83,49.52,9.99555753,57/5521,72.75,66.5,49.52,44.6,71.83,71.83,71.83,0,44.66,49.52,44.6,49.52,10.928476,1.8885116E7,17,603773,20260415
603890.SH,春秋电子,18.87,-3.181118522319125,19.56,19.56,18.71,9.99412111,58/5521,19.62,18.87,18.71,17.14,19.56,19.56,19.56,0,17.14,18.71,17.14,18.71,9.229864,6.7536415E7,17,603890,20260415
605365.SH,立达信,29.47,0.20401224073443971,29.0,29,23.67,9.99070632,59/5521,29.61,28.67,23.67,21.6,29.0,29.0,29.0,0,21.6,23.67,21.6,23.67,9.618959,9064051,17,605365,20260415
002891.SZ,中宠股份,33.65,-3.719599427753946,34.81,34.81,41.84,9.98948475,60/5521,34.89,33.62,41.84,38.04,34.81,34.81,34.81,0,38.04,41.84,38.04,41.84,9.989484,2.2818243E7,33,002891,20260415
600683.SH,京投发展,14.5,5.762217359591532,14.0,14,9.91,9.98890122,61/5521,15.08,14,9.91,8.91,14.0,14.0,14.0,0,9.08,9.91,8.91,9.91,11.098779,2.9313008E7,17,600683,20260415
603698.SH,航天工程,43.97,10.007505629221917,40.77,40.77,39.53,9.98887034,62/5521,43.97,40.24,39.53,38.1,40.77,40.77,40.77,0,39.5,39.53,38.1,39.53,3.978853,2.1062233E7,17,603698,20260415
002824.SZ,和胜股份,25.09,-2.5631067961165055,25.73,25.73,29.62,9.98886001,63/5521,25.74,24.73,29.62,26.67,25.73,25.73,25.73,0,27.22,29.62,26.67,29.62,10.954326,3.4190216E7,33,002824,20260415
000919.SZ,金陵药业,7.39,0.9562841530054562,7.29,7.29,8.26,9.98668442,64/5521,7.44,7.25,8.26,7.71,7.29,7.29,7.29,0,7.88,8.26,7.71,8.26,7.323568,7.4396311E7,33,000919,20260415
002051.SZ,中工国际,10.12,0.09891196834816803,10.05,10.05,11.9,9.98151571,65/5521,10.13,9.9,11.9,11.39,10.05,10.05,10.05,0,11.39,11.9,11.39,11.9,4.713493,1.21265856E8,33,002051,20260415
002980.SZ,华盛昌,79.94,-1.7332513829133334,81.06,81.06,70.54,9.97817275,66/5521,84.7,77,70.55,67.9,81.06,81.06,81.06,0,68.43,70.55,67.9,70.54,4.131587,2.5968101E7,33,002980,20260415
000889.SZ,中嘉博创,4.42,-8.108108108108103,4.69,4.69,4.74,9.97679814,67/5521,4.75,4.37,4.74,4.03,4.69,4.69,4.69,0,4.32,4.74,4.03,4.74,16.473317,3.18417711E8,33,000889,20260415
600488.SH,津药药业,5.7,-2.730375426621163,5.87,5.87,6.84,9.96784566,68/5521,5.94,5.66,6.84,5.96,5.87,5.87,5.87,0,6.18,6.84,5.96,6.84,14.147909,2.44469823E8,17,600488,20260415
002498.SZ,汉缆股份,8.72,-3.3259423503325825,9.02,9.02,8.5,9.96119017,69/5521,9.07,8.7,8.5,7.74,9.02,9.02,9.02,0,7.78,8.5,7.74,8.5,9.831824,1.73436552E8,33,002498,20260415
002033.SZ,丽江股份,9.47,-2.672147995889001,9.7,9.7,9.94,9.95575221,70/5521,9.73,9.46,9.94,9.31,9.7,9.7,9.7,0,9.36,9.94,9.31,9.94,6.969026,7.2783453E7,33,002033,20260415
002038.SZ,双鹭药业,6.49,-3.8518518518518485,6.75,6.75,8.07,9.94550409,71/5521,6.8,6.45,8.07,7.23,6.75,6.75,6.75,0,7.5,8.07,7.23,8.07,11.444141,1.4219844E8,33,002038,20260415
600594.SH,益佰制药,4.05,-1.699029126213599,4.09,4.09,4.76,9.93071594,72/5521,4.15,4.04,4.76,4.22,4.09,4.09,4.09,0,4.4,4.76,4.22,4.76,12.471131,1.87296087E8,17,600594,20260415
600664.SH,哈药股份,3.58,-2.7173913043478284,3.66,3.66,4.44,9.9009901,73/5521,3.67,3.58,4.44,4.01,3.66,3.66,3.66,0,4.28,4.44,4.01,4.44,10.643564,4.57296294E8,17,600664,20260415
300752.SZ,隆利科技,19.38,1.9463440294581662,19.02,19.02,19.76,9.59511925,75/5521,19.58,18.96,20.07,18.04,19.02,19.02,19.02,0,18.34,20.07,18.04,19.76,11.259012,2.039324E7,33,300752,20260415
300880.SZ,迦南智能,22.35,-1.6285211267605522,22.51,22.51,23.11,9.52606635,76/5521,22.68,22.13,23.88,21.11,22.51,22.51,22.51,0,21.16,23.88,21.11,23.11,13.127962,1.8631377E7,33,300880,20260415
601179.SH,中国西电,16.92,-1.3411078717200986,17.15,17.15,17.7,9.25925926,77/5521,17.22,16.8,17.8,16.3,17.15,17.15,17.15,0,16.42,17.8,16.3,17.7,9.259259,4.44944459E8,17,601179,20260415
300088.SZ,长信科技,6.55,-2.5297619047619038,6.67,6.67,6.81,9.13461538,78/5521,6.75,6.53,7.46,6.71,6.67,6.67,6.67,0,6.88,7.46,6.71,6.81,12.01923,4.16345924E8,33,300088,20260415
301040.SZ,中环海陆,32.3,4.193548387096765,30.99,30.99,32.31,9.08170155,79/5521,33.14,30.62,33.59,29.79,30.99,30.99,30.99,0,29.8,33.59,29.79,32.31,12.829169,1.0182351E7,33,301040,20260415
002840.SZ,华统股份,12.72,4.006541291905153,12.23,12.23,13.68,8.91719745,80/5521,12.95,11.85,13.82,12.56,12.23,12.23,12.23,0,12.56,13.82,12.56,13.68,10.031847,8.5845544E7,33,002840,20260415
603538.SH,美诺华,62.46,-4.349157733537514,62.99,62.99,55.5,8.90894819,81/5521,63.45,59.14,56.06,50.18,62.99,62.99,62.99,0,50.91,56.06,50.18,55.5,11.538461,6.9944025E7,17,603538,20260415
920564.BJ,天润科技,24.24,1.0421008753647354,23.8,23.8,26.01,8.82845188,82/5521,24.49,23.8,28.6,24.03,23.8,23.8,23.8,0,24.03,28.6,24.03,26.01,19.121338,5002696,151,920564,20260415
300741.SZ,华宝股份,16.58,0.4239854633555223,16.49,16.49,17.75,8.69565217,83/5521,16.67,16.43,19.11,16.2,16.49,16.49,16.49,0,16.29,19.08,16.17,17.72,17.819963,1.5986698E7,33,300741,20260415
688658.SH,悦康药业,19.6,1.712506486767005,19.18,19.18,20.61,8.58798736,84/5521,20.14,19.18,20.66,18.72,19.18,19.18,19.18,0,19.57,20.66,18.72,20.61,10.221285,2.284784E7,17,688658,20260415
300871.SZ,回盛生物,26.28,-1.388367729831135,26.43,26.43,27.46,8.49466614,85/5521,26.63,26,28.62,25.16,26.43,26.43,26.43,0,25.5,28.62,25.16,27.46,13.670485,2.7914228E7,33,300871,20260415
601133.SH,柏诚股份,22.78,-2.399314481576687,23.13,23.13,25.87,8.46960168,86/5521,23.4,22.5,26.24,23.88,23.13,23.13,23.13,0,23.88,26.24,23.88,25.87,9.895178,3.9267359E7,17,601133,20260415
920230.BJ,欧康医药,11.81,-1.0058675607711587,11.96,11.96,13.13,8.42279108,87/5521,12.15,11.63,13.31,12.17,11.96,11.96,11.96,0,12.38,13.31,12.17,13.13,9.413707,1.0231541E7,151,920230,20260415
301396.SZ,宏景科技,316.74,-3.270728355474112,322.99,322.99,241.18,8.30788576,88/5521,332,315,252.88,222,322.99,322.99,322.99,0,222,252.88,222,241.18,13.867433,1.6437046E7,33,301396,20260415
002060.SZ,广东建工,3.76,-2.8423772609819205,3.83,3.83,4.05,8.28877005,89/5521,3.84,3.75,4.11,3.77,3.83,3.83,3.83,0,3.78,4.11,3.77,4.05,9.090909,1.4066169E8,33,002060,20260415
002294.SZ,信立泰,51.29,-1.1753371868978795,51.7,51.7,67.27,8.1511254,90/5521,52.25,51.02,68.38,61.36,51.7,51.7,51.7,0,62.99,68.38,61.36,67.27,11.286173,2.0517965E7,33,002294,20260415
603122.SH,合富中国,15.05,-1.3114754098360608,15.3,15.3,17.91,8.08690404,91/5521,15.32,14.98,18,16.45,15.3,15.3,15.3,0,16.53,18,16.45,17.91,9.354254,7.4602E7,17,603122,20260415
688811.SH,有研复材,24.08,12.052117263843648,21.48,21.48,19.8,8.07860262,92/5521,24.8,21.46,21.49,18.17,21.48,21.48,21.48,0,18.32,21.49,18.17,19.8,18.12227,5.2296439E7,17,688811,20260415
000533.SZ,顺钠股份,12.63,-3.954372623574141,13.0,13,16.12,8.04289544,93/5521,13.13,12.51,16.2,14.7,13.0,13.0,13.0,0,15.18,16.2,14.7,16.12,10.053619,1.81969418E8,33,000533,20260415
300765.SZ,新诺威,30.37,1.4362057448229784,29.95,29.95,33.97,7.97838525,94/5521,31.59,29.95,34.2,31.39,29.95,29.95,29.95,0,32.1,34.2,31.39,33.97,8.931977,2.2623473E7,33,300765,20260415
688428.SH,诺诚健华,26.65,-0.5597014925373214,26.83,26.83,31.17,7.92936288,95/5521,27.28,26.59,31.82,28.88,26.83,26.83,26.83,0,29.49,31.82,28.88,31.17,10.180055,2.077171E7,17,688428,20260415
301683.SZ,慧谷新材,129.28,-0.5920799692426069,129.0,129,130.67,7.92038322,96/5521,130.2,125.99,135,120.21,129.0,129.0,129.0,0,121.01,135,120.21,130.67,12.215064,5215840,33,301683,20260415
600233.SH,圆通速递,21.5,-2.0054694621695592,21.75,21.75,21.5,7.8775715,97/5521,21.94,21.29,21.81,20.78,21.75,21.75,21.75,0,21.37,21.81,20.78,21.5,5.168088,5.5658859E7,17,600233,20260415
301087.SZ,可孚医疗,53.02,-0.6185567010309246,53.9,53.9,57.84,7.80987884,98/5521,54.49,52.18,58.36,54.98,53.9,53.9,53.9,0,55.31,58.36,54.98,57.84,6.300093,5237627,33,301087,20260415
300639.SZ,凯普生物,6.06,-1.1419249592169705,6.08,6.08,6.99,7.70416025,99/5521,6.15,6.02,6.99,6.53,6.08,6.08,6.08,0,6.53,6.99,6.53,6.99,7.087827,7.0951395E7,33,300639,20260415
301557.SZ,常友科技,109.08,2.1348314606741585,106.79,106.79,114.11,7.6611001,100/5521,109.97,106.74,114.82,107.34,106.79,106.79,106.79,0,107.34,114.82,107.34,114.11,7.057269,2398753,33,301557,20260415
301179.SZ,泽宇智能,23.14,-4.0630182421227214,24.35,24.35,27.17,7.6039604,101/5521,24.37,23.08,27.6,25.03,24.35,24.35,24.35,0,25.68,27.6,25.03,27.17,10.178217,2.9774244E7,33,301179,20260415
301682.SZ,宏明电子,125.63,2.1797478649857607,123.0,123,125.71,7.60078747,102/5521,127.29,122.34,140.2,116.5,123.0,123.0,123.0,0,117.45,140.2,116.5,125.71,20.285885,1.0048643E7,33,301682,20260415
600295.SH,鄂尔多斯,15.67,1.7532467532467504,15.55,15.55,15.0,7.52688172,103/5521,16.05,15.5,15.33,14.49,15.55,15.55,15.55,0,14.49,15.33,14.49,15.0,6.021505,2.5459964E7,17,600295,20260415
920726.BJ,朱老六,18.69,0.429876410531982,18.38,18.38,17.9,7.44297719,104/5521,18.92,18.32,18,16.65,18.38,18.38,18.38,0,16.72,18,16.65,17.9,8.103241,5271558,151,920726,20260415
688726.SH,拉普拉斯,62.24,3.61245213917097,60.06,60.06,65.05,7.41413474,105/5521,63.22,59.02,66.5,60.3,60.06,60.06,60.06,0,60.4,66.5,60.3,65.05,10.23778,3.2220889E7,17,688726,20260415
301498.SZ,乖宝宠物,54.8,-2.317290552584678,56.11,56.11,53.42,7.37688442,106/5521,56.41,54.58,53.99,49.6,56.11,56.11,56.11,0,49.79,53.99,49.6,53.42,8.82412,1.2320609E7,33,301498,20260415
600550.SH,保变电气,14.95,-1.3201320132013272,15.1,15.1,16.03,7.36771601,107/5521,15.13,14.88,16.38,14.9,15.1,15.1,15.1,0,15.03,16.38,14.9,16.03,9.912926,1.6730066E8,17,600550,20260415
688429.SH,时创能源,14.16,2.3861171366594367,13.79,13.79,15.13,7.30496454,108/5521,14.34,13.7,15.75,14.04,13.79,13.79,13.79,0,14.1,15.75,14.04,15.13,12.127659,9708087,17,688429,20260415
002149.SZ,西部材料,63.51,9.993072393488042,57.46,57.46,53.65,7.3,109/5521,63.51,57.46,55,51.21,57.46,57.46,57.46,0,52,55,51.21,53.65,7.58,1.30074963E8,33,002149,20260415
603897.SH,长城科技,52.36,9.999999999999995,48.5,48.5,46.0,7.2761194,110/5521,52.36,47.8,46.17,41.29,48.5,48.5,48.5,0,43,46.17,41.29,46.0,11.380597,2.1013143E7,17,603897,20260415
600713.SH,南京医药,5.28,-2.9411764705882377,5.39,5.39,6.4,7.20268007,111/5521,5.4,5.25,6.42,5.83,5.39,5.39,5.39,0,6,6.42,5.83,6.4,9.882747,1.32015251E8,17,600713,20260415
301638.SZ,南网数字,28.57,-1.4487754398068236,28.99,28.99,29.47,7.20261913,112/5521,29.2,28.43,29.67,27.2,28.99,28.99,28.99,0,27.81,29.67,27.2,29.47,8.985085,6.6845103E7,33,301638,20260415
688602.SH,康鹏科技,7.98,-0.24999999999999467,8.0,8,8.26,7.13359274,113/5521,8.08,7.92,8.4,7.71,8.0,8.0,8.0,0,7.73,8.4,7.71,8.26,8.949416,2.4511876E7,17,688602,20260415
603826.SH,坤彩科技,33.79,-2.7625899280575563,34.75,34.75,31.05,7.06896552,114/5521,34.9,33.41,31.23,29.07,34.75,34.75,34.75,0,29.1,31.23,29.07,31.05,7.448275,1.8664947E7,17,603826,20260415
301306.SZ,西测测试,165.72,11.184166387118406,149.21,149.21,175.01,7.00048912,115/5521,168.77,149.14,185.79,161,149.21,149.21,149.21,0,163,185.79,161,175.01,15.156517,1.226863E7,33,301306,20260415
605116.SH,奥锐特,22.6,-1.7391304347826024,22.99,22.99,28.46,6.9924812,116/5521,23.09,22.56,28.46,26.11,22.99,22.99,22.99,0,27.11,28.46,26.11,28.46,8.834586,1.3780749E7,17,605116,20260415
301191.SZ,菲菱科思,142.54,-4.534190610139984,148.46,148.46,151.02,6.90924536,117/5521,150.72,137.92,152.68,138.6,148.46,148.46,148.46,0,140.99,152.68,138.6,151.02,9.967435,7614313,33,301191,20260415
920046.BJ,亿能电力,24.74,-2.6750590086546153,25.24,25.24,25.55,6.90376569,118/5521,25.4,24.67,26.3,23.9,25.24,25.24,25.24,0,24.27,26.3,23.9,25.55,10.041841,9831327,151,920046,20260415
002552.SZ,宝鼎科技,22.07,-1.561106155218561,22.4,22.4,20.36,6.82056663,119/5521,22.54,21.83,20.97,19.63,22.4,22.4,22.4,0,19.78,20.97,19.63,20.36,7.03043,3.7799309E7,33,002552,20260415
001326.SZ,联域股份,56.19,-0.4782146652497399,56.43,56.43,55.79,6.81600613,120/5521,56.82,55.1,56.17,52,56.43,56.43,56.43,0,52.49,56.17,52,55.79,7.983917,1908300,33,001326,20260415
