股票代码,股票简称,最新价,chg_pct,p_close,p_open,涨跌幅:前复权[20260401],p_high,区间最低价:前复权[20000104-20001229],区间最低价:前复权日[20000104-20001229],区间最低价:前复权排名[20000104-20001229],p_low,区间最高价:前复权[20000104-20001229],区间最高价:前复权日[20000104-20001229],开盘价:前复权[20260401],最高价:前复权[20260401],最低价:前复权[20260401],收盘价:前复权[20260401],振幅[20260401],成交量[20260401],market_code,code,date
600345.SH,长江通信,48.66,-5.952841128720537,42.56,44.48,-1.3215859,44.6,22.20880952,20001222,1/870,42.1,25.95880952,20001222,44.48,44.6,42.1,42.56,5.796429,1.6355863E7,17,600345,20260401
000633.SZ,合金投资,6.83,0.14662756598240156,6.74,6.85,0.74738416,6.88,16.86616162,20000104,2/870,6.67,23.84848485,20001229,6.85,6.88,6.67,6.74,3.139013,7897300,33,000633,20260401
000931.SZ,中关村,4.75,0.21097046413501658,5.29,5.2,2.51937984,5.29,15.68965517,20000119,3/870,5.15,22.4137931,20001221,5.2,5.29,5.15,5.29,2.713178,1.7905976E7,33,000931,20260401
600198.SH,大唐电信,8.4,-0.8264462809917388,8.29,8.38,0.7290401,8.42,14.82061402,20000114,4/870,8.23,23.73134328,20001221,8.38,8.42,8.23,8.29,2.308626,1.10712E7,17,600198,20260401
600243.SH,*ST海华,4.16,3.740648379052378,3.01,3.03,0.66889632,3.04,13.47725806,20001218,5/870,2.92,15.5933871,20001201,3.03,3.04,2.92,3.01,4.013377,4065700,22,600243,20260401
000985.SZ,大庆华科,20.23,-0.2957121734844688,19.53,19.71,0.61823802,19.79,13.45506452,20001204,6/870,19.25,15.92146237,20001221,19.71,19.79,19.25,19.53,2.782071,2018147,33,000985,20260401
600259.SH,中稀有色,92.01,-1.772178926016864,80.55,80.22,2.53309572,81.71,13.25952381,20001212,7/870,79.2,14.65952381,20001225,80.07,81.56,79.05,80.4,3.19501,1.2611436E7,17,600259,20260401
600265.SH,*ST景谷,22.02,-0.13605442176871263,21.38,20.86,2.44369909,21.69,11.61777778,20001212,8/870,20.78,13.03753086,20001227,20.86,21.69,20.78,21.38,4.360325,553300,22,600265,20260401
600727.SH,鲁北化工,8.07,-0.12376237623762112,7.47,7.72,-2.35294118,7.8,11.58571429,20001218,9/870,7.43,13.83956044,20000107,7.72,7.8,7.43,7.47,4.836601,2.2225544E7,17,600727,20260401
000156.SZ,华数传媒,7.41,-0.9358288770053513,7.53,7.51,1.89445196,7.56,11.51323928,20001212,10/870,7.45,13.26578047,20001205,7.51,7.56,7.45,7.53,1.488497,1.16319E7,33,000156,20260401
000990.SZ,诚志股份,12.6,-2.6275115919629046,9.83,9.84,0.30612245,10.13,11.26912106,20001208,11/870,9.7,12.78008476,20001226,9.84,10.13,9.7,9.83,4.387755,5.1845E7,33,000990,20260401
000697.SZ,ST炼石,,,9.38,9.39,0.32085561,9.49,11.25851641,20000104,12/870,9.28,15.17259323,20000128,9.39,9.49,9.28,9.38,2.245989,4828301,33,000697,20260401
000948.SZ,南天信息,14.49,0.48543689320388544,15.21,15.25,1.13031915,15.29,10.47909775,20001211,13/870,15.11,14.44735759,20000128,15.25,15.29,15.11,15.21,1.196808,2272745,33,000948,20260401
000409.SZ,云鼎科技,10.16,0.2961500493583352,10.4,10.4,1.5625,10.44,9.95525526,20000124,14/870,10.27,19.04796133,20001227,10.4,10.44,10.27,10.4,1.660156,5026753,33,000409,20260401
600661.SH,昂立教育,10.2,1.1904761904761827,9.77,9.75,1.66493236,9.81,9.84925926,20000114,15/870,9.64,19.98506173,20001221,9.75,9.81,9.64,9.77,1.76899,3218700,17,600661,20260401
600262.SH,北方股份,24.51,1.030502885408079,24.81,25.23,1.88911704,25.23,9.22633333,20001218,16/870,24.63,10.643,20001205,25.23,25.23,24.63,24.81,2.464065,2922566,17,600262,20260401
