股票代码,股票简称,最新价,chg_pct,p_close,p_open,涨跌幅:前复权[20260330],p_high,p_low,p_low,开盘价:前复权[20260330],最高价:前复权[20260330],最低价:前复权[20260330],收盘价:前复权[20260330],振幅[20260330],成交量[20260330],market_code,code,date
600519.SH,贵州茅台,1384.79,-1.1690230307528786,1420.0,1407,0.28106948,1431,1402.52,1/5521,1407,1431,1402.52,1420.0,2.011271,2868459,17,600519,20260330
688498.SH,源杰科技,1571.0,3.6963696369636962,1062.0,1079.99,-3.46419903,1100,1040,2/5521,1079.99,1100,1040,1062.0,5.454,3905481,17,688498,20260330
688256.SH,寒武纪,1699.96,20.00028236024932,1009.45,1004.57,-1.42089844,1015,994.94,3/5521,1004.57,1015,994.94,1009.45,1.958984,5226918,17,688256,20260330
688802.SH,沐曦股份,758.03,6.261915442413362,627.01,585,4.82662922,629.13,580.55,4/5521,585,629.13,580.55,627.01,8.121844,2603252,17,688802,20260330
300308.SZ,中际旭创,857.5,1.4792899408284024,589.08,585,-1.4916388,595.58,579,5/5521,584,594.58,578,588.08,2.772575,2.092548E7,33,300308,20260330
688795.SH,摩尔线程,715.7,3.784802784222741,556.1,541.45,0.65158371,565.98,541,6/5521,541.45,565.98,541,556.1,4.521266,1549359,17,688795,20260330
688027.SH,国盾量子,572.19,2.385212754536027,551.01,539,-0.17934783,554.5,538.98,7/5521,539,554.5,538.98,551.01,2.811594,1794057,17,688027,20260330
300502.SZ,新易盛,525.79,-2.0875232774674184,458.38,445.2,2.45188977,464,445.2,8/5521,445.2,464,445.2,458.38,4.201962,2.5525405E7,33,300502,20260330
002371.SZ,北方华创,536.99,5.145777447083478,468.84,444.11,3.50125833,470.01,442.12,9/5521,444.11,470.01,442.12,468.84,6.157004,8080625,33,002371,20260330
300750.SZ,宁德时代,436.0,-2.0224719101123596,413.0,413,-0.76409246,418.85,405.6,10/5521,406.043,411.893,398.643,406.04,3.183718,2.5348419E7,33,300750,20260330
300757.SZ,罗博特科,482.1,-1.2737549148099547,387.58,399.11,-3.67811521,403.99,381.8,11/5521,399.11,403.99,381.8,387.58,5.514687,7911711,33,300757,20260330
001309.SZ,德明利,524.81,0.3595127454917476,400.3,375.88,4.8207599,401.59,375.88,12/5521,375.48,401.19,375.48,399.9,6.732305,1.6300979E7,33,001309,20260330
688072.SH,拓荆科技,445.0,5.034578799537371,387.12,369,2.68435013,395.88,368,13/5521,369,395.88,368,387.12,7.395225,5936767,17,688072,20260330
603444.SH,吉比特,406.61,-2.163137632338789,363.5,365.51,-2.04796551,372,359.4,14/5521,365.51,372,359.4,363.5,3.395311,1634311,17,603444,20260330
920045.BJ,蘅东光,551.02,-3.41793451588025,346.04,336,1.19016288,352.47,334,15/5521,336,352.47,334,346.04,5.401058,671292,151,920045,20260330
688167.SH,炬光科技,357.98,2.4556382369776877,347.52,335,0.24229837,353,326.26,16/5521,335,353,326.26,347.52,7.713164,4478184,17,688167,20260330
301308.SZ,江波龙,401.12,-3.1812696113927124,315.0,310.24,-1.57172765,329.8,310.18,17/5521,310.24,329.8,310.18,315.0,6.130675,1.2671352E7,33,301308,20260330
300394.SZ,天孚通信,307.5,-1.1540068790382125,316.81,314.16,-0.24874055,322,308,18/5521,314.16,322,308,316.81,4.40806,2.3107891E7,33,300394,20260330
688809.SH,强一股份,423.25,3.8650306748466257,322.4,308.88,1.89633375,323.27,307.01,19/5521,308.88,323.27,307.01,322.4,5.139064,1406844,17,688809,20260330
688502.SH,茂莱光学,474.5,-0.08422825858074906,308.6,305.31,-0.00648046,313,302.08,20/5521,305.31,313,302.08,308.6,3.538331,656890,17,688502,20260330
688012.SH,中微公司,376.3,4.597509450744947,316.74,303.03,3.64189653,322.22,301.01,21/5521,303.03,322.22,301.01,316.74,6.940217,1.0369997E7,17,688012,20260330
300033.SZ,同花顺,235.0,0.6639537374170107,301.5,295.72,0.19274226,302.73,295.5,22/5521,207.58571429,212.59285714,207.42857143,211.71,2.402631,4816465,33,300033,20260330
688785.SH,恒运昌,325.05,3.4861509073543417,293.8,286.11,-0.06802721,298,285.19,23/5521,286.11,298,285.19,293.8,4.357142,570427,17,688785,20260330
688506.SH,百利天恒,272.74,0.64206642066421,277.21,285,-3.33705279,291.28,276,24/5521,285,291.28,276,277.21,5.328126,2252028,17,688506,20260330
688195.SH,腾景科技,332.0,2.5450951321966917,284.5,285.12,-3.23129252,289.12,272,25/5521,285.12,289.12,272,284.5,5.823129,8556822,17,688195,20260330
601869.SH,长飞光纤,353.9,-4.485587822519704,301.69,269.28,10.00145847,301.69,269.28,26/5521,269.28,301.69,269.28,301.69,11.817253,1.4917278E7,17,601869,20260330
688411.SH,海博思创,257.3,0.6611634912562097,266.31,287,-8.19429123,289,266.2,27/5521,287,289,266.2,266.31,7.8599,8334269,17,688411,20260330
688200.SH,华峰测控,349.5,4.315902578796555,282.97,267.66,5.4009759,285.99,263.29,28/5521,267.66,285.99,263.29,282.97,8.45532,3574068,17,688200,20260330
300476.SZ,胜宏科技,328.49,-1.6114056369245502,257.28,257,-1.83899275,261,252.68,29/5521,255.0050623,259.0050623,250.6850623,255.29,3.17436,2.2176863E7,33,300476,20260330
