股票代码,股票简称,最新价,chg_pct,p_close,p_open,涨跌幅:前复权[20260319],p_high,p_low,p_low,开盘价:前复权[20260319],最高价:前复权[20260319],最低价:前复权[20260319],收盘价:前复权[20260319],振幅[20260319],成交量[20260319],market_code,code,date
600519.SH,贵州茅台,1384.79,-1.1690230307528786,1452.87,1472.96,-1.08455882,1473,1446,1/5521,1472.96,1473,1446,1452.87,1.838235,3031859,17,600519,20260319
688256.SH,寒武纪,1699.96,20.00028236024932,1037.02,1045.01,-2.71857411,1052.78,1032.18,2/5521,1045.01,1052.78,1032.18,1037.02,1.932457,4885275,17,688256,20260319
688498.SH,源杰科技,1571.0,3.6963696369636962,950.0,883,6.86164229,975,879,3/5521,883,975,879,950.0,10.79865,4201609,17,688498,20260319
688027.SH,国盾量子,572.19,2.385212754536027,634.16,625.78,-0.31438632,647,622,4/5521,625.78,647,622,634.16,3.929828,1743615,17,688027,20260319
300308.SZ,中际旭创,857.5,1.4792899408284024,575.2,580,-0.82758621,592.8,569.9,5/5521,579,591.8,568.9,574.2,3.948275,3.3140756E7,33,300308,20260319
688802.SH,沐曦股份,758.03,6.261915442413362,558.4,559,-2.000702,579,555.76,6/5521,559,579,555.76,558.4,4.078624,1666341,17,688802,20260319
688795.SH,摩尔线程,715.7,3.784802784222741,548.7,551.99,-2.45333333,558.87,546.41,7/5521,551.99,558.87,546.41,548.7,2.215111,1211564,17,688795,20260319
002371.SZ,北方华创,536.99,5.145777447083478,461.63,457.59,-0.17731647,465.19,454.01,8/5521,457.59,465.19,454.01,461.63,2.417558,5104343,33,002371,20260319
300502.SZ,新易盛,525.79,-2.0875232774674184,440.4,427.01,2.20468786,450.81,427.01,9/5521,427.01,450.81,427.01,440.4,5.523323,5.4357233E7,33,300502,20260319
300750.SZ,宁德时代,436.0,-2.0224719101123596,400.5,401.94,-0.37809064,414,400,10/5521,394.983,407.043,393.043,393.54,3.482413,2.9286635E7,33,300750,20260319
603444.SH,吉比特,406.61,-2.163137632338789,373.78,379.55,-2.50404299,380.8,372,11/5521,379.55,380.8,372,373.78,2.295372,1181622,17,603444,20260319
300757.SZ,罗博特科,482.1,-1.2737549148099547,350.25,349,-0.77622596,363.66,347,12/5521,349,363.66,347,350.25,4.71968,7112214,33,300757,20260319
688809.SH,强一股份,423.25,3.8650306748466257,351.0,351,-2.19572002,355.55,347,12/5521,351,355.55,347,351.0,2.382411,1654950,17,688809,20260319
301308.SZ,江波龙,401.12,-3.1812696113927124,356.5,348,-0.77929307,368.59,342.56,14/5521,348,368.59,342.56,356.5,7.244642,2.126979E7,33,301308,20260319
001309.SZ,德明利,524.81,0.3595127454917476,345.0,357,-7.7540107,362,342.1,15/5521,356.6,361.6,341.7,344.6,5.320855,1.9516069E7,33,001309,20260319
920045.BJ,蘅东光,551.02,-3.41793451588025,342.5,339.99,-2.07850873,355.85,339,16/5521,339.99,355.85,339,342.5,4.817451,876118,151,920045,20260319
688072.SH,拓荆科技,445.0,5.034578799537371,333.52,338.83,-3.38354577,343.61,331.01,17/5521,338.83,343.61,331.01,333.52,3.650057,3231812,17,688072,20260319
300033.SZ,同花顺,235.0,0.6639537374170107,322.33,316.2,0.45188232,326.04,315.31,18/5521,222.21428571,229.24285714,221.57857143,226.59,3.343929,8579987,33,300033,20260319
688012.SH,中微公司,376.3,4.597509450744947,314.1,316,-2.12818995,318.88,312.5,19/5521,316,318.88,312.5,314.1,1.987972,5866971,17,688012,20260319
688502.SH,茂莱光学,474.5,-0.08422825858074906,311.9,316,-3.84141078,319.49,308.9,20/5521,316,319.49,308.9,311.9,3.26489,1045083,17,688502,20260319
300394.SZ,天孚通信,307.5,-1.1540068790382125,307.99,305.57,1.54632377,316.6,301,21/5521,305.57,316.6,301,307.99,5.143422,3.2108894E7,33,300394,20260319
603986.SH,兆易创新,312.99,1.327333354915997,303.68,300,-2.43212851,309.71,297,22/5521,300,309.71,297,303.68,4.083534,3.1214567E7,17,603986,20260319
688167.SH,炬光科技,357.98,2.4556382369776877,301.99,300,0.5326409,313.6,295,23/5521,300,313.6,295,301.99,6.19195,5822654,17,688167,20260319
301629.SZ,矽电股份,305.13,-1.1564625850340113,290.0,287.01,-2.61920752,297,287.01,24/5521,287.01,297,287.01,290.0,3.3546,1264798,33,301629,20260319
688785.SH,恒运昌,325.05,3.4861509073543417,287.6,305.2,-7.07592892,305.99,284,25/5521,305.2,305.99,284,287.6,7.105008,1346864,17,688785,20260319
300476.SZ,胜宏科技,328.49,-1.6114056369245502,277.28,281,-4.2706715,283.58,276.4,26/5521,279.0050623,281.5850623,274.4050623,275.29,2.478853,3.2661093E7,33,300476,20260319
688506.SH,百利天恒,272.74,0.64206642066421,269.38,266.07,-0.49497636,273.64,266.07,27/5521,266.07,273.64,266.07,269.38,2.796247,1267240,17,688506,20260319
688111.SH,金山办公,251.94,1.075182540319348,260.65,266,-2.83680012,266.58,259.8,28/5521,266,266.58,259.8,260.65,2.527398,5233626,17,688111,20260319
688200.SH,华峰测控,349.5,4.315902578796555,266.5,266.38,-1.28898437,273.65,259,29/5521,266.38,273.65,259,266.5,5.426327,2874197,17,688200,20260319
688766.SH,普冉股份,271.09,1.266342921180421,293.0,268.09,5.3274858,305.99,256.44,30/5521,268.09,305.99,256.44,293.0,17.812207,1.1668592E7,17,688766,20260319
688411.SH,海博思创,257.3,0.6611634912562097,257.95,254,0.01938736,268.69,252.9,31/5521,254,268.69,252.9,257.95,6.122528,5855690,17,688411,20260319
300870.SZ,欧陆通,404.0,7.44966621452698,254.2,257,-3.26876974,263.99,251.8,32/5521,257,263.99,251.8,254.2,4.638684,4663449,33,300870,20260319
300751.SZ,迈为股份,238.88,7.914709071196233,250.58,255.31,-6.14981273,258.83,248.76,33/5521,255.31,258.83,248.76,250.58,3.771535,8602304,33,300751,20260319
002916.SZ,深南电路,312.5,-0.6390893771263206,249.99,255,-5.63922546,258.1,248,34/5521,255,258.1,248,249.99,3.812327,1.1359906E7,33,002916,20260319
603129.SH,春风动力,274.73,-0.46014492753622527,246.48,252.84,-3.56807512,255.99,245.1,35/5521,252.84,255.99,245.1,246.48,4.260563,1029150,17,603129,20260319
300857.SZ,协创数据,259.7,-4.441255473378222,257.6,245.69,2.21410999,263.68,243.24,36/5521,175.25,188.1,173.5,183.76,8.110467,1.2572669E7,33,300857,20260319
603061.SH,金海通,254.85,0.8867424092474488,247.05,245.98,-0.98196393,253.8,242.68,37/5521,169.37931034,174.77241379,167.10344828,170.12,4.456913,1448600,17,603061,20260319
688525.SH,佰维存储,265.08,-1.4572490706319763,243.18,250.3,-5.77705452,253.8,241,38/5521,250.3,253.8,241,243.18,4.95951,4.4136572E7,17,688525,20260319
688627.SH,精智达,293.03,1.7500607659988068,241.07,240.2,-1.84446254,248.88,240.2,39/5521,240.2,248.88,240.2,241.07,3.534201,3569214,17,688627,20260319
688235.SH,百济神州,234.8,-0.6389911556853247,235.0,235.07,-1.46750524,238.5,233.77,40/5521,235.07,238.5,233.77,235.0,1.983228,2156972,17,688235,20260319
688617.SH,惠泰医疗,237.87,-2.0143351458230296,234.0,235,-0.53134963,238.33,233.06,41/5521,235,238.33,233.06,234.0,2.24017,1014561,17,688617,20260319
688692.SH,达梦数据,263.73,2.5588178106163877,235.5,235.3,-1.55093851,237.44,232.22,42/5521,235.3,237.44,232.22,235.5,2.182183,1007557,17,688692,20260319
688019.SH,安集科技,250.2,2.147464685229032,233.36,239,-4.28219852,239.9,232.1,43/5521,239,239.9,232.1,233.36,3.199343,3105881,17,688019,20260319
605499.SH,东鹏饮料,203.84,-2.155234483751744,229.95,232.56,-1.85659411,233.94,229.53,44/5521,232.56,233.94,229.53,229.95,1.882202,1054362,17,605499,20260319
301626.SZ,苏州天脉,279.16,3.638253638253642,242.0,238,1.74479714,245.5,228,45/5521,238,245.5,228,242.0,7.357578,3313842,33,301626,20260319
688125.SH,安达智能,212.69,-0.3793911007025772,229.5,249,-8.56573705,249,226.8,46/5521,249,249,226.8,229.5,8.844621,902639,17,688125,20260319
688041.SH,海光信息,296.25,6.270402123614456,222.63,227,-3.78997407,227.8,221,47/5521,227,227.8,221,222.63,2.938634,1.7363854E7,17,688041,20260319
688807.SH,优迅股份,355.0,-2.2577092511013186,217.79,218,-3.05363899,225,215.36,48/5521,218,225,215.36,217.79,4.291119,1423264,17,688807,20260319
688195.SH,腾景科技,332.0,2.5450951321966917,214.9,213,-1.58453929,220.2,212.66,49/5521,213,220.2,212.66,214.9,3.453013,5102952,17,688195,20260319
