股票代码,股票简称,最新价,最新涨跌幅,竞价涨幅[20260401],分时开盘价:不复权[20260401 09:25],p_925,chg_pct,分时涨跌幅:前复权排名[20260401 09:25],分时最高价:不复权[20260401 09:25],分时最低价:不复权[20260401 09:25],分时振幅[20260401 09:25],竞价匹配价[20260401],竞价异动类型[20260401],竞价异动说明[20260401],集合竞价评级[20260401],竞价量[20260401],竞价金额[20260401],竞价未匹配量[20260401],竞价未匹配金额[20260401],分时成交量[20260401 09:25],分时成交额[20260401 09:25],分时换手率[20260401 09:25],market_code,code,date
300042.SZ,朗科科技,52.27,1.6926070038910594,8.561,45.27,45.27,8.56115107913669,18/5521,45.27,45.27,0.0,45.27,竞价抢筹,单笔放量10%以上抢筹,看多,900300,40756581.0,-6424,-290814.48,900300,40756581.0,0.4492928615433906,33,300042,20260401
301196.SZ,唯科科技,118.5,5.006645990252553,8.163,107.73,107.73,8.162650602409649,19/5521,107.73,107.73,0.0,107.73,竞价抢筹,单笔放量10%以上抢筹,看多,267586,28827040.0,1014,109238.22,267586,28827040.0,0.32647723334769496,33,301196,20260401
688525.SH,佰维存储,265.08,-1.4572490706319763,7.552,228.0,228.0,7.552243030331614,20/5521,228.0,228.0,0.0,228.0,大幅高开,大幅高开7.50%,看多,1172324,267289870.0,-133001,-30324228.0,1172324,267289870.0,0.25096219650770446,17,688525,20260401
603256.SH,宏和科技,119.1,-1.2601558613828636,7.409,75.24,75.24,7.408993576017128,21/5521,75.24,75.24,0.0,75.24,大幅高开,大幅高开7.40%,偏多,892600,67159224.0,-1500,-112860.0,892600,67159224.0,0.10146323719560887,17,603256,20260401
301308.SZ,江波龙,401.12,-3.1812696113927124,7.379,319.0,319.0,7.378483910057903,22/5521,319.0,319.0,0.0,319.0,大幅高开,大幅高开7.40%,偏多,363000,115797000.0,-22203,-7082757.0,363000,115797000.0,0.13229145105529,33,301308,20260401
300835.SZ,龙磁科技,99.23,8.058368724817605,7.124,84.51,84.51,7.123843326150341,23/5521,84.51,84.51,0.0,84.51,竞价抢筹,单笔放量10%以上抢筹,看多,62870,5313143.7,3930,332124.3,62870,5313143.7,0.07561561265755082,33,300835,20260401
600502.SH,安徽建工,5.39,-1.4625228519195625,7.105,6.03,6.03,7.104795737122564,24/5521,6.03,6.03,0.0,6.03,大幅高开,大幅高开7.10%,看多,18494500,111521835.0,-771293,-4650896.8,18494500,111521835.0,1.077432819158161,17,600502,20260401
601083.SH,锦江航运,12.11,-3.1974420463629127,6.894,12.56,12.56,6.893617021276601,25/5521,12.56,12.56,0.0,12.56,涨停试盘,第1次涨停试盘,-,1028300,12915448.0,217900,2736824.0,1028300,12915448.0,0.529723882134762,17,601083,20260401
002763.SZ,汇洁股份,9.41,10.058479532163735,6.883,8.23,8.23,6.8831168831168865,26/5521,8.23,8.23,0.0,8.23,涨停试盘,第1次涨停试盘,-,714800,5882804.0,-17800,-146494.0,714800,5882804.0,0.2354303586591141,33,002763,20260401
000928.SZ,中钢国际,6.5,-0.6116207951070342,6.725,7.3,7.3,6.7251461988304095,27/5521,7.3,7.3,0.0,7.3,急速上涨,一分钟涨幅大于3%,偏多,2452540,17903542.0,48660,355218.0,2452540,17903542.0,0.1709531382459184,33,000928,20260401
301396.SZ,宏景科技,316.74,-3.270728355474112,6.589,163.39,163.39,6.588818579163673,28/5521,163.39,163.39,0.0,163.39,竞价抢筹,单笔放量10%以上抢筹,看多,155395,25389989.0,8105,1324275.95,155395,25389989.0,0.20424921972053128,33,301396,20260401
688370.SH,丛麟科技,25.36,2.258064516129027,6.539,25.09,25.09,6.539278131634815,29/5521,25.09,25.09,0.0,25.09,急速下跌,一分钟跌幅大于3%,-,38065,955050.85,-11642,-292097.78,38065,955050.9,0.027762810042448398,17,688370,20260401
600176.SH,中国巨石,34.5,-3.3613445378151336,6.335,25.85,25.85,6.334841628959288,30/5521,25.85,25.85,0.0,25.85,竞价抢筹,单笔放量10%以上抢筹,看多,1503678,38870076.0,108722,2810463.7,1503678,38870076.0,0.03756249416819819,17,600176,20260401
000631.SZ,顺发恒能,3.21,-0.31055900621118726,6.323,4.54,4.54,6.323185011709613,31/5521,4.54,4.54,0.0,4.54,急速下跌,一分钟跌幅大于3%,偏空,25398800,115310552.0,-656400,-2980056.0,25398800,115310552.0,1.1042956113629883,33,000631,20260401
688766.SH,普冉股份,271.09,1.266342921180421,6.133,239.0,239.0,6.132599138505263,32/5521,239.0,239.0,0.0,239.0,,,,131306,31382134.0,8936,2135704.0,131306,31382134.0,0.08869084528455971,17,688766,20260401
688328.SH,深科达,54.18,-0.47759000734753493,5.886,36.88,36.88,5.885730691932255,33/5521,36.88,36.88,0.0,36.88,,,,77664,2864248.3,-8033,-296257.04,77664,2864248.3,0.08222215364259206,17,688328,20260401
301566.SZ,达利凯普,24.16,-0.8210180623973699,5.885,20.51,20.51,5.88538977800723,34/5521,20.51,20.51,0.0,20.51,竞价抢筹,单笔放量10%以上抢筹,看多,268300,5502833.0,8800,180488.0,268300,5502833.0,0.12930070132546181,33,301566,20260401
002080.SZ,中材科技,55.17,-3.040421792618624,5.882,41.58,41.58,5.882352941176458,35/5521,41.58,41.58,0.0,41.58,竞价抢筹,单笔放量10%以上抢筹,看多,831600,34577928.0,-200,-8316.0,831600,34577928.0,0.04955534907731801,33,002080,20260401
300475.SZ,香农芯创,174.7,0.22948938611587907,5.723,132.82,132.82,5.723155297301599,36/5521,132.82,132.82,0.0,132.82,大卖单试盘,大卖单试盘1169万元,-,545300,72426746.0,-96,-12750.72,545300,72426746.0,0.12243483885068358,33,300475,20260401
300139.SZ,晓程科技,52.88,0.07570022710067968,5.656,62.77,62.77,5.655613533075251,37/5521,62.77,62.77,0.0,62.77,,,,784800,49261896.0,-100,-6277.0,784800,49261896.0,0.3358737494742611,33,300139,20260401
300196.SZ,长海股份,19.55,-3.217821782178211,5.594,18.5,18.5,5.593607305936076,38/5521,18.5,18.5,0.0,18.5,竞价砸盘,单笔放量10%以上砸盘,混战,302900,5603650.0,14500,268250.0,302900,5603650.0,0.12266903124285054,33,300196,20260401
003033.SZ,征和工业,56.3,3.568800588668134,5.577,63.99,63.99,5.576637518561298,39/5521,63.99,63.99,0.0,63.99,急速下跌,一分钟跌幅大于3%,偏空,246800,15792732.0,-1600,-102384.0,246800,15792732.0,0.3056587415266703,33,003033,20260401
920174.BJ,五新隧装,38.77,-1.5989847715735925,5.544,41.5,41.5,5.544252288911495,40/5521,41.5,41.5,0.0,41.5,,,,64457,2674965.5,409,16973.5,64457,2674966.0,0.07408785939442207,151,920174,20260401
300811.SZ,铂科新材,96.61,6.857648490211263,5.526,78.49,78.49,5.525678945953213,41/5521,78.49,78.49,0.0,78.49,竞价抢筹,单笔放量10%以上抢筹,看多,104900,8233601.0,-4473,-351085.77,104900,8233601.0,0.04414453987885173,33,300811,20260401
000967.SZ,盈峰环境,13.57,-3.8270729978738425,5.523,8.98,8.98,5.5229142185664,42/5521,8.98,8.98,0.0,8.98,竞价抢筹,单笔放量10%以上抢筹,看多,1783400,16014932.0,-67500,-606150.0,1783400,16014932.0,0.05633978654536795,33,000967,20260401
603316.SH,诚邦股份,15.59,-4.939024390243895,5.517,15.3,15.3,5.51724137931035,43/5521,15.3,15.3,0.0,15.3,涨停撤单,涨停撤单85.60%,-,438900,6715170.0,-28800,-440640.0,438900,6715170.0,0.1660839160839161,17,603316,20260401
688308.SH,欧科亿,95.64,1.8855864493448342,5.446,82.48,82.48,5.446177448222968,44/5521,82.48,82.48,0.0,82.48,竞价抢筹,单笔放量10%以上抢筹,看多,1030207,84971473.0,-64899,-5352869.5,1030207,84971473.0,0.648819699055007,17,688308,20260401
300374.SZ,中铁装配,13.94,0.14367816091953717,5.407,15.4,15.4,5.407255304585906,45/5521,15.4,15.4,0.0,15.4,竞价抢筹,单笔放量10%以上抢筹,看多,180900,2785860.0,15800,243320.0,180900,2785860.0,0.07357144297720863,33,300374,20260401
688195.SH,腾景科技,332.0,2.5450951321966917,5.393,285.13,285.13,5.392917867967759,46/5521,285.13,285.13,0.0,285.13,竞价砸盘,单笔放量10%以上砸盘,混战,229068,65314159.0,3194,910705.22,229068,65314159.0,0.17709161190568226,17,688195,20260401
002560.SZ,通达股份,14.67,-5.7803468208092506,5.375,11.37,11.37,5.375347544022244,47/5521,11.37,11.37,0.0,11.37,竞价砸盘,单笔放量10%以上砸盘,混战,2995400,34057698.0,-400,-4548.0,2995400,34057698.0,0.6613296330548702,33,002560,20260401
002863.SZ,今飞凯达,5.58,-0.7117437722419935,5.37,5.69,5.69,5.37037037037037,48/5521,5.69,5.69,0.0,5.69,竞价抢筹,单笔放量10%以上抢筹,看多,444900,2531481.0,17300,98437.0,444900,2531481.0,0.07421387910167758,33,002863,20260401
688048.SH,长光华芯,352.03,0.23633257403188615,5.34,217.0,217.0,5.339805825242719,49/5521,217.0,217.0,0.0,217.0,竞价砸盘,单笔放量10%以上砸盘,混战,386203,83806051.0,2474,536858.0,386203,83806051.0,0.2190850492843647,17,688048,20260401
688807.SH,优迅股份,355.0,-2.2577092511013186,5.334,220.0,220.0,5.3337163650292,50/5521,220.0,220.0,0.0,220.0,竞价抢筹,单笔放量10%以上抢筹,看多,59350,13057000.0,732,161040.0,59350,13057000.0,0.39472837101354274,17,688807,20260401
688229.SH,博睿数据,86.08,-0.13921113689095654,5.325,89.0,89.0,5.325443786982248,51/5521,89.0,89.0,0.0,89.0,竞价抢筹,单笔放量10%以上抢筹,看多,60212,5358868.0,22892,2037388.0,60212,5358868.0,0.13561261261261262,17,688229,20260401
688521.SH,芯原股份,280.88,19.99829110949716,5.289,213.0,213.0,5.289174493326737,52/5521,213.0,213.0,0.0,213.0,竞价抢筹,单笔放量10%以上抢筹,看多,433182,92267766.0,38341,8166633.0,433182,92267766.0,0.08236725994455005,17,688521,20260401
600495.SH,晋西车轴,4.29,0.23364485981307911,5.274,5.19,5.19,5.273833671399609,53/5521,5.19,5.19,0.0,5.19,急速下跌,一分钟跌幅大于3%,-,9590800,49776252.0,-848631,-4404394.9,9590800,49776252.0,0.7938149601303978,17,600495,20260401
301248.SZ,杰创智能,85.2,0.023479690068086426,5.232,47.67,47.67,5.231788079470209,54/5521,47.67,47.67,0.0,47.67,竞价抢筹,单笔放量10%以上抢筹,看多,92600,4414242.0,1200,57204.0,92600,4414242.0,0.08243663462676948,33,301248,20260401
002542.SZ,*ST中岩,1.75,-2.7777777777777803,5.183,3.45,3.45,5.18292682926829,55/5521,3.45,3.45,0.0,3.45,竞价砸盘,单笔放量10%以上砸盘,偏空,7469400,25769430.0,-92200,-318090.0,7469400,25769430.0,0.4246942207864704,33,002542,20260401
300964.SZ,本川智能,71.15,2.0803443328550975,5.17,65.71,65.71,5.169654289372594,56/5521,65.71,65.71,0.0,65.71,竞价抢筹,单笔放量10%以上抢筹,看多,65700,4317147.0,5200,341692.0,65700,4317147.0,0.11730084436789993,33,300964,20260401
300383.SZ,光环新网,15.9,-1.5479876160990604,5.14,18.0,18.0,5.140186915887845,57/5521,18.0,18.0,0.0,18.0,买一剩余大,买一剩余2338万元,看多,4775278,85955004.0,1299022,23382396.0,4775278,85955004.0,0.2661347006690906,33,300383,20260401
920725.BJ,惠丰钻石,31.32,3.537190082644629,5.044,29.78,29.78,5.0440917107583765,58/5521,29.78,29.78,0.0,29.78,,,,13595,404859.1,-304,-9053.12,13595,404859.0,0.032309227852945224,151,920725,20260401
603429.SH,*ST集友,10.3,0.3898635477582936,5.025,10.45,10.45,5.025125628140704,59/5521,10.45,10.45,0.0,10.45,涨停试盘,第1次涨停试盘,-,547800,5724510.0,81500,851675.0,547800,5724510.0,0.10444522042188528,22,603429,20260401
600581.SH,*ST八钢,2.82,1.0752688172042941,5.018,2.93,2.93,5.01792114695341,60/5521,2.93,2.93,0.0,2.93,买一剩余大,买一剩余0.13亿元,看多,2387604,6995679.7,45612796,133645492.0,2387604,6995679.7,0.15575753915034143,22,600581,20260401
002528.SZ,*ST英飞,4.81,4.3383947939262315,5.013,3.98,3.98,5.0131926121372015,61/5521,3.98,3.98,0.0,3.98,买一剩余大,买一剩余8455万元,看多,349200,1389816.0,21242900,84546742.0,349200,1389816.0,0.03325018954583819,33,002528,20260401
603986.SH,兆易创新,312.99,1.327333354915997,4.998,250.0,250.0,4.997900041999162,62/5521,250.0,250.0,0.0,250.0,大卖单试盘,大卖单试盘2545万元,-,1040400,260100000.0,-38664,-9666000.0,1040400,260100000.0,0.1557847005486691,17,603986,20260401
300394.SZ,天孚通信,307.5,-1.1540068790382125,4.997,316.67,316.67,4.9966843501326235,63/5521,316.67,316.67,0.0,316.67,竞价抢筹,单笔放量10%以上抢筹,看多,563261,178367860.0,26539,8404105.1,563261,178367860.0,0.07259899049920561,33,300394,20260401
603803.SH,瑞斯康达,14.3,-3.8332212508406087,4.984,13.06,13.06,4.983922829582002,64/5521,13.06,13.06,0.0,13.06,大卖单试盘,大卖单试盘809万元,-,1149788,15016231.0,17312,226094.72,1149788,15016231.0,0.27061249630801787,17,603803,20260401
600875.SH,东方电气,39.01,-2.3773773773773845,4.964,36.79,36.79,4.964336661911561,65/5521,36.79,36.79,0.0,36.79,大买单试盘,大买单试盘1417万元,-,1483200,54566928.0,28400,1044836.0,1483200,54566928.0,0.06553070118099892,17,600875,20260401
688028.SH,沃尔德,116.8,1.388888888888884,4.948,89.3,89.3,4.947702432718291,66/5521,89.3,89.3,0.0,89.3,,,,98621,8806855.3,-8389,-749137.7,98621,8806855.3,0.06533398697573353,17,688028,20260401
300166.SZ,东方国信,15.44,-0.1293661060802157,4.947,14.85,14.85,4.946996466431091,67/5521,14.85,14.85,0.0,14.85,,,,1027856,15263662.0,120844,1794533.4,1027856,15263662.0,0.11347775029119125,33,300166,20260401
688025.SH,杰普特,356.01,9.879629629629626,4.918,224.0,224.0,4.918032786885246,68/5521,224.0,224.0,0.0,224.0,,,,211975,47482400.0,-60707,-13598368.0,211975,47482400.0,0.22301555686455876,17,688025,20260401
002717.SZ,*ST岭南,1.37,-3.521126760563368,4.908,1.71,1.71,4.907975460122704,69/5521,1.71,1.71,0.0,1.71,买一剩余大,买一剩余5062万元,看多,6497500,11110725.0,29604900,50624379.0,6497500,11110725.0,0.40227214700405506,33,002717,20260401
688480.SH,赛恩斯,97.81,2.8496319663512177,4.901,80.69,80.69,4.901196047841909,70/5521,80.69,80.69,0.0,80.69,,,,32592,2629848.5,-1280,-103283.2,32592,2629848.5,0.034189978389881755,17,688480,20260401
002796.SZ,世嘉科技,55.07,0.5661066471877324,4.895,48.0,48.0,4.895104895104899,71/5521,48.0,48.0,0.0,48.0,,,,338393,16242864.0,128507,6168336.0,338393,16242864.0,0.14860817289046016,33,002796,20260401
688205.SH,德科立,240.96,2.6235093696763188,4.891,193.0,193.0,4.891304347826087,72/5521,193.0,193.0,0.0,193.0,竞价抢筹,单笔放量10%以上抢筹,看多,230177,44424161.0,1844,355892.0,230177,44424161.0,0.14541903627720293,17,688205,20260401
688530.SH,欧莱新材,53.2,7.04225352112676,4.846,30.29,30.29,4.845967462789888,73/5521,30.29,30.29,0.0,30.29,竞价抢筹,单笔放量10%以上抢筹,看多,181782,5506176.8,3176,96201.04,181782,5506176.8,0.2682012642294269,17,688530,20260401
002306.SZ,*ST云网,2.39,-1.2396694214875952,4.846,2.38,2.38,4.845814977973562,74/5521,2.38,2.38,0.0,2.38,涨停试盘,第1次涨停试盘,-,1492700,3552626.0,362700,863226.0,1492700,3552626.0,0.18338730285163127,33,002306,20260401
002636.SZ,金安国纪,44.9,-0.970445522717258,4.843,31.61,31.61,4.8424543946932035,75/5521,31.61,31.61,0.0,31.61,竞价抢筹,单笔放量10%以上抢筹,看多,550940,17415213.0,860,27184.6,550940,17415213.0,0.07606354732609537,33,002636,20260401
688216.SH,气派科技,30.64,6.425842306356379,4.833,28.2,28.2,4.832713754646843,76/5521,28.2,28.2,0.0,28.2,急速上涨,一分钟涨幅大于3%,-,5200,146640.0,-424,-11956.8,5200,146640.0,0.004892468942583631,17,688216,20260401
688258.SH,卓易信息,120.41,1.3552188552188549,4.773,111.52,111.52,4.772641863960915,77/5521,111.52,111.52,0.0,111.52,竞价砸盘,单笔放量10%以上砸盘,混战,96491,10760676.3,13435,1498271.2,96491,10760676.3,0.0796509973643627,17,688258,20260401
300846.SZ,首都在线,26.75,-0.9992598075499615,4.759,29.5,29.5,4.7585227272727275,78/5521,29.5,29.5,0.0,29.5,竞价抢筹,单笔放量10%以上抢筹,看多,611700,18045150.0,-1451,-42804.5,611700,18045150.0,0.15604323179650154,33,300846,20260401
688668.SH,鼎通科技,220.0,0.4336909381419715,4.75,131.88,131.88,4.749801429706108,79/5521,131.88,131.88,0.0,131.88,竞价抢筹,单笔放量10%以上抢筹,看多,98417,12979234.0,6927,913532.76,98417,12979234.0,0.07066602409987359,17,688668,20260401
002342.SZ,巨力索具,19.81,4.814814814814816,4.722,15.08,15.08,4.7222222222222205,80/5521,15.08,15.08,0.0,15.08,竞价砸盘,单笔放量10%以上砸盘,偏空,6895300,103981124.0,-193100,-2911948.0,6895300,103981124.0,0.7222553918025747,33,002342,20260401
600115.SH,中国东航,4.32,-0.9174311926605512,4.706,4.45,4.45,4.705882352941181,81/5521,4.45,4.45,0.0,4.45,竞价抢筹,单笔放量10%以上抢筹,看多,6541900,29111455.0,-234600,-1043970.0,6541900,29111455.0,0.03842533621135262,17,600115,20260401
301071.SZ,力量钻石,54.01,3.5070908394020663,4.705,40.5,40.5,4.7052740434333,82/5521,40.5,40.5,0.0,40.5,竞价抢筹,单笔放量10%以上抢筹,看多,141500,5730750.0,-6400,-259200.0,141500,5730750.0,0.07271543755985245,33,301071,20260401
002428.SZ,云南锗业,70.01,1.1412886449003268,4.703,51.21,51.21,4.70251482314456,83/5521,51.21,51.21,0.0,51.21,大卖单试盘,大卖单试盘616万元,-,2507500,128409075.0,200,10242.0,2507500,128409075.0,0.3839759890587899,33,002428,20260401
300672.SZ,国科微,178.31,11.027397260273979,4.696,161.43,161.43,4.695505545106693,84/5521,161.43,161.43,0.0,161.43,竞价砸盘,单笔放量10%以上砸盘,混战,116200,18758166.0,-900,-145287.0,116200,18758166.0,0.05524450516733663,33,300672,20260401
300302.SZ,同有科技,27.72,-3.1446540880503218,4.69,20.76,20.76,4.689863842662649,85/5521,20.76,20.76,0.0,20.76,,,,608800,12638688.0,-400,-8304.0,608800,12638688.0,0.16506970270195487,33,300302,20260401
300223.SZ,北京君正,124.18,-0.9096712416214383,4.669,109.17,109.17,4.669223394055614,86/5521,109.17,109.17,0.0,109.17,竞价抢筹,单笔放量10%以上抢筹,看多,256582,28011057.0,318,34716.06,256582,28011057.0,0.06100807073799515,33,300223,20260401
688167.SH,炬光科技,357.98,2.4556382369776877,4.619,340.0,340.0,4.618603649343053,87/5521,340.0,340.0,0.0,340.0,竞价砸盘,单笔放量10%以上砸盘,混战,160963,54727420.0,11565,3932100.0,160963,54727420.0,0.1791273677345542,17,688167,20260401
920876.BJ,慧为智能,22.22,-0.1348314606741624,4.617,23.34,23.34,4.61676378305693,88/5521,23.34,23.34,0.0,23.34,,,,15760,367838.4,-5235,-122184.9,15760,367838.0,0.04015465760013905,151,920876,20260401
688416.SH,恒烁股份,97.23,1.3868613138686112,4.604,74.52,74.52,4.604154969118475,89/5521,74.52,74.52,0.0,74.52,,,,27715,2065321.8,-1976,-147251.52,27715,2065321.8,0.03338927769155678,17,688416,20260401
601579.SH,会稽山,17.85,-0.9433962264150841,4.603,17.5,17.5,4.602510460251043,90/5521,17.5,17.5,0.0,17.5,竞价抢筹,单笔放量10%以上抢筹,看多,758700,13277250.0,10200,178500.0,758700,13277250.0,0.1582393954905535,17,601579,20260401
600528.SH,中铁工业,7.79,0.0,4.58,9.59,9.59,4.580152671755725,91/5521,9.59,9.59,0.0,9.59,竞价抢筹,单笔放量10%以上抢筹,看多,10034700,96232773.0,-66446,-637217.14,10034700,96232773.0,0.45169781580602214,17,600528,20260401
002307.SZ,北新路桥,4.32,-0.6896551724137785,4.575,4.8,4.8,4.57516339869281,92/5521,4.8,4.8,0.0,4.8,竞价抢筹,单笔放量10%以上抢筹,看多,789200,3788160.0,-23600,-113280.0,789200,3788160.0,0.06222543862945863,33,002307,20260401
301312.SZ,智立方,115.08,2.8969957081545017,4.57,89.93,89.93,4.569767441860473,93/5521,89.93,89.93,0.0,89.93,竞价砸盘,单笔放量10%以上砸盘,混战,103700,9325741.0,-300,-26979.0,103700,9325741.0,0.17125559831991158,33,301312,20260401
688610.SH,埃科光电,124.7,1.962387571545385,4.565,88.88,88.88,4.564705882352936,94/5521,88.88,88.88,0.0,88.88,急速上涨,一分钟涨幅大于3%,-,17989,1598862.3,4177,371251.76,17989,1598862.3,0.04394789010061621,17,688610,20260401
000863.SZ,三湘印象,4.85,6.359649122807019,4.553,5.97,5.97,4.5534150612959685,95/5521,5.97,5.97,0.0,5.97,急速下跌,一分钟跌幅大于3%,偏空,2318500,13841445.0,-34900,-208353.0,2318500,13841445.0,0.19924968027537773,33,000863,20260401
688519.SH,南亚新材,174.19,-0.5197030268418028,4.546,135.68,135.68,4.546155031591929,96/5521,135.68,135.68,0.0,135.68,竞价砸盘,单笔放量10%以上砸盘,混战,135199,18343800.0,5408,733757.44,135199,18343800.0,0.05758760615589143,17,688519,20260401
002432.SZ,九安医疗,73.5,-2.208621607237888,4.485,76.88,76.88,4.484914378907308,97/5521,76.88,76.88,0.0,76.88,竞价抢筹,单笔放量10%以上抢筹,看多,761100,58513368.0,-3000,-230640.0,761100,58513368.0,0.17360475250662646,33,002432,20260401
688158.SH,优刻得,45.03,-1.7026850032743965,4.478,42.0,42.0,4.4776119402985,98/5521,42.0,42.0,0.0,42.0,,,,520410,21857220.0,92149,3870258.0,520410,21857220.0,0.12834611296369777,17,688158,20260401
688103.SH,国力电子,60.19,1.2106944677988882,4.471,53.98,53.98,4.470679311012184,99/5521,53.98,53.98,0.0,53.98,急速下跌,一分钟跌幅大于3%,-,41861,2259656.8,-554,-29904.92,41861,2259656.8,0.04391833185751609,17,688103,20260401
301205.SZ,联特科技,235.4,-1.4732965009208028,4.466,218.0,218.0,4.4661682959555264,100/5521,218.0,218.0,0.0,218.0,,,,157000,34226000.0,29200,6365600.0,157000,34226000.0,0.18823876972895176,33,301205,20260401
688181.SH,八亿时空,35.57,-0.19640852974186387,4.455,31.65,31.65,4.455445544554448,101/5521,31.65,31.65,0.0,31.65,急速上涨,一分钟涨幅大于3%,-,50292,1591741.8,740,23421.0,50292,1591741.8,0.0373969525900602,17,688181,20260401
