股票代码,股票简称,最新价,最新涨跌幅,竞价涨幅[20260422],分时开盘价:不复权[20260422 09:25],p_925,chg_pct,分时涨跌幅:前复权排名[20260422 09:25],分时最高价:不复权[20260422 09:25],分时最低价:不复权[20260422 09:25],分时振幅[20260422 09:25],竞价匹配价[20260422],竞价异动类型[20260422],竞价异动说明[20260422],集合竞价评级[20260422],竞价量[20260422],竞价金额[20260422],竞价未匹配量[20260422],竞价未匹配金额[20260422],分时成交量[20260422 09:25],分时成交额[20260422 09:25],分时换手率[20260422 09:25],market_code,code,date
300067.SZ,安诺其,6.85,-3.7921348314606806,20.0,6.06,6.06,19.999999999999996,1/5521,6.06,6.06,0,6.06,大幅高开,大幅高开20.00%,看多,6147956,37256613.0,265297140,1607700700.0,6147956,37256613.0,0.6557933886851306,33,300067,20260422
300890.SZ,翔丰华,40.6,-4.358068315665492,15.109,38.17,38.17,15.108564535585067,2/5521,38.17,38.17,0,38.17,大幅高开,大幅高开15.10%,看多,2507400,95707458.0,27500,1049675.0,2507400,95707458.0,2.303216473863761,33,300890,20260422
002081.SZ,金螳螂,5.9,10.074626865671641,10.022,4.94,4.94,10.022271714922049,3/5521,4.94,4.94,0,4.94,大幅高开,大幅高开10.00%,看多,25431496,125631590.0,57091204,282030550.0,25431496,125631590.0,0.9616368821588456,33,002081,20260422
003027.SZ,同兴科技,23.72,0.21123785382339313,10.02,27.67,27.67,10.019880715705787,4/5521,27.67,27.67,0,27.67,大幅高开,大幅高开10.00%,看多,2945583,81504282.0,9924817,274619690.0,2945583,81504282.0,2.809036628385883,33,003027,20260422
002194.SZ,武汉凡谷,11.03,1.0999083409715784,10.019,11.86,11.86,10.018552875695729,5/5521,11.86,11.86,0,11.86,大幅高开,大幅高开10.00%,看多,3678704,43629429.0,62021996,735580870.0,3678704,43629429.0,0.7200526175915923,33,002194,20260422
603115.SH,海星股份,56.89,-1.4038128249566764,8.831,52.99,52.99,8.83138221400699,6/5521,52.99,52.99,0,52.99,大幅高开,大幅高开8.80%,看多,488000,25859120.0,-200,-10598.0,488000,25859120.0,0.2017442610372301,17,603115,20260422
002866.SZ,传艺科技,25.86,-1.560715645222688,8.776,28.88,28.88,8.775894538606387,7/5521,28.88,28.88,0,28.88,大幅高开,大幅高开8.80%,看多,2104600,60780848.0,120700,3485816.0,2104600,60780848.0,1.1613988716650716,33,002866,20260422
002360.SZ,ST同德,6.22,4.013377926421393,8.108,6.8,6.8,8.108108108108114,8/5521,6.8,6.8,0,6.8,大幅高开,大幅高开8.10%,看多,6768500,46025800.0,-3464100,-23555880.0,6768500,46025800.0,2.066577282403091,33,002360,20260422
002588.SZ,史丹利,10.94,-3.185840707964612,7.815,11.45,11.45,7.815442561205277,9/5521,11.45,11.45,0,11.45,竞价抢筹,单笔放量10%以上抢筹,看多,1259200,14417840.0,31600,361820.0,1259200,14417840.0,0.14665110292239242,33,002588,20260422
920003.BJ,中诚咨询,30.79,1.3495720868992764,7.538,29.96,29.96,7.537688442211055,10/5521,29.96,29.96,0,29.96,,,,205785,6165318.6,-1074,-32177.04,205785,6165319.0,1.5455606355315892,151,920003,20260422
688707.SH,振华新材,16.52,-3.8976148923792997,6.899,17.51,17.51,6.898656898656919,11/5521,17.51,17.51,0,17.51,大卖单试盘,大卖单试盘1145万元,-,1756342,30753548.0,-20880,-365608.8,1756342,30753548.0,0.3452335755535578,17,688707,20260422
300830.SZ,金现代,10.46,0.867888138862118,6.846,11.55,11.55,6.84551341350601,12/5521,11.55,11.55,0,11.55,竞价抢筹,单笔放量10%以上抢筹,看多,649400,7500570.0,50000,577500.0,649400,7500570.0,0.19265183536680203,33,300830,20260422
002752.SZ,昇兴股份,7.4,0.2710027100271065,6.667,7.36,7.36,6.666666666666665,13/5521,7.36,7.36,0,7.36,急速下跌,一分钟跌幅大于3%,偏空,5788900,42606304.0,-21430,-157724.8,5788900,42606304.0,0.5934126963248563,33,002752,20260422
688118.SH,普元信息,27.23,0.22083179977916348,6.408,30.72,30.72,6.408036023553865,14/5521,30.72,30.72,0,30.72,竞价抢筹,单笔放量10%以上抢筹,看多,113104,3474554.9,2399,73697.28,113104,3474554.9,0.12120444062362119,17,688118,20260422
603178.SH,圣龙股份,19.46,10.005652911249289,6.262,22.4,22.4,6.261859582542706,15/5521,22.4,22.4,0,22.4,急速下跌,一分钟跌幅大于3%,偏空,1926700,43158080.0,-4800,-107520.0,1926700,43158080.0,0.8149759613815686,17,603178,20260422
000539.SZ,粤电力A,6.53,-6.71428571428571,6.26,6.79,6.79,6.259780907668233,16/5521,6.79,6.79,0,6.79,竞价抢筹,单笔放量10%以上抢筹,看多,9207500,62518925.0,-7900,-53641.0,9207500,62518925.0,0.3603172577742796,33,000539,20260422
603335.SH,迪生力,7.07,-2.4827586206896513,6.242,7.83,7.83,6.241519674355489,17/5521,7.83,7.83,0,7.83,急速下跌,一分钟跌幅大于3%,偏空,2420500,18952515.0,-17739,-138896.37,2420500,18952515.0,0.5653463806386908,17,603335,20260422
601061.SH,中信金属,13.86,-1.2820512820512802,5.855,13.74,13.74,5.855161787365182,18/5521,13.74,13.74,0,13.74,竞价砸盘,单笔放量10%以上砸盘,混战,1085600,14916144.0,-29300,-402582.0,1085600,14916144.0,0.022155102040816325,17,601061,20260422
600152.SH,维科技术,14.85,2.4137931034482736,5.842,13.77,13.77,5.8416602613374335,19/5521,13.77,13.77,0,13.77,竞价抢筹,单笔放量10%以上抢筹,看多,3620200,49850154.0,168900,2325753.0,3620200,49850154.0,0.6842451569766824,17,600152,20260422
600736.SH,苏州高新,8.15,-2.9761904761904763,5.78,7.32,7.32,5.780346820809257,20/5521,7.32,7.32,0,7.32,竞价砸盘,单笔放量10%以上砸盘,偏空,6962100,50962572.0,-41600,-304512.0,6962100,50962572.0,0.6047201331363713,17,600736,20260422
600103.SH,青山纸业,4.46,-4.086021505376352,5.769,5.5,5.5,5.769230769230771,21/5521,5.5,5.5,0,5.5,竞价砸盘,单笔放量10%以上砸盘,偏空,15922300,87572650.0,-889106,-4890083.0,15922300,87572650.0,0.7197075869699956,17,600103,20260422
688258.SH,卓易信息,120.41,1.3552188552188549,5.095,124.99,124.99,5.095434289077594,22/5521,124.99,124.99,0,124.99,竞价抢筹,单笔放量10%以上抢筹,看多,79140,9891708.6,-3184,-397968.16,79140,9891708.6,0.06532816461033322,17,688258,20260422
688268.SH,华特气体,188.3,-1.0145613205067436,5.032,125.03,125.03,5.03192204301075,23/5521,125.03,125.03,0,125.03,竞价抢筹,单笔放量10%以上抢筹,看多,427332,53429320.0,2828,353584.84,427332,53429320.0,0.35636130302121305,17,688268,20260422
603813.SH,*ST原尚,37.0,1.36986301369863,4.998,31.72,31.72,4.99834491890101,24/5521,31.72,31.72,0,31.72,买一剩余大,买一剩余1666万元,看多,156600,4967352.0,525100,16656172.0,156600,4967352.0,0.1491215540637052,22,603813,20260422
688619.SH,罗普特,16.02,2.038216560509556,4.889,16.52,16.52,4.888888888888876,25/5521,16.52,16.52,0,16.52,急速上涨,一分钟涨幅大于3%,偏多,101360,1674467.2,14056,232205.12,101360,1674467.2,0.0546597660904983,17,688619,20260422
920185.BJ,贝特瑞,30.74,-3.937500000000005,4.839,32.5,32.5,4.8387096774193505,26/5521,32.5,32.5,0,32.5,,,,405342,13173615.0,48370,1572025.0,405342,13173615.0,0.03626746273763183,151,920185,20260422
000669.SZ,ST金鸿,4.19,-2.7842227378190074,4.808,4.36,4.36,4.807692307692313,27/5521,4.36,4.36,0,4.36,竞价抢筹,单笔放量10%以上抢筹,看多,1214100,5293476.0,-410400,-1789344.0,1214100,5293476.0,0.17843684640073812,33,000669,20260422
003018.SZ,金富科技,53.2,-3.3781329458772236,4.531,49.6,49.6,4.53108535300315,28/5521,49.6,49.6,0,49.6,竞价砸盘,单笔放量10%以上砸盘,混战,582200,28877120.0,-70600,-3501760.0,582200,28877120.0,0.24525301458585647,33,003018,20260422
301022.SZ,海泰科,29.41,0.7882111034955464,4.431,34.88,34.88,4.431137724550904,29/5521,34.88,34.88,0,34.88,竞价砸盘,单笔放量10%以上砸盘,偏空,529800,18479424.0,-17100,-596448.0,529800,18479424.0,0.7885578675704431,33,301022,20260422
300030.SZ,阳普医疗,8.32,1.8359853121175074,4.416,8.04,8.04,4.415584415584406,30/5521,8.04,8.04,0,8.04,竞价抢筹,单笔放量10%以上抢筹,看多,172100,1383684.0,7300,58692.0,172100,1383684.0,0.06321917087377821,33,300030,20260422
300511.SZ,雪榕生物,8.03,-2.5485436893203985,4.178,7.48,7.48,4.178272980501396,31/5521,7.48,7.48,0,7.48,竞价抢筹,单笔放量10%以上抢筹,看多,924400,6914512.0,15100,112948.0,924400,6914512.0,0.1650555074940209,33,300511,20260422
600261.SH,阳光照明,3.56,-9.644670050761418,3.931,4.23,4.23,3.9312039312039415,32/5521,4.23,4.23,0,4.23,竞价砸盘,单笔放量10%以上砸盘,混战,3997000,16907310.0,-245200,-1037196.0,3997000,16907310.0,0.29938887083825255,17,600261,20260422
600961.SH,株冶集团,26.49,-4.402742692168901,3.891,27.77,27.77,3.8907594463150064,33/5521,27.77,27.77,0,27.77,急速下跌,一分钟跌幅大于3%,-,9765400,271185160.0,-230300,-6395431.0,9765400,271185160.0,1.2989144666911971,17,600961,20260422
603638.SH,艾迪精密,23.24,2.3337736679876597,3.829,23.05,23.05,3.8288288288288452,34/5521,23.05,23.05,0,23.05,竞价砸盘,单笔放量10%以上砸盘,混战,617100,14224155.0,-3900,-89895.0,617100,14224155.0,0.07425199239537349,17,603638,20260422
301631.SZ,壹连科技,107.92,-0.9181050312155711,3.639,108.79,108.79,3.6391349909498105,35/5521,108.79,108.79,0,108.79,,,,48400,5265436.0,-7800,-848562.0,48400,5265436.0,0.15762649412167162,33,301631,20260422
688048.SH,长光华芯,352.03,0.23633257403188615,3.617,322.0,322.0,3.6169391170034704,36/5521,322.0,322.0,0,322.0,买一剩余大,买一剩余2835万元,看多,236292,76086024.0,88037,28347914.0,236292,76086024.0,0.1340436103953131,17,688048,20260422
300601.SZ,康泰生物,14.1,-0.4940014114326061,3.538,14.34,14.34,3.5379061371841214,37/5521,14.34,14.34,0,14.34,,,,427860,6135512.4,52740,756291.6,427860,6135512.4,0.04752025507001699,33,300601,20260422
920961.BJ,创远信科,19.01,-3.5025380710659784,3.464,24.79,24.79,3.4641068447412326,38/5521,24.79,24.79,0,24.79,,,,155890,3864513.1,680,16857.2,155890,3864513.0,0.14996582503089215,151,920961,20260422
002391.SZ,长青股份,6.64,0.6060606060606066,3.376,6.43,6.43,3.37620578778135,39/5521,6.43,6.43,0,6.43,竞价抢筹,单笔放量10%以上抢筹,看多,635400,4085622.0,21600,138888.0,635400,4085622.0,0.13990430611516635,33,002391,20260422
603843.SH,*ST正平,8.97,5.0351288056206265,3.325,8.7,8.7,3.325415676959609,40/5521,8.7,8.7,0,8.7,涨停试盘,第1次涨停试盘,-,3124600,27184020.0,-186520,-1622724.0,3124600,27184020.0,0.44661180972180886,22,603843,20260422
300858.SZ,科拓生物,17.85,-2.4056861673045256,3.241,24.21,24.21,3.2409381663113024,41/5521,24.21,24.21,0,24.21,竞价抢筹,单笔放量10%以上抢筹,看多,916000,22176360.0,35400,857034.0,916000,22176360.0,0.4679673488758709,33,300858,20260422
