股票代码,股票简称,最新价,最新涨跌幅,涨停封单量[20260415],{(}涨停封单量[20260415]{*}100.0{)},自由流通股[20260415],fenglu_ratio,zt_first_time,涨停原因类别[20260415],涨停[20260415],涨停明细数据[20260415],zt_last_time,涨停封单额[20260415],涨停开板次数[20260415],自由流通市值[20260415],实际换手率[20260415],a股市值(不含限售股)[20260415],market_code,code,date
002297.SZ,博云新材,24.5,5.557949159844891,41609249,4160924900,443711940,9.37753647107175, 09:30:00,一季报业绩预增+商业航天+硬质合金,涨停,"[{""code"":""002297.SZ"",""time"":1776216600000,""openTime"":null,""duration"":14388598,""updatedTime"":1776236400000,""firstVol"":9.4135799E7,""highestVol"":9.4135799E7,""firstVolDivLTGB"":0.16425581478141435,""firstVolDivVol"":36.083932427195485,""highestVolDivLTGB"":0.16425581478141435,""highestVolDivVol"":36.083932427195485}]", 09:30:00,608327220.38,0,6487068562.8,2.2118293683960815,8378792453.78,33,002297,20260415
600664.SH,哈药股份,3.58,-2.7173913043478284,32029100,3202910000,1345272853,2.380862731941265, 09:59:14,创新药+保健品+仿制药一致性评价,涨停,"[{""code"":""600664.SH"",""time"":1776218354244,""openTime"":1776218965073,""duration"":610829,""updatedTime"":1776218965073,""firstVol"":9.5904916E7,""highestVol"":1.32405686E8,""firstVolDivLTGB"":0.038080023792608705,""firstVolDivVol"":0.32174151263228634,""highestVolDivLTGB"":0.05257302632074332,""highestVolDivVol"":0.4320256168442556},{""code"":""600664.SH"",""time"":1776218980073,""openTime"":null,""duration"":12008525,""updatedTime"":1776236400000,""firstVol"":7.26929E7,""highestVol"":7.26929E7,""firstVolDivLTGB"":0.02886345640043859,""firstVolDivVol"":0.18590558403672564,""highestVolDivLTGB"":0.02886345640043859,""highestVolDivVol"":0.18590558403672564}]", 10:09:40,142209204.0,1,5973011467.32,33.99282851655076,11182183849.44,17,600664,20260415
002589.SZ,瑞康医药,3.18,-2.153846153846149,30197273,3019727300,1117720415,2.7016839448172734, 09:34:48,医药流通+创新药,涨停,"[{""code"":""002589.SZ"",""time"":1776216888413,""openTime"":null,""duration"":14100185,""updatedTime"":1776236400000,""firstVol"":1.6751348E8,""highestVol"":1.6751348E8,""firstVolDivLTGB"":0.12266733800845112,""firstVolDivVol"":4.220338672182209,""highestVolDivLTGB"":0.12266733800845112,""highestVolDivVol"":4.220338672182209}]", 09:34:48,108408210.07,0,4012616289.85,8.407272761498232,4902473657.32,33,002589,20260415
002124.SZ,天邦食品,2.61,-1.5094339622641524,26903329,2690332900,1889189587,1.42406718654013, 09:32:33,猪肉+预重整+销量增长,涨停,"[{""code"":""002124.SZ"",""time"":1776216753410,""openTime"":1776217153719,""duration"":400309,""updatedTime"":1776217153719,""firstVol"":559800.0,""highestVol"":7.06328E7,""firstVolDivLTGB"":2.838231960807081E-4,""firstVolDivVol"":0.003269524266697629,""highestVolDivLTGB"":0.0358114095107707,""highestVolDivVol"":0.3355523822205808},{""code"":""002124.SZ"",""time"":1776217213839,""openTime"":1776219049715,""duration"":1835876,""updatedTime"":1776219049715,""firstVol"":5.18459E7,""highestVol"":7.159436E7,""firstVolDivLTGB"":0.026286296966203614,""firstVolDivVol"":0.19940384113322338,""highestVolDivLTGB"":0.03629892832538908,""highestVolDivVol"":0.26487179934928157},{""code"":""002124.SZ"",""time"":1776219079716,""openTime"":1776229996081,""duration"":5504963,""updatedTime"":1776229996081,""firstVol"":4.385538E7,""highestVol"":4.796178E7,""firstVolDivLTGB"":0.022235037722282896,""firstVolDivVol"":0.13659090129031265,""highestVolDivLTGB"":0.024317016236727017,""highestVolDivVol"":0.14824174079045274},{""code"":""002124.SZ"",""time"":1776230011081,""openTime"":null,""duration"":6388919,""updatedTime"":1776236400000,""firstVol"":1.8610648E7,""highestVol"":3.8176109E7,""firstVolDivLTGB"":0.009435751333499533,""firstVolDivVol"":0.04892743157779005,""highestVolDivLTGB"":0.01935560069722309,""highestVolDivVol"":0.09925421238370077}]", 13:13:31,84476453.06,3,5932055303.18,20.61295455361834,6192609507.62,33,002124,20260415
000788.SZ,北大医药,6.12,-2.0799999999999983,22997700,2299770000,400707529,5.739273244351742, 13:22:12,创新药+右酮洛芬+帕利哌酮获批,涨停,"[{""code"":""000788.SZ"",""time"":1776230532332,""openTime"":null,""duration"":5867668,""updatedTime"":1776236400000,""firstVol"":9.57154E7,""highestVol"":9.57154E7,""firstVolDivLTGB"":0.16059969721676595,""firstVolDivVol"":0.8929973967949499,""highestVolDivLTGB"":0.16059969721676595,""highestVolDivVol"":0.8929973967949499}]", 13:22:12,155694429.0,0,2712789971.33,28.84755155174536,4034834867.25,33,000788,20260415
002468.SZ,申通快递,16.35,-1.327700663850325,21291544,2129154400,590807092,3.603806435011447, 09:30:00,一季报预增+快递涨价+经济型快递,涨停,"[{""code"":""002468.SZ"",""time"":1776216600000,""openTime"":null,""duration"":14388598,""updatedTime"":1776236400000,""firstVol"":3.44104E7,""highestVol"":3.44104E7,""firstVolDivLTGB"":0.023453108504229613,""firstVolDivVol"":14.734894874320215,""highestVolDivLTGB"":0.023453108504229613,""highestVolDivVol"":14.734894874320215}]", 09:30:00,348968406.16,0,9683328237.88,1.6396986649577998,24047407442.74,33,002468,20260415
000785.SZ,居然智家,2.58,-1.5267175572519096,18926571,1892657100,2113980099,0.8953050697569505, 09:35:53,AI应用+智能家居+零售,涨停,"[{""code"":""000785.SZ"",""time"":1776216953819,""openTime"":1776217014893,""duration"":61074,""updatedTime"":1776217014893,""firstVol"":2.2302638E8,""highestVol"":2.2315608E8,""firstVolDivLTGB"":0.03781650623451654,""firstVolDivVol"":4.228740601526925,""highestVolDivLTGB"":0.03783849825563358,""highestVolDivVol"":4.095627873480023},{""code"":""000785.SZ"",""time"":1776217029893,""openTime"":1776217044893,""duration"":15000,""updatedTime"":1776217044893,""firstVol"":6.78538E7,""highestVol"":6.78538E7,""firstVolDivLTGB"":0.011505336950434467,""firstVolDivVol"":0.9367972688193895,""highestVolDivLTGB"":0.011505336950434467,""highestVolDivVol"":0.9367972688193895},{""code"":""000785.SZ"",""time"":1776217104893,""openTime"":null,""duration"":13883705,""updatedTime"":1776236400000,""firstVol"":9.7052432E7,""highestVol"":1.33121166E8,""firstVolDivLTGB"":0.01645627705477259,""firstVolDivVol"":1.061657556731786,""highestVolDivLTGB"":0.022572116374686757,""highestVolDivVol"":1.4076183971490732}]", 09:38:24,51101741.7,2,5707746267.3,6.221006671832439,15672101081.4,33,000785,20260415
600572.SH,康恩贝,4.48,0.2237136465324536,17436860,1743686000,1722111672,1.0125278333285694, 13:27:36,创新药+中药大健康+浙江国资,涨停,"[{""code"":""600572.SH"",""time"":1776230856061,""openTime"":null,""duration"":5543939,""updatedTime"":1776236400000,""firstVol"":1.097831E8,""highestVol"":1.097831E8,""firstVolDivLTGB"":0.043389900730789244,""firstVolDivVol"":0.7039773081778525,""highestVolDivLTGB"":0.043389900730789244,""highestVolDivVol"":0.7039773081778525}]", 13:27:36,83696928.0,0,8266136025.6,12.048380797456206,12144735782.4,17,600572,20260415
603687.SH,大胜达,17.18,9.987195902688864,15058200,1505820000,277459753,5.427165503171193, 09:30:00,拟投GPU+钙钛矿设备+参股曲速科技+纸包装,涨停,"[{""code"":""603687.SH"",""time"":1776216600000,""openTime"":null,""duration"":14388598,""updatedTime"":1776236400000,""firstVol"":5797200.0,""highestVol"":5.74787E7,""firstVolDivLTGB"":0.010539753020563187,""firstVolDivVol"":0.6610262257696693,""highestVolDivLTGB"":0.10450067307373305,""highestVolDivVol"":3.5989643664414652}]", 09:30:00,271649928.0,0,5005373944.12,7.581568055385676,9922574826.56,17,603687,20260415
002498.SZ,汉缆股份,8.72,-3.3259423503325825,14762459,1476245900,1112387984,1.3270962301225289, 09:43:13,特高压+柔性直流输电+海上风电,涨停,"[{""code"":""002498.SZ"",""time"":1776217393839,""openTime"":1776221689893,""duration"":4296054,""updatedTime"":1776221689893,""firstVol"":9.43752E7,""highestVol"":1.6721751E8,""firstVolDivLTGB"":0.028368195705417466,""firstVolDivVol"":2.0165429030105066,""highestVolDivLTGB"":0.050263830424227995,""highestVolDivVol"":2.4235919448703322},{""code"":""002498.SZ"",""time"":1776221889646,""openTime"":null,""duration"":9098952,""updatedTime"":1776236400000,""firstVol"":1.038027E8,""highestVol"":1.122233E8,""firstVolDivLTGB"":0.031202003369007296,""firstVolDivVol"":0.6971190056628365,""highestVolDivLTGB"":0.03373314744877654,""highestVolDivVol"":0.741746103055789}]", 10:58:09,125480901.5,1,9455297864.0,15.591372299469212,28277766000.0,33,002498,20260415
