股票代码,股票简称,最新价,最新涨跌幅,涨停封单量[20260416],{(}涨停封单量[20260416]{*}100.0{)},自由流通股[20260416],fenglu_ratio,zt_first_time,涨停原因类别[20260416],涨停[20260416],涨停明细数据[20260416],zt_last_time,涨停封单额[20260416],涨停开板次数[20260416],自由流通市值[20260416],实际换手率[20260416],a股市值(不含限售股)[20260416],market_code,code,date
600666.SH,奥瑞德,5.24,-5.585585585585579,40168375,4016837500,2132471626,1.8836534334267385, 10:20:28,年报扭亏+算力租赁+蓝宝石,涨停,"[{""code"":""600666.SH"",""time"":1776306028166,""openTime"":null,""duration"":11334392,""updatedTime"":1776322800000,""firstVol"":3.1033302E8,""highestVol"":3.3004582E8,""firstVolDivLTGB"":0.12402141678160433,""firstVolDivVol"":0.6106177989863721,""highestVolDivLTGB"":0.13189943564254414,""highestVolDivVol"":0.6434112923240791}]", 10:20:28,275153368.75,0,14607430638.1,26.827178332641505,17140436242.1,17,600666,20260416
002421.SZ,达实智能,2.9,3.9426523297490994,23585800,2358580000,1713423677,1.3765305287070573, 09:44:22,液冷服务器+AIoT平台+AI应用,涨停,"[{""code"":""002421.SZ"",""time"":1776303862707,""openTime"":null,""duration"":13499851,""updatedTime"":1776322800000,""firstVol"":2.255186E8,""highestVol"":2.255186E8,""firstVolDivLTGB"":0.11238323731118934,""firstVolDivVol"":2.838879496672302,""highestVolDivLTGB"":0.11238323731118934,""highestVolDivVol"":2.838879496672302}]", 09:44:22,68398820.0,0,4968928663.3,7.286663344036421,5809793839.4,33,002421,20260416
300027.SZ,ST华谊,1.82,4.5977011494252915,20949413,2094941300,2544906029,0.8231900416469169, 09:30:00,被申请重整+AI短剧+影视制作,涨停,"[{""code"":""300027.SZ"",""time"":1776303000000,""openTime"":1776303180007,""duration"":180007,""updatedTime"":1776303180007,""firstVol"":2.799283E8,""highestVol"":2.799283E8,""firstVolDivLTGB"":0.1126481648311954,""firstVolDivVol"":8.551084955467067,""highestVolDivLTGB"":0.1126481648311954,""highestVolDivVol"":8.551084955467067},{""code"":""300027.SZ"",""time"":1776303255715,""openTime"":1776303317497,""duration"":61782,""updatedTime"":1776303317497,""firstVol"":1.20682553E8,""highestVol"":1.20682553E8,""firstVolDivLTGB"":0.0485648222155226,""firstVolDivVol"":0.6499504872936775,""highestVolDivLTGB"":0.0485648222155226,""highestVolDivVol"":0.6499504872936775},{""code"":""300027.SZ"",""time"":1776303478677,""openTime"":1776316416431,""duration"":7500312,""updatedTime"":1776316416431,""firstVol"":2.98121E7,""highestVol"":6.8677001E7,""firstVolDivLTGB"":0.011996923336311765,""firstVolDivVol"":0.11244702377541992,""highestVolDivLTGB"":0.02763685604049384,""highestVolDivVol"":0.2556381258256815},{""code"":""300027.SZ"",""time"":1776316654935,""openTime"":null,""duration"":6145065,""updatedTime"":1776322800000,""firstVol"":1.9226968E7,""highestVol"":2.0949413E7,""firstVolDivLTGB"":0.007737276511407097,""firstVolDivVol"":0.05172121896466144,""highestVolDivLTGB"":0.008430419249289148,""highestVolDivVol"":0.0540395390656712}]", 13:17:34,43784273.169999994,3,5318853600.61,15.233106275139404,5363581690.61,33,300027,20260416
002613.SZ,北玻股份,3.99,0.7575757575757639,20433067,2043306700,588210640,3.4737669825217714, 10:07:26,玻璃钢化设备+钙钛矿设备+一带一路,涨停,"[{""code"":""002613.SZ"",""time"":1776305246808,""openTime"":null,""duration"":12115750,""updatedTime"":1776322800000,""firstVol"":9.7243323E7,""highestVol"":9.7243323E7,""firstVolDivLTGB"":0.12592100968396075,""firstVolDivVol"":1.4921471839653488,""highestVolDivLTGB"":0.12592100968396075,""highestVolDivVol"":1.4921471839653488}]", 10:07:26,85205889.39,0,2452838368.8,14.012857196870835,3226211889.72,33,002613,20260416
000571.SZ,新大洲A,5.56,0.0,19106010,1910601000,638200043,2.9937337374952198, 10:18:20,航空发动机+C919+煤炭+海南自贸区,涨停,"[{""code"":""000571.SZ"",""time"":1776305900518,""openTime"":null,""duration"":11462040,""updatedTime"":1776322800000,""firstVol"":5.9231199E7,""highestVol"":5.9231199E7,""firstVolDivLTGB"":0.07276628906686218,""firstVolDivVol"":2.5078410893336476,""highestVolDivLTGB"":0.07276628906686218,""highestVolDivVol"":2.5078410893336476}]", 10:18:20,108713196.9,0,3631358244.67,4.193448636292242,4631614906.75,33,000571,20260416
000967.SZ,盈峰环境,13.57,-3.8270729978738425,16945355,1694535500,1371479544,1.2355528796716782, 09:40:33,算力+机器人+新能源环卫,涨停,"[{""code"":""000967.SZ"",""time"":1776303633229,""openTime"":null,""duration"":13729329,""updatedTime"":1776322800000,""firstVol"":5.1600611E7,""highestVol"":6.1597717E7,""firstVolDivLTGB"":0.016301321463834725,""firstVolDivVol"":0.47878235249929596,""highestVolDivLTGB"":0.019459540629379702,""highestVolDivVol"":0.5458387178567281}]", 09:40:33,221475789.85,0,17925237640.08,11.255345052379433,41372105155.17,33,000967,20260416
002802.SZ,洪汇新材,13.9,-2.932960893854748,16781713,1678171300,83647145,20.06250542083654, 10:37:57,特种氯乙烯共聚物+风电+回购注销+国企,涨停,"[{""code"":""002802.SZ"",""time"":1776307077356,""openTime"":null,""duration"":10285202,""updatedTime"":1776322800000,""firstVol"":1.0677613E7,""highestVol"":2.08589E7,""firstVolDivLTGB"":0.0713347423134781,""firstVolDivVol"":1.450789443935377,""highestVolDivLTGB"":0.13935364172147915,""highestVolDivVol"":2.006599424404595}]", 10:37:57,249544072.30999997,0,1243833046.15,14.161793567491156,2225789288.09,33,002802,20260416
600719.SH,大连热电,7.75,0.649350649350647,16400700,1640070000,271465816,6.0415341576561525, 14:16:07,热电联产+新能源注入预期+大连国资,涨停,"[{""code"":""600719.SH"",""time"":1776320167358,""openTime"":null,""duration"":2632642,""updatedTime"":1776322800000,""firstVol"":3.86822E7,""highestVol"":3.86822E7,""firstVolDivLTGB"":0.09560612516670802,""firstVolDivVol"":1.2708912636615914,""highestVolDivLTGB"":0.09560612516670802,""highestVolDivVol"":1.2708912636615914}]", 14:16:07,120217131.0,0,1989844431.28,11.6883095881214,2965715068.0,17,600719,20260416
000782.SZ,恒申新材,7.38,3.9436619718309895,14810199,1481019900,462789623,3.2002011851506014, 09:38:13,锦纶6+军工锦纶+29亿项目,涨停,"[{""code"":""000782.SZ"",""time"":1776303493677,""openTime"":null,""duration"":13868881,""updatedTime"":1776322800000,""firstVol"":4.44918E7,""highestVol"":4.44918E7,""firstVolDivLTGB"":0.08424249585227579,""firstVolDivVol"":3.057305565225446,""highestVolDivLTGB"":0.08424249585227579,""highestVolDivVol"":3.057305565225446}]", 09:38:13,86047256.19,0,2688807709.63,4.437290289026208,3068491209.63,33,000782,20260416
002297.SZ,博云新材,24.5,5.557949159844891,14363799,1436379900,476439142,3.0148234546186803, 09:30:00,一季报业绩预增+商业航天+硬质合金,涨停,"[{""code"":""002297.SZ"",""time"":1776303000000,""openTime"":1776303030006,""duration"":30006,""updatedTime"":1776303030006,""firstVol"":2.927845E7,""highestVol"":2.927845E7,""firstVolDivLTGB"":0.05108742594607288,""firstVolDivVol"":1.2256320523097983,""highestVolDivLTGB"":0.05108742594607288,""highestVolDivVol"":1.2256320523097983},{""code"":""002297.SZ"",""time"":1776303045006,""openTime"":1776303418676,""duration"":373670,""updatedTime"":1776303418676,""firstVol"":6360350.0,""highestVol"":2.077365E7,""firstVolDivLTGB"":0.011098057090320855,""firstVolDivVol"":0.08862592095866789,""highestVolDivLTGB"":0.03624755770898517,""highestVolDivVol"":0.27905350720179467},{""code"":""002297.SZ"",""time"":1776303433677,""openTime"":null,""duration"":13928881,""updatedTime"":1776322800000,""firstVol"":1.2942109E7,""highestVol"":1.65419E7,""firstVolDivLTGB"":0.022582446650130157,""firstVolDivVol"":0.12227197017579164,""highestVolDivLTGB"":0.028863655393552012,""highestVolDivVol"":0.12920178588533734}]", 09:37:13,230969887.92,2,7661141403.36,27.238885632952467,9215525489.52,33,002297,20260416
