股票代码,股票简称,最新价,chg_pct,p_close,p_open,涨跌幅:前复权[20260417],p_high,区间最低价:前复权[20000104-20001229],区间最低价:前复权日[20000104-20001229],区间最低价:前复权排名[20000104-20001229],p_low,区间最高价:前复权[20000104-20001229],区间最高价:前复权日[20000104-20001229],开盘价:前复权[20260417],最高价:前复权[20260417],最低价:前复权[20260417],收盘价:前复权[20260417],振幅[20260417],成交量[20260417],market_code,code,date
000948.SZ,南天信息,14.49,0.48543689320388544,15.67,15.56,0.57766367,15.73,10.47909775,20001211,13/870,15.52,14.44735759,20000128,15.56,15.73,15.52,15.67,1.347881,3330811,33,000948,20260417
000409.SZ,云鼎科技,10.16,0.2961500493583352,10.87,11.03,-2.77280859,11.12,9.95525526,20000124,14/870,10.8,19.04796133,20001227,11.03,11.12,10.8,10.87,2.862254,1.1845556E7,33,000409,20260417
600661.SH,昂立教育,10.2,1.1904761904761827,9.72,9.9,-2.01612903,9.92,9.84925926,20000114,15/870,9.7,19.98506173,20001221,9.9,9.92,9.7,9.72,2.217741,4458600,17,600661,20260417
600262.SH,北方股份,24.51,1.030502885408079,27.3,26.14,3.44827586,27.7,9.22633333,20001218,16/870,26.01,10.643,20001205,26.14,27.7,26.01,27.3,6.40394,7047219,17,600262,20260417
600671.SH,天目药业,19.91,1.3747454175152727,19.48,19.47,-0.1537673,19.9,9.07407407,20000119,17/870,19.18,14.41666667,20001206,19.47,19.9,19.18,19.48,3.690415,2363100,17,600671,20260417
600135.SH,乐凯胶片,11.43,4.098360655737698,11.13,11.01,1.08991826,11.23,8.97388889,20000104,18/870,10.9,13.57858974,20001201,11.01,11.23,10.9,11.13,2.997275,3.297155E7,17,600135,20260417
600722.SH,金牛化工,13.61,0.5169867060561321,13.5,14.16,-3.01724138,14.18,8.93656716,20001212,19/870,13.41,12.47485399,20000110,14.16,14.18,13.41,13.5,5.531609,4.7656901E7,17,600722,20260417
600640.SH,国脉文化,12.4,-1.5873015873015817,12.06,12.11,-0.74074074,12.15,8.91125926,20000104,20/870,11.98,18.68230303,20001207,12.11,12.15,11.98,12.06,1.399176,3559700,17,600640,20260417
000995.SZ,皇台酒业,13.48,-0.148148148148145,13.75,13.8,-1.57480315,13.9,8.90102065,20001215,21/870,13.43,10.44386423,20001226,13.8,13.9,13.43,13.75,3.364352,1.138181E7,33,000995,20260417
000925.SZ,众合科技,9.19,-5.840163934426233,7.36,7.34,0.13605442,7.48,8.72891101,20000104,22/870,7.24,13.88113583,20001221,7.34,7.48,7.24,7.36,3.265306,1.438562E7,33,000925,20260417
600854.SH,春兰股份,5.42,1.3084112149532765,5.06,5.12,-0.97847358,5.13,8.72833175,20000104,23/870,5.03,12.70484803,20001201,5.12,5.13,5.03,5.06,1.956947,6198101,17,600854,20260417
600258.SH,首旅酒店,15.65,-2.3705552089831614,14.97,15.36,-2.98120544,15.36,8.70342308,20001218,24/870,14.92,10.34338034,20001201,15.36,15.36,14.92,14.97,2.851587,2.051723E7,17,600258,20260417
600180.SH,*ST瑞茂,2.91,-4.901960784313722,3.22,3.28,-2.12765957,3.28,8.63033945,20000104,25/870,3.17,11.33744004,20000128,3.28,3.28,3.17,3.22,3.343465,1.4164483E7,22,600180,20260417
600234.SH,科新发展,24.4,1.6666666666666607,19.92,17.93,9.99447819,19.92,8.53741497,20001212,26/870,17.82,9.375,20001205,17.93,19.92,17.82,19.92,11.595803,6920405,17,600234,20260417
600241.SH,时代万恒,9.76,0.7223942208462362,9.79,9.92,-1.70682731,10.04,8.50759516,20001215,27/870,9.74,9.2082872,20001206,9.92,10.04,9.74,9.79,3.012048,7299172,17,600241,20260417
000663.SZ,永安林业,6.88,1.624815361890699,6.35,6.41,-0.93603744,6.5,8.275,20001229,28/870,6.3,10.63125,20000110,6.41,6.5,6.3,6.35,3.120124,7320600,33,000663,20260417
000701.SZ,厦门信达,5.93,0.3384094754653058,5.84,5.85,-0.51107325,5.88,8.12566667,20000119,29/870,5.77,10.75233333,20000128,5.85,5.88,5.77,5.84,1.873935,9968200,33,000701,20260417
000962.SZ,东方钽业,43.87,-1.1714350078846658,46.73,45.83,0.95052927,48.3,8.0963361,20000120,30/870,45.71,25.97914428,20001206,45.83,48.3,45.71,46.73,5.59516,2.1830213E7,33,000962,20260417
000978.SZ,桂林旅游,6.67,-1.9117647058823515,7.91,8.2,-6.94117647,8.28,8.02863636,20001211,31/870,7.84,10.08768842,20001213,8.2,8.28,7.84,7.91,5.17647,6.766949E7,33,000978,20260417
000682.SZ,东方电子,13.05,-2.320359281437116,13.12,13.07,0.38255547,13.16,8.01247154,20000104,32/870,12.98,17.20962602,20000128,13.07,13.16,12.98,13.12,1.377199,2.4922946E7,33,000682,20260417
000058.SZ,深赛格,8.2,0.8610086100860824,8.04,8.06,-0.37174721,8.07,8.01010231,20000114,33/870,7.98,12.4730939,20000128,8.06,8.07,7.98,8.04,1.115241,4789637,33,000058,20260417
600278.SH,东方创业,7.06,-0.5633802816901414,7.32,7.33,0,7.33,8.00883034,20001218,34/870,7.21,8.5672349,20001229,7.33,7.33,7.21,7.32,1.639344,6069000,17,600278,20260417
600768.SH,宁波富邦,18.88,3.2258064516129026,17.83,17.58,1.76940639,18.22,7.99885389,20000104,35/870,17.37,14.1340245,20000128,17.58,18.22,17.37,17.83,4.851598,2.2231805E7,17,600768,20260417
600288.SH,大恒科技,15.18,4.043865661411925,15.84,15.06,5.17928287,16.22,7.75457406,20001211,36/870,14.93,8.7256092,20001204,15.06,16.22,14.93,15.84,8.565737,1.9273795E7,17,600288,20260417
600338.SH,西藏珠峰,27.58,-0.10865628395509286,21.71,20.51,5.85080449,21.9,7.74785714,20001227,37/870,20.5,9.15357143,20001229,20.51,21.9,20.5,21.71,6.825938,1.10763967E8,17,600338,20260417
600171.SH,上海贝岭,28.7,1.6648955012398117,27.87,27.55,0.94168779,27.98,7.73419254,20000117,38/870,27.48,11.06479946,20001221,27.55,27.98,27.48,27.87,1.810938,1.0674942E7,17,600171,20260417
600207.SH,安彩高科,5.59,-2.101576182136604,5.7,5.39,5.36044362,5.73,7.65671642,20000104,39/870,5.36,20.20895522,20001226,5.39,5.73,5.36,5.7,6.839186,5.6859342E7,17,600207,20260417
600232.SH,金鹰股份,8.58,0.3508771929824486,8.8,8.73,0.11376564,8.86,7.62474628,20001213,40/870,8.72,9.84368119,20001205,8.73,8.86,8.72,8.8,1.592718,7295420,17,600232,20260417
000921.SZ,海信家电,24.03,2.124946876328092,22.46,22.82,-1.79274158,22.82,7.5908686,20001226,41/870,22.38,13.47122574,20000110,22.82,22.82,22.38,22.46,1.923917,6556087,33,000921,20260417
000938.SZ,紫光股份,31.99,-1.3263417643430082,27.7,27.93,-1.38839445,28.38,7.56762877,20000104,42/870,27.66,12.37508746,20001201,27.93,28.38,27.66,27.7,2.563189,1.03392759E8,33,000938,20260417
600289.SH,ST信通,6.21,-4.900459418070448,7.44,7.44,-0.13422819,7.45,7.5433309,20001212,43/870,7.32,8.03652677,20001221,7.44,7.45,7.32,7.44,1.744966,3977379,22,600289,20260417
600800.SH,渤海化学,4.59,1.3245033112582694,4.62,4.51,2.43902439,4.77,7.51028807,20000104,44/870,4.39,12.48148148,20001201,4.51,4.77,4.39,4.62,8.42572,5.2530706E7,17,600800,20260417
000628.SZ,高新发展,66.18,10.00664893617023,61.19,58.45,4.66985973,64.31,7.45869231,20000117,45/870,57.83,11.48176923,20001225,58.45,64.31,57.83,61.19,11.084502,2.5742154E7,33,000628,20260417
000722.SZ,湖南发展,14.24,-1.7931034482758605,13.41,13.2,1.36054422,13.46,7.33431953,20000106,46/870,13.16,11.04733728,20000124,13.2,13.46,13.16,13.41,2.267573,2.399221E7,33,000722,20260417
000070.SZ,特发信息,18.08,-6.466632177961718,20.33,20.74,-2.11844006,20.87,7.2516401,20001212,47/870,20.16,8.00647101,20001221,20.74,20.87,20.16,20.33,3.418391,1.45339067E8,33,000070,20260417
600706.SH,曲江文旅,9.54,0.5268703898840773,9.51,9.67,-1.55279503,9.84,7.24678205,20000126,48/870,9.4,13.33011538,20001205,9.67,9.84,9.4,9.51,4.554865,9041800,17,600706,20260417
600052.SH,东望时代,4.44,9.90099009900991,3.77,3.84,-2.07792208,3.85,7.24521718,20000104,49/870,3.74,9.7131659,20001201,3.84,3.85,3.74,3.77,2.857142,1.19973E7,17,600052,20260417
000993.SZ,闽东电力,12.24,-1.2903225806451624,12.18,12.15,-0.32733224,12.32,7.23930058,20001226,50/870,12.12,7.69594798,20001221,12.15,12.32,12.12,12.18,1.636661,1.4480183E7,33,000993,20260417
600648.SH,外高桥,10.03,-5.37735849056604,10.69,10.65,0.28142589,10.71,7.1888556,20000119,51/870,10.6,13.21652358,20001227,10.65,10.71,10.6,10.69,1.031894,2316979,17,600648,20260417
000586.SZ,汇源通信,17.71,-1.6657412548584158,19.4,21.06,-8.27423168,21.26,7.16666667,20000117,52/870,19.2,10.95652174,20001225,21.06,21.26,19.2,19.4,9.739952,4.9281329E7,33,000586,20260417
000151.SZ,中成股份,11.84,0.1692047377326529,11.32,11.92,-5.1131601,11.93,7.0639599,20001218,53/870,11.04,8.53764411,20001226,11.92,11.93,11.04,11.32,7.460184,1.9668254E7,33,000151,20260417
600613.SH,神奇制药,5.88,0.1703577512776795,5.96,6.25,-4.94417863,6.27,7.02110656,20000124,54/870,5.94,17.12356557,20001208,6.25,6.27,5.94,5.96,5.263157,2.1827701E7,17,600613,20260417
600301.SH,华锡有色,50.53,1.1206724034420699,50.51,50,-0.88304553,52.18,7.01142857,20001211,55/870,49.79,7.56142857,20001204,50,52.18,49.79,50.51,4.689952,1.05382E7,17,600301,20260417
600215.SH,派斯林,6.84,5.718701700154562,6.56,6.66,-1.35338346,6.68,6.9619053,20000117,56/870,6.5,9.01773901,20001204,6.66,6.68,6.5,6.56,2.706766,5485100,17,600215,20260417
600707.SH,彩虹股份,8.09,-8.068181818181827,7.79,7.1,10.02824859,7.79,6.94490791,20000104,57/870,7.09,9.57112676,20001204,7.1,7.79,7.09,7.79,9.887005,1.18571095E8,17,600707,20260417
600721.SH,百花医药,8.43,-1.0563380281690125,8.92,9.04,-1.97802198,9.08,6.80630173,20000128,58/870,8.9,13.42202701,20001205,9.04,9.08,8.9,8.92,1.978021,1.9955711E7,17,600721,20260417
000681.SZ,视觉中国,21.82,5.207328833172623,21.02,20.73,0.81534772,21.2,6.78343342,20000104,59/870,20.65,11.48566667,20001201,20.73,21.2,20.65,21.02,2.637889,3.0871831E7,33,000681,20260417
600857.SH,宁波中百,12.71,2.7485852869846537,12.03,12.1,-0.5785124,12.21,6.74935185,20000104,60/870,11.92,12.3187963,20000126,12.1,12.21,11.92,12.03,2.396694,2076900,17,600857,20260417
600775.SH,南京熊猫,12.35,0.40650406504064174,13.47,13.53,-0.14825797,13.53,6.74812963,20000120,61/870,13.3,13.65183333,20001222,13.53,13.53,13.3,13.47,1.704966,1.6512265E7,17,600775,20260417
000980.SZ,众泰汽车,2.52,10.043668122270741,2.09,2.08,0.48076923,2.1,6.73197531,20001218,62/870,2,7.46777778,20001206,2.08,2.1,2,2.09,4.807692,1.35258252E8,33,000980,20260417
000909.SZ,*ST数源,4.66,-5.091649694501018,6.66,6.7,0,6.91,6.7316326,20001212,63/870,6.61,10.6586399,20000128,6.7,6.91,6.61,6.66,4.504504,4527600,33,000909,20260417
600148.SH,长春一东,19.13,0.3146303093864642,18.21,18.19,0.05494505,18.37,6.72332274,20000106,64/870,18.04,9.54887752,20001226,18.19,18.37,18.04,18.21,1.813186,1308100,17,600148,20260417
600847.SH,万里股份,14.77,0.06775067750677362,14.79,14.48,1.0936432,15.2,6.688,20000105,65/870,14.32,16.0,20001204,14.48,15.2,14.32,14.79,6.015037,1.057971E7,17,600847,20260417
600281.SH,华阳新材,5.6,-0.8849557522124019,5.58,5.48,1.27041742,5.61,6.66180021,20001218,66/870,5.43,7.49165818,20001206,5.48,5.61,5.43,5.58,3.266787,1.1217395E7,17,600281,20260417
600137.SH,浪莎股份,23.4,-2.1739130434782736,22.36,21.48,3.56646596,22.63,6.646,20000118,67/870,21.35,17.182,20001205,21.48,22.63,21.35,22.36,5.92867,5870400,17,600137,20260417
000004.SZ,*ST国华,,,3.76,3.82,3.2967033,3.82,6.624,20000104,68/870,3.48,27.328,20001225,3.82,3.82,3.48,3.76,9.340659,2.0431731E7,33,000004,20260417
000969.SZ,安泰科技,21.37,1.0879848628193018,21.55,21.2,1.69891458,21.68,6.60243363,20001205,69/870,21.1,7.55227962,20001220,21.2,21.68,21.1,21.55,2.73714,2.5711816E7,33,000969,20260417
600095.SH,湘财股份,8.88,0.3389830508474705,9.43,9.45,-0.21164021,9.48,6.57028181,20001214,70/870,9.35,8.61847458,20000128,9.45,9.48,9.35,9.43,1.375661,1.3369802E7,17,600095,20260417
600235.SH,民丰特纸,6.95,1.0174418604651205,6.72,6.81,-0.88495575,6.81,6.55940212,20001211,71/870,6.63,7.09908466,20001229,6.81,6.81,6.63,6.72,2.654867,5460600,17,600235,20260417
000636.SZ,风华高科,25.09,-0.7515822784810177,21.99,22,-1.03510351,22.29,6.54474519,20000104,72/870,21.83,14.08178222,20001204,22,22.29,21.83,21.99,2.070207,5.6534406E7,33,000636,20260417
000668.SZ,*ST荣控,15.85,1.5374759769378619,14.67,15.47,-2.71883289,15.47,6.51079772,20000104,73/870,14.33,10.4937037,20001201,15.47,15.47,14.33,14.67,7.559681,4194288,33,000668,20260417
600237.SH,铜峰电子,8.88,-2.417582417582405,9.33,9.36,-0.53304904,9.48,6.45181818,20001211,74/870,9.31,7.41141414,20001221,9.36,9.48,9.31,9.33,1.812366,2.4539023E7,17,600237,20260417
600718.SH,东软集团,8.84,-0.2257336343115076,9.01,9.1,-1.3143483,9.1,6.43132281,20000104,75/870,8.95,10.89259829,20001221,9.1,9.1,8.95,9.01,1.642935,1.2203675E7,17,600718,20260417
600248.SH,陕建股份,3.48,-1.4164305949008449,3.47,3.45,0.87209302,3.49,6.37952948,20001201,76/870,3.44,7.04086744,20001208,3.45,3.49,3.44,3.47,1.453488,1.4061506E7,17,600248,20260417
000733.SZ,振华科技,42.61,-2.135966926963711,46.96,46.75,-0.02129019,47.17,6.31858755,20000104,77/870,46.61,15.10457977,20000128,46.75,47.17,46.61,46.96,1.19225,7041732,33,000733,20260417
600638.SH,新黄浦,6.25,1.957585644371943,5.95,5.97,-0.50167224,5.98,6.28206706,20000104,78/870,5.91,7.9240789,20001205,5.97,5.98,5.91,5.95,1.170568,7099960,17,600638,20260417
000159.SZ,国际实业,6.5,0.0,6.23,6.36,-1.42405063,6.36,6.25084469,20001211,79/870,6.2,6.87754768,20001204,6.36,6.36,6.2,6.23,2.531645,1.05709E7,33,000159,20260417
600751.SH,海航科技,3.68,-2.6455026455026363,3.84,3.77,1.31926121,3.87,6.2460324,20000124,80/870,3.68,9.18274406,20001229,3.77,3.87,3.68,3.84,5.013192,5.7513346E7,17,600751,20260417
000972.SZ,*ST中基,3.86,2.93333333333333,3.91,3.99,-0.50890585,4.08,6.22979886,20001218,81/870,3.84,7.04272862,20001204,3.99,4.08,3.84,3.91,6.10687,2.3256701E7,33,000972,20260417
000035.SZ,中国天楹,6.53,-2.53731343283582,7.1,6.78,4.25844347,7.26,6.2188,20000104,82/870,6.75,10.01046667,20000124,6.78,7.26,6.75,7.1,7.488986,9.6574616E7,33,000035,20260417
000155.SZ,川能动力,17.42,-9.506493506493497,16.95,17,0.05903188,17.95,6.16848485,20001218,83/870,16.81,7.14575758,20001225,17,17.95,16.81,16.95,6.729634,1.0105678E8,33,000155,20260417
000862.SZ,银星能源,6.47,-3.143712574850299,6.39,6.29,1.42857143,6.46,6.16814241,20000104,84/870,6.27,8.84292566,20000128,6.29,6.46,6.27,6.39,3.015873,3.91546E7,33,000862,20260417
600229.SH,城市传媒,6.32,2.931596091205222,5.99,6.05,-0.99173554,6.05,6.168,20001218,85/870,5.92,7.184,20001208,6.05,6.05,5.92,5.99,2.14876,2948900,17,600229,20260417
600192.SH,长城电工,8.26,0.36452004860266535,8.36,8.41,-1.2987013,8.47,6.16766999,20000104,86/870,8.33,8.29822392,20001227,8.41,8.47,8.33,8.36,1.652892,5972200,17,600192,20260417
600121.SH,郑州煤电,4.25,-0.9324009324009332,4.09,4.16,-1.91846523,4.17,6.14019055,20000114,87/870,4.08,15.03176329,20001215,4.16,4.17,4.08,4.09,2.158273,3.2844268E7,17,600121,20260417
000752.SZ,*ST西发,10.0,-1.1857707509881346,9.46,9.53,-0.73452256,9.64,6.11017309,20000104,88/870,9.4,9.08444444,20001227,9.53,9.64,9.4,9.46,2.518363,3333101,33,000752,20260417
600080.SH,ST金花,7.62,-4.9875311720698186,8.1,8.3,-2.29191797,8.3,6.09953673,20000104,89/870,8.08,8.41894948,20001205,8.3,8.3,8.08,8.1,2.653799,7891700,22,600080,20260417
000020.SZ,深华发A,15.96,0.1883239171374836,15.78,15.75,-0.75471698,15.85,6.08695652,20000128,90/870,15.69,20.86956522,20001207,15.75,15.85,15.69,15.78,1.006289,4744800,33,000020,20260417
600218.SH,全柴动力,9.66,2.439024390243907,9.84,9.68,1.13052415,10.03,6.07659544,20000118,91/870,9.62,7.31306268,20001214,9.68,10.03,9.62,9.84,4.213771,1.0980839E7,17,600218,20260417
600615.SH,鑫源智造,11.87,1.1935208866155054,11.44,11.62,-1.46425495,11.62,6.07136345,20000124,92/870,11.36,10.87570682,20001208,11.62,11.62,11.36,11.44,2.239448,2150580,17,600615,20260417
000021.SZ,深科技,29.22,-0.034211426616495254,29.0,28.46,0.79944387,29.21,6.06042735,20001219,93/870,28.38,10.74846154,20000128,28.46,29.21,28.38,29.0,2.884949,6.1891671E7,33,000021,20260417
600136.SH,ST明诚,1.79,0.0,1.84,1.83,0.54644809,1.87,6.03462238,20000104,94/870,1.82,9.77972727,20001229,1.83,1.87,1.82,1.84,2.73224,2.34964E7,22,600136,20260417
600107.SH,ST尔雅,6.01,0.0,5.51,5.61,-2.65017668,5.65,6.0,20000104,95/870,5.48,8.12857143,20001205,5.61,5.65,5.48,5.51,3.003533,4209941,22,600107,20260417
000048.SZ,京基智农,14.74,0.1358695652173884,14.86,15.35,-3.44379467,15.35,5.99985305,20001229,96/870,14.6,15.88827837,20001204,15.35,15.35,14.6,14.86,4.873294,1.8182438E7,33,000048,20260417
600689.SH,上海三毛,13.54,0.4451038575667561,13.75,13.95,-1.57480315,14.26,5.99700549,20000104,97/870,13.64,10.63871795,20001208,13.95,14.26,13.64,13.75,4.438081,3774600,17,600689,20260417
000590.SZ,古汉医药,11.16,0.540540540540545,11.19,11.58,-3.45125108,11.62,5.96423494,20000106,98/870,11.11,20.24107744,20001201,11.58,11.62,11.11,11.19,4.400345,6168500,33,000590,20260417
000977.SZ,浪潮信息,69.75,-3.5002767017155523,68.23,68.98,-0.07322789,69.68,5.95745345,20001211,99/870,67.85,6.23501893,20001221,68.98,69.68,67.85,68.23,2.68014,6.1797175E7,33,000977,20260417
600302.SH,标准股份,9.54,0.0,11.28,11.71,-4.08163265,11.81,5.93076923,20001218,100/870,11.2,6.67975709,20001214,11.71,11.81,11.2,11.28,5.187074,1.03224E7,17,600302,20260417
600292.SH,电投水电,15.32,-1.3522215067611016,15.08,15.5,-4.0101846,15.5,5.8951655,20001211,101/870,15.06,6.55075991,20001205,15.5,15.5,15.06,15.08,2.800763,2.4835978E7,17,600292,20260417
600076.SH,康欣新材,3.33,-5.397727272727271,3.51,3.59,-2.22841226,3.6,5.88825911,20000104,102/870,3.49,11.34574899,20001219,3.59,3.6,3.49,3.51,3.064066,1.775986E7,17,600076,20260417
001896.SZ,豫能控股,15.24,-9.982279976373299,17.08,17.28,0.11723329,18.09,5.87,20000104,103/870,16.47,11.81,20001221,17.28,18.09,16.47,17.08,9.495896,2.00898919E8,33,001896,20260417
000988.SZ,华工科技,119.53,0.41162634408601717,116.68,113,3.88176638,117.58,5.81089464,20001215,104/870,112.79,6.46948263,20001201,113,117.58,112.79,116.68,4.264601,9.5400783E7,33,000988,20260417
600058.SH,五矿发展,11.12,-1.3309671694764895,11.14,11.08,0.17985612,11.2,5.78185177,20000104,105/870,10.9,11.77183811,20001204,11.08,11.2,10.9,11.14,2.697841,9764809,17,600058,20260417
000526.SZ,学大教育,34.76,4.7619047619047565,31.81,32.23,-1.45600991,32.61,5.77455504,20000104,106/870,31.7,12.42584047,20001227,32.23,32.61,31.7,31.81,2.819083,1550850,33,000526,20260417
600819.SH,耀皮玻璃,6.83,-0.726744186046509,7.0,7.01,-1.1299435,7.08,5.75151235,20000104,107/870,6.96,8.19595679,20000124,7.01,7.08,6.96,7.0,1.694915,4764600,17,600819,20260417
000062.SZ,深圳华强,36.92,3.562412342215998,29.76,29.5,3.98322851,31.48,5.73271141,20001225,108/870,29.48,9.03244615,20000128,29.4,31.38,29.38,29.66,6.98812,8.5258234E7,33,000062,20260417
600630.SH,龙头股份,8.33,0.8474576271186476,7.98,7.99,-0.37453184,8.04,5.71667091,20000104,109/870,7.91,9.70163331,20001208,7.99,8.04,7.91,7.98,1.622971,3528155,17,600630,20260417
600156.SH,华升股份,10.8,-3.3124440465532605,9.26,8.98,9.97624703,9.26,5.69315618,20000124,110/870,8.85,8.54624088,20001213,8.98,9.26,8.85,9.26,4.869358,4.0998061E7,17,600156,20260417
000885.SZ,城发环境,14.11,-0.28268551236749767,13.7,13.62,0.73529412,13.74,5.66863595,20000112,111/870,13.62,10.45438275,20001205,13.62,13.74,13.62,13.7,0.882352,5943260,33,000885,20260417
000301.SZ,东方盛虹,13.27,0.07541478129713264,12.17,11.81,5.4592721,12.6,5.66647059,20001212,112/870,11.73,6.24294118,20001201,11.81,12.6,11.73,12.17,7.538994,5.2778519E7,33,000301,20260417
000881.SZ,中广核技,7.8,0.7751937984496073,7.59,7.56,0.3968254,7.62,5.64836999,20000119,113/870,7.51,12.88848047,20001201,7.56,7.62,7.51,7.59,1.455026,7109701,33,000881,20260417
600793.SH,宜宾纸业,16.31,-8.576233183856509,18.71,18.52,0.64550834,18.84,5.60687433,20000104,114/870,18.4,9.47905478,20001214,18.52,18.84,18.4,18.71,2.366863,2488800,17,600793,20260417
000032.SZ,深桑达A,17.34,-2.5295109612141613,18.55,18.8,-2.47108307,18.96,5.58602435,20000112,115/870,18.51,7.72277648,20000128,18.8,18.96,18.51,18.55,2.36593,2.0165075E7,33,000032,20260417
600279.SH,重庆港,4.88,-0.40816326530613184,4.92,4.93,-0.4048583,4.96,5.58434343,20001201,116/870,4.9,6.32676768,20001229,4.93,4.96,4.9,4.92,1.214574,5674552,17,600279,20260417
600129.SH,太极集团,15.56,0.0,16.25,16.55,-1.93120097,16.55,5.54529317,20000114,117/870,16.16,11.71707011,20001229,16.55,16.55,16.16,16.25,2.353651,6502994,17,600129,20260417
000929.SZ,*ST兰黄,10.33,0.4863813229572054,10.19,10.22,0.29527559,10.27,5.53353995,20000118,118/870,10.1,7.50690557,20001221,10.22,10.27,10.1,10.19,1.673228,2711600,33,000929,20260417
600155.SH,华创云信,6.27,1.4563106796116483,6.34,6.37,-0.62695925,6.37,5.52986373,20000117,119/870,6.31,7.4969005,20001222,6.37,6.37,6.31,6.34,0.940438,1.7767651E7,17,600155,20260417
600776.SH,东方通信,16.62,-2.4647887323943554,16.74,15.55,7.17029449,17.18,5.5023985,20000117,120/870,15.53,9.83322556,20001221,15.55,17.18,15.53,16.74,10.56338,8.6669292E7,17,600776,20260417
600333.SH,长春燃气,5.77,-1.3675213675213689,5.17,5.21,-1.14722753,5.22,5.49014925,20001212,121/870,5.15,6.71929763,20001211,5.21,5.22,5.15,5.17,1.338432,7426400,17,600333,20260417
600152.SH,维科技术,14.85,2.4137931034482736,13.9,12.22,9.96835443,13.9,5.47889632,20000120,122/870,12.05,7.77153846,20001208,12.22,13.9,12.05,13.9,14.636075,1.16238008E8,17,600152,20260417
600745.SH,闻泰科技,28.12,0.0,31.18,31.09,0.03208213,31.33,5.45133934,20000124,123/870,30.92,11.12968301,20001204,31.09,31.33,30.92,31.18,1.315367,1.7970155E7,17,600745,20260417
600749.SH,西藏旅游,16.24,-2.8126870137642275,20.3,20,1.85649774,20.47,5.43141026,20000117,124/870,19.35,10.59038462,20001201,20,20.47,19.35,20.3,5.619668,4.2662761E7,17,600749,20260417
600753.SH,*ST海钦,13.04,1.4785992217898793,12.32,12.02,2.2406639,12.39,5.41125541,20000117,125/870,11.92,8.93759019,20001221,12.02,12.39,11.92,12.32,3.900414,2131276,22,600753,20260417
600359.SH,新农开发,7.62,4.670329670329668,6.97,7.06,-1.69252468,7.11,5.35940171,20000124,126/870,6.89,8.9491453,20001226,7.06,7.11,6.89,6.97,3.102961,8761275,17,600359,20260417
