股票代码,股票简称,最新价,最新涨跌幅,涨停封单量[20260409],{(}涨停封单量[20260409]{*}100.0{)},自由流通股[20260409],fenglu_ratio,zt_first_time,涨停原因类别[20260409],涨停[20260409],涨停明细数据[20260409],zt_last_time,涨停封单额[20260409],涨停开板次数[20260409],自由流通市值[20260409],实际换手率[20260409],a股市值(不含限售股)[20260409],market_code,code,date
002364.SZ,中恒电气,40.79,2.6163522012578593,32635680,3263568000,330215056,9.883159294832396, 09:30:00,宁德时代入股+HVDC+数据中心电源,涨停,"[{""code"":""002364.SZ"",""time"":1775698200000,""openTime"":null,""duration"":14374322,""updatedTime"":1775718000000,""firstVol"":1.074325E8,""highestVol"":1.074325E8,""firstVolDivLTGB"":0.19249556749089095,""firstVolDivVol"":60.751244062429315,""highestVolDivLTGB"":0.19249556749089095,""highestVolDivVol"":60.751244062429315}]", 09:30:00,1042057262.4,0,10543766738.08,2.2552030456176415,17820253056.8,33,002364,20260409
600594.SH,益佰制药,4.05,-1.699029126213599,22086046,2208604600,606469764,3.641739013389627, 09:33:45,阿扎胞苷获批+抗肿瘤药+民营医院,涨停,"[{""code"":""600594.SH"",""time"":1775698425962,""openTime"":null,""duration"":14148360,""updatedTime"":1775718000000,""firstVol"":2.63218E7,""highestVol"":9.5948772E7,""firstVolDivLTGB"":0.033237642743514116,""firstVolDivVol"":0.6852529691396915,""highestVolDivLTGB"":0.12115854559395217,""highestVolDivVol"":1.9909966374033103}]", 09:33:45,111755392.75999999,0,3068737005.84,12.562036645902763,4007152644.0,17,600594,20260409
600330.SH,天通股份,27.89,8.690568978955575,15790491,1579049100,1000356343,1.578486617343316, 09:54:54,铌酸锂晶体+光模块+商业航天,涨停,"[{""code"":""600330.SH"",""time"":1775699694074,""openTime"":null,""duration"":12880248,""updatedTime"":1775718000000,""firstVol"":8.508472E7,""highestVol"":1.03864773E8,""firstVolDivLTGB"":0.06898195712418,""firstVolDivVol"":1.0766394424946868,""highestVolDivLTGB"":0.08420777923226037,""highestVolDivVol"":1.2515999371987436}]", 09:54:54,311072672.7,0,19707019957.1,10.037891367676368,24298657995.2,17,600330,20260409
600743.SH,华远控股,2.47,2.9166666666666785,15349134,1534913400,1068870535,1.4360143251586592, 13:07:58,物业+轻资产转型+国企,涨停,"[{""code"":""600743.SH"",""time"":1775711278090,""openTime"":1775711338090,""duration"":60000,""updatedTime"":1775711338090,""firstVol"":1.117066E7,""highestVol"":3.251306E7,""firstVolDivLTGB"":0.004761372421704319,""firstVolDivVol"":0.07723610907334452,""highestVolDivLTGB"":0.013858338471425846,""highestVolDivVol"":0.22307796386518275},{""code"":""600743.SH"",""time"":1775711353091,""openTime"":null,""duration"":6646909,""updatedTime"":1775718000000,""firstVol"":2.6130056E7,""highestVol"":4.9675931E7,""firstVolDivLTGB"":0.011137652387234907,""firstVolDivVol"":0.16729320494615738,""highestVolDivLTGB"":0.021173825708229118,""highestVolDivVol"":0.3003978359908746}]", 13:09:13,36991412.940000005,1,2575977989.35,17.644468607229406,5654103106.34,17,600743,20260409
002342.SZ,巨力索具,19.81,4.814814814814816,13286200,1328620000,742070000,1.7904240839812955, 09:42:40,商业航天+深海系泊+索具龙头,涨停,"[{""code"":""002342.SZ"",""time"":1775698960932,""openTime"":1775711113089,""duration"":6726479,""updatedTime"":1775711113089,""firstVol"":6.80143E7,""highestVol"":7.89742E7,""firstVolDivLTGB"":0.07124228807256806,""firstVolDivVol"":0.48463430165947363,""highestVolDivLTGB"":0.08272234966324148,""highestVolDivVol"":0.5522088613166625},{""code"":""002342.SZ"",""time"":1775711443563,""openTime"":null,""duration"":6556437,""updatedTime"":1775718000000,""firstVol"":1.62578E7,""highestVol"":3.2090444E7,""firstVolDivLTGB"":0.017029402214331354,""firstVolDivVol"":0.06403673764060595,""highestVolDivLTGB"":0.033613470341157865,""highestVolDivVol"":0.12106508639113706}]", 13:10:43,207131858.0,1,11568871300.0,36.74082660665436,14883617100.0,33,002342,20260409
000889.SZ,中嘉博创,4.42,-8.108108108108103,13058018,1305801800,643753128,2.0284201244300593, 09:45:05,算力销售+5G消息+短信通道,涨停,"[{""code"":""000889.SZ"",""time"":1775699105740,""openTime"":null,""duration"":13468582,""updatedTime"":1775718000000,""firstVol"":1209936.0,""highestVol"":4.44085E7,""firstVolDivLTGB"":0.0013909713751505725,""firstVolDivVol"":0.017608124405039484,""highestVolDivLTGB"":0.05105307414059438,""highestVolDivVol"":0.5592401250423065}]", 09:45:05,51579171.1,0,2542824855.6,18.432706706785897,3435888326.7,33,000889,20260409
600337.SH,美克家居,2.89,0.0,12888250,1288825000,948548787,1.3587334859983327, 09:30:15,重整预期+AI智家+拟收购万德溙（铜缆）,涨停,"[{""code"":""600337.SH"",""time"":1775698215070,""openTime"":1775698335071,""duration"":120001,""updatedTime"":1775698335071,""firstVol"":4452898.0,""highestVol"":7277398.0,""firstVolDivLTGB"":0.003098750015985581,""firstVolDivVol"":0.2640772468251886,""highestVolDivLTGB"":0.005064305800140366,""highestVolDivVol"":0.2529324237115228},{""code"":""600337.SH"",""time"":1775698455962,""openTime"":1775713361932,""duration"":9480292,""updatedTime"":1775713361932,""firstVol"":2.140664E7,""highestVol"":2.8567262E7,""firstVolDivLTGB"":0.014896776445855615,""firstVolDivVol"":0.389354890646675,""highestVolDivLTGB"":0.01987981839673046,""highestVolDivVol"":0.47971455910510435},{""code"":""600337.SH"",""time"":1775715381293,""openTime"":null,""duration"":2618707,""updatedTime"":1775718000000,""firstVol"":3.45551E7,""highestVol"":3.51091E7,""firstVolDivLTGB"":0.024046725677835726,""firstVolDivVol"":0.2509012596942143,""highestVolDivLTGB"":0.02443225157779032,""highestVolDivVol"":0.2545153898404363}]", 14:16:21,36860395.0,2,2712849530.82,14.905711750174849,4109814671.82,17,600337,20260409
000078.SZ,海王生物,,,12465450,1246545000,1408770576,0.8848459935466455, 09:40:02,创新药+医疗器械+医药流通,涨停,"[{""code"":""000078.SZ"",""time"":1775698802555,""openTime"":1775702357576,""duration"":3555021,""updatedTime"":1775702357576,""firstVol"":2.183228E8,""highestVol"":2.5321869E8,""firstVolDivLTGB"":0.08312495446452302,""firstVolDivVol"":2.04246124425233,""highestVolDivLTGB"":0.09641133255810282,""highestVolDivVol"":1.6640300002727177},{""code"":""000078.SZ"",""time"":1775702372576,""openTime"":null,""duration"":10201746,""updatedTime"":1775718000000,""firstVol"":1.27647141E8,""highestVol"":1.28570041E8,""firstVolDivLTGB"":0.04860080020571167,""firstVolDivVol"":0.49205729271068155,""highestVolDivLTGB"":0.048952188244319225,""highestVolDivVol"":0.4943796051270575}]", 10:39:32,47867328.0,1,5409679011.84,21.659650918206005,10080828303.36,33,000078,20260409
000070.SZ,特发信息,18.08,-6.466632177961718,11430051,1143005100,553053859,2.066715712040624, 13:59:02,光纤涨价+CPO+深圳国资,涨停,"[{""code"":""000070.SZ"",""time"":1775714342393,""openTime"":null,""duration"":3657607,""updatedTime"":1775718000000,""firstVol"":7.3592687E7,""highestVol"":7.3592687E7,""firstVolDivLTGB"":0.0828113404908616,""firstVolDivVol"":0.423933389068448,""highestVolDivLTGB"":0.0828113404908616,""highestVolDivVol"":0.423933389068448}]", 13:59:02,238659464.88,0,11547764575.92,33.67047638664067,18555614429.76,33,000070,20260409
600707.SH,彩虹股份,8.09,-8.068181818181827,10759674,1075967400,1207574074,0.8910156512684455, 09:31:45,液晶面板+基板玻璃+国企改革,涨停,"[{""code"":""600707.SH"",""time"":1775698305071,""openTime"":1775698320071,""duration"":15000,""updatedTime"":1775698320071,""firstVol"":3616700.0,""highestVol"":3616700.0,""firstVolDivLTGB"":0.001008091677932633,""firstVolDivVol"":0.20510085084500393,""highestVolDivLTGB"":0.001008091677932633,""highestVolDivVol"":0.20510085084500393},{""code"":""600707.SH"",""time"":1775698365071,""openTime"":null,""duration"":14209251,""updatedTime"":1775718000000,""firstVol"":1.77162E7,""highestVol"":3.74911E7,""firstVolDivLTGB"":0.004938079958135901,""firstVolDivVol"":0.6433022806834585,""highestVolDivLTGB"":0.010449986425896575,""highestVolDivVol"":1.2099303418132041}]", 09:32:45,68646720.12,1,7704322592.12,3.8894582958726223,22889332890.16,17,600707,20260409
