股票代码,股票简称,最新价,最新涨跌幅,p_925,p_open,p_close,chg_pct,涨跌幅:前复权排名[20260423],p_high,p_low,p_high,p_low,分时开盘价:不复权[20260430 09:25],分时最高价:不复权[20260430 09:25],分时最低价:不复权[20260430 09:25],分时振幅[20260430 09:25],开盘价:前复权[20260423],最高价:前复权[20260423],最低价:前复权[20260423],收盘价:前复权[20260423],振幅[20260423],成交量[20260423],market_code,code,date
300590.SZ,移为通信,14.67,-2.5896414342629517,14.73,14.73,14.56,20.03297609,1/5521,14.88,14.45,14.56,14.22,14.73,14.73,14.73,0,14.22,14.56,14.22,14.56,2.802967,5.4002518E7,33,300590,20260423
300721.SZ,怡达股份,20.0,-9.049567985447924,22.17,22.17,17.69,20.01356852,2/5521,22.4,19.68,17.69,17.1,22.17,22.17,22.17,0,17.69,17.69,17.1,17.69,4.002713,2.260468E7,33,300721,20260423
300970.SZ,华绿生物,35.3,-2.7548209366391188,36.31,36.31,42.0,20,3/5521,36.75,34.79,42,35,36.31,36.31,36.31,0,35.08,42,35,42.0,20,2.2890724E7,33,300970,20260423
300067.SZ,安诺其,6.85,-3.7921348314606806,7.04,7.04,7.27,19.9669967,4/5521,7.45,6.81,7.27,7.27,7.04,7.04,7.04,0,7.27,7.27,7.27,7.27,0,3.2366495E7,33,300067,20260423
300061.SZ,旗天科技,9.59,-0.6217616580310932,9.6,9.6,9.8,19.95104039,5/5521,9.69,9.51,9.8,8.95,9.6,9.6,9.6,0,8.95,9.8,8.95,9.8,10.403916,3.4518179E7,33,300061,20260423
920111.BJ,聚星科技,31.5,-5.120481927710851,33.15,33.15,37.6,16.40866873,6/5521,33.82,31.4,40.42,32.33,33.15,33.15,33.15,0,32.5,40.42,32.33,37.6,25.046439,2.0816585E7,151,920111,20260423
688051.SH,佳华科技,42.02,1.8419777023751942,40.83,40.83,39.19,15.46847378,7/5521,43,40.79,39.98,34.11,40.83,40.83,40.83,0,34.13,39.98,34.11,39.19,17.295226,5354609,17,688051,20260423
300959.SZ,线上线下,94.37,-0.6631578947368373,94.33,94.33,101.32,13.90668915,8/5521,95.21,91.29,105.21,88.96,94.33,94.33,94.33,0,90.55,105.21,88.96,101.32,18.26869,1.2232067E7,33,300959,20260423
300895.SZ,铜牛信息,61.0,-3.358681875792138,63.15,63.15,68.63,13.32562748,9/5521,63.7,60.28,70.8,64.03,63.15,63.15,63.15,0,64.23,70.8,64.03,68.63,11.178996,3.3986151E7,33,300895,20260423
300558.SZ,贝达药业,51.94,7.826447996678422,48.41,48.41,49.9,12.97260584,10/5521,53.45,48.27,50.85,46.56,48.41,48.41,48.41,0,46.56,50.85,46.56,49.9,9.712474,3.7620263E7,33,300558,20260423
