股票代码,股票简称,最新价,chg_pct,p_close,p_open,涨跌幅:前复权[20260414],p_high,区间最低价:前复权[20000104-20001229],区间最低价:前复权日[20000104-20001229],区间最低价:前复权排名[20000104-20001229],p_low,区间最高价:前复权[20000104-20001229],区间最高价:前复权日[20000104-20001229],开盘价:前复权[20260414],最高价:前复权[20260414],最低价:前复权[20260414],收盘价:前复权[20260414],振幅[20260414],成交量[20260414],market_code,code,date
600218.SH,全柴动力,9.66,2.439024390243907,9.78,9.89,0.82474227,9.89,6.07659544,20000118,91/870,9.54,7.31306268,20001214,9.89,9.89,9.54,9.78,3.608247,1.28093E7,17,600218,20260414
600615.SH,鑫源智造,11.87,1.1935208866155054,11.53,11.64,-0.17316017,11.82,6.07136345,20000124,92/870,11.42,10.87570682,20001208,11.64,11.82,11.42,11.53,3.463203,2680980,17,600615,20260414
000021.SZ,深科技,29.22,-0.034211426616495254,29.13,28.8,3.11504425,29.5,6.06042735,20001219,93/870,28.59,10.74846154,20000128,28.8,29.5,28.59,29.13,3.221238,8.8715091E7,33,000021,20260414
600136.SH,ST明诚,1.79,0.0,1.88,1.88,0,1.89,6.03462238,20000104,94/870,1.84,9.77972727,20001229,1.88,1.89,1.84,1.88,2.659574,2.54947E7,22,600136,20260414
600107.SH,ST尔雅,6.01,0.0,5.84,5.77,1.21317158,5.97,6.0,20000104,95/870,5.75,8.12857143,20001205,5.77,5.97,5.75,5.84,3.812824,4875500,22,600107,20260414
000048.SZ,京基智农,14.74,0.1358695652173884,15.66,15.3,1.68831169,15.68,5.99985305,20001229,96/870,15.06,15.88827837,20001204,15.3,15.68,15.06,15.66,4.025974,2.0534544E7,33,000048,20260414
600689.SH,上海三毛,13.54,0.4451038575667561,13.2,13.38,-0.45248869,13.39,5.99700549,20000104,97/870,13.02,10.63871795,20001208,13.38,13.39,13.02,13.2,2.790346,2612700,17,600689,20260414
000590.SZ,古汉医药,11.16,0.540540540540545,11.34,11.57,-1.39130435,11.61,5.96423494,20000106,98/870,11.26,20.24107744,20001201,11.57,11.61,11.26,11.34,3.043478,4743600,33,000590,20260414
000977.SZ,浪潮信息,69.75,-3.5002767017155523,67.99,69,-0.51214516,69.31,5.95745345,20001211,99/870,66.85,6.23501893,20001221,69,69.31,66.85,67.99,3.599648,7.9882464E7,33,000977,20260414
600302.SH,标准股份,9.54,0.0,11.82,12.03,-1.41784821,12.1,5.93076923,20001218,100/870,11.66,6.67975709,20001214,12.03,12.1,11.66,11.82,3.669724,1.12886E7,17,600302,20260414
600292.SH,电投水电,15.32,-1.3522215067611016,15.25,15,2.14333557,15.45,5.8951655,20001211,101/870,14.95,6.55075991,20001205,15,15.45,14.95,15.25,3.348961,2.035378E7,17,600292,20260414
600076.SH,康欣新材,3.33,-5.397727272727271,3.62,3.63,0.8356546,3.64,5.88825911,20000104,102/870,3.58,11.34574899,20001219,3.63,3.64,3.58,3.62,1.671309,1.61378E7,17,600076,20260414
001896.SZ,豫能控股,15.24,-9.982279976373299,15.06,14.87,4.51075642,15.85,5.87,20000104,103/870,14.7,11.81,20001221,14.87,15.85,14.7,15.06,7.980569,2.06827193E8,33,001896,20260414
000988.SZ,华工科技,119.53,0.41162634408601717,120.63,120,-3.61936721,124.34,5.81089464,20001215,104/870,118,6.46948263,20001201,120,124.34,118,120.63,5.065516,1.41224435E8,33,000988,20260414
600058.SH,五矿发展,11.12,-1.3309671694764895,11.03,11.09,-0.54102795,11.19,5.78185177,20000104,105/870,10.89,11.77183811,20001204,11.09,11.19,10.89,11.03,2.705139,8813568,17,600058,20260414
000526.SZ,学大教育,34.76,4.7619047619047565,32.13,32.99,-1.9530058,33.04,5.77455504,20000104,106/870,31.81,12.42584047,20001227,32.99,33.04,31.81,32.13,3.753433,2254300,33,000526,20260414
600819.SH,耀皮玻璃,6.83,-0.726744186046509,7.06,7.08,-0.70323488,7.13,5.75151235,20000104,107/870,6.94,8.19595679,20000124,7.08,7.13,6.94,7.06,2.672292,7013311,17,600819,20260414
000062.SZ,深圳华强,36.92,3.562412342215998,28.57,28.88,-0.4182642,29.05,5.73271141,20001225,108/870,28.29,9.03244615,20000128,28.78,28.95,28.19,28.47,2.649006,4.3822757E7,33,000062,20260414
600630.SH,龙头股份,8.33,0.8474576271186476,8.03,7.95,0.50062578,8.11,5.71667091,20000104,109/870,7.93,9.70163331,20001208,7.95,8.11,7.93,8.03,2.252816,3861100,17,600630,20260414
600156.SH,华升股份,10.8,-3.3124440465532605,7.8,7.93,-0.63694268,7.96,5.69315618,20000124,110/870,7.68,8.54624088,20001213,7.93,7.96,7.68,7.8,3.566878,1.34061E7,17,600156,20260414
000885.SZ,城发环境,14.11,-0.28268551236749767,13.75,13.7,1.32645542,13.79,5.66863595,20000112,111/870,13.55,10.45438275,20001205,13.7,13.79,13.55,13.75,1.768607,5707540,33,000885,20260414
000301.SZ,东方盛虹,13.27,0.07541478129713264,11.4,11.2,2.15053763,11.42,5.66647059,20001212,112/870,11.02,6.24294118,20001201,11.2,11.42,11.02,11.4,3.584229,2.2004974E7,33,000301,20260414
000881.SZ,中广核技,7.8,0.7751937984496073,7.59,7.64,-0.65445026,7.67,5.64836999,20000119,113/870,7.5,12.88848047,20001201,7.64,7.67,7.5,7.59,2.22513,8218190,33,000881,20260414
600793.SH,宜宾纸业,16.31,-8.576233183856509,18.54,18.52,1.14566285,18.65,5.60687433,20000104,114/870,18.13,9.47905478,20001214,18.52,18.65,18.13,18.54,2.836879,3251300,17,600793,20260414
000032.SZ,深桑达A,17.34,-2.5295109612141613,18.67,18.29,3.26327434,19.13,5.58602435,20000112,115/870,18.28,7.72277648,20000128,18.29,19.13,18.28,18.67,4.701327,3.4592476E7,33,000032,20260414
600279.SH,重庆港,4.88,-0.40816326530613184,4.91,4.94,-0.60728745,4.95,5.58434343,20001201,116/870,4.87,6.32676768,20001229,4.94,4.95,4.87,4.91,1.619433,7007000,17,600279,20260414
600129.SH,太极集团,15.56,0.0,16.31,16.19,0.80346106,16.33,5.54529317,20000114,117/870,16,11.71707011,20001229,16.19,16.33,16,16.31,2.039555,6091029,17,600129,20260414
000929.SZ,*ST兰黄,10.33,0.4863813229572054,10.43,9.93,5.03524673,10.43,5.53353995,20000118,118/870,9.92,7.50690557,20001221,9.93,10.43,9.92,10.43,5.135951,7032301,33,000929,20260414
600155.SH,华创云信,6.27,1.4563106796116483,6.36,6.38,0.31545741,6.42,5.52986373,20000117,119/870,6.28,7.4969005,20001222,6.38,6.42,6.28,6.36,2.208201,2.280915E7,17,600155,20260414
600776.SH,东方通信,16.62,-2.4647887323943554,15.58,15.41,1.49837134,15.65,5.5023985,20000117,120/870,15.32,9.83322556,20001221,15.41,15.65,15.32,15.58,2.149837,1.7777087E7,17,600776,20260414
600333.SH,长春燃气,5.77,-1.3675213675213689,5.27,5.31,-0.75329567,5.33,5.49014925,20001212,121/870,5.22,6.71929763,20001211,5.31,5.33,5.22,5.27,2.071563,7886701,17,600333,20260414
600152.SH,维科技术,14.85,2.4137931034482736,11.89,10.81,9.99074931,11.89,5.47889632,20000120,122/870,10.53,7.77153846,20001208,10.81,11.89,10.53,11.89,12.580943,9.5551408E7,17,600152,20260414
600745.SH,闻泰科技,28.12,0.0,31.67,31.66,1.02073365,32.03,5.45133934,20000124,123/870,31.4,11.12968301,20001204,31.66,32.03,31.4,31.67,2.009569,1.8547667E7,17,600745,20260414
600749.SH,西藏旅游,16.24,-2.8126870137642275,18.24,17.82,0.49586777,18.62,5.43141026,20000117,124/870,17.77,10.59038462,20001201,17.82,18.62,17.77,18.24,4.683195,3.1969769E7,17,600749,20260414
600753.SH,*ST海钦,13.04,1.4785992217898793,12.12,12.39,-2.17917676,12.5,5.41125541,20000117,125/870,12,8.93759019,20001221,12.39,12.5,12,12.12,4.035512,3926700,22,600753,20260414
600359.SH,新农开发,7.62,4.670329670329668,7.08,7.11,-0.14104372,7.12,5.35940171,20000124,126/870,6.94,8.9491453,20001226,7.11,7.12,6.94,7.08,2.538787,9039200,17,600359,20260414
000892.SZ,欢瑞世纪,4.96,1.4314928425357931,6.44,6.46,0.78247261,6.55,5.35666667,20000119,127/870,6.37,16.75,20001206,6.46,6.55,6.37,6.44,2.816901,2.94257E7,33,000892,20260414
