股票代码,股票简称,最新价,chg_pct,p_close,p_open,涨跌幅:前复权[20260416],p_high,区间最低价:前复权[20000104-20001229],区间最低价:前复权日[20000104-20001229],区间最低价:前复权排名[20000104-20001229],p_low,区间最高价:前复权[20000104-20001229],区间最高价:前复权日[20000104-20001229],开盘价:前复权[20260416],最高价:前复权[20260416],最低价:前复权[20260416],收盘价:前复权[20260416],振幅[20260416],成交量[20260416],market_code,code,date
600345.SH,长江通信,48.66,-5.952841128720537,51.07,48.98,2.83930729,51.89,22.20880952,20001222,1/870,48.4,25.95880952,20001222,48.98,51.89,48.4,51.07,7.027788,2.8126149E7,17,600345,20260416
000633.SZ,合金投资,6.83,0.14662756598240156,6.81,6.69,1.64179104,6.84,16.86616162,20000104,2/870,6.65,23.84848485,20001229,6.69,6.84,6.65,6.81,2.83582,7188500,33,000633,20260416
000931.SZ,中关村,4.75,0.21097046413501658,5.38,5.39,-0.37037037,5.4,15.68965517,20000119,3/870,5.3,22.4137931,20001221,5.39,5.4,5.3,5.38,1.851851,1.6123948E7,33,000931,20260416
600198.SH,大唐电信,8.4,-0.8264462809917388,8.47,8.26,2.29468599,8.53,14.82061402,20000114,4/870,8.26,23.73134328,20001221,8.26,8.53,8.26,8.47,3.260869,1.639664E7,17,600198,20260416
600243.SH,*ST海华,4.16,3.740648379052378,3.64,3.61,-1.35501355,3.78,13.47725806,20001218,5/870,3.61,15.5933871,20001201,3.61,3.78,3.61,3.64,4.607046,9372751,22,600243,20260416
000985.SZ,大庆华科,20.23,-0.2957121734844688,18.85,18.63,1.28962923,18.96,13.45506452,20001204,6/870,18.45,15.92146237,20001221,18.63,18.96,18.45,18.85,2.740462,1097100,33,000985,20260416
600259.SH,中稀有色,92.01,-1.772178926016864,95.5,92.35,3.7141616,98.65,13.25952381,20001212,7/870,91.36,14.65952381,20001225,92.2,98.5,91.21,95.35,7.917028,1.8668349E7,17,600259,20260416
600265.SH,*ST景谷,22.02,-0.13605442176871263,20.69,20.49,1.3222331,20.69,11.61777778,20001212,8/870,20.45,13.03753086,20001227,20.49,20.69,20.45,20.69,1.175318,445500,22,600265,20260416
600727.SH,鲁北化工,8.07,-0.12376237623762112,6.99,6.9,1.30434783,7,11.58571429,20001218,9/870,6.9,13.83956044,20000107,6.9,7,6.9,6.99,1.449275,9930240,17,600727,20260416
000156.SZ,华数传媒,7.41,-0.9358288770053513,7.67,7.54,1.99468085,7.69,11.51323928,20001212,10/870,7.5,13.26578047,20001205,7.54,7.69,7.5,7.67,2.526595,1.17683E7,33,000156,20260416
000990.SZ,诚志股份,12.6,-2.6275115919629046,10.58,10.66,-0.18867925,10.7,11.26912106,20001208,11/870,10.3,12.78008476,20001226,10.66,10.7,10.3,10.58,3.773584,6.3538618E7,33,000990,20260416
000697.SZ,ST炼石,,,10.06,9.98,0.80160321,10.11,11.25851641,20000104,12/870,9.97,15.17259323,20000128,9.98,10.11,9.97,10.06,1.402805,4470501,33,000697,20260416
000948.SZ,南天信息,14.49,0.48543689320388544,15.58,15.36,1.56453716,15.65,10.47909775,20001211,13/870,15.35,14.44735759,20000128,15.36,15.65,15.35,15.58,1.955671,3599350,33,000948,20260416
000409.SZ,云鼎科技,10.16,0.2961500493583352,11.18,10.62,5.57129367,11.23,9.95525526,20000124,14/870,10.58,19.04796133,20001227,10.62,11.23,10.58,11.18,6.137865,1.7830157E7,33,000409,20260416
600661.SH,昂立教育,10.2,1.1904761904761827,9.92,9.78,1.63934426,9.95,9.84925926,20000114,15/870,9.68,19.98506173,20001221,9.78,9.95,9.68,9.92,2.766393,3355000,17,600661,20260416
600262.SH,北方股份,24.51,1.030502885408079,26.39,25.9,2.16802168,26.72,9.22633333,20001218,16/870,25.63,10.643,20001205,25.9,26.72,25.63,26.39,4.219899,5456199,17,600262,20260416
600671.SH,天目药业,19.91,1.3747454175152727,19.51,19.29,1.19294606,19.62,9.07407407,20000119,17/870,19.12,14.41666667,20001206,19.29,19.62,19.12,19.51,2.59336,2545700,17,600671,20260416
600135.SH,乐凯胶片,11.43,4.098360655737698,11.01,11.09,-1.69642857,11.09,8.97388889,20000104,18/870,10.76,13.57858974,20001201,11.09,11.09,10.76,11.01,2.946428,4.3249235E7,17,600135,20260416
600722.SH,金牛化工,13.61,0.5169867060561321,13.92,13.78,0.86956522,13.95,8.93656716,20001212,19/870,13.45,12.47485399,20000110,13.78,13.95,13.45,13.92,3.623188,4.3192644E7,17,600722,20260416
600640.SH,国脉文化,12.4,-1.5873015873015817,12.15,11.96,1.84409053,12.19,8.91125926,20000104,20/870,11.95,18.68230303,20001207,11.96,12.19,11.95,12.15,2.011735,5340800,17,600640,20260416
000995.SZ,皇台酒业,13.48,-0.148148148148145,13.97,13.75,0.07163324,13.98,8.90102065,20001215,21/870,13.68,10.44386423,20001226,13.75,13.98,13.68,13.97,2.148997,1.36244E7,33,000995,20260416
000925.SZ,众合科技,9.19,-5.840163934426233,7.35,7.18,2.7972028,7.41,8.72891101,20000104,22/870,7.13,13.88113583,20001221,7.18,7.41,7.13,7.35,3.916083,1.726723E7,33,000925,20260416
600854.SH,春兰股份,5.42,1.3084112149532765,5.11,5.05,1.38888889,5.13,8.72833175,20000104,23/870,5.03,12.70484803,20001201,5.05,5.13,5.03,5.11,1.984126,9189200,17,600854,20260416
600258.SH,首旅酒店,15.65,-2.3705552089831614,15.43,15.3,0.39037085,15.63,8.70342308,20001218,24/870,15.2,10.34338034,20001201,15.3,15.63,15.2,15.43,2.797657,1.8810846E7,17,600258,20260416
600180.SH,*ST瑞茂,2.91,-4.901960784313722,3.29,3.23,2.17391304,3.31,8.63033945,20000104,25/870,3.21,11.33744004,20000128,3.23,3.31,3.21,3.29,3.10559,1.484644E7,22,600180,20260416
600234.SH,科新发展,24.4,1.6666666666666607,18.11,17.99,1.97072072,18.19,8.53741497,20001212,26/870,17.26,9.375,20001205,17.99,18.19,17.26,18.11,5.236486,5580840,17,600234,20260416
600241.SH,时代万恒,9.76,0.7223942208462362,9.96,9.85,1.11675127,10.04,8.50759516,20001215,27/870,9.79,9.2082872,20001206,9.85,10.04,9.79,9.96,2.538071,8879354,17,600241,20260416
000663.SZ,永安林业,6.88,1.624815361890699,6.41,6.34,1.10410095,6.49,8.275,20001229,28/870,6.27,10.63125,20000110,6.34,6.49,6.27,6.41,3.470031,8174510,33,000663,20260416
000701.SZ,厦门信达,5.93,0.3384094754653058,5.87,5.85,0.68610635,5.88,8.12566667,20000119,29/870,5.8,10.75233333,20000128,5.85,5.88,5.8,5.87,1.372212,9197403,33,000701,20260416
000962.SZ,东方钽业,43.87,-1.1714350078846658,46.29,44.5,4.0692446,46.64,8.0963361,20000120,30/870,43.25,25.97914428,20001206,44.5,46.64,43.25,46.29,7.621402,2.5603786E7,33,000962,20260416
000978.SZ,桂林旅游,6.67,-1.9117647058823515,8.5,8.04,4.55104551,8.66,8.02863636,20001211,31/870,7.97,10.08768842,20001213,8.04,8.66,7.97,8.5,8.487084,8.8029065E7,33,000978,20260416
000682.SZ,东方电子,13.05,-2.320359281437116,13.07,12.9,0.4611837,13.09,8.01247154,20000104,32/870,12.8,17.20962602,20000128,12.9,13.09,12.8,13.07,2.229054,2.7443238E7,33,000682,20260416
000058.SZ,深赛格,8.2,0.8610086100860824,8.07,7.99,1.12781955,8.09,8.01010231,20000114,33/870,7.94,12.4730939,20000128,7.99,8.09,7.94,8.07,1.879699,4949801,33,000058,20260416
600278.SH,东方创业,7.06,-0.5633802816901414,7.32,7.23,1.38504155,7.33,8.00883034,20001218,34/870,7.21,8.5672349,20001229,7.23,7.33,7.21,7.32,1.662049,5832700,17,600278,20260416
600768.SH,宁波富邦,18.88,3.2258064516129026,17.52,16.7,9.98116761,17.52,7.99885389,20000104,35/870,16.7,14.1340245,20000128,16.7,17.52,16.7,17.52,5.14752,1.0957439E7,17,600768,20260416
600288.SH,大恒科技,15.18,4.043865661411925,15.06,14.98,0.6684492,15.11,7.75457406,20001211,36/870,14.92,8.7256092,20001204,14.98,15.11,14.92,15.06,1.270053,4276895,17,600288,20260416
600338.SH,西藏珠峰,27.58,-0.10865628395509286,20.51,19.34,8.00421274,20.58,7.74785714,20001227,37/870,19.17,9.15357143,20001229,19.34,20.58,19.17,20.51,7.42496,1.2112879E8,17,600338,20260416
600171.SH,上海贝岭,28.7,1.6648955012398117,27.61,27.49,0.72966071,27.62,7.73419254,20000117,38/870,27.35,11.06479946,20001221,27.49,27.62,27.35,27.61,0.985041,6267100,17,600171,20260416
600207.SH,安彩高科,5.59,-2.101576182136604,5.41,5.3,1.50093809,5.43,7.65671642,20000104,39/870,5.23,20.20895522,20001226,5.3,5.43,5.23,5.41,3.752345,3.1374407E7,17,600207,20260416
600232.SH,金鹰股份,8.58,0.3508771929824486,8.79,8.61,2.09059233,8.83,7.62474628,20001213,40/870,8.54,9.84368119,20001205,8.61,8.83,8.54,8.79,3.368176,7709800,17,600232,20260416
000921.SZ,海信家电,24.03,2.124946876328092,22.87,22.56,1.41906874,22.95,7.5908686,20001226,41/870,22.42,13.47122574,20000110,22.56,22.95,22.42,22.87,2.350332,8660386,33,000921,20260416
000938.SZ,紫光股份,31.99,-1.3263417643430082,28.09,27.56,2.21979622,28.68,7.56762877,20000104,42/870,27.5,12.37508746,20001201,27.56,28.68,27.5,28.09,4.294032,1.50701407E8,33,000938,20260416
600289.SH,ST信通,6.21,-4.900459418070448,7.45,7.45,0,7.53,7.5433309,20001212,43/870,7.4,8.03652677,20001221,7.45,7.53,7.4,7.45,1.744966,3284000,22,600289,20260416
600800.SH,渤海化学,4.59,1.3245033112582694,4.51,4.53,-0.4415011,4.55,7.51028807,20000104,44/870,4.43,12.48148148,20001201,4.53,4.55,4.43,4.51,2.649006,2.8981411E7,17,600800,20260416
000628.SZ,高新发展,66.18,10.00664893617023,58.46,58.5,1.08939997,59,7.45869231,20000117,45/870,57.51,11.48176923,20001225,58.5,59,57.51,58.46,2.576517,8508500,33,000628,20260416
000722.SZ,湖南发展,14.24,-1.7931034482758605,13.23,13.16,0.53191489,13.25,7.33431953,20000106,46/870,13.01,11.04733728,20000124,13.16,13.25,13.01,13.23,1.823708,1.9675854E7,33,000722,20260416
000070.SZ,特发信息,18.08,-6.466632177961718,20.77,18.61,10.01059322,20.77,7.2516401,20001212,47/870,18.41,8.00647101,20001221,18.61,20.77,18.41,20.77,12.5,2.12548469E8,33,000070,20260416
