股票代码,股票简称,最新价,最新涨跌幅,涨停[20260324],feng_dan_jin,ltsz,涨停封板时长[20260324],p_open,p_close,p_high,p_low,p_low,zt_first_time,最终涨停时间[20260324],涨停明细数据[20260324],连续涨停天数[20260324],涨停原因类别[20260324],feng_dan_liang,feng_dan_liang,feng_dan_liang,涨停开板次数[20260324],几天几板[20260324],涨停类型[20260324],总市值[20260324],所属同花顺行业,market_code,code,fenglu_ratio,date
601869.SH,长飞光纤,353.9,-4.485587822519704,涨停,154824516.0,94802792039.34,0.46614173280000004,216.34,233.31,233.31,212.79,45/5521, 14:32:02, 14:32:02,"[{""code"":""601869.SH"",""time"":1774333922024,""openTime"":null,""duration"":1677976,""updatedTime"":1774335600000,""firstVol"":2224500.0,""highestVol"":2502400.0,""firstVolDivLTGB"":0.005474502214920348,""firstVolDivVol"":0.11951235734673003,""highestVolDivLTGB"":0.006158415078721816,""highestVolDivVol"":0.1333728591135118}]",1,空芯光纤+算力网络+光模块,663600,3.4001212586945573,0.16331219014705073,0,首板涨停,放量涨停,156024724306.29,通信-通信设备-通信线缆及配套,17,601869,0.16331219014705073,20260324
603929.SH,亚翔集成,188.3,-2.120802578230577,涨停,135801654.12,40790164800.0,3.622842582,176.9,191.18,191.18,171.11,61/5521, 09:52:37, 09:52:37,"[{""code"":""603929.SH"",""time"":1774317157584,""openTime"":null,""duration"":13041190,""updatedTime"":1774335600000,""firstVol"":1770400.0,""highestVol"":2024100.0,""firstVolDivLTGB"":0.008297712785901763,""firstVolDivVol"":0.540778300445965,""highestVolDivLTGB"":0.009486782902137232,""highestVolDivVol"":0.6032365738809083}]",1,IC洁净室+东南亚订单+年报增长,710334,18.036261739005464,0.3329274465691789,0,首板涨停,缩量涨停,40790164800.0,建筑装饰-建筑装饰-专业工程,17,603929,0.3329274465691789,20260324
002222.SZ,福晶科技,86.82,-0.19542476146683724,涨停,175693634.60000002,30331549550.06,0.6947833560000001,60.36,64.79,64.79,59.53,443/5521, 14:18:18, 14:18:18,"[{""code"":""002222.SZ"",""time"":1774333098980,""openTime"":null,""duration"":2501020,""updatedTime"":1774335600000,""firstVol"":6363686.0,""highestVol"":1.0097666E7,""firstVolDivLTGB"":0.013593213075366418,""firstVolDivVol"":0.2617248999029711,""highestVolDivLTGB"":0.021569217196116045,""highestVolDivVol"":0.4100237348980965}]",1,光学晶体+光通信+中科院,2711740,9.780096950538837,0.5792438474336121,0,首板涨停,放量涨停,30467497500.0,电子-光学光电子-光学元件,33,002222,0.5792438474336121,20260324
002192.SZ,融捷股份,109.22,10.001007150770462,涨停,113672162.8,15184295930.8,3.4613124384000002,57.41,58.6,58.6,56.66,483/5521, 09:30:33, 10:35:34,"[{""code"":""002192.SZ"",""time"":1774315833850,""openTime"":1774316712018,""duration"":878168,""updatedTime"":1774316712018,""firstVol"":2635000.0,""highestVol"":1.3876241E7,""firstVolDivLTGB"":0.01016912477889679,""firstVolDivVol"":0.7154231381689783,""highestVolDivLTGB"":0.05355188849754975,""highestVolDivVol"":2.8593155070869654},{""code"":""002192.SZ"",""time"":1774317097584,""openTime"":1774318139789,""duration"":1042205,""updatedTime"":1774318139789,""firstVol"":1.57115E7,""highestVol"":1.73826E7,""firstVolDivLTGB"":0.06063461250991914,""firstVolDivVol"":0.9655880318339529,""highestVolDivLTGB"":0.06708380583743885,""highestVolDivVol"":1.0606498455758846},{""code"":""002192.SZ"",""time"":1774319538787,""openTime"":1774319613788,""duration"":75001,""updatedTime"":1774319613788,""firstVol"":56300.0,""highestVol"":134300.0,""firstVolDivLTGB"":2.1727579698363922E-4,""firstVolDivVol"":0.0020790189689247596,""highestVolDivLTGB"":5.182973274405462E-4,""highestVolDivVol"":0.004879895701767518},{""code"":""002192.SZ"",""time"":1774319734420,""openTime"":null,""duration"":10464354,""updatedTime"":1774335600000,""firstVol"":4720400.0,""highestVol"":5680000.0,""firstVolDivLTGB"":0.018217205543189532,""firstVolDivVol"":0.16863401588597876,""highestVolDivLTGB"":0.02192054221788758,""highestVolDivVol"":0.20144429887808293}]",1,锂矿+负极材料+储能概念+年报增长,1939798,6.586307162621517,0.7486166188939065,3,首板涨停,放量涨停,15215794895.8,有色金属-能源金属-锂,33,002192,0.7486166188939065,20260324
688551.SH,科威尔,46.02,1.2541254125412546,涨停,44313695.82,3979907364.06,3.8875501458,44,47.34,47.34,44,739/5521, 09:36:44, 09:36:44,"[{""code"":""688551.SH"",""time"":1774316204713,""openTime"":null,""duration"":13994061,""updatedTime"":1774335600000,""firstVol"":9334292.0,""highestVol"":9334292.0,""firstVolDivLTGB"":0.11102906245265518,""firstVolDivVol"":3.3254357595358357,""highestVolDivLTGB"":0.11102906245265518,""highestVolDivVol"":3.3254357595358357}]",1,AI 服务器测试电源+氢能源+储能,936073,22.367779337081238,1.113435358324384,0,首板涨停,放量涨停,3979907364.06,电力设备-其他电源设备-其他电源设备Ⅲ,17,688551,1.113435358324384,20260324
002428.SZ,云南锗业,70.01,1.1412886449003268,涨停,214559278.77999997,29164571012.5,0.8313064992,43.7,44.66,44.66,41.21,814/5521, 14:10:07, 14:10:07,"[{""code"":""002428.SZ"",""time"":1774332607536,""openTime"":null,""duration"":2992464,""updatedTime"":1774335600000,""firstVol"":2.9479483E7,""highestVol"":3.0162383E7,""firstVolDivLTGB"":0.04514222788381568,""firstVolDivVol"":0.3780284740964397,""highestVolDivLTGB"":0.04618795950067808,""highestVolDivVol"":0.384711632434118}]",1,光纤级锗产品+商业航天+锗晶片+磷化铟,4804283,5.736876807565009,0.7356846726394137,0,3天2板,放量涨停,29168339200.0,有色金属-小金属-其他小金属,33,002428,0.7356846726394137,20260324
605196.SH,华通线缆,42.7,-1.4539579967689717,涨停,25135110.0,22385000081.73,0.4989682476,41.6,44.33,44.33,41.18,818/5521, 14:30:03, 14:30:03,"[{""code"":""605196.SH"",""time"":1774333803858,""openTime"":null,""duration"":1796142,""updatedTime"":1774335600000,""firstVol"":2682600.0,""highestVol"":2682600.0,""firstVolDivLTGB"":0.00531247074227437,""firstVolDivVol"":0.13490000925281506,""highestVolDivLTGB"":0.00531247074227437,""highestVolDivVol"":0.13490000925281506}]",1,北美电网+油服电缆+海外产能,567000,2.7989025537641044,0.11228550327553745,0,首板涨停,放量涨停,22652753281.73,电力设备-电网设备-线缆部件及其他,17,605196,0.11228550327553745,20260324
301226.SZ,祥明智能,38.59,-0.592478104070059,涨停,106826913.60000001,4674048000.0,3.0871505634000003,37.72,42.96,42.96,37.72,943/5521, 10:24:45, 10:24:45,"[{""code"":""301226.SZ"",""time"":1774319085921,""openTime"":null,""duration"":11112853,""updatedTime"":1774335600000,""firstVol"":2.228316E7,""highestVol"":2.228316E7,""firstVolDivLTGB"":0.20480845588235294,""firstVolDivVol"":1.3790075746783277,""highestVolDivLTGB"":0.20480845588235294,""highestVolDivVol"":1.3790075746783277}]",1,人形机器人+商业航天+无框电机,2486660,13.99040555668892,2.285533088235294,0,首板涨停,放量涨停,4674048000.0,机械设备-通用设备-其他通用设备,33,301226,2.285533088235294,20260324
001203.SZ,大中矿业,52.31,1.9688109161793472,涨停,14163468.0,52954637982.18,0.0854204442,37.17,40.26,40.26,36.02,1010/5521, 14:31:43, 14:56:40,"[{""code"":""001203.SZ"",""time"":1774333903957,""openTime"":1774333937025,""duration"":33068,""updatedTime"":1774333937025,""firstVol"":378400.0,""highestVol"":378400.0,""firstVolDivLTGB"":2.876874355203144E-4,""firstVolDivVol"":0.006377592403249235,""highestVolDivLTGB"":2.876874355203144E-4,""highestVolDivVol"":0.006377592403249235},{""code"":""001203.SZ"",""time"":1774333952025,""openTime"":1774334012025,""duration"":60000,""updatedTime"":1774334012025,""firstVol"":6191900.0,""highestVol"":6191900.0,""firstVolDivLTGB"":0.00470753655390654,""firstVolDivVol"":0.1034844073537622,""highestVolDivLTGB"":0.00470753655390654,""highestVolDivVol"":0.1034844073537622},{""code"":""001203.SZ"",""time"":1774334648238,""openTime"":1774334663239,""duration"":15001,""updatedTime"":1774334663239,""firstVol"":3058300.0,""highestVol"":3058300.0,""firstVolDivLTGB"":0.002325143985337678,""firstVolDivVol"":0.04804655628511184,""highestVolDivLTGB"":0.002325143985337678,""highestVolDivVol"":0.04804655628511184},{""code"":""001203.SZ"",""time"":1774335400580,""openTime"":null,""duration"":199420,""updatedTime"":1774335600000,""firstVol"":227700.0,""highestVol"":370200.0,""firstVolDivLTGB"":1.7311424172297989E-4,""firstVolDivVol"":0.0034389442112027057,""highestVolDivLTGB"":2.81453194052908E-4,""highestVolDivVol"":0.005590128346749591}]",1,锂矿放量+铁矿龙头+固态电池,351800,0.5291619527682496,0.02674641644187278,3,首板涨停,放量涨停,61721818313.1,钢铁-钢铁-冶钢原料,33,001203,0.02674641644187278,20260324
601606.SH,长城军工,37.62,0.45393858477969184,涨停,289168906.04,28491145256.0,3.610341582,36.48,39.34,39.34,36,1012/5521, 09:53:22, 09:53:22,"[{""code"":""601606.SH"",""time"":1774317202584,""openTime"":null,""duration"":12996190,""updatedTime"":1774335600000,""firstVol"":3.1882252E7,""highestVol"":3.5720582E7,""firstVolDivLTGB"":0.044022371947855125,""firstVolDivVol"":1.8546868255565703,""highestVolDivLTGB"":0.04932226076745955,""highestVolDivVol"":1.9559342637193795}]",1,兵装重组+弹药装备+扭亏+央企,7350506,30.1496583438009,1.0149430759688518,0,首板涨停,放量涨停,28491145256.0,国防军工-军工装备-地面兵装,17,601606,1.014943075968852,20260324
