股票代码,股票简称,最新价,最新涨跌幅,涨停[20260326],feng_dan_jin,ltsz,涨停封板时长[20260326],p_open,p_close,p_high,p_low,p_low,zt_first_time,最终涨停时间[20260326],涨停明细数据[20260326],连续涨停天数[20260326],涨停原因类别[20260326],feng_dan_liang,feng_dan_liang,feng_dan_liang,涨停开板次数[20260326],几天几板[20260326],涨停类型[20260326],总市值[20260326],所属同花顺行业,market_code,code,fenglu_ratio,date
001270.SZ,*ST铖昌,140.35,4.997381611431142,涨停,10653866.0,21615723369.42,0.5618577228,103.35,106.22,106.22,99.86,192/5521, 13:57:24, 14:46:32,"[{""code"":""001270.SZ"",""time"":1774504644631,""openTime"":1774504752465,""duration"":107834,""updatedTime"":1774504752465,""firstVol"":1039700.0,""highestVol"":1181300.0,""firstVolDivLTGB"":0.0051091019306916344,""firstVolDivVol"":0.19104967989944946,""highestVolDivLTGB"":0.00580492652758106,""highestVolDivVol"":0.2122449126261737},{""code"":""001270.SZ"",""time"":1774504767465,""openTime"":1774504797466,""duration"":30001,""updatedTime"":1774504797466,""firstVol"":511500.0,""highestVol"":511500.0,""firstVolDivLTGB"":0.002513518935797606,""firstVolDivVol"":0.08384091371024317,""highestVolDivLTGB"":0.002513518935797606,""highestVolDivVol"":0.08384091371024317},{""code"":""001270.SZ"",""time"":1774504937419,""openTime"":1774505779012,""duration"":841593,""updatedTime"":1774505779012,""firstVol"":526300.0,""highestVol"":836800.0,""firstVolDivLTGB"":0.002586246365415992,""firstVolDivVol"":0.07718095215748845,""highestVolDivLTGB"":0.0041120481827476765,""highestVolDivVol"":0.11902357429159069},{""code"":""001270.SZ"",""time"":1774505914012,""openTime"":1774505944014,""duration"":30002,""updatedTime"":1774505944014,""firstVol"":357200.0,""highestVol"":357200.0,""firstVolDivLTGB"":0.0017552863418707817,""firstVolDivVol"":0.04536869686928049,""highestVolDivLTGB"":0.0017552863418707817,""highestVolDivVol"":0.04536869686928049},{""code"":""001270.SZ"",""time"":1774506989698,""openTime"":1774507194827,""duration"":205129,""updatedTime"":1774507194827,""firstVol"":98996.0,""highestVol"":407496.0,""firstVolDivLTGB"":4.864678798987679E-4,""firstVolDivVol"":0.011017290945691241,""highestVolDivLTGB"":0.002002441666200941,""highestVolDivVol"":0.04514134753174659},{""code"":""001270.SZ"",""time"":1774507592033,""openTime"":null,""duration"":807967,""updatedTime"":1774508400000,""firstVol"":88700.0,""highestVol"":152500.0,""firstVolDivLTGB"":4.3587317615884194E-4,""firstVolDivVol"":0.009377816252315908,""highestVolDivLTGB"":7.493873660002637E-4,""highestVolDivVol"":0.01606922178181432}]",1,T/R芯片+商业航天+扭亏为盈+摘帽预期,100300,1.0492738146448914,0.049287575613000956,5,首板涨停,放量涨停,21893524784.22,国防军工-军工电子-军工电子Ⅲ,33,001270,0.049287575613000956,20260326
603026.SH,石大胜华,114.92,-3.6310272536687616,涨停,103451865.11999999,19854050514.48,3.5674045362,76.75,85.32,85.32,76.71,299/5521, 09:52:45, 13:24:59,"[{""code"":""603026.SH"",""time"":1774489965255,""openTime"":1774501274058,""duration"":5880687,""updatedTime"":1774501274058,""firstVol"":1.5546148E7,""highestVol"":1.7512548E7,""firstVolDivLTGB"":0.06680739259692267,""firstVolDivVol"":1.122049631566176,""highestVolDivLTGB"":0.0752577210514433,""highestVolDivVol"":1.247622701976115},{""code"":""603026.SH"",""time"":1774501424058,""openTime"":1774502684069,""duration"":1260011,""updatedTime"":1774502684069,""firstVol"":6220300.0,""highestVol"":7170100.0,""firstVolDivLTGB"":0.026730867618823526,""firstVolDivVol"":0.2895966490348679,""highestVolDivLTGB"":0.03081250002632133,""highestVolDivVol"":0.3331183038986145},{""code"":""603026.SH"",""time"":1774502699069,""openTime"":null,""duration"":5700931,""updatedTime"":1774508400000,""firstVol"":3361966.0,""highestVol"":3567366.0,""firstVolDivLTGB"":0.014447577783223583,""firstVolDivVol"":0.14577400906383567,""highestVolDivLTGB"":0.015330255501164253,""highestVolDivVol"":0.15454674988431844}]",1,电解液+宁德时代+H股上市,1212516,5.036868769761141,0.5210617603926728,2,首板涨停,放量涨停,19854050514.48,电力设备-电池-电池化学品,17,603026,0.5210617603926728,20260326
002192.SZ,融捷股份,109.22,10.001007150770462,涨停,23520847.0,18374034546.98,3.5915078532,67.06,70.91,70.91,65.62,403/5521, 09:48:47, 14:10:49,"[{""code"":""002192.SZ"",""time"":1774489727757,""openTime"":1774489757758,""duration"":30001,""updatedTime"":1774489757758,""firstVol"":9529299.0,""highestVol"":9529299.0,""firstVolDivLTGB"":0.036775950886685546,""firstVolDivVol"":0.3499080533351977,""highestVolDivLTGB"":0.036775950886685546,""highestVolDivVol"":0.3499080533351977},{""code"":""002192.SZ"",""time"":1774489802758,""openTime"":1774489878799,""duration"":76041,""updatedTime"":1774489878799,""firstVol"":6880514.0,""highestVol"":6880514.0,""firstVolDivLTGB"":0.026553626341156083,""firstVolDivVol"":0.23556044459123268,""highestVolDivLTGB"":0.026553626341156083,""highestVolDivVol"":0.23556044459123268},{""code"":""002192.SZ"",""time"":1774489984531,""openTime"":1774501799061,""duration"":6386414,""updatedTime"":1774501799061,""firstVol"":5735843.0,""highestVol"":7210593.0,""firstVolDivLTGB"":0.022136054337442774,""firstVolDivVol"":0.18452433497359455,""highestVolDivLTGB"":0.027827483850793075,""highestVolDivVol"":0.2298956818556444},{""code"":""002192.SZ"",""time"":1774501814061,""openTime"":1774501844061,""duration"":30000,""updatedTime"":1774501844061,""firstVol"":56900.0,""highestVol"":56900.0,""firstVolDivLTGB"":2.1959134721792313E-4,""firstVolDivVol"":0.0015961795372644663,""highestVolDivLTGB"":2.1959134721792313E-4,""highestVolDivVol"":0.0015961795372644663},{""code"":""002192.SZ"",""time"":1774501874061,""openTime"":1774501919061,""duration"":45000,""updatedTime"":1774501919061,""firstVol"":163500.0,""highestVol"":163500.0,""firstVolDivLTGB"":6.309874388423626E-4,""firstVolDivVol"":0.004516721940569387,""highestVolDivLTGB"":6.309874388423626E-4,""highestVolDivVol"":0.004516721940569387},{""code"":""002192.SZ"",""time"":1774501934061,""openTime"":1774501949061,""duration"":15000,""updatedTime"":1774501949061,""firstVol"":12300.0,""highestVol"":12300.0,""firstVolDivLTGB"":4.746877980281994E-5,""firstVolDivVol"":3.3706554409407866E-4,""highestVolDivLTGB"":4.746877980281994E-5,""highestVolDivVol"":3.3706554409407866E-4},{""code"":""002192.SZ"",""time"":1774501979061,""openTime"":1774501994061,""duration"":15000,""updatedTime"":1774501994061,""firstVol"":26300.0,""highestVol"":26300.0,""firstVolDivLTGB"":1.0149828526944425E-4,""firstVolDivVol"":7.161233037986475E-4,""highestVolDivLTGB"":1.0149828526944425E-4,""highestVolDivVol"":7.161233037986475E-4},{""code"":""002192.SZ"",""time"":1774502009061,""openTime"":1774502039062,""duration"":30001,""updatedTime"":1774502039062,""firstVol"":5400.0,""highestVol"":15000.0,""firstVolDivLTGB"":2.0839952108555094E-5,""firstVolDivVol"":1.4670596611597502E-4,""highestVolDivLTGB"":5.7888755857097485E-5,""highestVolDivVol"":4.0705763032377446E-4},{""code"":""002192.SZ"",""time"":1774502069063,""openTime"":1774502099067,""duration"":30004,""updatedTime"":1774502099067,""firstVol"":8944.0,""highestVol"":15200.0,""firstVolDivLTGB"":3.451713549239199E-5,""firstVolDivVol"":2.4080415016691114E-4,""highestVolDivLTGB"":5.8660605935192115E-5,""highestVolDivVol"":4.0845373470075404E-4},{""code"":""002192.SZ"",""time"":1774502114067,""openTime"":1774505434010,""duration"":3319943,""updatedTime"":1774505434010,""firstVol"":67300.0,""highestVol"":2045595.0,""firstVolDivLTGB"":2.5972755127884404E-4,""firstVolDivVol"":0.0018051501604639017,""highestVolDivLTGB"":0.007894463302499955,""highestVolDivVol"":0.054706869574663745},{""code"":""002192.SZ"",""time"":1774505449010,""openTime"":null,""duration"":2950990,""updatedTime"":1774508400000,""firstVol"":55600.0,""highestVol"":802200.0,""firstVolDivLTGB"":2.14574321710308E-4,""firstVolDivVol"":0.0014038613762638855,""highestVolDivLTGB"":0.0030958906632375734,""highestVolDivVol"":0.020158134053350454}]",3,锂矿+负极材料+年报增长,331700,0.8156460435511217,0.1280113354519949,10,3天3板,放量涨停,18412150444.73,有色金属-能源金属-锂,33,002192,0.1280113354519949,20260326
002149.SZ,西部材料,63.51,9.993072393488042,涨停,304461181.68,22815629666.76,0.3959491734,43.74,46.74,46.74,42.41,820/5521, 14:36:14, 14:36:14,"[{""code"":""002149.SZ"",""time"":1774506974697,""openTime"":null,""duration"":1425303,""updatedTime"":1774508400000,""firstVol"":1.9683954E7,""highestVol"":1.9683954E7,""firstVolDivLTGB"":0.040324462808948254,""firstVolDivVol"":0.22040588122287658,""highestVolDivLTGB"":0.040324462808948254,""highestVolDivVol"":0.22040588122287658}]",1,商业航天+可控核聚变+超导+国企,6513932,6.878987846800998,1.3344412848862475,0,首板涨停,放量涨停,22819135166.76,有色金属-小金属-其他小金属,33,002149,1.3344412848862475,20260326
603538.SH,美诺华,62.46,-4.349157733537514,涨停,139466334.28,7700897388.08,3.8066386734,33.67,35.62,35.62,33.67,1159/5521, 09:36:23, 09:43:30,"[{""code"":""603538.SH"",""time"":1774488983168,""openTime"":1774489013168,""duration"":30000,""updatedTime"":1774489013168,""firstVol"":181400.0,""highestVol"":253600.0,""firstVolDivLTGB"":8.390539016922265E-4,""firstVolDivVol"":0.009612637215891989,""highestVolDivLTGB"":0.0011730103057836197,""highestVolDivVol"":0.013369891762923561},{""code"":""603538.SH"",""time"":1774489073169,""openTime"":1774489088169,""duration"":15000,""updatedTime"":1774489088169,""firstVol"":202848.0,""highestVol"":202848.0,""firstVolDivLTGB"":9.38260230708185E-4,""firstVolDivVol"":0.009927264756374886,""highestVolDivLTGB"":9.38260230708185E-4,""highestVolDivVol"":0.009927264756374886},{""code"":""603538.SH"",""time"":1774489103169,""openTime"":1774489124380,""duration"":21211,""updatedTime"":1774489124380,""firstVol"":67467.0,""highestVol"":67467.0,""firstVolDivLTGB"":3.120642204270642E-4,""firstVolDivVol"":0.003227506099860714,""highestVolDivLTGB"":3.120642204270642E-4,""highestVolDivVol"":0.003227506099860714},{""code"":""603538.SH"",""time"":1774489305088,""openTime"":1774489335088,""duration"":30000,""updatedTime"":1774489335088,""firstVol"":2148000.0,""highestVol"":2148000.0,""firstVolDivLTGB"":0.009935434293466938,""firstVolDivVol"":0.08534874378807764,""highestVolDivLTGB"":0.009935434293466938,""highestVolDivVol"":0.08534874378807764},{""code"":""603538.SH"",""time"":1774489350292,""openTime"":1774489395292,""duration"":45000,""updatedTime"":1774489395292,""firstVol"":71646.0,""highestVol"":93546.0,""firstVolDivLTGB"":3.3139391312371144E-4,""firstVolDivVol"":0.0027462467749922504,""highestVolDivLTGB"":4.32690938741461E-4,""highestVolDivVol"":0.0035797904743805962},{""code"":""603538.SH"",""time"":1774489410292,""openTime"":null,""duration"":13561592,""updatedTime"":1774508400000,""firstVol"":150065.0,""highestVol"":6730509.0,""firstVolDivLTGB"":6.941158972295699E-4,""firstVolDivVol"":0.00549284668952995,""highestVolDivLTGB"":0.03113153162527368,""highestVolDivVol"":0.2452136137257358}]",3,减肥药+创新药+原料药,3915394,13.602510169675888,1.8110400288656743,5,5天4板,放量涨停,7852434841.68,医药生物-化学制药-原料药,17,603538,1.8110400288656743,20260326
002902.SZ,铭普光磁,30.39,-1.9361084220716291,涨停,163227487.5,5071394913.3,3.9735792498,28,28.55,28.55,27.51,1520/5521, 09:31:08, 09:31:08,"[{""code"":""002902.SZ"",""time"":1774488668143,""openTime"":null,""duration"":14303741,""updatedTime"":1774508400000,""firstVol"":1.8676E7,""highestVol"":2.2295287E7,""firstVolDivLTGB"":0.10513856814038144,""firstVolDivVol"":0.7980869160923313,""highestVolDivLTGB"":0.1255137369596734,""highestVolDivVol"":0.9222580590852253}]",2,800G光模块+AI算力+磁性元器件,5717250,20.55571567004029,3.2185879133679367,0,2天2板,放量涨停,6709508720.1,通信-通信设备-通信网络设备及器件,33,002902,3.2185915372499845,20260326
603272.SH,*ST联翔,26.8,5.015673981191227,涨停,10779522.0,3044561260.0,3.2761051230000002,27.27,29.38,29.38,26.2,1626/5521, 10:12:58, 10:12:58,"[{""code"":""603272.SH"",""time"":1774491178849,""openTime"":null,""duration"":11793035,""updatedTime"":1774508400000,""firstVol"":6032500.0,""highestVol"":6277500.0,""firstVolDivLTGB"":0.05821359298252386,""firstVolDivVol"":0.9242519419632598,""highestVolDivLTGB"":0.06057784168218708,""highestVolDivVol"":0.9578120231919438}]",1,墙布龙头+智能家居+控股股东转让股份,366900,4.810414094185521,0.3540583052679321,0,首板涨停,放量涨停,3044561260.0,轻工制造-家居用品-其他家居用品,22,603272,0.3540583052679321,20260326
003018.SZ,金富科技,53.2,-3.3781329458772236,涨停,75121640.0,6699075250.0,3.9194015826000004,26,28.22,28.22,25.9,1651/5521, 09:34:23, 09:34:23,"[{""code"":""003018.SZ"",""time"":1774488863167,""openTime"":null,""duration"":14108717,""updatedTime"":1774508400000,""firstVol"":1.87553E7,""highestVol"":1.88767E7,""firstVolDivLTGB"":0.19142177769351928,""firstVolDivVol"":4.521964509595911,""highestVolDivLTGB"":0.1926608196609628,""highestVolDivVol"":4.413743920688365}]",1,液冷收购+瓶盖龙头+饮料供应链,2662000,31.997707512104917,2.7169108050532293,0,首板涨停,缩量涨停,7337200000.0,轻工制造-包装印刷-包装,33,003018,1.1213732820809859,20260326
001367.SZ,海森药业,23.7,-0.04217629692113692,涨停,35083866.6,959955618.6,3.9444194172,23.76,24.12,24.12,23.76,1828/5521, 09:30:23, 09:35:53,"[{""code"":""001367.SZ"",""time"":1774488623109,""openTime"":1774488803167,""duration"":180058,""updatedTime"":1774488803167,""firstVol"":824915.0,""highestVol"":4749937.0,""firstVolDivLTGB"":0.020726947594741647,""firstVolDivVol"":0.5778427363287585,""highestVolDivLTGB"":0.11934768464305336,""highestVolDivVol"":2.60905987459868},{""code"":""001367.SZ"",""time"":1774488953168,""openTime"":null,""duration"":14018716,""updatedTime"":1774508400000,""firstVol"":1.1608074E7,""highestVol"":1.1608074E7,""firstVolDivLTGB"":0.2916663431673361,""firstVolDivVol"":2.749405854529693,""highestVolDivLTGB"":0.2916663431673361,""highestVolDivVol"":2.749405854529693}]",1,年报增长+原料药+欧美放量+合成生物,1454555,22.047661467435038,3.6547383983403665,1,首板涨停,放量涨停,3674710944.0,医药生物-化学制药-原料药,33,001367,3.6547383983403665,20260326
002782.SZ,可立克,19.31,-1.5800203873598484,涨停,20066995.92,12726871392.0,2.3503732926,23.75,26.16,26.16,23.5,1847/5521, 10:58:01, 13:13:44,"[{""code"":""002782.SZ"",""time"":1774493881214,""openTime"":1774501349058,""duration"":2039728,""updatedTime"":1774501349058,""firstVol"":2.9786956E7,""highestVol"":2.9786956E7,""firstVolDivLTGB"":0.061226891115582036,""firstVolDivVol"":1.6564114735260713,""highestVolDivLTGB"":0.061226891115582036,""highestVolDivVol"":1.6564114735260713},{""code"":""002782.SZ"",""time"":1774501949061,""openTime"":1774501979061,""duration"":30000,""updatedTime"":1774501979061,""firstVol"":458900.0,""highestVol"":458900.0,""firstVolDivLTGB"":9.432659158908549E-4,""firstVolDivVol"":0.01799982310045286,""highestVolDivLTGB"":9.432659158908549E-4,""highestVolDivVol"":0.01799982310045286},{""code"":""002782.SZ"",""time"":1774501994061,""openTime"":1774502009061,""duration"":15000,""updatedTime"":1774502009061,""firstVol"":50200.0,""highestVol"":50200.0,""firstVolDivLTGB"":1.0318576809265835E-4,""firstVolDivVol"":0.0019120899505008667,""highestVolDivLTGB"":1.0318576809265835E-4,""highestVolDivVol"":0.0019120899505008667},{""code"":""002782.SZ"",""time"":1774502024061,""openTime"":null,""duration"":6375939,""updatedTime"":1774508400000,""firstVol"":364000.0,""highestVol"":7814900.0,""firstVolDivLTGB"":7.481995933411881E-4,""firstVolDivVol"":0.013719336670072002,""highestVolDivLTGB"":0.016063475280225413,""highestVolDivVol"":0.28905324880220756}]",1,电源产品+储能+墨西哥扩产,767087,2.381395580444819,0.1576742256750857,3,首板涨停,放量涨停,12974418580.08,电子-其他电子-其他电子Ⅲ,33,002782,0.1576742256750857,20260326
