股票代码,股票简称,最新价,最新涨跌幅,涨停[20260318],feng_dan_jin,ltsz,涨停封板时长[20260318],p_open,p_close,p_high,p_low,p_low,zt_first_time,最终涨停时间[20260318],涨停明细数据[20260318],连续涨停天数[20260318],涨停原因类别[20260318],feng_dan_liang,feng_dan_liang,feng_dan_liang,涨停开板次数[20260318],几天几板[20260318],涨停类型[20260318],总市值[20260318],所属同花顺行业,market_code,code,fenglu_ratio,date
001400.SZ,江顺科技,204.67,-0.6456310679611711,涨停,95631351.72999999,2095950000.0,1.3799848344,129.94,139.73,139.73,125.89,130/5521, 13:37:12, 13:37:12,"[{""code"":""001400.SZ"",""time"":1773812232452,""openTime"":null,""duration"":4967548,""updatedTime"":1773817200000,""firstVol"":1755300.0,""highestVol"":1984000.0,""firstVolDivLTGB"":0.11702,""firstVolDivVol"":0.8718954897675343,""highestVolDivLTGB"":0.13226666666666667,""highestVolDivVol"":0.9640896059089363}]",1,液冷服务器+3D打印+商业航天+铝挤压模具,684401,30.96138021324597,4.562673333333334,0,首板涨停,缩量涨停,8383800000.0,机械设备-专用设备-其他专用设备,33,001400,4.562673333333333,20260318
603268.SH,松发股份,149.5,4.036186499652061,涨停,11705974.72,29034934108.16,0.8882049396,120,124.48,124.48,117,149/5521, 13:44:22, 14:13:45,"[{""code"":""603268.SH"",""time"":1773812662511,""openTime"":1773812989551,""duration"":327040,""updatedTime"":1773812989551,""firstVol"":437700.0,""highestVol"":449900.0,""firstVolDivLTGB"":0.0018765290045789193,""firstVolDivVol"":0.06943167705656643,""highestVolDivLTGB"":0.0019288334456478316,""highestVolDivVol"":0.07129795397534032},{""code"":""603268.SH"",""time"":1773814178653,""openTime"":1773814274102,""duration"":95449,""updatedTime"":1773814274102,""firstVol"":147000.0,""highestVol"":224700.0,""firstVolDivLTGB"":6.302256423877112E-4,""firstVolDivVol"":0.021658929615698392,""highestVolDivLTGB"":9.633449105069298E-4,""highestVolDivVol"":0.03310722098399611},{""code"":""603268.SH"",""time"":1773814425207,""openTime"":null,""duration"":2774793,""updatedTime"":1773817200000,""firstVol"":2600.0,""highestVol"":203400.0,""firstVolDivLTGB"":1.1146848096653394E-5,""firstVolDivVol"":3.7532449328667183E-4,""highestVolDivLTGB"":8.720265010997309E-4,""highestVolDivVol"":0.02887097046630308}]",1,摘帽预期+VLCC订单+船舶制造,94039,1.3090607904004898,0.040316863390814944,2,首板涨停,缩量涨停,120842483157.44,国防军工-军工装备-航海装备,17,603268,0.040316863390814944,20260318
001389.SZ,广合科技,163.25,-0.4573170731707317,涨停,127802681.60000001,18181419259.52,2.1924089898,110.45,119.68,119.68,109.56,169/5521, 11:18:08, 11:18:08,"[{""code"":""001389.SZ"",""time"":1773803888795,""openTime"":null,""duration"":7892041,""updatedTime"":1773817200000,""firstVol"":7441690.0,""highestVol"":7488690.0,""firstVolDivLTGB"":0.048985255028078205,""firstVolDivVol"":0.9052509907449375,""highestVolDivLTGB"":0.0492946346160911,""highestVolDivVol"":0.9077329833323676}]",1,算力服务器PCB+业绩预增+产能扩张,1067870,11.652878294875972,0.7029301715985733,0,首板涨停,放量涨停,51037114965.76,电子-元件-印制电路板,33,001389,0.7029301715985734,20260318
301306.SZ,西测测试,165.72,11.184166387118406,涨停,94025086.0,7644622625.0,2.1391763982,111.01,131.21,131.21,108.97,170/5521, 11:18:53, 13:00:39,"[{""code"":""301306.SZ"",""time"":1773803933795,""openTime"":1773804473796,""duration"":540001,""updatedTime"":1773804473796,""firstVol"":2438200.0,""highestVol"":4618763.0,""firstVolDivLTGB"":0.04182161234991424,""firstVolDivVol"":0.22793432253202106,""highestVolDivLTGB"":0.07922406518010291,""highestVolDivVol"":0.41522278173443833},{""code"":""301306.SZ"",""time"":1773810039582,""openTime"":null,""duration"":7160418,""updatedTime"":1773817200000,""firstVol"":5318100.0,""highestVol"":5834900.0,""firstVolDivLTGB"":0.09121955403087478,""firstVolDivVol"":0.4202419087569086,""highestVolDivLTGB"":0.10008404802744425,""highestVolDivVol"":0.45988438930956577}]",1,商业航天+军工检测+存储芯片,716600,5.196587801231314,1.2291595197255576,1,首板涨停,放量涨停,11074124000.0,社会服务-其他社会服务-专业服务,33,301306,1.229950654366016,20260318
301128.SZ,强瑞技术,178.31,-3.092391304347825,涨停,85185333.42,11830834058.34,0.8604466080000001,108.22,130.02,130.02,107.25,176/5521, 14:08:22, 14:08:22,"[{""code"":""301128.SZ"",""time"":1773814102640,""openTime"":null,""duration"":3097360,""updatedTime"":1773817200000,""firstVol"":5220509.0,""highestVol"":5220509.0,""firstVolDivLTGB"":0.059168409471118184,""firstVolDivVol"":0.4141411937812529,""highestVolDivLTGB"":0.059168409471118184,""highestVolDivVol"":0.4141411937812529}]",1,液冷服务器+机器人概念,655171,4.627752131653792,0.7425602752835399,0,首板涨停,放量涨停,13449433925.4,机械设备-专用设备-其他专用设备,33,301128,0.7200281315749641,20260318
301191.SZ,菲菱科思,142.54,-4.534190610139984,涨停,71005420.6,6678261121.02,0.08085702360000001,108.75,127.94,127.94,106.95,178/5521, 14:55:08, 14:55:08,"[{""code"":""301191.SZ"",""time"":1773816908938,""openTime"":null,""duration"":291062,""updatedTime"":1773817200000,""firstVol"":1471890.0,""highestVol"":1836590.0,""firstVolDivLTGB"":0.02819799992654945,""firstVolDivVol"":0.21758656586373393,""highestVolDivLTGB"":0.03518480639524792,""highestVolDivVol"":0.2676496571366781}]",1,OCS交换机+WiFi7+海外突破,554990,7.820044982272837,1.0632321694716098,0,首板涨停,放量涨停,8871615480.0,通信-通信设备-通信终端及配件,33,301191,1.0632321694716098,20260318
001270.SZ,*ST铖昌,140.35,4.997381611431142,涨停,63044296.0,22763460893.46,2.075732712,107.49,111.86,111.86,105.5,188/5521, 11:25:08, 11:25:08,"[{""code"":""001270.SZ"",""time"":1773804308796,""openTime"":null,""duration"":7472040,""updatedTime"":1773817200000,""firstVol"":1181500.0,""highestVol"":1423500.0,""firstVolDivLTGB"":0.00580590933068401,""firstVolDivVol"":0.25973483524479707,""highestVolDivLTGB"":0.006995101085254921,""highestVolDivVol"":0.3097009161577506}]",1,T/R芯片+商业航天+扭亏为盈+摘帽预期,563600,9.640829494506473,0.27695391441163847,0,首板涨停,缩量涨停,23056012825.86,国防军工-军工电子-军工电子Ⅲ,33,001270,0.27695391441163847,20260318
603052.SH,可川科技,81.44,-5.533000811970765,涨停,26896713.130000003,11929598434.18,1.2243348834,55.5,63.49,63.49,54.04,599/5521, 11:01:53, 13:59:33,"[{""code"":""603052.SH"",""time"":1773802913127,""openTime"":1773803603795,""duration"":690668,""updatedTime"":1773803603795,""firstVol"":4576500.0,""highestVol"":4576500.0,""firstVolDivLTGB"":0.0243563927657027,""firstVolDivVol"":0.3705106100103199,""highestVolDivLTGB"":0.0243563927657027,""highestVolDivVol"":0.3705106100103199},{""code"":""603052.SH"",""time"":1773803633795,""openTime"":1773803723795,""duration"":90000,""updatedTime"":1773803723795,""firstVol"":2844300.0,""highestVol"":2844300.0,""firstVolDivLTGB"":0.015137526044682222,""firstVolDivVol"":0.205693418526553,""highestVolDivLTGB"":0.015137526044682222,""highestVolDivVol"":0.205693418526553},{""code"":""603052.SH"",""time"":1773813573415,""openTime"":null,""duration"":3626585,""updatedTime"":1773817200000,""firstVol"":1888200.0,""highestVol"":1888200.0,""firstVolDivLTGB"":0.01004910757570192,""firstVolDivVol"":0.11107868391113918,""highestVolDivLTGB"":0.01004910757570192,""highestVolDivVol"":0.11107868391113918}]",1,硅光芯片+光模块+消费电子,423637,2.421457544399228,0.2254620159965912,2,3天2板,放量涨停,11929598434.18,电子-消费电子-消费电子零部件及组装,17,603052,0.2254620159965912,20260318
002432.SZ,九安医疗,73.5,-2.208621607237888,涨停,213423258.95000002,26282658937.15,1.5585143934,54.33,59.95,59.95,54.02,602/5521, 13:26:29, 13:26:29,"[{""code"":""002432.SZ"",""time"":1773811589797,""openTime"":null,""duration"":5610203,""updatedTime"":1773817200000,""firstVol"":2.0280401E7,""highestVol"":2.0280401E7,""firstVolDivLTGB"":0.046259019791619234,""firstVolDivVol"":0.5509921466153505,""highestVolDivLTGB"":0.046259019791619234,""highestVolDivVol"":0.5509921466153505}]",1,AI投资+AI医疗+回购注销,3560021,9.240845646600999,0.8120306984934869,0,首板涨停,放量涨停,27875298610.5,医药生物-医疗器械-医疗设备,33,002432,0.8120306984934869,20260318
300042.SZ,朗科科技,52.27,1.6926070038910594,涨停,97148289.72,12239305074.0,0.0715082202,53,61.08,61.08,52.02,646/5521, 14:55:42, 14:55:42,"[{""code"":""300042.SZ"",""time"":1773816942591,""openTime"":null,""duration"":257409,""updatedTime"":1773817200000,""firstVol"":4380798.0,""highestVol"":4380798.0,""firstVolDivLTGB"":0.02186228223107367,""firstVolDivVol"":0.086588803778727,""highestVolDivLTGB"":0.02186228223107367,""highestVolDivVol"":0.086588803778727}]",1,存储芯片涨价+算力租赁+韶关国资,1590509,3.114119732517327,0.793740242053223,0,3天2板,放量涨停,12240432000.0,计算机-计算机设备-其他计算机设备,33,300042,0.793740242053223,20260318
605286.SH,同力天启,40.68,-1.5727074764093845,涨停,150422100.0,8635200000.0,3.7991333508,47.18,51.4,51.4,46.71,773/5521, 09:41:45, 09:41:45,"[{""code"":""605286.SH"",""time"":1773798105050,""openTime"":null,""duration"":13675786,""updatedTime"":1773817200000,""firstVol"":5912800.0,""highestVol"":5912800.0,""firstVolDivLTGB"":0.03519523809523809,""firstVolDivVol"":2.2475292686635244,""highestVolDivLTGB"":0.03519523809523809,""highestVolDivVol"":2.2475292686635244}]",1,算电协同+储能中标+电梯部件,2926500,82.24201888489209,1.7419642857142856,0,首板涨停,缩量涨停,8635200000.0,机械设备-专用设备-楼宇设备,17,605286,1.7419642857142856,20260318
