股票代码,股票简称,p_925,p_open,p_close,chg_pct,涨跌幅:前复权排名[20260430],p_high,p_low,分时开盘价:不复权[20260430 09:25],分时最高价:不复权[20260430 09:25],分时最低价:不复权[20260430 09:25],分时振幅[20260430 09:25],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],成交量[20260430],market_code,code,date
301231.SZ,荣信文化,29.22,29.22,30.0,2.88065844,781/5521,30.1,29.22,29.22,29.22,29.22,0,29.22,30.1,29.22,30.0,3.017832,3099290,33,301231,20260430
002189.SZ,中光学,20.49,20.49,21.1,2.87664554,782/5521,21.14,20.32,20.49,20.49,20.49,0,20.49,21.14,20.32,21.1,3.998049,3433103,33,002189,20260430
002657.SZ,中科金财,20.1,20.1,20.75,2.87555776,783/5521,21.08,20,20.1,20.1,20.1,0,20.1,21.08,20,20.75,5.354486,1.2565889E7,33,002657,20260430
300044.SZ,*ST赛为,6.32,6.32,6.44,2.87539936,784/5521,6.57,6.18,6.32,6.32,6.32,0,6.32,6.57,6.18,6.44,6.230031,2.8651086E7,33,300044,20260430
002349.SZ,精华制药,7.36,7.36,7.52,2.87277702,785/5521,7.59,7.34,7.36,7.36,7.36,0,7.36,7.59,7.34,7.52,3.419972,1.9758643E7,33,002349,20260430
603232.SH,格尔软件,18.08,18.08,18.65,2.8681743,786/5521,19.09,18.08,18.08,18.08,18.08,0,18.08,19.09,18.08,18.65,5.570876,8877980,17,603232,20260430
600617.SH,国新能源,3.49,3.49,3.59,2.86532951,787/5521,3.65,3.49,3.49,3.49,3.49,0,3.49,3.65,3.49,3.59,4.584527,6.9157169E7,17,600617,20260430
920100.BJ,三协电机,47.47,47.47,48.83,2.86496735,788/5521,50.9,47.47,47.47,47.47,47.47,0,47.47,50.9,47.47,48.83,7.225616,893223,151,920100,20260430
003021.SZ,兆威机电,93.5,93.5,96.59,2.86474973,789/5521,97.28,93,93.5,93.5,93.5,0,93.5,97.28,93,96.59,4.55804,3989180,33,003021,20260430
600226.SH,亨通股份,5.24,5.24,5.4,2.85714286,790/5521,5.46,5.23,5.24,5.24,5.24,0,5.24,5.46,5.23,5.4,4.380952,8.5120185E7,17,600226,20260430
300696.SZ,爱乐达,37.96,37.96,39.25,2.85639413,791/5521,39.79,37.56,37.96,37.96,37.96,0,37.96,39.79,37.56,39.25,5.843815,1.0592865E7,33,300696,20260430
002378.SZ,章源钨业,32.8,32.8,33.86,2.85540705,792/5521,34.73,32.35,32.8,32.8,32.8,0,32.8,34.73,32.35,33.86,7.229647,1.36202639E8,33,002378,20260430
688727.SH,恒坤新材,49.55,49.55,50.46,2.85364859,793/5521,50.78,49.4,49.55,49.55,49.55,0,49.55,50.78,49.4,50.46,2.812882,3166381,17,688727,20260430
002873.SZ,新天药业,9.85,9.85,10.1,2.85132383,794/5521,10.13,9.82,9.85,9.85,9.85,0,9.85,10.13,9.82,10.1,3.156822,1.336679E7,33,002873,20260430
301397.SZ,溯联股份,38.63,38.63,39.7,2.84974093,795/5521,39.86,38.22,38.63,38.63,38.63,0,38.63,39.86,38.22,39.7,4.248704,5056034,33,301397,20260430
688480.SH,赛恩斯,94.11,94.11,97.81,2.84963197,796/5521,99.96,94,94.11,94.11,94.11,0,94.11,99.96,94,97.81,6.267087,3555549,17,688480,20260430
600933.SH,爱柯迪,16.7,16.7,16.97,2.84848485,797/5521,17.48,16.55,16.7,16.7,16.7,0,16.7,17.48,16.55,16.97,5.636363,3.0858188E7,17,600933,20260430
300091.SZ,*ST金灵,3.16,3.16,3.26,2.83911672,798/5521,3.31,3.12,3.16,3.16,3.16,0,3.16,3.31,3.12,3.26,5.99369,2.4903475E7,33,300091,20260430
300860.SZ,锋尚文化,24.26,24.26,25.04,2.83367556,799/5521,25.43,24.26,24.26,24.26,24.26,0,24.26,25.43,24.26,25.04,4.804928,2780422,33,300860,20260430
300850.SZ,新强联,41.74,41.74,42.84,2.83245319,800/5521,43.38,41.26,41.74,41.74,41.74,0,41.74,43.38,41.26,42.84,5.088814,2.4925442E7,33,300850,20260430
002858.SZ,力盛体育,16.63,16.63,17.1,2.82621768,801/5521,17.45,16.61,16.63,16.63,16.63,0,16.63,17.45,16.61,17.1,5.051112,1.34818E7,33,002858,20260430
003009.SZ,中天火箭,57.8,57.8,60.06,2.82485876,802/5521,60.15,57.8,57.8,57.8,57.8,0,57.8,60.15,57.8,60.06,4.023283,4368974,33,003009,20260430
603078.SH,江化微,24.3,24.3,24.81,2.81806879,803/5521,24.93,24.27,24.3,24.3,24.3,0,24.3,24.93,24.27,24.81,2.735184,2.2460423E7,17,603078,20260430
688251.SH,井松智能,30.61,30.61,31.47,2.80953937,804/5521,31.88,30.1,30.61,30.61,30.61,0,30.61,31.88,30.1,31.47,5.815093,3534079,17,688251,20260430
603019.SH,中科曙光,90.98,90.98,92.96,2.80911303,805/5521,93.38,90.05,90.98,90.98,90.98,0,90.98,93.38,90.05,92.96,3.682813,6.3818423E7,17,603019,20260430
688790.SH,昂瑞微,139.01,139.01,142.81,2.80757325,806/5521,143.8,139.01,139.01,139.01,139.01,0,139.01,143.8,139.01,142.81,3.448275,941500,17,688790,20260430
301136.SZ,招标股份,15.7,15.7,16.13,2.80433397,807/5521,16.22,15.68,15.7,15.7,15.7,0,15.7,16.22,15.68,16.13,3.441682,7338677,33,301136,20260430
002875.SZ,安奈儿,25.15,25.15,25.32,2.80146163,809/5521,26.8,24.7,25.15,25.15,25.15,0,25.15,26.8,24.7,25.32,8.526187,1.94533E7,33,002875,20260430
301255.SZ,通力科技,28.0,28,29.0,2.80042538,810/5521,29.2,27.96,28.0,28.0,28.0,0,28,29.2,27.96,29.0,4.395604,2396922,33,301255,20260430
301512.SZ,智信精密,49.15,49.15,50.3,2.79991825,811/5521,50.64,49.03,49.15,49.15,49.15,0,49.15,50.64,49.03,50.3,3.290414,1317700,33,301512,20260430
603829.SH,洛凯股份,27.2,27.2,28.65,2.79870829,812/5521,29.77,27.2,27.2,27.2,27.2,0,27.2,29.77,27.2,28.65,9.221385,9663475,17,603829,20260430
601858.SH,中国科传,24.48,24.48,25.38,2.79465371,813/5521,25.45,24.42,24.48,24.48,24.48,0,24.48,25.45,24.42,25.38,4.171729,1.4300766E7,17,601858,20260430
300093.SZ,*ST金刚,21.6,21.6,22.08,2.79329609,814/5521,22.57,21.41,21.6,21.6,21.6,0,21.6,22.57,21.41,22.08,5.400372,4091759,33,300093,20260430
002587.SZ,奥拓电子,6.79,6.79,7.0,2.79001468,815/5521,7.06,6.79,6.79,6.79,6.79,0,6.79,7.06,6.79,7.0,3.964757,3.01522E7,33,002587,20260430
688272.SH,富吉瑞,40.83,40.83,42.0,2.79001468,815/5521,43.2,40.44,40.83,40.83,40.83,0,40.83,43.2,40.44,42.0,6.754772,2785087,17,688272,20260430
601886.SH,江河集团,9.32,9.32,9.58,2.78969957,817/5521,9.6,9.25,9.32,9.32,9.32,0,9.32,9.6,9.25,9.58,3.755364,9870760,17,601886,20260430
000886.SZ,海南高速,5.32,5.32,5.53,2.78810409,818/5521,5.57,5.32,5.32,5.32,5.32,0,5.32,5.57,5.32,5.53,4.64684,2.8823599E7,33,000886,20260430
300056.SZ,中创环保,10.75,10.75,11.1,2.77777778,819/5521,11.26,10.65,10.75,10.75,10.75,0,10.75,11.26,10.65,11.1,5.648148,3.5447611E7,33,300056,20260430
002066.SZ,瑞泰科技,22.7,22.7,23.33,2.7753304,820/5521,23.38,22.6,22.7,22.7,22.7,0,22.7,23.38,22.6,23.33,3.436123,5639001,33,002066,20260430
300235.SZ,方直科技,13.75,13.75,14.09,2.77169949,821/5521,14.18,13.71,13.75,13.75,13.75,0,13.75,14.18,13.71,14.09,3.428154,8402978,33,300235,20260430
301301.SZ,川宁生物,10.53,10.53,10.03,2.76639344,822/5521,10.73,10,10.53,10.53,10.53,0,10.53,10.73,10,10.03,7.479508,2.0043684E7,33,301301,20260430
688605.SH,先锋精科,64.89,64.89,66.67,2.75893958,823/5521,67.38,64.18,64.89,64.89,64.89,0,64.89,67.38,64.18,66.67,4.932182,5523904,17,688605,20260430
000036.SZ,华联控股,5.45,5.45,5.59,2.75735294,824/5521,5.75,5.44,5.45,5.45,5.45,0,5.45,5.75,5.44,5.59,5.698529,7.1413416E7,33,000036,20260430
600857.SH,宁波中百,12.59,12.59,12.71,2.74858529,825/5521,12.91,12.4,12.59,12.59,12.59,0,12.59,12.91,12.4,12.71,4.122877,4358710,17,600857,20260430
688796.SH,百奥赛图,93.4,93.4,96.33,2.74104096,826/5521,97.55,93,93.4,93.4,93.4,0,93.4,97.55,93,96.33,4.852815,1710215,17,688796,20260430
002718.SZ,友邦吊顶,70.5,70.5,72.38,2.73953158,827/5521,75.48,69.84,70.5,70.5,70.5,0,70.5,75.48,69.84,72.38,8.005677,2028800,33,002718,20260430
001221.SZ,悍高集团,55.25,55.25,57.02,2.73873874,828/5521,58.84,55,55.25,55.25,55.25,0,55.25,58.84,55,57.02,6.918918,3084973,33,001221,20260430
688686.SH,奥普特,108.0,108,109.31,2.73496241,829/5521,110.88,104.98,108.0,108.0,108.0,0,108,110.88,104.98,109.31,5.545112,2156227,17,688686,20260430
001330.SZ,博纳影业,8.15,8.15,8.27,2.73291925,830/5521,8.38,7.92,8.15,8.15,8.15,0,8.15,8.38,7.92,8.27,5.714285,1.30999376E8,33,001330,20260430
002596.SZ,海南瑞泽,3.69,3.69,3.76,2.73224044,831/5521,3.83,3.66,3.69,3.69,3.69,0,3.69,3.83,3.66,3.76,4.644808,5.02008E7,33,002596,20260430
301395.SZ,仁信新材,13.19,13.19,13.55,2.72934041,832/5521,13.88,13.1,13.19,13.19,13.19,0,13.19,13.88,13.1,13.55,5.91357,7168996,33,301395,20260430
600376.SH,首开股份,4.41,4.41,4.53,2.72108844,833/5521,4.6,4.38,4.41,4.41,4.41,0,4.41,4.6,4.38,4.53,4.988662,5.5170313E7,17,600376,20260430
688591.SH,泰凌微,33.8,33.8,34.74,2.72028386,834/5521,34.99,33.67,33.8,33.8,33.8,0,33.8,34.99,33.67,34.74,3.903015,5528823,17,688591,20260430
688701.SH,卓锦股份,9.94,9.94,10.2,2.71903323,835/5521,10.39,9.9,9.94,9.94,9.94,0,9.94,10.39,9.9,10.2,4.934541,2798101,17,688701,20260430
000608.SZ,*ST阳光,3.65,3.65,3.78,2.7173913,836/5521,3.84,3.63,3.65,3.65,3.65,0,3.65,3.84,3.63,3.78,5.706521,1.8341961E7,33,000608,20260430
600984.SH,建设机械,4.04,4.04,4.16,2.71604938,837/5521,4.17,4.01,4.04,4.04,4.04,0,4.04,4.17,4.01,4.16,3.950617,2.276877E7,17,600984,20260430
001266.SZ,宏英智能,41.9,41.9,40.59,2.70748988,838/5521,43.45,40.35,41.9,41.9,41.9,0,41.9,43.45,40.35,40.59,7.844129,1.6806961E7,33,001266,20260430
600584.SH,长电科技,44.65,44.65,45.56,2.70513977,839/5521,45.86,44.11,44.65,44.65,44.65,0,44.65,45.86,44.11,45.56,3.944995,1.01403022E8,17,600584,20260430
605128.SH,上海沿浦,33.2,33.2,34.2,2.7027027,840/5521,34.76,33.1,33.2,33.2,33.2,0,33.2,34.76,33.1,34.2,4.984984,3565877,17,605128,20260430
002565.SZ,顺灏股份,18.32,18.32,19.02,2.69978402,841/5521,19.19,18.18,18.32,18.32,18.32,0,18.32,19.19,18.18,19.02,5.453563,1.61046526E8,33,002565,20260430
300952.SZ,恒辉安防,32.66,32.66,33.5,2.69773145,842/5521,34,32.51,32.66,32.66,32.66,0,32.66,34,32.51,33.5,4.567749,4054281,33,300952,20260430
600939.SH,重庆建工,2.98,2.98,3.05,2.69360269,843/5521,3.08,2.97,2.98,2.98,2.98,0,2.98,3.08,2.97,3.05,3.703703,2.6027579E7,17,600939,20260430
601828.SH,美凯龙,2.61,2.61,2.67,2.69230769,844/5521,2.76,2.61,2.61,2.61,2.61,0,2.61,2.76,2.61,2.67,5.76923,9.7384837E7,17,601828,20260430
300581.SZ,晨曦航空,12.21,12.21,12.62,2.68510985,845/5521,12.68,12.21,12.21,12.21,12.21,0,12.21,12.68,12.21,12.62,3.824247,1.0424108E7,33,300581,20260430
688466.SH,金科环境,17.86,17.86,18.36,2.68456376,846/5521,18.47,17.86,17.86,17.86,17.86,0,17.86,18.47,17.86,18.36,3.411633,1906420,17,688466,20260430
301439.SZ,泓淋电力,16.05,16.05,16.48,2.67912773,847/5521,16.54,16.01,16.05,16.05,16.05,0,16.05,16.54,16.01,16.48,3.30218,8918226,33,301439,20260430
920751.BJ,惠同新材,23.1,23.1,23.77,2.67818575,848/5521,23.79,22.5,23.1,23.1,23.1,0,23.1,23.79,22.5,23.77,5.572354,1046802,151,920751,20260430
920491.BJ,奥迪威,24.28,24.28,24.93,2.67710049,849/5521,24.93,24.11,24.28,24.28,24.28,0,24.28,24.93,24.11,24.93,3.377265,1661897,151,920491,20260430
000703.SZ,恒逸石化,17.1,17.1,17.65,2.6759744,850/5521,18.17,16.91,17.1,17.1,17.1,0,17.1,18.17,16.91,17.65,7.329842,7.3735882E7,33,000703,20260430
300550.SZ,和仁科技,13.56,13.56,13.82,2.67459138,851/5521,13.94,13.38,13.56,13.56,13.56,0,13.56,13.94,13.38,13.82,4.160475,1.2857411E7,33,300550,20260430
002655.SZ,共达电声,30.71,30.71,31.52,2.67100977,852/5521,32.19,29.8,30.71,30.71,30.71,0,30.71,32.19,29.8,31.52,7.785016,6.5017231E7,33,002655,20260430
002968.SZ,新大正,12.1,12.1,12.32,2.66666667,853/5521,12.43,11.93,12.1,12.1,12.1,0,12.1,12.43,11.93,12.32,4.166666,5271935,33,002968,20260430
688378.SH,奥来德,43.5,43.5,44.3,2.66512167,854/5521,44.47,42.68,43.5,43.5,43.5,0,43.5,44.47,42.68,44.3,4.148319,7802738,17,688378,20260430
002185.SZ,华天科技,12.86,12.86,13.11,2.66249021,855/5521,13.16,12.77,12.86,12.86,12.86,0,12.86,13.16,12.77,13.11,3.054032,1.94773928E8,33,002185,20260430
301348.SZ,蓝箭电子,24.44,24.44,25.08,2.66066312,856/5521,25.31,24.37,24.44,24.44,24.44,0,24.44,25.31,24.37,25.08,3.847728,1.2659888E7,33,301348,20260430
000735.SZ,罗牛山,6.38,6.38,6.58,2.65210608,857/5521,6.76,6.38,6.38,6.38,6.38,0,6.38,6.76,6.38,6.58,5.928237,2.8554909E7,33,000735,20260430
920014.BJ,特瑞斯,11.79,11.79,12.02,2.64730999,858/5521,12.19,11.79,11.79,11.79,11.79,0,11.79,12.19,11.79,12.02,3.415883,2144093,151,920014,20260430
688191.SH,智洋创新,43.48,43.48,45.78,2.64573991,859/5521,46.75,43.45,43.48,43.48,43.48,0,43.48,46.75,43.45,45.78,7.399103,1.1295864E7,17,688191,20260430
300046.SZ,台基股份,31.4,31.4,32.24,2.64247055,860/5521,32.49,31.4,31.4,31.4,31.4,0,31.4,32.49,31.4,32.24,3.470232,6560238,33,300046,20260430
300969.SZ,恒帅股份,119.4,119.4,122.4,2.64150943,861/5521,124.59,118.6,119.4,119.4,119.4,0,119.4,124.59,118.6,122.4,5.02306,1944712,33,300969,20260430
688300.SH,联瑞新材,85.5,85.5,87.43,2.64146513,862/5521,88.26,84.51,85.5,85.5,85.5,0,85.5,88.26,84.51,87.43,4.402441,5057738,17,688300,20260430
002739.SZ,儒意电影,9.86,9.86,10.11,2.63959391,863/5521,10.21,9.8,9.86,9.86,9.86,0,9.86,10.21,9.8,10.11,4.162436,5.274821E7,33,002739,20260430
603266.SH,天龙股份,19.99,19.99,20.23,2.63825469,864/5521,20.45,19.85,19.99,19.99,19.99,0,19.99,20.45,19.85,20.23,3.04414,2976917,17,603266,20260430
605388.SH,均瑶健康,6.71,6.71,7.01,2.63543192,865/5521,7.08,6.71,6.71,6.71,6.71,0,6.71,7.08,6.71,7.01,5.417276,3.010896E7,17,605388,20260430
301336.SZ,趣睡科技,54.31,54.31,55.75,2.63254786,866/5521,57.2,54.29,54.31,54.31,54.31,0,54.31,57.2,54.29,55.75,5.357142,1349610,33,301336,20260430
688205.SH,德科立,243.0,243,240.96,2.62350937,867/5521,255.8,236.66,243.0,243.0,243.0,0,243,255.8,236.66,240.96,8.151618,1.4560935E7,17,688205,20260430
688590.SH,新致软件,14.49,14.49,14.87,2.62249827,868/5521,15.06,14.4,14.49,14.49,14.49,0,14.49,15.06,14.4,14.87,4.554865,1.1807372E7,17,688590,20260430
920593.BJ,鼎智科技,26.59,26.59,27.43,2.6187804,869/5521,27.6,26.57,26.59,26.59,26.59,0,26.59,27.6,26.57,27.43,3.853348,2035985,151,920593,20260430
300489.SZ,光智科技,94.36,94.36,96.8,2.61846708,870/5521,99.97,92.18,94.36,94.36,94.36,0,94.36,99.97,92.18,96.8,8.258242,1.196575E7,33,300489,20260430
301213.SZ,观想科技,69.51,69.51,71.74,2.61765127,871/5521,71.89,69.51,69.51,69.51,69.51,0,69.51,71.89,69.51,71.74,3.404377,1554303,33,301213,20260430
002364.SZ,中恒电气,39.75,39.75,40.79,2.6163522,872/5521,41.49,38.85,39.75,39.75,39.75,0,39.75,41.49,38.85,40.79,6.641509,5.2641749E7,33,002364,20260430
600692.SH,亚通股份,7.69,7.69,7.85,2.61437908,873/5521,7.94,7.58,7.69,7.69,7.69,0,7.69,7.94,7.58,7.85,4.705882,1.3520089E7,17,600692,20260430
002995.SZ,天地在线,21.8,21.8,22.4,2.61108566,874/5521,22.56,21.79,21.8,21.8,21.8,0,21.8,22.56,21.79,22.4,3.527256,9171800,33,002995,20260430
600123.SH,兰花科创,6.99,6.99,7.08,2.60869565,875/5521,7.13,6.98,6.99,6.99,6.99,0,6.99,7.13,6.98,7.08,2.173913,5.8679636E7,17,600123,20260430
300556.SZ,丝路视觉,19.56,19.56,20.07,2.60736196,876/5521,20.2,19.56,19.56,19.56,19.56,0,19.56,20.2,19.56,20.07,3.271983,6746600,33,300556,20260430
603665.SH,康隆达,27.47,27.47,28.4,2.60115607,877/5521,28.48,27.31,27.47,27.47,27.47,0,27.47,28.48,27.31,28.4,4.226878,3356696,17,603665,20260430
600061.SH,国投资本,6.63,6.63,6.71,2.59938838,878/5521,6.79,6.61,6.63,6.63,6.63,0,6.63,6.79,6.61,6.71,2.752293,9.0717803E7,17,600061,20260430
600088.SH,中视传媒,14.1,14.1,14.61,2.59831461,879/5521,14.75,14.1,14.1,14.1,14.1,0,14.1,14.75,14.1,14.61,4.564606,5026751,17,600088,20260430
002793.SZ,罗欣药业,5.38,5.38,5.53,2.5974026,880/5521,5.62,5.32,5.38,5.38,5.38,0,5.38,5.62,5.32,5.53,5.565862,5.889829E7,33,002793,20260430
688671.SH,碧兴物联,22.86,22.86,23.7,2.5974026,880/5521,24,22.86,22.86,22.86,22.86,0,22.86,24,22.86,23.7,4.935064,1631755,17,688671,20260430
603355.SH,莱克电气,30.81,30.81,32.04,2.59365994,882/5521,32.19,30.81,30.81,30.81,30.81,0,30.81,32.19,30.81,32.04,4.418828,3592460,17,603355,20260430
603018.SH,华设集团,7.4,7.4,7.52,2.59208731,883/5521,7.53,7.39,7.4,7.4,7.4,0,7.4,7.53,7.39,7.52,1.909959,1.073663E7,17,603018,20260430
300554.SZ,三超新材,25.04,25.04,25.35,2.59004452,884/5521,25.75,24.72,25.04,25.04,25.04,0,25.04,25.75,24.72,25.35,4.168352,7665420,33,300554,20260430
301118.SZ,恒光股份,27.65,27.65,28.52,2.58992806,885/5521,29.45,27.55,27.65,27.65,27.65,0,27.65,29.45,27.55,28.52,6.834532,1.0467733E7,33,301118,20260430
688058.SH,宝兰德,28.98,28.98,29.72,2.58888505,886/5521,29.97,28.98,28.98,28.98,28.98,0,28.98,29.97,28.98,29.72,3.417328,1332814,17,688058,20260430
300406.SZ,九强生物,12.52,12.52,12.7,2.58481422,887/5521,12.72,12.37,12.52,12.52,12.52,0,12.52,12.72,12.37,12.7,2.82714,9131434,33,300406,20260430
603980.SH,吉华集团,6.31,6.31,6.35,2.58481422,887/5521,6.45,6.28,6.31,6.31,6.31,0,6.31,6.45,6.28,6.35,2.746365,2.487968E7,17,603980,20260430
600865.SH,百大集团,11.29,11.29,11.51,2.58467023,889/5521,11.77,11.29,11.29,11.29,11.29,0,11.29,11.77,11.29,11.51,4.278074,1.5216E7,17,600865,20260430
920717.BJ,瑞星股份,8.9,8.9,9.13,2.58426966,890/5521,9.25,8.9,8.9,8.9,8.9,0,8.9,9.25,8.9,9.13,3.932584,1436346,151,920717,20260430
300209.SZ,行云科技,16.63,16.63,17.47,2.58367587,891/5521,17.5,16.36,16.63,16.63,16.63,0,16.63,17.5,16.36,17.47,6.694069,1.41942116E8,33,300209,20260430
301678.SZ,新恒汇,57.5,57.5,58.79,2.58244634,892/5521,59.05,56.92,57.5,57.5,57.5,0,57.5,59.05,56.92,58.79,3.716628,2220462,33,301678,20260430
688049.SH,炬芯科技,46.78,46.78,48.07,2.58215962,893/5521,48.43,46.6,46.78,46.78,46.78,0,46.78,48.43,46.6,48.07,3.905249,7782366,17,688049,20260430
688222.SH,成都先导,28.1,28.1,28.61,2.58157046,894/5521,29,27.32,28.1,28.1,28.1,0,28.1,29,27.32,28.61,6.023664,2.5582046E7,17,688222,20260430
300065.SZ,海兰信,25.16,25.16,25.88,2.57629806,895/5521,26.15,24.92,25.16,25.16,25.16,0,25.16,26.15,24.92,25.88,4.875148,7.2872597E7,33,300065,20260430
002901.SZ,大博医疗,44.51,44.51,43.4,2.57622312,896/5521,45.9,43.4,44.51,44.51,44.51,0,44.51,45.9,43.4,43.4,5.908768,3631265,33,002901,20260430
688435.SH,英方软件,40.31,40.31,41.03,2.575,897/5521,41.3,40.01,40.31,40.31,40.31,0,40.31,41.3,40.01,41.03,3.225,1987079,17,688435,20260430
002790.SZ,瑞尔特,7.37,7.37,7.57,2.57452575,898/5521,7.62,7.37,7.37,7.37,7.37,0,7.37,7.62,7.37,7.57,3.387533,6140424,33,002790,20260430
688733.SH,壹石通,30.35,30.35,29.9,2.5728988,899/5521,31.08,29.71,30.35,30.35,30.35,0,30.35,31.08,29.71,29.9,4.699828,8591033,17,688733,20260430
003023.SZ,彩虹集团,29.54,29.54,30.3,2.57278267,900/5521,31.18,29.21,29.54,29.54,29.54,0,29.54,31.18,29.21,30.3,6.668923,4025230,33,003023,20260430
600448.SH,华纺股份,3.52,3.52,3.59,2.57142857,901/5521,3.66,3.49,3.52,3.52,3.52,0,3.52,3.66,3.49,3.59,4.857142,2.8304721E7,17,600448,20260430
002780.SZ,三夫户外,16.29,16.29,16.77,2.56880734,902/5521,16.98,16.26,16.29,16.29,16.29,0,16.29,16.98,16.26,16.77,4.403669,1.7534273E7,33,002780,20260430
920642.BJ,通易航天,12.13,12.13,12.39,2.56622517,903/5521,12.49,11.94,12.13,12.13,12.13,0,12.13,12.49,11.94,12.39,4.55298,2329847,151,920642,20260430
002611.SZ,东方精工,16.71,16.71,17.2,2.56410256,904/5521,17.55,16.68,16.71,16.71,16.71,0,16.71,17.55,16.68,17.2,5.187835,2.9625483E7,33,002611,20260430
000045.SZ,深纺织A,11.74,11.74,12.01,2.56191289,905/5521,12.06,11.73,11.74,11.74,11.74,0,11.74,12.06,11.73,12.01,2.818104,8298600,33,000045,20260430
688692.SH,达梦数据,257.0,257,263.73,2.55881781,906/5521,263.84,255.65,257.0,257.0,257.0,0,257,263.84,255.65,263.73,3.184911,1675949,17,688692,20260430
688015.SH,交控科技,21.12,21.12,21.66,2.55681818,907/5521,22.01,21.09,21.12,21.12,21.12,0,21.12,22.01,21.09,21.66,4.35606,3106099,17,688015,20260430
002899.SZ,英派斯,32.86,32.86,33.78,2.55009107,908/5521,34.28,32.7,32.86,32.86,32.86,0,32.86,34.28,32.7,33.78,4.796599,3588999,33,002899,20260430
002397.SZ,梦洁股份,4.74,4.74,4.83,2.5477707,909/5521,4.83,4.7,4.74,4.74,4.74,0,4.74,4.83,4.7,4.83,2.760084,2.9911399E7,33,002397,20260430
600238.SH,*ST椰岛,5.78,5.78,5.64,2.54545455,910/5521,5.78,5.56,5.78,5.78,5.78,0,5.78,5.78,5.56,5.64,4,2.4439953E7,22,600238,20260430
688195.SH,腾景科技,331.23,331.23,332.0,2.54509513,911/5521,338.23,320.07,331.23,331.23,331.23,0,331.23,338.23,320.07,332.0,5.609093,7455886,17,688195,20260430
920008.BJ,成电光信,25.18,25.18,25.79,2.54473161,912/5521,26.01,25.13,25.18,25.18,25.18,0,25.18,26.01,25.13,25.79,3.499005,989696,151,920008,20260430
603301.SH,振德医疗,90.2,90.2,92.3,2.54416176,913/5521,92.82,89.49,90.2,90.2,90.2,0,90.2,92.82,89.49,92.3,3.699588,2037858,17,603301,20260430
300353.SZ,东土科技,18.05,18.05,18.55,2.54284135,914/5521,18.64,17.99,18.05,18.05,18.05,0,18.05,18.64,17.99,18.55,3.593145,1.3240666E7,33,300353,20260430
688126.SH,沪硅产业,19.51,19.51,20.61,2.53731343,915/5521,20.8,19.51,19.51,19.51,19.51,0,19.51,20.8,19.51,20.61,6.41791,7.3916935E7,17,688126,20260430
300665.SZ,飞鹿股份,8.3,8.3,8.49,2.53623188,916/5521,8.64,8.3,8.3,8.3,8.3,0,8.3,8.64,8.3,8.49,4.10628,9369000,33,300665,20260430
002472.SZ,双环传动,38.37,38.37,39.27,2.53263708,917/5521,39.67,38.34,38.37,38.37,38.37,0,38.37,39.67,38.34,39.27,3.472584,1.9076075E7,33,002472,20260430
002616.SZ,长青集团,6.01,6.01,6.09,2.52525253,918/5521,6.11,5.98,6.01,6.01,6.01,0,6.01,6.11,5.98,6.09,2.188552,2.3032498E7,33,002616,20260430
300868.SZ,杰美特,70.72,70.72,72.49,2.51732428,919/5521,75.02,69,70.72,70.72,70.72,0,70.72,75.02,69,72.49,8.513647,4697200,33,300868,20260430
603116.SH,红蜻蜓,6.36,6.36,6.52,2.51572327,920/5521,6.6,6.3,6.36,6.36,6.36,0,6.36,6.6,6.3,6.52,4.716981,1.64926E7,17,603116,20260430
688207.SH,格灵深瞳,14.57,14.57,15.08,2.51529572,921/5521,15.18,14.57,14.57,14.57,14.57,0,14.57,15.18,14.57,15.08,4.146838,4285353,17,688207,20260430
688081.SH,兴图新科,51.21,51.21,52.6,2.5141298,922/5521,53,50.99,51.21,51.21,51.21,0,51.21,53,50.99,52.6,3.917365,1663812,17,688081,20260430
301260.SZ,格力博,16.66,16.66,17.13,2.51346499,923/5521,17.37,16.55,16.66,16.66,16.66,0,16.66,17.37,16.55,17.13,4.907241,1.1560812E7,33,301260,20260430
600467.SH,好当家,2.39,2.39,2.45,2.51046025,924/5521,2.47,2.39,2.39,2.39,2.39,0,2.39,2.47,2.39,2.45,3.34728,4.9739821E7,17,600467,20260430
603222.SH,济民健康,9.64,9.64,9.8,2.51046025,924/5521,10.24,9.55,9.64,9.64,9.64,0,9.64,10.24,9.55,9.8,7.217573,2.4071978E7,17,603222,20260430
300635.SZ,中达安,14.42,14.42,14.74,2.50347705,926/5521,14.78,14.2,14.42,14.42,14.42,0,14.42,14.78,14.2,14.74,4.033379,8581900,33,300635,20260430
300301.SZ,ST长方,3.55,3.55,3.69,2.5,927/5521,3.69,3.55,3.55,3.55,3.55,0,3.55,3.69,3.55,3.69,3.888888,1.681152E7,33,300301,20260430
603083.SH,剑桥科技,179.0,179,174.97,2.49546014,928/5521,187.5,174.78,179.0,179.0,179.0,0,179,187.5,174.78,174.97,7.451233,3.8589985E7,17,603083,20260430
002361.SZ,神剑股份,20.41,20.41,20.55,2.49376559,929/5521,20.82,19.91,20.41,20.41,20.41,0,20.41,20.82,19.91,20.55,4.538653,2.25712108E8,33,002361,20260430
