股票代码,股票简称,最新价,最新涨跌幅,竞价涨幅[20260402],分时开盘价:不复权[20260402 09:25],p_925,chg_pct,分时涨跌幅:前复权排名[20260402 09:25],分时最高价:不复权[20260402 09:25],分时最低价:不复权[20260402 09:25],分时振幅[20260402 09:25],竞价匹配价[20260402],竞价异动类型[20260402],竞价异动说明[20260402],集合竞价评级[20260402],竞价量[20260402],竞价金额[20260402],竞价未匹配量[20260402],竞价未匹配金额[20260402],分时成交量[20260402 09:25],分时成交额[20260402 09:25],分时换手率[20260402 09:25],market_code,code,date
300839.SZ,博汇股份,14.66,2.018093249826033,17.613,16.36,16.36,17.61322789360172,1/5521,16.36,16.36,0.0,16.36,大幅高开,大幅高开17.60%,看多,2220100,36320836.0,-207880,-3400916.8,2220100,36320836.0,0.7663734429568045,33,300839,20260402
300834.SZ,星辉环材,37.05,-1.2789768185451744,13.162,41.01,41.01,13.162251655629127,2/5521,41.01,41.01,0.0,41.01,大幅高开,大幅高开13.20%,看多,1432900,58763229.0,113300,4646433.0,1432900,58763229.0,0.7446468768258081,33,300834,20260402
600488.SH,津药药业,5.7,-2.730375426621163,10.069,6.34,6.34,10.069444444444446,3/5521,6.34,6.34,0.0,6.34,大幅高开,大幅高开10.10%,看多,3920950,24858823.0,98956050,627381360.0,3920950,24858823.0,0.35909862001430404,17,600488,20260402
000950.SZ,重药控股,5.8,-1.6949152542372972,10.0,6.49,6.49,9.999999999999996,4/5521,6.49,6.49,0.0,6.49,大幅高开,大幅高开10.00%,看多,8052466,52260504.0,80810934,524462960.0,8052466,52260504.0,0.46594938715971596,33,000950,20260402
600249.SH,两面针,5.99,0.335008375209388,9.986,7.71,7.71,9.985734664764625,5/5521,7.71,7.71,0.0,7.71,大幅高开,大幅高开10.00%,看多,9025642,69587700.0,15336258,118242549.0,9025642,69587700.0,1.6410258181818183,17,600249,20260402
000078.SZ,海王生物,,,9.855,3.79,3.79,9.855072463768112,6/5521,3.79,3.79,0.0,3.79,大幅高开,大幅高开9.90%,看多,14872200,56365638.0,-935002,-3543657.6,14872200,56365638.0,0.5662491264253111,33,000078,20260402
002560.SZ,通达股份,14.67,-5.7803468208092506,9.436,12.99,12.99,9.435551811288972,7/5521,12.99,12.99,0.0,12.99,大幅高开,大幅高开9.40%,看多,9099500,118202505.0,-19582,-254370.18,9099500,118202505.0,2.0090034706492594,33,002560,20260402
002923.SZ,润都股份,13.22,-0.45180722891565306,9.049,18.8,18.8,9.048723897911847,8/5521,18.8,18.8,0.0,18.8,大幅高开,大幅高开9.00%,偏多,2916110,54822868.0,374290,7036652.0,2916110,54822868.0,1.1299036700850995,33,002923,20260402
000788.SZ,北大医药,6.12,-2.0799999999999983,8.994,7.15,7.15,8.993902439024387,9/5521,7.15,7.15,0.0,7.15,大幅高开,大幅高开9.00%,看多,7817700,55896555.0,899200,6429280.0,7817700,55896555.0,1.311722306892633,33,000788,20260402
688789.SH,宏华数科,60.12,-10.335570469798657,7.265,71.02,71.02,7.264763630871474,10/5521,71.02,71.02,0.0,71.02,竞价抢筹,单笔放量10%以上抢筹,看多,93856,6665653.1,2665,189268.3,93856,6665653.1,0.052068138806525985,17,688789,20260402
600644.SH,乐山电力,11.58,-1.8644067796610222,7.05,12.3,12.3,7.049608355091388,11/5521,12.3,12.3,0.0,12.3,竞价抢筹,单笔放量10%以上抢筹,看多,2560252,31491100.0,111748,1374500.4,2560252,31491100.0,0.4427044505944104,17,600644,20260402
301188.SZ,力诺药包,26.85,4.474708171206234,6.797,21.84,21.84,6.797066014669929,12/5521,21.84,21.84,0.0,21.84,竞价抢筹,单笔放量10%以上抢筹,看多,1855729,40529121.0,262371,5730182.6,1855729,40529121.0,0.6936355234964754,33,301188,20260402
002828.SZ,贝肯能源,11.57,-4.380165289256193,5.981,13.29,13.29,5.980861244019139,13/5521,13.29,13.29,0.0,13.29,竞价抢筹,单笔放量10%以上抢筹,看多,647000,8598630.0,69100,918339.0,647000,8598630.0,0.33425986689792764,33,002828,20260402
002160.SZ,常铝股份,4.88,-1.214574898785435,5.48,5.39,5.39,5.479452054794508,14/5521,5.39,5.39,0.0,5.39,竞价抢筹,单笔放量10%以上抢筹,看多,3339700,18000983.0,305600,1647184.0,3339700,18000983.0,0.32401323874415705,33,002160,20260402
605162.SH,新中港,11.16,-2.702702702702707,4.933,13.4,13.4,4.93343774471418,15/5521,13.4,13.4,0.0,13.4,急速下跌,一分钟跌幅大于3%,-,2459700,32959980.0,-40464,-542217.6,2459700,32959980.0,0.6140162605395234,17,605162,20260402
688693.SH,锴威特,96.0,7.526881720430106,4.86,54.8,54.8,4.860313815537695,16/5521,54.8,54.8,0.0,54.8,,,,216601,11869734.8,93161,5105222.8,216601,11869734.8,0.5567517351630075,17,688693,20260402
002528.SZ,*ST英飞,4.81,4.3383947939262315,4.774,4.17,4.17,4.773869346733666,17/5521,4.17,4.17,0.0,4.17,涨停撤单,涨停撤单54.60%,-,11139752,46452766.0,94248,393014.16,11139752,46452766.0,1.060706945858047,33,002528,20260402
920199.BJ,倍益康,32.93,4.274857504749846,4.703,37.85,37.85,4.70262793914247,18/5521,37.85,37.85,0.0,37.85,,,,66726,2525579.1,15867,600565.95,66726,2525579.0,0.1759315299775847,151,920199,20260402
