股票代码,股票简称,最新价,chg_pct,p_close,p_open,涨跌幅:前复权[20260410],p_high,p_low,p_low,开盘价:前复权[20260410],最高价:前复权[20260410],最低价:前复权[20260410],收盘价:前复权[20260410],振幅[20260410],成交量[20260410],market_code,code,date
603110.SH,东方材料,22.13,2.4062933826931956,16.25,16.12,2.00878845,16.84,,1/5521,16.12,16.84,16.12,16.25,4.519774,8759700,17,603110,20260410
603351.SH,威尔药业,27.14,0.4069552349241562,25.88,25.52,1.88976378,26,,1/5521,25.52,26,25.22,25.88,3.070866,895733,17,603351,20260410
600085.SH,同仁堂,27.77,1.3873676524278897,27.8,27.69,0.61527325,27.94,,1/5521,27.69,27.94,27.6,27.8,1.230546,4561604,17,600085,20260410
603477.SH,巨星农牧,18.81,1.6756756756756688,17.0,17.55,-3.07867731,17.6,,1/5521,17.55,17.6,16.95,17.0,3.705815,1.83219E7,17,603477,20260410
002164.SZ,宁波东力,12.56,0.7217321571772242,13.23,12.8,3.84615385,13.85,,1/5521,12.8,13.85,12.74,13.23,8.712715,3.162622E7,33,002164,20260410
003019.SZ,宸展光电,35.18,-0.789622109419067,34.77,32.11,8.65625,34.95,,1/5521,32.11,34.95,32.11,34.77,8.875,2.2092014E7,33,003019,20260410
688603.SH,天承科技,93.22,-0.9141156462585028,88.28,91.54,-0.56318991,96.98,,1/5521,91.54,96.98,87.6,88.28,10.565442,7242675,17,688603,20260410
000785.SZ,居然智家,2.58,-1.5267175572519096,2.43,2.4,1.25,2.45,,1/5521,2.4,2.45,2.4,2.43,2.083333,3.6583567E7,33,000785,20260410
300131.SZ,英唐智控,16.25,-2.1084337349397675,15.42,13,20,15.42,,1/5521,13,15.42,12.98,15.42,18.988326,2.57997779E8,33,300131,20260410
301101.SZ,明月镜片,35.54,-1.2777777777777801,34.9,34.68,1.45348837,35.17,,1/5521,34.68,35.17,34.6,34.9,1.656976,2142600,33,301101,20260410
002839.SZ,张家港行,4.56,-1.5118790496760321,4.49,4.49,0.22321429,4.52,,1/5521,4.49,4.52,4.48,4.49,0.892857,1.945524E7,33,002839,20260410
002840.SZ,华统股份,12.72,4.006541291905153,12.58,12.86,-3.0816641,13.05,,1/5521,12.86,13.05,12.43,12.58,4.776579,5.2311619E7,33,002840,20260410
601616.SH,广电电气,4.64,-1.0660980810234693,4.76,4.78,0.21052632,4.81,,1/5521,4.78,4.81,4.73,4.76,1.68421,2.45965E7,17,601616,20260410
002049.SZ,紫光国微,77.32,1.8977332630469133,69.38,69.33,1.31425234,70.36,,1/5521,69.33,70.36,69.22,69.38,1.664719,1.3598515E7,33,002049,20260410
688168.SH,安博通,86.81,-0.7545444152280744,69.79,71.5,-1.133305,71.99,,1/5521,71.5,71.99,69.37,69.79,3.711573,859318,17,688168,20260410
300806.SZ,斯迪克,74.2,0.8289169724147295,49.35,51.05,-2.62430939,52.18,,1/5521,51.05,52.18,49.23,49.35,5.820836,1.7911323E7,33,300806,20260410
603109.SH,神驰机电,22.4,0.3584229390680927,21.39,20.86,2.54074784,21.55,,1/5521,20.86,21.55,20.86,21.39,3.307766,3134940,17,603109,20260410
301571.SZ,国科天成,69.32,-0.5451936872310038,68.88,68.73,-0.77787381,69.44,,1/5521,68.73,69.44,67.5,68.88,2.794583,4895491,33,301571,20260410
000429.SZ,粤高速A,12.58,-0.5533596837944686,12.53,12.8,-1.87940486,12.83,,1/5521,12.8,12.83,12.51,12.53,2.505873,7318108,33,000429,20260410
300486.SZ,东杰智能,23.16,0.08643042350907335,24.89,24.8,1.5503876,25.3,,1/5521,24.8,25.3,24.63,24.89,2.733578,1.2877562E7,33,300486,20260410
600199.SH,金种子酒,7.94,-0.37641154328731946,8.05,7.97,0.87719298,8.08,,1/5521,7.97,8.08,7.97,8.05,1.378446,5486899,17,600199,20260410
002713.SZ,*ST东易,12.78,3.9024390243902327,14.23,13.76,5.01845018,14.23,,1/5521,13.76,14.23,13.61,14.23,4.575645,1.9804359E7,33,002713,20260410
300257.SZ,开山股份,30.77,3.8124156545209145,29.85,30.74,-2.45098039,30.89,,1/5521,30.74,30.89,27,29.85,12.712418,2.5886149E7,33,300257,20260410
301227.SZ,森鹰窗业,31.66,-1.4321295143212869,33.32,32.79,1.9895929,33.66,,1/5521,32.79,33.66,32.31,33.32,4.132231,1535933,33,301227,20260410
002278.SZ,神开股份,10.39,0.19286403085825798,11.63,11.51,1.04257168,11.77,,1/5521,11.51,11.77,11.48,11.63,2.519548,1.3966651E7,33,002278,20260410
002291.SZ,遥望科技,6.7,0.7518796992481176,6.45,6.48,0,6.57,,1/5521,6.48,6.57,6.45,6.45,1.860465,2.19076E7,33,002291,20260410
601169.SH,北京银行,5.3,0.0,5.39,5.41,-0.18518519,5.43,,1/5521,5.41,5.43,5.39,5.39,0.74074,6.5635368E7,17,601169,20260410
600405.SH,动力源,5.24,0.7692307692307699,5.32,5.27,1.7208413,5.5,,1/5521,5.27,5.5,5.27,5.32,4.397705,1.2092752E7,17,600405,20260410
601857.SH,中国石油,12.22,-0.24489795918366825,11.99,12.02,-0.90909091,12.07,,1/5521,12.02,12.07,11.94,11.99,1.07438,1.5747137E8,17,601857,20260410
000544.SZ,中原环保,8.45,-0.3537735849056738,8.2,8.13,1.2345679,8.27,,1/5521,8.13,8.27,8.13,8.2,1.728395,5251588,33,000544,20260410
603912.SH,佳力图,10.58,1.2440191387559885,10.05,10.16,-0.09940358,10.32,,1/5521,10.16,10.32,10.04,10.05,2.7833,3.8255558E7,17,603912,20260410
300921.SZ,南凌科技,26.94,0.2978406552494484,25.06,26.01,-0.51607781,26.06,,1/5521,26.01,26.06,25.05,25.06,4.009527,6017426,33,300921,20260410
600887.SH,伊利股份,27.46,3.3496424538953726,26.14,26.25,0.07656968,26.48,,1/5521,26.25,26.48,26.1,26.14,1.454823,2.8061054E7,17,600887,20260410
002176.SZ,江特电机,16.05,-0.24860161591049812,10.74,10.55,2.38322212,11.06,,1/5521,10.55,11.06,10.49,10.74,5.433746,1.72008701E8,33,002176,20260410
002966.SZ,苏州银行,8.52,-0.3508771929824694,8.22,8.27,-0.24271845,8.29,,1/5521,8.27,8.29,8.2,8.22,1.092233,1.7939931E7,33,002966,20260410
688295.SH,中复神鹰,57.15,-2.491042484217712,49.78,51,-1.3866878,51.66,,1/5521,51,51.66,49.7,49.78,3.882725,1.3104567E7,17,688295,20260410
920394.BJ,民士达,48.6,-1.1793411956079674,46.06,45.65,1.90265487,47.09,,1/5521,45.45,46.89,45.21,45.86,3.716814,1186589,151,920394,20260410
600520.SH,三佳科技,29.46,-1.1409395973154357,23.97,23.78,1.48179509,24.34,,1/5521,23.78,24.34,23.78,23.97,2.370872,3174100,17,600520,20260410
300004.SZ,南风股份,13.52,3.363914373088681,13.84,13.86,0.07230658,14.61,,1/5521,13.86,14.61,13.82,13.84,5.712219,1.8837854E7,33,300004,20260410
301456.SZ,盘古智能,31.34,0.5776636713735549,28.76,28.51,1.44620811,29.08,,1/5521,28.51,29.08,28.51,28.76,2.010582,1347900,33,301456,20260410
688066.SH,航天宏图,15.69,0.0,18.55,18.88,-1.64369035,19.56,,1/5521,18.88,19.56,18.55,18.55,5.355249,9953105,17,688066,20260410
301595.SZ,太力科技,44.62,1.2020866409616557,49.03,50.97,-2.87242472,51.3,,1/5521,50.97,51.3,48.91,49.03,4.734548,2259796,33,301595,20260410
301329.SZ,信音电子,25.24,2.062272543469462,22.97,23.09,0.3494976,23.25,,1/5521,23.09,23.25,22.88,22.97,1.616426,1774789,33,301329,20260410
300384.SZ,三联虹普,14.21,-1.5246015246015168,15.23,15.1,0.92776673,15.36,,1/5521,15.1,15.36,15.1,15.23,1.722995,3190936,33,300384,20260410
002827.SZ,高争民爆,30.2,-1.4038524322559573,32.61,32.7,-0.15309247,33.08,,1/5521,32.7,33.08,32.54,32.61,1.653398,2390600,33,002827,20260410
002852.SZ,道道全,9.09,-1.4099783080260389,9.91,9.85,1.01936799,9.97,,1/5521,9.73,9.85,9.68,9.79,1.732925,4414117,33,002852,20260410
920726.BJ,朱老六,18.69,0.429876410531982,16.8,16.79,1.63339383,17.07,,1/5521,16.79,17.07,16.7,16.8,2.238354,1233688,151,920726,20260410
601628.SH,中国人寿,36.67,0.08187772925764503,37.77,37.18,2.21921516,38.28,,1/5521,37.18,38.28,37.16,37.77,3.031123,2.7623163E7,17,601628,20260410
001400.SZ,江顺科技,204.67,-0.6456310679611711,168.29,169.1,-1.98602213,176.61,,1/5521,169.1,176.61,166,168.29,6.179382,1995013,33,001400,20260410
603007.SH,花王股份,5.86,-3.934426229508186,6.49,6.5,0.62015504,6.55,,1/5521,6.5,6.55,6.45,6.49,1.550387,1.1728933E7,17,603007,20260410
301203.SZ,国泰环保,45.56,-0.34995625546805903,41.02,40.94,0.4899559,41.43,,1/5521,40.94,41.43,40.42,41.02,2.474277,755952,33,301203,20260410
300143.SZ,盈康生命,11.25,-0.08880994671403009,12.21,12.47,-1.2934519,12.7,,1/5521,12.47,12.7,12.2,12.21,4.042037,1.9813761E7,33,300143,20260410
688030.SH,山石网科,16.57,1.345565749235467,15.06,15.03,1.55091032,15.35,,1/5521,15.03,15.35,15.01,15.06,2.29265,1502505,17,688030,20260410
688627.SH,精智达,293.03,1.7500607659988068,277.58,279.49,3.85363664,282.5,,1/5521,279.49,282.5,271.83,277.58,3.992068,4945348,17,688627,20260410
603338.SH,浙江鼎力,55.12,-4.965517241379314,49.42,49.8,-0.56338028,50.44,,1/5521,49.8,50.44,49.21,49.42,2.474849,5611332,17,603338,20260410
603363.SH,傲农生物,3.39,-0.8771929824561346,3.94,3.97,-0.50505051,3.98,,1/5521,3.97,3.98,3.91,3.94,1.767676,3.257753E7,17,603363,20260410
600622.SH,光大嘉宝,2.67,2.2988505747126458,2.57,2.53,1.58102767,2.59,,1/5521,2.53,2.59,2.53,2.57,2.371541,1.3882205E7,17,600622,20260410
688271.SH,联影医疗,109.95,-2.240597492664707,114.0,113.11,1.07279014,114.48,,1/5521,113.11,114.48,113.11,114.0,1.214646,4570675,17,688271,20260410
601398.SH,工商银行,7.45,-0.2677376171352018,7.31,7.31,-0.2728513,7.34,,1/5521,7.31,7.34,7.28,7.31,0.818553,1.99244899E8,17,601398,20260410
301239.SZ,普瑞眼科,46.83,3.6061946902654762,38.95,38.01,1.45871321,39.29,,1/5521,38.01,39.29,37.08,38.95,5.756707,5715810,33,301239,20260410
600863.SH,华能蒙电,4.64,-1.0660980810234693,5.0,5.36,1.01010101,5.36,,1/5521,5.36,5.36,5,5.0,7.272727,1.53440484E8,17,600863,20260410
