股票代码,股票简称,最新价,最新涨跌幅,涨停封单量[20260401],自由流通股[20260401],fenglu_ratio,zt_first_time,涨停原因类别[20260401],涨停[20260401],涨停明细数据[20260401],zt_last_time,涨停封单额[20260401],涨停开板次数[20260401],自由流通市值[20260401],实际换手率[20260401],a股市值(不含限售股)[20260401],market_code,code,date
002902.SZ,铭普光磁,30.39,-1.9361084220716291,11136700,157312278,0.0707935842108904, 09:30:05,800G光模块+AI算力+车载磁性元器件,涨停,"[{""code"":""002902.SZ"",""time"":1775007005075,""openTime"":null,""duration"":14369817,""updatedTime"":1775026800000,""firstVol"":3.24312E7,""highestVol"":4.3423437E7,""firstVolDivLTGB"":0.1825749588281398,""firstVolDivVol"":4.895187543046396,""highestVolDivLTGB"":0.24445694955633224,""highestVolDivVol"":3.664028667953391}]", 09:30:05,320514226.0,0,4527447360.84,10.179994977887231,5112250283.88,33,002902,20260401
600488.SH,津药药业,5.7,-2.730375426621163,32061400,479150231,0.06691304297837226, 09:30:20,创新药+原料药+出口,涨停,"[{""code"":""600488.SH"",""time"":1775007020075,""openTime"":null,""duration"":14354817,""updatedTime"":1775026800000,""firstVol"":2617832.0,""highestVol"":3.20614E7,""firstVolDivLTGB"":0.0023975308499962654,""firstVolDivVol"":0.11662140800386042,""highestVolDivLTGB"":0.029363303525233954,""highestVolDivVol"":0.8690038271089654}]", 09:30:20,184673664.0,0,2759905330.56,7.699971034762999,6289267276.8,17,600488,20260401
603937.SH,丽岛新材,15.25,10.028860028860034,3889500,77155124,0.05041142828051187, 10:37:36,电池铝箔扩建+锂电池概念+彩涂铝,涨停,"[{""code"":""603937.SH"",""time"":1775011056697,""openTime"":null,""duration"":10318195,""updatedTime"":1775026800000,""firstVol"":1.51453E7,""highestVol"":1.51453E7,""firstVolDivLTGB"":0.0725040655089429,""firstVolDivVol"":1.016021561100126,""highestVolDivLTGB"":0.0725040655089429,""highestVolDivVol"":1.016021561100126}]", 10:37:36,59392665.0,0,1178158743.48,21.876285235443337,3189758270.94,17,603937,20260401
600249.SH,两面针,5.99,0.335008375209388,16871348,352666244,0.04783941839355626, 09:30:00,广西国资委入主+复牌+中药牙膏,涨停,"[{""code"":""600249.SH"",""time"":1775007000000,""openTime"":null,""duration"":14374892,""updatedTime"":1775026800000,""firstVol"":2.499798E8,""highestVol"":2.499798E8,""firstVolDivLTGB"":0.4545087272727273,""firstVolDivVol"":425.42511912865893,""highestVolDivLTGB"":0.4545087272727273,""highestVolDivVol"":425.42511912865893}]", 09:30:00,118268149.47999999,0,2472190370.44,2.0287033765556535,3855500000.0,17,600249,20260401
002923.SZ,润都股份,13.22,-0.45180722891565306,6647470,146039423,0.04551832555514822, 09:36:07,创新药+尼古丁+原料药,涨停,"[{""code"":""002923.SZ"",""time"":1775007367968,""openTime"":null,""duration"":14006924,""updatedTime"":1775026800000,""firstVol"":3.199234E7,""highestVol"":3.199234E7,""firstVolDivLTGB"":0.1239605583486574,""firstVolDivVol"":6.2797061964134295,""highestVolDivLTGB"":0.1239605583486574,""highestVolDivVol"":6.2797061964134295}]", 09:36:07,114602382.8,0,2517719652.52,5.887882753412413,4449382520.92,33,002923,20260401
000788.SZ,北大医药,6.12,-2.0799999999999983,15749500,396388429,0.039732491787745905, 10:36:06,创新药+右酮洛芬+抗感染镇痛+原料药获上市批件,涨停,"[{""code"":""000788.SZ"",""time"":1775010966697,""openTime"":null,""duration"":10408195,""updatedTime"":1775026800000,""firstVol"":9.6102199E7,""highestVol"":9.6537599E7,""firstVolDivLTGB"":0.16124870252086276,""firstVolDivVol"":1.8302886800092484,""highestVolDivLTGB"":0.16197925484753306,""highestVolDivVol"":1.8206232102606192}]", 10:36:06,103316720.0,0,2600308094.24,16.71145375436779,3909677508.0,33,000788,20260401
603248.SH,锡华科技,25.61,-1.5378700499807847,2569726,69308918,0.03707641201381906, 09:39:18,风电齿轮箱+大兆瓦产品,涨停,"[{""code"":""603248.SH"",""time"":1775007558390,""openTime"":1775007782595,""duration"":224205,""updatedTime"":1775007782595,""firstVol"":1.10661E7,""highestVol"":1.10661E7,""firstVolDivLTGB"":0.15966343609634767,""firstVolDivVol"":1.3555242380757266,""highestVolDivLTGB"":0.15966343609634767,""highestVolDivVol"":1.3555242380757266},{""code"":""603248.SH"",""time"":1775008089943,""openTime"":null,""duration"":13284949,""updatedTime"":1775026800000,""firstVol"":1.042834E7,""highestVol"":1.042834E7,""firstVolDivLTGB"":0.1504617342316612,""firstVolDivVol"":0.6869488260231024,""highestVolDivLTGB"":0.1504617342316612,""highestVolDivVol"":0.6869488260231024}]", 09:48:09,77271660.82000001,1,2084119164.26,25.410973808594154,2084119164.26,17,603248,20260401
601133.SH,柏诚股份,22.78,-2.399314481576687,5055378,149386744,0.033840874127358984, 09:43:02,半导体洁净室+存储芯片+海外扩张,涨停,"[{""code"":""601133.SH"",""time"":1775007782595,""openTime"":null,""duration"":13592297,""updatedTime"":1775026800000,""firstVol"":2.25803E7,""highestVol"":2.2870078E7,""firstVolDivLTGB"":0.15115330447258427,""firstVolDivVol"":1.8944371238967233,""highestVolDivLTGB"":0.15309308836666258,""highestVolDivVol"":1.7585214568104912}]", 09:43:02,95293875.30000001,0,2815940124.4,11.121661504316608,2815940124.4,17,601133,20260401
603158.SH,腾龙股份,12.76,-1.391035548686242,9942800,305404681,0.03255614801791463, 13:07:59,液冷服务器+新能源车热管理+大众供货,涨停,"[{""code"":""603158.SH"",""time"":1775020079438,""openTime"":null,""duration"":6720562,""updatedTime"":1775026800000,""firstVol"":3.6971E7,""highestVol"":3.6971E7,""firstVolDivLTGB"":0.07533261782662462,""firstVolDivVol"":1.1628492149014293,""highestVolDivLTGB"":0.07533261782662462,""highestVolDivVol"":1.1628492149014293}]", 13:07:59,122097584.0,0,3750369482.68,11.35249790097356,6026657417.44,17,603158,20260401
600581.SH,*ST八钢,2.82,1.0752688172042941,24608600,766108606,0.03212155536078132, 09:30:00,昨日复牌+特钢+中亚出口+央企,涨停,"[{""code"":""600581.SH"",""time"":1775007000000,""openTime"":null,""duration"":14374892,""updatedTime"":1775026800000,""firstVol"":4.5612796E7,""highestVol"":4.5612796E7,""firstVolDivLTGB"":0.029755926270547954,""firstVolDivVol"":19.104003846534013,""highestVolDivLTGB"":0.029755926270547954,""highestVolDivVol"":19.104003846534013}]", 09:30:00,72103198.0,0,2244698215.58,1.5108912638947696,4491390759.1,22,600581,20260401
