股票代码,股票简称,最新价,最新涨跌幅,涨停封单量[20260429],{(}涨停封单量[20260429]{*}100.0{)},自由流通股[20260429],fenglu_ratio,p_open,p_close,p_high,p_low,最低价:不复权排名[20260429],自由流通市值[20260429],实际换手率[20260429],涨停[20260429],zt_first_time,涨停明细数据[20260429],最终涨停时间[20260429],涨停封单额[20260429],涨停开板次数[20260429],market_code,code
001203.SZ,大中矿业,52.31,1.9688109161793472,1037600,103760000,489158298,0.2121194722122449,46.67,51.3,51.3,46.35,821/5521,25093820687.4,6.554877251617226,涨停, 13:23:02,"[{""code"":""001203.SZ"",""time"":1777440182368,""openTime"":1777440224066,""duration"":41698,""updatedTime"":1777440224066,""firstVol"":6678500.0,""highestVol"":6678500.0,""firstVolDivLTGB"":0.005113807300999491,""firstVolDivVol"":0.26698441216396734,""highestVolDivLTGB"":0.005113807300999491,""highestVolDivVol"":0.26698441216396734},{""code"":""001203.SZ"",""time"":1777441623210,""openTime"":1777441825743,""duration"":202533,""updatedTime"":1777441825743,""firstVol"":4955100.0,""highestVol"":4955100.0,""firstVolDivLTGB"":0.003794179315292742,""firstVolDivVol"":0.16913988794802434,""highestVolDivLTGB"":0.003794179315292742,""highestVolDivVol"":0.16913988794802434},{""code"":""001203.SZ"",""time"":1777441940915,""openTime"":1777441973018,""duration"":32103,""updatedTime"":1777441973018,""firstVol"":31100.0,""highestVol"":31100.0,""firstVolDivLTGB"":2.381364184488795E-5,""firstVolDivVol"":0.0010191852947357702,""highestVolDivLTGB"":2.381364184488795E-5,""highestVolDivVol"":0.0010191852947357702},{""code"":""001203.SZ"",""time"":1777442113984,""openTime"":1777442202373,""duration"":88389,""updatedTime"":1777442202373,""firstVol"":172100.0,""highestVol"":264000.0,""firstVolDivLTGB"":1.3177902770113235E-4,""firstVolDivVol"":0.005581759988925996,""highestVolDivLTGB"":2.0214795649679804E-4,""highestVolDivVol"":0.00854903758723621},{""code"":""001203.SZ"",""time"":1777442280023,""openTime"":1777442319452,""duration"":39429,""updatedTime"":1777442319452,""firstVol"":2000.0,""highestVol"":2000.0,""firstVolDivLTGB"":1.5314239128545304E-6,""firstVolDivVol"":6.43186727816144E-5,""highestVolDivLTGB"":1.5314239128545304E-6,""highestVolDivVol"":6.43186727816144E-5},{""code"":""001203.SZ"",""time"":1777442407660,""openTime"":1777442433935,""duration"":26275,""updatedTime"":1777442433935,""firstVol"":11000.0,""highestVol"":11000.0,""firstVolDivLTGB"":8.422831520699918E-6,""firstVolDivVol"":3.513852837734844E-4,""highestVolDivLTGB"":8.422831520699918E-6,""highestVolDivVol"":3.513852837734844E-4},{""code"":""001203.SZ"",""time"":1777442489440,""openTime"":null,""duration"":3510560,""updatedTime"":1777446000000,""firstVol"":1600.0,""highestVol"":3022800.0,""firstVolDivLTGB"":1.2251391302836243E-6,""firstVolDivVol"":5.099126054411627E-5,""highestVolDivLTGB"":0.0023145941018883373,""highestVolDivVol"":0.09616392226641453}]", 14:01:29,53228880.0,6,33,001203
605168.SH,三人行,47.06,-2.969072164948449,658669,65866900,97221698,0.6774917673213237,46.21,48.5,48.5,45.06,856/5521,4715252353.0,21.237406283523253,涨停, 09:39:36,"[{""code"":""605168.SH"",""time"":1777426776619,""openTime"":1777426812547,""duration"":35928,""updatedTime"":1777426812547,""firstVol"":2924800.0,""highestVol"":2924800.0,""firstVolDivLTGB"":0.013873644887419082,""firstVolDivVol"":0.29835298908422625,""highestVolDivLTGB"":0.013873644887419082,""highestVolDivVol"":0.29835298908422625},{""code"":""605168.SH"",""time"":1777426864133,""openTime"":1777440252499,""duration"":7953828,""updatedTime"":1777440252499,""firstVol"":4251500.0,""highestVol"":5400750.0,""firstVolDivLTGB"":0.020166781058144907,""firstVolDivVol"":0.39262581942112096,""highestVolDivLTGB"":0.02561819188516432,""highestVolDivVol"":0.4926870760400685},{""code"":""605168.SH"",""time"":1777440299133,""openTime"":1777440378713,""duration"":79580,""updatedTime"":1777440378713,""firstVol"":2014469.0,""highestVol"":2087969.0,""firstVolDivLTGB"":0.009555534581070236,""firstVolDivVol"":0.12641210201302996,""highestVolDivLTGB"":0.0099041782145581,""highestVolDivVol"":0.1307912883941241},{""code"":""605168.SH"",""time"":1777440423662,""openTime"":null,""duration"":5576338,""updatedTime"":1777446000000,""firstVol"":119814.0,""highestVol"":2081581.0,""firstVolDivLTGB"":5.683318136423789E-4,""firstVolDivVol"":0.007200723209498171,""highestVolDivLTGB"":0.009873877050874828,""highestVolDivVol"":0.12233848480851996}]", 13:27:03,31945446.5,3,17,605168
001396.SZ,誉帆科技,46.85,-1.8025571159086133,130505,13050500,22207144,0.587671246694307,44.41,47.71,47.71,44.41,883/5521,1059502840.24,19.442549658794483,涨停, 09:31:12,"[{""code"":""001396.SZ"",""time"":1777426272131,""openTime"":1777426302341,""duration"":30210,""updatedTime"":1777426302341,""firstVol"":165300.0,""highestVol"":180000.0,""firstVolDivLTGB"":0.007443550597951722,""firstVolDivVol"":0.31703107019562715,""highestVolDivLTGB"":0.008105499743686085,""highestVolDivVol"":0.2555366269165247},{""code"":""001396.SZ"",""time"":1777426506295,""openTime"":1777429244408,""duration"":2738113,""updatedTime"":1777429244408,""firstVol"":4822100.0,""highestVol"":4915300.0,""firstVolDivLTGB"":0.21714183507793708,""firstVolDivVol"":2.6547376615340235,""highestVolDivLTGB"":0.22133868272300122,""highestVolDivVol"":2.683004978676461},{""code"":""001396.SZ"",""time"":1777429361459,""openTime"":1777429390874,""duration"":29415,""updatedTime"":1777429390874,""firstVol"":242100.0,""highestVol"":242100.0,""firstVolDivLTGB"":0.010901897155257785,""firstVolDivVol"":0.09183279830581574,""highestVolDivLTGB"":0.010901897155257785,""highestVolDivVol"":0.09183279830581574},{""code"":""001396.SZ"",""time"":1777429519977,""openTime"":1777429568448,""duration"":48471,""updatedTime"":1777429568448,""firstVol"":11200.0,""highestVol"":11200.0,""firstVolDivLTGB"":5.043422062738008E-4,""firstVolDivVol"":0.00372909087095248,""highestVolDivLTGB"":5.043422062738008E-4,""highestVolDivVol"":0.00372909087095248},{""code"":""001396.SZ"",""time"":1777429654968,""openTime"":1777429696414,""duration"":41446,""updatedTime"":1777429696414,""firstVol"":37800.0,""highestVol"":37800.0,""firstVolDivLTGB"":0.001702154946174078,""firstVolDivVol"":0.012263119835012375,""highestVolDivLTGB"":0.001702154946174078,""highestVolDivVol"":0.012263119835012375},{""code"":""001396.SZ"",""time"":1777429735686,""openTime"":1777442961763,""duration"":7791539,""updatedTime"":1777442961763,""firstVol"":26700.0,""highestVol"":1763000.0,""firstVolDivLTGB"":0.001202315795313436,""firstVolDivVol"":0.008541504514041178,""highestVolDivLTGB"":0.07938886693399205,""highestVolDivVol"":0.5613911291285573},{""code"":""001396.SZ"",""time"":1777442989299,""openTime"":1777443027553,""duration"":38254,""updatedTime"":1777443027553,""firstVol"":45800.0,""highestVol"":45800.0,""firstVolDivLTGB"":0.002062399379226793,""firstVolDivVol"":0.011714633572400528,""highestVolDivLTGB"":0.002062399379226793,""highestVolDivVol"":0.011714633572400528},{""code"":""001396.SZ"",""time"":1777443447176,""openTime"":null,""duration"":2552824,""updatedTime"":1777446000000,""firstVol"":150705.0,""highestVol"":205405.0,""firstVolDivLTGB"":0.006786329660401175,""firstVolDivVol"":0.03552406870273093,""highestVolDivLTGB"":0.009249500971399113,""highestVolDivVol"":0.04818733013734462}]", 14:17:27,6226393.55,7,33,001396
605099.SH,共创草坪,48.42,9.995456610631528,408877,40887700,51141822,0.7994963495825393,41.5,44.02,44.02,40.8,972/5521,2251263004.44,12.109347609868104,涨停, 09:38:34,"[{""code"":""605099.SH"",""time"":1777426714007,""openTime"":1777426864133,""duration"":150126,""updatedTime"":1777426864133,""firstVol"":6951500.0,""highestVol"":6951500.0,""firstVolDivLTGB"":0.01731585353861243,""firstVolDivVol"":2.346735534400108,""highestVolDivLTGB"":0.01731585353861243,""highestVolDivVol"":2.346735534400108},{""code"":""605099.SH"",""time"":1777426911430,""openTime"":null,""duration"":13654032,""updatedTime"":1777446000000,""firstVol"":4709400.0,""highestVol"":4709400.0,""firstVolDivLTGB"":0.01173088983021526,""firstVolDivVol"":1.1766146158650843,""highestVolDivLTGB"":0.01173088983021526,""highestVolDivVol"":1.1766146158650843}]", 09:41:51,17998765.540000003,1,17,605099
001266.SZ,宏英智能,40.59,2.7074898785425106,1165200,116520000,36043042,3.232801493281283,39.52,39.52,39.52,39.52,1013/5521,1424421019.84,8.330928338401625,涨停, 09:30:00,"[{""code"":""001266.SZ"",""time"":1777426200000,""openTime"":null,""duration"":14365462,""updatedTime"":1777446000000,""firstVol"":4267300.0,""highestVol"":4267300.0,""firstVolDivLTGB"":0.07339886397485783,""firstVolDivVol"":28.391882900864935,""highestVolDivLTGB"":0.07339886397485783,""highestVolDivVol"":28.391882900864935}]", 09:30:00,46048704.0,0,33,001266
603353.SH,和顺石油,43.09,-1.6659059790050135,1379600,137960000,55960000,2.4653323802716227,39,43.82,43.82,38.75,1050/5521,2452167200.0,28.479378127233737,涨停, 13:34:36,"[{""code"":""603353.SH"",""time"":1777440876956,""openTime"":null,""duration"":5123044,""updatedTime"":1777446000000,""firstVol"":6476200.0,""highestVol"":6476200.0,""firstVolDivLTGB"":0.03800185426422092,""firstVolDivVol"":0.4413426324089231,""highestVolDivLTGB"":0.03800185426422092,""highestVolDivVol"":0.4413426324089231}]", 13:34:36,60454072.0,0,17,603353
603738.SH,泰晶科技,38.32,-3.7669512807634353,310393,31039300,277280906,0.11194171444318636,35.88,39.82,39.82,35.01,1212/5521,11041325676.92,24.577060491860916,涨停, 14:25:55,"[{""code"":""603738.SH"",""time"":1777443955387,""openTime"":1777443978177,""duration"":22790,""updatedTime"":1777443978177,""firstVol"":2704500.0,""highestVol"":2704500.0,""firstVolDivLTGB"":0.007008519467637992,""firstVolDivVol"":0.048123233057054314,""highestVolDivLTGB"":0.007008519467637992,""highestVolDivVol"":0.048123233057054314},{""code"":""603738.SH"",""time"":1777444100654,""openTime"":1777444247222,""duration"":146568,""updatedTime"":1777444247222,""firstVol"":5356632.0,""highestVol"":5356632.0,""firstVolDivLTGB"":0.013881330986493856,""firstVolDivVol"":0.09011777353262557,""highestVolDivLTGB"":0.013881330986493856,""highestVolDivVol"":0.09011777353262557},{""code"":""603738.SH"",""time"":1777444336893,""openTime"":1777444675789,""duration"":338896,""updatedTime"":1777444675789,""firstVol"":102600.0,""highestVol"":3064500.0,""firstVolDivLTGB"":2.6588060542786395E-4,""firstVolDivVol"":0.001616356214157872,""highestVolDivLTGB"":0.007941433872648042,""highestVolDivVol"":0.0478176363145527},{""code"":""603738.SH"",""time"":1777444718466,""openTime"":1777444794111,""duration"":75645,""updatedTime"":1777444794111,""firstVol"":3600.0,""highestVol"":15700.0,""firstVolDivLTGB"":9.329144050100488E-6,""firstVolDivVol"":5.4630720684369967E-5,""highestVolDivLTGB"":4.0685433774049355E-5,""highestVolDivVol"":2.3787594418000064E-4},{""code"":""603738.SH"",""time"":1777444885870,""openTime"":null,""duration"":1114130,""updatedTime"":1777446000000,""firstVol"":23300.0,""highestVol"":810000.0,""firstVolDivLTGB"":6.038029343537261E-5,""firstVolDivVol"":3.486777011736028E-4,""highestVolDivLTGB"":0.00209905741127261,""highestVolDivVol"":0.012066843340150504}]", 14:41:25,12359849.26,4,17,603738
002289.SZ,*ST宇顺,36.56,4.997128087306152,1034700,103470000,162360630,0.6372850364032216,34.82,34.82,34.82,34.82,1219/5521,5653397136.6,0.19635301981767378,涨停, 09:30:00,"[{""code"":""002289.SZ"",""time"":1777426200000,""openTime"":null,""duration"":14365462,""updatedTime"":1777446000000,""firstVol"":890200.0,""highestVol"":1319850.0,""firstVolDivLTGB"":0.0032437998775452794,""firstVolDivVol"":7.350949628406275,""highestVolDivLTGB"":0.004809401559624957,""highestVolDivVol"":5.470880829015544}]", 09:30:00,36028254.0,0,33,002289
603489.SH,八方股份,37.15,1.088435374149656,275807,27580700,62921840,0.4383326997430463,34.58,36.75,36.75,34.56,1233/5521,2312377620.0,13.568107671358625,涨停, 09:35:21,"[{""code"":""603489.SH"",""time"":1777426521295,""openTime"":1777426588884,""duration"":67589,""updatedTime"":1777426588884,""firstVol"":1293860.0,""highestVol"":1293860.0,""firstVolDivLTGB"":0.005514752132444206,""firstVolDivVol"":0.4757812537346802,""highestVolDivLTGB"":0.005514752132444206,""highestVolDivVol"":0.4757812537346802},{""code"":""603489.SH"",""time"":1777426682017,""openTime"":1777428688326,""duration"":2006309,""updatedTime"":1777428688326,""firstVol"":5000.0,""highestVol"":2345300.0,""firstVolDivLTGB"":2.1311239749448186E-5,""firstVolDivVol"":0.001136834389149325,""highestVolDivLTGB"":0.009996250116876167,""highestVolDivVol"":0.46206762307355254},{""code"":""603489.SH"",""time"":1777428717395,""openTime"":1777428766008,""duration"":48613,""updatedTime"":1777428766008,""firstVol"":2000.0,""highestVol"":2000.0,""firstVolDivLTGB"":8.524495899779275E-6,""firstVolDivVol"":3.1978592251203356E-4,""highestVolDivLTGB"":8.524495899779275E-6,""highestVolDivVol"":3.1978592251203356E-4},{""code"":""603489.SH"",""time"":1777428836836,""openTime"":1777429944990,""duration"":1108154,""updatedTime"":1777429944990,""firstVol"":2159808.0,""highestVol"":2194708.0,""firstVolDivLTGB"":0.009205637220155239,""firstVolDivVol"":0.3180688910101912,""highestVolDivLTGB"":0.009354389673606387,""highestVolDivVol"":0.32227828048783713},{""code"":""603489.SH"",""time"":1777430004783,""openTime"":1777431407659,""duration"":1402876,""updatedTime"":1777431407659,""firstVol"":21900.0,""highestVol"":324844.0,""firstVolDivLTGB"":9.334323010258306E-5,""firstVolDivVol"":0.002867956906786686,""highestVolDivLTGB"":0.0013845656730339495,""highestVolDivVol"":0.04189614207884539},{""code"":""603489.SH"",""time"":1777431456302,""openTime"":null,""duration"":9109160,""updatedTime"":1777446000000,""firstVol"":12900.0,""highestVol"":565624.0,""firstVolDivLTGB"":5.498299855357632E-5,""firstVolDivVol"":0.0016164445287613098,""highestVolDivLTGB"":0.0024108297344083763,""highestVolDivVol"":0.06926018905661976}]", 10:57:36,10135907.25,5,17,603489
603139.SH,康惠股份,36.3,-1.3050570962479717,1155300,115530000,50530963,2.286320963247821,33.15,36.78,36.78,33.02,1328/5521,1858528819.14,13.451368421377602,涨停, 10:03:55,"[{""code"":""603139.SH"",""time"":1777428235587,""openTime"":1777440051954,""duration"":6381829,""updatedTime"":1777440051954,""firstVol"":6028294.0,""highestVol"":6028294.0,""firstVolDivLTGB"":0.06035536643972767,""firstVolDivVol"":2.252215679110037,""highestVolDivLTGB"":0.06035536643972767,""highestVolDivVol"":2.252215679110037},{""code"":""603139.SH"",""time"":1777442218354,""openTime"":null,""duration"":3781646,""updatedTime"":1777446000000,""firstVol"":3094900.0,""highestVol"":3094900.0,""firstVolDivLTGB"":0.030986183420104126,""firstVolDivVol"":0.49271600523840103,""highestVolDivLTGB"":0.030986183420104126,""highestVolDivVol"":0.49271600523840103}]", 13:56:58,42491934.0,1,17,603139
002903.SZ,宇环数控,37.37,1.9923580786026116,3264950,326495000,91018465,3.5871292709671603,32.67,36.64,36.64,32.67,1345/5521,3334916557.6,16.075505118659166,涨停, 11:13:40,"[{""code"":""002903.SZ"",""time"":1777432420389,""openTime"":1777432496114,""duration"":75725,""updatedTime"":1777432496114,""firstVol"":4930350.0,""highestVol"":4930350.0,""firstVolDivLTGB"":0.04622247224127423,""firstVolDivVol"":0.4419330446361921,""highestVolDivLTGB"":0.04622247224127423,""highestVolDivVol"":0.4419330446361921},{""code"":""002903.SZ"",""time"":1777433248893,""openTime"":null,""duration"":7316569,""updatedTime"":1777446000000,""firstVol"":6629900.0,""highestVol"":6649700.0,""firstVolDivLTGB"":0.06215590550618597,""firstVolDivVol"":0.47601480995593887,""highestVolDivLTGB"":0.06234153227718138,""highestVolDivVol"":0.4768885783116493}]", 11:27:28,119627768.0,1,33,002903
002842.SZ,翔鹭钨业,38.49,10.002857959416975,5161586,516158600,222595587,2.318817758053757,32.91,34.99,34.99,32.32,1362/5521,7788619589.13,25.57549759510731,涨停, 10:47:48,"[{""code"":""002842.SZ"",""time"":1777430868523,""openTime"":null,""duration"":9696939,""updatedTime"":1777446000000,""firstVol"":3.8422268E7,""highestVol"":3.8708968E7,""firstVolDivLTGB"":0.14311975855058326,""firstVolDivVol"":0.7975057187353402,""highestVolDivLTGB"":0.14418769224925124,""highestVolDivVol"":0.790220084916934}]", 10:47:48,180603894.14000002,0,33,002842
002956.SZ,西麦食品,33.15,1.9686250384497097,169100,16910000,99708688,0.16959404781256374,30.5,32.51,32.51,30.5,1468/5521,3241529446.88,8.705027790557228,涨停, 09:37:47,"[{""code"":""002956.SZ"",""time"":1777426667017,""openTime"":1777427304169,""duration"":637152,""updatedTime"":1777427304169,""firstVol"":8160520.0,""highestVol"":8160520.0,""firstVolDivLTGB"":0.03655748932102155,""firstVolDivVol"":2.5310059487255834,""highestVolDivLTGB"":0.03655748932102155,""highestVolDivVol"":2.5310059487255834},{""code"":""002956.SZ"",""time"":1777427323850,""openTime"":1777429619564,""duration"":2295714,""updatedTime"":1777429619564,""firstVol"":6936700.0,""highestVol"":6936700.0,""firstVolDivLTGB"":0.03107502171100986,""firstVolDivVol"":1.5238126620095778,""highestVolDivLTGB"":0.03107502171100986,""highestVolDivVol"":1.5238126620095778},{""code"":""002956.SZ"",""time"":1777429654968,""openTime"":1777429857522,""duration"":202554,""updatedTime"":1777429857522,""firstVol"":43160.0,""highestVol"":43160.0,""firstVolDivLTGB"":1.93348124763531E-4,""firstVolDivVol"":0.006952207599748715,""highestVolDivLTGB"":1.93348124763531E-4,""highestVolDivVol"":0.006952207599748715},{""code"":""002956.SZ"",""time"":1777429885551,""openTime"":1777430194546,""duration"":308995,""updatedTime"":1777430194546,""firstVol"":3900.0,""highestVol"":34260.0,""firstVolDivLTGB"":1.747121609309015E-5,""firstVolDivVol"":6.14535175047981E-4,""highestVolDivLTGB"":1.5347791367929963E-4,""highestVolDivVol"":0.0053127151603118775},{""code"":""002956.SZ"",""time"":1777431982116,""openTime"":1777432262018,""duration"":279902,""updatedTime"":1777432262018,""firstVol"":11200.0,""highestVol"":12000.0,""firstVolDivLTGB"":5.017374878015633E-5,""firstVolDivVol"":0.0014526400435792013,""highestVolDivLTGB"":5.3757587978738926E-5,""highestVolDivVol"":0.001551791025475236},{""code"":""002956.SZ"",""time"":1777432698789,""openTime"":1777432984316,""duration"":285527,""updatedTime"":1777432984316,""firstVol"":2871.0,""highestVol"":4931.0,""firstVolDivLTGB"":1.2861502923913289E-5,""firstVolDivVol"":3.6197855891683306E-4,""highestVolDivLTGB"":2.208988886026347E-5,""highestVolDivVol"":6.209898081354324E-4},{""code"":""002956.SZ"",""time"":1777438960737,""openTime"":1777439087978,""duration"":127241,""updatedTime"":1777439087978,""firstVol"":5940.0,""highestVol"":20740.0,""firstVolDivLTGB"":2.6610006049475768E-5,""firstVolDivVol"":7.141114800152777E-4,""highestVolDivLTGB"":9.291103122325378E-5,""highestVolDivVol"":0.0024899367059049798},{""code"":""002956.SZ"",""time"":1777439252162,""openTime"":1777439364922,""duration"":112760,""updatedTime"":1777439364922,""firstVol"":10160.0,""highestVol"":13060.0,""firstVolDivLTGB"":4.551475782199896E-5,""firstVolDivVol"":0.0012042467714985607,""highestVolDivLTGB"":5.850617491686087E-5,""highestVolDivVol"":0.001546823569374741},{""code"":""002956.SZ"",""time"":1777439402325,""openTime"":null,""duration"":6597675,""updatedTime"":1777446000000,""firstVol"":4060.0,""highestVol"":292740.0,""firstVolDivLTGB"":1.818798393280667E-5,""firstVolDivVol"":4.79389272236312E-4,""highestVolDivLTGB"":0.001311416358741336,""highestVolDivVol"":0.034271348677197826}]", 13:10:02,5497441.0,8,33,002956
002378.SZ,章源钨业,33.86,2.855407047387599,1915055,191505500,513437260,0.3729871493938714,29.9,32.92,32.92,29.9,1498/5521,16902354599.2,21.72394967984988,涨停, 13:28:20,"[{""code"":""002378.SZ"",""time"":1777440500441,""openTime"":1777441541331,""duration"":1040890,""updatedTime"":1777441541331,""firstVol"":1.5061886E7,""highestVol"":1.5061886E7,""firstVolDivLTGB"":0.012602808711054014,""firstVolDivVol"":0.1655659376118818,""highestVolDivLTGB"":0.012602808711054014,""highestVolDivVol"":0.1655659376118818},{""code"":""002378.SZ"",""time"":1777443639933,""openTime"":null,""duration"":2360067,""updatedTime"":1777446000000,""firstVol"":9987340.0,""highestVol"":1.011044E7,""firstVolDivLTGB"":0.00835675794865651,""firstVolDivVol"":0.09122944060809811,""highestVolDivLTGB"":0.008459760039651671,""highestVolDivVol"":0.09225605951988769}]", 14:20:39,63043610.6,1,33,002378
603906.SH,龙蟠科技,33.17,0.5456198848135789,1825798,182579800,326896851,0.5585241933089162,29.45,32.99,32.99,29.43,1525/5521,10784327114.49,19.118044058491098,涨停, 11:13:40,"[{""code"":""603906.SH"",""time"":1777432420389,""openTime"":1777432436477,""duration"":16088,""updatedTime"":1777432436477,""firstVol"":1.06957E7,""highestVol"":1.06957E7,""firstVolDivLTGB"":0.01892779918559444,""firstVolDivVol"":0.19639846959140886,""highestVolDivLTGB"":0.01892779918559444,""highestVolDivVol"":0.19639846959140886},{""code"":""603906.SH"",""time"":1777432474403,""openTime"":null,""duration"":8091059,""updatedTime"":1777446000000,""firstVol"":1.170378E7,""highestVol"":1.320618E7,""firstVolDivLTGB"":0.020711762442138102,""firstVolDivVol"":0.2062220097783914,""highestVolDivLTGB"":0.023370506189292293,""highestVolDivVol"":0.2312892992485109}]", 11:14:34,60233076.02,1,17,603906
002655.SZ,共达电声,31.52,2.671009771986972,114400,11440000,314787985,0.03634192073754022,28.58,30.7,30.7,27.04,1683/5521,9663991139.5,29.010732414072283,涨停, 13:15:40,"[{""code"":""002655.SZ"",""time"":1777439740674,""openTime"":1777441481761,""duration"":1741087,""updatedTime"":1777441481761,""firstVol"":1.89663E7,""highestVol"":1.89663E7,""firstVolDivLTGB"":0.05223639915513106,""firstVolDivVol"":0.2773487887349565,""highestVolDivLTGB"":0.05223639915513106,""highestVolDivVol"":0.2773487887349565},{""code"":""002655.SZ"",""time"":1777441568871,""openTime"":1777441697351,""duration"":128480,""updatedTime"":1777441697351,""firstVol"":4783600.0,""highestVol"":4783600.0,""firstVolDivLTGB"":0.013174843749096289,""firstVolDivVol"":0.06473286326813271,""highestVolDivLTGB"":0.013174843749096289,""highestVolDivVol"":0.06473286326813271},{""code"":""002655.SZ"",""time"":1777442755241,""openTime"":1777442961763,""duration"":206522,""updatedTime"":1777442961763,""firstVol"":205000.0,""highestVol"":617100.0,""firstVolDivLTGB"":5.646046844562128E-4,""firstVolDivVol"":0.0025341272774696308,""highestVolDivLTGB"":0.0016995978086728238,""highestVolDivVol"":0.007614401101626528},{""code"":""002655.SZ"",""time"":1777443063865,""openTime"":1777443082569,""duration"":18704,""updatedTime"":1777443082569,""firstVol"":500.0,""highestVol"":500.0,""firstVolDivLTGB"":1.3770845962346651E-6,""firstVolDivVol"":6.105445935665695E-6,""highestVolDivLTGB"":1.3770845962346651E-6,""highestVolDivVol"":6.105445935665695E-6},{""code"":""002655.SZ"",""time"":1777443107272,""openTime"":1777443222485,""duration"":115213,""updatedTime"":1777443222485,""firstVol"":4100.0,""highestVol"":12500.0,""firstVolDivLTGB"":1.1292093689124255E-5,""firstVolDivVol"":5.001421135517775E-5,""highestVolDivLTGB"":3.442711490586663E-5,""highestVolDivVol"":1.5243177458633064E-4},{""code"":""002655.SZ"",""time"":1777443639933,""openTime"":1777443929239,""duration"":289306,""updatedTime"":1777443929239,""firstVol"":900.0,""highestVol"":30200.0,""firstVolDivLTGB"":2.4787522732223973E-6,""firstVolDivVol"":1.0847503386831613E-5,""highestVolDivLTGB"":8.317590961257377E-5,""highestVolDivVol"":3.6372833588264343E-4},{""code"":""002655.SZ"",""time"":1777444049725,""openTime"":1777444247222,""duration"":197497,""updatedTime"":1777444247222,""firstVol"":64600.0,""highestVol"":64600.0,""firstVolDivLTGB"":1.7791932983351872E-4,""firstVolDivVol"":7.73834337161777E-4,""highestVolDivLTGB"":1.7791932983351872E-4,""highestVolDivVol"":7.73834337161777E-4},{""code"":""002655.SZ"",""time"":1777445254192,""openTime"":null,""duration"":745808,""updatedTime"":1777446000000,""firstVol"":122600.0,""highestVol"":167900.0,""firstVolDivLTGB"":3.376611429967399E-4,""firstVolDivVol"":0.001362932461471589,""highestVolDivLTGB"":4.6242500741560056E-4,""highestVolDivVol"":0.0018435213783698616}]", 14:47:34,3512080.0,7,33,002655
001336.SZ,楚环科技,28.92,-0.5159958720330189,1599498,159949800,32134435,4.9775202209094385,27.2,29.07,29.07,26.95,1694/5521,934148025.45,13.748830499120336,涨停, 13:39:22,"[{""code"":""001336.SZ"",""time"":1777441162973,""openTime"":null,""duration"":4837027,""updatedTime"":1777446000000,""firstVol"":6104200.0,""highestVol"":6104200.0,""firstVolDivLTGB"":0.12375905404468399,""firstVolDivVol"":1.4983283042959916,""highestVolDivLTGB"":0.12375905404468399,""highestVolDivVol"":1.4983283042959916}]", 13:39:22,46497406.86,0,33,001336
002497.SZ,雅化集团,30.67,1.2879788639365937,902800,90280000,988307780,0.0913480616331888,27.3,30.28,30.28,26.95,1694/5521,29925959578.4,8.249309036098046,涨停, 13:38:45,"[{""code"":""002497.SZ"",""time"":1777441125739,""openTime"":null,""duration"":4874261,""updatedTime"":1777446000000,""firstVol"":2.0102852E7,""highestVol"":2.0102852E7,""firstVolDivLTGB"":0.018972335761021517,""firstVolDivVol"":0.26636114828191687,""highestVolDivLTGB"":0.018972335761021517,""highestVolDivVol"":0.26636114828191687}]", 13:38:45,27336784.0,0,33,002497
603272.SH,*ST联翔,26.8,5.015673981191227,1748647,174864700,45163500,3.871814629069935,25.52,25.52,25.52,25.52,1809/5521,1152572520.0,11.801904192544864,涨停, 09:30:00,"[{""code"":""603272.SH"",""time"":1777426200000,""openTime"":null,""duration"":14365462,""updatedTime"":1777446000000,""firstVol"":4022100.0,""highestVol"":4056800.0,""firstVolDivLTGB"":0.03881324365271599,""firstVolDivVol"":2.6801492636769506,""highestVolDivLTGB"":0.03914809846854584,""highestVolDivVol"":2.3391570085913624}]", 09:30:00,44625471.44,0,22,603272
