股票代码,股票简称,p_close,p_open,涨跌幅:前复权[20260430],p_high,区间最低价:前复权[20000104-20001229],区间最低价:前复权日[20000104-20001229],区间最低价:前复权排名[20000104-20001229],p_low,区间最高价:前复权[20000104-20001229],区间最高价:前复权日[20000104-20001229],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],成交量[20260430],market_code,code,date
000703.SZ,恒逸石化,17.65,17.1,2.6759744,18.17,-0.25964335,20000124,723/870,16.91,1.03506661,20001201,17.1,18.17,16.91,17.65,7.329842,7.3735882E7,33,000703,20260430
000987.SZ,越秀资本,9.0,9.23,-3.22580645,9.25,-0.27364262,20001201,724/870,8.9,0.33226877,20001227,9.23,9.25,8.9,9.0,3.76344,7.2658668E7,33,000987,20260430
600872.SH,中炬高新,20.78,21.15,-2.62417994,21.49,-0.33095671,20000104,725/870,20.75,1.07164069,20001204,21.15,21.49,20.75,20.78,3.467666,2.5527206E7,17,600872,20260430
600252.SH,中恒集团,2.46,2.48,-1.6,2.5,-0.33439581,20001211,726/870,2.45,-0.28286133,20001205,2.48,2.5,2.45,2.46,2,3.6266301E7,17,600252,20260430
600160.SH,巨化股份,36.63,36.68,-0.5160239,37.35,-0.35136868,20000104,727/870,36.48,-0.02815867,20000128,36.68,37.35,36.48,36.63,2.362846,3.2343517E7,17,600160,20260430
600885.SH,宏发股份,31.14,30.82,7.37931034,31.8,-0.35920613,20000104,728/870,30.59,1.12806832,20001206,30.82,31.8,30.59,31.14,4.172413,6.8023221E7,17,600885,20260430
000825.SZ,太钢不锈,4.25,4.3,-1.1627907,4.32,-0.38570456,20000104,729/870,4.23,0.04115523,20000126,4.3,4.32,4.23,4.25,2.093023,3.168029E7,33,000825,20260430
600820.SH,隧道股份,5.94,6.02,-1.49253731,6.03,-0.40351589,20000117,730/870,5.93,0.31499762,20001221,6.02,6.03,5.93,5.94,1.658374,2.1856212E7,17,600820,20260430
000709.SZ,河钢股份,2.33,2.37,-4.11522634,2.39,-0.41117378,20000104,731/870,2.31,0.52322448,20001211,2.37,2.39,2.31,2.33,3.292181,2.83135763E8,33,000709,20260430
600710.SH,苏美达,12.22,12.52,-2.47406225,12.53,-0.47874204,20000104,732/870,12.22,2.98133955,20001211,12.52,12.53,12.22,12.22,2.474062,1.1849663E7,17,600710,20260430
000876.SZ,新希望,8.73,8.65,0.1146789,8.79,-0.47891584,20000104,733/870,8.62,0.12477625,20001215,8.65,8.79,8.62,8.73,1.949541,2.9839926E7,33,000876,20260430
600269.SH,赣粤高速,4.43,4.46,-0.67264574,4.47,-0.52141263,20001214,734/870,4.4,-0.42660547,20001205,4.46,4.47,4.4,4.43,1.569506,1.373347E7,17,600269,20260430
000027.SZ,深圳能源,6.84,6.93,-1.72413793,6.95,-0.54232909,20000104,735/870,6.82,0.67048431,20001201,6.93,6.95,6.82,6.84,1.867816,3.6556718E7,33,000027,20260430
000425.SZ,徐工机械,9.95,10.3,-3.39805825,10.5,-0.54461156,20000104,736/870,9.86,0.66417939,20001214,10.3,10.5,9.86,9.95,6.213592,1.57272674E8,33,000425,20260430
000650.SZ,仁和药业,5.69,5.7,-0.1754386,5.74,-0.54619593,20000104,737/870,5.68,1.14507874,20001229,5.7,5.74,5.68,5.69,1.052631,1.0875758E7,33,000650,20260430
600079.SH,ST人福,18.88,19.1,-1.71785528,19.11,-0.54765641,20000104,738/870,18.84,1.15395957,20001222,19.1,19.11,18.84,18.88,1.405517,1.30239E7,22,600079,20260430
000006.SZ,深振业A,9.7,9.67,1.99789695,9.71,-0.55804064,20000124,739/870,9.39,0.21995629,20001225,9.67,9.71,9.39,9.7,3.364879,2.8485782E7,33,000006,20260430
000783.SZ,长江证券,7.99,7.85,10.05509642,7.99,-0.55931319,20000128,740/870,7.8,0.28203297,20001204,7.85,7.99,7.8,7.99,2.617079,2.96142649E8,33,000783,20260430
000060.SZ,中金岭南,6.75,6.68,1.5037594,6.88,-0.5771904,20000104,741/870,6.67,-0.09923774,20001204,6.68,6.88,6.67,6.75,3.157894,1.53457104E8,33,000060,20260430
000036.SZ,华联控股,5.59,5.45,2.75735294,5.75,-0.5861806,20000104,742/870,5.44,0.86666221,20001206,5.45,5.75,5.44,5.59,5.698529,7.1413416E7,33,000036,20260430
600009.SH,上海机场,27.24,27.4,-0.54764513,27.44,-0.60244084,20000121,743/870,27.16,0.43181902,20000111,27.4,27.44,27.16,27.24,1.02227,8764668,17,600009,20260430
600210.SH,紫江企业,6.98,7.08,-2.24089636,7.09,-0.66512976,20000104,744/870,6.94,0.81860286,20001219,7.08,7.09,6.94,6.98,2.10084,4.450343E7,17,600210,20260430
600170.SH,上海建工,2.7,2.69,1.12359551,2.72,-0.71607763,20000118,745/870,2.67,-0.35844894,20001229,2.69,2.72,2.67,2.7,1.872659,1.71053632E8,17,600170,20260430
600111.SH,北方稀土,53.04,51.88,4.10206084,53.35,-0.7175382,20000104,746/870,51.36,0.19122896,20001225,51.88,53.35,51.36,53.04,3.905789,2.71321021E8,17,600111,20260430
000900.SZ,现代投资,4.22,4.19,0.47619048,4.23,-0.73146046,20000104,747/870,4.16,0.35127354,20001225,4.19,4.23,4.16,4.22,1.666666,1.6121567E7,33,000900,20260430
000656.SZ,*ST金科,1.4,1.4,0,1.41,-0.73333333,20000128,748/870,1.39,0.6625,20001205,1.4,1.41,1.39,1.4,1.428571,6.6908087E7,33,000656,20260430
600201.SH,生物股份,14.59,14.08,3.9914469,14.75,-0.74312775,20000117,749/870,14.04,-0.21109212,20001221,14.08,14.75,14.04,14.59,5.060584,2.9540169E7,17,600201,20260430
600664.SH,哈药股份,3.58,3.66,-2.7173913,3.67,-0.74532552,20000104,750/870,3.58,0.50540877,20001205,3.66,3.67,3.58,3.58,2.445652,1.00205316E8,17,600664,20260430
000417.SZ,合百集团,6.69,6.54,2.13740458,6.81,-0.74735127,20000104,751/870,6.51,0.23402662,20001220,6.54,6.81,6.51,6.69,4.580152,1.7622991E7,33,000417,20260430
600282.SH,南钢股份,5.39,5.41,-0.55350554,5.45,-0.75224198,20001218,752/870,5.35,-0.51458765,20001205,5.41,5.45,5.35,5.39,1.845018,2.78792E7,17,600282,20260430
600261.SH,阳光照明,3.56,3.81,-9.64467005,3.82,-0.75607797,20001207,753/870,3.55,-0.5402955,20001226,3.81,3.82,3.55,3.56,6.852791,7.8952096E7,17,600261,20260430
600717.SH,天津港,4.74,4.75,0.42372881,4.78,-0.76606506,20000128,754/870,4.69,-0.01683274,20001229,4.75,4.78,4.69,4.74,1.906779,4.2260847E7,17,600717,20260430
600089.SH,特变电工,26.82,27.22,-1.57798165,27.22,-0.77763861,20000117,755/870,26.75,-0.63202909,20001201,27.22,27.22,26.75,26.82,1.72477,1.1926119E8,17,600089,20260430
600150.SH,中国船舶,41.76,43,1.45772595,43.42,-0.79019347,20000124,756/870,41.5,0.84879254,20001219,43,43.42,41.5,41.76,4.664723,2.53377515E8,17,600150,20260430
600704.SH,物产中大,5.12,5.11,0,5.15,-0.79403588,20000104,757/870,5.07,-0.46561697,20000107,5.11,5.15,5.07,5.12,1.5625,4.7708384E7,17,600704,20260430
600875.SH,东方电气,39.01,40.65,-2.37737738,40.79,-0.80280315,20000128,758/870,38.18,0.87829921,20001204,40.65,40.79,38.18,39.01,6.531531,9.1147475E7,17,600875,20260430
600779.SH,水井坊,32.51,32.99,0.74372482,33.4,-0.85743182,20001218,759/870,32.5,1.22590152,20000125,32.99,33.4,32.5,32.51,2.788968,3633402,17,600779,20260430
600863.SH,华能蒙电,4.64,4.68,-1.06609808,4.7,-0.85797088,20000124,760/870,4.61,-0.35401393,20001204,4.68,4.7,4.61,4.64,1.918976,4.2589038E7,17,600863,20260430
000778.SZ,新兴铸管,4.6,4.65,-2.12765957,4.68,-0.87151107,20000104,761/870,4.57,0.07822531,20001229,4.65,4.68,4.57,4.6,2.340425,7.424272E7,33,000778,20260430
600298.SH,安琪酵母,37.6,38.43,-2.15977101,38.62,-0.89648758,20001204,762/870,37.53,-0.49951788,20001221,38.43,38.62,37.53,37.6,2.836325,9522167,17,600298,20260430
600642.SH,申能股份,9.06,9.06,-0.43956044,9.09,-0.90892256,20000124,763/870,8.86,2.27289562,20001201,9.06,9.09,8.86,9.06,2.527472,3.22998E7,17,600642,20260430
600056.SH,中国医药,10.36,10.38,-0.38461538,10.41,-0.94102293,20000104,764/870,10.32,0.29667942,20001229,10.38,10.41,10.32,10.36,0.865384,1.1806149E7,17,600056,20260430
600018.SH,上港集团,5.0,4.95,1.4198783,5.02,-0.95800372,20001211,765/870,4.95,-0.70026237,20001226,4.95,5.02,4.95,5.0,1.419878,8.3400864E7,17,600018,20260430
600141.SH,兴发集团,32.64,33.55,-2.74135876,33.69,-0.96454643,20000105,766/870,32.45,1.27198962,20001208,33.55,33.69,32.45,32.64,3.694874,2.9080377E7,17,600141,20260430
600064.SH,南京高科,8.03,8.09,-0.74165637,8.13,-0.96631494,20000104,767/870,8,-0.44623316,20000125,8.09,8.13,8,8.03,1.606922,1.7928273E7,17,600064,20260430
600795.SH,国电电力,4.74,4.85,-2.4691358,4.85,-0.97639034,20000104,768/870,4.72,-0.2510817,20001201,4.85,4.85,4.72,4.74,2.674897,2.46784113E8,17,600795,20260430
600276.SH,恒瑞医药,53.88,55.04,-2.01854883,55.04,-0.98064045,20001228,769/870,53.81,-0.94410331,20001229,55.04,55.04,53.81,53.88,2.23677,7.1248482E7,17,600276,20260430
000429.SZ,粤高速A,12.58,12.6,-0.55335968,12.63,-0.98406635,20000104,770/870,12.34,2.13278626,20001215,12.6,12.63,12.34,12.58,2.29249,7577225,33,000429,20260430
000739.SZ,普洛药业,18.27,18.46,-1.08283703,18.51,-1.05895653,20000104,771/870,17.93,0.29078706,20001225,18.46,18.51,17.93,18.27,3.140227,1.1073193E7,33,000739,20260430
000063.SZ,中兴通讯,36.7,36.21,0.76880835,36.83,-1.08308166,20000117,772/870,35.7,0.91286121,20001201,36.21,36.83,35.7,36.7,3.10269,9.8381385E7,33,000063,20260430
000975.SZ,山金国际,26.05,26.95,-4.26313855,27.09,-1.08455166,20001212,773/870,25.61,-0.98314002,20001204,26.95,27.09,25.61,26.05,5.439176,5.5083267E7,33,000975,20260430
600720.SH,中交设计,6.66,6.76,-2.05882353,6.77,-1.1138212,20000104,774/870,6.64,0.926971,20001204,6.76,6.77,6.64,6.66,1.911764,9668573,17,600720,20260430
000807.SZ,云铝股份,31.8,32.82,-3.98550725,32.95,-1.11559451,20000104,775/870,31.63,0.02668109,20001205,32.82,32.95,31.63,31.8,3.985507,6.7636292E7,33,000807,20260430
000877.SZ,天山股份,4.64,4.67,-1.06609808,4.69,-1.16273187,20000117,776/870,4.61,2.10995224,20001206,4.67,4.69,4.61,4.64,1.705756,1.0794429E7,33,000877,20260430
000672.SZ,上峰水泥,14.0,13.4,6.14101592,14.15,-1.2158112,20000104,777/870,13.03,1.91638894,20001201,13.4,14.15,13.03,14.0,8.491281,2.9302087E7,33,000672,20260430
600256.SH,广汇能源,6.75,6.71,1.65662651,6.83,-1.25252744,20001201,778/870,6.69,-1.00945697,20001221,6.71,6.83,6.69,6.75,2.108433,1.90885837E8,17,600256,20260430
600703.SH,三安光电,13.67,13.97,-1.93687231,14.05,-1.25703914,20000128,779/870,13.58,-0.77250631,20001201,13.97,14.05,13.58,13.67,3.371592,1.63049652E8,17,600703,20260430
600285.SH,羚锐制药,22.36,22.42,-0.88652482,22.93,-1.27965812,20001211,780/870,22.36,-1.0574359,20001226,22.42,22.93,22.36,22.36,2.526595,8531239,17,600285,20260430
000685.SZ,中山公用,11.73,12.11,-0.84530854,12.23,-1.27976009,20000118,781/870,11.65,-0.06215365,20001205,12.11,12.23,11.65,11.73,4.902789,2.755753E7,33,000685,20260430
600060.SH,海信视像,25.6,25.05,2.15482841,25.86,-1.36741111,20000104,782/870,24.8,-0.38518889,20001201,25.05,25.86,24.8,25.6,4.229848,1.8175331E7,17,600060,20260430
600655.SH,豫园股份,4.93,4.93,-0.4040404,4.98,-1.48440141,20000104,783/870,4.87,0.17215881,20001225,4.93,4.98,4.87,4.93,2.222222,1.3413196E7,17,600655,20260430
600897.SH,厦门空港,16.12,16.06,0.24875622,16.15,-1.52855322,20000128,784/870,15.95,1.10196074,20001227,16.06,16.15,15.95,16.12,1.243781,2161761,17,600897,20260430
600755.SH,厦门国贸,6.19,6.15,1.64203612,6.21,-1.5291991,20000104,785/870,6.11,-1.12182759,20001204,6.15,6.21,6.11,6.19,1.642036,2.1793391E7,17,600755,20260430
000028.SZ,国药一致,24.54,24.68,-1.0483871,24.69,-1.55458646,20000104,786/870,24.41,9.5052426,20001222,24.68,24.69,24.41,24.54,1.129032,5941486,33,000028,20260430
000690.SZ,宝新能源,5.28,5.38,-1.12359551,5.38,-1.58047206,20000114,787/870,5.22,-0.73335731,20001207,5.38,5.38,5.22,5.28,2.996254,1.04718699E8,33,000690,20260430
600197.SH,伊力特,12.26,12.25,0,12.34,-1.58953846,20000124,788/870,12.15,0.77315385,20001225,12.25,12.34,12.15,12.26,1.549755,3694663,17,600197,20260430
600754.SH,锦江酒店,25.56,26.66,-3.51075878,27.42,-1.59710687,20000124,789/870,25.15,3.87617557,20001208,26.66,27.42,25.15,25.56,8.569271,2.1592795E7,17,600754,20260430
000069.SZ,华侨城A,2.26,2.25,0.44444444,2.28,-1.62864246,20000104,790/870,2.21,-1.19717741,20001227,2.25,2.28,2.21,2.26,3.111111,6.8197872E7,33,000069,20260430
600742.SH,富维股份,9.42,9.41,0.10626993,9.45,-1.69035798,20000105,791/870,9.36,-0.17682522,20001201,9.41,9.45,9.36,9.42,0.956429,7954317,17,600742,20260430
600062.SH,华润双鹤,17.85,17.91,-0.61247216,17.94,-1.70496964,20000104,792/870,17.81,0.87521508,20001205,17.91,17.94,17.81,17.85,0.72383,5396580,17,600062,20260430
000559.SZ,万向钱潮,16.09,15.73,1.57828283,16.43,-1.76408774,20000104,793/870,15.72,-1.17921549,20001226,15.73,16.43,15.72,16.09,4.482323,6.1952657E7,33,000559,20260430
600398.SH,海澜之家,6.61,6.55,2.32198142,6.67,-1.77600067,20001229,794/870,6.55,-1.49603029,20001228,6.55,6.67,6.55,6.61,1.857585,4.6823815E7,17,600398,20260430
600867.SH,通化东宝,9.23,9.5,-3.45188285,9.53,-1.78950907,20000104,795/870,9.19,-1.07793662,20001206,9.5,9.53,9.19,9.23,3.556485,5.8599382E7,17,600867,20260430
000776.SZ,广发证券,21.23,21.25,-0.23496241,21.73,-1.85166667,20000104,796/870,21.13,-0.625,20001205,21.25,21.73,21.13,21.23,2.819548,6.9175153E7,33,000776,20260430
000541.SZ,佛山照明,5.66,5.67,0,5.69,-1.85985794,20000105,797/870,5.63,-0.7583953,20001201,5.67,5.69,5.63,5.66,1.06007,3998765,33,000541,20260430
000012.SZ,南玻A,4.03,4.06,-0.73891626,4.08,-1.92285552,20000128,798/870,4.02,2.3325695,20001201,4.06,4.08,4.02,4.03,1.477832,2.0782179E7,33,000012,20260430
000528.SZ,柳工,9.66,9.88,-2.62096774,9.94,-1.93431081,20000124,799/870,9.59,-1.02397853,20001205,9.88,9.94,9.59,9.66,3.528225,5.2972485E7,33,000528,20260430
000623.SZ,吉林敖东,18.87,18.93,1.07123728,19.2,-1.95187377,20000104,800/870,18.79,-1.22209073,20001227,18.93,19.2,18.79,18.87,2.196036,2.343332E7,33,000623,20260430
600873.SH,梅花生物,9.92,9.98,-0.99800399,10.06,-2.06856434,20000117,801/870,9.9,0.77303221,20001207,9.98,10.06,9.9,9.92,1.596806,3.1925634E7,17,600873,20260430
600835.SH,上海机电,24.15,23.71,1.30033557,24.39,-2.11185325,20000104,802/870,23.66,3.67079966,20001205,23.71,24.39,23.66,24.15,3.06208,8609213,17,600835,20260430
000625.SZ,长安汽车,9.53,9.68,-1.65118679,9.68,-2.1384169,20000125,803/870,9.52,-1.63657178,20001201,9.68,9.68,9.52,9.53,1.651186,8.0847609E7,33,000625,20260430
000039.SZ,中集集团,12.39,12.52,-0.32180209,12.6,-2.14607379,20000104,804/870,12.05,-1.16140067,20001229,12.52,12.6,12.05,12.39,4.424778,7.4519023E7,33,000039,20260430
000726.SZ,鲁泰A,6.55,6.65,-1.35542169,6.65,-2.16359849,20001228,805/870,6.53,-1.87557475,20001225,6.65,6.65,6.53,6.55,1.807228,9901800,33,000726,20260430
000789.SZ,万年青,4.96,4.97,-0.6012024,5,-2.18698225,20000124,806/870,4.94,0.65325444,20001220,4.97,5,4.94,4.96,1.202404,3735660,33,000789,20260430
000848.SZ,承德露露,8.9,8.92,-0.22421525,8.95,-2.27272814,20000117,807/870,8.82,-1.8948685,20001204,8.92,8.95,8.82,8.9,1.457399,2.8258737E7,33,000848,20260430
600886.SH,国投电力,13.63,13.8,0.14695077,13.99,-2.2870842,20000128,808/870,13.6,-1.79868371,20001204,13.8,13.99,13.6,13.63,2.86554,5.9665509E7,17,600886,20260430
600894.SH,广日股份,9.48,9.52,-0.52465897,9.58,-2.32666667,20000128,809/870,9.31,1.30666667,20001205,9.52,9.58,9.31,9.48,2.833158,1.1877069E7,17,600894,20260430
600007.SH,中国国贸,21.0,21.57,-2.77777778,21.59,-2.3356,20000104,810/870,20.71,1.1404,20001205,21.57,21.59,20.71,21.0,4.074074,3390223,17,600007,20260430
600019.SH,宝钢股份,6.31,6.48,-2.62345679,6.5,-2.41291016,20001212,811/870,6.29,-0.38012328,20001212,6.48,6.5,6.29,6.31,3.24074,1.61588881E8,17,600019,20260430
600216.SH,浙江医药,14.54,14.68,-1.08843537,14.71,-2.41994098,20000104,812/870,14.45,0.62292258,20001207,14.68,14.71,14.45,14.54,1.768707,1.576274E7,17,600216,20260430
001696.SZ,宗申动力,17.36,17.32,0.05763689,17.44,-2.42556378,20000125,813/870,17.28,-1.68591881,20001207,17.32,17.44,17.28,17.36,0.92219,1.4371553E7,33,001696,20260430
600176.SH,中国巨石,34.5,35.65,-3.36134454,35.67,-2.45036787,20000104,814/870,32.7,-1.87601927,20001229,35.65,35.67,32.7,34.5,8.319327,1.86769445E8,17,600176,20260430
000792.SZ,盐湖股份,39.29,39.83,-0.53164557,41.6,-2.47480952,20000104,815/870,38.84,-0.8212381,20001226,39.83,41.6,38.84,39.29,6.987341,2.41033995E8,33,000792,20260430
600196.SH,复星医药,24.89,25.27,-1.54272152,25.27,-2.4848359,20000104,816/870,24.89,-1.00949073,20001229,25.27,25.27,24.89,24.89,1.503164,2.7640568E7,17,600196,20260430
600016.SH,民生银行,3.7,3.72,-1.06951872,3.73,-2.51767274,20001225,817/870,3.7,-2.29229039,20001219,3.72,3.73,3.7,3.7,0.802139,2.0663227E8,17,600016,20260430
000951.SZ,中国重汽,21.85,23.35,-3.74449339,23.65,-2.71574863,20000104,818/870,21.7,-1.44943681,20001204,23.35,23.65,21.7,21.85,8.590308,3.1628672E7,33,000951,20260430
600845.SH,宝信软件,22.68,22.88,-0.70052539,23.03,-2.72021687,20000128,819/870,22.51,-1.28584693,20001219,22.88,23.03,22.51,22.68,2.276707,1.4817037E7,17,600845,20260430
600829.SH,人民同泰,9.72,9.63,0.41322314,9.75,-2.73896581,20000124,820/870,9.63,-0.56916524,20001222,9.63,9.75,9.63,9.72,1.239669,4960180,17,600829,20260430
600085.SH,同仁堂,27.77,27.5,1.38736765,28.16,-2.80685629,20000104,821/870,27.48,-2.18807561,20000124,27.5,28.16,27.48,27.77,2.482657,9088782,17,600085,20260430
000402.SZ,金融街,3.17,3.11,10.06944444,3.17,-2.88723937,20000113,822/870,3.02,-2.30963074,20001201,3.11,3.17,3.02,3.17,5.208333,1.2253602E8,33,000402,20260430
600123.SH,兰花科创,7.08,6.99,2.60869565,7.13,-3.06755424,20000104,823/870,6.98,-1.76437025,20000128,6.99,7.13,6.98,7.08,2.173913,5.8679636E7,17,600123,20260430
600000.SH,浦发银行,9.27,9.36,-1.17270789,9.37,-3.09733457,20001225,824/870,9.25,-2.25786733,20000110,9.36,9.37,9.25,9.27,1.279317,7.8438804E7,17,600000,20260430
000933.SZ,神火股份,32.13,32.7,-2.78366112,32.8,-3.10439951,20000124,825/870,31.74,-2.57872327,20001225,32.7,32.8,31.74,32.13,3.207261,4.6507413E7,33,000933,20260430
600674.SH,川投能源,15.31,15.3,-0.32552083,15.49,-3.11812763,20000119,826/870,15.27,-1.68598546,20001228,15.3,15.49,15.27,15.31,1.432291,2.4433613E7,17,600674,20260430
000983.SZ,山西焦煤,7.02,7,0.28571429,7.06,-3.25098028,20001207,827/870,6.94,-3.14311538,20001226,7,7.06,6.94,7.02,1.714285,1.01221439E8,33,000983,20260430
000708.SZ,中信特钢,15.25,15.48,-1.48578811,15.51,-3.25718472,20000128,828/870,15.22,-1.86894942,20001204,15.48,15.51,15.22,15.25,1.873385,1.2100151E7,33,000708,20260430
000915.SZ,华特达因,28.96,28.65,1.11731844,28.99,-3.28818392,20000104,829/870,28.54,-0.00813492,20001208,28.65,28.99,28.54,28.96,1.571229,3548701,33,000915,20260430
000830.SZ,鲁西化工,17.06,17.25,0.41200706,17.35,-3.28837207,20000117,830/870,16.73,-2.70838828,20001204,17.25,17.35,16.73,17.06,3.649205,3.9854319E7,33,000830,20260430
000157.SZ,中联重科,7.95,8.06,-1.972873,8.18,-3.32714389,20001218,831/870,7.93,-3.28785498,20001229,8.06,8.18,7.93,7.95,3.082614,1.2146555E8,33,000157,20260430
600096.SH,云天化,36.18,36.44,-1.36314068,36.86,-3.33489011,20000117,832/870,35.93,0.14725275,20001201,36.44,36.86,35.93,36.18,2.535441,5.3132289E7,17,600096,20260430
000963.SZ,华东医药,33.35,33.52,-0.56648778,33.59,-3.56879698,20000127,833/870,33.2,-2.93748385,20000127,33.52,33.59,33.2,33.35,1.16279,1.3215462E7,33,000963,20260430
600153.SH,建发股份,9.51,9.41,0.95541401,9.64,-3.67775121,20000104,834/870,9.38,-2.96911702,20001229,9.41,9.64,9.38,9.51,2.760084,2.5773667E7,17,600153,20260430
600761.SH,安徽合力,18.03,18.12,-1.25958379,18.42,-3.71884734,20000125,835/870,17.98,-2.39790177,20001229,18.12,18.42,17.98,18.03,2.409638,1.1877577E7,17,600761,20260430
000937.SZ,冀中能源,5.62,5.68,-1.23022847,5.69,-3.755,20000104,836/870,5.57,-2.34538462,20001220,5.68,5.69,5.57,5.62,2.108963,2.7750679E7,33,000937,20260430
000661.SZ,长春高新,84.93,85.32,-0.62017318,85.4,-3.78976589,20000117,837/870,84.9,-1.29143813,20001225,85.32,85.4,84.9,84.93,0.585069,3387556,33,000661,20260430
600859.SH,王府井,12.37,12.41,-0.56270096,12.44,-3.97909091,20000104,838/870,12.27,-1.09307692,20001201,12.41,12.44,12.27,12.37,1.366559,1.4043243E7,17,600859,20260430
000408.SZ,藏格矿业,89.26,90.79,-1.92286562,92.4,-4.02450888,20000104,839/870,88.66,-1.01596187,20001225,90.79,92.4,88.66,89.26,4.109438,1.421004E7,33,000408,20260430
000786.SZ,北新建材,25.94,26.17,-0.87886893,26.44,-4.07661923,20000106,840/870,25.76,-2.52293333,20001219,26.17,26.44,25.76,25.94,2.598395,1.707127E7,33,000786,20260430
600183.SH,生益科技,76.51,79,-1.91025641,80.45,-4.08024169,20000104,841/870,76.32,-0.32263302,20001213,79,80.45,76.32,76.51,5.294871,4.6891324E7,17,600183,20260430
600690.SH,海尔智家,21.53,21.5,-0.50831793,21.81,-4.46119532,20000104,842/870,21.4,-3.29852697,20001205,21.5,21.81,21.4,21.53,1.894639,5.06243E7,17,600690,20260430
600177.SH,雅戈尔,7.69,7.67,1.98938992,7.73,-5.25462585,20000117,843/870,7.59,-4.03813926,20001226,7.67,7.73,7.59,7.69,1.856763,3.5534451E7,17,600177,20260430
600750.SH,华润江中,23.92,23.96,-0.25020851,24.02,-5.55190435,20000120,844/870,23.81,-4.4919218,20001227,23.96,24.02,23.81,23.92,0.875729,4423466,17,600750,20260430
600801.SH,华新建材,21.51,22.62,-4.52729694,22.62,-5.83054945,20000125,845/870,21,-4.70760989,20001204,22.62,22.62,21,21.51,7.190412,2.3505922E7,17,600801,20260430
000869.SZ,张裕A,19.35,19.27,0.41515309,19.35,-6.28552882,20001207,846/870,19.1,-5.9743801,20001205,19.27,19.35,19.1,19.35,1.297353,1104552,33,000869,20260430
600694.SH,大商股份,18.2,18.29,-0.2739726,18.38,-6.4828384,20000104,847/870,18.18,-4.24158036,20001201,18.29,18.38,18.18,18.2,1.09589,3924913,17,600694,20260430
600600.SH,青岛啤酒,63.41,63.21,0.31640563,63.83,-6.92919069,20000117,848/870,62.93,-4.15513616,20001205,63.21,63.83,62.93,63.41,1.423825,7865025,17,600600,20260430
600188.SH,兖矿能源,22.85,23.17,-1.38109625,23.48,-7.10615385,20000104,849/870,22.51,-5.65512821,20001218,23.17,23.48,22.51,22.85,4.186447,6.3170931E7,17,600188,20260430
600729.SH,重庆百货,21.35,21.88,-1.97428834,21.88,-7.4868975,20000121,850/870,21.13,-3.7212725,20001215,21.88,21.88,21.13,21.35,3.443526,3362957,17,600729,20260430
000002.SZ,万科A,3.91,3.87,1.03359173,3.95,-8.27663302,20000104,851/870,3.83,-7.74885852,20001205,3.87,3.95,3.83,3.91,3.100775,1.65954127E8,33,000002,20260430
001872.SZ,招商港口,22.15,21.7,1.79227941,22.31,-8.27980366,20000117,852/870,21.34,-4.65097095,20001207,21.7,22.31,21.34,22.15,4.45772,5839355,33,001872,20260430
600887.SH,伊利股份,27.46,27.5,3.34964245,27.99,-9.02644506,20000104,853/870,27.11,-8.6809119,20001226,27.5,27.99,27.11,27.46,3.312006,2.14409738E8,17,600887,20260430
000581.SZ,威孚高科,19.54,19.49,0.1537673,19.64,-9.21324697,20000106,854/870,19.35,-6.30674556,20001208,19.49,19.64,19.35,19.54,1.486417,1.2770194E7,33,000581,20260430
600741.SH,华域汽车,18.66,19.19,-2.60960334,19.22,-9.24107976,20000104,855/870,18.55,-8.67492017,20001201,19.19,19.22,18.55,18.66,3.496868,2.8566583E7,17,600741,20260430
000513.SZ,丽珠集团,32.65,32.75,-0.54827901,32.88,-9.46028787,20000104,856/870,32.52,-7.09215077,20001229,32.75,32.88,32.52,32.65,1.096558,5327061,33,000513,20260430
600066.SH,宇通客车,35.41,36.08,-1.41982183,36.8,-10.3742617,20000104,857/870,35.28,-10.08151384,20001225,36.08,36.8,35.28,35.41,4.231625,1.7422887E7,17,600066,20260430
600104.SH,上汽集团,13.78,13.94,0.65741417,13.97,-10.83159612,20000104,858/870,13.75,-9.99995828,20001226,13.94,13.97,13.75,13.78,1.607012,4.0555913E7,17,600104,20260430
600612.SH,老凤祥,39.41,39.76,-0.85534591,39.86,-12.13016835,20000121,859/870,39.3,-8.33581456,20001208,39.76,39.86,39.3,39.41,1.408805,1222663,17,600612,20260430
000423.SZ,东阿阿胶,55.0,54.84,0.3649635,55.56,-12.35588972,20000117,860/870,54.15,-9.8442902,20001229,54.84,55.56,54.15,55.0,2.572992,5889737,33,000423,20260430
600132.SH,重庆啤酒,55.01,55.49,-2.1000178,55.73,-12.45316215,20001207,861/870,54.28,-10.0614587,20000128,55.49,55.73,54.28,55.01,2.58053,5960476,17,600132,20260430
600660.SH,福耀玻璃,58.87,59.4,-0.89225589,59.49,-13.50893325,20000104,862/870,58.8,-11.48702498,20001221,59.4,59.49,58.8,58.87,1.161616,9965645,17,600660,20260430
000550.SZ,江铃汽车,18.75,19.14,-1.98640878,19.14,-13.69514,20000125,863/870,18.58,-10.17514,20001204,19.14,19.14,18.58,18.75,2.927339,4923811,33,000550,20260430
600809.SH,山西汾酒,143.35,142.3,0.14670952,146.95,-18.20534372,20000104,864/870,141.5,-17.05335661,20001229,142.3,146.95,141.5,143.35,3.807461,9755162,17,600809,20260430
