股票代码,股票简称,p_close,p_open,涨跌幅:前复权[20260430],p_high,区间最低价:前复权[20000104-20001229],区间最低价:前复权日[20000104-20001229],区间最低价:前复权排名[20000104-20001229],p_low,区间最高价:前复权[20000104-20001229],区间最高价:前复权日[20000104-20001229],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],成交量[20260430],market_code,code,date
600358.SH,国旅联合,5.89,5.93,-0.84175084,5.99,4.96275499,20001212,147/870,5.84,5.53540456,20001226,5.93,5.99,5.84,5.89,2.525252,7560995,17,600358,20260430
000695.SZ,滨海能源,15.5,15.71,-1.02171137,15.96,4.94161903,20000124,148/870,15.33,13.83283432,20001228,15.71,15.96,15.33,15.5,4.022988,1.22885E7,33,000695,20260430
600822.SH,上海物贸,9.93,9.92,0.3030303,10,4.93076923,20000104,149/870,9.84,10.48974359,20001226,9.92,10,9.84,9.93,1.616161,3531600,17,600822,20260430
600339.SH,中油工程,4.07,4.12,0.24630542,4.16,4.90911389,20001225,150/870,4.02,5.79433977,20001226,4.12,4.16,4.02,4.07,3.448275,9.2290334E7,17,600339,20260430
000702.SZ,正虹科技,7.13,7,1.85714286,7.18,4.90264423,20000124,151/870,6.93,12.99826389,20001213,7,7.18,6.93,7.13,3.571428,1.00612E7,33,000702,20260430
600769.SH,祥龙电业,16.0,15.28,5.40184453,16.66,4.89102564,20000104,152/870,15,7.37179487,20001206,15.28,16.66,15,16.0,10.935441,2.6015503E7,17,600769,20260430
600283.SH,钱江水利,9.16,9.26,-1.07991361,9.27,4.88015873,20001211,153/870,9.16,6.07063492,20001226,9.26,9.27,9.16,9.16,1.187904,4682420,17,600283,20260430
000557.SZ,西部创业,4.7,4.68,0.21321962,4.75,4.86460234,20000104,154/870,4.65,27.7208189,20001229,4.68,4.75,4.65,4.7,2.132196,9240668,33,000557,20260430
000610.SZ,*ST西旅,7.75,7.81,-0.76824584,7.86,4.83249672,20000104,155/870,7.72,9.9380735,20001204,7.81,7.86,7.72,7.75,1.792573,1.0977519E7,33,000610,20260430
600770.SH,综艺股份,7.62,7.89,-3.42205323,8.07,4.80423868,20001228,156/870,7.41,7.96034294,20000111,7.89,8.07,7.41,7.62,8.365019,2.09410908E8,17,600770,20260430
600603.SH,广汇物流,5.86,5.88,0.34246575,5.95,4.80136054,20000104,157/870,5.81,7.66530612,20001227,5.88,5.95,5.81,5.86,2.39726,1.1997658E7,17,600603,20260430
000796.SZ,凯撒旅业,5.21,5.14,1.3618677,5.3,4.77000818,20000104,158/870,5.11,7.25596747,20001221,5.14,5.3,5.11,5.21,3.696498,5.4448524E7,33,000796,20260430
000665.SZ,湖北广电,4.79,4.72,0.84210526,4.84,4.75179487,20000104,159/870,4.71,7.04666667,20001227,4.72,4.84,4.71,4.79,2.736842,1.759546E7,33,000665,20260430
600602.SH,云赛智联,21.77,21.88,-0.36613272,22.1,4.74727544,20000104,160/870,21.62,8.08084027,20001201,21.88,22.1,21.62,21.77,2.196796,3.1769108E7,17,600602,20260430
600771.SH,广誉远,16.76,16.9,-0.82840237,16.94,4.7303207,20000105,161/870,16.67,7.92921931,20001205,16.9,16.94,16.67,16.76,1.597633,5075402,17,600771,20260430
000514.SZ,渝开发,4.93,4.86,1.23203285,5.01,4.72706326,20000104,162/870,4.84,6.45701375,20000128,4.86,5.01,4.84,4.93,3.490759,1.3341396E7,33,000514,20260430
000755.SZ,山西高速,5.03,5.03,-0.1984127,5.07,4.7076966,20000119,163/870,4.99,5.84821785,20001208,5.03,5.07,4.99,5.03,1.587301,3928900,33,000755,20260430
000968.SZ,蓝焰控股,9.15,9.32,0.32894737,9.36,4.70662722,20001218,164/870,9.09,5.40485207,20001201,9.32,9.36,9.09,9.15,2.960526,4.3825647E7,33,000968,20260430
000505.SZ,京粮控股,6.61,6.56,2.95950156,6.69,4.66593782,20000117,165/870,6.49,10.14508925,20001205,6.56,6.69,6.49,6.61,3.115264,1.59536E7,33,000505,20260430
600097.SH,开创国际,10.46,10.28,1.25847047,10.59,4.64869173,20000125,166/870,10.28,8.76147368,20001205,10.28,10.59,10.28,10.46,3.000968,5090101,17,600097,20260430
600758.SH,辽宁能源,3.98,4.1,-2.21130221,4.1,4.626,20000124,167/870,3.96,8.61061538,20001227,4.1,4.1,3.96,3.98,3.439803,6.3394861E7,17,600758,20260430
000620.SZ,盈新发展,2.8,2.8,-0.35587189,2.85,4.61666667,20000104,168/870,2.77,10.30714286,20001201,2.8,2.85,2.77,2.8,2.846975,1.02396251E8,33,000620,20260430
000710.SZ,贝瑞基因,9.99,9.9,0.70564516,10.04,4.60662526,20000114,169/870,9.82,16.22670807,20001229,9.9,10.04,9.82,9.99,2.217741,4885631,33,000710,20260430
600119.SH,*ST长投,6.15,5.92,3.88513514,6.22,4.60617189,20000124,170/870,5.92,6.69975732,20001201,5.92,6.22,5.92,6.15,5.067567,1.4415395E7,22,600119,20260430
600287.SH,苏豪时尚,5.92,5.94,-0.16863406,5.98,4.57125211,20001212,171/870,5.89,5.08169057,20001229,5.94,5.98,5.89,5.92,1.517706,6492100,17,600287,20260430
600299.SH,安迪苏,13.29,13.89,-7.06293706,13.89,4.57049704,20001215,172/870,13.07,5.13459961,20001201,13.89,13.89,13.07,13.29,5.734265,3.1362059E7,17,600299,20260430
000099.SZ,中信海直,17.67,17.83,-0.89736399,17.88,4.55559526,20001201,173/870,17.63,5.50256496,20001221,17.83,17.88,17.63,17.67,1.402131,7512842,33,000099,20260430
000799.SZ,酒鬼酒,42.7,42.2,0.35252644,43.55,4.54833333,20000104,174/870,42.08,6.79,20001228,42.2,43.55,42.08,42.7,3.454759,6711858,33,000799,20260430
000533.SZ,顺钠股份,12.63,13,-3.95437262,13.13,4.54731884,20000107,175/870,12.51,7.07630435,20001229,13,13.13,12.51,12.63,4.714828,5.6968774E7,33,000533,20260430
600203.SH,福日电子,12.21,12.1,0.57660626,12.32,4.51659381,20000104,176/870,12.08,8.59066788,20001201,12.1,12.32,12.08,12.21,1.976935,1.597724E7,17,600203,20260430
000529.SZ,广弘控股,5.66,5.66,-0.52724077,5.74,4.49154545,20000104,177/870,5.62,6.70063636,20001205,5.66,5.74,5.62,5.66,2.108963,5473311,33,000529,20260430
000955.SZ,欣龙控股,5.2,5.21,0.38610039,5.28,4.49084715,20000104,178/870,5.15,6.21464782,20001205,5.21,5.28,5.15,5.2,2.509652,9562500,33,000955,20260430
000820.SZ,*ST节能,3.75,4.06,-3.10077519,4.06,4.4875,20000128,179/870,3.68,8.1,20001204,4.06,4.06,3.68,3.75,9.819121,3.0007466E7,33,000820,20260430
000045.SZ,深纺织A,12.01,11.74,2.56191289,12.06,4.47541844,20000104,180/870,11.73,8.23428369,20001211,11.74,12.06,11.73,12.01,2.818104,8298600,33,000045,20260430
000669.SZ,ST金鸿,4.19,4.28,-2.78422274,4.33,4.4582133,20000104,181/870,4.17,6.39573801,20001220,4.28,4.33,4.17,4.19,3.712296,1.392658E7,33,000669,20260430
600839.SH,四川长虹,8.74,8.68,0.80738178,8.85,4.44913433,20001228,182/870,8.64,5.76654726,20000110,8.68,8.85,8.64,8.74,2.422145,7.4480421E7,17,600839,20260430
600178.SH,东安动力,10.2,10.29,-1.1627907,10.35,4.40734558,20000104,183/870,10.19,6.56119174,20001205,10.29,10.35,10.19,10.2,1.550387,4144641,17,600178,20260430
000922.SZ,佳电股份,14.78,14.67,0.74982958,15.07,4.38021078,20000117,184/870,14.6,6.04994118,20001226,14.67,15.07,14.6,14.78,3.203817,1.5219335E7,33,000922,20260430
600117.SH,西宁特钢,2.61,2.58,0.77220077,2.64,4.36112751,20000124,185/870,2.58,5.61532168,20001205,2.58,2.64,2.58,2.61,2.316602,1.8622061E7,17,600117,20260430
000593.SZ,德龙汇能,25.3,26.13,-5.27892175,26.6,4.35980392,20000113,186/870,24.04,8.61411171,20001218,26.13,26.6,24.04,25.3,9.584425,6.6710154E7,33,000593,20260430
000605.SZ,渤海股份,7.2,7.13,0.98176718,7.25,4.3543609,20000104,187/870,7.11,9.65981203,20001201,7.13,7.25,7.11,7.2,1.963534,6952858,33,000605,20260430
000856.SZ,冀东装备,10.3,10.08,2.48756219,10.35,4.34401709,20000124,188/870,10.01,6.90555556,20001226,10.08,10.35,10.01,10.3,3.383084,1.1540355E7,33,000856,20260430
000886.SZ,海南高速,5.53,5.32,2.78810409,5.57,4.32014388,20000104,189/870,5.32,6.35611511,20001201,5.32,5.57,5.32,5.53,4.64684,2.8823599E7,33,000886,20260430
600728.SH,佳都科技,5.34,5.49,-3.78378378,5.51,4.29692463,20000104,190/870,5.31,6.67451587,20001229,5.49,5.51,5.31,5.34,3.603603,5.7985501E7,17,600728,20260430
000965.SZ,天保基建,3.73,3.66,2.47252747,3.75,4.29151607,20001215,191/870,3.63,4.75432599,20001204,3.66,3.75,3.63,3.73,3.296703,3.4820095E7,33,000965,20260430
600843.SH,上工申贝,8.72,8.63,2.34741784,8.79,4.28289225,20000104,192/870,8.58,10.00595463,20001222,8.63,8.79,8.58,8.72,2.464788,9804611,17,600843,20260430
000890.SZ,法尔胜,15.66,16.5,-8.95348837,16.53,4.2781574,20000104,193/870,15.48,9.57305872,20001221,16.5,16.53,15.48,15.66,6.104651,8.9846393E7,33,000890,20260430
000908.SZ,ST景峰,7.12,7.26,-3.39213026,7.31,4.25080995,20000104,194/870,7.06,7.29515949,20000128,7.26,7.31,7.06,7.12,3.39213,2.027565E7,33,000908,20260430
600778.SH,友好集团,6.83,6.71,1.78837556,6.87,4.23641827,20000106,195/870,6.66,8.92391827,20001222,6.71,6.87,6.66,6.83,3.129657,1.2154459E7,17,600778,20260430
600838.SH,上海九百,9.59,9.56,-0.10416667,9.75,4.2189783,20000104,196/870,9.5,6.00596055,20001227,9.56,9.75,9.5,9.59,2.604166,6245108,17,600838,20260430
000570.SZ,苏常柴A,6.42,6.49,-1.38248848,6.55,4.2024188,20000117,197/870,6.4,6.82324242,20001205,6.49,6.55,6.4,6.42,2.304147,2.03505E7,33,000570,20260430
600726.SH,华电能源,6.59,7.08,-7.18309859,7.17,4.17295455,20000117,198/870,6.55,7.65306818,20001218,7.08,7.17,6.55,6.59,8.732394,4.17451472E8,17,600726,20260430
600336.SH,澳柯玛,7.55,7.38,1.34228188,7.67,4.14971831,20001229,199/870,7.38,4.57225352,20001229,7.38,7.67,7.38,7.55,3.892617,1.1975537E7,17,600336,20260430
600605.SH,汇通能源,31.6,32.86,-1.77183712,32.86,4.14948848,20000124,200/870,31.21,7.70248387,20001208,32.86,32.86,31.21,31.6,5.129002,4413615,17,600605,20260430
000901.SZ,航天科技,24.0,23.1,3.35917313,24.26,4.14195862,20000117,201/870,22.88,5.4648117,20001221,23.1,24.26,22.88,24.0,5.943152,8.0561235E7,33,000901,20260430
600222.SH,太龙药业,6.8,7,-3.27169275,7.02,4.1383982,20000104,202/870,6.72,5.75667864,20000119,7,7.02,6.72,6.8,4.267425,2.5409743E7,17,600222,20260430
000034.SZ,神州数码,37.67,37.3,0.61431624,38.23,4.13348998,20000104,203/870,36.89,8.74973633,20001204,37.3,38.23,36.89,37.67,3.579059,2.3413676E7,33,000034,20260430
600163.SH,中闽能源,6.17,6.18,0,6.22,4.12525333,20000104,204/870,6.14,6.23822807,20001206,6.18,6.22,6.14,6.17,1.296596,2.905016E7,17,600163,20260430
600316.SH,洪都航空,36.61,35.95,2.00612984,37.18,4.12231548,20001225,205/870,35.71,5.33759325,20001215,35.95,37.18,35.71,36.61,4.095848,1.159811E7,17,600316,20260430
000430.SZ,ST张家界,7.73,7.88,-1.77890724,7.91,4.11345682,20000124,206/870,7.73,6.66910926,20001205,7.88,7.91,7.73,7.73,2.287166,4530790,33,000430,20260430
000952.SZ,广济药业,7.39,7.3,1.65061898,7.48,4.10862935,20000104,207/870,7.26,6.88063886,20001228,7.3,7.48,7.26,7.39,3.026134,1.385542E7,33,000952,20260430
600860.SH,京城股份,10.79,10.56,0.27881041,10.83,4.10753623,20000128,208/870,10.56,9.81405797,20001204,10.56,10.83,10.56,10.79,2.509293,6836916,17,600860,20260430
600841.SH,动力新科,8.3,8.25,0.60606061,8.46,4.084625,20000104,209/870,8.21,8.272125,20001208,8.25,8.46,8.21,8.3,3.030303,1.772348E7,17,600841,20260430
600212.SH,绿能慧充,7.06,7.32,-5.74098798,7.35,4.06893491,20000128,210/870,7.05,5.68136095,20001205,7.32,7.35,7.05,7.06,4.00534,2.5050817E7,17,600212,20260430
000153.SZ,丰原药业,6.45,6.48,-0.30911901,6.54,4.06534392,20001211,211/870,6.45,4.56798942,20001229,6.48,6.54,6.45,6.45,1.391035,8763740,33,000153,20260430
000504.SZ,*ST生物,9.18,9.47,-3.26659642,9.47,4.06153846,20000124,212/870,9.14,16.00769231,20001212,9.47,9.47,9.14,9.18,3.477344,6717401,33,000504,20260430
000548.SZ,湖南投资,5.33,5.35,-0.55970149,5.42,4.05631579,20000104,213/870,5.31,5.71421053,20001214,5.35,5.42,5.31,5.33,2.052238,6431801,33,000548,20260430
600657.SH,信达地产,3.11,3.06,1.3029316,3.14,4.05349742,20000104,214/870,3.01,6.57284836,20000128,3.06,3.14,3.01,3.11,4.234527,3.3231003E7,17,600657,20260430
000096.SZ,广聚能源,9.73,9.79,-0.20512821,9.83,4.04658088,20001218,215/870,9.7,4.59805147,20001204,9.79,9.83,9.7,9.73,1.333333,6337962,33,000096,20260430
600861.SH,北京人力,15.9,15.98,-0.93457944,16.14,4.042,20000104,216/870,15.86,8.862,20000128,15.98,16.14,15.86,15.9,1.744548,2784894,17,600861,20260430
000692.SZ,惠天热电,5.0,5.16,0.80645161,5.16,4.01641528,20000128,217/870,4.8,4.92509728,20001225,5.16,5.16,4.8,5.0,7.258064,6.7720983E7,33,000692,20260430
600654.SH,中安科,3.92,4.06,-3.44827586,4.06,4.00559023,20000104,218/870,3.89,6.15889038,20001225,4.06,4.06,3.89,3.92,4.187192,2.32837937E8,17,600654,20260430
600882.SH,妙可蓝多,20.68,20.33,1.57170923,20.83,3.99832016,20000104,219/870,20.24,6.62677866,20001208,20.33,20.83,20.24,20.68,2.897838,5840385,17,600882,20260430
000917.SZ,电广传媒,8.74,8.86,-1.46561443,8.94,3.9940812,20000117,220/870,8.68,6.02005003,20000128,8.86,8.94,8.68,8.74,2.931228,4.112536E7,33,000917,20260430
000008.SZ,神州高铁,2.69,2.7,-0.37037037,2.73,3.97651341,20000104,221/870,2.68,8.66808429,20000128,2.7,2.73,2.68,2.69,1.851851,4.1757945E7,33,000008,20260430
600133.SH,东湖高新,8.98,8.85,1.01237345,9.13,3.9347265,20000117,222/870,8.85,6.81677778,20001222,8.85,9.13,8.85,8.98,3.149606,3.2715835E7,17,600133,20260430
600618.SH,氯碱化工,12.87,12.7,0.78308536,13.08,3.92640178,20000124,223/870,12.7,9.62888112,20001225,12.7,13.08,12.7,12.87,2.975724,1.2460701E7,17,600618,20260430
600844.SH,金煤科技,3.73,3.62,4.18994413,3.84,3.92307692,20000124,224/870,3.6,6.76923077,20001208,3.62,3.84,3.6,3.73,6.70391,8.6626876E7,17,600844,20260430
600679.SH,上海凤凰,11.23,11.11,0.80789946,11.3,3.91484505,20000124,225/870,11.05,12.49259823,20001225,11.11,11.3,11.05,11.23,2.244165,2782475,17,600679,20260430
000716.SZ,黑芝麻,5.14,5.2,-0.77220077,5.28,3.90929371,20000107,226/870,5.08,5.05265035,20001225,5.2,5.28,5.08,5.14,3.861003,4.7752144E7,33,000716,20260430
000561.SZ,烽火电子,9.51,9.25,2.36813778,9.52,3.90666667,20000128,227/870,9.25,7.77333333,20001205,9.25,9.52,9.25,9.51,2.90635,1.3478432E7,33,000561,20260430
000066.SZ,中国长城,19.82,19,9.98890122,19.82,3.8911696,20000104,228/870,18.39,6.19189838,20001221,19,19.82,18.39,19.82,7.935627,4.31571802E8,33,000066,20260430
600645.SH,中源协和,25.87,26.35,-2.19281664,26.46,3.88991933,20000112,229/870,25.8,8.58947182,20001201,26.35,26.46,25.8,25.87,2.495274,9262700,17,600645,20260430
600624.SH,ST复华,4.62,4.44,5,4.62,3.87053103,20000114,230/870,4.42,6.09645977,20001220,4.44,4.62,4.42,4.62,4.545454,9921924,22,600624,20260430
000609.SZ,*ST中迪,14.42,14.42,5.02549162,14.42,3.83916873,20000119,231/870,14.42,6.02457737,20001204,14.42,14.42,14.42,14.42,0,2936700,33,000609,20260430
600100.SH,同方股份,7.98,7.95,-0.12515645,8.02,3.80145784,20000104,232/870,7.89,7.32798365,20001201,7.95,8.02,7.89,7.98,1.627033,4.8226085E7,17,600100,20260430
000158.SZ,常山北明,17.2,17.12,-0.92165899,17.38,3.79712763,20001201,233/870,17.12,4.22930557,20001227,17.12,17.38,17.12,17.2,1.497695,2.3385867E7,33,000158,20260430
600099.SH,林海股份,11.7,11.54,1.5625,11.81,3.78259596,20000128,234/870,11.5,8.83941414,20001211,11.54,11.81,11.5,11.7,2.690972,7000238,17,600099,20260430
000785.SZ,居然智家,2.58,2.6,-1.52671756,2.62,3.7787852,20000104,235/870,2.57,11.12205344,20001229,2.6,2.62,2.57,2.58,1.908396,4.8397707E7,33,000785,20260430
600698.SH,湖南天雁,7.31,7.25,0.68870523,7.34,3.77692308,20000128,236/870,7.22,5.5,20001204,7.25,7.34,7.22,7.31,1.652892,7163913,17,600698,20260430
000798.SZ,中水渔业,9.31,9.25,0.5399568,9.45,3.76929952,20000105,237/870,9.23,6.6292029,20001226,9.25,9.45,9.23,9.31,2.375809,7304600,33,000798,20260430
600876.SH,凯盛新能,9.43,9.74,-5.03524673,9.85,3.76760563,20000128,238/870,9.27,7.74647887,20001205,9.74,9.85,9.27,9.43,5.840886,9154101,17,600876,20260430
600796.SH,钱江生化,6.34,6.39,-0.31446541,6.43,3.73092516,20000117,239/870,6.3,5.69941375,20001211,6.39,6.43,6.3,6.34,2.044025,6655834,17,600796,20260430
000736.SZ,*ST中地,5.5,5.51,0.3649635,5.56,3.71314351,20000113,240/870,5.45,8.04631107,20001205,5.51,5.56,5.45,5.5,2.007299,5777030,33,000736,20260430
600081.SH,东风科技,11.29,11.07,3.38827839,11.43,3.6873459,20000104,241/870,11.01,10.15747833,20001204,11.07,11.43,11.01,11.29,3.846153,5746641,17,600081,20260430
600151.SH,航天机电,14.51,13.9,4.61427541,15.18,3.67780292,20000104,242/870,13.88,5.99339598,20001222,13.9,15.18,13.88,14.51,9.372746,6.0387247E7,17,600151,20260430
600714.SH,金瑞矿业,22.1,20.95,10.0049776,22.1,3.64782131,20000104,243/870,20.6,10.57567606,20001215,20.95,22.1,20.6,22.1,7.466401,4.7441201E7,17,600714,20260430
000678.SZ,襄阳轴承,11.64,11.45,1.30548303,11.73,3.64126528,20000117,244/870,11.39,6.93925234,20001207,11.45,11.73,11.39,11.64,2.959094,8388538,33,000678,20260430
000737.SZ,北方铜业,14.34,14.4,3.09130122,14.75,3.62190883,20000104,245/870,14.3,4.96901235,20001204,14.4,14.75,14.3,14.34,3.235082,7.2645852E7,33,000737,20260430
000553.SZ,安道麦A,6.82,6.82,10,6.82,3.62085246,20000104,246/870,6.82,5.1167541,20000125,6.82,6.82,6.82,6.82,0,1.2056187E7,33,000553,20260430
000920.SZ,沃顿科技,11.52,11.85,-2.37288136,11.86,3.61554309,20000104,247/870,11.49,5.37667669,20001225,11.85,11.86,11.49,11.52,3.135593,5410900,33,000920,20260430
000509.SZ,华塑控股,3.59,3.58,1.12676056,3.62,3.61428571,20000119,248/870,3.53,4.57692308,20000128,3.58,3.62,3.53,3.59,2.535211,1.8482402E7,33,000509,20260430
000519.SZ,中兵红箭,17.74,17.35,2.07134638,17.77,3.59338836,20000118,249/870,17.35,6.38801948,20001204,17.35,17.77,17.35,17.74,2.41657,2.4912038E7,33,000519,20260430
000506.SZ,招金黄金,16.0,15.7,1.13780025,16.29,3.57530864,20000104,250/870,15.61,8.35308642,20001201,15.7,16.29,15.61,16.0,4.298356,2.693895E7,33,000506,20260430
000546.SZ,金圆股份,7.72,7.38,4.74898236,8.03,3.57050847,20000124,251/870,7.33,8.32474576,20001212,7.38,8.03,7.33,7.72,9.497964,1.293753E8,33,000546,20260430
600318.SH,新力金融,7.85,7.86,-0.25412961,7.94,3.55344262,20001211,252/870,7.78,4.48786885,20001208,7.86,7.94,7.78,7.85,2.033036,1.2425979E7,17,600318,20260430
600621.SH,华鑫股份,14.14,14.18,-0.77192982,14.44,3.55123077,20000117,253/870,14.12,7.1776044,20001227,14.18,14.44,14.12,14.14,2.245614,1.3706388E7,17,600621,20260430
000555.SZ,神州信息,13.71,13.7,0.21929825,13.82,3.53650524,20000120,254/870,13.6,9.2436481,20001227,13.7,13.82,13.6,13.71,1.608187,1.7710684E7,33,000555,20260430
600128.SH,苏豪弘业,10.61,10.69,0,10.81,3.52681999,20000104,255/870,10.54,13.27481481,20001211,10.69,10.81,10.54,10.61,2.544769,5757100,17,600128,20260430
600168.SH,武汉控股,5.07,5.09,-0.39292731,5.12,3.51804329,20000104,256/870,5.04,5.35354113,20001204,5.09,5.12,5.04,5.07,1.571709,6211360,17,600168,20260430
600817.SH,宇通重工,11.85,11.9,-0.75376884,11.98,3.5125641,20000113,257/870,11.78,14.34589744,20001221,11.9,11.98,11.78,11.85,1.675041,6634800,17,600817,20260430
600053.SH,*ST九鼎,10.86,10.86,-4.98687664,10.86,3.49608974,20000104,258/870,10.86,8.19694444,20001227,10.86,10.86,10.86,10.86,0,3524600,22,600053,20260430
000981.SZ,山子高科,3.84,3.94,2.4,4,3.49546614,20001211,259/870,3.83,4.03058532,20001221,3.94,4,3.83,3.84,4.533333,4.099875E8,33,000981,20260430
000571.SZ,新大洲A,5.56,5.57,0,5.9,3.48796748,20000117,260/870,5.53,6.79691057,20001212,5.57,5.9,5.53,5.56,6.654676,2.0759601E7,33,000571,20260430
600608.SH,*ST沪科,2.07,2.07,,2.07,3.4848428,20000104,261/870,2.07,8.4116566,20001206,2.07,2.07,2.07,2.07,,,22,600608,20260430
000503.SZ,国新健康,7.91,7.71,2.19638243,8.05,3.48397436,20000104,262/870,7.65,9.25320513,20001201,7.71,8.05,7.65,7.91,5.167958,2.1699843E7,33,000503,20260430
600883.SH,博闻科技,9.01,8.78,4.28240741,9.1,3.48092949,20000113,263/870,8.78,5.56426282,20001226,8.78,9.1,8.78,9.01,3.703703,1.3817622E7,17,600883,20260430
600731.SH,湖南海利,6.84,6.85,-0.86956522,6.92,3.47335365,20000104,264/870,6.81,7.5845353,20001212,6.85,6.92,6.81,6.84,1.594202,7475840,17,600731,20260430
000966.SZ,长源电力,4.56,4.63,-1.93548387,4.65,3.46333333,20001218,265/870,4.54,3.8337037,20001205,4.63,4.65,4.54,4.56,2.365591,7.1757024E7,33,000966,20260430
000007.SZ,全新好,15.51,14.11,10,15.51,3.45614035,20000104,266/870,14.08,7.5877193,20001205,14.11,15.51,14.08,15.51,10.141843,1.1594276E7,33,000007,20260430
000025.SZ,特力A,16.6,16.39,1.28126907,16.73,3.40917241,20000128,267/870,16.32,6.43872906,20001213,16.39,16.73,16.32,16.6,2.501525,6384764,33,000025,20260430
600267.SH,海正药业,11.32,11.44,-1.30775937,11.53,3.40195958,20001218,268/870,11.32,3.80948185,20001229,11.44,11.53,11.32,11.32,1.830863,2.6480314E7,17,600267,20260430
600609.SH,金杯汽车,4.02,3.99,0.5,4.09,3.37843908,20000104,269/870,3.98,5.1459854,20001201,3.99,4.09,3.98,4.02,2.75,2.0249709E7,17,600609,20260430
600848.SH,上海临港,8.98,9,-0.66371681,9.11,3.37528736,20000128,270/870,8.94,7.6454023,20001208,9,9.11,8.94,8.98,1.88053,1.0582849E7,17,600848,20260430
000973.SZ,佛塑科技,20.99,22.1,-1.40911226,22.25,3.36998209,20001212,271/870,20.6,3.64698004,20001204,22.1,22.25,20.6,20.99,7.750117,1.06980582E8,33,000973,20260430
000779.SZ,甘咨询,8.86,8.76,0.56753689,8.88,3.36221692,20000124,272/870,8.75,7.05666667,20001227,8.76,8.88,8.75,8.86,1.475595,5654200,33,000779,20260430
600617.SH,国新能源,3.59,3.49,2.86532951,3.65,3.35896897,20000104,273/870,3.49,8.07777957,20001208,3.49,3.65,3.49,3.59,4.584527,6.9157169E7,17,600617,20260430
600228.SH,*ST返利,6.17,6.05,1.81518152,6.17,3.34814815,20000128,274/870,6.03,9.48703704,20001201,6.05,6.17,6.03,6.17,2.310231,6330200,22,600228,20260430
600138.SH,中青旅,9.01,9.01,-1.09769484,9.07,3.33502276,20000104,275/870,8.99,6.90807692,20001229,9.01,9.07,8.99,9.01,0.878155,9795547,17,600138,20260430
000551.SZ,创元科技,16.28,15.92,3.29949239,16.61,3.32222222,20000104,276/870,15.78,4.49111111,20001205,15.92,16.61,15.78,16.28,5.266497,5.9780467E7,33,000551,20260430
600692.SH,亚通股份,7.85,7.69,2.61437908,7.94,3.32122775,20000104,277/870,7.58,4.94893662,20001204,7.69,7.94,7.58,7.85,4.705882,1.3520089E7,17,600692,20260430
000950.SZ,重药控股,5.8,5.91,-1.69491525,5.92,3.31876812,20000104,278/870,5.73,6.2776087,20001226,5.91,5.92,5.73,5.8,3.220338,3.7321094E7,33,000950,20260430
000878.SZ,云南铜业,19.1,19.3,-1.64778579,19.54,3.31431953,20000124,279/870,18.9,4.75810651,20001204,19.3,19.54,18.9,19.1,3.295571,4.2579841E7,33,000878,20260430
000049.SZ,德赛电池,29.04,29.59,-2.32088799,30.06,3.30135279,20000104,280/870,28.93,6.63910698,20001211,29.59,30.06,28.93,29.04,3.800874,1.7680273E7,33,000049,20260430
000638.SZ,*ST万方,0.89,0.89,,0.89,3.29,20000124,281/870,0.89,6.06,20001205,0.89,0.89,0.89,0.89,,,33,000638,20260430
000823.SZ,超声电子,14.88,15.22,-2.04081633,15.35,3.2878509,20000104,282/870,14.68,7.61886283,20001221,15.22,15.35,14.68,14.88,4.410796,1.9741944E7,33,000823,20260430
000960.SZ,锡业股份,35.25,35.44,-1.56380899,36.18,3.27556325,20001218,283/870,34.88,3.541874,20001204,35.44,36.18,34.88,35.25,3.63027,4.9968875E7,33,000960,20260430
600862.SH,中航高科,20.0,19.97,0.1001001,20.27,3.27124242,20000117,284/870,19.89,6.48336364,20001229,19.97,20.27,19.89,20.0,1.901901,1.9442755E7,17,600862,20260430
000400.SZ,许继电气,25.19,25.32,-0.70949941,25.35,3.25098912,20000104,285/870,25.07,5.66066278,20001229,25.32,25.35,25.07,25.19,1.103665,1.642284E7,33,000400,20260430
000670.SZ,盈方微,7.57,7.5,2.2972973,7.63,3.24825641,20000104,286/870,7.38,4.30466667,20001204,7.5,7.63,7.38,7.57,3.378378,3.4397005E7,33,000670,20260430
000068.SZ,华控赛格,3.28,3.31,0,3.32,3.23225683,20000104,287/870,3.25,7.92998603,20001208,3.31,3.32,3.25,3.28,2.134146,1.1687E7,33,000068,20260430
000893.SZ,亚钾国际,54.05,55.49,-1.95900599,55.6,3.18261578,20000124,288/870,53.62,5.67116539,20001201,55.49,55.6,53.62,54.05,3.59151,1.3072221E7,33,000893,20260430
000802.SZ,北京文化,4.31,4.28,0.46620047,4.33,3.17502761,20000104,289/870,4.25,6.42178085,20001206,4.28,4.33,4.25,4.31,1.864801,1.7729415E7,33,000802,20260430
000017.SZ,深中华A,6.41,6.39,0,6.46,3.16852598,20000124,290/870,6.34,7.52524919,20001215,6.39,6.46,6.34,6.41,1.872074,6131500,33,000017,20260430
000905.SZ,厦门港务,10.91,10.78,1.11214087,10.94,3.15320292,20000104,291/870,10.74,4.53349802,20001219,10.78,10.94,10.74,10.91,1.853568,1.0978053E7,33,000905,20260430
