股票代码,股票简称,最新价,最新涨跌幅,竞价涨幅[20260424],分时开盘价:不复权[20260424 09:25],p_925,chg_pct,分时涨跌幅:前复权排名[20260424 09:25],分时最高价:不复权[20260424 09:25],分时最低价:不复权[20260424 09:25],分时振幅[20260424 09:25],竞价匹配价[20260424],竞价异动类型[20260424],竞价异动说明[20260424],集合竞价评级[20260424],竞价量[20260424],竞价金额[20260424],竞价未匹配量[20260424],竞价未匹配金额[20260424],分时成交量[20260424 09:25],分时成交额[20260424 09:25],分时换手率[20260424 09:25],market_code,code,date
688808.SH,联讯仪器,1033.33,11.350215517241372,800.0,736.92,736.92,800.0,1/5521,736.92,736.92,0,736.92,,,,1954593,1440378700.0,1509889,1112667400.0,1954593,1440378700.0,10.129448660830889,17,688808,20260424
920125.BJ,鸿仕达,87.2,29.994036970781163,177.61,46.0,46.0,177.6101388050694,2/5521,46.0,46.0,0,46.0,,,,781722,35959212.0,146335,6731410.0,781722,35959212.0,4.743015806958319,151,920125,20260424
300613.SZ,富瀚微,59.05,-0.8895602551191695,19.623,55.9,55.9,19.623368285897726,3/5521,55.9,55.9,0,55.9,大幅高开,大幅高开19.60%,看多,1589300,88841870.0,-49299,-2755814.1,1589300,88841870.0,0.7237256366630546,33,300613,20260424
300422.SZ,博世科,5.6,-2.0979020979020997,16.847,5.41,5.41,16.846652267818584,4/5521,5.41,5.41,0,5.41,竞价抢筹,单笔放量10%以上抢筹,看多,1482600,8020866.0,206200,1115542.0,1482600,8020866.0,0.28694297185910833,33,300422,20260424
300434.SZ,金石亚药,11.44,1.1494252873563129,13.79,11.8,11.8,13.789778206364534,5/5521,11.8,11.8,0,11.8,大幅高开,大幅高开13.80%,看多,2541200,29986160.0,373400,4406120.0,2541200,29986160.0,0.7427909257127201,33,300434,20260424
300295.SZ,*ST三六五,12.62,1.2028869286286974,11.903,11.94,11.94,11.902530459231485,6/5521,11.94,11.94,0,11.94,竞价抢筹,单笔放量10%以上抢筹,看多,1606800,19185192.0,42100,502674.0,1606800,19185192.0,0.9589724971366901,33,300295,20260424
300397.SZ,天和防务,12.69,0.15785319652722632,10.486,12.96,12.96,10.485933503836332,7/5521,12.96,12.96,0,12.96,竞价抢筹,单笔放量10%以上抢筹,看多,546100,7077456.0,0,0.0,546100,7077456.0,0.13379464760894497,33,300397,20260424
688001.SH,华兴源创,52.91,-3.800000000000006,10.05,50.7,50.7,10.049924028652057,8/5521,50.7,50.7,0,50.7,大幅高开,大幅高开10.10%,偏多,1057498,53615149.0,56622,2870735.4,1057498,53615149.0,0.23791274798600967,17,688001,20260424
603318.SH,水发燃气,14.26,-1.9931271477663293,10.048,11.39,11.39,10.048309178743974,9/5521,11.39,11.39,0,11.39,大幅高开,大幅高开10.10%,看多,4480110,51028453.0,20103090,228974200.0,4480110,51028453.0,0.9759080276667663,17,603318,20260424
002290.SZ,禾盛新材,81.28,5.627030539311239,10.007,81.35,81.35,10.006761325219738,10/5521,81.35,81.35,0,81.35,大幅高开,大幅高开10.00%,看多,1605124,130576837.0,628876,51159063.0,1605124,130576837.0,0.6493323689975554,33,002290,20260424
600433.SH,冠豪高新,4.84,9.999999999999988,9.949,4.31,4.31,9.948979591836737,11/5521,4.31,4.31,0,4.31,大幅高开,大幅高开10.00%,看多,10912400,47032444.0,-9989775,-43055930.0,10912400,47032444.0,0.6234662329447863,17,600433,20260424
600770.SH,综艺股份,7.62,-3.422053231939158,9.937,6.97,6.97,9.936908517350162,12/5521,6.97,6.97,0,6.97,大幅高开,大幅高开9.90%,看多,4455200,31052744.0,150300700,1047595880.0,4455200,31052744.0,0.3427076923076923,17,600770,20260424
600736.SH,苏州高新,8.15,-2.9761904761904763,9.916,9.2,9.2,9.916367980884111,13/5521,9.2,9.2,0,9.2,大幅高开,大幅高开9.90%,看多,25459400,234226480.0,-624917,-5749236.4,25459400,234226480.0,2.211374694068188,17,600736,20260424
