股票代码,股票简称,最新价,最新涨跌幅,涨停[20260423],首次涨停时间[20260423],最终涨停时间[20260423],涨停明细数据[20260423],连续涨停天数[20260423],涨停原因类别[20260423],涨停封单量[20260423],涨停封单额[20260423],涨停封单量占成交量比[20260423],涨停封单量占流通a股比[20260423],涨停开板次数[20260423],a股市值(不含限售股)[20260423],几天几板[20260423],涨停类型[20260423],market_code,code,所属概念,区间主力资金流向区间增长值[20260424-20260430],区间主力资金流向[20260424-20260430],量比[20260430],所属概念数量,a股市值(不含限售股)[20260430],区间主力买入金额[20260424-20260430],区间主力卖出金额[20260424-20260430],换手率[20260430],振幅[20260430],lbc,main,chg5,amt,volr,concepts
001314.SZ,亿道信息,50.72,1.2375249500997954,涨停, 09:31:00, 10:18:24,"[{""code"":""001314.SZ"",""time"":1776907860088,""openTime"":1776907875088,""duration"":15000,""updatedTime"":1776907875088,""firstVol"":1474990.0,""highestVol"":1474990.0,""firstVolDivLTGB"":0.011857851676660544,""firstVolDivVol"":0.6448297419352018,""highestVolDivLTGB"":0.011857851676660544,""highestVolDivVol"":0.6448297419352018},{""code"":""001314.SZ"",""time"":1776910704233,""openTime"":null,""duration"":11460761,""updatedTime"":1776927600000,""firstVol"":7479750.0,""highestVol"":7571750.0,""firstVolDivLTGB"":0.06013177450593001,""firstVolDivVol"":0.8882544492288019,""highestVolDivLTGB"":0.06087138789602267,""highestVolDivVol"":0.8854264541463872}]",1,业绩大增+拟并购RFID+AI终端,1386374,67239139.0,13.88525520293695,1.114544319648173,1,6032881583.5,首板涨停,放量涨停,33,001314,空间计算;多模态AI;鸿蒙概念;元宇宙;智能音箱;电子竞技;AIGC概念;DeepSeek概念;AI PC;人工智能;数字货币;物联网;MR(混合现实);虚拟现实;AI眼镜;智能穿戴;机器人概念;智能家居;粤港澳大湾区;专精特新;消费电子概念;先进封装;2025年报预增;PCB概念;深股通,7128447.0,3635887.0,0.581239,25.0,6309025853.92,173928717.0,170292830.0,4.348421,2.73453,1,7128447.0,0,0,13.88525520293695,空间计算;多模态AI;鸿蒙概念;元宇宙;智能音箱;电子竞技;AIGC概念;DeepSeek概念;AI PC;人工智能;数字货币;物联网;MR(混合现实);虚拟现实;AI眼镜;智能穿戴;机器人概念;智能家居;粤港澳大湾区;专精特新;消费电子概念;先进封装;2025年报预增;PCB概念;深股通
002008.SZ,大族激光,100.72,-2.5353203019160095,涨停, 13:21:52, 13:35:11,"[{""code"":""002008.SZ"",""time"":1776921712300,""openTime"":1776921727300,""duration"":15000,""updatedTime"":1776921727300,""firstVol"":8675018.0,""highestVol"":8675018.0,""firstVolDivLTGB"":0.00906738759986698,""firstVolDivVol"":0.15507390207994518,""highestVolDivLTGB"":0.00906738759986698,""highestVolDivVol"":0.15507390207994518},{""code"":""002008.SZ"",""time"":1776922511126,""openTime"":null,""duration"":5088874,""updatedTime"":1776927600000,""firstVol"":1.0736042E7,""highestVol"":1.1254142E7,""firstVolDivLTGB"":0.011221631367502765,""firstVolDivVol"":0.17599531345460712,""highestVolDivLTGB"":0.011763164943051666,""highestVolDivVol"":0.184022722251685}]",1,AI算力PCB+商业航天+一季报高增,1864619,193174528.39999998,2.863383434661768,0.19489554026373626,1,99116956775.2,首板涨停,放量涨停,33,002008,,,,,,,,,,,1,0.0,0,0,2.863383434661768,
002024.SZ,ST易购,1.34,1.5151515151515165,涨停, 14:03:42, 14:40:49,"[{""code"":""002024.SZ"",""time"":1776924222719,""openTime"":1776924271609,""duration"":48890,""updatedTime"":1776924271609,""firstVol"":8275674.0,""highestVol"":1.5099174E7,""firstVolDivLTGB"":8.943493063444401E-4,""firstVolDivVol"":0.15418600472134059,""highestVolDivLTGB"":0.001631762656826985,""highestVolDivVol"":0.28017668425783865},{""code"":""002024.SZ"",""time"":1776924286609,""openTime"":1776926323382,""duration"":2036773,""updatedTime"":1776926323382,""firstVol"":1.72448E7,""highestVol"":1.96253E7,""firstVolDivLTGB"":0.001863639737143899,""firstVolDivVol"":0.30328304849692006,""highestVolDivLTGB"":0.002120899571660452,""highestVolDivVol"":0.3412394479290907},{""code"":""002024.SZ"",""time"":1776926449845,""openTime"":null,""duration"":1150155,""updatedTime"":1776927600000,""firstVol"":1699100.0,""highestVol"":4988000.0,""firstVolDivLTGB"":1.836211656488448E-4,""firstVolDivVol"":0.022799927742304216,""highestVolDivLTGB"":5.390514827005108E-4,""highestVolDivVol"":0.06671350878736482}]",1,家电3C+以旧换新+ST板块,2694399,3637438.6500000004,3.4740991717718197,0.029118279389269714,2,12491942265.45,首板涨停,放量涨停,33,002024,,,,,,,,,,,1,0.0,0,0,3.4740991717718197,
002081.SZ,金螳螂,5.9,10.074626865671641,涨停, 09:30:45, 10:13:11,"[{""code"":""002081.SZ"",""time"":1776907845088,""openTime"":1776909599429,""duration"":1754341,""updatedTime"":1776909599429,""firstVol"":5429972.0,""highestVol"":6.8501154E7,""firstVolDivLTGB"":0.002053226182325189,""firstVolDivVol"":0.043054445259205786,""highestVolDivLTGB"":0.02590222618317182,""highestVolDivVol"":0.5030685120034898},{""code"":""002081.SZ"",""time"":1776909614429,""openTime"":1776910346383,""duration"":731954,""updatedTime"":1776910346383,""firstVol"":5.1737814E7,""highestVol"":6.3201464E7,""firstVolDivLTGB"":0.01956353261509833,""firstVolDivVol"":0.25653139724434765,""highestVolDivLTGB"":0.023898263314448557,""highestVolDivVol"":0.3037828840959597},{""code"":""002081.SZ"",""time"":1776910361383,""openTime"":1776910376383,""duration"":15000,""updatedTime"":1776910376383,""firstVol"":3.90226E7,""highestVol"":3.90226E7,""firstVolDivLTGB"":0.014755550124826227,""firstVolDivVol"":0.1509446486260504,""highestVolDivLTGB"":0.014755550124826227,""highestVolDivVol"":0.1509446486260504},{""code"":""002081.SZ"",""time"":1776910391384,""openTime"":null,""duration"":11773610,""updatedTime"":1776927600000,""firstVol"":5.6004101E7,""highestVol"":7.68445E7,""firstVolDivLTGB"":0.0211767365450106,""firstVolDivVol"":0.20512535941008508,""highestVolDivLTGB"":0.0290570815775271,""highestVolDivVol"":0.2492518503530742}]",5,商业航天产业配套+半导体洁净室+越南合作+EPC总包,33075710,179601105.29999998,10.002872781540484,1.2506862608314568,3,14358241466.52,5天5板,放量涨停,33,002081,新型城镇化;装配式建筑;PPP概念;光伏建筑一体化;长三角一体化;一带一路;深股通;融资融券;第三代半导体;芯片概念;智能家居;人工智能;数据中心;数字孪生,220532640.0,662292882.0,1.454351,14.0,15601035847.6,2490435545.0,1828142663.0,21.77154,15.485074,5,220532640.0,0,0,10.002872781540484,新型城镇化;装配式建筑;PPP概念;光伏建筑一体化;长三角一体化;一带一路;深股通;融资融券;第三代半导体;芯片概念;智能家居;人工智能;数据中心;数字孪生
002242.SZ,九阳股份,10.88,1.8726591760299727,涨停, 10:31:31, 10:31:31,"[{""code"":""002242.SZ"",""time"":1776911491247,""openTime"":null,""duration"":10673747,""updatedTime"":1776927600000,""firstVol"":3.58851E7,""highestVol"":3.58851E7,""firstVolDivLTGB"":0.04711273799965202,""firstVolDivVol"":1.3391340295716243,""highestVolDivLTGB"":0.04711273799965202,""highestVolDivVol"":1.3391340295716243}]",1,员工持股计划+小家电+机器人+太空科技,6373708,72724008.28,16.6073081496399,0.8367897402829757,0,8690834122.25,首板涨停,放量涨停,33,002242,,,,,,,,,,,1,0.0,0,0,16.6073081496399,
002301.SZ,齐心集团,6.9,0.7299270072992805,涨停, 09:39:31, 09:39:31,"[{""code"":""002301.SZ"",""time"":1776908371771,""openTime"":null,""duration"":13793223,""updatedTime"":1776927600000,""firstVol"":5.35309E7,""highestVol"":5.35309E7,""firstVolDivLTGB"":0.07455658626705283,""firstVolDivVol"":3.3643713844064354,""highestVolDivLTGB"":0.07455658626705283,""highestVolDivVol"":3.3643713844064354}]",1,AI应用+国潮文创+B2B集采,7274031,54191530.95,28.757153084023507,1.013110035065199,0,5349027161.35,首板涨停,放量涨停,33,002301,,,,,,,,,,,1,0.0,0,0,28.757153084023507,
002429.SZ,兆驰股份,11.05,-1.8650088809946632,涨停, 09:36:09, 14:55:16,"[{""code"":""002429.SZ"",""time"":1776908169970,""openTime"":1776908444604,""duration"":274634,""updatedTime"":1776908444604,""firstVol"":8.86679E7,""highestVol"":9.85029E7,""firstVolDivLTGB"":0.019598004755007184,""firstVolDivVol"":0.8932275369058688,""highestVolDivLTGB"":0.02177180583482858,""highestVolDivVol"":0.986843133469119},{""code"":""002429.SZ"",""time"":1776908476907,""openTime"":1776908685774,""duration"":208867,""updatedTime"":1776908685774,""firstVol"":7.328088E7,""highestVol"":8.2946842E7,""firstVolDivLTGB"":0.01619705704873027,""firstVolDivVol"":0.581370361230152,""highestVolDivLTGB"":0.018333496157333484,""highestVolDivVol"":0.6474371374511575},{""code"":""002429.SZ"",""time"":1776908857937,""openTime"":1776910376383,""duration"":1518446,""updatedTime"":1776910376383,""firstVol"":5.5918487E7,""highestVol"":6.3687667E7,""firstVolDivLTGB"":0.01235949846696276,""firstVolDivVol"":0.34215422260145206,""highestVolDivLTGB"":0.014076697437306105,""highestVolDivVol"":0.38311973029404206},{""code"":""002429.SZ"",""time"":1776910391384,""openTime"":1776912313854,""duration"":1922470,""updatedTime"":1776912313854,""firstVol"":2.60178E7,""highestVol"":3.63203E7,""firstVolDivLTGB"":0.005750637695432348,""firstVolDivVol"":0.1268565739812134,""highestVolDivLTGB"":0.008027768923176115,""highestVolDivVol"":0.17544225744016115},{""code"":""002429.SZ"",""time"":1776912572171,""openTime"":1776912685802,""duration"":113631,""updatedTime"":1776912685802,""firstVol"":1.42923E7,""highestVol"":1.55651E7,""firstVolDivLTGB"":0.0031589849693066958,""firstVolDivVol"":0.05718110968152447,""highestVolDivLTGB"":0.0034403082041207958,""highestVolDivVol"":0.06206454168451534},{""code"":""002429.SZ"",""time"":1776912704088,""openTime"":1776914605949,""duration"":1901861,""updatedTime"":1776914605949,""firstVol"":3200.0,""highestVol"":1.974565E7,""firstVolDivLTGB"":7.072865740140794E-7,""firstVolDivVol"":1.2572755985044392E-5,""highestVolDivLTGB"":0.004364322856306595,""highestVolDivVol"":0.07533407147737632},{""code"":""002429.SZ"",""time"":1776914620949,""openTime"":1776914666359,""duration"":45410,""updatedTime"":1776914666359,""firstVol"":3370850.0,""highestVol"":3370850.0,""firstVolDivLTGB"":7.450490462547998E-4,""firstVolDivVol"":0.012219123463805498,""highestVolDivLTGB"":7.450490462547998E-4,""highestVolDivVol"":0.012219123463805498},{""code"":""002429.SZ"",""time"":1776914683331,""openTime"":1776914698331,""duration"":15000,""updatedTime"":1776914698331,""firstVol"":18300.0,""highestVol"":18300.0,""firstVolDivLTGB"":4.044795095143016E-6,""firstVolDivVol"":6.567167264243001E-5,""highestVolDivLTGB"":4.044795095143016E-6,""highestVolDivVol"":6.567167264243001E-5},{""code"":""002429.SZ"",""time"":1776914719099,""openTime"":1776914734099,""duration"":15000,""updatedTime"":1776914734099,""firstVol"":6000.0,""highestVol"":6000.0,""firstVolDivLTGB"":1.3261623262763987E-6,""firstVolDivVol"":2.143343528742201E-5,""highestVolDivLTGB"":1.3261623262763987E-6,""highestVolDivVol"":2.143343528742201E-5},{""code"":""002429.SZ"",""time"":1776914749099,""openTime"":1776914783083,""duration"":33984,""updatedTime"":1776914783083,""firstVol"":195700.0,""highestVol"":195700.0,""firstVolDivLTGB"":4.325499454204854E-5,""firstVolDivVol"":6.9702157019976E-4,""highestVolDivLTGB"":4.325499454204854E-5,""highestVolDivVol"":6.9702157019976E-4},{""code"":""002429.SZ"",""time"":1776914888085,""openTime"":1776914993121,""duration"":105036,""updatedTime"":1776914993121,""firstVol"":38400.0,""highestVol"":2140900.0,""firstVolDivLTGB"":8.487438888168952E-6,""firstVolDivVol"":1.347800852315564E-4,""highestVolDivLTGB"":4.73196820720857E-4,""highestVolDivVol"":0.0074934313034111305},{""code"":""002429.SZ"",""time"":1776920615848,""openTime"":1776920660848,""duration"":45000,""updatedTime"":1776920660848,""firstVol"":1.35467E7,""highestVol"":1.35467E7,""firstVolDivLTGB"":0.0029941871975614153,""firstVolDivVol"":0.043859741424796816,""highestVolDivLTGB"":0.0029941871975614153,""highestVolDivVol"":0.043859741424796816},{""code"":""002429.SZ"",""time"":1776921081363,""openTime"":1776922182384,""duration"":1101021,""updatedTime"":1776922182384,""firstVol"":6562698.0,""highestVol"":1.2421469E7,""firstVolDivLTGB"":0.0014505338077215784,""firstVolDivVol"":0.020645922772704828,""highestVolDivLTGB"":0.0027454807041350287,""highestVolDivVol"":0.0387249989470353},{""code"":""002429.SZ"",""time"":1776922197384,""openTime"":1776922243054,""duration"":45670,""updatedTime"":1776922243054,""firstVol"":58400.0,""highestVol"":58400.0,""firstVolDivLTGB"":1.2907979975756947E-5,""firstVolDivVol"":1.7882817145101944E-4,""highestVolDivLTGB"":1.2907979975756947E-5,""highestVolDivVol"":1.7882817145101944E-4},{""code"":""002429.SZ"",""time"":1776922273674,""openTime"":1776922357524,""duration"":83850,""updatedTime"":1776922357524,""firstVol"":576800.0,""highestVol"":576800.0,""firstVolDivLTGB"":1.274884049660378E-4,""firstVolDivVol"":0.0017636707492117985,""highestVolDivLTGB"":1.274884049660378E-4,""highestVolDivVol"":0.0017636707492117985},{""code"":""002429.SZ"",""time"":1776922372524,""openTime"":1776922469474,""duration"":96950,""updatedTime"":1776922469474,""firstVol"":5500.0,""highestVol"":186000.0,""firstVolDivLTGB"":1.2156487990866988E-6,""firstVolDivVol"":1.6764992330625644E-5,""highestVolDivLTGB"":4.111103211456836E-5,""highestVolDivVol"":5.666534153039134E-4},{""code"":""002429.SZ"",""time"":1776922489322,""openTime"":1776922581614,""duration"":92292,""updatedTime"":1776922581614,""firstVol"":27200.0,""highestVol"":102200.0,""firstVolDivLTGB"":6.011935879119674E-6,""firstVolDivVol"":8.26876225475406E-5,""highestVolDivLTGB"":2.258896495757466E-5,""highestVolDivVol"":3.1056545186650293E-4},{""code"":""002429.SZ"",""time"":1776922596615,""openTime"":1776922616070,""duration"":19455,""updatedTime"":1776922616070,""firstVol"":10900.0,""highestVol"":10900.0,""firstVolDivLTGB"":2.409194892735458E-6,""firstVolDivVol"":3.3064643167129304E-5,""highestVolDivLTGB"":2.409194892735458E-6,""highestVolDivVol"":3.3064643167129304E-5},{""code"":""002429.SZ"",""time"":1776922631070,""openTime"":1776922826682,""duration"":195612,""updatedTime"":1776922826682,""firstVol"":76300.0,""highestVol"":263800.0,""firstVolDivLTGB"":1.6864364249148205E-5,""firstVolDivVol"":2.3124717968605967E-4,""highestVolDivLTGB"":5.8306936945285666E-5,""highestVolDivVol"":7.989686217642869E-4},{""code"":""002429.SZ"",""time"":1776922872113,""openTime"":1776922917113,""duration"":45000,""updatedTime"":1776922917113,""firstVol"":6400.0,""highestVol"":11500.0,""firstVolDivLTGB"":1.4145731480281587E-6,""firstVolDivVol"":1.9327355482945766E-5,""highestVolDivLTGB"":2.5418111253630976E-6,""highestVolDivVol"":3.4719070040953707E-5},{""code"":""002429.SZ"",""time"":1776922947113,""openTime"":1776923070692,""duration"":123579,""updatedTime"":1776923070692,""firstVol"":376800.0,""highestVol"":376800.0,""firstVolDivLTGB"":8.328299409015784E-5,""firstVolDivVol"":0.001136367851683005,""highestVolDivLTGB"":8.328299409015784E-5,""highestVolDivVol"":0.001136367851683005},{""code"":""002429.SZ"",""time"":1776923085692,""openTime"":1776923132397,""duration"":46705,""updatedTime"":1776923132397,""firstVol"":28631.0,""highestVol"":34281.0,""firstVolDivLTGB"":6.3282255939365955E-6,""firstVolDivVol"":8.615954143418998E-5,""highestVolDivLTGB"":7.577028451180204E-6,""highestVolDivVol"":1.0312451238765119E-4},{""code"":""002429.SZ"",""time"":1776923147397,""openTime"":1776923177397,""duration"":30000,""updatedTime"":1776923177397,""firstVol"":9600.0,""highestVol"":25800.0,""firstVolDivLTGB"":2.121859722042238E-6,""firstVolDivVol"":2.885781750310199E-5,""highestVolDivLTGB"":5.702498002988515E-6,""highestVolDivVol"":7.750976390195448E-5},{""code"":""002429.SZ"",""time"":1776923192397,""openTime"":1776924487469,""duration"":1295072,""updatedTime"":1776924487469,""firstVol"":118800.0,""highestVol"":7105650.0,""firstVolDivLTGB"":2.6258014060272696E-5,""firstVolDivVol"":3.5672709377409427E-4,""highestVolDivLTGB"":0.001570540888950982,""highestVolDivVol"":0.021262748702028683},{""code"":""002429.SZ"",""time"":1776924504480,""openTime"":1776924534480,""duration"":30000,""updatedTime"":1776924534480,""firstVol"":1248081.0,""highestVol"":1248081.0,""firstVolDivLTGB"":2.7585966705689566E-4,""firstVolDivVol"":0.0036580047336433174,""highestVolDivLTGB"":2.7585966705689566E-4,""highestVolDivVol"":0.0036580047336433174},{""code"":""002429.SZ"",""time"":1776924579480,""openTime"":1776924594480,""duration"":15000,""updatedTime"":1776924594480,""firstVol"":38900.0,""highestVol"":38900.0,""firstVolDivLTGB"":8.597952415358652E-6,""firstVolDivVol"":1.1383734148077038E-4,""highestVolDivLTGB"":8.597952415358652E-6,""highestVolDivVol"":1.1383734148077038E-4},{""code"":""002429.SZ"",""time"":1776924610321,""openTime"":1776924675563,""duration"":65242,""updatedTime"":1776924675563,""firstVol"":128400.0,""highestVol"":156900.0,""firstVolDivLTGB"":2.8379873782314933E-5,""firstVolDivVol"":3.755338635029167E-4,""highestVolDivLTGB"":3.467914483212783E-5,""highestVolDivVol"":4.5879280355562375E-4},{""code"":""002429.SZ"",""time"":1776924691263,""openTime"":1776924736263,""duration"":45000,""updatedTime"":1776924736263,""firstVol"":7600.0,""highestVol"":20200.0,""firstVolDivLTGB"":1.6798056132834385E-6,""firstVolDivVol"":2.216960894326692E-5,""highestVolDivLTGB"":4.464746498463876E-6,""highestVolDivVol"":5.891790443364231E-5},{""code"":""002429.SZ"",""time"":1776924751263,""openTime"":1776924826264,""duration"":75001,""updatedTime"":1776924826264,""firstVol"":101600.0,""highestVol"":165200.0,""firstVolDivLTGB"":2.245634872494702E-5,""firstVolDivVol"":2.961225952207562E-4,""highestVolDivLTGB"":3.6513669383476844E-5,""highestVolDivVol"":4.812254493457198E-4},{""code"":""002429.SZ"",""time"":1776924856264,""openTime"":1776924886264,""duration"":30000,""updatedTime"":1776924886264,""firstVol"":1271681.0,""highestVol"":1296381.0,""firstVolDivLTGB"":2.810759055402495E-4,""firstVolDivVol"":0.003695851708484346,""highestVolDivLTGB"":2.8653527378342066E-4,""highestVolDivVol"":0.0037662158975104785},{""code"":""002429.SZ"",""time"":1776925188074,""openTime"":1776925203074,""duration"":15000,""updatedTime"":1776925203074,""firstVol"":8000.0,""highestVol"":8000.0,""firstVolDivLTGB"":1.7682164350351983E-6,""firstVolDivVol"":2.2942040204663646E-5,""highestVolDivLTGB"":1.7682164350351983E-6,""highestVolDivVol"":2.2942040204663646E-5},{""code"":""002429.SZ"",""time"":1776925404775,""openTime"":1776925441356,""duration"":36581,""updatedTime"":1776925441356,""firstVol"":57260.0,""highestVol"":132460.0,""firstVolDivLTGB"":1.2656009133764432E-5,""firstVolDivVol"":1.6277410280512143E-4,""highestVolDivLTGB"":2.9277243623095297E-5,""highestVolDivVol"":3.7643882843460785E-4},{""code"":""002429.SZ"",""time"":1776925466958,""openTime"":1776925503778,""duration"":36820,""updatedTime"":1776925503778,""firstVol"":149941.0,""highestVol"":149941.0,""firstVolDivLTGB"":3.3141017560701584E-5,""firstVolDivVol"":4.255032591050677E-4,""highestVolDivLTGB"":3.3141017560701584E-5,""highestVolDivVol"":4.255032591050677E-4},{""code"":""002429.SZ"",""time"":1776925518778,""openTime"":1776925604468,""duration"":85690,""updatedTime"":1776925604468,""firstVol"":28641.0,""highestVol"":31403.0,""firstVolDivLTGB"":6.33043586448039E-6,""firstVolDivVol"":8.11326952552741E-5,""highestVolDivLTGB"":6.940912588676292E-6,""highestVolDivVol"":8.889720278269221E-5},{""code"":""002429.SZ"",""time"":1776925705258,""openTime"":1776925880115,""duration"":174857,""updatedTime"":1776925880115,""firstVol"":210600.0,""highestVol"":254800.0,""firstVolDivLTGB"":4.65482976523016E-5,""firstVolDivVol"":5.952867030503865E-4,""highestVolDivLTGB"":5.631769345587107E-5,""highestVolDivVol"":7.199924293417713E-4},{""code"":""002429.SZ"",""time"":1776926135886,""openTime"":1776926509511,""duration"":373625,""updatedTime"":1776926509511,""firstVol"":42600.0,""highestVol"":176500.0,""firstVolDivLTGB"":9.41575251656243E-6,""firstVolDivVol"":1.184835078883733E-4,""highestVolDivLTGB"":3.9011275097964065E-5,""highestVolDivVol"":4.90477361190669E-4},{""code"":""002429.SZ"",""time"":1776926549454,""openTime"":1776926832740,""duration"":283286,""updatedTime"":1776926832740,""firstVol"":820400.0,""highestVol"":1756700.0,""firstVolDivLTGB"":1.813305954128596E-4,""firstVolDivVol"":0.002260612901095182,""highestVolDivLTGB"":3.8827822642829163E-4,""highestVolDivVol"":0.004832042977703644},{""code"":""002429.SZ"",""time"":1776926896049,""openTime"":1776926950545,""duration"":54496,""updatedTime"":1776926950545,""firstVol"":85100.0,""highestVol"":85100.0,""firstVolDivLTGB"":1.8809402327686922E-5,""firstVolDivVol"":2.3241280293581886E-4,""highestVolDivLTGB"":1.8809402327686922E-5,""highestVolDivVol"":2.3241280293581886E-4},{""code"":""002429.SZ"",""time"":1776927316697,""openTime"":null,""duration"":283303,""updatedTime"":1776927600000,""firstVol"":234846.0,""highestVol"":952400.0,""firstVolDivLTGB"":5.1907319612784524E-5,""firstVolDivVol"":6.310121658584549E-4,""highestVolDivLTGB"":2.1050616659094038E-4,""highestVolDivVol"":0.0025495658871510845}]",1,CPO+MicroLED+光模块+深圳国资,952400,12476440.0,0.25495658871510846,0.021050618403877605,38,59268757623.3,首板涨停,放量涨停,33,002429,,,,,,,,,,,1,0.0,0,0,0.25495658871510846,
002448.SZ,中原内配,15.11,-0.9829619921363064,涨停, 14:07:37, 14:07:37,"[{""code"":""002448.SZ"",""time"":1776924457468,""openTime"":null,""duration"":3142532,""updatedTime"":1776927600000,""firstVol"":2.95812E7,""highestVol"":2.95812E7,""firstVolDivLTGB"":0.06493692815467544,""firstVolDivVol"":0.47119262218108066,""highestVolDivLTGB"":0.06493692815467544,""highestVolDivVol"":0.47119262218108066}]",1,氢能源+人形机器人+气缸套,3853250,67508940.0,5.368731800981471,0.6637703511998291,0,10170526580.16,首板涨停,放量涨停,33,002448,,,,,,,,,,,1,0.0,0,0,5.368731800981471,
002490.SZ,山东墨龙,10.06,1.0040160642570244,涨停, 11:12:04, 11:12:04,"[{""code"":""002490.SZ"",""time"":1776913924964,""openTime"":null,""duration"":8240030,""updatedTime"":1776927600000,""firstVol"":7.69304E7,""highestVol"":7.69304E7,""firstVolDivLTGB"":0.14201084689194826,""firstVolDivVol"":1.0855847846763018,""highestVolDivLTGB"":0.14201084689194826,""highestVolDivVol"":1.0855847846763018}]",1,油气装备+寿光国资+海外订单+业绩增长,14975599,146311602.23,17.483339044328982,2.7644435706875483,0,5292623940.0,首板涨停,放量涨停,33,002490,,,,,,,,,,,1,0.0,0,0,17.483339044328982,
002606.SZ,大连电瓷,14.49,-0.617283950617283,涨停, 09:30:00, 09:30:00,"[{""code"":""002606.SZ"",""time"":1776907800000,""openTime"":null,""duration"":14364994,""updatedTime"":1776927600000,""firstVol"":2.87273E7,""highestVol"":3.6730221E7,""firstVolDivLTGB"":0.06821285041219642,""firstVolDivVol"":4.744236358832079,""highestVolDivLTGB"":0.08721575193909333,""highestVolDivVol"":3.4366239550429043}]",1,一季报增长+特高压+海外订单+瓷绝缘子,7845895,104664239.3,34.274414348966346,1.8630043964619016,0,5618035013.7,首板涨停,一字涨停||缩量涨停,33,002606,,,,,,,,,,,1,0.0,0,0,34.274414348966346,
