股票代码,股票简称,最新价,所属概念,股票市场类型,涨跌幅:前复权[20260430],区间涨跌幅:前复权[20260424-20260430],所属概念数量,a股市值(不含限售股)[20260430],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],成交量[20260430],market_code,code
300935.SZ,盈建科,34.31,信创;空间计算;AI应用;AI智能体;数据要素;职业教育;人工智能;DeepSeek概念;数字孪生;房屋检测;数据中心;新型城镇化;建筑节能;装配式建筑;一带一路;光伏概念;风电;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,5.99320358,10.109114249037233,18,2067502758.8,32.4,34.33,32.1,34.31,6.889094,2770080,33,300935
301169.SZ,零点有数,70.02,信创;华为概念;数据安全;华为昇腾;阿里巴巴概念;智慧政务;AI智能体;腾讯概念;财税数字化;数据要素;鸿蒙概念;云办公;数据确权;云计算;数字孪生;元宇宙;人工智能;智慧城市;时空大数据;苹果概念;AIGC概念;烟草;DeepSeek概念;数字经济;数字乡村;互联网金融;蚂蚁集团概念;跨境电商;一带一路;跨境支付(CIPS);融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,3.22865989,6.2196601941747485,31,5042072700.72,67.47,71.8,67.47,70.02,6.383606,1799673,33,301169
688083.SH,中望软件,56.71,信创;AI应用;鸿蒙概念;人工智能;新型工业化;数字孪生;职业教育;智能电网;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,5.72334079,6.397748592870552,10,9620638610.66,53.46,57.92,53.46,56.71,8.31469,5164080,17,688083
300310.SZ,宜通世纪,5.72,信创;5G;车联网(车路协同);物联网;华为概念;AIGC概念;智慧灯杆;AI智能体;数据中心;低空经济;工业互联网;机器人概念;算力租赁;DeepSeek概念;共封装光学(CPO);粤港澳大湾区;光伏概念;充电桩;创投;储能;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,-1.03806228,-3.0508474576271287,22,3954651523.68,5.8,5.82,5.69,5.72,2.249134,2.1352519E7,33,300310
603341.SH,龙旗科技,36.81,星闪概念;智能座舱;智能音箱;无线耳机;智能穿戴;车联网(车路协同);虚拟现实;无线充电;AI眼镜;小米概念;汽车电子;小米汽车;物联网;机器人概念;华为概念;空间计算;AI PC;消费电子概念;5G;数字经济;创投;PCB概念;一带一路;回购增持再贷款概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;含H股的A股;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),1.966759,-1.8138170178714317,26,9799294309.11,36.08,37.8,34.99,36.81,7.783933,1.3218641E7,17,603341
688007.SH,光峰科技,14.88,星闪概念;智能座舱;小米概念;AI眼镜;汽车电子;比亚迪概念;华为汽车;新能源汽车;机器人概念;虚拟现实;家用电器;粤港澳大湾区;海工装备;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,1.36239782,-0.13422818791946023,15,6839080648.8,14.21,15.01,14.21,14.88,5.449591,9317637,17,688007
688608.SH,恒玄科技,169.63,星闪概念;智能音箱;语音技术;智能穿戴;无线耳机;小米概念;AI眼镜;芯片概念;消费电子概念;人工智能;华为概念;中国AI 50;阿里巴巴概念;人民币贬值受益;融资融券;沪股通,上证AB股;上证A股;上证上市公司;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创50;科创板,-2.08946609,0.07669616519173773,16,28615518268.05,167,172.19,165.5,169.63,3.861471,7823729,17,688608
688332.SH,中科蓝讯,113.5,星闪概念;语音技术;智能音箱;AI眼镜;智能穿戴;芯片概念;专精特新;物联网;小米概念;消费电子概念;2025年报预增;无线耳机;人工智能;百度概念;共封装光学(CPO);抖音概念(字节概念);独角兽概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,0.39805396,-9.243563089716938,19,13687895700.0,113.05,114.17,111.1,113.5,2.715612,2566217,17,688332
300793.SZ,佳禾智能,14.08,星闪概念;脑机接口;语音技术;车联网(车路协同);新型工业化;机器视觉;智能家居;智能穿戴;虚拟现实;人工智能;智能音箱;机器人概念;小米概念;鸿蒙概念;空间计算;元宇宙;华为概念;无线耳机;人民币贬值受益;AI眼镜;消费电子概念;汽车电子;阿里巴巴概念;换电概念;无人机;医疗器械概念;芯片概念;血氧仪;苹果概念;储能;一带一路;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,-0.70521862,0.4996431120628143,32,5238986720.0,14.05,14.27,13.97,14.08,2.115655,5552700,33,300793
300349.SZ,金卡智能,13.08,星闪概念;传感器;量子科技;鸿蒙概念;人工智能;AI智能体;数据要素;华为概念;物联网;AI应用;智慧城市;芯片概念;云计算;DeepSeek概念;储能;氢能源;绿色电力;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,-0.90909091,-3.468634686346868,19,4836172098.24,13.11,13.35,13.04,13.08,2.348484,5700468,33,300349
002813.SZ,路畅科技,26.46,星闪概念;车联网(车路协同);人工智能;卫星导航;无人驾驶;智能座舱;百度概念;机器人概念;DeepSeek概念;数据安全;汽车电子,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,1.49597238,-2.2895125553914237,11,3171391744.5,26.28,27.12,25.81,26.46,5.024932,3966276,33,002813
002841.SZ,视源股份,36.91,星闪概念;车联网(车路协同);AI应用;人工智能;DeepSeek概念;智能座舱;AIGC概念;智能家居;家用电器;智慧政务;小米概念;AI眼镜;在线教育;机器人概念;智能穿戴;汽车电子;云办公;物业管理;深股通;融资融券,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0,-3.047018649855539,20,19171081977.78,36.92,37.16,36.52,36.91,1.733947,4551545,33,002841
002590.SZ,万安科技,11.89,小米汽车;长安汽车概念;华为汽车;飞行汽车(eVTOL);人形机器人;车联网(车路协同);低空经济;无人驾驶;机器人概念;比亚迪概念;小米概念;毫米波雷达;工业互联网;新能源汽车;独角兽概念;百度概念;无线充电;军工;两轮车;汽车电子;回购增持再贷款概念;绿色电力;融资融券;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-0.58528428,-4.344328238133541,24,5885037124.85,11.89,11.97,11.75,11.89,1.839464,7981061,33,002590
603788.SH,宁波高发,16.88,小米汽车;医疗器械概念;小米概念;新能源汽车;比亚迪概念;特斯拉概念;高股息精选,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,0.71599045,-8.756756756756761,7,3765338347.84,16.68,16.99,16.51,16.88,2.863961,5317600,17,603788
605319.SH,无锡振华,26.82,小米汽车;新能源汽车;特斯拉概念;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通,0.789177,-2.3662176920276616,4,9337423793.22,26.61,26.98,26.46,26.82,1.954152,4261674,17,605319
603210.SH,泰鸿万立,16.52,小米汽车;新能源汽车;锂电池概念;特斯拉概念;储能;小米概念;宁德时代概念;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,1.59901599,2.291021671826632,8,3843832300.0,16.34,16.79,16.3,16.52,3.01353,5619548,17,603210
600651.SH,飞乐音响,6.89,小米汽车;特斯拉概念;小米概念;上海国企改革;比亚迪概念;芯片概念;汽车电子;网络安全;新能源汽车;工业互联网;医疗器械概念;水利;国企改革;核电;融资融券;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),4.23600605,3.143712574850299,16,17273423023.35,6.64,6.99,6.63,6.89,5.446293,3.8903882E7,17,600651
001282.SZ,三联锻造,20.88,小米汽车;机器人概念;新能源汽车;减速器;专精特新;人形机器人;华为汽车;小米概念;比亚迪概念;特斯拉概念;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,2.40313879,-5.6057866184448555,11,1632081024.0,20.39,21.18,20.37,20.88,3.972535,3959576,33,001282
301186.SZ,超达装备,66.46,小米汽车;华为汽车;小米概念;专精特新;新能源汽车;长安汽车概念;特斯拉概念;机器人概念;比亚迪概念;储能;换电概念;锂电池概念;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,2.24615385,-9.92138791000272,13,5112922120.12,65.32,67.5,64.01,66.46,5.36923,2339569,33,301186
301600.SZ,慧翰股份,108.98,小米汽车;比亚迪概念;专精特新;小米概念;智能座舱;长安汽车概念;物联网;车联网(车路协同);宁德时代概念;福建自贸区;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,1.94574369,1.7553688141923527,12,3515531330.0,106.63,109.28,106.63,108.98,2.478952,917260,33,301600
603219.SH,富佳股份,16.63,小米概念;智能家居;家用电器;智能穿戴;机器人概念;人民币贬值受益;PCB概念;工业互联网;创投;共同富裕示范区;回购增持再贷款概念;储能;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通,1.15571776,-4.094579008073822,13,9336082000.0,16.44,16.81,16.17,16.63,3.892944,6661200,17,603219
301336.SZ,趣睡科技,55.75,小米概念;小米汽车;露营经济;智能家居;华为概念;人工智能;西部大开发;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,2.63254786,7.604709515537536,8,1696489057.75,54.31,57.2,54.29,55.75,5.357142,1349610,33,301336
301031.SZ,中熔电气,160.4,小米概念;数据中心;特斯拉概念;专精特新;2025年报预增;新能源汽车;宁德时代概念;华为概念;华为汽车;高压快充;小米汽车;储能;光伏概念;充电桩;风电;西部大开发;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,-2.7643065,7.781212202660942,18,12466148291.6,164,165.44,159.34,160.4,3.697866,3745864,33,301031
300701.SZ,森霸传感,12.03,小米概念;机器视觉;传感器;智能家居;安防;物联网;股权转让(并购重组),全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,1.00755668,2.1222410865874366,7,2996935530.69,11.84,12.09,11.8,12.03,2.434928,4793474,33,300701
300968.SZ,格林精密,11.79,小米概念;机器人概念;智能家居;虚拟现实;华为概念;智能穿戴;AI手机;消费电子概念;智能音箱;粤港澳大湾区;无人机;MR(混合现实);柔性屏(折叠屏);AI眼镜;人民币贬值受益;卫星导航;新型烟草(电子烟);商业航天;富士康概念;医美概念;一带一路;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,0.94178082,0.769230769230768,23,4873750200.0,11.68,11.92,11.51,11.79,3.510273,3526180,33,300968
920768.BJ,拾比佰,12.5,小米概念;家用电器;粤港澳大湾区;融资融券;华为概念,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;北证A股;北证上市公司,1.05092967,1.6260162601625958,5,956178575.0,12.35,12.63,12.33,12.5,2.425222,1777742,151,920768
301045.SZ,天禄科技,48.4,小米概念;华为概念;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,5.6768559,20.21857923497268,3,3374255948.8,45.8,49.98,45.09,48.4,10.676855,5774439,33,301045
301590.SZ,优优绿能,177.19,小米概念;高压快充;新能源汽车;注册制次新股;充电桩;储能;换电概念;粤港澳大湾区;深股通;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,0.04516967,-4.592935601981478,11,1524309046.39,177.11,179.99,173.01,177.19,3.941053,612572,33,301590
002838.SZ,道恩股份,30.04,小米概念;5G;比亚迪概念;特斯拉概念;锂电池概念;华为概念;2026一季报预增;新能源汽车;专精特新;机器人概念;PEEK材料;钛白粉概念;可降解塑料;军工;预制菜;股权转让(并购重组);融资融券;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-2.30894309,5.961199294532619,18,12635776988.96,30.51,30.7,29.74,30.04,3.121951,6640953,33,002838
600058.SH,五矿发展,11.12,小金属概念;央企国企改革;国企改革;一带一路;乡村振兴;统一大市场;融资融券;股权转让(并购重组);沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-1.33096717,-0.8028545941124142,9,11919647106.32,11.14,11.38,11.06,11.12,2.839396,1.1739327E7,17,600058
603663.SH,三祥新材,46.35,小金属概念;稀土永磁;芯片概念;专精特新;宁德时代概念;一体化压铸;核电;固态电池;氢能源;海峡两岸;回购增持再贷款概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-1.82164796,-4.884054996921805,13,19597695412.5,47.5,47.7,46.32,46.35,2.923109,6147314,17,603663
002167.SZ,东方锆业,12.91,小金属概念;稀土永磁;锂电池概念;固态电池;核电;牙科医疗;回购增持再贷款概念;燃料电池;氢能源;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-1.97418375,0.3888024883359309,11,9794984352.33,13.12,13.17,12.87,12.91,2.277904,2.2209842E7,33,002167
001280.SZ,中国铀业,81.84,小金属概念;稀土永磁;超导概念;央企国企改革;一带一路;核电;国企改革;军工;注册制次新股;深股通;中字头股票;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-2.38549618,-0.9081002542680713,13,12937861276.56,83.05,83.45,81.4,81.84,2.445133,1.1123444E7,33,001280
601958.SH,金钼股份,19.58,小金属概念;西部大开发;军工;国企改革;OLED;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-1.16102978,0.7720020586721492,7,63176914152.0,19.75,19.78,19.3,19.58,2.423018,3.08478E7,17,601958
600714.SH,金瑞矿业,22.1,小金属概念;西部大开发;国企改革;央企国企改革,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,10.0049776,20.765027322404375,4,6368695633.3,20.95,22.1,20.6,22.1,7.466401,4.7441201E7,17,600714
002392.SZ,北京利尔,9.21,小金属概念;芯片概念;固态电池;锂电池概念;特钢概念;回购增持再贷款概念;人工智能;中俄贸易概念;AI智能体;碳中和;参股券商;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-0.32467532,6.228373702422156,12,10661003918.91,9.24,9.38,9.19,9.21,2.056277,2.675832E7,33,002392
688480.SH,赛恩斯,97.81,小金属概念;土壤修复;污水处理;净水概念;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,2.84963197,6.349896705447431,5,9323853567.99,94.11,99.96,94,97.81,6.267087,3555549,17,688480
002978.SZ,安宁股份,31.11,小金属概念;钛白粉概念;钒电池;锂电池概念;西部大开发;参股银行;股权转让(并购重组);融资融券;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-1.48828372,-6.1538461538461515,9,11488287049.38,31.5,31.69,30.96,31.11,2.311589,3154557,33,002978
000629.SZ,钒钛股份,3.64,小金属概念;钛白粉概念;钒电池;回购增持再贷款概念;西部大开发;国企改革;氢能源;储能;深股通;融资融券,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-1.35501355,5.507246376811593,10,33817217725.2,3.69,3.71,3.61,3.64,2.710027,1.27272701E8,33,000629
920792.BJ,东和新材,11.56,小金属概念;融资融券;专精特新,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;北证A股;北证上市公司,0.43440487,0.9606986899563426,3,1174800467.28,11.54,11.79,11.39,11.56,3.475238,715991,151,920792
002225.SZ,濮耐股份,4.5,小金属概念;燃料电池;中俄贸易概念;氢能源;碳中和;证金持股;俄乌冲突概念;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-2.17391304,-21.602787456445995,8,4268799414.0,4.62,4.72,4.43,4.5,6.304347,1.094175E8,33,002225
600367.SH,红星发展,23.47,小金属概念;钠离子电池;固态电池;锂电池概念;西部大开发;国企改革;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),1.07665805,4.496883348174523,8,7556710581.54,23.4,23.87,23.05,23.47,3.531438,4.7511035E7,17,600367
300619.SZ,金银河,41.03,小金属概念;钠离子电池;硅能源;固态电池;锂电池概念;有机硅概念;光伏概念;高端装备;新能源汽车;粤港澳大湾区;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,-2.30952381,-10.920538428137213,11,6010340930.88,41.86,42.16,40.94,41.03,2.904761,7180911,33,300619
600868.SH,梅雁吉祥,3.41,小金属概念;绿色电力;水泥概念;氢能源;新型城镇化;回购增持再贷款概念;储能;水利;职业教育;粤港澳大湾区;数据要素;智慧城市;时空大数据;融资融券;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),1.18694362,-4.481792717086827,15,6472686995.39,3.39,3.43,3.37,3.41,1.780415,4.8746007E7,17,600868
688750.SH,金天钛业,18.68,小金属概念;军工;专精特新;航空发动机;商业航天;核电;飞行汽车(eVTOL);高端装备;大飞机;国企改革;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,1.35648399,0.3761418592154771,12,4350914329.68,18.38,18.69,18.3,18.68,2.116115,2991002,17,688750
002738.SZ,中矿资源,90.79,小金属概念;金属铜;稀土永磁;金属回收;动力电池回收;锂电池概念;2026一季报预增;特斯拉概念;一带一路;融资融券;深股通,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-0.55859803,12.993154947106426,11,64572392480.54,90.29,94.5,89.75,90.79,5.202628,3.1997103E7,33,002738
000816.SZ,智慧农业,3.23,小金属概念;金属铜;金属铅;金属锌;盐湖提锂;农村电商;乡村振兴;农机;储能;数字乡村;减速器;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,0.62305296,3.1948881789137404,12,4649614302.56,3.21,3.24,3.19,3.23,1.557632,2.4163819E7,33,000816
000850.SZ,华茂股份,4.54,小金属概念;金属铜;金属铅;金属锌;参股银行;冷链物流;国企改革;参股保险;创投;数字经济;参股券商;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,-1.08932462,-2.7837259100642378,12,4282924148.02,4.59,4.65,4.52,4.54,2.832244,9185780,33,000850
002125.SZ,湘潭电化,15.27,小金属概念;金属镍;钠离子电池;固态电池;锂电池概念;宁德时代概念;比亚迪概念;污水处理;国企改革;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,1.6644474,9.698275862068963,11,9612638054.91,15.05,15.63,14.97,15.27,4.394141,6.4864747E7,33,002125
002203.SZ,海亮股份,17.99,小金属概念;金属镍;金属铜;PET铜箔;固态电池;锂电池概念;液冷服务器;钒电池;特斯拉概念;回购增持再贷款概念;华为概念;参股银行;深股通;融资融券;绿色电力,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-0.05555556,1.984126984126972,15,39796421429.31,17.6,18.36,17.4,17.99,5.333333,6.1767136E7,33,002203
002345.SZ,潮宏基,10.57,小金属概念;黄金概念;IP经济(谷子经济);NFT概念;2025年报预增;高股息精选;培育钻石;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-6.04444444,-2.6703499079189608,8,9166614388.05,11.25,11.66,10.56,10.57,9.777777,4.3429306E7,33,002345
600456.SH,宝钛股份,33.41,小金属概念;航空发动机;商业航天;军工;大飞机;3D打印;核电;国产航母;无人机;苹果概念;海工装备;燃料电池;回购增持再贷款概念;西部大开发;国企改革;融资融券;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-0.59506099,-5.08522727272729,17,15962547577.99,33.62,33.85,33.18,33.41,1.993454,7342751,17,600456
002176.SZ,江特电机,16.05,小金属概念;固态电池;锂电池概念;新能源汽车;人形机器人;机器人概念;军工;无人机;飞行汽车(eVTOL);风电;低空经济;大飞机;抽水蓄能;深股通;融资融券;股权转让(并购重组),全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-0.24860162,29.644588045234244,16,27340002708.0,16.27,16.97,15.85,16.05,6.960845,3.41734502E8,33,002176
603399.SH,永杉锂业,19.39,小金属概念;固态电池;锂电池概念;股权转让(并购重组);专精特新;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),9.98298355,43.41715976331362,7,9933315684.11,19.39,19.39,19.39,19.39,0,8690269,17,603399
002628.SZ,成都路桥,5.51,小金属概念;氟化工概念;西部大开发;新疆振兴;装配式建筑;无人驾驶;机器人概念;PPP概念;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,0.18181818,-0.8992805755395652,9,4153354259.02,5.58,5.69,5.39,5.51,5.454545,3.6296554E7,33,002628
000962.SZ,东方钽业,43.87,小金属概念;超导概念;超级电容;可控核聚变;航空发动机;3D打印;商业航天;核电;芯片概念;央企国企改革;西部大开发;国企改革;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-1.17143501,-7.797393862967636,13,22008106986.02,44.2,44.5,43.22,43.87,2.883532,1.1674857E7,33,000962
000636.SZ,风华高科,25.09,小金属概念;5G;AI眼镜;超级电容;汽车电子;卫星导航;智能穿戴;液冷服务器;东数西算(算力);共封装光学(CPO);传感器;商业航天;无人机;华为概念;粤港澳大湾区;比亚迪概念;低空经济;高压快充;机器人概念;锂电池概念;创投;光伏概念;储能;国企改革;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-0.75158228,13.222021660649819,26,29029458954.99,25.51,25.58,24.54,25.09,4.113924,9.281233E7,33,000636
