股票代码,股票简称,最新价,所属概念,股票市场类型,涨跌幅:前复权[20260430],区间涨跌幅:前复权[20260424-20260430],所属概念数量,a股市值(不含限售股)[20260430],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],成交量[20260430],market_code,code
300295.SZ,*ST三六五,12.62,租售同权;养老概念;文化传媒概念;人工智能;数据要素;AI应用;互联网金融;AI智能体;DeepSeek概念;ST板块,*ST;全部AB股;全部A股;全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司;风险警示板,1.20288693,18.27553889409559,10,2114535720.32,12.66,12.78,12.22,12.62,4.490777,1.0074447E7,33,300295
600638.SH,新黄浦,6.25,租售同权;信托概念;物业管理;互联网金融;期货概念;国企改革,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,1.95758564,-3.5493827160493887,6,4208729912.5,6.1,6.28,6.1,6.25,2.936378,1.3162367E7,17,600638
600605.SH,汇通能源,31.6,租售同权;芯片概念;物业管理;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通,-1.77183712,5.650284185891011,4,6518524756.4,32.86,32.86,31.21,31.6,5.129002,4413615,17,600605
000002.SZ,万科A,3.91,租售同权;物业管理;养老概念;超级品牌;冰雪产业;体育产业;同花顺漂亮100;装配式建筑;证金持股;冷链物流;空间计算;智能物流;粤港澳大湾区;机器人概念;深股通;融资融券,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;含H股的A股;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,1.03359173,2.624671916010501,16,37993219232.15,3.87,3.95,3.83,3.91,3.100775,1.65954127E8,33,000002
000560.SZ,我爱我家,2.97,租售同权;物业管理;西部大开发;京津冀一体化;数字经济;深股通;鸿蒙概念;AIGC概念;数据要素;人工智能;ChatGPT概念;华为概念;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,1.02040816,2.413793103448286,13,6945155496.18,2.94,2.98,2.92,2.97,2.040816,8.8994986E7,33,000560
603682.SH,锦和商管,8.65,租售同权;物业管理;新型城镇化;IP经济(谷子经济);小红书概念;高股息精选,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,2.12514758,21.488764044943824,6,4087125000.0,8.59,8.82,8.47,8.65,4.132231,1.8938949E7,17,603682
600048.SH,保利发展,6.14,租售同权;物业管理;同花顺漂亮100;证金持股;国企改革;央企国企改革;沪股通;融资融券;智能家居,上证180;上证AB股;上证A股;上证上市公司;上证主板A股;中证800;中证A50;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),0,4.599659284497437,9,73498522586.52,6.11,6.2,6.04,6.14,2.605863,1.17567446E8,17,600048
002285.SZ,世联行,3.12,租售同权;物业管理;特色小镇;养老概念;化债概念(AMC概念);新型城镇化;横琴新区;互联网金融;国企改革;粤港澳大湾区;华为概念;云计算;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,3.65448505,5.050505050505047,14,6162743967.12,3.03,3.13,3.01,3.12,3.98671,5.924656E7,33,002285
000056.SZ,*ST皇庭,1.74,租售同权;物业管理;ST板块;智能物流;物联网;芯片概念;固态电池,*ST;全部AB股;全部A股;全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股;风险警示板,-4.91803279,-9.844559585492226,7,1572495781.92,1.81,1.84,1.74,1.74,5.46448,1.06272212E8,33,000056
002305.SZ,*ST南置,2.23,租售同权;物业管理;ST板块;特色小镇;雄安新区;PPP概念;国企改革;央企国企改革,*ST;全部AB股;全部A股;全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股;风险警示板,-0.44642857,0.0,8,3867050305.48,2.24,2.24,2.21,2.23,1.339285,1.96978E7,33,002305
000090.SZ,天健集团,3.52,租售同权;物业管理;深圳国企改革;国企改革;新型城镇化;粤港澳大湾区;人工智能;数字孪生;机器人概念;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.57142857,-1.9498607242339787,11,6576878647.68,3.54,3.55,3.49,3.52,1.714285,2.3231601E7,33,000090
300947.SZ,德必集团,17.52,租售同权;物业管理;IP经济(谷子经济);旅游概念;AI应用;ChatGPT概念;元宇宙;新型城镇化;建筑节能;人工智能;DeepSeek概念;空间计算;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,0.97982709,1.0380622837370226,13,2646881847.12,17.31,17.82,17.21,17.52,3.51585,4179494,33,300947
600325.SH,华发股份,3.46,租售同权;物业管理;广东自贸区;冰雪产业;旅游概念;证金持股;国企改革;回购增持再贷款概念;横琴新区;数字经济;沪股通;融资融券;粤港澳大湾区;华为概念,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-3.35195531,-1.7045454545454561,14,9522446321.36,3.52,3.52,3.37,3.46,4.189944,7.8538204E7,17,600325
600649.SH,城投控股,4.27,租售同权;物业管理;参股券商;上海国企改革;参股银行;新型城镇化;国企改革;沪股通;融资融券;宁德时代概念,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),0,0.7075471698113057,10,10694218279.36,4.24,4.31,4.19,4.27,2.810304,2.98544E7,17,600649
000863.SZ,三湘印象,4.85,租售同权;文化传媒概念;Web3.0;人工智能;数字经济;元宇宙;旅游概念;物业管理;IP经济(谷子经济);虚拟现实;创投;智能家居;一带一路;光伏建筑一体化;长三角一体化;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,6.35964912,9.234234234234217,17,5641596474.8,4.6,4.9,4.52,4.85,8.333333,4.0559736E7,33,000863
002244.SZ,滨江集团,9.55,租售同权;特色小镇;物业管理;证金持股;乡村振兴;养老概念;深股通;融资融券;海峡两岸;固态电池;共同富裕示范区,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,1.59574468,-6.647116324535676,11,26334596197.0,9.42,9.77,9.18,9.55,6.276595,4.3676804E7,33,002244
001979.SZ,招商蛇口,8.7,租售同权;免税店;物业管理;国企改革;养老概念;深股通;融资融券;央企国企改革;回购增持再贷款概念;粤港澳大湾区;低空经济,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,-1.47225368,0.928074245939676,11,73198176745.8,8.87,8.92,8.58,8.7,3.850509,5.669356E7,33,001979
600604.SH,市北高新,4.83,租售同权;蚂蚁集团概念;创投;数字经济;DeepSeek概念;国企改革;融资融券;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-0.41237113,-4.921259842519684,8,6798006703.32,4.84,4.86,4.79,4.83,1.443298,8372200,17,600604
000838.SZ,*ST发展,1.95,租售同权;固废处理;污水处理;西部大开发;ST板块;股权转让(并购重组),*ST;全部AB股;全部A股;全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股;风险警示板,4.83870968,14.035087719298245,6,2054843417.25,1.92,1.95,1.92,1.95,1.612903,1.7008701E7,33,000838
002563.SZ,森马服饰,6.06,足球概念;网红经济;三胎概念;体育产业;高股息精选;跨境电商;IP经济(谷子经济);共同富裕示范区;数字经济;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0,13.271028037383179,11,13374982307.4,6.08,6.13,6,6.06,2.145214,4.9349892E7,33,002563
002887.SZ,绿茵生态,13.3,足球概念;土壤修复;污水处理;新型城镇化;PPP概念;体育产业;露营经济;碳中和;冰雪产业;碳交易;乡村振兴;水利;雄安新区;旅游概念;京津冀一体化;IP经济(谷子经济),全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,1.06382979,4.972375690607741,16,2889174175.3,13.3,13.73,12.93,13.3,6.079027,1.0361786E7,33,002887
002415.SZ,海康威视,36.29,足球概念;同花顺漂亮100;智慧城市;养老概念;数据安全;多模态AI;人脸识别;智慧政务;人工智能;AI应用;智能家居;物联网;工业互联网;数字乡村;安防;证金持股;深股通;融资融券;机器人概念;机器视觉;国企改革;存储芯片;无人机;同花顺出海50;汽车电子;回购增持再贷款概念;无人驾驶;央企国企改革;光纤概念,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,4.25165182,8.360704687966548,29,328293935075.91,34.75,36.84,34.57,36.29,6.521114,1.17530949E8,33,002415
605099.SH,共创草坪,48.42,足球概念;体育产业;人民币贬值受益;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通,9.99545661,24.954838709677425,4,19438350483.24,44.9,48.42,44.9,48.42,7.996365,7335833,17,605099
001300.SZ,三柏硕,18.05,足球概念;体育产业;跨境电商;人民币贬值受益;回购增持再贷款概念,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,3.43839542,5.064027939464499,5,4400155247.7,17.57,18.29,17.4,18.05,5.100286,5224200,33,001300
301287.SZ,康力源,44.48,足球概念;体育产业;冰雪产业;跨境电商;养老概念;人民币贬值受益;参股银行;一带一路;物联网;人工智能;消费电子概念;DeepSeek概念;AIGC概念;AI智能体;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,2.0417527,9.854285008644096,15,757554448.0,43.95,45.55,42.99,44.48,5.872906,1584700,33,301287
300651.SZ,金陵体育,36.08,足球概念;体育产业;2025年报预增,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,13.24544884,26.507713884992985,3,3729851721.2,32.67,38.2,32.39,36.08,18.236032,2.9956452E7,33,300651
300980.SZ,祥源新材,33.21,足球概念;华为概念;专精特新;机器人概念;人形机器人;小米概念;长安汽车概念;新能源汽车;柔性屏(折叠屏);消费电子概念;锂电池概念;有机硅概念;建筑节能;2025年报预增;一带一路;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,-1.91966923,0.3323262839879137,16,3265919488.08,33.64,34.06,32.96,33.21,3.24867,3615208,33,300980
605299.SH,舒华体育,25.98,足球概念;冰雪产业;体育产业;跨境电商;养老概念;海峡两岸;人工智能;AIGC概念;DeepSeek概念;鸿蒙概念;华为概念,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,9.9915326,32.415902140672785,11,10631705067.54,24.16,25.98,24.16,25.98,7.705334,2.3152232E7,17,605299
603558.SH,健盛集团,13.02,足球概念;冰雪产业;体育产业;高股息精选;光伏建筑一体化;绿色电力;人民币贬值受益,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,0.30816641,-2.2522522522522577,7,4461147397.98,13.07,13.29,12.88,13.02,3.158705,5593420,17,603558
002395.SZ,双象股份,20.17,足球概念;丙烯酸;体育产业;煤化工概念;消费电子概念;光伏概念;MR(混合现实);融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,2.4898374,11.559734513274355,8,5409306698.52,19.79,20.78,19.75,20.17,5.233739,1.7289381E7,33,002395
600221.SH,海航控股,1.51,自由贸易港;雄安新区;海南自贸区;融资融券;股权转让(并购重组);沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),4.86111111,4.1379310344827624,6,64696727548.83,1.5,1.57,1.5,1.51,4.861111,1.13523726E9,17,600221
000564.SZ,供销大集,1.75,自由贸易港;物业管理;统一大市场;无人零售;跨境电商;冷链物流;IP经济(谷子经济);网红经济;乡村振兴;供销社;农村电商;新疆振兴;西部大开发;百度概念;军民融合;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.57471264,-3.8461538461538494,17,26416039168.75,1.73,1.78,1.73,1.75,2.873563,2.34052813E8,33,000564
603535.SH,嘉诚国际,7.93,自由贸易港;跨境电商;统一大市场;智能物流;数字经济;拼多多概念;粤港澳大湾区;物联网;阿里巴巴概念;低空经济;无人驾驶;抖音概念(字节概念);航运概念;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通,-2.33990148,-2.8186274509803972,14,4051582364.83,7.97,7.98,7.66,7.93,3.940886,9283515,17,603535
002320.SZ,海峡股份,8.5,自由贸易港;海南自贸区;旅游概念;航运概念;国企改革;股权转让(并购重组);央企国企改革;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,1.79640719,3.406326034063252,9,19004282889.5,8.37,8.56,8.32,8.5,2.874251,1.8123089E7,33,002320
605296.SH,神农集团,29.96,猪肉;预制菜;乡村振兴;西部大开发;回购增持再贷款概念;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通,1.73174873,-1.187335092348283,6,15518813163.28,29.47,30.38,29.25,29.96,3.837011,4153710,17,605296
002726.SZ,ST龙大,2.86,猪肉;预制菜;ST板块,ST;全部AB股;全部A股;全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股;风险警示板,-4.9833887,-9.20634920634921,3,3084148461.68,2.86,2.86,2.86,2.86,0,1267100,33,002726
002124.SZ,天邦食品,2.61,猪肉;预制菜;绿色电力;机器人概念;元宇宙;深股通;摘帽,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-1.50943396,-9.05923344947736,7,5147360132.13,2.61,2.68,2.59,2.61,3.396226,1.3166701E8,33,002124
603363.SH,傲农生物,3.39,猪肉;预制菜;冷链物流;海峡两岸;沪股通;摘帽,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通,-0.87719298,-6.611570247933877,6,7265197292.55,3.4,3.44,3.35,3.39,2.631578,4.7424445E7,17,603363
600073.SH,光明肉业,5.88,猪肉;预制菜;国企改革;上海国企改革;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-0.67567568,0.6849315068493157,6,5513849295.36,5.92,5.92,5.86,5.88,1.013513,5979102,17,600073
000702.SZ,正虹科技,7.13,猪肉;预制菜;国企改革;参股券商;阿里巴巴概念,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,1.85714286,5.943536404160467,5,1901104526.88,7,7.18,6.93,7.13,3.571428,1.00612E7,33,000702
002330.SZ,得利斯,4.75,猪肉;预制菜;宠物经济;冷链物流;网红经济;乡村振兴;回购增持再贷款概念;绿色电力,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,-0.41928721,3.036876355748366,8,3016958652.5,4.76,4.82,4.72,4.75,2.096436,9943359,33,002330
300498.SZ,温氏股份,16.44,猪肉;养鸡;预制菜;禽流感;乡村振兴;基因测序;回购增持再贷款概念;深股通;融资融券,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深300;沪深AB股;沪深A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司,1.98511166,2.621722846441958,9,97806538015.56,16.01,16.64,15.93,16.44,4.404466,6.2800093E7,33,300498
000876.SZ,新希望,8.73,猪肉;养鸡;预制菜;农村电商;乡村振兴;参股银行;西部大开发;深股通;融资融券;一带一路,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,0.1146789,0.5760368663594552,10,39285031628.79,8.65,8.79,8.62,8.73,1.949541,2.9839926E7,33,000876
002840.SZ,华统股份,12.72,猪肉;养鸡;预制菜;冷链物流;碳中和;绿色电力;回购增持再贷款概念;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,4.00654129,0.7125890736342031,9,10133102550.48,12.23,12.95,11.85,12.72,8.994276,3.6035943E7,33,002840
002567.SZ,唐人神,4.16,猪肉;养鸡;预制菜;合成生物;人造肉;回购增持再贷款概念;融资融券;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.24096386,0.2409638554216816,8,5955732311.36,4.15,4.21,4.12,4.16,2.168674,2.0550894E7,33,002567
603477.SH,巨星农牧,18.81,猪肉;养鸡;西部大开发;回购增持再贷款概念;AI应用;比亚迪概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),1.67567568,3.8652678078409677,8,9594424430.91,18.5,19.1,18.31,18.81,4.27027,1.8716562E7,17,603477
603609.SH,禾丰股份,7.01,猪肉;养鸡;生态农业;宠物经济;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),0.57388809,2.3357664233576667,6,6367120842.33,7.02,7.07,6.96,7.01,1.578192,5092250,17,603609
600975.SH,新五丰,5.62,猪肉;乡村振兴;冷链物流;国企改革;沪股通;华为概念;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),0.17825312,0.3571428571428654,7,7023098978.8,5.59,5.69,5.56,5.62,2.31729,1.4096315E7,17,600975
002157.SZ,正邦科技,3.47,猪肉;土地流转;乡村振兴;碳中和;深股通;融资融券,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,5.15151515,6.7692307692307745,6,27022472618.42,3.27,3.5,3.24,3.47,7.878787,5.78866393E8,33,002157
002311.SZ,海大集团,49.98,猪肉;同花顺漂亮100;生态农业;宠物经济;深股通;融资融券,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,0.34129693,6.703672075149431,6,82174785282.66,49.65,51.1,49.41,49.98,3.392892,1.1135688E7,33,002311
002714.SZ,牧原股份,44.7,猪肉;同花顺漂亮100;合成生物;乡村振兴;参股银行;回购增持再贷款概念;深股通;融资融券,中证800;中证A50;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;含H股的A股;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,0.1792918,2.7822487928259387,8,169868482629.6,44,45.38,43.81,44.7,3.518601,4.332485E7,33,002714
001201.SZ,东瑞股份,13.23,猪肉;绿色电力;粤港澳大湾区,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,0.07564297,1.7692307692307725,3,2665051663.05,13.22,13.45,13.13,13.23,2.420574,4458947,33,001201
000735.SZ,罗牛山,6.58,猪肉;海南自贸区;养鸡;生态农业;乡村振兴;动物疫苗;宠物经济;冷链物流;统一大市场;自由贸易港;职业教育;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,2.65210608,-3.3773861967694505,13,7572905661.86,6.38,6.76,6.38,6.58,5.928237,2.8554909E7,33,000735
002100.SZ,天康生物,7.95,猪肉;动物疫苗;玉米;禽流感;预制菜;宠物经济;新疆振兴;国企改革;西部大开发;回购增持再贷款概念;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,1.40306122,1.7925736235595464,12,10853749544.25,7.78,8.06,7.7,7.95,4.591836,3.4866835E7,33,002100
001233.SZ,海安集团,60.63,注册制次新股;专精特新;人民币贬值受益;海峡两岸;高端装备;中俄贸易概念;一带一路;俄乌冲突概念;深股通;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,1.88203663,-11.50197051525325,11,2145448329.6,58.5,62.95,55.5,60.63,12.518904,5280482,33,001233
603248.SH,锡华科技,25.61,注册制次新股;专精特新;高端装备;风电;新股与次新股;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,-1.53787005,2.1132376395534336,6,1775001389.98,25.98,25.98,25.51,25.61,1.806997,5409950,17,603248
301668.SZ,昊创瑞通,44.39,注册制次新股;智能电网;风电;专精特新;深股通;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,-0.47085202,-10.39563988696003,7,1079945355.47,44.6,45.13,44.24,44.39,1.995515,1080055,33,301668
603352.SH,至信股份,35.72,注册制次新股;长安汽车概念;专精特新;比亚迪概念;新能源汽车;西部大开发;宁德时代概念;新股与次新股;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,-1.38045279,-5.377483443708613,9,1586767127.84,35.61,35.92,35.58,35.72,0.938707,1536779,17,603352
603376.SH,大明电子,30.27,注册制次新股;长安汽车概念;无人驾驶;比亚迪概念;共同富裕示范区;传感器;新能源汽车;专精特新;汽车电子;新股与次新股;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,-0.42763158,-7.572519083969468,11,939508061.19,30.39,30.53,30.22,30.27,1.019736,685585,17,603376
603418.SH,友升股份,51.65,注册制次新股;一体化压铸;华为汽车;小米汽车;比亚迪概念;特斯拉概念;小米概念;新能源汽车;宁德时代概念;新股与次新股;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,1.03677621,2.704314973155696,11,2136482209.8,51.1,52.2,50.91,51.65,2.523474,1345395,17,603418
603014.SH,威高血净,35.95,注册制次新股;医疗器械概念;一带一路;股权转让(并购重组);新股与次新股;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,-0.24972253,-3.2040926225094175,6,1415255585.4,35.67,36.13,35.67,35.95,1.276359,708359,17,603014
001312.SZ,福恩股份,23.46,注册制次新股;一带一路;人民币贬值受益;新股与次新股;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股,-1.22105263,-12.885258076494614,5,1340979910.74,23.76,23.76,23.25,23.46,2.147368,6774772,33,001312
