股票代码,股票简称,最新价,最新涨跌幅,涨停[20260427],首次涨停时间[20260427],最终涨停时间[20260427],涨停明细数据[20260427],连续涨停天数[20260427],涨停原因类别[20260427],涨停封单量[20260427],涨停封单额[20260427],涨停封单量占成交量比[20260427],涨停封单量占流通a股比[20260427],涨停开板次数[20260427],a股市值(不含限售股)[20260427],几天几板[20260427],涨停类型[20260427],market_code,code,所属概念,主力资金流向区间增长值[20260424-20260430],主力资金流向[20260427],主力资金流向[20260430],量比[20260430],所属概念数量,a股市值(不含限售股)[20260430],换手率[20260430],振幅[20260430],主力资金流向[20260428],主力资金流向[20260429],主力资金流向[20260424],lbc,main,chg5,amt,volr,concepts
301248.SZ,杰创智能,85.2,0.023479690068086426,涨停, 10:24:19, 10:24:19,"[{""code"":""301248.SZ"",""time"":1777256659929,""openTime"":null,""duration"":11127043,""updatedTime"":1777273200000,""firstVol"":6964600.0,""highestVol"":6964600.0,""firstVolDivLTGB"":0.06200196387922232,""firstVolDivVol"":0.49980247159878877,""highestVolDivLTGB"":0.06200196387922232,""highestVolDivVol"":0.49980247159878877}]",1,智算云服务+扭亏为盈+华为昇腾,853026,69726345.24,5.563486742836936,0.7594016489107415,0,9181747938.0,首板涨停,放量涨停,33,301248,,,,,,,,,,,,,1,0.0,0,0,5.563486742836936,
301500.SZ,飞南资源,29.14,-1.3874788494077839,涨停, 09:30:00, 10:09:10,"[{""code"":""301500.SZ"",""time"":1777253400000,""openTime"":1777253547255,""duration"":147255,""updatedTime"":1777253547255,""firstVol"":2.1637028E7,""highestVol"":2.1637028E7,""firstVolDivLTGB"":0.1502042878412754,""firstVolDivVol"":9.596530227013064,""highestVolDivLTGB"":0.1502042878412754,""highestVolDivVol"":9.596530227013064},{""code"":""301500.SZ"",""time"":1777253763454,""openTime"":1777253795024,""duration"":31570,""updatedTime"":1777253795024,""firstVol"":192200.0,""highestVol"":192200.0,""firstVolDivLTGB"":0.0013342527505669046,""firstVolDivVol"":0.007120107621056463,""highestVolDivLTGB"":0.0013342527505669046,""highestVolDivVol"":0.007120107621056463},{""code"":""301500.SZ"",""time"":1777253830487,""openTime"":1777255428744,""duration"":1598257,""updatedTime"":1777255428744,""firstVol"":1367700.0,""highestVol"":6443640.0,""firstVolDivLTGB"":0.00949457589464285,""firstVolDivVol"":0.047108861942618326,""highestVolDivLTGB"":0.044731760633001716,""highestVolDivVol"":0.21442409372307278},{""code"":""301500.SZ"",""time"":1777255443744,""openTime"":1777255475527,""duration"":31783,""updatedTime"":1777255475527,""firstVol"":4207.0,""highestVol"":4207.0,""firstVolDivLTGB"":2.920500167343896E-5,""firstVolDivVol"":1.1572889673802411E-4,""highestVolDivLTGB"":2.920500167343896E-5,""highestVolDivVol"":1.1572889673802411E-4},{""code"":""301500.SZ"",""time"":1777255494584,""openTime"":1777255562073,""duration"":67489,""updatedTime"":1777255562073,""firstVol"":27700.0,""highestVol"":109278.0,""firstVolDivLTGB"":1.9229345052395038E-4,""firstVolDivVol"":7.490434147726505E-4,""highestVolDivLTGB"":7.586080753197201E-4,""highestVolDivVol"":0.0029453698816725585},{""code"":""301500.SZ"",""time"":1777255577073,""openTime"":1777255592073,""duration"":15000,""updatedTime"":1777255592073,""firstVol"":79196.0,""highestVol"":79196.0,""firstVolDivLTGB"":5.497787764510749E-4,""firstVolDivVol"":0.0021142385030606214,""highestVolDivLTGB"":5.497787764510749E-4,""highestVolDivVol"":0.0021142385030606214},{""code"":""301500.SZ"",""time"":1777255607073,""openTime"":1777255622073,""duration"":15000,""updatedTime"":1777255622073,""firstVol"":18696.0,""highestVol"":18696.0,""firstVolDivLTGB"":1.2978766610093054E-4,""firstVolDivVol"":4.932148140456689E-4,""highestVolDivLTGB"":1.2978766610093054E-4,""highestVolDivVol"":4.932148140456689E-4},{""code"":""301500.SZ"",""time"":1777255750268,""openTime"":null,""duration"":12036704,""updatedTime"":1777273200000,""firstVol"":70420.0,""highestVol"":5525920.0,""firstVolDivLTGB"":4.8885576844392E-4,""firstVolDivVol"":0.0018207071438322447,""highestVolDivLTGB"":0.038360946719108585,""highestVolDivVol"":0.14185473515702052}]",1,一季报暴增+新能源材料+危废资源化,2949158,89418470.56,7.251037329605449,2.0473060215173735,7,4367616253.76,首板涨停,T字涨停||放量涨停,33,301500,,,,,,,,,,,,,1,0.0,0,0,7.251037329605449,
600152.SH,维科技术,14.85,2.4137931034482736,涨停, 13:01:26, 13:22:44,"[{""code"":""600152.SH"",""time"":1777266086715,""openTime"":1777267348021,""duration"":1261306,""updatedTime"":1777267348021,""firstVol"":4736500.0,""highestVol"":1.06544E7,""firstVolDivLTGB"":0.008952342925860604,""firstVolDivVol"":0.03752259099222374,""highestVolDivLTGB"":0.020137621127264693,""highestVolDivVol"":0.0840713684359072},{""code"":""600152.SH"",""time"":1777267364623,""openTime"":null,""duration"":5835377,""updatedTime"":1777273200000,""firstVol"":5067600.0,""highestVol"":5713400.0,""firstVolDivLTGB"":0.009578146946287596,""firstVolDivVol"":0.03525485119441844,""highestVolDivLTGB"":0.010798757747833206,""highestVolDivVol"":0.039371853073676924}]",2,钠电储能+高倍率电池扩产+锂电产业链,3424567,48834325.42,2.3249597383169665,0.6472690416253705,1,7544671887.5,2天2板,放量涨停,17,600152,固态电池;锂电池概念;钠离子电池;消费电子概念;新型烟草(电子烟);换电概念;储能;无人机;数据中心;机器人概念;华为汽车;华为概念;两轮车;共同富裕示范区,18874189.0,,109101232.0,1.399024,14.0,7856828718.75,29.999891,10.827586,6298119.0,147600930.0,90227043.0,2,0.0,0,0,2.3249597383169665,固态电池;锂电池概念;钠离子电池;消费电子概念;新型烟草(电子烟);换电概念;储能;无人机;数据中心;机器人概念;华为汽车;华为概念;两轮车;共同富裕示范区
600238.SH,*ST椰岛,5.64,2.5454545454545396,涨停, 13:04:38, 13:06:34,"[{""code"":""600238.SH"",""time"":1777266278256,""openTime"":1777266333200,""duration"":54944,""updatedTime"":1777266333200,""firstVol"":5321.0,""highestVol"":5321.0,""firstVolDivLTGB"":1.195001037344445E-5,""firstVolDivVol"":3.913804793450993E-4,""highestVolDivLTGB"":1.195001037344445E-5,""highestVolDivVol"":3.913804793450993E-4},{""code"":""600238.SH"",""time"":1777266394895,""openTime"":null,""duration"":6805105,""updatedTime"":1777273200000,""firstVol"":5800.0,""highestVol"":647390.0,""firstVolDivLTGB"":1.3025758347298967E-5,""firstVolDivVol"":4.26145777417007E-4,""highestVolDivLTGB"":0.0014539216718030825,""highestVolDivVol"":0.04541087728660696}]",1,退市博弈+保健酒+海南国资,647390,3385849.7,4.541087728660696,0.14539216718030826,1,2328770363.4,首板涨停,放量涨停,22,600238,,,,,,,,,,,,,1,0.0,0,0,4.541087728660696,
600246.SH,万通发展,11.28,10.048780487804873,涨停, 10:38:31, 10:38:31,"[{""code"":""600246.SH"",""time"":1777257511621,""openTime"":null,""duration"":10275351,""updatedTime"":1777273200000,""firstVol"":7.4584472E7,""highestVol"":7.4584472E7,""firstVolDivLTGB"":0.03945407309087184,""firstVolDivVol"":0.6837722573868829,""highestVolDivLTGB"":0.03945407309087184,""highestVolDivVol"":0.6837722573868829}]",1,PCIe5.0芯片+商业航天+科技转型+房地产,8300500,88566335.0,6.515702946147246,0.4390840679153452,0,20170701118.92,首板涨停,放量涨停,17,600246,存储芯片;卫星导航;毫米波雷达;芯片概念;5G;商业航天;数字经济;创投;京津冀一体化;物业管理;沪股通;融资融券,226075796.0,234903842.0,201307220.0,1.699917,12.0,21323852729.28,8.672855,9.463414,,,,1,234903842.0,0,0,6.515702946147246,存储芯片;卫星导航;毫米波雷达;芯片概念;5G;商业航天;数字经济;创投;京津冀一体化;物业管理;沪股通;融资融券
600338.SH,西藏珠峰,27.58,-0.10865628395509286,涨停, 09:37:53, 10:20:43,"[{""code"":""600338.SH"",""time"":1777253873551,""openTime"":1777253888551,""duration"":15000,""updatedTime"":1777253888551,""firstVol"":1.036837E7,""highestVol"":1.036837E7,""firstVolDivLTGB"":0.011341341808396951,""firstVolDivVol"":0.19778865750379057,""highestVolDivLTGB"":0.011341341808396951,""highestVolDivVol"":0.19778865750379057},{""code"":""600338.SH"",""time"":1777254960524,""openTime"":1777255933144,""duration"":972620,""updatedTime"":1777255933144,""firstVol"":3880040.0,""highestVol"":1.0300735E7,""firstVolDivLTGB"":0.00424414443834976,""firstVolDivVol"":0.04170089310999798,""highestVolDivLTGB"":0.011267359914115503,""highestVolDivVol"":0.10874468132612805},{""code"":""600338.SH"",""time"":1777256443419,""openTime"":null,""duration"":11343553,""updatedTime"":1777273200000,""firstVol"":4235544.0,""highestVol"":7424644.0,""firstVolDivLTGB"":0.004633009069748172,""firstVolDivVol"":0.0390965245641452,""highestVolDivLTGB"":0.0081213754341004,""highestVolDivVol"":0.0678435285633534}]",2,盐湖提锂+业绩高增+资产聚焦,1350292,33527750.36,1.130137714913452,0.14770039179874886,2,22699838471.44,2天2板,放量涨停,17,600338,,,,,,,,,,,,,2,0.0,0,0,1.130137714913452,
600396.SH,华电辽能,9.92,-4.889741131351868,涨停, 10:05:40, 10:05:40,"[{""code"":""600396.SH"",""time"":1777255540953,""openTime"":null,""duration"":12246019,""updatedTime"":1777273200000,""firstVol"":5.69836E7,""highestVol"":5.78327E7,""firstVolDivLTGB"":0.038693105336525375,""firstVolDivVol"":0.218461331202684,""highestVolDivLTGB"":0.039269662727445635,""highestVolDivVol"":0.22145236792675466}]",1,火电+绿电+央企,9983700,101035043.99999999,3.546416331502077,0.6779149715852779,0,14903792988.04,5天4板,缩量涨停,17,600396,超超临界发电;绿色电力;碳交易;碳中和;风电;国企改革;氢能源;央企国企改革;海工装备,221108523.0,409630470.0,,0.659408,9.0,14609251624.64,17.352389,11.60115,,,,4,409630470.0,0,0,3.546416331502077,超超临界发电;绿色电力;碳交易;碳中和;风电;国企改革;氢能源;央企国企改革;海工装备
600400.SH,红豆股份,2.76,9.9601593625498,涨停, 10:39:46, 10:39:46,"[{""code"":""600400.SH"",""time"":1777257586621,""openTime"":null,""duration"":10200351,""updatedTime"":1777273200000,""firstVol"":1.269624E8,""highestVol"":1.269624E8,""firstVolDivLTGB"":0.05540890270131502,""firstVolDivVol"":1.2610395113576183,""highestVolDivLTGB"":0.05540890270131502,""highestVolDivVol"":1.2610395113576183}]",1,机器人+男装+低价股,23314697,56654713.71,18.73934529993188,1.0174994940105426,0,5568033600.36,首板涨停,放量涨停,17,600400,养老概念;参股银行;独角兽概念;互联网金融;工业互联网;机器人概念;军工;沪股通;融资融券,106512812.0,50979737.0,124903456.0,1.670081,9.0,6324186311.52,8.345661,10.756972,24544272.0,71078576.0,18390644.0,1,50979737.0,0,0,18.73934529993188,养老概念;参股银行;独角兽概念;互联网金融;工业互联网;机器人概念;军工;沪股通;融资融券
600418.SH,江淮汽车,47.34,-1.661819692563351,涨停, 13:02:24, 13:02:24,"[{""code"":""600418.SH"",""time"":1777266144744,""openTime"":null,""duration"":7055256,""updatedTime"":1777273200000,""firstVol"":7827914.0,""highestVol"":9716314.0,""firstVolDivLTGB"":0.0035841936388095615,""firstVolDivVol"":0.08900619815364688,""highestVolDivLTGB"":0.004448841777193296,""highestVolDivVol"":0.11015346673194489}]",1,尊界200万新车+华为合作+安徽国资,2670788,130708364.72,2.8859694304789065,0.12228827961330326,0,106885439171.54,首板涨停,放量涨停,17,600418,智能座舱;车联网(车路协同);无人驾驶;华为概念;华为汽车;飞行汽车(eVTOL);低空经济;百度概念;工业互联网;新能源汽车;DeepSeek概念;换电概念;国企改革;沪股通;融资融券,145452542.0,445891660.0,,0.910412,15.0,103391023505.94,2.096754,3.199002,,223871260.0,,1,445891660.0,0,0,2.8859694304789065,智能座舱;车联网(车路协同);无人驾驶;华为概念;华为汽车;飞行汽车(eVTOL);低空经济;百度概念;工业互联网;新能源汽车;DeepSeek概念;换电概念;国企改革;沪股通;融资融券
600433.SH,冠豪高新,4.84,9.999999999999988,涨停, 09:37:53, 09:58:26,"[{""code"":""600433.SH"",""time"":1777253873551,""openTime"":1777254042534,""duration"":168983,""updatedTime"":1777254042534,""firstVol"":6.8310327E7,""highestVol"":6.8310327E7,""firstVolDivLTGB"":0.03902824515772564,""firstVolDivVol"":0.8490633382184176,""highestVolDivLTGB"":0.03902824515772564,""highestVolDivVol"":0.8490633382184176},{""code"":""600433.SH"",""time"":1777255106976,""openTime"":null,""duration"":12679996,""updatedTime"":1777273200000,""firstVol"":9.6717683E7,""highestVol"":9.6717683E7,""firstVolDivLTGB"":0.05525843029870423,""firstVolDivVol"":0.6719900246833018,""highestVolDivLTGB"":0.05525843029870423,""highestVolDivVol"":0.6719900246833018}]",1,土地收储补偿+一季报增长+氢能碳纸+央企,8430900,37095960.0,5.455532463436822,0.48168885518622845,1,7701228625.2,首板涨停,放量涨停,17,600433,可降解塑料;烟草;国企改革;氢能源;燃料电池;军工;央企国企改革;融资融券;沪股通,33092349.0,97248014.0,43254104.0,1.118385,9.0,8471351487.72,9.823764,11.590909,,,10161755.0,1,97248014.0,0,0,5.455532463436822,可降解塑料;烟草;国企改革;氢能源;燃料电池;军工;央企国企改革;融资融券;沪股通
600637.SH,东方明珠,9.98,-1.3833992094861542,涨停, 09:30:39, 09:30:39,"[{""code"":""600637.SH"",""time"":1777253439426,""openTime"":null,""duration"":14347546,""updatedTime"":1777273200000,""firstVol"":8578760.0,""highestVol"":5.1850251E7,""firstVolDivLTGB"":0.0025517595606567712,""firstVolDivVol"":0.35144238793164123,""highestVolDivLTGB"":0.015422901877626058,""highestVolDivVol"":1.6201454186743276}]",1,超聚变IPO+AI应用+上海国资,17563721,190742010.06,37.230768187198024,0.5224343959087107,0,36510232012.62,首板涨停,放量涨停,17,600637,,,,,,,,,,,,,1,0.0,0,0,37.230768187198024,
600693.SH,东百集团,11.35,-1.3043478260869596,涨停, 11:10:31, 11:10:31,"[{""code"":""600693.SH"",""time"":1777259431810,""openTime"":null,""duration"":8355162,""updatedTime"":1777273200000,""firstVol"":4.7108598E7,""highestVol"":5.0620698E7,""firstVolDivLTGB"":0.05421307000315237,""firstVolDivVol"":0.8099641937373719,""highestVolDivLTGB"":0.05825483161868742,""highestVolDivVol"":0.8578596638897275}]",1,一季报增长+首店经济+仓储物流ABS,6440800,74262424.0,9.056798959283693,0.7412140375655072,0,10019025576.46,首板涨停,放量涨停,17,600693,免税店;物业管理;福建自贸区;旅游概念;跨境电商;海峡两岸;IP经济(谷子经济);冷链物流;统一大市场;数字经济;阿里巴巴概念;沪股通,12765525.0,95030352.0,,0.86749,12.0,9862614075.7,6.672502,4.086956,16827461.0,325337.0,,1,95030352.0,0,0,9.056798959283693,免税店;物业管理;福建自贸区;旅游概念;跨境电商;海峡两岸;IP经济(谷子经济);冷链物流;统一大市场;数字经济;阿里巴巴概念;沪股通
600696.SH,*ST岩石,1.31,0.0,涨停, 13:21:19, 14:00:09,"[{""code"":""600696.SH"",""time"":1777267279252,""openTime"":1777267476287,""duration"":197035,""updatedTime"":1777267476287,""firstVol"":325000.0,""highestVol"":325000.0,""firstVolDivLTGB"":9.716882019032705E-4,""firstVolDivVol"":0.019164843303818492,""highestVolDivLTGB"":9.716882019032705E-4,""highestVolDivVol"":0.019164843303818492},{""code"":""600696.SH"",""time"":1777267492056,""openTime"":1777267507056,""duration"":15000,""updatedTime"":1777267507056,""firstVol"":14200.0,""highestVol"":14200.0,""firstVolDivLTGB"":4.2455299898542895E-5,""firstVolDivVol"":8.326328760400215E-4,""highestVolDivLTGB"":4.2455299898542895E-5,""highestVolDivVol"":8.326328760400215E-4},{""code"":""600696.SH"",""time"":1777267522471,""openTime"":1777268475629,""duration"":953158,""updatedTime"":1777268475629,""firstVol"":114300.0,""highestVol"":521700.0,""firstVolDivLTGB"":3.4173526608475023E-4,""firstVolDivVol"":0.006691279413017319,""highestVolDivLTGB"":0.0015597837997936498,""highestVolDivVol"":0.030435202392345755},{""code"":""600696.SH"",""time"":1777268520629,""openTime"":1777268550748,""duration"":30119,""updatedTime"":1777268550748,""firstVol"":8400.0,""highestVol"":55100.0,""firstVolDivLTGB"":2.511440275688453E-5,""firstVolDivVol"":4.7959070359096393E-4,""highestVolDivLTGB"":1.6473852284575448E-4,""highestVolDivVol"":0.0031455094997526693},{""code"":""600696.SH"",""time"":1777268611090,""openTime"":1777268626090,""duration"":15000,""updatedTime"":1777268626090,""firstVol"":2200.0,""highestVol"":2200.0,""firstVolDivLTGB"":6.577581674422139E-6,""firstVolDivVol"":1.2512558769924473E-4,""highestVolDivLTGB"":6.577581674422139E-6,""highestVolDivVol"":1.2512558769924473E-4},{""code"":""600696.SH"",""time"":1777268896302,""openTime"":1777269034468,""duration"":138166,""updatedTime"":1777269034468,""firstVol"":11500.0,""highestVol"":37800.0,""firstVolDivLTGB"":3.438281329811573E-5,""firstVolDivVol"":6.505983949454728E-4,""highestVolDivLTGB"":1.1301481240598038E-4,""highestVolDivVol"":0.0021380531894465015},{""code"":""600696.SH"",""time"":1777269208368,""openTime"":1777269290427,""duration"":82059,""updatedTime"":1777269290427,""firstVol"":32600.0,""highestVol"":43700.0,""firstVolDivLTGB"":9.746780117552805E-5,""firstVolDivVol"":0.0018373406804416494,""highestVolDivLTGB"":1.3065469053283974E-4,""highestVolDivVol"":0.0024612597989257757},{""code"":""600696.SH"",""time"":1777269307225,""openTime"":1777269363652,""duration"":56427,""updatedTime"":1777269363652,""firstVol"":800.0,""highestVol"":8600.0,""firstVolDivLTGB"":2.3918478816080503E-6,""firstVolDivVol"":4.493035373948314E-5,""highestVolDivLTGB"":2.5712364727286544E-5,""highestVolDivVol"":4.8296061596572325E-4},{""code"":""600696.SH"",""time"":1777269384502,""openTime"":1777269414985,""duration"":30483,""updatedTime"":1777269414985,""firstVol"":12500.0,""highestVol"":12500.0,""firstVolDivLTGB"":3.737262315012579E-5,""firstVolDivVol"":7.015836426615614E-4,""highestVolDivLTGB"":3.737262315012579E-5,""highestVolDivVol"":7.015836426615614E-4},{""code"":""600696.SH"",""time"":1777269443342,""openTime"":1777269586520,""duration"":143178,""updatedTime"":1777269586520,""firstVol"":12400.0,""highestVol"":285800.0,""firstVolDivLTGB"":3.707364216492478E-5,""firstVolDivVol"":6.951711116038354E-4,""highestVolDivLTGB"":8.54487655704476E-4,""highestVolDivVol"":0.016004090058565002},{""code"":""600696.SH"",""time"":1777269609485,""openTime"":null,""duration"":3590515,""updatedTime"":1777273200000,""firstVol"":9900.0,""highestVol"":510300.0,""firstVolDivLTGB"":2.9599117534899625E-5,""firstVolDivVol"":5.541302715490208E-4,""highestVolDivLTGB"":0.0015256999674807352,""highestVolDivVol"":0.028164217866203132}]",7,退市博弈+酱香型白酒+市值低于5亿,491500,712675.0,2.684980253240345,0.1469491542262946,10,484980674.95,7天7板,地天板涨停||放量涨停,22,600696,,,,,,,,,,,,,7,0.0,0,0,2.684980253240345,
600707.SH,彩虹股份,8.09,-8.068181818181827,涨停, 14:29:47, 14:50:42,"[{""code"":""600707.SH"",""time"":1777271387451,""openTime"":1777272577407,""duration"":1189956,""updatedTime"":1777272577407,""firstVol"":2.308945E7,""highestVol"":2.4431776E7,""firstVolDivLTGB"":0.006435779133752215,""firstVolDivVol"":0.15033237332747182,""highestVolDivLTGB"":0.006809928958087272,""highestVolDivVol"":0.15609430477372988},{""code"":""600707.SH"",""time"":1777272642192,""openTime"":null,""duration"":557808,""updatedTime"":1777273200000,""firstVol"":2.96048E7,""highestVol"":2.96097E7,""firstVolDivLTGB"":0.008251818648729509,""firstVolDivVol"":0.17378193187526148,""highestVolDivLTGB"":0.008253184437769758,""highestVolDivVol"":0.17377101536999956}]",1,玻璃基板+ITC胜诉+国企改革,3807000,33806160.0,2.1966034141240836,0.10611344645366036,1,31858507220.16,首板涨停,放量涨停,17,600707,,,,,,,,,,,,,1,0.0,0,0,2.1966034141240836,
