股票代码,股票简称,最新价,最新涨跌幅,涨停[20260430],首次涨停时间[20260430],最终涨停时间[20260430],涨停明细数据[20260430],连续涨停天数[20260430],涨停原因类别[20260430],涨停封单量[20260430],涨停封单额[20260430],涨停封单量占成交量比[20260430],涨停封单量占流通a股比[20260430],涨停开板次数[20260430],a股市值(不含限售股)[20260430],几天几板[20260430],涨停类型[20260430],market_code,code,所属概念,区间主力资金流向区间增长值[20260424-20260430],区间主力资金流向[20260424-20260430],量比[20260430],所属概念数量,区间主力买入金额[20260424-20260430],区间主力卖出金额[20260424-20260430],换手率[20260430],振幅[20260430],lbc,main,chg5,amt,volr,concepts
002989.SZ,中天精装,29.21,10.018832391713747,涨停, 13:27:17, 13:27:17,"[{""code"":""002989.SZ"",""time"":1777526837656,""openTime"":null,""duration"":5562344,""updatedTime"":1777532400000,""firstVol"":1.3217195E7,""highestVol"":1.3217195E7,""firstVolDivLTGB"":0.0720925098907288,""firstVolDivVol"":1.803275590800415,""highestVolDivLTGB"":0.0720925098907288,""highestVolDivVol"":1.803275590800415}]",1,半导体转型+FCBGA载板+国资背景,2426941,70890946.61,26.986994999000334,1.3237624779441874,0,5355261823.11,3天2板,放量涨停,33,002989,新型城镇化;芯片概念;粤港澳大湾区;人工智能;国企改革;深股通,34354343.0,47554943.0,1.830668,6.0,127122102.0,79567159.0,4.905186,6.252354,2,34354343.0,0,0,26.986994999000334,新型城镇化;芯片概念;粤港澳大湾区;人工智能;国企改革;深股通
002990.SZ,盛视科技,53.83,9.991826726604007,涨停, 09:34:09, 09:42:14,"[{""code"":""002990.SZ"",""time"":1777512849642,""openTime"":1777512923315,""duration"":73673,""updatedTime"":1777512923315,""firstVol"":8243890.0,""highestVol"":8546490.0,""firstVolDivLTGB"":0.05973029874249596,""firstVolDivVol"":2.3588990970595205,""highestVolDivLTGB"":0.06192275744821369,""highestVolDivVol"":2.0668637805428967},{""code"":""002990.SZ"",""time"":1777513334236,""openTime"":null,""duration"":13649408,""updatedTime"":1777532400000,""firstVol"":5707300.0,""highestVol"":5892100.0,""firstVolDivLTGB"":0.04135168397601705,""firstVolDivVol"":0.5776821738898953,""highestVolDivLTGB"":0.042690634302575664,""highestVolDivVol"":0.5914305852754753}]",1,算力采购+人形机器人+智慧口岸,891500,47989445.0,7.565276070204405,0.6459276061293292,1,7429539246.29,首板涨停,缩量涨停,33,002990,,,,,,,,,,1,0.0,0,0,7.565276070204405,
300083.SZ,创世纪,10.19,20.023557126030617,涨停, 09:56:04, 14:56:25,"[{""code"":""300083.SZ"",""time"":1777514164584,""openTime"":1777514571422,""duration"":406838,""updatedTime"":1777514571422,""firstVol"":1.3611594E8,""highestVol"":1.3988454E8,""firstVolDivLTGB"":0.0911978080806608,""firstVolDivVol"":0.6127286423352302,""highestVolDivLTGB"":0.09372277363232785,""highestVolDivVol"":0.6254014926706379},{""code"":""300083.SZ"",""time"":1777515217254,""openTime"":1777529069511,""duration"":8435901,""updatedTime"":1777529069511,""firstVol"":6.56553E7,""highestVol"":7.44207E7,""firstVolDivLTGB"":0.043989112875965956,""firstVolDivVol"":0.2280481990717781,""highestVolDivLTGB"":0.04986193913680083,""highestVolDivVol"":0.25634838637407814},{""code"":""300083.SZ"",""time"":1777529228329,""openTime"":1777530212370,""duration"":984041,""updatedTime"":1777530212370,""firstVol"":1.07463E7,""highestVol"":1.11746E7,""firstVolDivLTGB"":0.007200031127707785,""firstVolDivVol"":0.0299731546098839,""highestVolDivLTGB"":0.007486992531353435,""highestVolDivVol"":0.031056305415777107},{""code"":""300083.SZ"",""time"":1777530515549,""openTime"":1777530539645,""duration"":24096,""updatedTime"":1777530539645,""firstVol"":6583700.0,""highestVol"":6583700.0,""firstVolDivLTGB"":0.0044110852047206705,""firstVolDivVol"":0.017407887152830155,""highestVolDivLTGB"":0.0044110852047206705,""highestVolDivVol"":0.017407887152830155},{""code"":""300083.SZ"",""time"":1777530679332,""openTime"":1777530711424,""duration"":32092,""updatedTime"":1777530711424,""firstVol"":2773000.0,""highestVol"":2773000.0,""firstVolDivLTGB"":0.0018579126133770403,""firstVolDivVol"":0.007255133045875177,""highestVolDivLTGB"":0.0018579126133770403,""highestVolDivVol"":0.007255133045875177},{""code"":""300083.SZ"",""time"":1777530776857,""openTime"":1777530837512,""duration"":60655,""updatedTime"":1777530837512,""firstVol"":268400.0,""highestVol"":268400.0,""firstVolDivLTGB"":1.7982825295001717E-4,""firstVolDivVol"":6.985223935114452E-4,""highestVolDivLTGB"":1.7982825295001717E-4,""highestVolDivVol"":6.985223935114452E-4},{""code"":""300083.SZ"",""time"":1777530867333,""openTime"":1777531430133,""duration"":562800,""updatedTime"":1777531430133,""firstVol"":500.0,""highestVol"":2630200.0,""firstVolDivLTGB"":3.350004712183628E-7,""firstVolDivVol"":1.294664132404783E-6,""highestVolDivLTGB"":0.001762236478797076,""highestVolDivVol"":0.006797957201196608},{""code"":""300083.SZ"",""time"":1777531585709,""openTime"":1777531617278,""duration"":31569,""updatedTime"":1777531617278,""firstVol"":22100.0,""highestVol"":22100.0,""firstVolDivLTGB"":1.4807020827851638E-5,""firstVolDivVol"":5.63938750331633E-5,""highestVolDivLTGB"":1.4807020827851638E-5,""highestVolDivVol"":5.63938750331633E-5},{""code"":""300083.SZ"",""time"":1777531684425,""openTime"":1777531704156,""duration"":19731,""updatedTime"":1777531704156,""firstVol"":7800.0,""highestVol"":7800.0,""firstVolDivLTGB"":5.22600735100646E-6,""firstVolDivVol"":1.9861613950166143E-5,""highestVolDivLTGB"":5.22600735100646E-6,""highestVolDivVol"":1.9861613950166143E-5},{""code"":""300083.SZ"",""time"":1777532185358,""openTime"":null,""duration"":214642,""updatedTime"":1777532400000,""firstVol"":218100.0,""highestVol"":795900.0,""firstVolDivLTGB"":1.4612720554544987E-4,""firstVolDivVol"":5.463399755682574E-4,""highestVolDivLTGB"":5.3325375008539E-4,""highestVolDivVol"":0.001992654892301998}]",1,定增审核通过+人形机器人+液冷+数控机床,507900,5175501.0,0.12687319155898244,0.0340293478663613,9,15208933830.66,首板涨停,放量涨停,33,300083,工业母机;无线充电;新型工业化;人形机器人;智能穿戴;苹果概念;消费电子概念;飞行汽车(eVTOL);比亚迪概念;5G;小米概念;军工;高端装备;新能源汽车;一体化压铸;机器人概念;低空经济;无人机;华为概念;液冷服务器;工业互联网;储能;粤港澳大湾区;人工智能;创投;回购增持再贷款概念;深股通;融资融券,431011525.0,420975215.0,6.910456,28.0,1787672257.0,1366697042.0,26.821543,12.014134,1,431011525.0,0,0,0.12687319155898244,工业母机;无线充电;新型工业化;人形机器人;智能穿戴;苹果概念;消费电子概念;飞行汽车(eVTOL);比亚迪概念;5G;小米概念;军工;高端装备;新能源汽车;一体化压铸;机器人概念;低空经济;无人机;华为概念;液冷服务器;工业互联网;储能;粤港澳大湾区;人工智能;创投;回购增持再贷款概念;深股通;融资融券
300632.SZ,光莆股份,24.47,20.009808729769485,涨停, 09:30:15, 09:30:15,"[{""code"":""300632.SZ"",""time"":1777512615914,""openTime"":null,""duration"":14367730,""updatedTime"":1777532400000,""firstVol"":1.8495545E7,""highestVol"":2.6730234E7,""firstVolDivLTGB"":0.08361625869539388,""firstVolDivVol"":1.0568309752802547,""highestVolDivLTGB"":0.12084435257963001,""highestVolDivVol"":1.4446854093996149}]",2,光通信+机器人+光电集成封测,2742595,67111299.64999999,7.4470776181538065,1.2398960561405126,0,5412655304.26,2天2板,放量涨停,33,300632,,,,,,,,,,2,0.0,0,0,7.4470776181538065,
300885.SZ,海昌新材,28.64,19.98324256388772,涨停, 10:36:10, 10:36:10,"[{""code"":""300885.SZ"",""time"":1777516570007,""openTime"":null,""duration"":10413637,""updatedTime"":1777532400000,""firstVol"":2.7685836E7,""highestVol"":2.7809637E7,""firstVolDivLTGB"":0.16576580546591524,""firstVolDivVol"":1.1831044201172873,""highestVolDivLTGB"":0.16650704992327914,""highestVolDivVol"":1.1629648203358993}]",1,人形机器人+一季报增长+商业航天+越南建厂,3318331,95036999.84,11.889477725988346,1.986813080224545,0,4783389076.0,首板涨停,放量涨停,33,300885,卫星导航;商业航天;减速器;低空经济;人形机器人;机器人概念;新能源汽车;专精特新;海峡两岸;消费电子概念;充电桩;人民币贬值受益;一带一路;深股通;融资融券,98651948.2,105957566.7,4.289358,15.0,274127282.4,168169715.7,16.710684,18.056137,1,98651948.2,0,0,11.889477725988346,卫星导航;商业航天;减速器;低空经济;人形机器人;机器人概念;新能源汽车;专精特新;海峡两岸;消费电子概念;充电桩;人民币贬值受益;一带一路;深股通;融资融券
600052.SH,东望时代,4.44,9.90099009900991,涨停, 09:43:02, 09:43:02,"[{""code"":""600052.SH"",""time"":1777513382642,""openTime"":null,""duration"":13601002,""updatedTime"":1777532400000,""firstVol"":4.74425E7,""highestVol"":4.74425E7,""firstVolDivLTGB"":0.05619852588017958,""firstVolDivVol"":1.5607523061334596,""highestVolDivLTGB"":0.05619852588017958,""highestVolDivVol"":1.5607523061334596}]",1,锂电池+热水服务+拟购科冠聚合物股权+国资背景,18701684,83035476.96000001,34.71166511879573,2.215328181012679,0,3748224650.04,首板涨停,放量涨停,17,600052,文化传媒概念;体育产业;国企改革;储能;锂电池概念,29979237.0,2593957.0,0.646379,5.0,166612071.0,164018114.0,6.382085,9.90099,1,29979237.0,0,0,34.71166511879573,文化传媒概念;体育产业;国企改革;储能;锂电池概念
600158.SH,中体产业,11.85,10.027855153203342,涨停, 09:31:45, 09:34:24,"[{""code"":""600158.SH"",""time"":1777512705073,""openTime"":1777512737567,""duration"":32494,""updatedTime"":1777512737567,""firstVol"":3088900.0,""highestVol"":3264100.0,""firstVolDivLTGB"":0.003219237034111178,""firstVolDivVol"":0.1071646260494381,""highestVolDivLTGB"":0.0034018296490797035,""highestVolDivVol"":0.1089374098661496},{""code"":""600158.SH"",""time"":1777512803522,""openTime"":1777512849642,""duration"":46120,""updatedTime"":1777512849642,""firstVol"":1.0281476E7,""highestVol"":1.0281476E7,""firstVolDivLTGB"":0.010715305870868354,""firstVolDivVol"":0.24169017224558187,""highestVolDivLTGB"":0.010715305870868354,""highestVolDivVol"":0.24169017224558187},{""code"":""600158.SH"",""time"":1777512864642,""openTime"":null,""duration"":14119002,""updatedTime"":1777532400000,""firstVol"":7323600.0,""highestVol"":1.73259E7,""firstVolDivLTGB"":0.007632621432554185,""firstVolDivVol"":0.15423689937752408,""highestVolDivLTGB"":0.018056971390885707,""highestVolDivVol"":0.3010420936456903}]",1,体育产业+一季报减亏+央企,5788557,68594400.45,8.583355610148168,0.6032806846600246,2,11370229843.95,首板涨停,缩量涨停,17,600158,赛马概念;足球概念;冰雪产业;体育产业;旅游概念;文化传媒概念;职业教育;NFT概念;京津冀一体化;国企改革;数字经济;在线教育;数据中心;沪股通;融资融券;中字头股票,58602325.0,9123763.5,1.122897,16.0,550453454.0,541329690.5,7.028494,2.878365,1,58602325.0,0,0,8.583355610148168,赛马概念;足球概念;冰雪产业;体育产业;旅游概念;文化传媒概念;职业教育;NFT概念;京津冀一体化;国企改革;数字经济;在线教育;数据中心;沪股通;融资融券;中字头股票
600208.SH,衢州发展,4.55,9.903381642512082,涨停, 09:43:02, 09:47:46,"[{""code"":""600208.SH"",""time"":1777513382642,""openTime"":1777513451065,""duration"":68423,""updatedTime"":1777513451065,""firstVol"":7.50605E7,""highestVol"":7.50605E7,""firstVolDivLTGB"":0.008822368213880941,""firstVolDivVol"":0.585518567000827,""highestVolDivLTGB"":0.008822368213880941,""highestVolDivVol"":0.585518567000827},{""code"":""600208.SH"",""time"":1777513484002,""openTime"":1777513643880,""duration"":159878,""updatedTime"":1777513643880,""firstVol"":8.22149E7,""highestVol"":8.22149E7,""firstVolDivLTGB"":0.009663273232491125,""firstVolDivVol"":0.5569024386890075,""highestVolDivLTGB"":0.009663273232491125,""highestVolDivVol"":0.5569024386890075},{""code"":""600208.SH"",""time"":1777513666958,""openTime"":null,""duration"":13316686,""updatedTime"":1777532400000,""firstVol"":803200.0,""highestVol"":6.11387E7,""firstVolDivLTGB"":9.440552819910834E-5,""firstVolDivVol"":0.0046471560556314104,""highestVolDivLTGB"":0.0071860449040174615,""highestVolDivVol"":0.351485991226231}]",1,拟并购先导电科+半导体靶材+衢州国资,14544662,66178212.099999994,7.322669851789092,0.1709532493261329,2,38711292333.35,首板涨停,放量涨停,17,600208,,,,,,,,,,1,0.0,0,0,7.322669851789092,
600246.SH,万通发展,11.28,10.048780487804873,涨停, 10:19:05, 11:00:56,"[{""code"":""600246.SH"",""time"":1777515545592,""openTime"":1777515719510,""duration"":173918,""updatedTime"":1777515719510,""firstVol"":6.9436621E7,""highestVol"":6.9436621E7,""firstVolDivLTGB"":0.03673093670378422,""firstVolDivVol"":0.6881036343222698,""highestVolDivLTGB"":0.03673093670378422,""highestVolDivVol"":0.6881036343222698},{""code"":""600246.SH"",""time"":1777518056326,""openTime"":null,""duration"":8927318,""updatedTime"":1777532400000,""firstVol"":4.38482E7,""highestVol"":4.38482E7,""firstVolDivLTGB"":0.023195043704313766,""firstVolDivVol"":0.3125078174705527,""highestVolDivLTGB"":0.023195043704313766,""highestVolDivVol"":0.3125078174705527}]",1,PCIe5.0芯片+商业航天+科技转型+房地产,5176100,58386408.0,3.1570682342468146,0.2738079686689499,1,21323852729.28,首板涨停,放量涨停,17,600246,存储芯片;卫星导航;毫米波雷达;芯片概念;5G;商业航天;数字经济;创投;京津冀一体化;物业管理;沪股通;融资融券,226075796.0,299185058.0,1.699917,12.0,1382635377.0,1083450319.0,8.672855,9.463414,1,226075796.0,0,0,3.1570682342468146,存储芯片;卫星导航;毫米波雷达;芯片概念;5G;商业航天;数字经济;创投;京津冀一体化;物业管理;沪股通;融资融券
600322.SH,津投城开,2.73,10.080645161290322,涨停, 09:38:58, 13:10:22,"[{""code"":""600322.SH"",""time"":1777513138775,""openTime"":1777513153775,""duration"":15000,""updatedTime"":1777513153775,""firstVol"":314100.0,""highestVol"":314100.0,""firstVolDivLTGB"":2.840734376413132E-4,""firstVolDivVol"":0.010267202892938865,""highestVolDivLTGB"":2.840734376413132E-4,""highestVolDivVol"":0.010267202892938865},{""code"":""600322.SH"",""time"":1777513185534,""openTime"":1777513367642,""duration"":182108,""updatedTime"":1777513367642,""firstVol"":3.12936E7,""highestVol"":3.12936E7,""firstVolDivLTGB"":0.028302071086189744,""firstVolDivVol"":0.9294772198539633,""highestVolDivLTGB"":0.028302071086189744,""highestVolDivVol"":0.9294772198539633},{""code"":""600322.SH"",""time"":1777513382642,""openTime"":1777525783614,""duration"":6984616,""updatedTime"":1777525783614,""firstVol"":1.50067E7,""highestVol"":2.67092E7,""firstVolDivLTGB"":0.013572126254861174,""firstVolDivVol"":0.39135228465166866,""highestVolDivLTGB"":0.02415591932712309,""highestVolDivVol"":0.6213456320803915},{""code"":""600322.SH"",""time"":1777525822104,""openTime"":null,""duration"":6577896,""updatedTime"":1777532400000,""firstVol"":6534900.0,""highestVol"":7244200.0,""firstVolDivLTGB"":0.005910192638147779,""firstVolDivVol"":0.10036860030181999,""highestVolDivLTGB"":0.006551686714298634,""highestVolDivVol"":0.11123940245144974}]",1,资产出售+物业管理+天津国资,2863200,7816536.0,4.191436575360923,0.2589490820294836,3,3018561000.0,首板涨停,放量涨停,17,600322,,,,,,,,,,1,0.0,0,0,4.191436575360923,
600379.SH,宝光股份,16.78,10.032786885245908,涨停, 09:30:15, 09:30:15,"[{""code"":""600379.SH"",""time"":1777512615914,""openTime"":null,""duration"":14367730,""updatedTime"":1777532400000,""firstVol"":5723766.0,""highestVol"":2.667122E7,""firstVolDivLTGB"":0.01733415775099115,""firstVolDivVol"":0.5013619839610162,""highestVolDivLTGB"":0.08077254291866406,""highestVolDivVol"":1.5074384473834224}]",3,电子特气+氢能+储能+特高压+央企,9215629,154638254.62,21.023752412718714,2.790910160558779,0,5540782243.92,3天3板,放量涨停,17,600379,,,,,,,,,,3,0.0,0,0,21.023752412718714,
600381.SH,*ST春天,3.59,4.970760233918127,涨停, 09:30:00, 09:30:00,"[{""code"":""600381.SH"",""time"":1777512600000,""openTime"":null,""duration"":14383644,""updatedTime"":1777532400000,""firstVol"":3.60194E7,""highestVol"":3.60194E7,""firstVolDivLTGB"":0.06135549098146899,""firstVolDivVol"":256.18349928876245,""highestVolDivLTGB"":0.06135549098146899,""highestVolDivVol"":256.18349928876245}]",3,申请摘帽+酒水高增+虫草龙头,11539304,41426101.36,1056.039740238822,1.9656064856839066,0,2107548060.19,15天9板,一字涨停||缩量涨停,22,600381,白酒概念;ST板块;西部大开发,2294577.2,21667402.1,0.090386,3.0,42982162.6,21314760.5,0.186129,0,9,2294577.2,0,0,1056.039740238822,白酒概念;ST板块;西部大开发
600400.SH,红豆股份,2.76,9.9601593625498,涨停, 14:34:57, 14:34:57,"[{""code"":""600400.SH"",""time"":1777530897222,""openTime"":null,""duration"":1502778,""updatedTime"":1777532400000,""firstVol"":9.6573129E7,""highestVol"":9.6573129E7,""firstVolDivLTGB"":0.04214642373114043,""firstVolDivVol"":0.5239413074540646,""highestVolDivLTGB"":0.04214642373114043,""highestVolDivVol"":0.5239413074540646}]",1,养老机器人+男装+扭亏为盈,26853700,74116212.0,14.042609363088388,1.1719485851482825,0,6324186311.52,首板涨停,放量涨停,17,600400,养老概念;参股银行;独角兽概念;互联网金融;工业互联网;机器人概念;军工;沪股通;融资融券,106512812.0,289896685.0,1.670081,9.0,560859253.0,270962568.0,8.345661,10.756972,1,106512812.0,0,0,14.042609363088388,养老概念;参股银行;独角兽概念;互联网金融;工业互联网;机器人概念;军工;沪股通;融资融券
600433.SH,冠豪高新,4.84,9.999999999999988,涨停, 09:58:00, 10:04:55,"[{""code"":""600433.SH"",""time"":1777514280047,""openTime"":1777514455901,""duration"":175854,""updatedTime"":1777514455901,""firstVol"":7.7735856E7,""highestVol"":7.7735856E7,""firstVolDivLTGB"":0.04441340246422269,""firstVolDivVol"":0.6296604801319095,""highestVolDivLTGB"":0.04441340246422269,""highestVolDivVol"":0.6296604801319095},{""code"":""600433.SH"",""time"":1777514549362,""openTime"":1777514673722,""duration"":124360,""updatedTime"":1777514673722,""firstVol"":5.5389748E7,""highestVol"":5.5389748E7,""firstVolDivLTGB"":0.03164623504391428,""firstVolDivVol"":0.40545512746420886,""highestVolDivLTGB"":0.03164623504391428,""highestVolDivVol"":0.40545512746420886},{""code"":""600433.SH"",""time"":1777514695419,""openTime"":null,""duration"":12288225,""updatedTime"":1777532400000,""firstVol"":4.0716394E7,""highestVol"":4.0716394E7,""firstVolDivLTGB"":0.023262799005054527,""firstVolDivVol"":0.28606113243449816,""highestVolDivLTGB"":0.023262799005054527,""highestVolDivVol"":0.28606113243449816}]",1,氢能碳纸+土地补偿+一季报增长+央企,8410068,40704729.12,4.891186320431401,0.48049864509819046,2,8471351487.72,首板涨停,放量涨停,17,600433,可降解塑料;烟草;国企改革;氢能源;燃料电池;军工;央企国企改革;融资融券;沪股通,33092349.0,95404388.7,1.118385,9.0,714254580.7,618850192.0,9.823764,11.590909,1,33092349.0,0,0,4.891186320431401,可降解塑料;烟草;国企改革;氢能源;燃料电池;军工;央企国企改革;融资融券;沪股通
600476.SH,*ST湘邮,11.56,4.995458673932795,涨停, 10:20:44, 10:20:44,"[{""code"":""600476.SH"",""time"":1777515644935,""openTime"":null,""duration"":11338709,""updatedTime"":1777532400000,""firstVol"":1817072.0,""highestVol"":2544272.0,""firstVolDivLTGB"":0.011281256596510834,""firstVolDivVol"":0.24768754602212115,""highestVolDivLTGB"":0.015796063823182466,""highestVolDivVol"":0.33822852604759207}]",1,一季报扭亏+智慧物流+车联网+央企,1135872,13130680.32,13.90475588894822,0.7052039485937791,0,1861969200.0,首板涨停,放量涨停,22,600476,时空大数据;跨境电商;安防;智能物流;车联网(车路协同);数据安全;数据要素;智慧政务;移动支付;数字乡村;数字货币;人工智能;互联网金融;乡村振兴;数字经济;国资云;ST板块;云计算;卫星导航;碳中和;国企改革;数据中心;央企国企改革,2530867.0,57282937.0,0.821341,23.0,86343153.0,29060216.0,5.071674,7.175295,1,2530867.0,0,0,13.90475588894822,时空大数据;跨境电商;安防;智能物流;车联网(车路协同);数据安全;数据要素;智慧政务;移动支付;数字乡村;数字货币;人工智能;互联网金融;乡村振兴;数字经济;国资云;ST板块;云计算;卫星导航;碳中和;国企改革;数据中心;央企国企改革
600540.SH,新赛股份,5.58,10.059171597633132,涨停, 09:38:07, 09:43:50,"[{""code"":""600540.SH"",""time"":1777513087977,""openTime"":1777513116960,""duration"":28983,""updatedTime"":1777513116960,""firstVol"":1.45307E7,""highestVol"":1.45307E7,""firstVolDivLTGB"":0.02499359451740227,""firstVolDivVol"":0.6868663071341362,""highestVolDivLTGB"":0.02499359451740227,""highestVolDivVol"":0.6868663071341362},{""code"":""600540.SH"",""time"":1777513430204,""openTime"":null,""duration"":13553440,""updatedTime"":1777532400000,""firstVol"":3.6916556E7,""highestVol"":3.6916556E7,""firstVolDivLTGB"":0.06349848470087291,""firstVolDivVol"":1.0991569912027974,""highestVolDivLTGB"":0.06349848470087291,""highestVolDivVol"":1.0991569912027974}]",1,一季报增长+棉籽蛋白+棉花+兵团国资,4311700,24059286.0,9.152569342329402,0.7416358570521956,1,3244083436.8,首板涨停,放量涨停,17,600540,,,,,,,,,,1,0.0,0,0,9.152569342329402,
600624.SH,ST复华,4.62,4.999999999999994,涨停, 09:36:34, 10:19:52,"[{""code"":""600624.SH"",""time"":1777512994893,""openTime"":1777513087977,""duration"":93084,""updatedTime"":1777513087977,""firstVol"":17700.0,""highestVol"":1534186.0,""firstVolDivLTGB"":2.605443390661498E-5,""firstVolDivVol"":0.010227193935331776,""highestVolDivLTGB"":0.002258324730929605,""highestVolDivVol"":0.6763909965373333},{""code"":""600624.SH"",""time"":1777515592565,""openTime"":null,""duration"":11391079,""updatedTime"":1777532400000,""firstVol"":3518400.0,""highestVol"":3564500.0,""firstVolDivLTGB"":0.0051790915399454315,""firstVolDivVol"":0.3950792954598894,""highestVolDivLTGB"":0.005246950828255881,""highestVolDivVol"":0.3988272275303459}]",1,量子科技+医药+园区+上海国资,2020030,9332538.6,20.359256934441344,0.2973488029625958,1,3138582872.04,首板涨停,放量涨停,22,600624,肝炎概念;仿制药一致性评价;物业管理;创投;数字经济;ST板块;国企改革;量子科技,6725676.899999999,13453416.5,1.711858,8.0,30559815.5,17106399.0,1.460509,4.545454,1,6725676.899999999,0,0,20.359256934441344,肝炎概念;仿制药一致性评价;物业管理;创投;数字经济;ST板块;国企改革;量子科技
600714.SH,金瑞矿业,22.1,10.004977600796424,涨停, 13:13:39, 13:13:39,"[{""code"":""600714.SH"",""time"":1777526019702,""openTime"":null,""duration"":6380298,""updatedTime"":1777532400000,""firstVol"":1.8533E7,""highestVol"":1.85892E7,""firstVolDivLTGB"":0.06431133211303625,""firstVolDivVol"":0.4088759956300371,""highestVolDivLTGB"":0.06450635163846401,""highestVolDivVol"":0.40997568688824787}]",2,国家电投入主+碳酸锶+硫磺+30万吨天青石项目,4154300,91810030.0,8.756734467999662,1.4415829439226595,0,6368695633.3,2天2板,放量涨停,17,600714,小金属概念;西部大开发;国企改革;央企国企改革,89371984.0,96557155.0,3.112257,4.0,336705420.0,240148265.0,16.462563,7.466401,2,89371984.0,0,0,8.756734467999662,小金属概念;西部大开发;国企改革;央企国企改革
600730.SH,*ST高科,8.97,5.0351288056206265,涨停, 09:30:00, 09:30:00,"[{""code"":""600730.SH"",""time"":1777512600000,""openTime"":null,""duration"":14383644,""updatedTime"":1777532400000,""firstVol"":1.34908E7,""highestVol"":1.41111E7,""firstVolDivLTGB"":0.0229960998506924,""firstVolDivVol"":38.6002861230329,""highestVolDivLTGB"":0.024053448617065373,""highestVolDivVol"":9.930401125967629}]",2,集成电路+国资背景+ST板块,9817400,88062078.0,550.0560286866876,1.6734508752200579,0,5262304337.94,2天2板,一字涨停||缩量涨停,22,600730,职业教育;物业管理;化债概念(AMC概念);人工智能;在线教育;创投;AI应用;DeepSeek概念;信创;参股券商;国企改革;ST板块;股权转让(并购重组),2818670.0,26562315.599999998,0.066853,13.0,139791499.1,113229183.5,0.304232,0,2,2818670.0,0,0,550.0560286866876,职业教育;物业管理;化债概念(AMC概念);人工智能;在线教育;创投;AI应用;DeepSeek概念;信创;参股券商;国企改革;ST板块;股权转让(并购重组)
601086.SH,国芳集团,8.93,9.975369458128087,涨停, 09:44:11, 09:44:11,"[{""code"":""601086.SH"",""time"":1777513451065,""openTime"":null,""duration"":13532579,""updatedTime"":1777532400000,""firstVol"":3.70124E7,""highestVol"":3.70124E7,""firstVolDivLTGB"":0.05557417417417417,""firstVolDivVol"":2.172356921921129,""highestVolDivLTGB"":0.05557417417417417,""highestVolDivVol"":2.172356921921129}]",1,一季报增长+百货零售+IP经济+参股券商,6290320,56172557.6,25.432409834766478,0.9444924924924926,0,5947380000.0,首板涨停,放量涨停,17,601086,IP经济(谷子经济);参股券商;家用电器;西部大开发;沪股通,33149566.0,22244080.0,2.840694,5.0,65505979.0,43261899.0,3.713735,5.295566,1,33149566.0,0,0,25.432409834766478,IP经济(谷子经济);参股券商;家用电器;西部大开发;沪股通
601106.SH,中国一重,4.54,9.927360774818405,涨停, 10:36:51, 10:36:51,"[{""code"":""601106.SH"",""time"":1777516611919,""openTime"":null,""duration"":10371725,""updatedTime"":1777532400000,""firstVol"":2.632259E8,""highestVol"":2.76147E8,""firstVolDivLTGB"":0.038383527563061924,""firstVolDivVol"":2.27180789383678,""highestVolDivLTGB"":0.04026767877308753,""highestVolDivVol"":2.317622818789209}]",1,扭亏为盈+核电装备+央企,26252599,119186799.46000001,15.925030727868611,0.3828146688143196,0,31134334488.58,首板涨停,放量涨停,17,601106,,,,,,,,,,1,0.0,0,0,15.925030727868611,
601588.SH,北辰实业,2.0,9.890109890109885,涨停, 10:10:01, 10:10:01,"[{""code"":""601588.SH"",""time"":1777515001126,""openTime"":null,""duration"":11982518,""updatedTime"":1777532400000,""firstVol"":8.66076E7,""highestVol"":8.66076E7,""firstVolDivLTGB"":0.032559248120300754,""firstVolDivVol"":0.8389781793756187,""highestVolDivLTGB"":0.032559248120300754,""highestVolDivVol"":0.8389781793756187}]",1,控股股东增持+会展+北京国资+养老,4489100,8978200.0,3.614419193608593,0.16876315789473684,0,5320000000.0,首板涨停,放量涨停,17,601588,物业管理;京津冀一体化;养老概念;国企改革;数字经济;回购增持再贷款概念;小米概念;沪股通;融资融券,37288107.9,53924873.3,2.200067,9.0,197169789.4,143244916.10000002,4.669163,10.43956,1,37288107.9,0,0,3.614419193608593,物业管理;京津冀一体化;养老概念;国企改革;数字经济;回购增持再贷款概念;小米概念;沪股通;融资融券
603030.SH,全筑股份,2.65,9.958506224066381,涨停, 09:30:15, 09:31:45,"[{""code"":""603030.SH"",""time"":1777512615914,""openTime"":1777512666711,""duration"":50797,""updatedTime"":1777512666711,""firstVol"":2468900.0,""highestVol"":2468900.0,""firstVolDivLTGB"":0.0018747339653105647,""firstVolDivVol"":0.24310246361684948,""highestVolDivLTGB"":0.0018747339653105647,""highestVolDivVol"":0.24310246361684948},{""code"":""603030.SH"",""time"":1777512705073,""openTime"":null,""duration"":14278571,""updatedTime"":1777532400000,""firstVol"":4857100.0,""highestVol"":1.67658E7,""firstVolDivLTGB"":0.003688189210948173,""firstVolDivVol"":0.1704508766265669,""highestVolDivLTGB"":0.012730938764471574,""highestVolDivVol"":0.5277093189050357}]",1,一季报扭亏+AI智慧建造+先进光源+建筑装饰,8239300,21834145.0,19.104028417337915,0.6256428190847477,1,3489873828.0,首板涨停,放量涨停,17,603030,,,,,,,,,,1,0.0,0,0,19.104028417337915,
