股票代码,股票简称,最新价,最新涨跌幅,涨停[20260429],首次涨停时间[20260429],最终涨停时间[20260429],涨停明细数据[20260429],连续涨停天数[20260429],涨停原因类别[20260429],涨停封单量[20260429],涨停封单额[20260429],涨停封单量占成交量比[20260429],涨停封单量占流通a股比[20260429],涨停开板次数[20260429],a股市值(不含限售股)[20260429],几天几板[20260429],涨停类型[20260429],market_code,code,所属概念,主力资金流向区间增长值[20260424-20260430],主力资金流向[20260427],主力资金流向[20260428],主力资金流向[20260429],主力资金流向[20260430],量比[20260430],所属概念数量,a股市值(不含限售股)[20260430],换手率[20260430],振幅[20260430],主力资金流向[20260424],lbc,main,chg5,amt,volr,concepts
000820.SZ,*ST节能,3.75,-3.1007751937984525,涨停, 09:30:00, 09:30:00,"[{""code"":""000820.SZ"",""time"":1777426200000,""openTime"":null,""duration"":14365462,""updatedTime"":1777446000000,""firstVol"":4825300.0,""highestVol"":5977800.0,""firstVolDivLTGB"":0.016248613477522614,""firstVolDivVol"":4.926791913416378,""highestVolDivLTGB"":0.020129517676814847,""highestVolDivVol"":1.9489080794038711}]",1,申请撤销退市风险警示+储能+冶金设计,4771400,18465318.0,148.38491383760692,1.6067111754015584,0,1149261813.99,3天2板,一字涨停||缩量涨停,33,000820,,,,,,,,,,,,,2,0.0,0,0,148.38491383760692,
000831.SZ,中国稀土,54.44,0.7588376827688258,涨停, 10:52:12, 11:01:11,"[{""code"":""000831.SZ"",""time"":1777431132567,""openTime"":1777431456302,""duration"":323735,""updatedTime"":1777431456302,""firstVol"":3.3872554E7,""highestVol"":3.3872554E7,""firstVolDivLTGB"":0.03191847895986457,""firstVolDivVol"":0.689426767667773,""highestVolDivLTGB"":0.03191847895986457,""highestVolDivVol"":0.689426767667773},{""code"":""000831.SZ"",""time"":1777431671129,""openTime"":null,""duration"":8894333,""updatedTime"":1777446000000,""firstVol"":1.1353858E7,""highestVol"":1.1353858E7,""firstVolDivLTGB"":0.010698864859327998,""firstVolDivVol"":0.2104500254085347,""highestVolDivLTGB"":0.010698864859327998,""highestVolDivVol"":0.2104500254085347}]",1,稀土永磁+业绩高增+并购重组预期,2357283,127364000.49000001,3.9493004211087333,0.22212936124611812,1,57337760202.21,首板涨停,放量涨停,33,000831,,,,,,,,,,,,,1,0.0,0,0,3.9493004211087333,
000901.SZ,航天科技,24.0,3.359173126614992,涨停, 10:00:01, 10:00:01,"[{""code"":""000901.SZ"",""time"":1777428001771,""openTime"":null,""duration"":12563691,""updatedTime"":1777446000000,""firstVol"":6.5754937E7,""highestVol"":6.9129438E7,""firstVolDivLTGB"":0.08237970718025786,""firstVolDivVol"":2.0749952373362293,""highestVolDivLTGB"":0.0866073806743331,""highestVolDivVol"":2.09115621581198}]",1,商业航天+车联网+央企,3980700,92431854.0,9.473431696907301,0.4987137321300338,0,18534050306.82,首板涨停,放量涨停,33,000901,军民融合;商业航天;卫星导航;军工;无人机;数字孪生;车联网(车路协同);无人驾驶;工业互联网;传感器;智慧城市;物联网;智能电网;新能源汽车;京津冀一体化;智能座舱;汽车电子;2025年报预增;央企国企改革;智能物流;一带一路;黑龙江自贸区;中俄贸易概念;人民币贬值受益;国企改革;深股通;融资融券;俄乌冲突概念,37967590.7,,,184375412.0,38527060.0,3.201101,28.0,19156641144.0,10.092947,5.943152,559469.299999997,1,184375412.0,0,0,9.473431696907301,军民融合;商业航天;卫星导航;军工;无人机;数字孪生;车联网(车路协同);无人驾驶;工业互联网;传感器;智慧城市;物联网;智能电网;新能源汽车;京津冀一体化;智能座舱;汽车电子;2025年报预增;央企国企改革;智能物流;一带一路;黑龙江自贸区;中俄贸易概念;人民币贬值受益;国企改革;深股通;融资融券;俄乌冲突概念
000973.SZ,佛塑科技,20.99,-1.4091122592766592,涨停, 13:14:48, 13:27:58,"[{""code"":""000973.SZ"",""time"":1777439688842,""openTime"":1777439717479,""duration"":28637,""updatedTime"":1777439717479,""firstVol"":32600.0,""highestVol"":32600.0,""firstVolDivLTGB"":3.369776637280895E-5,""firstVolDivVol"":3.3726260824707224E-4,""highestVolDivLTGB"":3.369776637280895E-5,""highestVolDivVol"":3.3726260824707224E-4},{""code"":""000973.SZ"",""time"":1777439740674,""openTime"":1777439947554,""duration"":206880,""updatedTime"":1777439947554,""firstVol"":2.30779E7,""highestVol"":2.30779E7,""firstVolDivLTGB"":0.023855020937884896,""firstVolDivVol"":0.23458223485729435,""highestVolDivLTGB"":0.023855020937884896,""highestVolDivVol"":0.23458223485729435},{""code"":""000973.SZ"",""time"":1777440323802,""openTime"":1777440356928,""duration"":33126,""updatedTime"":1777440356928,""firstVol"":993100.0,""highestVol"":993100.0,""firstVolDivLTGB"":0.0010265414657925328,""firstVolDivVol"":0.00900096739326827,""highestVolDivLTGB"":0.0010265414657925328,""highestVolDivVol"":0.00900096739326827},{""code"":""000973.SZ"",""time"":1777440478851,""openTime"":null,""duration"":5521149,""updatedTime"":1777446000000,""firstVol"":7124700.0,""highestVol"":9271400.0,""firstVolDivLTGB"":0.007364615830562942,""firstVolDivVol"":0.06330670296936933,""highestVolDivLTGB"":0.00958360340947426,""highestVolDivVol"":0.08230929443665642}]",1,一季报大增+锂电隔膜+广东国资,3723351,79270142.78999999,3.1802952619374554,0.3848730433189097,3,20596439310.59,首板涨停,放量涨停,33,000973,,,,,,,,,,,,,1,0.0,0,0,3.1802952619374554,
000980.SZ,众泰汽车,2.52,10.043668122270741,涨停, 09:31:27, 09:35:21,"[{""code"":""000980.SZ"",""time"":1777426287341,""openTime"":1777426317341,""duration"":30000,""updatedTime"":1777426317341,""firstVol"":6.1052193E7,""highestVol"":6.1052193E7,""firstVolDivLTGB"":0.012107522376322538,""firstVolDivVol"":1.0103394474629699,""highestVolDivLTGB"":0.012107522376322538,""highestVolDivVol"":1.0103394474629699},{""code"":""000980.SZ"",""time"":1777426521295,""openTime"":null,""duration"":14044167,""updatedTime"":1777446000000,""firstVol"":1.26875047E8,""highestVol"":1.3585395E8,""firstVolDivLTGB"":0.02516113500705001,""firstVolDivVol"":1.0346199485775116,""highestVolDivLTGB"":0.026941779790560567,""highestVolDivVol"":1.0464389236046772}]",1,整车复产+海外布局+减亏,23880928,54687325.12,15.536389765026767,0.4735929307688381,1,11547327159.47,首板涨停,缩量涨停,33,000980,百度概念;新能源汽车;中俄贸易概念;一带一路;深股通;融资融券,122686033.0,,,76209141.0,86286769.0,1.618509,6.0,12707102376.36,6.083803,9.606986,,1,76209141.0,0,0,15.536389765026767,百度概念;新能源汽车;中俄贸易概念;一带一路;深股通;融资融券
001203.SZ,大中矿业,52.31,1.9688109161793472,涨停, 13:23:02, 14:01:29,"[{""code"":""001203.SZ"",""time"":1777440182368,""openTime"":1777440224066,""duration"":41698,""updatedTime"":1777440224066,""firstVol"":6678500.0,""highestVol"":6678500.0,""firstVolDivLTGB"":0.005113807300999491,""firstVolDivVol"":0.26698441216396734,""highestVolDivLTGB"":0.005113807300999491,""highestVolDivVol"":0.26698441216396734},{""code"":""001203.SZ"",""time"":1777441623210,""openTime"":1777441825743,""duration"":202533,""updatedTime"":1777441825743,""firstVol"":4955100.0,""highestVol"":4955100.0,""firstVolDivLTGB"":0.003794179315292742,""firstVolDivVol"":0.16913988794802434,""highestVolDivLTGB"":0.003794179315292742,""highestVolDivVol"":0.16913988794802434},{""code"":""001203.SZ"",""time"":1777441940915,""openTime"":1777441973018,""duration"":32103,""updatedTime"":1777441973018,""firstVol"":31100.0,""highestVol"":31100.0,""firstVolDivLTGB"":2.381364184488795E-5,""firstVolDivVol"":0.0010191852947357702,""highestVolDivLTGB"":2.381364184488795E-5,""highestVolDivVol"":0.0010191852947357702},{""code"":""001203.SZ"",""time"":1777442113984,""openTime"":1777442202373,""duration"":88389,""updatedTime"":1777442202373,""firstVol"":172100.0,""highestVol"":264000.0,""firstVolDivLTGB"":1.3177902770113235E-4,""firstVolDivVol"":0.005581759988925996,""highestVolDivLTGB"":2.0214795649679804E-4,""highestVolDivVol"":0.00854903758723621},{""code"":""001203.SZ"",""time"":1777442280023,""openTime"":1777442319452,""duration"":39429,""updatedTime"":1777442319452,""firstVol"":2000.0,""highestVol"":2000.0,""firstVolDivLTGB"":1.5314239128545304E-6,""firstVolDivVol"":6.43186727816144E-5,""highestVolDivLTGB"":1.5314239128545304E-6,""highestVolDivVol"":6.43186727816144E-5},{""code"":""001203.SZ"",""time"":1777442407660,""openTime"":1777442433935,""duration"":26275,""updatedTime"":1777442433935,""firstVol"":11000.0,""highestVol"":11000.0,""firstVolDivLTGB"":8.422831520699918E-6,""firstVolDivVol"":3.513852837734844E-4,""highestVolDivLTGB"":8.422831520699918E-6,""highestVolDivVol"":3.513852837734844E-4},{""code"":""001203.SZ"",""time"":1777442489440,""openTime"":null,""duration"":3510560,""updatedTime"":1777446000000,""firstVol"":1600.0,""highestVol"":3022800.0,""firstVolDivLTGB"":1.2251391302836243E-6,""firstVolDivVol"":5.099126054411627E-5,""highestVolDivLTGB"":0.0023145941018883373,""highestVolDivVol"":0.09616392226641453}]",1,锂矿放量+铁矿龙头+固态电池材料,1037600,53228880.0,3.2360555975309917,0.07945027259889305,6,66996472458.6,首板涨停,放量涨停,33,001203,固态电池;小金属概念;锂电池概念;金属回收;金属铅;金属锌;储能;绿色电力;回购增持再贷款概念;西部大开发;参股银行;乡村振兴;创投;旅游概念;职业教育;融资融券;深股通,74839185.0,90399775.0,20211790.0,138976029.0,161451490.0,1.603181,17.0,68315506321.82,3.527292,6.959064,86612305.0,1,138976029.0,0,0,3.2360555975309917,固态电池;小金属概念;锂电池概念;金属回收;金属铅;金属锌;储能;绿色电力;回购增持再贷款概念;西部大开发;参股银行;乡村振兴;创投;旅游概念;职业教育;融资融券;深股通
001266.SZ,宏英智能,40.59,2.7074898785425106,涨停, 09:30:00, 09:30:00,"[{""code"":""001266.SZ"",""time"":1777426200000,""openTime"":null,""duration"":14365462,""updatedTime"":1777446000000,""firstVol"":4267300.0,""highestVol"":4267300.0,""firstVolDivLTGB"":0.07339886397485783,""firstVolDivVol"":28.391882900864935,""highestVolDivLTGB"":0.07339886397485783,""highestVolDivVol"":28.391882900864935}]",2,一季报大增+液冷储能+智能电控,1165200,46048704.0,38.80481696595087,2.004179605453199,0,2297633599.04,2天2板,一字涨停||放量涨停,33,001266,PCB概念;换电概念;新型工业化;数据中心;充电桩;物联网;工业互联网;传感器;储能;专精特新;人工智能;农机;汽车电子;机器人概念;新能源汽车;AI智能体;车联网(车路协同);风电;商业航天;智能座舱;卫星导航;无人驾驶;回购增持再贷款概念,12707492.0,,,,12506209.0,9.574542,23.0,2359841796.18,28.908486,7.844129,,2,0.0,0,0,38.80481696595087,PCB概念;换电概念;新型工业化;数据中心;充电桩;物联网;工业互联网;传感器;储能;专精特新;人工智能;农机;汽车电子;机器人概念;新能源汽车;AI智能体;车联网(车路协同);风电;商业航天;智能座舱;卫星导航;无人驾驶;回购增持再贷款概念
001336.SZ,楚环科技,28.92,-0.5159958720330189,涨停, 13:39:22, 13:39:22,"[{""code"":""001336.SZ"",""time"":1777441162973,""openTime"":null,""duration"":4837027,""updatedTime"":1777446000000,""firstVol"":6104200.0,""highestVol"":6104200.0,""firstVolDivLTGB"":0.12375905404468399,""firstVolDivVol"":1.4983283042959916,""highestVolDivLTGB"":0.12375905404468399,""highestVolDivVol"":1.4983283042959916}]",1,一季报高增+废气治理+半导体,1599498,46497406.86,36.20322631243367,3.2428878383140125,0,1433827168.2,首板涨停,放量涨停,33,001336,新型城镇化;垃圾分类;污水处理;共同富裕示范区;固废处理;创投;碳中和;储能;专精特新;氢能源,3146091.0,595400.0,79110.0,13794557.0,3481582.0,3.395254,10.0,1426428679.2,14.147495,4.231166,335491.0,1,13794557.0,0,0,36.20322631243367,新型城镇化;垃圾分类;污水处理;共同富裕示范区;固废处理;创投;碳中和;储能;专精特新;氢能源
001396.SZ,誉帆科技,46.85,-1.8025571159086133,涨停, 09:31:12, 14:17:27,"[{""code"":""001396.SZ"",""time"":1777426272131,""openTime"":1777426302341,""duration"":30210,""updatedTime"":1777426302341,""firstVol"":165300.0,""highestVol"":180000.0,""firstVolDivLTGB"":0.007443550597951722,""firstVolDivVol"":0.31703107019562715,""highestVolDivLTGB"":0.008105499743686085,""highestVolDivVol"":0.2555366269165247},{""code"":""001396.SZ"",""time"":1777426506295,""openTime"":1777429244408,""duration"":2738113,""updatedTime"":1777429244408,""firstVol"":4822100.0,""highestVol"":4915300.0,""firstVolDivLTGB"":0.21714183507793708,""firstVolDivVol"":2.6547376615340235,""highestVolDivLTGB"":0.22133868272300122,""highestVolDivVol"":2.683004978676461},{""code"":""001396.SZ"",""time"":1777429361459,""openTime"":1777429390874,""duration"":29415,""updatedTime"":1777429390874,""firstVol"":242100.0,""highestVol"":242100.0,""firstVolDivLTGB"":0.010901897155257785,""firstVolDivVol"":0.09183279830581574,""highestVolDivLTGB"":0.010901897155257785,""highestVolDivVol"":0.09183279830581574},{""code"":""001396.SZ"",""time"":1777429519977,""openTime"":1777429568448,""duration"":48471,""updatedTime"":1777429568448,""firstVol"":11200.0,""highestVol"":11200.0,""firstVolDivLTGB"":5.043422062738008E-4,""firstVolDivVol"":0.00372909087095248,""highestVolDivLTGB"":5.043422062738008E-4,""highestVolDivVol"":0.00372909087095248},{""code"":""001396.SZ"",""time"":1777429654968,""openTime"":1777429696414,""duration"":41446,""updatedTime"":1777429696414,""firstVol"":37800.0,""highestVol"":37800.0,""firstVolDivLTGB"":0.001702154946174078,""firstVolDivVol"":0.012263119835012375,""highestVolDivLTGB"":0.001702154946174078,""highestVolDivVol"":0.012263119835012375},{""code"":""001396.SZ"",""time"":1777429735686,""openTime"":1777442961763,""duration"":7791539,""updatedTime"":1777442961763,""firstVol"":26700.0,""highestVol"":1763000.0,""firstVolDivLTGB"":0.001202315795313436,""firstVolDivVol"":0.008541504514041178,""highestVolDivLTGB"":0.07938886693399205,""highestVolDivVol"":0.5613911291285573},{""code"":""001396.SZ"",""time"":1777442989299,""openTime"":1777443027553,""duration"":38254,""updatedTime"":1777443027553,""firstVol"":45800.0,""highestVol"":45800.0,""firstVolDivLTGB"":0.002062399379226793,""firstVolDivVol"":0.011714633572400528,""highestVolDivLTGB"":0.002062399379226793,""highestVolDivVol"":0.011714633572400528},{""code"":""001396.SZ"",""time"":1777443447176,""openTime"":null,""duration"":2552824,""updatedTime"":1777446000000,""firstVol"":150705.0,""highestVol"":205405.0,""firstVolDivLTGB"":0.006786329660401175,""firstVolDivVol"":0.03552406870273093,""highestVolDivLTGB"":0.009249500971399113,""highestVolDivVol"":0.04818733013734462}]",1,地下管网+专精特新+一季报扭亏,130505,6226393.55,3.022603809724537,0.587671246694307,7,1059502840.24,首板涨停,放量涨停,33,001396,,,,,,,,,,,,,1,0.0,0,0,3.022603809724537,
002079.SZ,苏州固锝,11.7,0.08554319931565259,涨停, 09:37:47, 09:37:47,"[{""code"":""002079.SZ"",""time"":1777426667017,""openTime"":null,""duration"":13898445,""updatedTime"":1777446000000,""firstVol"":8.4561681E7,""highestVol"":8.5455381E7,""firstVolDivLTGB"":0.10432246855215375,""firstVolDivVol"":1.772571725104158,""highestVolDivLTGB"":0.10542501274288549,""highestVolDivVol"":1.7781848745112303}]",1,业绩大增+光伏银浆+半导体封测,10347260,120959469.39999999,16.702272643262333,1.2765258367450838,0,9475677335.95,首板涨停,放量涨停,33,002079,,,,,,,,,,,,,1,0.0,0,0,16.702272643262333,
002081.SZ,金螳螂,5.9,10.074626865671641,涨停, 09:48:24, 09:48:24,"[{""code"":""002081.SZ"",""time"":1777427304169,""openTime"":null,""duration"":13261293,""updatedTime"":1777446000000,""firstVol"":1.31854807E8,""highestVol"":1.4354741E8,""firstVolDivLTGB"":0.049864853135356116,""firstVolDivVol"":0.45745974457642,""highestVolDivLTGB"":0.05428676193512421,""highestVolDivVol"":0.4907228127050377}]",2,半导体洁净室+海外EPC+城市更新,28016703,150169528.08,8.921104986266585,1.0595357213119208,0,14173144431.04,9天7板,放量涨停,33,002081,新型城镇化;装配式建筑;PPP概念;光伏建筑一体化;长三角一体化;一带一路;深股通;融资融券;第三代半导体;芯片概念;智能家居;人工智能;数据中心;数字孪生,220532640.0,,184066590.0,264558747.0,272473370.0,1.454351,14.0,15601035847.6,21.77154,15.485074,51940730.0,7,264558747.0,0,0,8.921104986266585,新型城镇化;装配式建筑;PPP概念;光伏建筑一体化;长三角一体化;一带一路;深股通;融资融券;第三代半导体;芯片概念;智能家居;人工智能;数据中心;数字孪生
002111.SZ,威海广泰,11.02,4.554079696394691,涨停, 09:30:12, 09:33:45,"[{""code"":""002111.SZ"",""time"":1777426212131,""openTime"":1777426257131,""duration"":45000,""updatedTime"":1777426257131,""firstVol"":9618780.0,""highestVol"":9618780.0,""firstVolDivLTGB"":0.019680330596850253,""firstVolDivVol"":2.0276016458962207,""highestVolDivLTGB"":0.019680330596850253,""highestVolDivVol"":2.0276016458962207},{""code"":""002111.SZ"",""time"":1777426302341,""openTime"":1777426407341,""duration"":105000,""updatedTime"":1777426407341,""firstVol"":1.51125E7,""highestVol"":1.6022E7,""firstVolDivLTGB"":0.03092065689670618,""firstVolDivVol"":1.2796575725245136,""highestVolDivLTGB"":0.032781522898198606,""highestVolDivVol"":1.3309962118694756},{""code"":""002111.SZ"",""time"":1777426425104,""openTime"":null,""duration"":14140358,""updatedTime"":1777446000000,""firstVol"":7404480.0,""highestVol"":7675447.0,""firstVolDivLTGB"":0.015149802188818723,""firstVolDivVol"":0.5033486079717121,""highestVolDivLTGB"":0.01570420931122268,""highestVolDivVol"":0.47976959149263976}]",1,低空经济+无人机+空港装备+业绩高增,1651397,17405724.38,8.492709930744226,0.3378810920578984,2,5151434865.44,首板涨停,T字涨停||放量涨停,33,002111,大飞机;成飞概念;高端装备;机器人概念;无人机;低空经济;军工;医疗器械概念;无人驾驶;智慧城市;2025年报预增;智能医疗;换电概念;回购增持再贷款概念;海工装备;深股通,14009245.0,1651437.0,,,13699906.0,6.004812,16.0,5386035314.72,10.906636,5.407969,,1,0.0,0,0,8.492709930744226,大飞机;成飞概念;高端装备;机器人概念;无人机;低空经济;军工;医疗器械概念;无人驾驶;智慧城市;2025年报预增;智能医疗;换电概念;回购增持再贷款概念;海工装备;深股通
002136.SZ,安纳达,15.09,-1.4369693011103895,涨停, 14:38:38, 14:38:38,"[{""code"":""002136.SZ"",""time"":1777444718466,""openTime"":null,""duration"":1281534,""updatedTime"":1777446000000,""firstVol"":2.0276899E7,""highestVol"":2.0276899E7,""firstVolDivLTGB"":0.09455049843380285,""firstVolDivVol"":0.828721055566275,""highestVolDivLTGB"":0.09455049843380285,""highestVolDivVol"":0.828721055566275}]",1,磷酸铁锂+钛白粉+国企改革,3775099,57796765.690000005,14.750340333198912,1.760315973793383,0,3283317685.6,首板涨停,放量涨停,33,002136,,,,,,,,,,,,,1,0.0,0,0,14.750340333198912,
002174.SZ,游族网络,10.24,0.5893909626719106,涨停, 09:32:12, 09:32:12,"[{""code"":""002174.SZ"",""time"":1777426332341,""openTime"":null,""duration"":14233121,""updatedTime"":1777446000000,""firstVol"":6.96712E7,""highestVol"":8.18414E7,""firstVolDivLTGB"":0.0711468539087536,""firstVolDivVol"":4.321484902882394,""highestVolDivLTGB"":0.08357482187026873,""highestVolDivVol"":4.557822231377808}]",1,AI应用+全球化卡牌+业绩反转,11392700,115977686.0,40.577430654058944,1.1634000311839858,0,9968857047.56,首板涨停,放量涨停,33,002174,手机游戏;电子竞技;网络游戏;AI应用;IP经济(谷子经济);AIGC概念;云游戏;抖音概念(字节概念);腾讯概念;DeepSeek概念;人工智能;虚拟现实;华为概念;人民币贬值受益;深股通;融资融券,8869201.7,13179707.0,1919768.0,6324188.0,2287170.0,3.039492,16.0,10027612590.08,7.156012,2.357563,,1,6324188.0,0,0,40.577430654058944,手机游戏;电子竞技;网络游戏;AI应用;IP经济(谷子经济);AIGC概念;云游戏;抖音概念(字节概念);腾讯概念;DeepSeek概念;人工智能;虚拟现实;华为概念;人民币贬值受益;深股通;融资融券
002176.SZ,江特电机,16.05,-0.24860161591049812,涨停, 13:45:41, 14:53:50,"[{""code"":""002176.SZ"",""time"":1777441541331,""openTime"":1777441568871,""duration"":27540,""updatedTime"":1777441568871,""firstVol"":124494.0,""highestVol"":124494.0,""firstVolDivLTGB"":7.308443679909821E-5,""firstVolDivVol"":4.053675199982808E-4,""highestVolDivLTGB"":7.308443679909821E-5,""highestVolDivVol"":4.053675199982808E-4},{""code"":""002176.SZ"",""time"":1777441871135,""openTime"":1777441909971,""duration"":38836,""updatedTime"":1777441909971,""firstVol"":165492.0,""highestVol"":165492.0,""firstVolDivLTGB"":9.715238979192861E-5,""firstVolDivVol"":5.098468352230926E-4,""highestVolDivLTGB"":9.715238979192861E-5,""highestVolDivVol"":5.098468352230926E-4},{""code"":""002176.SZ"",""time"":1777441940915,""openTime"":1777441973018,""duration"":32103,""updatedTime"":1777441973018,""firstVol"":23200.0,""highestVol"":23200.0,""firstVolDivLTGB"":1.36196036253882E-5,""firstVolDivVol"":7.093529811063528E-5,""highestVolDivLTGB"":1.36196036253882E-5,""highestVolDivVol"":7.093529811063528E-5},{""code"":""002176.SZ"",""time"":1777442381692,""openTime"":1777444100654,""duration"":1718962,""updatedTime"":1777444100654,""firstVol"":1.34207E7,""highestVol"":1.50059E7,""firstVolDivLTGB"":0.007878647171346871,""firstVolDivVol"":0.03924071022448755,""highestVolDivLTGB"":0.008809241812164345,""highestVolDivVol"":0.04370326190261435},{""code"":""002176.SZ"",""time"":1777444188219,""openTime"":1777444247222,""duration"":59003,""updatedTime"":1777444247222,""firstVol"":275100.0,""highestVol"":275100.0,""firstVolDivLTGB"":1.61497972299323E-4,""firstVolDivVol"":7.649840308540779E-4,""highestVolDivLTGB"":1.61497972299323E-4,""highestVolDivVol"":7.649840308540779E-4},{""code"":""002176.SZ"",""time"":1777444267633,""openTime"":1777444522736,""duration"":255103,""updatedTime"":1777444522736,""firstVol"":585900.0,""highestVol"":5429100.0,""firstVolDivLTGB"":3.4395369672909253E-4,""firstVolDivVol"":0.0016213292658510947,""highestVolDivLTGB"":0.0031871633639049602,""highestVolDivVol"":0.015017133572716066},{""code"":""002176.SZ"",""time"":1777444543571,""openTime"":1777444635494,""duration"":91923,""updatedTime"":1777444635494,""firstVol"":129060.0,""highestVol"":380660.0,""firstVolDivLTGB"":7.576491568502591E-5,""firstVolDivVol"":3.5400328312947243E-4,""highestVolDivLTGB"":2.234671687948393E-4,""highestVolDivVol"":0.001041734826462867},{""code"":""002176.SZ"",""time"":1777444844308,""openTime"":1777444885870,""duration"":41562,""updatedTime"":1777444885870,""firstVol"":438395.0,""highestVol"":438395.0,""firstVolDivLTGB"":2.573606091100026E-4,""firstVolDivVol"":0.0011849826922708379,""highestVolDivLTGB"":2.573606091100026E-4,""highestVolDivVol"":0.0011849826922708379},{""code"":""002176.SZ"",""time"":1777445630013,""openTime"":null,""duration"":369987,""updatedTime"":1777446000000,""firstVol"":1717080.0,""highestVol"":2334880.0,""firstVolDivLTGB"":0.0010080150428052402,""firstVolDivVol"":0.004493056627669345,""highestVolDivLTGB"":0.0013706956945192413,""highestVolDivVol"":0.006101823898845115}]",1,锂矿放量+电机+低空经济,1748980,28141088.2,0.45560425693977363,0.1026741997790149,8,27408139786.4,首板涨停,放量涨停,33,002176,,,,,,,,,,,,,1,0.0,0,0,0.45560425693977363,
002192.SZ,融捷股份,109.22,10.001007150770462,涨停, 13:51:11, 13:51:11,"[{""code"":""002192.SZ"",""time"":1777441871135,""openTime"":null,""duration"":4128865,""updatedTime"":1777446000000,""firstVol"":2737900.0,""highestVol"":2737900.0,""firstVolDivLTGB"":0.01056624164407648,""firstVolDivVol"":0.07071792186479381,""highestVolDivLTGB"":0.01056624164407648,""highestVolDivVol"":0.07071792186479381}]",1,一季报大增+锂矿+负极材料,485224,48177890.96,1.2136278564740441,0.18726009114669512,0,25727794248.62,首板涨停,放量涨停,33,002192,,,,,,,,,,,,,1,0.0,0,0,1.2136278564740441,
002199.SZ,*ST东晶,10.56,3.225806451612904,涨停, 10:16:39, 10:16:39,"[{""code"":""002199.SZ"",""time"":1777428999960,""openTime"":null,""duration"":11565502,""updatedTime"":1777446000000,""firstVol"":941100.0,""highestVol"":1398600.0,""firstVolDivLTGB"":0.004075223966380454,""firstVolDivVol"":0.2079408618045051,""highestVolDivLTGB"":0.006056325830814689,""highestVolDivVol"":0.28443560094087866}]",1,业绩改善+申请撤销退市风险警示+碳酸锂+石英晶体,732499,7493464.7700000005,14.540036964496656,0.31719237914671305,0,2362435311.39,首板涨停,放量涨停,33,002199,,,,,,,,,,,,,1,0.0,0,0,14.540036964496656,
002210.SZ,飞马国际,2.98,-9.969788519637465,涨停, 09:31:12, 09:31:12,"[{""code"":""002210.SZ"",""time"":1777426272131,""openTime"":null,""duration"":14293331,""updatedTime"":1777446000000,""firstVol"":9.7455527E7,""highestVol"":1.11213727E8,""firstVolDivLTGB"":0.03670271043906275,""firstVolDivVol"":0.8292391521972144,""highestVolDivLTGB"":0.0418841839409475,""highestVolDivVol"":0.8886780252655457}]",3,固废处理+黄金供应链+一季度扭亏,26102734,86400049.54,14.030610822951415,0.9830546477573081,0,8788936580.19,3天3板,放量涨停,33,002210,,,,,,,,,,,,,3,0.0,0,0,14.030610822951415,
002227.SZ,*ST特迅,8.78,-3.938730853391698,涨停, 11:08:48, 11:08:48,"[{""code"":""002227.SZ"",""time"":1777432128110,""openTime"":null,""duration"":8437352,""updatedTime"":1777446000000,""firstVol"":4452200.0,""highestVol"":4461100.0,""firstVolDivLTGB"":0.018103027344841965,""firstVolDivVol"":0.41535583256724834,""highestVolDivLTGB"":0.018139215508753987,""highestVolDivVol"":0.41607356605199336}]",1,业绩改善+储能+充电桩,1516900,13864466.0,12.813276544616878,0.616784559979129,0,2247862041.24,3天2板,放量涨停,33,002227,,,,,,,,,,,,,2,0.0,0,0,12.813276544616878,
002289.SZ,*ST宇顺,36.56,4.997128087306152,涨停, 09:30:00, 09:30:00,"[{""code"":""002289.SZ"",""time"":1777426200000,""openTime"":null,""duration"":14365462,""updatedTime"":1777446000000,""firstVol"":890200.0,""highestVol"":1319850.0,""firstVolDivLTGB"":0.0032437998775452794,""firstVolDivVol"":7.350949628406275,""highestVolDivLTGB"":0.004809401559624957,""highestVolDivVol"":5.470880829015544}]",3,一季报增长+IDC并购完成+算力租赁+盛合晶微上市,1034700,36028254.0,324.5608531994981,0.3770343443379129,0,9555695533.06,3天3板,一字涨停||缩量涨停,33,002289,,,,,,,,,,,,,3,0.0,0,0,324.5608531994981,
