股票代码,股票简称,最新价,最新涨跌幅,涨停[20260421],首次涨停时间[20260421],最终涨停时间[20260421],涨停明细数据[20260421],连续涨停天数[20260421],涨停原因类别[20260421],涨停封单量[20260421],涨停封单额[20260421],涨停封单量占成交量比[20260421],涨停封单量占流通a股比[20260421],涨停开板次数[20260421],a股市值(不含限售股)[20260421],几天几板[20260421],涨停类型[20260421],market_code,code,所属概念,区间主力资金流向区间增长值[20260424-20260430],区间主力资金流向[20260424-20260430],量比[20260430],所属概念数量,a股市值(不含限售股)[20260430],区间主力买入金额[20260424-20260430],区间主力卖出金额[20260424-20260430],换手率[20260430],振幅[20260430],lbc,main,chg5,amt,volr,concepts
000056.SZ,*ST皇庭,1.74,-4.91803278688525,涨停, 10:18:20, 13:03:51,"[{""code"":""000056.SZ"",""time"":1776737900144,""openTime"":1776747651979,""duration"":4337879,""updatedTime"":1776747651979,""firstVol"":2.4591871E7,""highestVol"":2.90936E7,""firstVolDivLTGB"":0.02721162885233115,""firstVolDivVol"":0.1763405487151209,""highestVolDivLTGB"":0.03219292444963547,""highestVolDivVol"":0.1987334275532446},{""code"":""000056.SZ"",""time"":1776747831980,""openTime"":null,""duration"":6968020,""updatedTime"":1776754800000,""firstVol"":8302900.0,""highestVol"":1.28259E7,""firstVolDivLTGB"":0.009187403154400912,""firstVolDivVol"":0.04739920625496662,""highestVolDivLTGB"":0.01419223573908281,""highestVolDivVol"":0.07299441639012308}]",1,功率半导体+固态电池+商业管理,3598200,7448273.999999999,1.947171719278382,0.3981514173381031,1,1870710870.06,首板涨停,放量涨停,33,000056,,,,,,,,,,,1,0.0,0,0,1.947171719278382,
000539.SZ,粤电力A,6.53,-6.71428571428571,涨停, 10:23:36, 10:23:36,"[{""code"":""000539.SZ"",""time"":1776738216833,""openTime"":null,""duration"":11169211,""updatedTime"":1776754800000,""firstVol"":9.95394E7,""highestVol"":1.4761053E8,""firstVolDivLTGB"":0.03895277072875061,""firstVolDivVol"":1.2131764924174855,""highestVolDivLTGB"":0.05776445439935708,""highestVolDivVol"":1.6996688645640177}]",1,算电协同+电力+广东国资,20398019,130343341.41,17.430381805672052,0.798236032593826,0,16328922284.61,首板涨停,缩量涨停,33,000539,,,,,,,,,,,1,0.0,0,0,17.430381805672052,
000609.SZ,*ST中迪,14.42,5.0254916241806225,涨停, 09:30:00, 09:30:00,"[{""code"":""000609.SZ"",""time"":1776735000000,""openTime"":null,""duration"":14386044,""updatedTime"":1776754800000,""firstVol"":4.09894E7,""highestVol"":4.09894E7,""firstVolDivLTGB"":0.14082884406047735,""firstVolDivVol"":819.788,""highestVolDivLTGB"":0.14082884406047735,""highestVolDivVol"":819.788}]",2,半导体资产注入+房地产回款+ST博弈,10368558,111565684.08,4733.59355739995,3.5623649961063464,0,3131787006.72,4天3板,一字涨停||缩量涨停,33,000609,,,,,,,,,,,3,0.0,0,0,4733.59355739995,
000690.SZ,宝新能源,5.28,-1.1235955056179703,涨停, 11:29:21, 11:29:21,"[{""code"":""000690.SZ"",""time"":1776742161366,""openTime"":null,""duration"":7224678,""updatedTime"":1776754800000,""firstVol"":1.985636E8,""highestVol"":1.985636E8,""firstVolDivLTGB"":0.09131593646667263,""firstVolDivVol"":0.8785914473398931,""highestVolDivLTGB"":0.09131593646667263,""highestVolDivVol"":0.8785914473398931}]",1,年报增长+绿电龙头,32004688,168664705.76,13.272369496781034,1.471839781331362,0,11459447414.0,首板涨停,放量涨停,33,000690,,,,,,,,,,,1,0.0,0,0,13.272369496781034,
000715.SZ,中兴商业,5.99,-4.006410256410256,涨停, 14:42:14, 14:42:14,"[{""code"":""000715.SZ"",""time"":1776753734665,""openTime"":null,""duration"":1065335,""updatedTime"":1776754800000,""firstVol"":3.286346E7,""highestVol"":3.565853E7,""firstVolDivLTGB"":0.06757121829203332,""firstVolDivVol"":1.7157899490668698,""highestVolDivLTGB"":0.0733182176984109,""highestVolDivVol"":1.8247240860971632}]",1,百货零售+首店经济+恐龙IP,7247840,45443956.8,26.908430090852853,1.4902428983002118,0,3049432871.1,首板涨停,放量涨停,33,000715,,,,,,,,,,,1,0.0,0,0,26.908430090852853,
000802.SZ,北京文化,4.31,0.46620046620045624,涨停, 09:30:07, 09:30:07,"[{""code"":""000802.SZ"",""time"":1776735007808,""openTime"":null,""duration"":14378236,""updatedTime"":1776754800000,""firstVol"":5.28576E7,""highestVol"":5.55973E7,""firstVolDivLTGB"":0.07387050919391044,""firstVolDivVol"":7.870399047051817,""highestVolDivLTGB"":0.0776993442912012,""highestVolDivVol"":5.992056905749852}]",1,影视IP+文旅小镇+演出经济,29033199,129488067.53999999,88.15864414738319,4.057500139352017,0,3191326262.3,首板涨停,放量涨停,33,000802,文化传媒概念;IP经济(谷子经济);旅游概念,1782992.0,27135241.7,0.616062,3.0,3083994661.55,79142119.0,52006877.3,2.477753,1.864801,1,1782992.0,0,0,88.15864414738319,文化传媒概念;IP经济(谷子经济);旅游概念
000819.SZ,岳阳兴长,16.34,-0.5477784540474733,涨停, 13:32:14, 13:32:14,"[{""code"":""000819.SZ"",""time"":1776749534925,""openTime"":null,""duration"":5265075,""updatedTime"":1776754800000,""firstVol"":2.0521675E7,""highestVol"":2.0574175E7,""firstVolDivLTGB"":0.05614189132711022,""firstVolDivVol"":0.9173934919105418,""highestVolDivLTGB"":0.05628551748309765,""highestVolDivVol"":0.9181601964830042}]",1,MOFs材料+茂金属聚烯烃+石油化工+央企,2327283,39749993.63999999,9.141708196412605,0.6366832593997862,0,6243291786.48,首板涨停,放量涨停,33,000819,,,,,,,,,,,1,0.0,0,0,9.141708196412605,
000980.SZ,众泰汽车,2.52,10.043668122270741,涨停, 09:44:52, 09:44:52,"[{""code"":""000980.SZ"",""time"":1776735892980,""openTime"":null,""duration"":13493064,""updatedTime"":1776754800000,""firstVol"":2.4149775E8,""highestVol"":2.4149775E8,""firstVolDivLTGB"":0.0479982298517211,""firstVolDivVol"":1.5873812205464914,""highestVolDivLTGB"":0.0479982298517211,""highestVolDivVol"":1.5873812205464914}]",1,汽车整车+子公司复产+高管聘任,31621322,75258746.36,15.421700423724962,0.6284810030616372,0,12001152244.34,首板涨停,放量涨停,33,000980,百度概念;新能源汽车;中俄贸易概念;一带一路;深股通;融资融券,122686033.0,82633759.0,1.618509,6.0,12707102376.36,576844985.0,494211226.0,6.083803,9.606986,1,122686033.0,0,0,15.421700423724962,百度概念;新能源汽车;中俄贸易概念;一带一路;深股通;融资融券
001268.SZ,联合精密,38.41,9.994272623138587,涨停, 09:41:07, 14:10:33,"[{""code"":""001268.SZ"",""time"":1776735667858,""openTime"":1776738477390,""duration"":2809532,""updatedTime"":1776738477390,""firstVol"":5767600.0,""highestVol"":5767600.0,""firstVolDivLTGB"":0.09164618546984973,""firstVolDivVol"":1.6911799202439597,""highestVolDivLTGB"":0.09164618546984973,""highestVolDivVol"":1.6911799202439597},{""code"":""001268.SZ"",""time"":1776738509577,""openTime"":1776748612000,""duration"":4688467,""updatedTime"":1776748612000,""firstVol"":3829600.0,""highestVol"":3829600.0,""firstVolDivLTGB"":0.06085169427063883,""firstVolDivVol"":0.7149177665353669,""highestVolDivLTGB"":0.06085169427063883,""highestVolDivVol"":0.7149177665353669},{""code"":""001268.SZ"",""time"":1776748627001,""openTime"":1776748762001,""duration"":135000,""updatedTime"":1776748762001,""firstVol"":8300.0,""highestVol"":275700.0,""firstVolDivLTGB"":1.3188559182324586E-4,""firstVolDivVol"":0.0010960909961539092,""highestVolDivLTGB"":0.0043808262247793835,""highestVolDivVol"":0.03596651161625702},{""code"":""001268.SZ"",""time"":1776748852002,""openTime"":1776749002003,""duration"":150001,""updatedTime"":1776749002003,""firstVol"":497540.0,""highestVol"":693840.0,""firstVolDivLTGB"":0.007905826187438281,""firstVolDivVol"":0.06196227915181145,""highestVolDivLTGB"":0.011024999883209747,""highestVolDivVol"":0.08634335445873378},{""code"":""001268.SZ"",""time"":1776749272023,""openTime"":1776749332024,""duration"":60001,""updatedTime"":1776749332024,""firstVol"":64400.0,""highestVol"":80500.0,""firstVolDivLTGB"":0.0010233050739056665,""firstVolDivVol"":0.007472311835817065,""highestVolDivLTGB"":0.0012791313423820832,""highestVolDivVol"":0.009334865874791733},{""code"":""001268.SZ"",""time"":1776749362024,""openTime"":1776751574329,""duration"":2212305,""updatedTime"":1776751574329,""firstVol"":4100.0,""highestVol"":991100.0,""firstVolDivLTGB"":6.514830439461542E-5,""firstVolDivVol"":4.721607133726509E-4,""highestVolDivLTGB"":0.015748410850122765,""highestVolDivVol"":0.11361546866982664},{""code"":""001268.SZ"",""time"":1776751613031,""openTime"":1776751662317,""duration"":49286,""updatedTime"":1776751662317,""firstVol"":13735.0,""highestVol"":13735.0,""firstVolDivLTGB"":2.1824681972196165E-4,""firstVolDivVol"":0.0014712105990574611,""highestVolDivLTGB"":2.1824681972196165E-4,""highestVolDivVol"":0.0014712105990574611},{""code"":""001268.SZ"",""time"":1776751677486,""openTime"":1776751741500,""duration"":64014,""updatedTime"":1776751741500,""firstVol"":82840.0,""highestVol"":82840.0,""firstVolDivLTGB"":0.0013163135453780346,""firstVolDivVol"":0.00882868670940544,""highestVolDivLTGB"":0.0013163135453780346,""highestVolDivVol"":0.00882868670940544},{""code"":""001268.SZ"",""time"":1776751773325,""openTime"":1776751803650,""duration"":30325,""updatedTime"":1776751803650,""firstVol"":8200.0,""highestVol"":8200.0,""firstVolDivLTGB"":1.3029660878923085E-4,""firstVolDivVol"":8.713162581557061E-4,""highestVolDivLTGB"":1.3029660878923085E-4,""highestVolDivVol"":8.713162581557061E-4},{""code"":""001268.SZ"",""time"":1776751833651,""openTime"":null,""duration"":2966349,""updatedTime"":1776754800000,""firstVol"":9100.0,""highestVol"":1090900.0,""firstVolDivLTGB"":1.4459745609536593E-4,""firstVolDivVol"":9.638861516993684E-4,""highestVolDivLTGB"":0.017334215918069745,""highestVolDivVol"":0.11500773447835733}]",1,成飞概念+拟收购迈特航空+精密零部件+业绩增长,616300,22920197.0,6.410610470483472,0.9792902438634508,9,2507845691.46,首板涨停,放量涨停,33,001268,,,,,,,,,,,1,0.0,0,0,6.410610470483472,
002081.SZ,金螳螂,5.9,10.074626865671641,涨停, 09:30:37, 09:30:37,"[{""code"":""002081.SZ"",""time"":1776735037808,""openTime"":null,""duration"":14348236,""updatedTime"":1776754800000,""firstVol"":5.6657982E7,""highestVol"":1.17378811E8,""firstVolDivLTGB"":0.021423987468095467,""firstVolDivVol"":0.6234252697191561,""highestVolDivLTGB"":0.04438425244097021,""highestVolDivVol"":1.200414197204647}]",3,商业航天产业配套+半导体洁净室+越南合作+EPC总包,57743326,259267533.74,48.29753145578224,2.1834386769902094,0,11872652704.36,3天3板,放量涨停,33,002081,新型城镇化;装配式建筑;PPP概念;光伏建筑一体化;长三角一体化;一带一路;深股通;融资融券;第三代半导体;芯片概念;智能家居;人工智能;数据中心;数字孪生,220532640.0,662292882.0,1.454351,14.0,15601035847.6,2490435545.0,1828142663.0,21.77154,15.485074,3,220532640.0,0,0,48.29753145578224,新型城镇化;装配式建筑;PPP概念;光伏建筑一体化;长三角一体化;一带一路;深股通;融资融券;第三代半导体;芯片概念;智能家居;人工智能;数据中心;数字孪生
