股票代码,股票简称,最新价,最新涨跌幅,涨停[20260422],首次涨停时间[20260422],最终涨停时间[20260422],涨停明细数据[20260422],连续涨停天数[20260422],涨停原因类别[20260422],涨停封单量[20260422],涨停封单额[20260422],涨停封单量占成交量比[20260422],涨停封单量占流通a股比[20260422],涨停开板次数[20260422],a股市值(不含限售股)[20260422],几天几板[20260422],涨停类型[20260422],market_code,code,所属概念,区间主力资金流向区间增长值[20260424-20260430],区间主力资金流向[20260424-20260430],量比[20260430],所属概念数量,a股市值(不含限售股)[20260430],区间主力买入金额[20260424-20260430],区间主力卖出金额[20260424-20260430],换手率[20260430],振幅[20260430],lbc,main,chg5,amt,volr,concepts
002194.SZ,武汉凡谷,11.03,1.0999083409715784,涨停, 09:30:00, 09:30:00,"[{""code"":""002194.SZ"",""time"":1776821400000,""openTime"":null,""duration"":14379106,""updatedTime"":1776841200000,""firstVol"":6.2021996E7,""highestVol"":6.2021996E7,""firstVolDivLTGB"":0.12139900510629631,""firstVolDivVol"":16.859740821767666,""highestVolDivLTGB"":0.12139900510629631,""highestVolDivVol"":16.859740821767666}]",1,6G预研+商业航天+射频器件龙头,12521945,148510267.7,82.99351816583122,2.4509879769038094,0,6059023161.0,首板涨停,一字涨停||放量涨停,33,002194,,,,,,,,,,,1,0.0,0,0,82.99351816583122,
002201.SZ,九鼎新材,13.39,-4.014336917562715,涨停, 09:32:41, 14:24:55,"[{""code"":""002201.SZ"",""time"":1776821561285,""openTime"":1776821711288,""duration"":150003,""updatedTime"":1776821711288,""firstVol"":3.8222676E7,""highestVol"":3.9474676E7,""firstVolDivLTGB"":0.06349037574385637,""firstVolDivVol"":1.2870073214882178,""highestVolDivLTGB"":0.06557002998971052,""highestVolDivVol"":1.2635179445026996},{""code"":""002201.SZ"",""time"":1776821756339,""openTime"":1776821772435,""duration"":16096,""updatedTime"":1776821772435,""firstVol"":3082400.0,""highestVol"":3082400.0,""firstVolDivLTGB"":0.005120068887716361,""firstVolDivVol"":0.04779248979723218,""highestVolDivLTGB"":0.005120068887716361,""highestVolDivVol"":0.04779248979723218},{""code"":""002201.SZ"",""time"":1776827318323,""openTime"":1776835112582,""duration"":2373365,""updatedTime"":1776835112582,""firstVol"":1.9129471E7,""highestVol"":2.0116071E7,""firstVolDivLTGB"":0.03177530797611354,""firstVolDivVol"":0.13773756516884264,""highestVolDivLTGB"":0.03341411538742323,""highestVolDivVol"":0.14441689872768415},{""code"":""002201.SZ"",""time"":1776839095308,""openTime"":null,""duration"":2104692,""updatedTime"":1776841200000,""firstVol"":6352000.0,""highestVol"":6458200.0,""firstVolDivLTGB"":0.010551089272895902,""firstVolDivVol"":0.035884966086108326,""highestVolDivLTGB"":0.010727494449341358,""highestVolDivVol"":0.03644634635282018}]",2,年报增长+商业航天+玻璃纤维+风电叶片,3813300,58419756.0,2.117450791369261,0.6334141801689852,3,9222994658.0,2天2板,放量涨停,33,002201,,,,,,,,,,,2,0.0,0,0,2.117450791369261,
002256.SZ,兆新股份,4.59,0.4376367614879556,涨停, 13:17:31, 13:17:31,"[{""code"":""002256.SZ"",""time"":1776835051854,""openTime"":null,""duration"":6148146,""updatedTime"":1776841200000,""firstVol"":2.488871E8,""highestVol"":2.488871E8,""firstVolDivLTGB"":0.12750547952717167,""firstVolDivVol"":1.1194885943433255,""highestVolDivLTGB"":0.12750547952717167,""highestVolDivVol"":1.1194885943433255}]",1,盐湖提锂+光伏+精细化工+一季报增长,20305500,91577805.0,7.929784601345939,1.0402558085730376,0,8803392804.47,首板涨停,放量涨停,33,002256,,,,,,,,,,,1,0.0,0,0,7.929784601345939,
002360.SZ,ST同德,6.22,4.013377926421393,涨停, 09:35:11, 09:35:11,"[{""code"":""002360.SZ"",""time"":1776821711288,""openTime"":null,""duration"":14067818,""updatedTime"":1776841200000,""firstVol"":6.8985028E7,""highestVol"":6.8985028E7,""firstVolDivLTGB"":0.21062700995898812,""firstVolDivVol"":2.7012353119777703,""highestVolDivLTGB"":0.21062700995898812,""highestVolDivVol"":2.7012353119777703}]",1,重整预期+PBAT项目+民爆,14025123,97053851.16,39.54522850329658,4.282189639463557,0,2252596448.56,首板涨停,放量涨停,33,002360,可降解塑料;民爆概念;光伏概念;ST板块,42635772.0,94500455.1,0.913378,4.0,2024732645.96,211533938.0,117033482.9,13.02976,9.197324,1,42635772.0,0,0,39.54522850329658,可降解塑料;民爆概念;光伏概念;ST板块
002384.SZ,东山精密,186.73,1.3459972862957883,涨停, 11:28:10, 13:07:28,"[{""code"":""002384.SZ"",""time"":1776828490405,""openTime"":1776828535405,""duration"":45000,""updatedTime"":1776828535405,""firstVol"":3074600.0,""highestVol"":3074600.0,""firstVolDivLTGB"":0.002217811312475553,""firstVolDivVol"":0.04510694141927804,""highestVolDivLTGB"":0.002217811312475553,""highestVolDivVol"":0.04510694141927804},{""code"":""002384.SZ"",""time"":1776834448028,""openTime"":null,""duration"":6751972,""updatedTime"":1776841200000,""firstVol"":7928530.0,""highestVol"":9387530.0,""firstVolDivLTGB"":0.0057191125757177505,""firstVolDivVol"":0.10296765329222972,""highestVolDivLTGB"":0.00677153783588227,""highestVolDivVol"":0.11921656874260646}]",1,光模块+AI PCB+年报增长,3719444,693081194.96,4.468462738214277,0.26829587521366427,1,258327189863.82,首板涨停,放量涨停,33,002384,,,,,,,,,,,1,0.0,0,0,4.468462738214277,
002397.SZ,梦洁股份,4.83,2.5477707006369448,涨停, 10:43:36, 10:43:36,"[{""code"":""002397.SZ"",""time"":1776825816476,""openTime"":null,""duration"":9962630,""updatedTime"":1776841200000,""firstVol"":7.3363E7,""highestVol"":7.3363E7,""firstVolDivLTGB"":0.11323860537517418,""firstVolDivVol"":1.8936883079337545,""highestVolDivLTGB"":0.11323860537517418,""highestVolDivVol"":1.8936883079337545}]",1,高端家纺+C2M+三胎概念,5299400,24324246.0,11.180451825784619,0.8179827233417364,0,2973622769.82,首板涨停,放量涨停,33,002397,,,,,,,,,,,1,0.0,0,0,11.180451825784619,
002418.SZ,康盛股份,5.64,-3.754266211604106,涨停, 11:19:38, 11:19:38,"[{""code"":""002418.SZ"",""time"":1776827978084,""openTime"":null,""duration"":7801022,""updatedTime"":1776841200000,""firstVol"":1.617491E8,""highestVol"":1.620733E8,""firstVolDivLTGB"":0.14233498670867178,""firstVolDivVol"":0.5221186676619525,""highestVolDivLTGB"":0.1426202742477737,""highestVolDivVol"":0.5208667867010862}]",1,液冷算力+家电制冷+扭亏预增,25381452,171070986.48000002,7.5452524484110315,2.2335015360622044,0,7659316036.12,4天3板,放量涨停,33,002418,,,,,,,,,,,3,0.0,0,0,7.5452524484110315,
002428.SZ,云南锗业,70.01,1.1412886449003268,涨停, 11:02:21, 11:02:21,"[{""code"":""002428.SZ"",""time"":1776826941480,""openTime"":null,""duration"":8837626,""updatedTime"":1776841200000,""firstVol"":1.2868536E7,""highestVol"":1.3846336E7,""firstVolDivLTGB"":0.0197057181987583,""firstVolDivVol"":0.1989719448255286,""highestVolDivLTGB"":0.02120303314233431,""highestVolDivVol"":0.213487836021638}]",1,磷化铟扩产+光纤级锗+商业航天,1558476,117259734.24,2.180996165082163,0.23865099243245727,0,49134400425.0,4天3板,缩量涨停,33,002428,,,,,,,,,,,3,0.0,0,0,2.180996165082163,
002432.SZ,九安医疗,73.5,-2.208621607237888,涨停, 14:49:15, 14:49:15,"[{""code"":""002432.SZ"",""time"":1776840555821,""openTime"":null,""duration"":644179,""updatedTime"":1776841200000,""firstVol"":6265700.0,""highestVol"":6265700.0,""firstVolDivLTGB"":0.014291884085938372,""firstVolDivVol"":0.1753430021373785,""highestVolDivLTGB"":0.014291884085938372,""highestVolDivVol"":0.1753430021373785}]",1,AI医疗+AI投资+四联检获批,1167143,102813626.87,3.1597764635945493,0.2662220097948253,0,38631474592.53,首板涨停,缩量涨停,33,002432,,,,,,,,,,,1,0.0,0,0,3.1597764635945493,
002443.SZ,金洲管道,11.84,0.08453085376162119,涨停, 11:17:52, 11:17:52,"[{""code"":""002443.SZ"",""time"":1776827872196,""openTime"":null,""duration"":7906910,""updatedTime"":1776841200000,""firstVol"":3.6193513E7,""highestVol"":3.6193513E7,""firstVolDivLTGB"":0.06967974869025376,""firstVolDivVol"":1.0961649157694624,""highestVolDivLTGB"":0.06967974869025376,""highestVolDivVol"":1.0961649157694624}]",1,焊接钢管+氢能管道+智能机器人+一季报预增,4745461,49732431.28,12.254490479379568,0.9135961184519455,0,5443590474.56,首板涨停,放量涨停,33,002443,,,,,,,,,,,1,0.0,0,0,12.254490479379568,
002588.SZ,史丹利,10.94,-3.185840707964612,涨停, 09:32:11, 14:06:19,"[{""code"":""002588.SZ"",""time"":1776821531285,""openTime"":1776837724436,""duration"":10772257,""updatedTime"":1776837724436,""firstVol"":5.37692E7,""highestVol"":5.46847E7,""firstVolDivLTGB"":0.0626216048543099,""firstVolDivVol"":3.228647809329568,""highestVolDivLTGB"":0.0636878301142007,""highestVolDivVol"":2.916706647039437},{""code"":""002588.SZ"",""time"":1776837799437,""openTime"":1776837964437,""duration"":165000,""updatedTime"":1776837964437,""firstVol"":1.24013E7,""highestVol"":1.24013E7,""firstVolDivLTGB"":0.014443013998343909,""firstVolDivVol"":0.34230612247207554,""highestVolDivLTGB"":0.014443013998343909,""highestVolDivVol"":0.34230612247207554},{""code"":""002588.SZ"",""time"":1776837979437,""openTime"":null,""duration"":3220563,""updatedTime"":1776841200000,""firstVol"":1.16803E7,""highestVol"":1.37885E7,""firstVolDivLTGB"":0.013603310653307022,""firstVolDivVol"":0.30712025023978035,""highestVolDivLTGB"":0.016058598575646503,""highestVolDivVol"":0.36177486061822267}]",1,业绩增长+复合肥龙头+磷酸铁,1488200,17382176.0,3.6008802872322665,0.17332129238334212,2,10028875137.6,首板涨停,放量涨停,33,002588,,,,,,,,,,,1,0.0,0,0,3.6008802872322665,
002620.SZ,*ST瑞和,9.98,-4.952380952380948,涨停, 09:37:42, 09:48:01,"[{""code"":""002620.SZ"",""time"":1776821862436,""openTime"":1776822466333,""duration"":603897,""updatedTime"":1776822466333,""firstVol"":2232350.0,""highestVol"":2438950.0,""firstVolDivLTGB"":0.00707872861220583,""firstVolDivVol"":0.2791641046246063,""highestVolDivLTGB"":0.007733852285143194,""highestVolDivVol"":0.3037618796806786},{""code"":""002620.SZ"",""time"":1776822481498,""openTime"":null,""duration"":13297608,""updatedTime"":1776841200000,""firstVol"":512300.0,""highestVol"":2118075.0,""firstVolDivLTGB"":0.0016244910825063484,""firstVolDivVol"":0.05262805912792748,""highestVolDivLTGB"":0.006716365312472445,""highestVolDivVol"":0.20957394472668092}]",3,重整投资人+光伏建筑一体化+建筑装饰,1379775,14225480.25,13.055201472715478,0.4375233619686115,1,3258702629.3,3天3板,缩量涨停,33,002620,,,,,,,,,,,3,0.0,0,0,13.055201472715478,
002636.SZ,金安国纪,44.9,-0.970445522717258,涨停, 13:23:08, 13:23:08,"[{""code"":""002636.SZ"",""time"":1776835388820,""openTime"":null,""duration"":5811180,""updatedTime"":1776841200000,""firstVol"":1.7968904E7,""highestVol"":1.7968904E7,""firstVolDivLTGB"":0.024808120299888634,""firstVolDivVol"":0.4392792398563271,""highestVolDivLTGB"":0.024808120299888634,""highestVolDivVol"":0.4392792398563271}]",1,覆铜板涨价+高频高速CCL+定增扩产,2028266,93442214.62,4.619137496490269,0.28002524209698,0,33369211261.19,首板涨停,缩量涨停,33,002636,,,,,,,,,,,1,0.0,0,0,4.619137496490269,
002796.SZ,世嘉科技,55.07,0.5661066471877324,涨停, 11:08:08, 11:28:40,"[{""code"":""002796.SZ"",""time"":1776827288323,""openTime"":1776828178133,""duration"":889810,""updatedTime"":1776828178133,""firstVol"":1.4165072E7,""highestVol"":1.4165072E7,""firstVolDivLTGB"":0.06220712215624485,""firstVolDivVol"":0.7612990119017867,""highestVolDivLTGB"":0.06220712215624485,""highestVolDivVol"":0.7612990119017867},{""code"":""002796.SZ"",""time"":1776828520405,""openTime"":null,""duration"":7258701,""updatedTime"":1776841200000,""firstVol"":4036200.0,""highestVol"":4416800.0,""firstVolDivLTGB"":0.017725316641315728,""firstVolDivVol"":0.17348547719982524,""highestVolDivLTGB"":0.019396754011536423,""highestVolDivVol"":0.1884803062659887}]",1,光模块+6G概念+精密箱体,722600,44360414.0,2.9020257473057667,0.3173359547350167,1,13979006582.17,首板涨停,放量涨停,33,002796,,,,,,,,,,,1,0.0,0,0,2.9020257473057667,
002938.SZ,鹏鼎控股,72.05,-1.0574018126888163,涨停, 14:09:49, 14:12:19,"[{""code"":""002938.SZ"",""time"":1776838189439,""openTime"":1776838204439,""duration"":15000,""updatedTime"":1776838204439,""firstVol"":45500.0,""highestVol"":45500.0,""firstVolDivLTGB"":1.9701803675228584E-5,""firstVolDivVol"":0.0010012356788639764,""highestVolDivLTGB"":1.9701803675228584E-5,""highestVolDivVol"":0.0010012356788639764},{""code"":""002938.SZ"",""time"":1776838339439,""openTime"":null,""duration"":2860561,""updatedTime"":1776841200000,""firstVol"":3506400.0,""highestVol"":3710000.0,""firstVolDivLTGB"":0.0015182946023477254,""firstVolDivVol"":0.07563507122151546,""highestVolDivLTGB"":0.001606454761210946,""highestVolDivVol"":0.07998008732963217}]",1,PCB龙头+淮安HD园区动工+AI服务器+人形机器人,1587796,120958299.28000002,3.2671876044919315,0.06875262652376538,1,175932623080.5,首板涨停,放量涨停,33,002938,,,,,,,,,,,1,0.0,0,0,3.2671876044919315,
