股票代码,股票简称,最新价,最新涨跌幅,涨停[20260424],首次涨停时间[20260424],最终涨停时间[20260424],涨停明细数据[20260424],连续涨停天数[20260424],涨停原因类别[20260424],涨停封单量[20260424],涨停封单额[20260424],涨停封单量占成交量比[20260424],涨停封单量占流通a股比[20260424],涨停开板次数[20260424],a股市值(不含限售股)[20260424],几天几板[20260424],涨停类型[20260424],market_code,code,所属概念,区间主力资金流向区间增长值[20260424-20260430],区间主力资金流向[20260424-20260430],量比[20260430],所属概念数量,a股市值(不含限售股)[20260430],区间主力买入金额[20260424-20260430],区间主力卖出金额[20260424-20260430],换手率[20260430],振幅[20260430],lbc,main,chg5,amt,volr,concepts
002756.SZ,永兴材料,87.24,4.105011933174222,涨停, 14:05:08, 14:05:08,"[{""code"":""002756.SZ"",""time"":1777010708595,""openTime"":null,""duration"":3291405,""updatedTime"":1777014000000,""firstVol"":8545800.0,""highestVol"":9332714.0,""firstVolDivLTGB"":0.021983860027128658,""firstVolDivVol"":0.4006883974644355,""highestVolDivLTGB"":0.024008176911374475,""highestVolDivVol"":0.432978525639048}]",1,锂电+特钢+技改达产,1071670,83815310.69999999,4.783817575435174,0.2756844681044837,0,30273365765.61,首板涨停,放量涨停,33,002756,,,,,,,,,,,1,0.0,0,0,4.783817575435174,
002787.SZ,华源控股,19.4,0.9890681936491292,涨停, 09:34:45, 09:34:45,"[{""code"":""002787.SZ"",""time"":1776994485138,""openTime"":null,""duration"":14091760,""updatedTime"":1777014000000,""firstVol"":1.4661665E7,""highestVol"":1.7230046E7,""firstVolDivLTGB"":0.05844558055171736,""firstVolDivVol"":1.2438279080401458,""highestVolDivLTGB"":0.06868388013249488,""highestVolDivVol"":1.3971756854129895}]",2,半导体收购+温控设备+金属包装+一季报增长,3473000,74252740.0,21.533303923705265,1.384436905741022,0,5363389237.32,2天2板,缩量涨停,33,002787,锂电池概念;长三角一体化;食品安全;液冷服务器;2025年报预增;芯片概念;创投;海峡两岸,50886496.0,30701056.0,0.915696,8.0,4866686211.6,518479669.0,487778613.0,13.44892,5.622071,2,50886496.0,0,0,21.533303923705265,锂电池概念;长三角一体化;食品安全;液冷服务器;2025年报预增;芯片概念;创投;海峡两岸
002795.SZ,永和智控,9.19,1.9977802441731378,涨停, 09:59:24, 09:59:24,"[{""code"":""002795.SZ"",""time"":1776995964678,""openTime"":null,""duration"":12612220,""updatedTime"":1777014000000,""firstVol"":4.87991E7,""highestVol"":4.87991E7,""firstVolDivLTGB"":0.11232930111353745,""firstVolDivVol"":2.3675501090548625,""highestVolDivLTGB"":0.11232930111353745,""highestVolDivVol"":2.3675501090548625}]",1,光伏剥离+肿瘤放疗+阀门管件+亏损收窄,5893208,52213822.879999995,22.808530902243138,1.3565412803857197,0,3849040470.42,首板涨停,放量涨停,33,002795,,,,,,,,,,,1,0.0,0,0,22.808530902243138,
002810.SZ,山东赫达,26.74,-2.975326560232222,涨停, 13:06:14, 13:06:14,"[{""code"":""002810.SZ"",""time"":1777007174701,""openTime"":null,""duration"":6825299,""updatedTime"":1777014000000,""firstVol"":2.028437E7,""highestVol"":2.028437E7,""firstVolDivLTGB"":0.06268438813838445,""firstVolDivVol"":1.2154279113218784,""highestVolDivLTGB"":0.06268438813838445,""highestVolDivVol"":1.2154279113218784}]",1,锂电池+植物胶囊+纤维素醚+一季度预增,1154447,33375062.77,5.822855998624038,0.3567564771949709,0,9355138561.86,首板涨停,放量涨停,33,002810,,,,,,,,,,,1,0.0,0,0,5.822855998624038,
002812.SZ,恩捷股份,82.95,-1.7994554279625856,涨停, 10:40:33, 13:22:35,"[{""code"":""002812.SZ"",""time"":1776998433092,""openTime"":1776998478213,""duration"":45121,""updatedTime"":1776998478213,""firstVol"":183500.0,""highestVol"":5055100.0,""firstVolDivLTGB"":2.2305770792939932E-4,""firstVolDivVol"":0.005295968596147242,""highestVolDivLTGB"":0.006144844792119381,""highestVolDivVol"":0.14146994524171963},{""code"":""002812.SZ"",""time"":1776998541873,""openTime"":1776999000072,""duration"":458199,""updatedTime"":1776999000072,""firstVol"":295000.0,""highestVol"":1.2381857E7,""firstVolDivLTGB"":3.585941353633395E-4,""firstVolDivVol"":0.007573404646907594,""highestVolDivLTGB"":0.015051055271550892,""highestVolDivVol"":0.30339436101425155},{""code"":""002812.SZ"",""time"":1776999030072,""openTime"":1776999046815,""duration"":16743,""updatedTime"":1776999046815,""firstVol"":22000.0,""highestVol"":22000.0,""firstVolDivLTGB"":2.6742613484723626E-5,""firstVolDivVol"":5.012470685305675E-4,""highestVolDivLTGB"":2.6742613484723626E-5,""highestVolDivVol"":5.012470685305675E-4},{""code"":""002812.SZ"",""time"":1776999618483,""openTime"":1776999649960,""duration"":31477,""updatedTime"":1776999649960,""firstVol"":52445.0,""highestVol"":52445.0,""firstVolDivLTGB"":6.375074382756048E-5,""firstVolDivVol"":0.001014232086779666,""highestVolDivLTGB"":6.375074382756048E-5,""highestVolDivVol"":0.001014232086779666},{""code"":""002812.SZ"",""time"":1777000404033,""openTime"":1777006993732,""duration"":1166597,""updatedTime"":1777006993732,""firstVol"":7437045.0,""highestVol"":8149845.0,""firstVolDivLTGB"":0.00904027363197711,""firstVolDivVol"":0.1330777094861215,""highestVolDivLTGB"":0.009906734308882155,""highestVolDivVol"":0.14566852480681172},{""code"":""002812.SZ"",""time"":1777007038732,""openTime"":1777007099700,""duration"":60968,""updatedTime"":1777007099700,""firstVol"":300.0,""highestVol"":239300.0,""firstVolDivLTGB"":3.6467200206441305E-7,""firstVolDivVol"":5.112889358880828E-6,""highestVolDivLTGB"":2.9088670031338017E-4,""highestVolDivVol"":0.0040744857540960504},{""code"":""002812.SZ"",""time"":1777007350757,""openTime"":1777007388740,""duration"":37983,""updatedTime"":1777007388740,""firstVol"":51200.0,""highestVol"":51200.0,""firstVolDivLTGB"":6.223735501899316E-5,""firstVolDivVol"":8.4862054741064E-4,""highestVolDivLTGB"":6.223735501899316E-5,""highestVolDivVol"":8.4862054741064E-4},{""code"":""002812.SZ"",""time"":1777008001562,""openTime"":1777008049357,""duration"":47795,""updatedTime"":1777008049357,""firstVol"":21711.0,""highestVol"":21711.0,""firstVolDivLTGB"":2.6391312789401573E-5,""firstVolDivVol"":3.4351796892797615E-4,""highestVolDivLTGB"":2.6391312789401573E-5,""highestVolDivVol"":3.4351796892797615E-4},{""code"":""002812.SZ"",""time"":1777008080128,""openTime"":1777008095128,""duration"":15000,""updatedTime"":1777008095128,""firstVol"":15800.0,""highestVol"":15800.0,""firstVolDivLTGB"":1.9206058775392423E-5,""firstVolDivVol"":2.4932605431703803E-4,""highestVolDivLTGB"":1.9206058775392423E-5,""highestVolDivVol"":2.4932605431703803E-4},{""code"":""002812.SZ"",""time"":1777008155129,""openTime"":null,""duration"":5844871,""updatedTime"":1777014000000,""firstVol"":5449107.0,""highestVol"":6764207.0,""firstVolDivLTGB"":0.006623789197177359,""firstVolDivVol"":0.08490003065782895,""highestVolDivLTGB"":0.008222389696893725,""highestVolDivVol"":0.10521573956273994}]",1,业绩暴增+隔膜龙头+固态电池+LG大单,2196408,169518769.44000003,3.330120121774244,0.26698950090343115,9,63492672508.24,首板涨停,放量涨停,33,002812,,,,,,,,,,,1,0.0,0,0,3.330120121774244,
002990.SZ,盛视科技,53.83,9.991826726604007,涨停, 13:40:01, 14:03:33,"[{""code"":""002990.SZ"",""time"":1777009201088,""openTime"":1777009216088,""duration"":15000,""updatedTime"":1777009216088,""firstVol"":202000.0,""highestVol"":202000.0,""firstVolDivLTGB"":0.0014635712443984799,""firstVolDivVol"":0.011500044121456407,""highestVolDivLTGB"":0.0014635712443984799,""highestVolDivVol"":0.011500044121456407},{""code"":""002990.SZ"",""time"":1777009833490,""openTime"":1777009857744,""duration"":24254,""updatedTime"":1777009857744,""firstVol"":385700.0,""highestVol"":385700.0,""firstVolDivLTGB"":0.0027945516285370975,""firstVolDivVol"":0.019500726790115653,""highestVolDivLTGB"":0.0027945516285370975,""highestVolDivVol"":0.019500726790115653},{""code"":""002990.SZ"",""time"":1777010388209,""openTime"":1777010519623,""duration"":131414,""updatedTime"":1777010519623,""firstVol"":2105952.0,""highestVol"":2105952.0,""firstVolDivLTGB"":0.015258469253878552,""firstVolDivVol"":0.10083563330961295,""highestVolDivLTGB"":0.015258469253878552,""highestVolDivVol"":0.10083563330961295},{""code"":""002990.SZ"",""time"":1777010613738,""openTime"":null,""duration"":3386262,""updatedTime"":1777014000000,""firstVol"":776900.0,""highestVol"":1104400.0,""firstVolDivLTGB"":0.005628952969174154,""firstVolDivVol"":0.03662014665216253,""highestVolDivLTGB"":0.008001822189671689,""highestVolDivVol"":0.051956610490737805}]",1,算力采购+人形机器人+智慧口岸,401532,21726896.52,1.8570215673899888,0.29092608361673783,3,7468184443.93,9天5板,放量涨停,33,002990,,,,,,,,,,,5,0.0,0,0,1.8570215673899888,
002999.SZ,天禾股份,7.27,-0.8185538881309754,涨停, 09:53:10, 09:53:40,"[{""code"":""002999.SZ"",""time"":1776995590810,""openTime"":1776995605810,""duration"":15000,""updatedTime"":1776995605810,""firstVol"":2.684218E7,""highestVol"":2.684218E7,""firstVolDivLTGB"":0.07809432163795646,""firstVolDivVol"":1.6444915233469424,""highestVolDivLTGB"":0.07809432163795646,""highestVolDivVol"":1.6444915233469424},{""code"":""002999.SZ"",""time"":1776995620810,""openTime"":null,""duration"":12956088,""updatedTime"":1777014000000,""firstVol"":2.48036E7,""highestVol"":2.48036E7,""firstVolDivLTGB"":0.07216330105003457,""firstVolDivVol"":1.1732640577313502,""highestVolDivLTGB"":0.07216330105003457,""highestVolDivVol"":1.1732640577313502}]",1,供销社+化肥+农资流通+业绩预增,4202260,32189311.6,13.042853863057701,1.222600563912167,1,2631546082.5,首板涨停,放量涨停,33,002999,,,,,,,,,,,1,0.0,0,0,13.042853863057701,
003036.SZ,泰坦股份,32.75,-6.562054208273887,涨停, 09:42:00, 10:37:24,"[{""code"":""003036.SZ"",""time"":1776994920180,""openTime"":1776995100231,""duration"":180051,""updatedTime"":1776995100231,""firstVol"":1.1890147E7,""highestVol"":1.1890147E7,""firstVolDivLTGB"":0.05497609688279397,""firstVolDivVol"":1.9432548806310386,""highestVolDivLTGB"":0.05497609688279397,""highestVolDivVol"":1.9432548806310386},{""code"":""003036.SZ"",""time"":1776995857388,""openTime"":1776996949723,""duration"":1092335,""updatedTime"":1776996949723,""firstVol"":1.02408E7,""highestVol"":1.02408E7,""firstVolDivLTGB"":0.04735006328831061,""firstVolDivVol"":0.9516519582565945,""highestVolDivLTGB"":0.04735006328831061,""highestVolDivVol"":0.9516519582565945},{""code"":""003036.SZ"",""time"":1776998244170,""openTime"":null,""duration"":10332728,""updatedTime"":1777014000000,""firstVol"":6460500.0,""highestVol"":6460500.0,""firstVolDivLTGB"":0.02987120965882848,""firstVolDivVol"":0.39337907787146026,""highestVolDivLTGB"":0.02987120965882848,""highestVolDivVol"":0.39337907787146026}]",1,高端纺机+电子布纺织机+固态电池+纺织机器人,496398,16674008.820000002,2.4422915281269084,0.22951797433980559,2,7264794344.74,首板涨停,放量涨停,33,003036,,,,,,,,,,,1,0.0,0,0,2.4422915281269084,
300283.SZ,温州宏丰,12.45,2.3848684210526248,涨停, 10:16:04, 10:16:04,"[{""code"":""300283.SZ"",""time"":1776996964723,""openTime"":null,""duration"":11612175,""updatedTime"":1777014000000,""firstVol"":4.9828322E7,""highestVol"":4.9828322E7,""firstVolDivLTGB"":0.1311723782766867,""firstVolDivVol"":0.7577423560032703,""highestVolDivLTGB"":0.1311723782766867,""highestVolDivVol"":0.7577423560032703}]",1,一季报扭亏+铜箔扩产+锂电铜箔+芯片引线框架,6157770,72353797.5,8.21980993188756,1.6210245566383574,0,4463460914.5,首板涨停,放量涨停,33,300283,固态电池;锂电池概念;PCB概念;消费电子概念;比亚迪概念;芯片概念;工业母机;第三代半导体;专精特新;新能源汽车;储能;数据中心;医疗器械概念;智能电网;光伏建筑一体化,6726397.0,152993239.0,1.249366,15.0,4729369224.3,937248760.0,784255521.0,27.319508,9.457236,1,6726397.0,0,0,8.21980993188756,固态电池;锂电池概念;PCB概念;消费电子概念;比亚迪概念;芯片概念;工业母机;第三代半导体;专精特新;新能源汽车;储能;数据中心;医疗器械概念;智能电网;光伏建筑一体化
300422.SZ,博世科,5.6,-2.0979020979020997,涨停, 09:31:45, 09:31:45,"[{""code"":""300422.SZ"",""time"":1776994305138,""openTime"":null,""duration"":14271760,""updatedTime"":1777014000000,""firstVol"":5.8356766E7,""highestVol"":6.965035E7,""firstVolDivLTGB"":0.11294390843198819,""firstVolDivVol"":3.7907544766477947,""highestVolDivLTGB"":0.1348015541617904,""highestVolDivVol"":3.964814370487129}]",1,一季报扭亏+工业环境治理+海外订单+广西国资,10996148,61138582.879999995,28.413407237171572,2.128198695617557,0,2872785469.04,首板涨停,放量涨停,33,300422,,,,,,,,,,,1,0.0,0,0,28.413407237171572,
300613.SZ,富瀚微,59.05,-0.8895602551191695,涨停, 09:32:15, 09:32:15,"[{""code"":""300613.SZ"",""time"":1776994335138,""openTime"":null,""duration"":14241760,""updatedTime"":1777014000000,""firstVol"":3.4177578E7,""highestVol"":3.5944465E7,""firstVolDivLTGB"":0.15563574779872402,""firstVolDivVol"":2.5801564509992208,""highestVolDivLTGB"":0.16368168889849546,""highestVolDivVol"":2.6710343874880333}]",1,一季报暴增+AI算力芯片+车载AI芯片+机器人芯片,1515046,84963779.67999999,5.761071473523262,0.689912307886374,0,12315156391.44,首板涨停,放量涨停,33,300613,,,,,,,,,,,1,0.0,0,0,5.761071473523262,
301077.SZ,星华新材,30.8,-8.114558472553705,涨停, 13:00:11, 13:00:11,"[{""code"":""301077.SZ"",""time"":1777006811551,""openTime"":null,""duration"":7188449,""updatedTime"":1777014000000,""firstVol"":1.6961034E7,""highestVol"":1.9080534E7,""firstVolDivLTGB"":0.177783717050397,""firstVolDivVol"":0.9700636920089126,""highestVolDivLTGB"":0.20000008595150978,""highestVolDivVol"":1.0867173931541225}]",1,算力+拟收购天宽科技+英伟达概念+反光布龙头,734984,28363032.560000002,3.035056240816432,0.7704022496067693,0,3681587453.11,首板涨停,放量涨停,33,301077,,,,,,,,,,,1,0.0,0,0,3.035056240816432,
600152.SH,维科技术,14.85,2.4137931034482736,涨停, 09:36:15, 09:40:15,"[{""code"":""600152.SH"",""time"":1776994575138,""openTime"":1776994590139,""duration"":15001,""updatedTime"":1776994590139,""firstVol"":2.47009E7,""highestVol"":2.47009E7,""firstVolDivLTGB"":0.04668656758733035,""firstVolDivVol"":0.8206354317401714,""highestVolDivLTGB"":0.04668656758733035,""highestVolDivVol"":0.8206354317401714},{""code"":""600152.SH"",""time"":1776994815171,""openTime"":null,""duration"":13761727,""updatedTime"":1777014000000,""firstVol"":4.6135499E7,""highestVol"":4.7878499E7,""firstVolDivLTGB"":0.08719957945818621,""firstVolDivVol"":0.8041266317986071,""highestVolDivLTGB"":0.09049398117248475,""highestVolDivVol"":0.8223744918504994}]",1,钠电储能龙头+锂电产业链+电池项目投资,7297000,94569120.0,10.055681077397944,1.379188141665889,1,6856868700.0,首板涨停,缩量涨停,17,600152,固态电池;锂电池概念;钠离子电池;消费电子概念;新型烟草(电子烟);换电概念;储能;无人机;数据中心;机器人概念;华为汽车;华为概念;两轮车;共同富裕示范区,18874189.0,345978754.0,1.399024,14.0,7856828718.75,1789044452.0,1443065698.0,29.999891,10.827586,1,18874189.0,0,0,10.055681077397944,固态电池;锂电池概念;钠离子电池;消费电子概念;新型烟草(电子烟);换电概念;储能;无人机;数据中心;机器人概念;华为汽车;华为概念;两轮车;共同富裕示范区
600208.SH,衢州发展,4.55,9.903381642512082,涨停, 10:04:36, 10:15:49,"[{""code"":""600208.SH"",""time"":1776996276734,""openTime"":1776996326562,""duration"":49828,""updatedTime"":1776996326562,""firstVol"":1.05480839E8,""highestVol"":1.05480839E8,""firstVolDivLTGB"":0.012397876395269057,""firstVolDivVol"":0.37694797430313065,""highestVolDivLTGB"":0.012397876395269057,""highestVolDivVol"":0.37694797430313065},{""code"":""600208.SH"",""time"":1776996949723,""openTime"":null,""duration"":11627175,""updatedTime"":1777014000000,""firstVol"":8.8625944E7,""highestVol"":9.5339244E7,""firstVolDivLTGB"":0.01041680659295891,""firstVolDivVol"":0.26306459553948713,""highestVolDivLTGB"":0.011205866145323295,""highestVolDivVol"":0.28287921819088613}]",1,拟并购先导电科+半导体靶材+回购+衢州国资,24566532,116199696.36000001,6.849601968841795,0.2887470654233438,1,40242728074.01,首板涨停,放量涨停,17,600208,,,,,,,,,,,1,0.0,0,0,6.849601968841795,
600338.SH,西藏珠峰,27.58,-0.10865628395509286,涨停, 10:42:06, 14:13:36,"[{""code"":""600338.SH"",""time"":1776998526694,""openTime"":1776998556873,""duration"":30179,""updatedTime"":1776998556873,""firstVol"":892700.0,""highestVol"":892700.0,""firstVolDivLTGB"":9.764713096037234E-4,""firstVolDivVol"":0.00814649364902476,""highestVolDivLTGB"":9.764713096037234E-4,""highestVolDivVol"":0.00814649364902476},{""code"":""600338.SH"",""time"":1776998601874,""openTime"":1776998616874,""duration"":15000,""updatedTime"":1776998616874,""firstVol"":385500.0,""highestVol"":385500.0,""firstVolDivLTGB"":4.2167546751678656E-4,""firstVolDivVol"":0.0034203219845866896,""highestVolDivLTGB"":4.2167546751678656E-4,""highestVolDivVol"":0.0034203219845866896},{""code"":""600338.SH"",""time"":1776998634610,""openTime"":1776998769744,""duration"":135134,""updatedTime"":1776998769744,""firstVol"":1.78368E7,""highestVol"":1.78368E7,""firstVolDivLTGB"":0.019510612137492656,""firstVolDivVol"":0.15677163083181384,""highestVolDivLTGB"":0.019510612137492656,""highestVolDivVol"":0.15677163083181384},{""code"":""600338.SH"",""time"":1776998852793,""openTime"":1776999046815,""duration"":194022,""updatedTime"":1776999046815,""firstVol"":8191400.0,""highestVol"":9459900.0,""firstVolDivLTGB"":0.00896008411054995,""firstVolDivVol"":0.06919046037942345,""highestVolDivLTGB"":0.010347620635958623,""highestVolDivVol"":0.07962747885129465},{""code"":""600338.SH"",""time"":1776999252803,""openTime"":1776999345748,""duration"":92945,""updatedTime"":1776999345748,""firstVol"":7215400.0,""highestVol"":7966900.0,""firstVolDivLTGB"":0.007892495897070355,""firstVolDivVol"":0.058228186039643505,""highestVolDivLTGB"":0.00871451694464199,""highestVolDivVol"":0.0641015877527757},{""code"":""600338.SH"",""time"":1777009386313,""openTime"":1777009431997,""duration"":45684,""updatedTime"":1777009431997,""firstVol"":1059522.0,""highestVol"":1059522.0,""firstVolDivLTGB"":0.001158947949920417,""firstVolDivVol"":0.006370301196256999,""highestVolDivLTGB"":0.001158947949920417,""highestVolDivVol"":0.006370301196256999},{""code"":""600338.SH"",""time"":1777009447000,""openTime"":1777009462000,""duration"":15000,""updatedTime"":1777009462000,""firstVol"":33800.0,""highestVol"":33800.0,""firstVolDivLTGB"":3.697180493402694E-5,""firstVolDivVol"":2.0172115893222188E-4,""highestVolDivLTGB"":3.697180493402694E-5,""highestVolDivVol"":2.0172115893222188E-4},{""code"":""600338.SH"",""time"":1777009480983,""openTime"":1777009495983,""duration"":15000,""updatedTime"":1777009495983,""firstVol"":30600.0,""highestVol"":30600.0,""firstVolDivLTGB"":3.3471515709503685E-5,""firstVolDivVol"":1.8235492071941043E-4,""highestVolDivLTGB"":3.3471515709503685E-5,""highestVolDivVol"":1.8235492071941043E-4},{""code"":""600338.SH"",""time"":1777010937109,""openTime"":1777011027933,""duration"":90824,""updatedTime"":1777011027933,""firstVol"":263700.0,""highestVol"":263700.0,""firstVolDivLTGB"":2.8844570890836996E-4,""firstVolDivVol"":0.0014740251282994378,""highestVolDivLTGB"":2.8844570890836996E-4,""highestVolDivVol"":0.0014740251282994378},{""code"":""600338.SH"",""time"":1777011151922,""openTime"":1777011184710,""duration"":32788,""updatedTime"":1777011184710,""firstVol"":5800.0,""highestVol"":20700.0,""firstVolDivLTGB"":6.34427421944841E-6,""firstVolDivVol"":3.2268760946342616E-5,""highestVolDivLTGB"":2.2642495921134844E-5,""highestVolDivVol"":1.1513931857547633E-4},{""code"":""600338.SH"",""time"":1777011216385,""openTime"":null,""duration"":2783615,""updatedTime"":1777014000000,""firstVol"":3700.0,""highestVol"":4477900.0,""firstVolDivLTGB"":4.04720941585502E-6,""firstVolDivVol"":2.056702738638663E-5,""highestVolDivLTGB"":0.004898107849528972,""highestVolDivVol"":0.024875798773736836}]",1,盐湖提锂+铅锌矿+业绩高增,1888400,42621188.0,1.035791999890124,0.20656081786217892,10,20633723491.76,首板涨停,放量涨停,17,600338,,,,,,,,,,,1,0.0,0,0,1.035791999890124,
600370.SH,*ST三房,2.54,-4.8689138576778985,涨停, 10:03:36, 10:03:36,"[{""code"":""600370.SH"",""time"":1776996216734,""openTime"":null,""duration"":12360164,""updatedTime"":1777014000000,""firstVol"":1.4552028E8,""highestVol"":1.7849858E8,""firstVolDivLTGB"":0.03621500135385162,""firstVolDivVol"":1.2840109375074173,""highestVolDivLTGB"":0.04442216793673426,""highestVolDivVol"":1.5407508182487737}]",1,瓶级聚酯切片+PTA龙头+机器人概念,5670000,14968800.0,3.841688059685929,0.14110683244722913,0,10608132675.36,首板涨停,放量涨停,22,600370,,,,,,,,,,,1,0.0,0,0,3.841688059685929,
600499.SH,科达制造,19.25,-3.9900249376558636,涨停, 10:37:24, 10:37:24,"[{""code"":""600499.SH"",""time"":1776998244170,""openTime"":null,""duration"":10332728,""updatedTime"":1777014000000,""firstVol"":5.35502E7,""highestVol"":5.40699E7,""firstVolDivLTGB"":0.0279219029387691,""firstVolDivVol"":0.9306214320880895,""highestVolDivLTGB"":0.028192882560829864,""highestVolDivVol"":0.9381872772408394}]",1,一季报超预期+非洲建材+盐湖提锂+陶瓷,4856604,96209325.24,7.728805376822636,0.25323084787738936,0,37992735105.71,首板涨停,放量涨停,17,600499,,,,,,,,,,,1,0.0,0,0,7.728805376822636,
600527.SH,江南高纤,2.95,4.609929078014197,涨停, 09:47:30, 09:52:25,"[{""code"":""600527.SH"",""time"":1776995250334,""openTime"":1776995265335,""duration"":15001,""updatedTime"":1776995265335,""firstVol"":1122900.0,""highestVol"":1122900.0,""firstVolDivLTGB"":6.484151470928636E-4,""firstVolDivVol"":0.01763875379824621,""highestVolDivLTGB"":6.484151470928636E-4,""highestVolDivVol"":0.01763875379824621},{""code"":""600527.SH"",""time"":1776995545810,""openTime"":null,""duration"":13031088,""updatedTime"":1777014000000,""firstVol"":1.1444792E8,""highestVol"":1.1566292E8,""firstVolDivLTGB"":0.06608759896809357,""firstVolDivVol"":0.9494731717725663,""highestVolDivLTGB"":0.0667891969765697,""highestVolDivVol"":0.951023290355555}]",1,复合短纤维+涤纶毛条,12725040,34993860.0,8.130829978458001,0.7348035161957941,1,4762342480.5,首板涨停,放量涨停,17,600527,,,,,,,,,,,1,0.0,0,0,8.130829978458001,
600537.SH,*ST亿晶,3.2,-5.044510385756674,涨停, 14:18:28, 14:18:28,"[{""code"":""600537.SH"",""time"":1777011508319,""openTime"":null,""duration"":2491681,""updatedTime"":1777014000000,""firstVol"":5.85329E7,""highestVol"":5.85329E7,""firstVolDivLTGB"":0.04944847290938063,""firstVolDivVol"":0.3020010746227134,""highestVolDivLTGB"":0.04944847290938063,""highestVolDivVol"":0.3020010746227134}]",1,预重整推进+TOPCon电池+光伏组件,18271600,67970352.0,8.72311975916864,1.543580990538721,0,4403419866.96,首板涨停,放量涨停,22,600537,,,,,,,,,,,1,0.0,0,0,8.72311975916864,
600545.SH,卓郎智能,4.89,-9.94475138121547,涨停, 14:41:45, 14:41:45,"[{""code"":""600545.SH"",""time"":1777012905475,""openTime"":null,""duration"":1094525,""updatedTime"":1777014000000,""firstVol"":7.1069993E7,""highestVol"":8.3226892E7,""firstVolDivLTGB"":0.0397502696863381,""firstVolDivVol"":0.46146118872076286,""highestVolDivLTGB"":0.046549764007374185,""highestVolDivVol"":0.5201291628370053}]",1,玻璃纤维纱线+华为合作+AI智慧工厂+纺织机械,19340367,91673339.58,10.594152627334505,1.08172911186688,0,8474703932.28,首板涨停,放量涨停,17,600545,,,,,,,,,,,1,0.0,0,0,10.594152627334505,
600633.SH,浙数文化,13.12,-2.526002971768214,涨停, 10:35:57, 10:49:19,"[{""code"":""600633.SH"",""time"":1776998157971,""openTime"":1776998173357,""duration"":15386,""updatedTime"":1776998173357,""firstVol"":1.2209E7,""highestVol"":1.2209E7,""firstVolDivLTGB"":0.009627983426512825,""firstVolDivVol"":0.14104947230814954,""highestVolDivLTGB"":0.009627983426512825,""highestVolDivVol"":0.14104947230814954},{""code"":""600633.SH"",""time"":1776998188357,""openTime"":1776998203357,""duration"":15000,""updatedTime"":1776998203357,""firstVol"":3.52832E7,""highestVol"":3.52832E7,""firstVolDivLTGB"":0.027824233338876014,""firstVolDivVol"":0.38864535034511505,""highestVolDivLTGB"":0.027824233338876014,""highestVolDivVol"":0.38864535034511505},{""code"":""600633.SH"",""time"":1776998218357,""openTime"":1776998616874,""duration"":398517,""updatedTime"":1776998616874,""firstVol"":3.230197E7,""highestVol"":3.48858E7,""firstVolDivLTGB"":0.025473243656623346,""firstVolDivVol"":0.3423479533631399,""highestVolDivLTGB"":0.027510844804704813,""highestVolDivVol"":0.35669317580368},{""code"":""600633.SH"",""time"":1776998664743,""openTime"":1776998784744,""duration"":120001,""updatedTime"":1776998784744,""firstVol"":2.63109E7,""highestVol"":2.63109E7,""firstVolDivLTGB"":0.02074870252572989,""firstVolDivVol"":0.24259654733393254,""highestVolDivLTGB"":0.02074870252572989,""highestVolDivVol"":0.24259654733393254},{""code"":""600633.SH"",""time"":1776998807793,""openTime"":1776998852793,""duration"":45000,""updatedTime"":1776998852793,""firstVol"":30100.0,""highestVol"":311500.0,""firstVolDivLTGB"":2.3736776241955606E-5,""firstVolDivVol"":2.597792832356437E-4,""highestVolDivLTGB"":2.456480332016336E-4,""highestVolDivVol"":0.0026574055982040955},{""code"":""600633.SH"",""time"":1776998959610,""openTime"":null,""duration"":9617288,""updatedTime"":1777014000000,""firstVol"":1.80609E7,""highestVol"":2.42953E7,""firstVolDivLTGB"":0.01424277548266897,""firstVolDivVol"":0.1477102470439549,""highestVolDivLTGB"":0.019159205974457943,""highestVolDivVol"":0.19254692586837552}]",1,算力+AI应用+数字文化+国企,642200,9690798.0,0.4267956731797578,0.0506437132976209,5,19135243782.48,首板涨停,放量涨停,17,600633,,,,,,,,,,,1,0.0,0,0,0.4267956731797578,
600696.SH,*ST岩石,1.31,0.0,涨停, 09:30:15, 09:30:15,"[{""code"":""600696.SH"",""time"":1776994215138,""openTime"":null,""duration"":14361760,""updatedTime"":1777014000000,""firstVol"":34400.0,""highestVol"":2643900.0,""firstVolDivLTGB"":1.0284945890914618E-4,""firstVolDivVol"":0.011882556131260795,""highestVolDivLTGB"":0.007904758267729406,""highestVolDivVol"":0.5231691158661587}]",6,退市博弈+酱香型白酒+市值低于5亿,2104900,2904762.0,40.5082613836509,0.6293250757495982,0,461567814.78,6天6板,缩量涨停,22,600696,,,,,,,,,,,6,0.0,0,0,40.5082613836509,
