股票代码,股票简称,最新价,最新涨跌幅,涨停[20260428],首次涨停时间[20260428],最终涨停时间[20260428],涨停明细数据[20260428],连续涨停天数[20260428],涨停原因类别[20260428],涨停封单量[20260428],涨停封单额[20260428],涨停封单量占成交量比[20260428],涨停封单量占流通a股比[20260428],涨停开板次数[20260428],a股市值(不含限售股)[20260428],几天几板[20260428],涨停类型[20260428],market_code,code,所属概念,主力资金流向区间增长值[20260424-20260430],主力资金流向[20260424],主力资金流向[20260428],主力资金流向[20260429],主力资金流向[20260430],量比[20260430],所属概念数量,a股市值(不含限售股)[20260430],换手率[20260430],振幅[20260430],主力资金流向[20260427],lbc,main,chg5,amt,volr,concepts
002923.SZ,润都股份,13.22,-0.45180722891565306,涨停, 09:34:49, 09:34:49,"[{""code"":""002923.SZ"",""time"":1777340089646,""openTime"":null,""duration"":14068068,""updatedTime"":1777359600000,""firstVol"":2.59602E7,""highestVol"":2.66661E7,""firstVolDivLTGB"":0.10058785593185168,""firstVolDivVol"":1.9567203328509406,""highestVolDivLTGB"":0.10332300309952736,""highestVolDivVol"":1.9646430413320564}]",1,一季报高增+创新药获批+原料药一体化,7311600,100826964.0,42.70345407609013,2.8330219622010877,0,3558989847.07,首板涨停,缩量涨停,33,002923,,,,,,,,,,,,,1,0.0,0,0,42.70345407609013,
002989.SZ,中天精装,29.21,10.018832391713747,涨停, 14:43:51, 14:43:51,"[{""code"":""002989.SZ"",""time"":1777358631400,""openTime"":null,""duration"":968600,""updatedTime"":1777359600000,""firstVol"":9510400.0,""highestVol"":9510400.0,""firstVolDivLTGB"":0.05187398733731228,""firstVolDivVol"":1.1660163323695816,""highestVolDivLTGB"":0.05187398733731228,""highestVolDivVol"":1.1660163323695816}]",1,半导体封装+精装修+国资背景,2656800,69873840.0,31.65827744557453,1.4491378865007913,0,4821752343.3,首板涨停,放量涨停,33,002989,新型城镇化;芯片概念;粤港澳大湾区;人工智能;国企改革;深股通,34354343.0,,29914896.0,,31766901.0,1.830668,6.0,5355261823.11,4.905186,6.252354,,1,29914896.0,0,0,31.65827744557453,新型城镇化;芯片概念;粤港澳大湾区;人工智能;国企改革;深股通
003026.SZ,中晶科技,49.99,5.419654154365246,涨停, 10:01:13, 10:01:13,"[{""code"":""003026.SZ"",""time"":1777341673626,""openTime"":null,""duration"":12484088,""updatedTime"":1777359600000,""firstVol"":1.0705883E7,""highestVol"":1.0705883E7,""firstVolDivLTGB"":0.1118746861915242,""firstVolDivVol"":0.960989814168606,""highestVolDivLTGB"":0.1118746861915242,""highestVolDivVol"":0.960989814168606}]",1,业绩预增+半导体硅片+6-8英寸抛光硅片,2138493,96830963.04,14.246300929360167,2.209406098125434,0,4382669312.0,首板涨停,放量涨停,33,003026,,,,,,,,,,,,,1,0.0,0,0,14.246300929360167,
300187.SZ,永清环保,5.62,-3.436426116838491,涨停, 10:09:46, 13:02:27,"[{""code"":""300187.SZ"",""time"":1777342186802,""openTime"":1777344854794,""duration"":2667992,""updatedTime"":1777344854794,""firstVol"":7.6447537E7,""highestVol"":7.6447537E7,""firstVolDivLTGB"":0.11910003580563103,""firstVolDivVol"":1.4727381793445253,""highestVolDivLTGB"":0.11910003580563103,""highestVolDivVol"":1.4727381793445253},{""code"":""300187.SZ"",""time"":1777344887596,""openTime"":1777352532030,""duration"":2202148,""updatedTime"":1777352532030,""firstVol"":4.2540299E7,""highestVol"":4.3443899E7,""firstVolDivLTGB"":0.06627487729372171,""firstVolDivVol"":0.6499014506388957,""highestVolDivLTGB"":0.06768262431314456,""highestVolDivVol"":0.6627532595487476},{""code"":""300187.SZ"",""time"":1777352547030,""openTime"":null,""duration"":7052970,""updatedTime"":1777359600000,""firstVol"":3.0423494E7,""highestVol"":3.0423494E7,""firstVolDivLTGB"":0.04739772354905824,""firstVolDivVol"":0.43110995840465066,""highestVolDivLTGB"":0.04739772354905824,""highestVolDivVol"":0.43110995840465066}]",1,一季报大增+垃圾焚烧发电+储能,6443677,39564176.78,8.428531638257228,1.003880820149799,2,3941122888.88,首板涨停,放量涨停,33,300187,,,,,,,,,,,,,1,0.0,0,0,8.428531638257228,
300540.SZ,蜀道装备,33.49,-1.673517322372285,涨停, 13:13:24, 13:21:03,"[{""code"":""300540.SZ"",""time"":1777353204656,""openTime"":1777353620186,""duration"":415530,""updatedTime"":1777353620186,""firstVol"":1.4775969E7,""highestVol"":1.4775969E7,""firstVolDivLTGB"":0.07147568735075621,""firstVolDivVol"":0.438480150303809,""highestVolDivLTGB"":0.07147568735075621,""highestVolDivVol"":0.438480150303809},{""code"":""300540.SZ"",""time"":1777353663473,""openTime"":null,""duration"":5936527,""updatedTime"":1777359600000,""firstVol"":8919200.0,""highestVol"":8919200.0,""firstVolDivLTGB"":0.04314478127416651,""firstVolDivVol"":0.2476088335656216,""highestVolDivLTGB"":0.04314478127416651,""highestVolDivVol"":0.2476088335656216}]",1,氦气+氢能装备+商业航天+四川国资,695646,25126733.52,1.8478132618637784,0.336504333508037,1,7466986608.48,首板涨停,放量涨停,33,300540,,,,,,,,,,,,,1,0.0,0,0,1.8478132618637784,
300905.SZ,宝丽迪,68.12,0.029368575624097257,涨停, 09:30:14, 09:30:14,"[{""code"":""300905.SZ"",""time"":1777339814662,""openTime"":null,""duration"":14343052,""updatedTime"":1777359600000,""firstVol"":2344900.0,""highestVol"":4969192.0,""firstVolDivLTGB"":0.016791717063957136,""firstVolDivVol"":0.5367829921582847,""highestVolDivLTGB"":0.035584146914784974,""highestVolDivVol"":0.8934760250573572}]",1,COFs量产+纤维母粒+一季报增长,2000650,134083562.99999999,25.651062467994667,1.432655923237914,0,9359090401.62,首板涨停,缩量涨停,33,300905,,,,,,,,,,,,,1,0.0,0,0,25.651062467994667,
301261.SZ,恒工精密,86.78,-1.7547831993660106,涨停, 09:30:14, 09:30:14,"[{""code"":""301261.SZ"",""time"":1777339814662,""openTime"":null,""duration"":14343052,""updatedTime"":1777359600000,""firstVol"":5648496.0,""highestVol"":6644845.0,""firstVolDivLTGB"":0.1506935844878846,""firstVolDivVol"":1.7075894901775368,""highestVolDivLTGB"":0.17727471373200895,""highestVolDivVol"":1.5785999570477758}]",1,业绩大增+人形机器人+RV/谐波减速器,2453436,220220415.36,41.86938765340492,6.545407222588414,0,3364502892.96,首板涨停,放量涨停,33,301261,减速器;创投;专精特新;机器人概念;工业母机;京津冀一体化;人形机器人;高端装备;深股通;融资融券,19171624.0,2809001.0,,,21980625.0,1.467684,10.0,3252802596.38,16.256078,4.268085,7425393.0,1,0.0,0,0,41.86938765340492,减速器;创投;专精特新;机器人概念;工业母机;京津冀一体化;人形机器人;高端装备;深股通;融资融券
600152.SH,维科技术,14.85,2.4137931034482736,涨停, 09:40:44, 09:40:44,"[{""code"":""600152.SH"",""time"":1777340444894,""openTime"":null,""duration"":13712820,""updatedTime"":1777359600000,""firstVol"":5394500.0,""highestVol"":1.83182E7,""firstVolDivLTGB"":0.010196012649330736,""firstVolDivVol"":0.08100144057784922,""highestVolDivLTGB"":0.034622782262113315,""highestVolDivVol"":0.26612687965311077}]",3,钠电储能+3C电池龙头+高倍率电池扩产,6741900,105780411.0,8.925698888816088,1.274270046909313,0,8301255393.75,3天3板,缩量涨停,17,600152,固态电池;锂电池概念;钠离子电池;消费电子概念;新型烟草(电子烟);换电概念;储能;无人机;数据中心;机器人概念;华为汽车;华为概念;两轮车;共同富裕示范区,18874189.0,90227043.0,6298119.0,147600930.0,109101232.0,1.399024,14.0,7856828718.75,29.999891,10.827586,,3,6298119.0,0,0,8.925698888816088,固态电池;锂电池概念;钠离子电池;消费电子概念;新型烟草(电子烟);换电概念;储能;无人机;数据中心;机器人概念;华为汽车;华为概念;两轮车;共同富裕示范区
600156.SH,华升股份,10.8,-3.3124440465532605,涨停, 09:51:41, 09:52:20,"[{""code"":""600156.SH"",""time"":1777341101766,""openTime"":1777341116766,""duration"":15000,""updatedTime"":1777341116766,""firstVol"":2106163.0,""highestVol"":2106163.0,""firstVolDivLTGB"":0.005237769075840215,""firstVolDivVol"":0.06046066890045712,""highestVolDivLTGB"":0.005237769075840215,""highestVolDivVol"":0.06046066890045712},{""code"":""600156.SH"",""time"":1777341140236,""openTime"":null,""duration"":13017478,""updatedTime"":1777359600000,""firstVol"":2.19042E7,""highestVol"":2.19042E7,""firstVolDivLTGB"":0.054473059013485294,""firstVolDivVol"":0.5620421629896614,""highestVolDivLTGB"":0.054473059013485294,""highestVolDivVol"":0.5620421629896614}]",1,算力租赁+液冷+拟收购易信科技+湖南国资,7524195,76370579.25,16.20510173520611,1.8711750178685866,1,4081423625.3,首板涨停,放量涨停,17,600156,,,,,,,,,,,,,1,0.0,0,0,16.20510173520611,
600227.SH,赤天化,4.09,-2.8503562945368195,涨停, 09:44:14, 09:45:17,"[{""code"":""600227.SH"",""time"":1777340654945,""openTime"":1777340699945,""duration"":45000,""updatedTime"":1777340699945,""firstVol"":1.069077E8,""highestVol"":1.17084E8,""firstVolDivLTGB"":0.08367855078637641,""firstVolDivVol"":0.6065152061245794,""highestVolDivLTGB"":0.09164372108156939,""highestVolDivVol"":0.6553380492403561},{""code"":""600227.SH"",""time"":1777340717575,""openTime"":null,""duration"":13440139,""updatedTime"":1777359600000,""firstVol"":9.0877998E7,""highestVol"":1.05728298E8,""firstVolDivLTGB"":0.07113181904584248,""firstVolDivVol"":0.4723622149930592,""highestVolDivLTGB"":0.08275541194647476,""highestVolDivVol"":0.5435120056501894}]",1,尿素涨价+甲醇+煤化工,8192100,33178005.0,3.18924429279593,0.6412101802742686,1,5174279202.15,首板涨停,放量涨停,17,600227,,,,,,,,,,,,,1,0.0,0,0,3.18924429279593,
600238.SH,*ST椰岛,5.64,2.5454545454545396,涨停, 09:31:37, 09:34:19,"[{""code"":""600238.SH"",""time"":1777339897086,""openTime"":1777339912086,""duration"":15000,""updatedTime"":1777339912086,""firstVol"":15200.0,""highestVol"":15200.0,""firstVolDivLTGB"":3.413647015154212E-5,""firstVolDivVol"":0.005846201065470145,""highestVolDivLTGB"":3.413647015154212E-5,""highestVolDivVol"":0.005846201065470145},{""code"":""600238.SH"",""time"":1777340059646,""openTime"":null,""duration"":14098068,""updatedTime"":1777359600000,""firstVol"":12200.0,""highestVol"":1789300.0,""firstVolDivLTGB"":2.7399008937421966E-5,""firstVolDivVol"":0.0033525887343675244,""highestVolDivLTGB"":0.004018446450141731,""highestVolDivVol"":0.39689202908693094}]",2,退市博弈+保健酒+海南国资,1688800,9271512.0,35.85121913887868,0.3792741499468706,1,2444540974.2,2天2板,缩量涨停,22,600238,,,,,,,,,,,,,2,0.0,0,0,35.85121913887868,
600243.SH,*ST海华,4.16,3.740648379052378,涨停, 09:30:00, 09:30:00,"[{""code"":""600243.SH"",""time"":1777339800000,""openTime"":null,""duration"":14357714,""updatedTime"":1777359600000,""firstVol"":4.13944E7,""highestVol"":4.13944E7,""firstVolDivLTGB"":0.09432471231628119,""firstVolDivVol"":310.0704119850187,""highestVolDivLTGB"":0.09432471231628119,""highestVolDivVol"":310.0704119850187}]",1,电梯配件+天然气+退市博弈,11825100,45171882.0,981.5804764671702,2.6945653412327677,0,1676407000.0,首板涨停,一字涨停||缩量涨停,22,600243,,,,,,,,,,,,,1,0.0,0,0,981.5804764671702,
600248.SH,陕建股份,3.48,-1.4164305949008449,涨停, 13:49:04, 13:49:04,"[{""code"":""600248.SH"",""time"":1777355344876,""openTime"":null,""duration"":4255124,""updatedTime"":1777359600000,""firstVol"":3.88789E7,""highestVol"":5.908245E7,""firstVolDivLTGB"":0.010491536775639214,""firstVolDivVol"":1.053794163403485,""highestVolDivLTGB"":0.015943498837926614,""highestVolDivVol"":1.1480935102430354}]",1,绿色转型+房屋建设+石化工程+国企,11076996,40984885.2,11.404941324145156,0.29891460637417333,0,13711235358.2,首板涨停,放量涨停,17,600248,,,,,,,,,,,,,1,0.0,0,0,11.404941324145156,
600265.SH,*ST景谷,22.02,-0.13605442176871263,涨停, 09:30:00, 09:30:00,"[{""code"":""600265.SH"",""time"":1777339800000,""openTime"":null,""duration"":14357714,""updatedTime"":1777359600000,""firstVol"":2270400.0,""highestVol"":2270400.0,""firstVolDivLTGB"":0.017491525423728813,""firstVolDivVol"":260.9655172413793,""highestVolDivLTGB"":0.017491525423728813,""highestVolDivVol"":260.9655172413793}]",1,算力租赁+资产赠与+林业,1063500,24098910.0,1034.5330739299611,0.8193374422187982,0,2941268000.0,首板涨停,一字涨停||缩量涨停,22,600265,,,,,,,,,,,,,1,0.0,0,0,1034.5330739299611,
600289.SH,ST信通,6.21,-4.900459418070448,涨停, 09:32:13, 10:07:45,"[{""code"":""600289.SH"",""time"":1777339933015,""openTime"":1777339993015,""duration"":60000,""updatedTime"":1777339993015,""firstVol"":94900.0,""highestVol"":225100.0,""firstVolDivLTGB"":1.6769075119809121E-4,""firstVolDivVol"":0.02021428419281317,""highestVolDivLTGB"":3.977575141695504E-4,""highestVolDivVol"":0.046911470490163386},{""code"":""600289.SH"",""time"":1777342065721,""openTime"":null,""duration"":12091993,""updatedTime"":1777359600000,""firstVol"":156300.0,""highestVol"":1540300.0,""firstVolDivLTGB"":2.7618613711550747E-4,""firstVolDivVol"":0.016910460033756004,""highestVolDivLTGB"":0.0027217498848305577,""highestVolDivVol"":0.15550574956335625}]",1,算力转型+ST保壳+GPU定制,1217799,7574709.779999999,12.279045315038232,0.21518822878639018,1,3520039094.48,首板涨停,放量涨停,22,600289,,,,,,,,,,,,,1,0.0,0,0,12.279045315038232,
600320.SH,振华重工,5.42,0.9310986964618216,涨停, 09:46:23, 13:53:48,"[{""code"":""600320.SH"",""time"":1777340783742,""openTime"":1777340897924,""duration"":114182,""updatedTime"":1777340897924,""firstVol"":1.4547358E8,""highestVol"":1.4547358E8,""firstVolDivLTGB"":0.04379099410810813,""firstVolDivVol"":1.8657159525766607,""highestVolDivLTGB"":0.04379099410810813,""highestVolDivVol"":1.8657159525766607},{""code"":""600320.SH"",""time"":1777342414674,""openTime"":1777355549025,""duration"":7692065,""updatedTime"":1777355549025,""firstVol"":6.5706548E7,""highestVol"":7.3690056E7,""firstVolDivLTGB"":0.019779227653104598,""firstVolDivVol"":0.46533182855626104,""highestVolDivLTGB"":0.02218245270462278,""highestVolDivVol"":0.5156640336261119},{""code"":""600320.SH"",""time"":1777355628101,""openTime"":null,""duration"":3971899,""updatedTime"":1777359600000,""firstVol"":3.7301428E7,""highestVol"":3.9507967E7,""firstVolDivLTGB"":0.011228613565239954,""firstVolDivVol"":0.19312780247872374,""highestVolDivLTGB"":0.011892834081077337,""highestVolDivVol"":0.20382023976705}]",1,一季报增长+港机龙头+央企回购,5609148,30345490.68,2.78489682413215,0.16884864387025225,2,17972007346.01,首板涨停,放量涨停,17,600320,央企国企改革;海工装备;核电;风电;一带一路;国企改革;自由贸易港;高端装备;海峡两岸;机器人概念;融资融券;沪股通,34750054.2,,78339834.0,24221719.0,23926586.0,0.932141,12.0,18005227322.62,2.83873,2.793296,,1,78339834.0,0,0,2.78489682413215,央企国企改革;海工装备;核电;风电;一带一路;国企改革;自由贸易港;高端装备;海峡两岸;机器人概念;融资融券;沪股通
600379.SH,宝光股份,16.78,10.032786885245908,涨停, 13:08:27, 13:13:59,"[{""code"":""600379.SH"",""time"":1777352907046,""openTime"":1777353102328,""duration"":195282,""updatedTime"":1777353102328,""firstVol"":1.19104E7,""highestVol"":1.19104E7,""firstVolDivLTGB"":0.03607008960139268,""firstVolDivVol"":0.8650557608127794,""highestVolDivLTGB"":0.03607008960139268,""highestVolDivVol"":0.8650557608127794},{""code"":""600379.SH"",""time"":1777353239137,""openTime"":null,""duration"":6360863,""updatedTime"":1777359600000,""firstVol"":3.07855E7,""highestVol"":3.07855E7,""firstVolDivLTGB"":0.09323244756042404,""firstVolDivVol"":1.4995839373665845,""highestVolDivLTGB"":0.09323244756042404,""highestVolDivVol"":1.4995839373665845}]",1,电子特气+氢能+储能+特高压+央企,2946160,40833777.6,12.134501460735878,0.8922307830134929,1,4576593677.04,首板涨停,放量涨停,17,600379,,,,,,,,,,,,,1,0.0,0,0,12.134501460735878,
600381.SH,*ST春天,3.59,4.970760233918127,涨停, 13:03:27, 13:03:27,"[{""code"":""600381.SH"",""time"":1777352607030,""openTime"":null,""duration"":6992970,""updatedTime"":1777359600000,""firstVol"":12700.0,""highestVol"":930500.0,""firstVolDivLTGB"":2.163319587401945E-5,""firstVolDivVol"":0.0010719895873515359,""highestVolDivLTGB"":0.0015850148630531572,""highestVolDivVol"":0.07743113372327669}]",1,高端白酒+虫草龙头+退市博弈,680061,2216998.86,5.318432526367479,0.11584167574237433,0,1913818015.66,13天7板,放量涨停,22,600381,白酒概念;ST板块;西部大开发,2294577.2,,6721906.300000001,,,0.090386,3.0,2107548060.19,0.186129,0,22667547.0,7,6721906.300000001,0,0,5.318432526367479,白酒概念;ST板块;西部大开发
600488.SH,津药药业,5.7,-2.730375426621163,涨停, 09:40:14, 09:40:14,"[{""code"":""600488.SH"",""time"":1777340414894,""openTime"":null,""duration"":13742820,""updatedTime"":1777359600000,""firstVol"":6.5992837E7,""highestVol"":8.1882837E7,""firstVolDivLTGB"":0.06043927287399458,""firstVolDivVol"":0.9926185236945109,""highestVolDivLTGB"":0.07499206511063951,""highestVolDivVol"":1.115621906872396}]",1,创新药炒作+甾体激素+原料药出口,8492010,52480621.8,8.078646808845988,0.7777373014569607,0,6747859682.4,首板涨停,缩量涨停,17,600488,仿制药一致性评价;创新药;辅助生殖;京津冀一体化;数字经济;沪股通,28450345.0,,50760349.0,,,0.544643,6.0,6223754076.0,8.026896,4.778156,,1,50760349.0,0,0,8.078646808845988,仿制药一致性评价;创新药;辅助生殖;京津冀一体化;数字经济;沪股通
600496.SH,精工钢构,4.15,0.0,涨停, 13:41:08, 13:51:27,"[{""code"":""600496.SH"",""time"":1777354868830,""openTime"":1777354903442,""duration"":34612,""updatedTime"":1777354903442,""firstVol"":2511000.0,""highestVol"":2511000.0,""firstVolDivLTGB"":0.0012617296811611156,""firstVolDivVol"":0.029318686958109283,""highestVolDivLTGB"":0.0012617296811611156,""highestVolDivVol"":0.029318686958109283},{""code"":""600496.SH"",""time"":1777355487352,""openTime"":null,""duration"":4112648,""updatedTime"":1777359600000,""firstVol"":4.70079E7,""highestVol"":4.70079E7,""firstVolDivLTGB"":0.023620574543629473,""firstVolDivVol"":0.4536012277828718,""highestVolDivLTGB"":0.023620574543629473,""highestVolDivVol"":0.4536012277828718}]",1,海外订单+装配式建筑+高分红,7728764,31610644.759999998,6.898988687526808,0.3883556725404026,1,8139611957.57,首板涨停,放量涨停,17,600496,NMN概念;装配式建筑;新型城镇化;雄安新区;光伏建筑一体化;回购增持再贷款概念;一带一路;DeepSeek概念;工业互联网;沪股通;融资融券,31920457.0,,81587236.0,9790415.0,6838063.0,0.727193,11.0,8259019467.95,3.202067,2.891566,,1,81587236.0,0,0,6.898988687526808,NMN概念;装配式建筑;新型城镇化;雄安新区;光伏建筑一体化;回购增持再贷款概念;一带一路;DeepSeek概念;工业互联网;沪股通;融资融券
600623.SH,华谊集团,10.88,0.18416206261511373,涨停, 11:17:40, 11:17:40,"[{""code"":""600623.SH"",""time"":1777346260685,""openTime"":null,""duration"":7897029,""updatedTime"":1777359600000,""firstVol"":5.1721482E7,""highestVol"":5.1721482E7,""firstVolDivLTGB"":0.02756957591999977,""firstVolDivVol"":1.1935826968145202,""highestVolDivLTGB"":0.02756957591999977,""highestVolDivVol"":1.1935826968145202}]",1,资产置换+绿色甲醇+氟化工+上海国资,4664124,50419180.440000005,9.774958316590704,0.2486160793271411,0,20279935463.73,首板涨停,放量涨停,17,600623,,,,,,,,,,,,,1,0.0,0,0,9.774958316590704,
600726.SH,华电能源,6.59,-7.183098591549293,涨停, 14:10:32, 14:10:32,"[{""code"":""600726.SH"",""time"":1777356632779,""openTime"":null,""duration"":2967221,""updatedTime"":1777359600000,""firstVol"":1.2711095E7,""highestVol"":3.9343E7,""firstVolDivLTGB"":0.0017004044562432877,""firstVolDivVol"":0.02365260520399573,""highestVolDivLTGB"":0.00526304087271629,""highestVolDivVol"":0.0718482954369475}]",4,绿电转型+热电联产+央企,14851364,104256575.27999999,2.634534784500026,0.19867151906968783,0,52476860180.16,4天4板,放量涨停,17,600726,煤炭概念;超超临界发电;绿色电力;黑龙江自贸区;风电;国企改革;央企国企改革;沪股通,206707430.0,,,,,0.828992,8.0,49262465610.72,5.584383,8.732394,110659020.0,4,0.0,0,0,2.634534784500026,煤炭概念;超超临界发电;绿色电力;黑龙江自贸区;风电;国企改革;央企国企改革;沪股通
600735.SH,ST新华锦,7.4,-5.0064184852374805,涨停, 09:30:00, 09:30:00,"[{""code"":""600735.SH"",""time"":1777339800000,""openTime"":null,""duration"":14357714,""updatedTime"":1777359600000,""firstVol"":5.57781E7,""highestVol"":5.57781E7,""firstVolDivLTGB"":0.13110320948275067,""firstVolDivVol"":559.4593781344032,""highestVolDivLTGB"":0.13110320948275067,""highestVolDivVol"":559.4593781344032}]",2,资金占用清偿+复牌+石墨新材料+发制品出口,8434500,62583990.0,2245.009315943572,1.9824806158371486,0,3156852556.34,2天2板,一字涨停||缩量涨停,22,600735,,,,,,,,,,,,,2,0.0,0,0,2245.009315943572,
600744.SH,华银电力,8.54,-4.15263748597083,涨停, 13:22:05, 13:22:05,"[{""code"":""600744.SH"",""time"":1777353725700,""openTime"":null,""duration"":5874300,""updatedTime"":1777359600000,""firstVol"":1.9914563E8,""highestVol"":2.2174587E8,""firstVolDivLTGB"":0.09804699424314989,""firstVolDivVol"":1.4624054060325713,""highestVolDivLTGB"":0.10917395495614071,""highestVolDivVol"":1.4899050084719558}]",1,火电盈利+新能源装机+央企,24337938,211009922.46,12.336864597897582,1.1982495759390448,0,17609847455.58,首板涨停,放量涨停,17,600744,超超临界发电;虚拟电厂;碳交易;绿色电力;煤炭概念;风电;碳中和;央企国企改革;核电;国企改革;融资融券;沪股通,109805586.0,,149903078.0,,,0.935476,12.0,17345801299.96,10.424372,4.489337,32606976.0,1,149903078.0,0,0,12.336864597897582,超超临界发电;虚拟电厂;碳交易;绿色电力;煤炭概念;风电;碳中和;央企国企改革;核电;国企改革;融资融券;沪股通
600770.SH,综艺股份,7.62,-3.422053231939158,涨停, 09:57:32, 09:57:32,"[{""code"":""600770.SH"",""time"":1777341452897,""openTime"":null,""duration"":12704817,""updatedTime"":1777359600000,""firstVol"":8.2843416E7,""highestVol"":1.08060916E8,""firstVolDivLTGB"":0.06372570461538461,""firstVolDivVol"":0.5053455349768383,""highestVolDivLTGB"":0.08312378153846153,""highestVolDivVol"":0.6377672080894118}]",1,参股神州龙芯（CPU）+功率半导体+芯片设计+并购吉莱微,16823465,128867741.9,8.810687154532925,1.2941126923076922,0,9958000000.0,4天3板,放量涨停,17,600770,汽车芯片;芯片概念;碳纤维;数据安全;语音技术;网络游戏;创投;2025年报预增;手机游戏;人工智能;跨境电商;绿色电力;融资融券;股权转让(并购重组);沪股通,146569873.7,,106574829.0,,,1.169457,15.0,9906000000.0,16.108531,8.365019,,3,106574829.0,0,0,8.810687154532925,汽车芯片;芯片概念;碳纤维;数据安全;语音技术;网络游戏;创投;2025年报预增;手机游戏;人工智能;跨境电商;绿色电力;融资融券;股权转让(并购重组);沪股通
601101.SH,昊华能源,11.69,6.855575868372943,涨停, 14:15:43, 14:15:43,"[{""code"":""601101.SH"",""time"":1777356943537,""openTime"":null,""duration"":2656463,""updatedTime"":1777359600000,""firstVol"":5.3003766E7,""highestVol"":5.7445406E7,""firstVolDivLTGB"":0.03680822384740018,""firstVolDivVol"":0.8412007017019852,""highestVolDivLTGB"":0.0398927005121256,""highestVolDivVol"":0.9092007154217125}]",1,一季报增长+煤炭+高股息+北京国资,4102520,44635417.6,6.0681374034379525,0.28489763255395134,0,15667177434.88,首板涨停,放量涨停,17,601101,煤炭概念;煤化工概念;高股息精选;国企改革;融资融券;沪股通,26510480.0,,67246023.0,41786183.0,20390870.0,0.961651,6.0,16833575754.94,4.82576,9.232175,,1,67246023.0,0,0,6.0681374034379525,煤炭概念;煤化工概念;高股息精选;国企改革;融资融券;沪股通
601177.SH,杭齿前进,15.93,-0.06273525721455324,涨停, 11:11:21, 11:11:21,"[{""code"":""601177.SH"",""time"":1777345881436,""openTime"":null,""duration"":8276278,""updatedTime"":1777359600000,""firstVol"":3.157689E7,""highestVol"":3.157689E7,""firstVolDivLTGB"":0.07893038544218367,""firstVolDivVol"":1.7000262835520417,""highestVolDivLTGB"":0.07893038544218367,""highestVolDivVol"":1.7000262835520417}]",1,一季报增长+船用齿轮箱+人形机器人+杭州国资,7259678,117969767.5,32.05005009477258,1.8146473029045644,0,6500975000.0,首板涨停,放量涨停,17,601177,,,,,,,,,,,,,1,0.0,0,0,32.05005009477258,
601789.SH,宁波建工,5.89,-2.3217247097844207,涨停, 09:34:19, 09:34:19,"[{""code"":""601789.SH"",""time"":1777340059646,""openTime"":null,""duration"":14098068,""updatedTime"":1777359600000,""firstVol"":5.7141241E7,""highestVol"":9.7304741E7,""firstVolDivLTGB"":0.05257758109531592,""firstVolDivVol"":1.0554123404058278,""highestVolDivLTGB"":0.08953337066806463,""highestVolDivVol"":1.6875355798153038}]",1,一季报净利增77%+中标4.99亿+参股中经云+宁波国资,20639700,123425406.00000001,27.384664075974335,1.8991283380299564,0,6499055568.2,首板涨停,缩量涨停,17,601789,,,,,,,,,,,,,1,0.0,0,0,27.384664075974335,
601828.SH,美凯龙,2.67,2.692307692307686,涨停, 09:33:28, 09:33:28,"[{""code"":""601828.SH"",""time"":1777340008015,""openTime"":null,""duration"":14149699,""updatedTime"":1777359600000,""firstVol"":1.315539E7,""highestVol"":3.957279E7,""firstVolDivLTGB"":0.0036417290018183938,""firstVolDivVol"":0.35581678967293684,""highestVolDivLTGB"":0.01095470199103705,""highestVolDivVol"":0.9985369953700117}]",1,一季度扭亏+REITs+厦门国资,14900241,40230650.7,22.19037367672118,0.41247458101799717,0,9753486045.3,首板涨停,放量涨停,17,601828,国企改革;DeepSeek概念;沪股通;腾讯概念;阿里巴巴概念;抖音概念(字节概念);融资融券,44508179.0,,,,41546694.0,2.130233,7.0,9645113978.13,2.695846,5.76923,16701509.0,1,0.0,0,0,22.19037367672118,国企改革;DeepSeek概念;沪股通;腾讯概念;阿里巴巴概念;抖音概念(字节概念);融资融券
603095.SH,越剑智能,25.37,10.017346053772776,涨停, 09:33:13, 09:33:13,"[{""code"":""603095.SH"",""time"":1777339993015,""openTime"":null,""duration"":14164699,""updatedTime"":1777359600000,""firstVol"":635960.0,""highestVol"":4299372.0,""firstVolDivLTGB"":0.002462391953821826,""firstVolDivVol"":0.11221212955317002,""highestVolDivLTGB"":0.016646863040579364,""highestVolDivVol"":0.5173130253900629}]",2,AI验布机+高端装备+提质增效,1255072,26306309.12,15.024382395642197,0.48595496481965333,0,5413322432.0,2天2板,放量涨停,17,603095,,,,,,,,,,,,,2,0.0,0,0,15.024382395642197,
