股票代码,股票简称,最新价,所属概念,股票市场类型,涨跌幅:前复权[20260430],成交额[20260430],主力资金流向区间增长值[20260424-20260430],主力资金流向[20260424],主力资金流向[20260428],主力资金流向[20260429],主力资金流向[20260430],所属概念数量,a股市值(不含限售股)[20260430],成交量[20260430],主力买入金额[20260430],主力卖出金额[20260430],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],market_code,code,主力资金流向[20260427]
002208.SZ,合肥城建,13.74,新型城镇化;租售同权;长三角一体化;创投;独角兽概念;物业管理;养老概念;国企改革;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,5.85516179,8.40105797E8,39490065.5,8194477.5,21074308.0,4626709.0,47684543.0,9,11034212948.58,6.2280663E7,157445334.0,109760791.0,13.03,14.26,12.85,13.74,10.862865,33,002208,
688191.SH,智洋创新,45.78,特高压;风电;智能电网;无人机;水利;专精特新;华为概念;华为昇腾;机器视觉;数字孪生;DeepSeek概念;人工智能;AI智能体;多模态AI;鸿蒙概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,2.64573991,5.10934441E8,39474932.0,,96775936.0,,7630317.0,17,10604953938.6,1.1295864E7,112775294.0,105144977.0,43.48,46.75,43.45,45.78,7.399103,17,688191,
300246.SZ,宝莱特,17.7,血氧仪;横琴新区;智能穿戴;智能医疗;医疗器械概念;三胎概念;民营医院,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,4.05643739,3.0735591E8,39463315.0,1722408.0,,18682726.0,41185723.0,7,3740487404.4,1.7533206E7,77769964.0,36584241.0,17,18.1,16.88,17.7,7.172251,33,300246,
601001.SH,晋控煤业,19.33,煤炭概念;高股息精选;沪股通;融资融券;国企改革,上证AB股;上证A股;上证上市公司;上证主板A股;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),0.05175983,4.55752615E8,39395576.0,,33964912.0,15194038.0,33410120.0,5,32352621000.0,2.3769312E7,58471933.0,25061813.0,19.21,19.62,18.8,19.33,4.244306,17,601001,6909055.0
600583.SH,海油工程,6.77,天然气;沪股通;融资融券;央企国企改革;氢能源;国企改革;绿色电力;一带一路;海工装备;风电;京津冀一体化;高端装备;数字孪生;DeepSeek概念;机器人概念;数据中心,上证AB股;上证A股;上证上市公司;上证主板A股;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-1.16788321,2.97773842E8,39360060.0,,,16037029.0,,16,29932571996.0,4.3917102E7,43027105.0,57816055.0,6.91,6.94,6.7,6.77,3.503649,17,600583,
300094.SZ,国联水产,3.17,预制菜;网红经济;乡村振兴;食品安全;冷链物流;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,4.96688742,2.47665867E8,39344936.3,,,6847891.0,28845271.5,6,3504490154.83,7.7748758E7,57523775.0,28678503.5,3.11,3.24,3.11,3.17,4.304635,33,300094,4758550.199999999
002501.SZ,*ST利源,1.48,ST板块;军工;光伏概念;新能源汽车;股权转让(并购重组),*ST;全部AB股;全部A股;全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;深证AB股;深证A股;深证上市公司;深证主板A股;风险警示板,-5.12820513,3.0642808E7,39301784.0,,,,18945480.0,5,5248774424.88,2.07046E7,18945480.0,0.0,1.48,1.48,1.48,1.48,0,33,002501,
002409.SZ,雅克科技,84.71,国家大基金持股;存储芯片;中芯国际概念;OLED;芯片概念;光刻胶;专精特新;氟化工概念;特高压;海工装备;磷化工;深股通;天然气;融资融券,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.9173219,1.01297774E9,39227207.0,,,,11154067.0,14,26982061898.37,1.1864711E7,126427825.0,115273758.0,85.54,86.76,84.45,84.71,2.751965,33,002409,
601015.SH,陕西黑猫,4.02,煤炭概念;煤化工概念;天然气;沪股通;西部大开发;污水处理;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-1.71149144,2.07732532E8,39029788.0,,18436317.0,,,7,8210840508.78,5.1606119E7,31566479.0,40786755.0,4.1,4.11,3.97,4.02,3.422982,17,601015,24409768.0
002052.SZ,同洲电子,10.09,物联网;东数西算(算力);智能家居;储能;换电概念;人民币贬值受益;锂电池概念;2025年报预增;深股通;摘帽,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,6.21052632,4.41096046E8,38931737.0,,,8722582.0,30304596.0,10,6955916393.95,4.6862084E7,89053983.0,58749387.0,9.09,10.17,8.9,10.09,13.368421,33,002052,
688188.SH,柏楚电子,141.78,新型工业化;高端装备;专精特新;机器人概念;人工智能;沪股通;融资融券,上证AB股;上证A股;上证上市公司;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创50;科创板,2.36084037,5.2612542E8,38923495.3,,,,32756282.0,7,40936129050.06,3660005,91007861.0,58251579.0,140.34,147.68,140.34,141.78,5.299256,17,688188,1267186.1999999993
603567.SH,珍宝岛,7.08,仿制药一致性评价;创新药;医药电商;流感;黑龙江自贸区;智能医疗;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),6.14692654,3.21395296E8,38734563.8,,3612169.5,12809367.2,27148534.8,8,6650975307.36,4.5723751E7,57441731.0,30293196.2,6.58,7.28,6.55,7.08,10.944527,17,603567,2781429.0
301120.SZ,新特电气,19.63,智能电网;风电;核电;海工装备;军工;储能;光伏概念;绿色电力;水利;机器人概念;专精特新;钠离子电池;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,-1.85,1.84381693E8,38682244.0,,10883765.0,4778409.1000000015,,14,4289433000.06,9378279,13993347.0,30524615.0,19.98,20.15,19.52,19.63,3.15,33,301120,
688322.SH,奥比中光,79.58,同花顺新质50;人形机器人;MLOps概念;智能座舱;英伟达概念;机器视觉;新型工业化;传感器;无人驾驶;芯片概念;虚拟现实;消费电子概念;机器人概念;3D打印;华为概念;人脸识别;移动支付;新能源汽车;东数西算(算力);专精特新;阿里巴巴概念;元宇宙;数字孪生;人工智能;空间计算;虚拟数字人;蚂蚁集团概念;粤港澳大湾区;在线教育;智能物流;沪股通;融资融券,上证AB股;上证A股;上证上市公司;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,2.01256249,4.31565113E8,38540471.0,,,19651888.0,,32,25360267275.36,5436107,68289093.0,69216989.0,78.29,80.37,77.54,79.58,3.62774,17,688322,5341909.0
601988.SH,中国银行,5.75,高股息精选;同花顺中特估100;证金持股;沪股通;融资融券;跨境支付(CIPS),上证180;上证50;上证AB股;上证A股;上证上市公司;上证主板A股;中证800;全部AB股;全部A股;全部A股(非ST);全部上市公司;含H股的A股;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-0.69084629,1.46144431E9,38536352.0,,109544634.0,34543087.0,19319982.0,6,1211901710364.5,2.52823333E8,364274920.0,344954938.0,5.8,5.85,5.73,5.75,2.072538,17,601988,6215729.0
301053.SZ,远信工业,64.0,新型工业化;专精特新;一带一路;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,0,5.62775612E8,38455841.5,,1537156.0,,31015665.0,4,5598763776.0,8856615,135913529.0,104897864.0,63.51,65.1,62.1,64.0,4.6875,33,301053,14165608.0
000797.SZ,中国武夷,2.9,物业管理;装配式建筑;土地流转;跨境电商;福建自贸区;京津冀一体化;国企改革;海峡两岸;一带一路;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,3.94265233,1.38627439E8,38443685.699999996,,,13895244.0,37794011.3,10,4554495025.4,4.8324401E7,48112346.0,10318334.7,2.79,2.91,2.78,2.9,4.659498,33,000797,4268496.8999999985
600755.SH,厦门国贸,6.19,航运概念;统一大市场;高股息精选;中俄贸易概念;福建自贸区;参股券商;参股银行;国企改革;养老概念;海峡两岸;期货概念;医疗器械概念;一带一路;回购增持再贷款概念;智能医疗;DeepSeek概念;风电;沪股通;融资融券;锂电池概念;小金属概念;动力电池回收;华为数字能源,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),1.64203612,1.34429382E8,38436946.2,,5050333.0,,26333124.0,23,13198061034.53,2.1793391E7,36782487.0,10449363.0,6.15,6.21,6.11,6.19,1.642036,17,600755,
002033.SZ,丽江股份,9.47,冰雪产业;旅游概念;IP经济(谷子经济);高股息精选;西部大开发;2026一季报预增;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-2.672148,3.81426083E8,38427250.9,,,31252009.0,,8,5203577314.07,4.0107946E7,24198377.0,52202144.1,9.7,9.73,9.46,9.47,2.774922,33,002033,
600901.SH,江苏金租,6.9,高股息精选;融资融券;国企改革;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-0.57636888,2.20805443E8,38386316.099999994,,,,7977071.699999999,4,39954121773.9,3.22378E7,33232652.7,25255581.0,6.94,6.96,6.78,6.9,2.593659,17,600901,
002745.SZ,木林森,9.49,MicroLED概念;MiniLED;小米概念;PCB概念;智能家居;光伏概念;机器人概念;粤港澳大湾区;人工智能;储能;人民币贬值受益;DeepSeek概念;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.42328042,4.25506636E8,38344891.0,,,,22362696.0,14,10098204647.96,4.4803238E7,73987388.0,51624692.0,9.45,9.6,9.37,9.49,2.433862,33,002745,3077793.0
000703.SZ,恒逸石化,17.65,可降解塑料;回购增持再贷款概念;一带一路;融资融券;深股通;西部大开发;参股银行;互联网金融;阿里巴巴概念,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,2.6759744,1.3029554E9,38183918.0,18116589.0,280039805.0,120087662.0,56300507.0,9,67103728461.65,7.3735882E7,243141108.0,186840601.0,17.1,18.17,16.91,17.65,7.329842,33,000703,98656613.0
002701.SZ,奥瑞金,5.5,啤酒概念;预制菜;冰雪产业;工业大麻;体育产业;足球概念;京津冀一体化;一带一路;锂电池概念;虚拟数字人;人工智能;深股通;融资融券;新能源汽车;储能;股权转让(并购重组),全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.91743119,1.9803544E8,38111041.6,,,30228863.0,2342614.0,16,14065718623.0,3.6052351E7,33646644.0,31304030.0,5.45,5.53,5.42,5.5,2.018348,33,002701,
688371.SH,菲沃泰,24.72,AI眼镜;小米概念;液冷服务器;华为概念;共封装光学(CPO);脑机接口;一带一路;医疗器械概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,11.85520362,3.92280431E8,38087343.71,,,,38011722.0,10,8292876640.32,1.6846471E7,85358077.0,47346355.0,20.82,24.99,20.51,24.72,20.271493,17,688371,10440705.07
301188.SZ,力诺药包,26.85,医疗器械概念;回购增持再贷款概念;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,4.47470817,7.49483717E8,38017295.0,,,,34973827.0,3,7183358112.75,2.8976073E7,122814736.0,87840909.0,25.08,27.28,24.03,26.85,12.645914,33,301188,11219227.0
688593.SH,新相微,32.94,电子纸;MicroLED概念;OLED;AI眼镜;智能穿戴;芯片概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,5.98455598,3.56421736E8,38013929.0,,,,16971114.0,8,10629135955.62,1.1065843E7,76743230.0,59772116.0,31,33.05,30.85,32.94,7.078507,17,688593,25734166.0
688785.SH,恒运昌,325.05,科创次新股;中芯国际概念;芯片概念;注册制次新股;新股与次新股;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,3.48615091,3.67390257E8,38003953.0,,55098215.0,,34271700.0,6,4137127508.25,1136031,84188667.0,49916967.0,308.18,333,308.18,325.05,7.901942,17,688785,16995434.0
000901.SZ,航天科技,24.0,军民融合;商业航天;卫星导航;军工;无人机;数字孪生;车联网(车路协同);无人驾驶;工业互联网;传感器;智慧城市;物联网;智能电网;新能源汽车;京津冀一体化;智能座舱;汽车电子;2025年报预增;央企国企改革;智能物流;一带一路;黑龙江自贸区;中俄贸易概念;人民币贬值受益;国企改革;深股通;融资融券;俄乌冲突概念,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,3.35917313,1.91360625E9,37967590.7,559469.299999997,,184375412.0,38527060.0,28,19156641144.0,8.0561235E7,332532690.0,294005630.0,23.1,24.26,22.88,24.0,5.943152,33,000901,
001979.SZ,招商蛇口,8.7,租售同权;免税店;物业管理;国企改革;养老概念;深股通;融资融券;央企国企改革;回购增持再贷款概念;粤港澳大湾区;低空经济,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,-1.47225368,4.96318684E8,37865633.0,,7456183.0,69370906.0,1421677.0,11,73198176745.8,5.669356E7,91553037.0,90131360.0,8.87,8.92,8.58,8.7,3.850509,33,001979,19893667.0
688362.SH,甬矽电子,49.21,先进封装;MCU芯片;芯片概念;消费电子概念;汽车电子;5G;传感器;专精特新;数字货币;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,5.32962329,8.11297268E8,37833661.0,8784757.0,18049003.0,,46618418.0,11,20200237062.11,1.6685031E7,153355781.0,106737363.0,47.3,49.55,47,49.21,5.458047,17,688362,61071255.0
688432.SH,有研硅,16.24,中芯国际概念;存储芯片;芯片概念;硅能源;绿色电力;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,5.7980456,3.31448002E8,37780151.400000006,,,,37035935.7,7,20304902173.92,2.0912805E7,61219771.0,24183835.3,15.45,16.33,15.28,16.24,6.84039,17,688432,13316354.100000001
301093.SZ,华兰股份,85.39,人工智能;创投;医疗器械概念;创新药;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板(注册制);沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,1.55803996,3.44609803E8,37701533.0,,43873919.0,38754342.0,19586994.0,6,13405955129.59,4127631,89580201.0,69993207.0,84.08,85.9,81.38,85.39,5.375832,33,301093,37701017.0
002878.SZ,元隆雅图,19.55,文化传媒概念;短剧游戏;NFT概念;IP经济(谷子经济);网红经济;拼多多概念;小红书概念;Sora概念(文生视频);体育产业;快手概念;虚拟数字人;冰雪产业;AIGC概念;Web3.0;元宇宙;抖音概念(字节概念);ChatGPT概念;腾讯概念;三胎概念;区块链;阿里巴巴概念;数字经济;数据要素;百度概念;人工智能;虚拟现实;智能音箱;京津冀一体化;华为概念;小米概念;无线耳机;消费电子概念;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,4.60139112,5.04163282E8,37607686.0,,,12960744.5,37342670.0,33,4611812136.45,2.5721289E7,70673938.0,33331268.0,18.98,19.99,18.98,19.55,5.403959,33,002878,3774764.0
300034.SZ,钢研高纳,19.65,航空发动机;大飞机;军民融合;商业航天;军工;核电;特钢概念;3D打印;京津冀一体化;央企国企改革;国企改革;融资融券;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,1.39318885,2.8110879E8,37582534.9,,,1154632.1999999993,859138.0,13,15072664685.55,1.4345879E7,35558930.0,34699792.0,19.34,19.84,19.31,19.65,2.734778,33,300034,
688209.SH,英集芯,24.27,汽车芯片;无线耳机;芯片概念;小米概念;消费电子概念;专精特新;脑机接口;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,5.43006082,4.49659813E8,37522305.400000006,5898946.599999998,,,43421252.0,9,10527938869.23,1.8813167E7,95398000.0,51976748.0,23.09,24.53,22.88,24.27,7.16768,17,688209,45883620.9
601588.SH,北辰实业,2.0,物业管理;京津冀一体化;养老概念;国企改革;数字经济;回购增持再贷款概念;小米概念;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;含H股的A股;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),9.89010989,2.42754616E8,37288107.9,,,38196461.0,31602356.0,9,5320000000.0,1.24199761E8,87988440.0,56386084.0,1.81,2,1.81,2.0,10.43956,17,601588,
600135.SH,乐凯胶片,11.43,光伏概念;京津冀一体化;柔性屏(折叠屏);雄安新区;医疗器械概念;锂电池概念;固态电池;央企国企改革;参股保险;国企改革;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,4.09836066,5.39544758E8,37198484.1,94625.0,6559819.0,34630760.0,37293109.1,11,6324300141.57,4.7413097E7,78964471.0,41671361.9,10.98,11.58,10.9,11.43,6.193078,17,600135,
688159.SH,有方科技,47.99,算力租赁;云计算;东数西算(算力);信创;智慧政务;阿里巴巴概念;AI智能体;数据要素;鸿蒙概念;星闪概念;车联网(车路协同);存储芯片;数据中心;华为概念;智慧城市;物联网;5G;人工智能;电力物联网;低空经济;专精特新;机器人概念;无人机;比亚迪概念;粤港澳大湾区;智能电网;水利;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,9.89237463,4.24861087E8,37173751.0,,,4059179.6000000015,30665319.0,29,4450056071.8,8887564,79815921.0,49150602.0,45.74,49.59,45.74,47.99,8.81612,17,688159,
605598.SH,上海港湾,48.3,钙钛矿电池;商业航天;卫星导航;无人机;一带一路;人民币贬值受益;土壤修复;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通,6.92937791,3.48556922E8,37154329.0,,3771069.5999999996,,37087670.0,8,11737711874.7,7324180,58548099.0,21460429.0,45,49.58,44.6,48.3,11.025016,17,605598,
300533.SZ,冰川网络,26.61,手机游戏;网络游戏;IP经济(谷子经济);阿里巴巴概念;创投;人民币贬值受益;粤港澳大湾区;新能源汽车;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,-4.004329,2.76403108E8,36971458.0,,,,189560.0,9,4389949571.58,1.0268186E7,32973543.0,32783983.0,27.45,27.48,26.6,26.61,3.174603,33,300533,
000410.SZ,沈阳机床,6.16,高端装备;工业互联网;工业母机;商业航天;新型工业化;央企国企改革;国企改革;职业教育;股权转让(并购重组);融资融券;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-0.16207455,1.37688971E8,36969889.7,,2380352.1999999993,,,11,12141472931.28,2.2010614E7,17487827.7,25775566.0,6.15,6.39,6.13,6.16,4.213938,33,000410,9432744.200000003
300550.SZ,和仁科技,13.82,家庭医生;腾讯概念;鸿蒙概念;区块链;AI应用;云计算;DeepSeek概念;人工智能;智能医疗,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;深证AB股;深证A股;深证上市公司,2.67459138,1.77005686E8,36901838.7,,20187018.0,28224065.0,32424536.7,9,3624994098.52,1.2857411E7,43855023.0,11430486.3,13.56,13.94,13.38,13.82,4.160475,33,300550,8251072.800000001
000723.SZ,美锦能源,4.46,煤炭概念;煤化工概念;天然气;氢能源;碳中和;污水处理;燃料电池;深股通;储能;超级电容;新能源汽车;机器人概念;无人驾驶;股权转让(并购重组);融资融券,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-0.66815145,2.4774633E8,36898562.0,,27822503.0,30932623.0,,15,19601726367.52,5.5323523E7,39129123.0,61362459.0,4.51,4.54,4.45,4.46,2.004454,33,000723,
603131.SH,上海沪工,22.52,卫星导航;商业航天;军工;高端装备;海工装备;工业母机;机器人概念;专精特新;新型工业化;新能源汽车;长三角一体化;人民币贬值受益;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通,10.01465559,3.24263358E8,36857598.0,,,14586094.5,33362424.0,13,7587150594.4,1.4831435E7,65616622.0,32254198.0,20.45,22.52,20.43,22.52,10.210063,17,603131,
000070.SZ,特发信息,18.08,光纤概念;F5G概念;共封装光学(CPO);成飞概念;6G概念;特高压;5G;大飞机;军工;高铁;数据中心;军工信息化;卫星导航;深圳国企改革;无人机;东数西算(算力);智慧灯杆;国资云;算力租赁;低空经济;光伏概念;一带一路;传感器;智能电网;华为概念;智慧城市;抖音概念(字节概念);百度概念;国企改革;粤港澳大湾区;腾讯概念;信创;阿里巴巴概念;人工智能;创投;绿色电力;深股通;物业管理;摘帽,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-6.46663218,1.63366205E9,36792016.0,,,28158148.0,,39,16067313644.16,8.9217561E7,190900680.0,299664536.0,19.36,19.5,18.03,18.08,7.604759,33,000070,
002034.SZ,旺能环境,17.49,生物质能发电;绿色电力;固废处理;垃圾分类;PPP概念;回购增持再贷款概念;动力电池回收;融资融券;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,-1.13058225,2.66345787E8,36770109.3,,28809227.700000003,7018545.199999999,,9,8356444241.31,1.5143764E7,20999413.6,30420563.3,17.72,17.98,17.39,17.49,3.335217,33,002034,11315081.399999999
002256.SZ,兆新股份,4.59,光伏建筑一体化;盐湖提锂;绿色电力;AI手机;储能;锂电池概念;碳中和;化肥;深股通;染料;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.43763676,6.47463534E8,36719465.0,,,20467073.0,,11,8959550548.23,1.43087135E8,128214774.0,137888631.0,4.53,4.61,4.46,4.59,3.282275,33,002256,9400143.0
688065.SH,凯赛生物,48.11,可降解塑料;合成生物;同花顺新质50;专精特新;沪股通;融资融券,上证AB股;上证A股;上证上市公司;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创50;科创板,0.77503142,3.88952757E8,36666777.8,,,13696353.899999999,,6,28066317456.29,7969556,62934932.0,68132609.0,48.88,49.96,47.95,48.11,4.210305,17,688065,
688090.SH,瑞松科技,74.35,机器视觉;新型工业化;传感器;专精特新;芯片概念;比亚迪概念;新能源汽车;机器人概念;AI应用;数字孪生;人工智能;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,7.86304947,4.36271583E8,36573604.0,7463819.0,,3209437.0,44037423.0,12,9077704067.4,5937150,108769303.0,64731880.0,69.99,76.6,69.01,74.35,11.01117,17,688090,7675814.0
