股票代码,股票简称,最新价,所属概念,股票市场类型,涨跌幅:前复权[20260430],成交额[20260430],主力资金流向区间增长值[20260424-20260430],主力资金流向[20260424],主力资金流向[20260428],主力资金流向[20260429],主力资金流向[20260430],所属概念数量,a股市值(不含限售股)[20260430],成交量[20260430],主力买入金额[20260430],主力卖出金额[20260430],开盘价:前复权[20260430],最高价:前复权[20260430],最低价:前复权[20260430],收盘价:前复权[20260430],振幅[20260430],market_code,code,主力资金流向[20260427]
688256.SH,寒武纪,1699.96,中国AI 50;先进封装;汽车芯片;芯片概念;同花顺新质50;数据中心;东数西算(算力);国产操作系统;阿里巴巴概念;人工智能;沪股通;融资融券,上证180;上证50;上证AB股;上证A股;上证上市公司;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深300;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创50;科创创业50;科创板,20.00028236,2.84656821E10,3019822900.0,1254454600.0,482711110.0,1223951480.0,4274277500.0,12,716847921593.2,1.7884265E7,12657898500.0,8383621000.0,1475,1699.96,1475,1699.96,15.87994,17,688256,
600118.SH,中国卫星,102.8,国产航母;商业航天;卫星导航;军民融合;大飞机;6G概念;军工;中字头股票;无人机;低空经济;高端装备;央企国企改革;水利;芯片概念;人工智能;京津冀一体化;一带一路;国企改革;智能医疗;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),4.97293985,7.32779164E9,1540142140.0,,,183018100.0,974402190.0,21,121559883078.0,7.2492291E7,2071901610.0,1097499420.0,97.01,103.8,97.01,102.8,6.933523,17,600118,78716490.0
300502.SZ,新易盛,525.79,共封装光学(CPO);5G;数据中心;芯片概念;中国AI 50;2025年报预增;人民币贬值受益;深股通;西部大开发;融资融券,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板50;沪深300;沪深AB股;沪深A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;科创创业50,-2.08752328,1.59971322E10,1510792400.0,,,278227400.0,,10,465529950515.48,3.0209791E7,4860743100.0,5905778900.0,549,549,518,525.79,5.772811,33,300502,
002281.SZ,光迅科技,144.28,F5G概念;共封装光学(CPO);光纤概念;液冷服务器;6G概念;5G;芯片概念;数据中心;东数西算(算力);量子科技;华为概念;抖音概念(字节概念);阿里巴巴概念;腾讯概念;百度概念;央企国企改革;国企改革;深股通;融资融券;股权转让(并购重组),中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,8.58734101,1.132679E10,1439434410.0,,383575050.0,,1166620730.0,20,112466082824.16,8.0211514E7,3336797790.0,2170177060.0,135.52,146.16,135.01,144.28,8.391661,33,002281,501768640.0
002384.SZ,东山精密,186.73,共封装光学(CPO);同花顺果指数;PCB概念;苹果概念;2026一季报预增;5G;MiniLED;消费电子概念;芯片概念;数据中心;智能穿戴;AI手机;小米概念;高压快充;华为概念;新能源汽车;人形机器人;特斯拉概念;机器人概念;人民币贬值受益;深股通;长三角一体化;融资融券,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,1.34599729,1.53128065E10,1358960600.0,,,640361400.0,208601000.0,23,258867855335.79,8.2041728E7,4301577000.0,4092976000.0,189.78,191.95,181.83,186.73,5.492537,33,002384,
000066.SZ,中国长城,19.82,AI PC;中国AI 50;东数西算(算力);国产操作系统;数据安全;网络安全;信创;华为鲲鹏;数据中心;百度概念;量子科技;区块链;智慧城市;液冷服务器;车联网(车路协同);华为概念;智能电网;5G;DeepSeek概念;人工智能;数字经济;芯片概念;消费电子概念;粤港澳大湾区;商业航天;军工;卫星导航;海工装备;汽车电子;军民融合;锂电池概念;央企国企改革;国企改革;钠离子电池;深股通;中字头股票;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,9.98890122,8.32145742E9,1323707490.0,320366780.0,1532227650.0,421062260.0,1644074270.0,37,63930397789.16,4.31571802E8,3109057410.0,1464983140.0,19,19.82,18.39,19.82,7.935627,33,000066,73113410.0
002202.SZ,金风科技,27.55,商业航天;柔性直流输电;特高压;智能电网;海工装备;储能;风电;东数西算(算力);工业互联网;抽水蓄能;独角兽概念;氢能源;人工智能;碳中和;绿色电力;创投;碳交易;西部大开发;污水处理;PPP概念;新疆振兴;同花顺出海50;煤化工概念;深股通;融资融券,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;含H股的A股;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,7.07345511,9.48916356E9,1291110660.0,,,201076500.0,1156533290.0,25,92664564981.55,3.49362601E8,2392177530.0,1235644240.0,26.51,28.18,26.2,27.55,7.695297,33,002202,488984430.0
600111.SH,北方稀土,53.04,稀土永磁;小金属概念;金属回收;2026一季报预增;回购增持再贷款概念;军工;西部大开发;2025年报预增;国企改革;氢能源;专精特新;同花顺漂亮100;沪股通;融资融券,上证180;上证50;上证AB股;上证A股;上证上市公司;上证主板A股;中证800;中证A50;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),4.10206084,1.43019537E10,1279685390.0,,,2205539880.0,1127344600.0,14,191743092259.68,2.71321021E8,3955732600.0,2828388000.0,51.88,53.35,51.36,53.04,3.905789,17,600111,
300136.SZ,信维通信,91.3,卫星导航;6G概念;商业航天;同花顺果指数;WiFi 6;毫米波雷达;无人机;低空经济;芯片概念;柔性屏(折叠屏);5G;富士康概念;智能音箱;AI眼镜;智能穿戴;车联网(车路协同);无线充电;华为概念;虚拟现实;消费电子概念;汽车电子;苹果概念;物联网;无线耳机;机器人概念;特斯拉概念;海峡两岸;粤港澳大湾区;人民币贬值受益;一带一路;回购增持再贷款概念;深股通;融资融券,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板50;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,6.77113788,1.08319452E10,1238333540.0,144039130.0,,,1382372670.0,33,75340781729.4,1.22837778E8,3788179860.0,2405807190.0,84.9,91.98,83.03,91.3,10.466612,33,300136,1826411870.0
603986.SH,兆易创新,312.99,存储芯片;汽车芯片;MCU芯片;芯片概念;汽车电子;无线耳机;传感器;小米概念;人形机器人;物联网;人民币贬值受益;锂电池概念;光伏概念;回购增持再贷款概念;融资融券;沪股通,上证180;上证AB股;上证A股;上证上市公司;上证主板A股;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;含H股的A股;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),1.32733335,1.85168479E10,1086072750.0,,406362260.0,89733700.0,652304400.0,16,209028739570.14,5.8796514E7,5906365700.0,5254061300.0,320,321,306.48,312.99,4.700702,17,603986,393261970.0
002050.SZ,三花智控,46.92,人形机器人;同花顺新质50;汽车热管理;华为汽车;特斯拉概念;长安汽车概念;比亚迪概念;小米概念;机器人概念;新能源汽车;家用电器;液冷服务器;数据中心;宁德时代概念;空气能热泵;DeepSeek概念;储能;燃料电池;一带一路;同花顺出海50;回购增持再贷款概念;深股通;融资融券,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;含H股的A股;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,4.6854083,7.67025627E9,1081267970.0,,,287918105.0,1011794520.0,23,172862548248.36,1.64467985E8,2133474330.0,1121679810.0,44.69,47.37,44.58,46.92,6.224899,33,002050,555854690.0
688521.SH,芯原股份,280.88,国家大基金持股;智能音箱;先进封装;汽车芯片;AI手机;MCU芯片;AI眼镜;芯片概念;虚拟现实;东数西算(算力);阿里巴巴概念;腾讯概念;无人驾驶;物联网;人工智能;数字货币;上海自贸区;沪股通;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创50;科创创业50;科创板,19.99829111,1.11238165E10,1004082650.0,,,161149030.0,759248740.0,19,147719081880.24,4.0905185E7,4600647820.0,3841399080.0,260,280.88,260,280.88,8.920408,17,688521,698293690.0
600879.SH,航天电子,23.97,太赫兹;军工信息化;商业航天;卫星导航;军民融合;军工;无人机;低空经济;量子科技;特高压;高端装备;芯片概念;传感器;物联网;央企国企改革;京津冀一体化;医疗器械概念;国企改革;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),3.90117035,3.80847934E9,871113260.0,,,116028494.0,351149650.0,20,79084205035.98,1.60386206E8,811328630.0,460178980.0,23.07,24.08,22.91,23.97,5.071521,17,600879,
300548.SZ,长芯博创,256.69,F5G概念;共封装光学(CPO);光纤概念;铜缆高速连接;5G;芯片概念;数据中心;2025年报预增;专精特新;华为概念;长三角一体化;抖音概念(字节概念);机器人概念;融资融券;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板50;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,3.71313131,5.29864785E9,863532760.0,,,23998220.0,547688610.0,15,69121541725.32,2.0600563E7,1645484680.0,1097796070.0,254.5,263.22,250.5,256.69,5.139393,33,300548,
002290.SZ,禾盛新材,81.28,芯片概念;2025年报预增;家用电器;智能物流;信创;东数西算(算力);人工智能;智能医疗;云游戏;DeepSeek概念;文化传媒概念;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,5.62703054,1.35889419E9,821230673.0,,,,100854022.0,12,20092095350.4,1.6960539E7,297458748.0,196604726.0,78.88,82.48,76.6,81.28,7.641325,33,002290,
600673.SH,东阳光,35.4,算力租赁;东数西算(算力);数据中心;液冷服务器;AI应用;华为概念;芯片概念;超级电容;人形机器人;储能;锂电池概念;回购增持再贷款概念;PVDF概念;氟化工概念;沪股通;融资融券;消毒剂;煤炭概念,上证AB股;上证A股;上证上市公司;上证主板A股;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),6.81955341,3.35626637E9,764772364.0,,330104972.0,,505951300.0,18,106255150615.8,9.6767724E7,985118300.0,479167000.0,33.1,35.95,32.88,35.4,9.263729,17,600673,
300762.SZ,上海瀚讯,43.42,军工信息化;卫星导航;商业航天;军民融合;军工;无人机;5G;专精特新;机器人概念;芯片概念;人工智能;智慧城市;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,13.81389253,3.54157493E9,761782241.0,,26723265.0,,668457510.0,14,27266273820.24,8.40183E7,1210681160.0,542223650.0,38.26,44.38,38.26,43.42,16.041939,33,300762,
002475.SZ,立讯精密,67.0,同花顺果指数;智能音箱;无线耳机;AI眼镜;智能座舱;智能穿戴;苹果概念;汽车电子;铜缆高速连接;液冷服务器;华为手机;MR(混合现实);毫米波雷达;消费电子概念;共封装光学(CPO);机器视觉;虚拟现实;5G;芯片概念;人形机器人;无人驾驶;海峡两岸;新能源汽车;华为概念;机器人概念;数据中心;充电桩;粤港澳大湾区;人民币贬值受益;同花顺出海50;深股通;融资融券;同花顺漂亮100;证金持股,中证800;中证A50;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,-2.38927739,1.04671516E10,731754260.0,,,93514900.0,,34,487041385001.0,1.5504749E8,2197771350.0,2642688790.0,69.48,69.48,66.8,67.0,3.904428,33,002475,2640581600.0
002463.SZ,沪电股份,102.57,PCB概念;毫米波雷达;汽车电子;5G;芯片概念;数据中心;华为概念;无人驾驶;海峡两岸;人民币贬值受益;2026一季报预增;污水处理;同花顺出海50;深股通;融资融券,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,0.57854481,4.89575729E9,716608390.0,,,,,15,197222671549.02,4.7325267E7,899880750.0,904511700.0,103.62,105.66,102.2,102.57,3.392822,33,002463,110004960.0
002837.SZ,英维克,94.6,液冷服务器;中国AI 50;英伟达概念;数据中心;东数西算(算力);军工;华为概念;抖音概念(字节概念);比亚迪概念;新能源汽车;腾讯概念;阿里巴巴概念;充电桩;储能;粤港澳大湾区;高铁;家用电器;冷链物流;融资融券;深股通,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.10582011,2.75932764E9,678533990.0,,,20111121.0,,20,81995001809.6,2.9212287E7,381922920.0,479307230.0,95.02,96.38,93.06,94.6,3.513227,33,002837,
002149.SZ,西部材料,63.51,航空发动机;商业航天;卫星导航;可控核聚变;超导概念;军工;核电;海工装备;5G;柔性屏(折叠屏);专精特新;小金属概念;西部大开发;医疗器械概念;燃料电池;氢能源;国企改革;俄乌冲突概念;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,9.99307239,4.6842398E9,655245360.0,,263987440.0,,228485970.0,20,31001725291.74,7.6425309E7,1166325810.0,937839840.0,57.46,63.51,57.46,63.51,10.478004,33,002149,
002371.SZ,北方华创,536.99,国家大基金持股;中芯国际概念;存储芯片;OLED;第三代半导体;华为海思概念股;芯片概念;同花顺新质50;中国AI 50;光伏概念;锂电池概念;国企改革;同花顺漂亮100;深股通;融资融券,中证800;中证A50;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,5.14577745,8.80516545E9,651256610.0,81277560.0,557958080.0,,732534170.0,15,388916760235.36,1.6592589E7,2375762510.0,1643228340.0,519.18,541.16,507.09,536.99,6.671104,33,002371,1440561480.0
002415.SZ,海康威视,36.29,足球概念;同花顺漂亮100;智慧城市;养老概念;数据安全;多模态AI;人脸识别;智慧政务;人工智能;AI应用;智能家居;物联网;工业互联网;数字乡村;安防;证金持股;深股通;融资融券;机器人概念;机器视觉;国企改革;存储芯片;无人机;同花顺出海50;汽车电子;回购增持再贷款概念;无人驾驶;央企国企改革;光纤概念,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,4.25165182,4.22618059E9,623257220.0,37055570.0,345065742.0,7469493.0,660312790.0,29,328293935075.91,1.17530949E8,1269382940.0,609070150.0,34.75,36.84,34.57,36.29,6.521114,33,002415,89450927.0
300058.SZ,蓝色光标,17.12,快手概念;小红书概念;智谱AI;短剧游戏;Web3.0;抖音概念(字节概念);AIGC概念;ChatGPT概念;虚拟数字人;百度概念;腾讯概念;阿里巴巴概念;AI应用;AI智能体;元宇宙;文化传媒概念;NFT概念;在线教育;虚拟现实;华为概念;DeepSeek概念;人工智能;职业教育;网红经济;创投;跨境电商;深股通;融资融券,中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板50;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,-1.55261645,4.950542E9,616726850.0,,,218050490.0,,28,59542166427.84,2.88246421E8,808319040.0,1330667030.0,17.22,17.58,17.02,17.12,3.220241,33,300058,
603601.SH,再升科技,15.85,商业航天;大飞机;PM2.5;核电;核污染防治;建筑节能;芯片概念;特斯拉概念;宁德时代概念;中芯国际概念;新能源汽车;家用电器;西部大开发;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股,4.27631579,4.12706668E9,615183725.0,,7509070.0,,356336340.0,14,18106104390.35,2.64698546E8,900699780.0,544363440.0,15.2,16.16,14.79,15.85,9.013157,17,603601,380491294.0
688387.SH,信科移动,19.58,卫星导航;6G概念;商业航天;低空经济;网络安全;东数西算(算力);5G;车联网(车路协同);芯片概念;AI应用;机器视觉;人工智能;物联网;DeepSeek概念;专精特新;工业互联网;央企国企改革;国企改革;沪股通;融资融券,上证AB股;上证A股;上证上市公司;中证500;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深股通;沪股通;沪股通(可融资融券);科创板,8.1170624,2.28859513E9,612483065.0,,84865180.0,159819273.0,429612300.0,20,39488497576.0,1.20669532E8,852751090.0,423138790.0,18.08,19.79,17.69,19.58,11.595803,17,688387,51526330.0
688820.SH,盛合晶微,103.0,科创次新股;先进封装;存储芯片;芯片概念;注册制次新股;新股与次新股;融资融券,上证AB股;上证A股;上证上市公司;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;科创板,11.35135135,5.93687189E9,590468000.0,298563370.0,,,889031370.0,7,17808972229.0,5.9862912E7,2431038240.0,1542006870.0,93.79,107,91,103.0,17.297297,17,688820,314489380.0
600330.SH,天通股份,27.89,PCB概念;第三代半导体;先进封装;5G;OLED;MicroLED概念;毫米波雷达;芯片概念;汽车电子;AI眼镜;商业航天;无线充电;卫星导航;数据中心;智能穿戴;光伏概念;量子科技;军工;新能源汽车;高端装备;储能;充电桩;锂电池概念;长三角一体化;智能物流;创投;固废处理;乡村振兴;融资融券;沪股通,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),8.69056898,7.9855713E9,539263960.0,,,,401965090.0,30,34400485862.24,2.91431865E8,2318261820.0,1916296730.0,25.79,28.23,25.78,27.89,9.547934,17,600330,
600900.SH,长江电力,27.32,高股息精选;同花顺中特估100;沪股通;融资融券;同花顺漂亮100;绿色电力;参股银行;央企国企改革;国企改革;水利;创投;核电;储能,上证180;上证50;上证AB股;上证A股;上证上市公司;上证主板A股;中证800;中证A50;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),2.05453866,5.21842471E9,528471751.0,19248649.0,,,547720400.0,13,668471708001.12,1.91463737E8,1708746570.0,1161026170.0,27.09,27.42,26.94,27.32,1.793051,17,600900,
601698.SH,中国卫通,36.67,商业航天;6G概念;军工;同花顺新质50;低空经济;央企国企改革;一带一路;国企改革;中字头股票;同花顺中特估100;沪股通;融资融券,上证180;上证AB股;上证A股;上证上市公司;上证主板A股;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),2.97669194,2.47931792E9,526548460.0,,,24406641.0,168587546.0,12,154908213058.04,6.8198094E7,456566980.0,287979434.0,35.19,36.97,35.09,36.67,5.279415,17,601698,
001309.SZ,德明利,524.81,存储芯片;AI PC;中芯国际概念;芯片概念;2025年报预增;汽车电子;智能穿戴;共封装光学(CPO);数据中心;粤港澳大湾区;专精特新;人民币贬值受益;人工智能;融资融券;深股通,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.35951275,1.01435989E10,501810280.0,,379755970.0,865695790.0,,15,84665718480.2,1.9354427E7,2655239970.0,2666218120.0,517.71,535,509.01,524.81,4.970072,33,001309,
601868.SH,中国能建,2.83,碳交易;超超临界发电;虚拟电厂;生物质能发电;绿色电力;光热发电;水泥概念;风电;柔性直流输电;土壤修复;氢能源;储能;特高压;新型城镇化;央企国企改革;雅下水电概念;水利;同花顺中特估100;国企改革;参股保险;燃料电池;民爆概念;算力租赁;核电;数据中心;证金持股;一带一路;东数西算(算力);可控核聚变;阿里巴巴概念;海工装备;宁德时代概念;AI智能体;华为概念;低空经济;人工智能;高端装备;机器人概念;光纤概念;军工;中字头股票;融资融券;沪股通,上证180;上证AB股;上证A股;上证上市公司;上证主板A股;中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;含H股的A股;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-0.70175439,1.1481237E9,489227151.0,,,267723370.0,,43,91773299209.88,4.07851334E8,200959241.0,319197960.0,2.83,2.84,2.8,2.83,1.403508,17,601868,
002759.SZ,天际股份,38.09,钠离子电池;氟化工概念;固态电池;磷化工;锂电池概念;宁德时代概念;比亚迪概念;家用电器;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;原中小企业板;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,5.77617329,3.6703838E9,482856174.0,173281566.0,,412361733.0,656137740.0,10,19080872895.37,9.918683E7,1104210760.0,448073020.0,36.02,38.55,35.7,38.09,7.914468,33,002759,208551159.0
300059.SZ,东方财富,20.36,互联网保险;期货概念;互联网金融;区块链;AI应用;数据要素;AIGC概念;DeepSeek概念;人工智能;同花顺漂亮100;证金持股;深股通;融资融券,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;创业板50;沪深300;沪深AB股;沪深A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司,0.49358342,7.44906364E9,468000650.0,,587299480.0,4093610.0,85057630.0,13,271556662807.36,3.62636973E8,2181585520.0,2096527890.0,20.25,20.95,20.19,20.36,3.751233,33,300059,126841150.0
600736.SH,苏州高新,8.15,特色小镇;新型城镇化;净水概念;污水处理;绿色电力;虚拟电厂;华为数字能源;建筑节能;乡村振兴;固废处理;参股银行;风电;地下管网;国企改革;水利;储能;创投;医疗器械概念;航空发动机;证金持股;工业母机;冰雪产业;旅游概念;大飞机;华为概念;商业航天;军工;低空经济;芯片概念;军民融合;卫星导航;沪股通;融资融券,上证AB股;上证A股;上证上市公司;上证主板A股;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;沪股通;沪股通(可融资融券),-2.97619048,1.66666097E9,463283539.0,,82336475.0,138828919.0,,33,9383037192.05,1.99219602E8,185705828.0,259439809.0,8.15,8.65,8.13,8.15,6.190476,17,600736,204459474.0
000063.SZ,中兴通讯,36.7,AI手机;汽车电子;AI眼镜;智能穿戴;消费电子概念;5G;6G概念;芯片概念;汽车芯片;液冷服务器;光纤概念;星闪概念;虚拟现实;比亚迪概念;新能源汽车;人形机器人;中国AI 50;量子科技;车联网(车路协同);卫星导航;数据中心;机器人概念;无人机;太赫兹;商业航天;物联网;海峡两岸;低空经济;国产操作系统;东数西算(算力);元宇宙;网络安全;百度概念;粤港澳大湾区;智慧城市;人工智能;抖音概念(字节概念);腾讯概念;AI智能体;ChatGPT概念;储能;DeepSeek概念;AI应用;数字经济;多模态AI;区块链;智能医疗;水利;乡村振兴;深股通;融资融券;同花顺漂亮100;证金持股,中证800;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;含H股的A股;沪深300;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证100R;深证AB股;深证A股;深证上市公司;深证主板A股,0.76880835,3.57801573E9,460100030.0,,,148770620.0,174079190.0,53,147813699214.4,9.8381385E7,835431360.0,661352170.0,36.21,36.83,35.7,36.7,3.10269,33,000063,849358270.0
000988.SZ,华工科技,119.53,共封装光学(CPO);F5G概念;铜缆高速连接;PCB概念;6G概念;先进封装;MiniLED;苹果概念;5G;高压快充;第三代半导体;MicroLED概念;柔性屏(折叠屏);芯片概念;汽车电子;充电桩;工业母机;东数西算(算力);储能;量子科技;宁德时代概念;传感器;锂电池概念;华为概念;智能座舱;新型工业化;卫星导航;比亚迪概念;商业航天;3D打印;氢能源;新能源汽车;专精特新;高端装备;钙钛矿电池;特斯拉概念;物联网;工业互联网;汽车热管理;航空发动机;机器人概念;大飞机;数字孪生;华为汽车;百度概念;智慧城市;长安汽车概念;独角兽概念;腾讯概念;阿里巴巴概念;农机;智能家居;数据要素;回购增持再贷款概念;AI智能体;家用电器;创投;国企改革;乡村振兴;深股通;融资融券;基因测序,中证A50;全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;沪深AB股;沪深A股;沪深主板A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司;深证主板A股,0.41162634,1.08686598E10,457091840.0,,,1541176920.0,,62,120125935581.21,9.2020793E7,2701219340.0,2816983030.0,119.11,120.97,115,119.53,5.01512,33,000988,626924360.0
300672.SZ,国科微,178.31,存储芯片;国家大基金持股;汽车芯片;芯片概念;WiFi 6;星闪概念;智能座舱;卫星导航;虚拟现实;机器视觉;东数西算(算力);物联网;专精特新;无人驾驶;车联网(车路协同);鸿蒙概念;机器人概念;人工智能;深股通;股权转让(并购重组);融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,11.02739726,3.48170614E9,436922045.0,15026175.0,77487840.0,,451948220.0,21,37505308332.91,2.0374663E7,1132342820.0,680394600.0,161,180.5,159.29,178.31,13.206724,33,300672,157253690.0
300083.SZ,创世纪,10.19,工业母机;无线充电;新型工业化;人形机器人;智能穿戴;苹果概念;消费电子概念;飞行汽车(eVTOL);比亚迪概念;5G;小米概念;军工;高端装备;新能源汽车;一体化压铸;机器人概念;低空经济;无人机;华为概念;液冷服务器;工业互联网;储能;粤港澳大湾区;人工智能;创投;回购增持再贷款概念;深股通;融资融券,全部AB股;全部A股;全部A股(非ST);全部A股(非金融);全部上市公司;创业板;沪深AB股;沪深A股;沪深股通;深股通;深证AB股;深证A股;深证上市公司,20.02355713,4.03952883E9,431011525.0,,,46992949.0,369273630.0,28,15208933830.66,4.00320977E8,1425638270.0,1056364640.0,9.17,10.19,9.17,10.19,12.014134,33,300083,86073723.0
